Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,ru
M. j. cantillans,Singing Bushlark,sinbus6,204002701,FALSE,
Mirafra microptera,Burmese BushLark,burbus1,221833,FALSE,Бирманский жаворонок
Mirafra assamica,Bengal BushLark,benbus1,204023871,FALSE,
Mirafra erythrocephala,Indochinese BushLark,indbus3,185937031,FALSE,Индокитайский жаворонок
Mirafra erythroptera,Indian Bushlark,indbus2,361870701,FALSE,Рыжекрылый жаворонок
Mirafra affinis,Jerdon's Bushlark,jerbus2,414799761,FALSE,Деканский жаворонок
Mirafra rufa,Rusty Lark,ruslar1,,FALSE,Рыжий жаворонок
Mirafra gilletti,Gillett's Lark,gillar1,204005341,FALSE,Саванный жаворонок
M. g. degodiensis,Degodi Lark,,,FALSE,
Chersophilus duponti,Dupont's Lark,duplar1,76802631,FALSE,Средиземноморский жаворонок
Eremalauda dunni,Dunn's Lark,dunlar1,310980,FALSE,Сахельский жаворонок/Аравийский жаворонок
Eremalauda eremodites,Arabian Lark,dunlar4,226217931,FALSE,Аравийский жаворонок
Alaudala somalica,Somali Short-toed Lark,sstlar1,280150,FALSE,Сомалийский жаворонок
Alaudala rufescens,Lesser Short-toed Lark,mstlar1,109291961,FALSE,Серый жаворонок
REMIZIDAE,Penduline-tit,,,FALSE,
Remiz pendulinus,Eurasian Penduline-tit,euptit1,538673571,FALSE,Обыкновенный ремез
Remiz macronyx,Black-headed Penduline-tit,bhptit1,172436061,FALSE,тростниковый Ремез
Remiz coronatus,White-crowned Penduline-tit,wcptit1,620057638,FALSE,Венценосный ремез
Remiz consobrinus,Chinese Penduline-tit,chptit1,616528516,FALSE,Китайский ремез
Anthoscopus punctifrons,Sennar Penduline-tit,septit1,141730511,FALSE,Суданский ремез
Anthoscopus parvulus,Yellow Penduline-tit,yeptit1,203961461,FALSE,Сенегальский ремез
A. r. cheleensis,Asian Short-toed Lark,lstlar2,506510561,FALSE,
Alaudala raytal,Sand Lark,sanlar1,428243801,FALSE,Песчаный жаворонок
Melanocorypha bimaculata,Bimaculated Lark,bimlar1,458880151,FALSE,Двупятнистый жаворонок
Melanocorypha calandra,Calandra Lark,callar1,86304,FALSE,Степной жаворонок
Melanocorypha yeltoniensis,Black Lark,blalar1,588558681,FALSE,Чёрный жаворонок
Melanocorypha maxima,Tibetan Lark,tiblar1,618714130,FALSE,Тибетский жаворонок
Melanocorypha mongolica,Mongolian Lark,monlar1,203966821,FALSE,Монгольский жаворонок
Calandrella acutirostris,Hume's Lark,humlar1,310989,FALSE,Тонкоклювый жаворонок
Calandrella cinerea,Red-capped Lark,reclar1,310986,FALSE,Африканский малый жаворонок
Calandrella blanfordi,Blanford's Lark,blalar2,276099,FALSE,Ржавохохлый жаворонок
C. b. erlangeri,Erlanger's Lark,,,FALSE,
Calandrella eremica,Ruffous-capped Lark,blalar4,480418391,FALSE,Йеменский жаворонок
Calandrella brachydactyla,Greater Short-toed Lark,gstlar1,586196631,FALSE,Малый жаворонок
Calandrella dukhuensis,Eastern Short-toed Lark,,,FALSE,
Eremophila bilopha,Temminck's Lark,temlar1,203892281,FALSE,Сахарский жаворонок
Eremophila alpestris,Horned Lark,horlar,73842,TRUE,Рогатый/Сахарский жаворонок
Lullula arborea,Woodlark,woolar1,203489631,FALSE,Лесной жаворонок
Spizocorys sclateri,Sclater's Lark,scllar1,321810491,FALSE,Овсянковый жаворонок
Spizocorys starki,Stark's Lark,stalar2,419046261,FALSE,Дамарский жаворонок
Spizocorys fremantlii,Short-tailed Lark,shtlar1,280157,FALSE,Длинноклювый жаворонок
Spizocorys personata,Masked Lark,maslar1,580980911,FALSE,Масковый жаворонок
Spizocorys fringillaris,Botha's Lark,botlar1,80708,FALSE,Зябликовый жаворонок
Spizocorys conirostris,Pink-billed Lark,piblar1,611489627,FALSE,Красноклювый жаворонок
Spizocorys obbiensis,Obbia Lark,obblar1,,FALSE,Оббианский жаворонок
Alauda leucoptera,White-winged Lark,whwlar1,588457821,FALSE,Белокрылый жаворонок
Alauda razae,Raso Lark,razsky1,,FALSE,Кабо-вердианский жаворонок
Alauda arvensis,Eurasian Skylark,skylar,314243691,TRUE,Полевой жаворонок
Alauda gulgula,Oriental Skylark,orisky1,357766141,FALSE,Индийский жаворонок
Galerida modesta,Sun Lark,sunlar1,566389371,FALSE,Солнечный жаворонок
Galerida magnirostris,Large-billed Lark,lablar1,203964161,FALSE,Большеклювый жаворонок
Galerida theklae,Thekla Lark,thelar1,96048731,TRUE,Короткопалый хохлатый жаворонок
Galerida cristata,Crested Lark,crelar1,410568911,TRUE,Хохлатый жаворонок
G. c. macrorhyncha,Long-billed Crested Lark,,,FALSE,
Galerida malabarica,Malabar Lark,mallar1,451027381,FALSE,Малабарский жаворонок
Galerida deva,Sykes's Lark,tawlar1,98778461,FALSE,Охристый жаворонок
Eremomela flavicrissalis,Yellow-vented Eremomela,yevere1,33655711,FALSE,Саванная желтобрюшка
Eremomela pusilla,Senegal Eremomela,senere1,649720769,FALSE,Сероголовая желтобрюшка
Eremomela canescens,Green-backed Eremomela,grbere1,33652401,FALSE,Масковая желтобрюшка
Eremomela scotops,Green-capped Eremomela,greere1,14527,FALSE,Зелёношапочная желтобрюшка
Eremomela gregalis,Karoo Eremomela,yerere1,221168,FALSE,Пустынная желтобрюшка
Eremomela usticollis,Burnt-necked Eremomela,bunere1,282305931,FALSE,Рыжегрудая желтобрюшка
Eremomela badiceps,Rufous-crowned Eremomela,rucere1,631054964,FALSE,Красношапочная желтобрюшка
Eremomela turneri,Turner's Eremomela,turere1,1419,FALSE,Рыжелобая желтобрюшка
Eremomela atricollis,Black-necked Eremomela,blnere1,640812537,FALSE,Ошейниковая желтобрюшка
Drymocichla incana,Red-winged Grey Warbler,rwgwar2,467072901,FALSE,Краснокрылый апалис
Schistolais leucopogon,White-chinned Prinia,whcpri2,1557,FALSE,Белогорлая приния
Schistolais leontica,Sierra Leone Prinia,silpri2,140960,FALSE,Белоглазая приния
Urolais epichlorus,Green Longtail,grnlon1,623150384,FALSE,Зелёная приния
Artisornis moreaui,Long-billed Forest-warbler,lobtai1,105048911,FALSE,Длинноклювый апалис
Artisornis sousae,Mozambique Forest-warbler,,,FALSE,
Artisornis metopias,African Forest-warbler,afrtai2,49809,FALSE,Красноголовый апалис
Oreolais pulcher,Black-collared Apalis,blcapa2,341172571,FALSE,Украшенный апалис
Oreolais ruwenzorii,Ruwenzori Apalis,ruwapa1,203939861,FALSE,Ошейниковый апалис
Oreophilais robertsi,Briar Warbler,robpri1,394292991,FALSE,Серая приния
Phragmacia substriata,Namaqua Warbler,nampri1,623226936,FALSE,Пёстрая приния
Apalis fuscigularis,Taita Apalis,batapa4,23970,FALSE,Тайтасский апалис
Apalis flavigularis,Yellow-throated Apalis,batapa3,,FALSE,Желтозобый апалис
Apalis lynesi,Namuli Apalis,batapa5,,FALSE,Сероголовый апалис
Apalis thoracica,Bar-throated Apalis,batapa2,310846,FALSE,
Apalis ruddi,Rudd's Apalis,rudapa1,203937331,FALSE,Пёстрый апалис
Apalis flavida,Yellow-breasted Apalis,yebapa1,14296,FALSE,Желтогрудый апалис
Apalis flavocincta,Brown-tailed Apalis,,,FALSE,
Apalis binotata,Masked Apalis,masapa1,24679,FALSE,Масковый апалис
Apalis personata,Black-faced Apalis,blfapa1,1271,FALSE,Рувензорский апалис
Apalis jacksoni,Black-throated Apalis,bltapa1,24803,FALSE,Черногорлый апалис
Apalis chariessa,White-winged Apalis,whwapa1,203948481,FALSE,Белокрылый апалис
Apalis nigriceps,Black-capped Apalis,blcapa1,203959941,FALSE,Черношапочный апалис
Apalis melanocephala,Black-headed Apalis,blhapa1,203964241,FALSE,Черноголовый апалис
Apalis chirindensis,Chirinda Apalis,chiapa1,394293531,FALSE,Серый апалис
Apalis porphyrolaema,Chestnut-throated Apalis,chtapa3,310858,FALSE,Рыжегорлый апалис
Apalis kaboboensis,Kabobo Apalis,chtapa2,,FALSE,Аспидный апалис
Apalis chapini,Chapin's Apalis,chaapa1,310867,FALSE,Рыжезобый апалис
Apalis sharpii,Sharpe's Apalis,shaapa2,203923331,FALSE,Короткохвостый апалис
Apalis rufogularis,Buff-throated Apalis,butapa1,203966591,FALSE,Белобрюхий апалис
Apalis argentea,Kungwe Apalis,kunapa1,64628621,FALSE,Серебристый апалис
Apalis karamojae,Karamoja Apalis,karapa2,623459736,FALSE,Карамоджийский апалис
Apalis bamendae,Bamenda Apalis,bamapa1,310860,FALSE,Зарянковый апалис
Apalis goslingi,Gosling's Apalis,gosapa1,310863,FALSE,Лесной апалис
Apalis cinerera,Grey Apalis,,,FALSE,
Apalis alticola,Brown-headed Apalis,brhapa1,310850,FALSE,Буроголовый апалис
Phyllolais pulchella,Buff-bellied Warbler,bubwar2,233404041,FALSE,Акациевый апалис
Spiloptila clamans,Cricket Warbler,crilon1,649787444,FALSE,Чешуйчатокрылый апалис
Poliolais lopezi,White-tailed Warbler,whtwar1,91002861,FALSE,Шиферная белохвостка
Calamonastes simplex,Grey Wren-warbler,grywrw1,14321,FALSE,Серая зебрина
Calamonastes undosus,Miombo Wren-warbler,miowrw2,614978877,FALSE,Миомбская зебрина
Calamonastes stierlingi,Stierling's Wren-warbler,miowrw3,80042,FALSE,Ястребиная зебрина
Calamonastes fasciolatus,Barred Wren-warbler,bawwar1,581220901,FALSE,Пёстрая зебрина
Camaroptera harterti,Hartert's Camaroptera,gnbcam3,397988611,FALSE,Ангольская терновница
Camaroptera brachyura,Bleating Camaroptera,grbcam1,140980,FALSE,Широкохвостая/Ангольская терновница
Camaroptera superciliaris,Yellow-browed Camaroptera,yebcam1,203961481,FALSE,Желтобровая терновница
Camaroptera chloronota,Olive-green Camaroptera,olgcam1,203974231,FALSE,Оливковая терновница
Camaroptera toroensis,Tawny-breasted Camaroptera,,,FALSE,Оливковая терновница
Micromacronus leytensis,Visayan Miniature Babbler,mitbab1,,FALSE,Висаянский плащепёр
Micromacronus sordidus,Mindanao Miniature Babbler,minmib1,601699221,FALSE,Минданаосский плащепёр
Scepomycter winifredae,Winifred's Warbler,mrmwar1,322144701,FALSE,Лисья красногрудка
Euryptila subcinnamomea,Cinnamon-breasted Warbler,kopwar1,470902481,FALSE,Саванная рыжегрудка
Incana incana,Socotra Warbler,socwar2,642110650,FALSE,Сокотранская приния
Malcorus pectoralis,Rufous-eared Warbler,ruewar2,582106941,FALSE,Рыжещёкий тонкохвост
Hypergerus atriceps,Oriole Warbler,oriwar2,145386751,FALSE,Иволговый седоголов
Eminia lepida,Grey-capped Warbler,gycwar3,203915351,FALSE,Эминия
Cisticola erythrops,Red-faced Cisticola,refcis1,203923101,FALSE,Краснолицая цистикола
Cisticola cantans,Singing Cisticola,sincis1,14366,FALSE,Певчая цистикола
Cisticola lateralis,Whistling Cisticola,whicis1,204023041,FALSE,Свистящая цистикола
Cisticola woosnami,Trilling Cisticola,tricis1,14519,FALSE,Голосистая цистикола
Cisticola anonymus,Chattering Cisticola,chacis1,1154,FALSE,Лесная цистикола
Cisticola bulliens,Bubbling Cisticola,bubcis1,625744433,FALSE,Ангольская цистикола
Cisticola chubbi,Chubb's Cisticola,chucis1,14375,FALSE,Каштановошапочная цистикола
Cisticola hunteri,Hunter's Cisticola,huncis1,645494598,FALSE,Кенийская цистикола
Cisticola nigriloris,Black-lored Cisticola,bllcis1,203964781,FALSE,Уздечковая цистикола
Cisticola aberrans,Lazy Cisticola,rolcis2,434968661,FALSE,Длиннохвостая цистикола
Cisticola bailunduensis,Huambo Cisticola,rolcis4,509509751,FALSE,
Cisticola chiniana,Rattling Cisticola,ratcis1,58463,FALSE,Рыжеплечая цистикола
Panurus biarmicus,Bearded Reedling,bearee1,63563531,TRUE,Усатая синица
NICATORIDAE,Nicators,,,FALSE,
Nicator chloris,Western Nicator,yesnic1,140954,FALSE,Серогорлый никатор
Nicator gularis,White-throated Nicator,easnic1,612739916,FALSE,Буроголовый никатор
Nicator vireo,Yellow-throated Nicator,yetnic1,1084,FALSE,Желтогорлый никатор
MACROSPHENIDAE,Crombec and allies,,,FALSE,
Sylvietta brachyura,Northern Crombec,norcro1,203981311,FALSE,Короткохвостый кромбек
Sylvietta leucopsis,Eastern Crombec,,,FALSE,
Sylvietta whytii,Red-faced Crombec,refcro1,79261,FALSE,Краснолицый кромбек
Sylvietta philippae,Philippa's Crombec,shbcro1,,FALSE,Белогорлый кромбек
Sylvietta rufescens,Long-billed Crombec,capcro1,534355581,FALSE,Длинноклювый кромбек
Sylvietta isabellina,Somali Crombec,somcro1,569517501,FALSE,Сомалийский кромбек
Sylvietta ruficapilla,Red-capped Crombec,reccro1,630556027,FALSE,Рыжеухий кромбек
Sylvietta virens,Green Crombec,grecro1,1225,FALSE,Зелёный кромбек
Sylvietta denti,Lemon-bellied Crombec,lebcro1,476676841,FALSE,Желтобрюхий кромбек
Sylvietta chapini,Lendu Crombec,,,FALSE,
Sylvietta leucophrys,White-browed Crombec,whbcro2,170267,FALSE,Белобровый кромбек
Cryptillas victorini,Victorin's Warbler,viswar1,177673931,FALSE,Рыжеватая скрытница
Achaetops pycnopygius,Rockrunner,damroc1,203942191,FALSE,Дамарский скалолаз
Sphenoeacus afer,Cape Grassbird,capgra1,216259251,FALSE,Капская саванница
Melocichla mentalis,Moustached Grass-warbler,mogwar1,14601,FALSE,Усатая саванница
Macrosphenus flavicans,Yellow Longbill,yellon1,24216591,FALSE,Желтобрюхий долгонос
Macrosphenus kempi,Kemp's Longbill,kemlon1,203914051,FALSE,Рыжебокий долгонос
Macrosphenus concolor,Grey Longbill,grylon1,203941161,FALSE,Оливковий долгонос
Macrosphenus pulitzeri,Pulitzer's Longbill,pullon1,641340089,FALSE,Ангольский долгонос
Macrosphenus kretschmeri,Kretschmer's Longbill,krelon1,649684821,FALSE,Суахильский долгонос
Graueria vittata,Grauer's Warbler,grawar1,203966561,FALSE,Грауерия
CISTICOLIDAE,Cisticolas,,,FALSE,
Neomixis viridis,Green Jery,grejer1,503917871,FALSE,Зелёная эресса
Neomixis tenella,Common Jery,comjer1,504263351,FALSE,Серошейная эресса
Neomixis striatigula,Stripe-throated Jery,sttjer1,203968561,FALSE,Пестрогорлая эресса
Neomixis pallidior,Subdesert Jery,,,FALSE,Пестрогорлая эресса (pallidior)
Eremomela icteropygialis,Yellow-bellied Eremomela,yebere1,33653641,FALSE,Обыкновенная желтобрюшка
Cisticola bodessa,Boran Cisticola,borcis1,290305921,FALSE,Боранская цистикола
Cisticola njombe,Churring Cisticola,chucis2,278934,FALSE,Крикливая цистикола
Cisticola cinereolus,Ashy Cisticola,ashcis1,79326,FALSE,Пепельная цистикола
Cisticola restrictus,Tana River Cisticola,tarcis1,,FALSE,Танская цистикола
Cisticola rufilatus,Tinckling Cisticola,grycis1,627905420,FALSE,Краснохвостая цистикола
