Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,bn,bn_in
Androdon aequatorialis,Tooth-billed Hummingbird,tobhum1,539214051,FALSE,,
Heliactin bilophus,Horned Sungem,horsun2,305069431,TRUE,,
Heliothryx barroti,Purple-crowned Fairy,pucfai1,610833638,FALSE,,
Heliothryx auritus,Black-eared Fairy,bkefai1,302304,TRUE,,
Polytmus guainumbi,White-tailed Goldenthroat,whtgol1,353664301,FALSE,,
Polytmus milleri,Tepui Goldenthroat,tepgol1,290661,FALSE,,
Polytmus theresiae,Green-tailed Goldenthroat,grtgol1,469977551,FALSE,,
Chrysolamphis mosquitus,Ruby-topaz Hummingbird,ruthum1,630929509,TRUE,,
Avocettula recurvirostris,Fiery-tailed Awlbill,fitawl1,203956901,FALSE,,
Anthracothorax viridigula,Green-throated Mango,grtman1,70608511,FALSE,,
Anthracothorax prevostii,Green-breasted Mango,gnbman,562087211,FALSE,,
Anthracothorax nigricollis,Black-throated Mango,bltman1,254055231,TRUE,,
Anthracothorax veraguensis,Veraguas Mango,verman1,643755024,FALSE,,
Anthracothorax dominicus,Hispaniolan Mango,antman2,180794601,FALSE,,
Anthracothorax aurulentus,Puerto Rucan Mango,antman3,204013561,FALSE,,
Anthracothorax viridis,Green Mango,greman1,53883,FALSE,,
Anthracothorax mango,Jamaican Mango,jamman1,203886191,TRUE,,
Eulampis holosericeus,Green-throated Carib,grtcar1,463853931,FALSE,,
Eulampis jugularis,Purple-throated Carib,putcar1,122618,TRUE,,
Heliangelus mavors,Orange-throated Sunangel,ortsun1,203889901,FALSE,,
Heliangelus spencei,Merida Sunangel,amtsun4,241823291,FALSE,,
Heliangelus clarisse,Longuemare's Sunangel,amtsun2,627935528,FALSE,,
Heliangelus amethysticollis,Amethyst-throated Sunangel,amtsun3,69256571,FALSE,,
Heliangelus strophianus,Gorgeted Sunangel,gorsun1,242946,FALSE,,
Heliangelus exortis,Tourmaline Sunangel,tousun1,553396251,FALSE,,
Heliangelus micraster,Little Sunangel,litsun1,21775,FALSE,,
Heliangelus viola,Purple-throated Sunangel,putsun1,471617091,FALSE,,
Heliangelus regalis,Royal Sunangel,roysun1,510498201,FALSE,,
Heliangelus zusii,Bogota Sunangel,,,FALSE,,
Sephanoides sephanoides,Green-backed Firecrown,grbfir1,615770780,FALSE,,
Sephanoides fernandensis,Juan Fernandez Firecrown,juffir1,63494541,FALSE,,
Discosura conversii,Green Thorntail,gretho1,203979481,FALSE,,
Discosura popelairii,Wire-crested Thorntail,wictho2,509223111,FALSE,,
Discosura langsdorffi,Black-bellied Thorntail,bkbtho1,165607521,FALSE,,
Discosura letitiae,Coppery Thorntail,coptho2,,FALSE,,
Discosura longicaudus,Racquet-tailed Coquette,ratcoq2,,FALSE,,
Lophornis ornatus,Tufted Coquette,tufcoq1,143381851,FALSE,,
Lophornis gouldii,Dot-eared Coquette,doecoq1,361690541,FALSE,,
Lophornis magnificus,Frilled Coquette,fricoq1,203977681,FALSE,,
Lophornis brachylophus,Short-crested Coquette,shccoq,158849241,FALSE,,
Lophornis delattrei,Rufous-crested Coquette,ruccoq1,64360951,TRUE,,
Lophornis stictolophus,Spangled Coquette,spacoq1,203930131,FALSE,,
Lophornis chalybeus,Festive Coquette,fescoq3,460903011,FALSE,,
Lophornis verreauxi,Butterfly Coquette,fescoq2,610286872,FALSE,,
Lophornis pavoninus,Peacock Coquette,peacoq1,,FALSE,,
Lophornis helenae,Black-crested Coquette,blccoq1,486349691,FALSE,,
Lophornis adorabilis,White-crested Coquette,whccoq1,49401981,FALSE,,
Phlogophilus hemileucurus,Ecuadorian Piedtail,ecupie1,219926541,FALSE,,
Phlogophilus harterti,Peruvian Piedtail,perpie1,65738441,FALSE,,
Adelomyia melanogenys,Speckled Hummingbird,spehum1,92178,TRUE,,
Aglaiocercus kingi,Long-tailed Sylph,lotsyl1,203930051,TRUE,,
Aglaiocercus coelestis,Violet-tailed Sylph,vitsyl1,649000331,FALSE,,
Aglaiocercus berlepschi,Venezuelan Sylph,vensyl1,388516961,FALSE,,
Sappho sparganurus,Red-tailed Comet,retcom1,203961961,TRUE,,
Taphrolesbia griseiventris,Grey-bellied Comet,gybcom1,204012141,FALSE,,
Polyonymus caroli,Bronze-tailed Comet,brtcom1,203934231,FALSE,,
Oreotrochilus chimborazo,Ecuadorian Hillstar,ecuhil1,84879381,FALSE,,
Oreotrochilus estella,Andean Hillstar,andhil3,165577221,FALSE,,
Oreotrochilus stolzmanni,Green-headed Hillstar,andhil2,621412844,FALSE,,
Oreotrochilus leucopleurus,White-sided Hillstar,whshil1,441591771,FALSE,,
Oreotrochilus melanogaster,Black-breasted Hillstar,blbhil1,31743991,FALSE,,
Oreotrochilus adela,Wedge-tailed Hillstar,wethil1,84880271,FALSE,,
Opisthoprora euryptera,Mountain Avocetbill,mouavo1,613768141,FALSE,,
Lesbia victoriae,Black-tailed Trainbearer,blttra1,203700851,FALSE,,
Lesbia nuna,Green-tailed Trainbearer,grttra1,598051021,FALSE,,
Ramphomicron dorsale,Black-backed Thornbill,blbtho1,84880671,FALSE,,
Ramphomicron microrhynchum,Purple-backed Thornbill,pubtho1,626786316,FALSE,,
Chalcostigma ruficeps,Rufous-capped Thornbill,ructho1,523108281,FALSE,,
Chalcostigma olivaceum,Olivaceous Thornbill,olitho1,638017728,FALSE,,
Chalcostigma stanleyi,Blue-mantled Thornbill,blmtho1,84880901,FALSE,,
Chalcostigma heteropogon,Bronze-tailed Thornbill,brttho1,540583771,FALSE,,
Chalcostigma herrani,Rainbow-bearded Thornbill,rabtho1,611063220,FALSE,,
Oxypogon cyanolaemus,Blue-bearded Helmetcrest,bubhel1,303941331,FALSE,,
Oxypogon lindenii,White-bearded Helmetcrest,whbhel1,391183001,FALSE,,
Oxypogon guerinii,Green-bearded Helmetcrest,gnbhel1,384062661,FALSE,,
Oxypogon stuebelii,Buffy Helmetcrest,bufhel1,616219697,FALSE,,
Oreonympha albolimbata,Western Mountaineer,,,FALSE,,
Oreonympha nobilis,Eastern Mountaineer,beamou1,509371071,FALSE,,
Metallura iracunda,Perija Metaltail,permet1,556728541,FALSE,,
Metallura tyrianthina,Tyrian Metaltail,tyrmet1,410603821,FALSE,,
Metallura williami,Viridian Metaltail,virmet1,619694911,FALSE,,
Metallura baroni,Violet-throated Metaltail,vitmet1,617942177,FALSE,,
Metallura odomae,Neblina Metaltail,nebmet1,84881551,FALSE,,
Metallura theresiae,Coppery Metaltail,copmet1,17295,FALSE,,
Metallura eupogon,Fire-throated Metaltail,fitmet1,195169,FALSE,,
Metallura aeneocauda,Scaled Metaltail,scamet1,62954831,FALSE,,
Metallura phoebe,Black Metaltail,blamet1,306137321,FALSE,,
Haplophaedia aureliae,Greenish Puffleg,grepuf1,273721781,FALSE,,
Haplophaedia assimilis,Buff-thighed Puffleg,butpuf1,613953397,FALSE,,
Haplophaedia lugens,Hoary Puffleg,hoapuf1,203694061,FALSE,,
Eriocnemis nigrivestis,Black-breasted Puffleg,blbpuf3,42406621,FALSE,,
Eriocnemis isabellae,Gorgeted Puffleg,gorpuf1,,FALSE,,
Eriocnemis vestita,Glowing Puffleg,glopuf2,246687,FALSE,,
Eriocnemis derbyi,Black-thighed Puffleg,bltpuf1,203963601,FALSE,,
Eriocnemis godini,Turquoise-throated Puffleg,tutpuf1,,FALSE,,
Eriocnemis cupreoventris,Coppery-bellied Puffleg,cobpuf1,416567381,FALSE,,
Eriocnemis luciani,Sapphire-vented Puffleg,savpuf1,84883511,FALSE,,
Eriocnemis sapphiropygia,Coppery-naped Puffleg,,,FALSE,,
Eriocnemis mosquera,Golden-breasted Puffleg,gobpuf1,25744901,FALSE,,
Eriocnemis glaucopoides,Blue-capped Puffleg,blcpuf1,652361941,FALSE,,
Eriocnemis mirabilis,Colorful Puffleg,colpuf2,,FALSE,,
Eriocnemis alinae,Emerald-bellied Puffleg,embpuf1,288265441,FALSE,,
Loddigesia mirabilis,Marvellous Spatuletail,marspa1,84883751,TRUE,,
Aglaeactis cupripennis,Shinning Sunbeam,shisun1,613305731,TRUE,,
Aglaeactis castelnaudii,White-tufted Sunbeam,whtsun1,631432341,FALSE,,
Aglaeactis aliciae,Purple-backed Sunbeam,pubsun1,84884941,FALSE,,
Aglaeactis pamela,Black-hooded Sunbeam,blhsun1,647135282,FALSE,,
Coeligena coeligena,Bronzy Inca,broinc1,387654241,FALSE,,
Coeligena prunellei,Black Inca,blainc1,300705,FALSE,,
Coeligena wilsoni,Brown Inca,broinc2,203699391,FALSE,,
Coeligena conradii,Green Inca,colinc4,617069625,FALSE,,
Coeligena torquata,Collared Inca,colinc1,203929941,FALSE,,
Coeligena eisenmanni,Vilcabamba Inca,,,FALSE,,
Coeligena inca,Gould's Inca,colinc3,646297913,FALSE,,
Coeligena dichroura,Huanuco Starfrontlet,,,FALSE,,
Coeligena albicaudata,Apurimac Starfrontlet,,,FALSE,,
Coeligena osculans,Cuzco Starfrontlet,,,FALSE,,
Coeligena violifer,Bolivian Starfrontlet,vitsta1,65278,FALSE,,
Coeligena iris,Rainbow Starfrontlet,raista1,471606871,FALSE,,
Coeligena phalerata,White-tailed Starfrontlet,whtsta1,203963541,FALSE,,
Coeligena orina,Glittering Starfrontlet,dussta1,204007161,FALSE,,
Coeligena lutetiae,Buff-winged Starfrontlet,buwsta1,613767150,FALSE,,
Coeligena consita,Perija Starfrontlet,gobsta2,631573286,FALSE,,
Coeligena bonapartei,Golden-bellied Starfrontlet,gobsta1,348554411,FALSE,,
Coeligena eos,Golden Starfrontlet,gobsta4,617069693,FALSE,,
Coeligena helianthea,Blue-throated Starfrontlet,bltsta1,622757807,FALSE,,
Lafresnaya lafresnayi,Mountain Velvetbreast,mouvel1,478693941,FALSE,,
Ensifera ensifera,Sword-billed Hummingbird,swbhum1,630687397,TRUE,,
Pterophanes cyanopterus,Great Sapphirewing,gresap1,242708,FALSE,,
Boissonneaua flavescens,Buff-tailed Coronet,butcor1,80839,FALSE,,
Boissonneaua matthewsii,Chestnut-breasted Coronet,chbcor1,25848001,FALSE,,
Boissonneaua jardini,Velvet-purple Coronet,vepcor1,203699351,FALSE,,
Ocreatus underwoodii,Booted Racquet-tail,boorat1,203699311,TRUE,,
Urochroa bougueri,Rufous-gaped Hillstar,whthil2,633126098,FALSE,,
Urochroa leucura,White-tailed Hillstar,whthil3,494807461,FALSE,,
Urosticte benjamini,Purple-bibbed Whitetip,pubwhi1,210787651,FALSE,,
Urosticte ruficrissa,Rufous-vented Whitetip,ruvwhi1,21621221,FALSE,,
Heliodoxa xanthogonys,Velvet-browed Brilliant,vebbri1,388976741,FALSE,,
Heliodoxa gularis,Pink-throated Brilliant,pitbri1,380307421,FALSE,,
Heliodoxa branickii,Rufous-webbed Brilliant,ruwbri1,65737051,FALSE,,
Heliodoxa whitelyana,Black-breasted Brilliant,,,FALSE,,
Heliodoxa aurescens,Gould's Brilliant,goujew1,627805552,FALSE,,
Heliodoxa rubinoides,Fawn-breasted Brilliant,fabbri1,203956401,FALSE,,
Heliodoxa jacula,Green-fronted Brilliant,grcbri1,163948,FALSE,,
Heliodoxa imperatrix,Empress Brilliant,empbri1,626873747,FALSE,,
Heliodoxa leadbeateri,Violet-fronted Brilliant,vifbri1,127814,FALSE,,
Clytolaema rubricauda,Brazilian Ruby,brarub1,112700,FALSE,,
Patagona gigas,Giant Hummingbird,giahum1,11057,FALSE,,
Chlorostilbon auriceps,Golden-crowned Emerald,goceme1,159288451,FALSE,,
Chlorostilbon fortificatus,Cozumel Emerald,cozeme1,609053805,FALSE,,
Chlorostilbon canivetii,Canivet's Emerald,caneme1,151009451,FALSE,,
Chlorostilbon assimilis,Garden Emerald,gareme1,628700691,FALSE,,
Chlorostilbon gibsoni,Red-billed Emerald,rebeme1,541130961,FALSE,,
Chlorostilbon mellisugus,Blue-tailed Emerald,blteme1,305877971,FALSE,,
Chlorostilbon olivaresi,Chiribiquete Emerald,chieme1,422060681,FALSE,,
†Chlorostilbon bracei,Brace's Emerald,braeme2,,FALSE,,
†Chlorostilbon elegans,Caribbean Emerald,,,FALSE,,
Chlorostilbon ricordii,Cuban Emerald,cubeme1,89306271,FALSE,,
Chlorostilbon swainsonii,Hispaniolan Emerald,hiseme1,163140711,FALSE,,
Chlorostilbon maugaeus,Puerto Rican Emerald,pureme1,53816,FALSE,,
Chlorostilbon lucidus,Glittering-bellied Emerald,glbeme1,400379251,FALSE,,
Chlorostilbon russatus,Coppery Emerald,copeme1,167298,FALSE,,
Chlorostilbon stenurus,Narrow-tailed Emerald,nateme2,642973712,FALSE,,
Chlorostilbon poortmani,Short-tailed Emerald,shteme1,265782,FALSE,,
Chlorostilbon notatus,Blue-chinned Sapphire,bucsap1,88272,FALSE,,
Cynanthus sordidus,Dusky Hummingbird,dushum1,330351261,FALSE,,
Cynanthus latirostris,Broad-billed Hummingbird,brbhum,121949,FALSE,,
Cynanthus doubledayi,Turquoise-crowned Hummingbird,brbhum2,157625291,FALSE,,
Cynanthus lawrencei,Tres Marias Hummingbird,brbhum3,,FALSE,,
Cyanophaia bicolor,Blue-headed Hummingbird,blhhum1,602427421,FALSE,,
Klais guimeti,Violet-headed Hummingbird,vihhum1,136301011,FALSE,,
Abeillia abeillei,Emerald-chinned Hummingbird,emchum1,86679,FALSE,,
Orthorhyncus cristatus,Antillean Crested Hummingbird,anchum1,204013441,FALSE,,
Stephanoxis lalandi,Green-crowned Plovercrest,plover3,640929511,FALSE,,
Stephanoxis loddigesii,Purple-Crowned Plovercrest,plover4,203700671,TRUE,,
Aphantochroa cirrochloris,Sombre Hummingbird,somhum1,24648421,FALSE,,
Anthocephala floriceps,Blossomcrown,samblo1,632679875,FALSE,,
Campylopterus cuvierii,Scaly-breasted Hummingbird,scbhum1,207693221,FALSE,,
Campylopterus curvipennis,Wedge-tailed Sabrewing,wetsab1,245541241,FALSE,,
Campylopterus largipennis,Grey-breasted Sabrewing,gybsab1,114922,FALSE,,
Campylopterus rufus,Rufous Sabrewing,rufsab1,104,FALSE,,
Campylopterus hyperythrus,Rufous-breasted Sabrewing,rubsab1,364592861,FALSE,,
Campylopterus hemileucurus,Violet Sabrewing,viosab1,212321211,TRUE,,
Campylopterus ensipennis,White-tailed Sabrewing,whtsab1,390117281,FALSE,,
Campylopterus falcatus,Lazuline Sabrewing,lazsab1,473464091,FALSE,,
Campylopterus phainopeplus,Santa Marta Sabrewing,samsab1,615897668,FALSE,,
Campylopterus villaviscensio,Napo Sabrewing,napsab1,203933941,FALSE,,
Campylopterus duidae,Buf-breasted Sabrewing,bubsab1,251698811,FALSE,,
Eupetomena macroura,Swallow-tailed Hummingbird,swthum1,615734079,TRUE,,
Eupherusa eximia,Stripe-tailed Hummingbird,stthum1,338084711,FALSE,,
Eupherusa cyanophrys,Oaxaca Hummingbird,blchum2,314995221,FALSE,,
Eupherusa poliocerca,White-tailed Hummingbird,whthum1,159540581,FALSE,,
Eupherusa nigriventris,Black-bellied Hummingbird,blbhum1,49396831,FALSE,,
Elvira chionura,White-tailed Emerald,whteme1,550101281,FALSE,,
Elvira cupreiceps,Coppery-headed Emerald,coheme1,514574641,FALSE,,
Microchera albocoronata,Snowcap,snowca1,411448361,TRUE,,
Chalybura buffonii,White-vented Plumeleteer,whvplu1,384086621,FALSE,,
Chalybura urochrysia,Bronze-tailed Plumeleteer,brtplu1,614945172,FALSE,,
Thalurania ridgwayi,Mexican Woodnymph,mexwoo1,321021151,FALSE,,
Thalurania colombica,Crowned Woodnymph,crowoo1,457019911,TRUE,,
Thalurania furcata,Fork-tailed Woodnymph,fotwoo1,387922001,FALSE,,
Thalurania watertonii,Long-tailed Woodnymph,lotwoo2,297604711,FALSE,,
Thalurania glaucopis,Violet-capped Woodnymph,vicwoo2,610870185,FALSE,,
Taphrospilus hypostictus,Many-spotted Hummingbird,mashum1,203931821,FALSE,,
Leucochloris albicollis,White-throated Hummingbird,whthum2,111487911,FALSE,,
Leucippus fallax,Buffy Hummingbird,bufhum1,385687761,FALSE,,
Leucippus baeri,Tumbes Hummingbird,tumhum1,13285,FALSE,,
Leucippus taczanowskii,Spot-throated Hummingbird,spthum2,148395101,FALSE,,
Leucippus chlorocercus,Olive-spotted Hummingbird,olshum1,127581,FALSE,,
Amazilia chionogaster,White-bellied Hummingbird,whbhum1,183293,FALSE,,
Amazilia viridicauda,Green-and-white Hummingbird,gawhum1,40116,FALSE,,
Amazilia tzacatl,Rufous-tailed Hummingbird,rtlhum,6106,TRUE,,
Amazilia castaneiventris,Chestnut-bellied Hummingbird,chbhum1,259282691,FALSE,,
Amazilia yucatanensis,Buff-bellied Hummingbird,bubhum,23954441,FALSE,,
Amazilia rutila,Cinnamon Hummingbird,cinhum1,199442,TRUE,,
Amazilia amazilia,Amazilia Hummingbird,amahum1,84904151,FALSE,,
Amazilia leucogaster,Plain-bellied Emerald,plbeme1,172069741,FALSE,,
Amazilia versicolor,Versicolored Emerald,vereme1,90496871,FALSE,,
Amazilia brevirostris,White-chested Emerald,whceme1,221649,FALSE,,
Amazilia franciae,Andean Emerald,andeme1,18035,FALSE,,
Amazilia candida,White-bellied Emerald,whbeme1,207695311,FALSE,,
Amazilia luciae,Honduran Emerald,honeme1,519021121,FALSE,,
Amazilia boucardi,Mangrove Hummingbird,manhum1,242225651,FALSE,,
Amazilia amabilis,Blue-chested Hummingbird,blchum1,203095391,FALSE,,
Amazilia decora,Charming Hummingbird,chahum1,48154691,FALSE,,
Amazilia cyanocephala,Azure-crowned Hummingbird,azchum1,166718011,FALSE,,
Amazilia beryllina,Berylline Hummingbird,berhum,291644941,FALSE,,
Amazilia cyanura,Blue-tailed Hummingbird,blthum1,177937741,FALSE,,
Amazilia saucerrottei,Steely-vented Hummingbird,stvhum2,387654421,FALSE,,
Amazilia cyanifrons,Indigo-capped Hummingbird,inchum1,469509331,FALSE,,
Amazilia violiceps,Violet-crowned Hummingbird,vichum,245428751,FALSE,,
Amazilia viridifrons,Green-fronted Hummingbird,grfhum1,47719331,FALSE,,
Amazilia wagneri,Cinnamon-sided Hummingbird,,,FALSE,,
Amazilia fimbriata,Glittering-throated Emerald,glteme1,315889311,FALSE,,
Amazilia lactea,Sapphire-spangled Emerald,saseme1,494469371,FALSE,,
Amazilia bartletti,Spot-vented Emerald,,,FALSE,,
Amazilia rosenbergi,Purple-chested Hummingbird,puchum1,245905,FALSE,,
Amazilia edward,Snowy-bellied Hummingbird,snbhum1,167226701,FALSE,,
Amazilia viridigaster,Green-bellied Hummingbird,grbhum1,165334091,FALSE,,
Amazilia cupreicauda,Copper-tailed Hummingbird,gnbhum2,141887291,FALSE,,
Amazilia tobaci,Copper-rumped Hummingbird,corhum1,366083081,FALSE,,
Amazilia sapphirina,Rufous-throated Hummingbird,,,FALSE,,
Amazilia humboldtii,Humboldt's Hummingbird,,,FALSE,,
Amazilia grayi,Gray's Hummingbird,,,FALSE,,
Trochilus polytmus,Red-billed Streamertail,stream2,173316381,FALSE,,
Trochilus scitulus,Black-billed Streamertail,stream3,204456,FALSE,,
Chrysuronia oenone,Golden-tailed Sapphire,gotsap1,68846,FALSE,,
Goethalsia bella,Pirre Hummingbird,ruchum1,195030421,FALSE,,
Goldmania violiceps,Violet-capped Hummingbird,vichum1,51649,FALSE,,
Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,sathum1,621885575,FALSE,,
Lepidopyga lilliae,Sapphire-bellied Hummingbird,sabhum1,167379,FALSE,,
Lepidopyga goudoti,Shining-green Hummingbird,shghum1,395654271,FALSE,,
Juliamyia julie,Violet-belied Hummingbird,,,FALSE,,
Hylocharis eliciae,Blue-throated Goldentail,bltgol1,51785961,FALSE,,
Hylocharis cyanus,White-chinned Sapphire,whcsap1,624733747,FALSE,,
Hylocharis chrysura,Gilded Hummingbird,gilhum1,114385521,TRUE,,
Basilinna xantusii,Xanthus's Hummingbird,xanhum,616382357,FALSE,,
Basilinna leucotis,White-eared Hummingbird,whehum,373787061,FALSE,,
Sternoclyta cyanopectus,Violet-chested Hummingbird,vichum2,287226,FALSE,,
Hylonympha macrocerca,Scissor-tailed Hummingbird,scthum1,382591891,FALSE,,
Eugenes fulgens,Magnificent Hummingbird,maghum1,401927741,FALSE,,
Panterpe insignis,Fiery-throated Hummingbird,fithum1,46235681,TRUE,,
Heliomaster constantii,Plain-capped Starthroat,plcsta,109155,FALSE,,
Heliomaster longirostris,Long-billed Starthroat,lobsta1,451442311,FALSE,,
Heliomaster squamosus,Stripe-breasted Starthroat,stbsta1,520946891,TRUE,,
Heliomaster furcifer,Blue-tufted Starthroat,bltsta2,217496,TRUE,,
Lampornis viridipallens,Green-throated Mountain-gem,gtmgem1,101,FALSE,,
Lampornis sybillae,Green-breasted Mountain-gem,gbmgem1,141285911,FALSE,,
Lampornis amethystinus,Amethyst-throated Hummingbird,amthum1,615523568,FALSE,,
Lampornis clemenciae,Blue-throated Hummingbird,buthum,452435381,FALSE,,
Lampornis hemileucus,White-bellied Mountain-gem,wbmgem1,558718511,FALSE,,
Lampornis calolaemus,Purple-throated Mountain-gem,ptmgem,72830,FALSE,,
Lampornis cinereicauda,Grey-tailed Mountain-gem,,,FALSE,,
Lampornis castaneoventris,White-throated Mountain-gem,wtmgem1,615159475,FALSE,,
Lamprolaima rhami,Garnet-throated Hummingbird,gathum1,362559071,FALSE,,
Myrtis fanny,Purple-collared Woodstar,pucwoo1,630769732,FALSE,,
Eulidia yarrellii,Chilean Woodstar,chiwoo1,651868516,FALSE,,
Rhodopis vesper,Oasis Hummingbird,oashum1,439762321,TRUE,,
Thaumastura cora,Peruvian Sheartail,pershe2,439751101,FALSE,,
Chaetocercus mulsant,White-bellied Woodstar,whbwoo6,509223161,TRUE,,
Chaetocercus bombus,Little Woodstar,litwoo5,203979441,FALSE,,
Chaetocercus heliodor,Gorgeted Woodstar,gorwoo2,68289161,FALSE,,
Chaetocercus astreans,Santa Marta Woodstar,samwoo2,608697168,FALSE,,
Chaetocercus berlepschi,Esmeraldas Woodstar,esmwoo2,471713701,FALSE,,
Chaetocercus jourdanii,Rufous-shafted Woodstar,ruswoo1,249144041,FALSE,,
Myrmia micrura,Short-tailed Woodstar,shtwoo1,471976321,TRUE,,
Microstilbon burmeisteri,Slender-tailed Woodstar,sltwoo1,617549628,FALSE,,
Calliphlox amethystina,Amethyst Woodstar,amewoo1,622627532,TRUE,,
Calliphlox evelynae,Bahama Woodstar,bahwoo,32872721,FALSE,,
Calliphlox bryantae,Magenta-throated Woodstar,matwoo1,469921491,FALSE,,
Calliphlox mitchellii,Purple-throated Woodstar,putwoo1,203699321,FALSE,,
Doricha enicura,Slender Sheartail,sleshe1,474780291,FALSE,,
Doricha eliza,Mexican Sheartail,mexshe1,33207121,FALSE,,
Tilmatura dupontii,Sparkling-tailed Woodstar,spthum1,85419291,FALSE,,
Calothorax lucifer,Lucifer Hummingbird,luchum,456261851,FALSE,,
Calothorax pulcher,Beautiful Hummingbird,beahum1,475161391,FALSE,,
Mellisuga minima,Vervain Hummingbird,verhum1,203886251,FALSE,,
Mellisuga helenae,Bee Hummingbird,beehum1,121901,TRUE,হভৌ ঴াচভিংফাডি,হভৌ ঴াচভিংফাডি
Calypte anna,Anna's Hummingbird,annhum,406556071,TRUE,,
Calypte costae,Costa's Hummingbird,coshum,203939681,FALSE,,
Archilochus alexandri,Black-chinned Hummingbird,bkchum,220757581,TRUE,,
Archilochus colubris,Ruby-throated Hummingbird,rthhum,604314061,TRUE,,
Selasphorus platycercus,Broad-tailed Hummingbird,brthum,303538531,FALSE,,
Selasphorus calliope,Calliope Hummingbird,calhum,283565581,FALSE,,
Selasphorus rufus,Rufous Hummingbird,rufhum,457241371,TRUE,,
Selasphorus sasin,Allen's Hummingbird,allhum,123291231,FALSE,,
Selasphorus flammula,Volcano Hummingbird,volhum1,49402841,FALSE,,
Selasphorus scintilla,Scintillant Hummingbird,scihum1,186080321,FALSE,,
Selasphorus ardens,Glow-throated Hummingbird,glthum1,616224105,FALSE,,
Atthis heloisa,Bumblebee Hummingbird,bumhum,203996491,FALSE,,
Atthis ellioti,Wine-throated Hummingbird,withum1,20352,FALSE,,
OPISTHOCOMIFORMES,,,,FALSE,,
Opisthocomus hoazin,Hoatzin,hoatzi1,325134081,TRUE,হ঴ায়াৎচ঳ন,হ঴ায়াৎচ঳ন
Clamator jacobinus,Jacobin Cuckoo,piecuc1,8204,FALSE,পাকরা পাপিয়া,চাতক
Clamator levaillantii,Levaillant's Cuckoo,levcuc1,8206,FALSE,,
Clamator coromandus,Chestnut-winged Cuckoo,chwcuc1,618704316,FALSE,খয়রাপাখ পাপিয়া,লাল চাতক
Clamator glandarius,Great Spotted Cuckoo,grscuc1,59209431,FALSE,,
