Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,pt,pt_ao,pt_br,pt_pt
Chlorospingus pileatus,Sooty-capped Bush-tanager,scbtan1,76564,FALSE,saíra-de-sobrancelha-branca,saíra-de-sobrancelha-branca,saíra-de-sobrancelha-branca,clorospingo-de-sobrancelhas-brancas
Chlorospingus parvirostris,Short-billed Bush-tanager,shbbut1,607973391,FALSE,saíra-de-bigode-amarelo,saíra-de-bigode-amarelo,saíra-de-bigode-amarelo,clorospingo-de-bigodes-amarelos
Chlorospingus hypophaeus,Orange-throated Bush-tanager,,,FALSE,,,,clorospingo-de-garganta-amarela (hypophaeus)
Chlorospingus flavigularis,Yellow-throated Bush-tanager,ytbtan1,623534925,FALSE,saíra-de-garganta-amarela,saíra-de-garganta-amarela,saíra-de-garganta-amarela,clorospingo-de-garganta-amarela
Chlorospingus canigularis,Ashy-throated Bush-tanager,atbtan1,13210,FALSE,saíra-de-garganta-cinzenta,saíra-de-garganta-cinzenta,saíra-de-garganta-cinzenta,clorospingo-de-garganta-cinzenta
Arremon crassirostris,Sooty-faced Finch,soffin1,524295671,FALSE,tico-tico-mascarrado,tico-tico-mascarrado,tico-tico-mascarrado,tico-tico-de-faces-sujas
Arremon castaneiceps,Olive Finch,olifin1,75701331,FALSE,,,,
Arremon brunneinucha,Chestnut-capped Brush-finch,ccbfin,308529321,FALSE,,,,
Arremon virenticeps,Green-striped Brush-finch,gsbfin1,553226901,FALSE,tico-tico-de-sobrancelha-verde,tico-tico-de-sobrancelha-verde,tico-tico-de-sobrancelha-verde,tico-tico-de-listas-verdes
Arremon costaricensis,Costa Rican Brush-finch,sthbrf3,601599061,FALSE,tico-tico-da-costa-rica,tico-tico-da-costa-rica,tico-tico-da-costa-rica,tico-tico-costa-riquenho
Arremon assimilis,Grey-browed Brush-finch,sthbrf8,203960031,FALSE,,,,
Arremon basilicus,Sierra Nevasa Brush-finch,sthbrf4,167157,FALSE,tico-tico-da-serra,tico-tico-da-serra,tico-tico-da-serra,tico-tico-de-bangs
Arremon perijanus,Perija Brush-finch,sthbrf5,204716,FALSE,tico-tico-do-perijá,tico-tico-do-perijá,tico-tico-do-perijá,tico-tico-de-perijá
Arremon torquatus,White-browed Brush-finch,sthbrf2,183282,FALSE,,,,
Arremon atricapillus,Black-headed Brush-finch,sthbrf1,501454641,FALSE,,,,
Arremon phaeopleurus,Caracas Brush-finch,sthbrf6,67490,FALSE,tico-tico-de-caracas,tico-tico-de-caracas,tico-tico-de-caracas,tico-tico-de-caracas
Arremon phygas,Paria Brush-finch,sthbrf7,382591411,FALSE,tico-tico-de-pária,tico-tico-de-pária,tico-tico-de-pária,tico-tico-de-paria
Arremon flavirostris,Saffron-billed Sparrow,sabspa1,626374115,FALSE,,,tico-tico-de-bico-amarelo/de-costas-cinza,Tico-tico-de-bico-amarelo
Arremon axillaris,Yellow-mandibled Sparrow,pecspa2,361166871,FALSE,tico-tico-de-bico-dourado,tico-tico-de-bico-dourado,tico-tico-de-bico-dourado,tico-tico-de-bico-dourado
Arremon taciturnus,Pectoral Sparrow,pecspa3,88826,FALSE,,,tico-tico-de-bico-preto,
Arremon semitorquatus,Half-collared Sparrow,hacspa1,291869551,FALSE,,,tico-tico-do-mato,Tico-tico-do-mato
Arremon franciscanus,Sao Francisco Sparrow,safspa1,257332601,FALSE,Tico-tico-do-são-francisco,Tico-tico-do-são-francisco,tico-tico-do-são-francisco,Tico-tico-do-rio-são-francisco
Arremon abeillei,Black-capped Sparrow,bkcspa1,203929871,FALSE,,,,
Arremon nigriceps,Maranon Sparrow,bkcspa2,622554705,FALSE,tico-tico-do-maranhão,tico-tico-do-maranhão,tico-tico-do-maranhão,tico-tico-do-maranhão
Arremon aurantiirostris,Orange-billed Sparrow,orbspa1,608769011,FALSE,tico-tico-de-bico-laranja,tico-tico-de-bico-laranja,tico-tico-de-bico-laranja,tico-tico-de-bico-laranja
Arremon schegeli,Golden-winged Sparrow,gowspa1,597113441,FALSE,tico-tico-de-asa-dourada,tico-tico-de-asa-dourada,tico-tico-de-asa-dourada,tico-tico-d'asa-dourada
Pipilo ocai,Collared Towhee,coltow1,349779061,FALSE,pipilo-de-coleira,pipilo-de-coleira,pipilo-de-coleira,toqui-de-colar
Pipilo chlorurus,Green-tailed Towhee,gnttow,346510421,FALSE,pipilo-de-rabo-verde,pipilo-de-rabo-verde,pipilo-de-rabo-verde,toqui-de-cauda-verde
Pipilo maculatus,Spotted Towhee,spotow,118621,TRUE,,,,
Pipilo socorroensis,Socorro Towhee,,,FALSE,,,,
Pipilo erythrophthalmus,Eastern Towhee,eastow,85221,FALSE,,,,toqui-malhado/toqui-de-flancos-ruivos
†Pipilo naufragus,Bermuda Towhee,bertow1,,FALSE,,,,
Pselliophorus tibialis,Yellow-thighed Finch,,,FALSE,tico-tico-de-calças-amarelas,tico-tico-de-calças-amarelas,tico-tico-de-calças-amarelas,tico-tico-de-coxas-amarelas
Pselliophorus luteoventris,Yellow-green Finch,,,FALSE,,,,
Atlapetes pileatus,Rufous-capped Brush-finch,rcbfin1,612706738,FALSE,tico-tico-de-barrete-ruivo,tico-tico-de-barrete-ruivo,tico-tico-de-barrete-ruivo,tico-tico-de-barrete-ruivo
Atlapetes meridae,Merida Brush-finch,,,FALSE,tico-tico-de-mérida,tico-tico-de-mérida,tico-tico-de-mérida,tico-tico-de-mérida
Atlapetes albofrenatus,Moustached Brush-finch,mobfin1,63598,FALSE,,,,
Atlapetes semirufus,Ochre-breasted Brush-finch,obbfin1,325191211,FALSE,tico-tico-semirruivo,tico-tico-semirruivo,tico-tico-semirruivo,tico-tico-de-peito-ocre
Atlapetes personatus,Tepui Brush-finch,tebfin1,182430,FALSE,tico-tico-do-tepui,tico-tico-do-tepui,tico-tico-do-tepui,Tico-tico-dos-tepuis
Atlapetes albinucha,White-naped Brush-finch,wnbfin1,204027541,FALSE,,,,
Atlapetes melanocephalus,Santa Marta Brush-finch,smbfin1,204008961,FALSE,tico-tico-de-santa-marta,tico-tico-de-santa-marta,tico-tico-de-santa-marta,tico-tico-de-santa-marta
Atlapetes pallidinucha,Pale-naped Brush-finch,pnbfin1,591553621,FALSE,tico-tico-de-nuca-clara,tico-tico-de-nuca-clara,tico-tico-de-nuca-clara,tico-tico-de-nuca-pálida
Atlapetes flaviceps,Yellow-headed Brush-finch,yehbrf1,405072011,FALSE,tico-tico-de-cabeça-amarela,tico-tico-de-cabeça-amarela,tico-tico-de-cabeça-amarela,tico-tico-de-cabeça-amarela
Atlapetes fuscoolivaceus,Dusky-headed Brush-finch,dhbfin1,336920511,FALSE,tico-tico-sombrio,tico-tico-sombrio,tico-tico-sombrio,tico-tico-sombrio
Atlapetes crassus,Choco Brush-finch,tribrf1,284809801,FALSE,tico-tico-do-chocó,tico-tico-do-chocó,tico-tico-do-chocó,tico-tico-do-chocó
Atlapetes tricolor,Tricolored Brush-finch,tribrf2,11096,FALSE,,,,
Atlapetes leucopis,White-rimmed Brush-finch,wrbfin1,217593041,FALSE,tico-tico-de-lunetas,tico-tico-de-lunetas,tico-tico-de-lunetas,tico-tico-de-lágrimas
Atlapetes nigrifrons,Black-fronted Brush-finch,yebbru1,516030,FALSE,tico-tico-de-testa-preta,tico-tico-de-testa-preta,tico-tico-de-testa-preta,tico-tico-de-testa-preta
Atlapetes latinuchus,Yellow-breasted Brush-finch,yebbru2,358061471,FALSE,,,,
Atlapetes blancae,Antioquia Brush-finch,antbrf1,196139211,TRUE,tico-tico-de-antióquia,tico-tico-de-antióquia,tico-tico-de-antióquia,tico-tico-de-antioquia
Atlapetes rufigenis,Rufous-eared Brush-finch,rebfin1,204011561,FALSE,,,,
Atlapetes forbesi,Apurimac Brush-finch,apubrf1,75711981,FALSE,tico-tico-de-apurímaque,tico-tico-de-apurímaque,tico-tico-de-apurímaque,tico-tico-do-apurímac
Atlapetes melanopsis,Black-spectacled Brush-finch,bksbrf1,622947441,FALSE,tico-tico-de-óculos-escuros,tico-tico-de-óculos-escuros,tico-tico-de-óculos-escuros,tico-tico-de-lunetas
Atlapetes schistaceus,Slaty Brush-finch,slabru1,67552,FALSE,,,,
Atlapetes taczanowskii,Taczanowski's Brush-finch,slabru2,75703481,FALSE,tico-tico-peruano,tico-tico-peruano,tico-tico-peruano,tico-tico-peruano
Atlapetes leucopterus,White-winged Brush-finch,wwbfin1,73338,FALSE,,,,
Atlapetes paynteri,Cream-crowned Brush-finch,,,FALSE,,,,
Atlapetes albiceps,White-headed Brush-finch,whbfin1,43226,FALSE,tico-tico-de-cabeça-branca,tico-tico-de-cabeça-branca,tico-tico-de-cabeça-branca,tico-tico-de-cabeça-branca
Atlapetes pallidiceps,Pale-headed Brush-finch,phbfin1,617943431,FALSE,tico-tico-grisalho,tico-tico-grisalho,tico-tico-grisalho,tico-tico-de-cabeça-pálida
Atlapetes seebohmi,Bay-crowned Brush-finch,bcbfin1,75712621,FALSE,tico-tico-alourado,tico-tico-alourado,tico-tico-alourado,tico-tico-de-seebohm
Atlapetes nationi,Rusty-bellied Brush-finch,rbbfin1,75712731,FALSE,,,,
Atlapetes canigenis,Cuzco Brush-finch,cuzbrf1,186944,FALSE,tico-tico-de-cusco,tico-tico-de-cusco,tico-tico-de-cusco,tico-tico-de-cuzco
Atlapetes terborghi,Vilcabamba Brush-finch,vilbrf1,,FALSE,tico-tico-de-vilcabamba,tico-tico-de-vilcabamba,tico-tico-de-vilcabamba,tico-tico-de-vilcabamba
Atlapetes melanolaemus,Black-faced Brush-finch,bkfbrf1,203962641,FALSE,tico-tico-melânico,tico-tico-melânico,tico-tico-melânico,tico-tico-de-faces-pretas
Atlapetes rufinucha,Bolivian Brush-finch,rnbfin1,240645,FALSE,,,,
Atlapetes fulviceps,Fulvous-headed Brush-finch,fhbfin1,211619,FALSE,tico-tico-de-cabeça-ruiva,tico-tico-de-cabeça-ruiva,tico-tico-de-cabeça-ruiva,tico-tico-de-cabeça-fulva
Atlapetes citrinellus,Yellow-striped Brush-finch,ysbfin1,213046,FALSE,tico-tico-citrino,tico-tico-citrino,tico-tico-citrino,tico-tico-de-listas-amarelas
Pezopetes capitalis,Large-footed Finch,laffin1,46236771,FALSE,tico-tico-patas-grandes,tico-tico-patas-grandes,tico-tico-patas-grandes,tico-tico-de-pés-grandes
Torreornis inexpectata,Zapata Sparrow,zapspa1,183583,FALSE,tico-tico-de-zapata,tico-tico-de-zapata,tico-tico-de-zapata,tico-tico-de-zapata
Melozone kieneri,Rusty-crowned Ground-sparrow,rcgspa1,107489061,FALSE,toqui-de-coroa-ferrugínea,toqui-de-coroa-ferrugínea,toqui-de-coroa-ferrugínea,toqui-de-nuca-ruiva
Melozone fusca,Canyon Towhee,cantow,56856,FALSE,,,,
Melozone albicollis,White-throated Towhee,whttow1,612341065,FALSE,toqui-de-oaxaca,toqui-de-oaxaca,toqui-de-oaxaca,toqui-de-garganta-branca
Melozone crissalis,California Towhee,caltow,118849,FALSE,toqui-da-califórnia,toqui-da-califórnia,toqui-da-califórnia,toqui-da-califórnia
Melozone alberti,Albert's Towhee,,,FALSE,,,,
Melozone biarcuata,Prevost's Ground-sparrow,pregrs1,167783,FALSE,,,,
Melozone cabanisi,Costa Rican Ground-sparrow,pregrs2,57172461,FALSE,toqui-da-costa-rica,toqui-da-costa-rica,toqui-da-costa-rica,toqui-costa-riquenho
Melozone occipitalis,Grey-crowned Ground-sparrow,whegrs1,467909891,FALSE,,,,
Melozone leucotis,White-eared Ground-sparrow,whegrs2,199561,FALSE,,,,
Aimophila rufescens,Rusty Sparrow,russpa1,26970131,FALSE,tico-tico-avermelhado,tico-tico-avermelhado,tico-tico-avermelhado,tico-tico-ferrugíneo
Aimophila ruficeps,Rufous-crowned Sparrow,rucspa,434080381,FALSE,tico-tico-de-coroa-ruiva,tico-tico-de-coroa-ruiva,tico-tico-de-coroa-ruiva,tico-tico-de-coroa-ruiva
Aimophila notosticta,Oaxaca Sparrow,oaxspa1,567754421,FALSE,tico-tico-de-oaxaca,tico-tico-de-oaxaca,tico-tico-de-oaxaca,tico-tico-de-oaxaca
Junco vulcani,Volcano Junco,voljun1,55124141,FALSE,junco-dos-vulcões,junco-dos-vulcões,junco-dos-vulcões,junco-dos-vulcões
Junco hyemalis,Dark-eyed Junco,daejun,94361,TRUE,,,,Junco
Junco insularis,Guadalupe Junco,daejun2,203962791,FALSE,junco-da-guadalupe,junco-da-guadalupe,junco-da-guadalupe,Junco-de-guadalupe
Junco phaeonotus,Yellow-eyed Junco,yeejun,109103,FALSE,,,,
Junco bairdi,Baird's Junco,yeejun2,417293391,FALSE,junco-da-baixa-califórnia,junco-da-baixa-califórnia,junco-da-baixa-califórnia,junco-da-baixa-california
Zonotrichia capensis,Rufous-collared Sparrow,rucspa1,410550641,TRUE,tico-tico,tico-tico,tico-tico,tico-tico-comum
Zonotrichia querula,Harris's Sparrow,harspa,105763,TRUE,Tico-tico-de-harris,Tico-tico-de-harris,Tico-tico-de-harris,tico-tico-de-harris
Zonotrichia albicollis,White-throated Sparrow,whtspa,227599,FALSE,chingolito,chingolito,chingolito,tico-tico-de-garganta-branca
Zonotrichia leucophrys,White-crowned Sparrow,whcspa,629468141,TRUE,tico-tico-coroado,tico-tico-coroado,tico-tico-coroado,tico-tico-de-coroa-branca
Zonotrichia atricapilla,Golden-crowned Sparrow,gocspa,49976,FALSE,tico-tico-coroa-dourada,tico-tico-coroa-dourada,tico-tico-coroa-dourada,tico-tico-de-coroa-dourada
Passerella iliaca,Red Fox-sparrow,foxspa,136175,FALSE,Tico-tico-raposino,Tico-tico-raposino,Tico-tico-raposino,Tico-tico-raposino
Passerella unalaschcensis,Sooty Fox-sparrow,,,FALSE,,,,Tico-tico-raposino [grupo unalaschcensis]
Passerella schistacea,Slate-colored Fox-sparrow,,,FALSE,,,,
Passerella megarhyncha,Thick-billed Fox-sparrow,,,FALSE,,,,Tico-tico-raposino [grupo megarhyncha]
Passerella arborea,American Tree Sparrow,amtspa,163319,FALSE,Tico-tico-das-árvores,Tico-tico-das-árvores,Tico-tico-das-árvores,tico-tico-arbóreo
Ammospiza leconteii,Le Conte's Sparrow,lecspa,166841451,FALSE,Tico-tico-de-le-conte,Tico-tico-de-le-conte,Tico-tico-de-le-conte,tico-tico-de-leconte
Ammospiza maritima,Seaside Sparrow,seaspa,241902611,FALSE,Tico-tico-costeiro,Tico-tico-costeiro,Tico-tico-costeiro,tico-tico-marítimo
Ammospiza nelsoni,Nelson's Sparrow,nstspa,250162161,FALSE,Tico-tico-de-nelson,Tico-tico-de-nelson,Tico-tico-de-nelson,tico-tico-de-nelson
Ammospiza caudacuta,Saltmarsh Sparrow,sstspa,93807821,FALSE,,,,tico-tico-de-nelson/tico-tico-dos-sapais
Artemisiospiza nevadensis,Sagebrush Sparrow,sagspa1,253016441,FALSE,,,,
Artemisiospiza belli,Bell's Sparrow,belspa2,295119091,FALSE,,,,tico-tico-das-artemísias/tico-tico-de-bell
Pooecetes gramineus,Vesper Sparrow,vesspa,94411,FALSE,Tico-tico-vespertino,Tico-tico-vespertino,Tico-tico-vespertino,tico-tico-vespertino
Oriturus superciliosus,Striped Sparrow,strspa1,315667431,FALSE,tico-tico-raiado,tico-tico-raiado,tico-tico-raiado,tico-tico-riscado
Passerculus sandwichensis,Savannah Sparrow,savspa,66437,TRUE,,,,Tico-tico-dos-prados
Passerculus guttatus,Belding's Sparrow,,,FALSE,,,,
Passerculus sanctorum,San Benito Sparrow,,,FALSE,,,,
Passerculus rostratus,Large-billed Sparrow,,,FALSE,,,,
Passerculus bairdii,Baird's Sparrow,baispa,102975471,TRUE,tico-tico-das-pradarias,tico-tico-das-pradarias,tico-tico-das-pradarias,tico-tico-de-baird
Passerculus henslowii,Henslow's Sparrow,henspa,583780251,FALSE,Tico-tico-de-henslow,Tico-tico-de-henslow,Tico-tico-de-henslow,tico-tico-de-henslow
Xenospiza baileyi,Sierra Madre Sparrow,simspa1,250782381,FALSE,tico-tico-das-serras,tico-tico-das-serras,tico-tico-das-serras,tico-tico-serrano
Melospiza melodia,Song Sparrow,sonspa,63140151,TRUE,Tico-tico-musical,Tico-tico-musical,Tico-tico-musical,Tico-tico-musical
Melospiza lincolni,Lincoln's Sparrow,linspa,100868,TRUE,Tico-tico-de-lincoln,Tico-tico-de-lincoln,Tico-tico-de-lincoln,tico-tico-de-lincoln
Melospiza georgiana,Swamp Sparrow,swaspa,456922671,FALSE,Tico-tico-dos-pântanos,Tico-tico-dos-pântanos,Tico-tico-dos-pântanos,tico-tico-dos-pântanos
ZELEDONIIDAE,Wrenthrush,wrenth1,165386,FALSE,,,,
Zeledonia coronata,Wrenthrush,wrenth1,165386,FALSE,Pula-pula-de-rabo-curto,Pula-pula-de-rabo-curto,Pula-pula-de-rabo-curto,zeledonia
TERETISTRIDAE,Cuban Warblers,,,FALSE,,,,
Teretistris fernandinae,Yellow-headed Warbler,yehwar1,203915051,FALSE,Mariquita-de-cabeça-amarela,Mariquita-de-cabeça-amarela,Mariquita-de-cabeça-amarela,mariquita-de-cabeça-amarela
Teretistris fornsi,Oriente Warbler,oriwar1,133227,FALSE,Mariquita-cubana,Mariquita-cubana,Mariquita-cubana,mariquita-cubana
ICTERIDAE,New World Blackbirds,,,FALSE,,,,
Icteria virens,Yellow-breasted Chat,yebcha,112661,TRUE,Polícia-do-mato-grande,Polícia-do-mato-grande,Polícia-do-mato-grande,ictéria
Xanthocephalus xantocephalus,Yellow-headed Blackbird,yehbla,458691691,TRUE,,,,
Dolichonyx oryzivorus,Bobolink,boboli,527283,TRUE,Triste-pia,Triste-pia,triste-pia,Triste-pia
Sturnella neglecta,Western Meadowlark,wesmea,516839,TRUE,Pedro-celouro-ocidental,Pedro-celouro-ocidental,Pedro-celouro-ocidental,estornela-ocidental
Sturnella magna,Eastern Meadowlark,easmea,94367,TRUE,,,pedro-ceroulo,estornela-ocidental/estornela-oriental
S.m. liliane,Lilian's Meadowlark,,,FALSE,,,,
Leistes militaris,Red-breasted Blackbird,rebbla1,535716881,TRUE,,,polícia-inglesa-do-norte,Polícia-inglesa-do-norte
Leistes superciliaris,White-browed Blackbird,whbbla2,439569821,FALSE,polícia-inglesa-do-sul,polícia-inglesa-do-sul,polícia-inglesa-do-sul,estornela-de-sobrancelha
Leistes bellicosus,Peruvian Meadowlark,permea1,391929721,FALSE,,,,
Leistes defilippii,Pampas Meadowlark,pammea1,174297091,FALSE,,,peito-vermelho-grande,Peito-vermelho-grande
Leistes loyca,Long-tailed Meadowlark,lotmea1,642429879,FALSE,peito-vermelho-rabilogo,peito-vermelho-rabilogo,peito-vermelho-rabilogo,estornela-rabilonga
Amblycercus holosericeus,Yellow-billed Cacique,yebcac1,207277381,FALSE,Cardeal-do-banhado,Cardeal-do-banhado,Cardeal-do-banhado,cacique-de-bico-amarelo
Cassiculus melanicterus,Yellow-winged Cacique,yewcac1,109241,FALSE,japu-mexicano,japu-mexicano,japu-mexicano,cacique-d'asa-amarela
Psarocolius wagleri,Chestnut-headed Oropendola,chhoro1,203900851,FALSE,japu-de-cabeça-castanha,japu-de-cabeça-castanha,japu-de-cabeça-castanha,oropêndola-de-cabeça-castanha
Psarocolius atrovirens,Dusky-green Oropendola,dugoro1,132714,FALSE,japu-verde-escuro,japu-verde-escuro,japu-verde-escuro,oropêndola-verde-escura
Psarocolius angustifrons,Russet-backed Oropendola,ruboro1,101858781,FALSE,Japu-pardo,Japu-pardo,japu-pardo,oropêndola-de-dorso-ruivo
Psarocolius oleagineus,Green-billed Oropendola,,,FALSE,,,japu-pardo (oleagineus),oropêndola-de-dorso-ruivo (oleagineus)
Psarocolius decumanus,Crested Oropendola,creoro1,386940941,TRUE,japu,japu,japu,oropêndola-de-crista
Psarocolius viridis,Green Oropendola,greoro1,72322,FALSE,Japu-verde,Japu-verde,japu-verde,oropêndola-verde
Psarocolius yuracares,Amazonian Oropendola,,,FALSE,,,,
Psarocolius bifasciatus,Para Oropendola,olioro1,203934611,FALSE,,,japuguaçu,Japuaçu
Psarocolius montezuma,Montezuma Oropendola,monoro1,423117161,FALSE,japu-centro-americano,japu-centro-americano,japu-centro-americano,oropêndola-de-montezuma
Psarocolius guatimozinus,Black Oropendola,blaoro1,615853212,FALSE,Japu-negro,Japu-negro,Japu-negro,oropêndola-preta
Psarocolius cassini,Baudo Oropendola,bauoro2,203952971,FALSE,japu-do-chocó,japu-do-chocó,japu-do-chocó,oropêndola-do-baudó
Cacicus solitarius,Solitary Cacique,sobcac1,172988871,FALSE,iraúna-de-bico-branco,iraúna-de-bico-branco,iraúna-de-bico-branco,cacique-solitário
Cacicus chrysopterus,Golden-winged Cacique,gowcac1,63643,FALSE,japuíra,japuíra,japuíra,cacique-d'asa-dourada
Cacicus sclateri,Ecuadorian Cacique,ecucac1,243425,FALSE,iraúna-equatoriana,iraúna-equatoriana,iraúna-equatoriana,cacique-equatoriano
Cacicus koepckeae,Selva Cacique,selcac1,647590111,FALSE,tecelão-do-acre,tecelão-do-acre,tecelão-do-acre,cacique-de-koepcke
Cacicus microrhynchus,Scarlet-rumped Cacique,scrcac1,203898651,FALSE,,,,
Cacicus pacificus,Pacific Cacique,,,FALSE,,,,cacique-subtropical (pacificus)
Cacicus uropygialis,Subtropical Cacique,scrcac1,203898651,FALSE,,,,cacique-subtropical
Cacicus vitellinus,Black-tailed Cacique,,,FALSE,,,,
Cacicus cela,Yellow-rumped Cacique,yercac1,60740,FALSE,xexéu,xexéu,xexéu,cacique-d'uropígio-amarelo
Cacicus leucoramphus,Northern Mountain Cacique,,,FALSE,,,,
Cacicus chrysonotus,Southern Mountain Cacique,moucac1,537440,FALSE,,,,
Cacicus haemorrhous,Red-rumped Cacique,rercac1,133926,FALSE,guaxe,guaxe,guaxe,cacique-d'uropígio-vermelho
Cacicus oseryi,Casqued Oropendola,casoro2,11446,FALSE,Japu-de-capacete,Japu-de-capacete,japu-de-capacete,cacique-de-capacete
Cacicus latirostris,Band-tailed Oropendola,batoro1,34417,FALSE,Japu-de-rabo-verde,Japu-de-rabo-verde,japu-de-rabo-verde,cacique-de-cauda-bandada
Icterus parisorum,Scott's Oriole,scoori,112641,FALSE,corrupião-de-dorso-preto,corrupião-de-dorso-preto,corrupião-de-dorso-preto,corrupião-de-scott
Icterus graduacauda,Audubon's Oriole,audori,105567,FALSE,corrupião-de-dorso-esverdeado,corrupião-de-dorso-esverdeado,corrupião-de-dorso-esverdeado,corrupião-de-audubon
Icterus chrysater,Yellow-backed Oriole,yebori1,61002,FALSE,corrupião-de-dorso-amarelo,corrupião-de-dorso-amarelo,corrupião-de-dorso-amarelo,corrupião-de-dorso-amarelo
Icterus leucopteryx,Jamaican Oriole,jamori1,203886331,FALSE,corrupião-jamaicano,corrupião-jamaicano,corrupião-jamaicano,corrupião-jamaicano
Icterus auratus,Orange Oriole,oraori1,151780351,FALSE,corrupião-do-iucatão,corrupião-do-iucatão,corrupião-do-iucatão,corrupião-laranja
Icterus gularis,Altamira Oriole,altori,174962281,TRUE,corrupião-bicudo,corrupião-bicudo,corrupião-bicudo,corrupião-de-altamira
Icterus nigrogularus,Yellow Oriole,yelori1,61015,FALSE,,,,
Icterus galbula,Baltimore Oriole,balori,113501,TRUE,,,corrupião-de-baltimore,corrupião-de-bullock/corrupião-de-baltimore
Icterus albeillei,Black-backed Oriole,blbori1,49377721,FALSE,,,,
Icterus bullockiorum,Bullock's Oriole,bulori,125388,FALSE,Corrupião-de-bullock,Corrupião-de-bullock,Corrupião-de-bullock,corrupião-de-bullock
Icterus pustulatus,Streak-backed Oriole,stbori,109153,FALSE,corrupião-de-dorso-listrado,corrupião-de-dorso-listrado,corrupião-de-dorso-listrado,corrupião-de-dorso-listado
Icterus mesomelas,Yellow-tailed Oriole,yetori1,296574411,FALSE,Corrupião-de-cauda-amarela,Corrupião-de-cauda-amarela,Corrupião-de-cauda-amarela,corrupião-de-cauda-amarela
Icterus pectoralis,Spot-breasted Oriole,spbori,165044,FALSE,corrupião-maculado,corrupião-maculado,corrupião-maculado,corrupião-de-peito-manchado
Icterus graceannae,White-edged Oriole,wheori1,21530,FALSE,corrupião-de-tumbes,corrupião-de-tumbes,corrupião-de-tumbes,corrupião-d'orlas-brancas
Icterus jamacaii,Campo Troupial,camtro1,209613,FALSE,,,corrupião,Corrupião
Icterus icterus,Venezuelan Troupial,ventro1,386542621,FALSE,,,,
Icterus croconotus,Orange-backed Troupial,orbtro3,60388,FALSE,João-pinto,João-pinto,joão-pinto,corrupião-amazónico
Icterus maculialatus,Bar-winged Oriole,bawori1,622423688,FALSE,corrupião-listrado,corrupião-listrado,corrupião-listrado,corrupião-d'asa-barrada
Icterus wagleri,Black-vented Oriole,bkvori,203917481,FALSE,Corrupião-de-barriga-preta,Corrupião-de-barriga-preta,Corrupião-de-barriga-preta,corrupião-de-capuz-preto
Icterus cucullatus,Hooded Oriole,hooori,45180,FALSE,corrupião-mascarado,corrupião-mascarado,corrupião-mascarado,corrupião-de-capuz-dourado
Icterus prosthemelas,Black-cowled Oriole,bkcori,406179801,FALSE,,,,
Icterus spurius,Orchard Oriole,orcori,94445,FALSE,,,,
Icterus fuertesi,Fuertes's Oriole,,,FALSE,corrupião-da-costa,corrupião-da-costa,corrupião-da-costa,corrupião-da-costa
Icterus northropi,Bahama Oriole,graori3,32873421,FALSE,corrupião-das-baamas,corrupião-das-baamas,corrupião-das-baamas,corrupião-baamense
Icterus melanopsis,Cuban Oriole,graori2,59792041,FALSE,corrupião-cubano,corrupião-cubano,corrupião-cubano,corrupião-cubano
Icterus bonana,Martinique Oriole,marori1,587891081,FALSE,corrupião-da-martinica,corrupião-da-martinica,corrupião-da-martinica,corrupião-de-martinica
Icterus portoricensis,Puerto Rican Oriole,graori4,188058,FALSE,corrupião-porto-riquenho,corrupião-porto-riquenho,corrupião-porto-riquenho,corrupião-porto-riquenho
Icterus oberi,Montserrat Oriole,monori1,575343211,FALSE,corrupião-de-monserrate,corrupião-de-monserrate,corrupião-de-monserrate,corrupião-de-monserrate
Icterus dominicensis,Hispaniolan Oriole,graori1,180729,FALSE,,,,
Icterus laudabilis,St Lucia Oriole,stlori1,473914711,FALSE,corrupião-de-santa-lúcia,corrupião-de-santa-lúcia,corrupião-de-santa-lúcia,corrupião-de-santa-lúcia
Icterus auricapillus,Orange-crowned Oriole,orcori1,60783,FALSE,corrupião-de-coroa-laranja,corrupião-de-coroa-laranja,corrupião-de-coroa-laranja,corrupião-de-coroa-laranja
Icterus chrysocephalus,Moriche Oriole,,,FALSE,Corrupiao-do-rio-negro,Corrupiao-do-rio-negro,rouxinol-do-rio-negro,Corrupiao-do-rio-negro
Icterus cayanensis,Epaulet Oriole,epaori1,388490441,FALSE,,,inhapim/rouxinol-do-rio-negro,Corrupião-d'ombros-amarelos
Icterus pyrrhopterus,Variable Oriole,epaori4,617935732,FALSE,Encontro,Encontro,encontro,corrupião-variável
Nesopsar nigerrimus,Jamaican Blackbird,jambla1,565210801,FALSE,graúna-jamaicana,graúna-jamaicana,graúna-jamaicana,sargento-jamaicano
Agelaius humeralis,Tawny-shouldered Blackbird,tasbla,180051981,FALSE,graúna-de-ombros-morenos,graúna-de-ombros-morenos,graúna-de-ombros-morenos,sargento-d'ombros-ruivos
Agelaius xanthomus,Yellow-shouldered Blackbird,yesbla1,637497067,FALSE,graúna-de-ombros-amarelos,graúna-de-ombros-amarelos,graúna-de-ombros-amarelos,sargento-d'ombros-amarelos
Agelaius tricolor,Tricolored Blackbird,tribla,50919891,FALSE,Iratauá-tricolor,Iratauá-tricolor,Iratauá-tricolor,sargento-tricolor
