Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,pt,pt_ao,pt_br,pt_pt
Micropsitta bruijnii,Red-breasted Pygmy-parrot,rbppar1,310572,FALSE,,,,
PASSERIFORMES,Hybrid Passerine,,,FALSE,,,,
ACANTHISITTIDAE,New Zealand Wrens,,,FALSE,,,,
Acanthisitta chloris,Rifleman,riflem1,614213172,TRUE,Carriça-da-nova-zelândia,Carriça-da-nova-zelândia,Carriça-da-nova-zelândia,carriça-neozelandesa-verde
†Xenicus longipes,Bushwren,,,FALSE,,,,
Xenicus gilviventris,New Zealand Rockwren,soiwre1,409941951,TRUE,Carriça-das-rochas,Carriça-das-rochas,Carriça-das-rochas,carriça-neozelandesa-das-rochas
†Traversia lyallis,Stephens Island Rockwren,,,FALSE,,,,
SAPAYOIDAE,Sapaoya,,,FALSE,,,,
Sapaoya aenigma,Sapaoya,,,FALSE,,,,
PITTIDAE,Pittas,,,FALSE,,,,
CALYPTOMENIDAE,African and Green Broadbills,,,FALSE,,,,
Erythropitta erythrogaster,Philippine Pitta,rebpit1,255036481,FALSE,,,,
Erythropitta inspeculata,Talaud Pitta,,,FALSE,,,,pita-filipina (inspeculata)
Erythropitta caeruleitorques,Sangihe Pitta,,,FALSE,,,,
Erythropitta palliceps,Siau Pitta,,,FALSE,,,,
Erythropitta celebensis,Sulawesi Pitta,sulpit4,203893391,FALSE,,,,
Erythropitta dohertyi,Sula Pitta,sulpit1,203905401,FALSE,pita-das-sula,pita-das-sula,pita-das-sula,pita-das-sula
Erythropitta rufiventris,North Moluccan Pitta,molpit1,197441321,FALSE,pita-das-molucas-setentrionais,pita-das-molucas-setentrionais,pita-das-molucas-setentrionais,pita-molucana-do-norte
Erythropitta rubrinucha,South Moluccan Pitta,sompit1,125194571,FALSE,,,,
Erythropitta macklotii,Papuan Pitta,pappit1,630357171,FALSE,,,,
Erythropitta meeki,Lousiade Pitta,loupit1,624884235,FALSE,pita-das-luisíadas,pita-das-luisíadas,pita-das-luisíadas,pita-das-luisíadas
Erythropitta gazellae,New Britain Pitta,,,FALSE,,,,
Erythropitta splendida,Tabar Pitta,,,FALSE,,,,
Erythropitta novaehibernicae,New Ireland Pitta,bispit1,203994771,FALSE,,,,
Erythropitta kochi,Whiskered Pitta,whipit1,609058113,FALSE,Pita-de-koch,Pita-de-koch,Pita-de-koch,pita-de-lução
Erythropitta venusta,Graceful Pitta,blcpit1,609058047,FALSE,,,,
Erythropitta arquata,Blue-banded Pitta,blbpit1,203930341,FALSE,pita-de-colar,pita-de-colar,pita-de-colar,pita-de-bandas-azuis
Erythropitta granatina,Garnet Pitta,garpit1,126513551,FALSE,,,,
Erythropitta ussheri,Black-crowned Pitta,bkhpit1,522860391,FALSE,pita-de-coroa-preta,pita-de-coroa-preta,pita-de-coroa-preta,pita-de-coroa-preta
Hydrornis phayrei,Eared Pitta,earpit1,637060021,FALSE,pita-orelhuda,pita-orelhuda,pita-orelhuda,pita-orelhuda
Hydrornis oatesi,Rusty-naped Pitta,runpit1,461,FALSE,pita-ruiva,pita-ruiva,pita-ruiva,pita-de-nuca-ruiva
Hydrornis nipalensis,Blue-naped Pitta,blnpit1,609592930,FALSE,pita-de-nuca-azul,pita-de-nuca-azul,pita-de-nuca-azul,pita-de-nuca-azul
Hydrornis soror,Blue-rumped Pitta,blrpit1,545647921,FALSE,pita-de-dorso-azul,pita-de-dorso-azul,pita-de-dorso-azul,pita-de-cauda-azul
Hydrornis caeruleus,Giant Pitta,giapit1,651723295,FALSE,pita-gigante,pita-gigante,pita-gigante,pita-gigante
Hydrornis schneideri,Schneider's Pitta,schpit1,609065318,FALSE,pita-da-enfileirada-cimeira,pita-da-enfileirada-cimeira,pita-da-enfileirada-cimeira,pita-de-schneider
Hydrornis cyaneus,Blue Pitta,blupit1,304415381,FALSE,pita-azul,pita-azul,pita-azul,pita-azul
Hydrornis gurneyi,Gurney's Pitta,gurpit1,70260,FALSE,Pita-de-gurney,Pita-de-gurney,Pita-de-gurney,pita-de-gurney
Hydrornis elliotii,Bar-bellied Pitta,babpit1,204011111,FALSE,pita-riscada-indochinesa,pita-riscada-indochinesa,pita-riscada-indochinesa,pita-de-elliot
Hydrornis guajanus,Java Banded Pitta,banpit2,36445,FALSE,,,,
Hydrornis schwaneri,Bornean Banded Pitta,banpit4,645749129,FALSE,pita-riscada-de-bornéu,pita-riscada-de-bornéu,pita-riscada-de-bornéu,pita-do-bornéu
Hydrornis irena,Malay Banded Pitta,banpit3,104991341,FALSE,pita-riscada-malaia,pita-riscada-malaia,pita-riscada-malaia,pita-malaia
Hydrornis baudii,Blue-headed Pitta,blhpit1,282936,FALSE,pita-de-barrete-azul,pita-de-barrete-azul,pita-de-barrete-azul,pita-de-cabeça-azul
Pitta reichenowi,Green-breasted Pitta,grbpit1,112519531,FALSE,pita-de-peito-verde,pita-de-peito-verde,pita-de-peito-verde,pita-de-peito-verde
Pitta angolensis,African Pitta,afrpit1,203944361,FALSE,,Pita-africana,,
Pitta brachyura,Indian Pitta,indpit1,282700291,FALSE,,,,
Pitta moluccensis,Blue-winged Pitta,blwpit1,169187241,FALSE,,,,
Pitta megarhyncha,Mangrove Pitta,manpit1,311850511,FALSE,pita-dos-mangais,pita-dos-mangais,pita-dos-mangais,pita-dos-mangais
Pitta nympha,Fairy Pitta,faipit1,458148841,FALSE,Pita-de-asa-azul,Pita-de-asa-azul,Pita-de-asa-azul,pita-fada
Pitta elegans,Elegant Pitta,elepit7,203891351,FALSE,,,,pita-ornada/elegante/do-mar-de-banda
Pitta sordida,Western Hooded Pitta,wehpit1,458674741,FALSE,,,,
Pitta novaeguineae,Eastern Hooded Pitta,eahpit1,203999431,FALSE,pita-de-capuz-oriental,pita-de-capuz-oriental,pita-de-capuz-oriental,pita-de-capuz-oriental
Pitta rosenbergii,Biak Hooded Pitta,hoopit11,203997191,FALSE,pita-de-capuz-de-biak,pita-de-capuz-de-biak,pita-de-capuz-de-biak,pita-de-capuz-de-biak
Pitta steerii,Azure-breasted Pitta,azbpit1,203999871,FALSE,pita-de-peito-azul,pita-de-peito-azul,pita-de-peito-azul,pita-de-peito-azul
Pitta versicolor,Noisy Pitta,noipit1,569116671,FALSE,,,,
Pitta maxima,Ivory-breasted Pitta,ivbpit1,204013251,FALSE,pita-de-peito-branco,pita-de-peito-branco,pita-de-peito-branco,pita-de-peito-marfim
Pitta morotaiensis,Morotai Pitta,,,FALSE,,,,pita-de-peito-marfim (morotaiensis)
Pitta anerythra,Black-faced Pitta,blfpit1,118484411,FALSE,pita-das-salomão,pita-das-salomão,pita-das-salomão,pita-de-faces-pretas
Pitta superba,Superb Pitta,suppit1,650740358,FALSE,pita-do-almirantado,pita-do-almirantado,pita-do-almirantado,pita-soberba
Pitta iris,Rainbow Pitta,raipit1,544487281,FALSE,pita-de-peito-negro,pita-de-peito-negro,pita-de-peito-negro,pita-arco-íris
Smithornis capensis,African Broadbill,afrbro1,203952371,FALSE,Bocarra-africana,Bocarra-africana,Bocarra-africana,bocarra-africana
Smithornis sharpei,Grey-headed Broadbill,gyhbro1,609068298,FALSE,bocarra-de-cabeça-cinzenta,bocarra-de-cabeça-cinzenta,bocarra-de-cabeça-cinzenta,bocarra-de-cabeça-cinzenta
Smithornis rufolateralis,Rufous-sided Broadbill,rusbro1,203942401,FALSE,bico-largo-de-flancos-vermelhos,Bocarra-de-colar-interrompido,bico-largo-de-flancos-vermelhos,bocarra-de-flancos-vermelhos
Calyptomena viridis,Green Broadbill,grebro1,322363581,FALSE,bocarra-verde-pequeno,bocarra-verde-pequeno,bocarra-verde-pequeno,bocarra-verde
Calyptomena hosii,Hose's Broadbill,hosbro1,109430791,FALSE,bocarra-verde-de-barriga-azul,bocarra-verde-de-barriga-azul,bocarra-verde-de-barriga-azul,bocarra-de-hose
Calyptomena whiteheadi,Whitehead's Broadbill,whibro1,203956951,FALSE,bocarra-verde-de-garganta-preta,bocarra-verde-de-garganta-preta,bocarra-verde-de-garganta-preta,bocarra-de-whitehead
THAMNOPHILIDAE,Typical Antbirds,,,FALSE,,,Thamnophilidae sp. (choca),formigueiro (tamnofilídeo) sp.
Euchrepornis sharpei,Yellow-rumped Antwren,yerant1,647142766,FALSE,zidedê-de-crisso-amarelo,zidedê-de-crisso-amarelo,zidedê-de-crisso-amarelo,formigueirinho-d'uropígio-amarelo
Euchrepornis callinota,Rufous-rumped Antwren,rurant1,282099491,FALSE,zidedê-de-crisso-ruivo,zidedê-de-crisso-ruivo,zidedê-de-crisso-ruivo,formigueirinho-d'uropígio-ruivo
Euchrepornis spodioptila,Ash-winged Antwren,aswant1,368244091,FALSE,Zidedê-de-asa-cinza,Zidedê-de-asa-cinza,zidedê-de-asa-cinza,formigueirinho-d'asa-cinzenta
Euchrepornis humeralis,Chestnut-shouldered Antwren,chsant1,435077301,FALSE,Zidedê-de-encontro,Zidedê-de-encontro,zidedê-de-encontro,formigueirinho-d'ombros-ruivos
Myrmorchilus strigilatus,Stripe-backed Antbird,stbant2,82627,FALSE,tem-farinha-aí,tem-farinha-aí,tem-farinha-aí,formigueiro-de-dorso-riscado
Aprostiornis disjuncta,Yapacana Antbird,yapant1,420516481,FALSE,,,,
Ammonastes pelzelni,Grey-bellied Antbird,gybant1,203916931,FALSE,Formigueiro-de-barriga-cinza,Formigueiro-de-barriga-cinza,formigueiro-de-barriga-cinza,Formigueiro-de-barriga-cinzenta
Myrmophylax atrothorax,Black-throated Antbird,bltant2,203957231,FALSE,Formigueiro-de-peito-preto,Formigueiro-de-peito-preto,formigueiro-de-peito-preto,formigueiro-de-garganta-preta
Microrhopias quixensis,Dot-winget Antwren,dowant1,252883,FALSE,papa-formiga-de-bando,papa-formiga-de-bando,papa-formiga-de-bando,formigueirinho-de-pontas-brancas
Neoctantes niger,Black Bushbird,blabus1,107591561,FALSE,Choca-preta,Choca-preta,choca-preta,formigueiro-cinzel-preto
Epinecrophylla fulviventris,Checker-throated Antwren,chtant1,7217,FALSE,choquinha-de-barba-escamosa,choquinha-de-barba-escamosa,choquinha-de-barba-escamosa,formigueirinho-de-barriga-fulva
Epinecrophylla gutturalis,Brown-bellied Antwren,brbant2,11580,FALSE,Choquinha-de-barriga-parda,Choquinha-de-barriga-parda,choquinha-de-barriga-parda,formigueirinho-de-barriga-parda
Epinecrophylla leucophthalma,White-eyed Antwren,wheant1,23818,FALSE,choquinha-de-olho-branco,choquinha-de-olho-branco,choquinha-de-olho-branco,formigueirinho-d'olho-branco
Epinecrophylla haematonota,Western Stipple-throated Antwren,rubsti1,302416161,FALSE,,,choquinha-de-garganta-carijó/do-rio-negro,
Epinecrophylla amazonica,Eastern Stipple-throated Antwren,madant1,462957041,FALSE,,,choquinha-do-madeira/do-rio-roosevelt,
Epinecrophylla spodionota,Foothill Antwren,fooant1,222945981,FALSE,choquinha-tropandina,choquinha-tropandina,choquinha-tropandina,formigueirinho-das-colinas
Epinecrophylla ornata,Western Ornate Antwren,ornant1,88637,FALSE,Choquinha-ornada,Choquinha-ornada,choquinha-ornada,formigueirinho-adornado
Epinecrophylla hoffmannsi,Eastern Ornate Antwren,,,FALSE,,,choquinha-ornada (hoffmannsi),formigueirinho-adornado (hoffmannsi)
Epinecrophylla erythrura,Rufous-tailed Antwren,rutant3,307760,FALSE,choquinha-de-cauda-ruiva,choquinha-de-cauda-ruiva,choquinha-de-cauda-ruiva,formigueirinho-de-cauda-ruiva
Clytoctantes alixii,Recurve-billed Bushbird,rebbus1,516038,FALSE,,,,
Clytoctantes atrogularis,Rondonia Bushbird,ronbus1,88469221,FALSE,Choca-de-garganta-preta,Choca-de-garganta-preta,choca-de-garganta-preta,formigueiro-rondoniense
Formicivora iheringi,Narrow-billed Antwren,nabant1,306525331,FALSE,Formigueiro-do-nordeste,Formigueiro-do-nordeste,formigueiro-do-nordeste,formigueirinho-de-bico-fino
Formicivora erythronotos,Black-hooded Antwren,blhant4,113410,FALSE,formigueiro-de-cabeça-negra,formigueiro-de-cabeça-negra,formigueiro-de-cabeça-negra,formigueirinho-de-capuz
Formicivora grisea,Southern White-fringed Antwren,whfant3,601563181,FALSE,,,papa-formiga-pardo,
Formicivora intermedia,Northern White-fringed Antwren,whfant4,306080551,FALSE,papa-formiga-de-peito-negro,papa-formiga-de-peito-negro,papa-formiga-de-peito-negro,formigueirinho-de-franjas-setentrional
Formicivora serrana,Serra Antwren,serant4,204013861,FALSE,Formigueiro-da-serra,Formigueiro-da-serra,formigueiro-da-serra,formigueirinho-serrano
Formicivora melanogaster,Black-bellied Antwren,blbant2,278660111,FALSE,Formigueiro-de-barriga-preta,Formigueiro-de-barriga-preta,formigueiro-de-barriga-preta,formigueirinho-de-barriga-preta
Formicivora rufa,Rusty-backed Antwren,rubant4,204019591,FALSE,Papa-formiga-vermelho,Papa-formiga-vermelho,papa-formiga-vermelho,formigueirinho-de-dorso-ruivo
Formicivora grantsaui,Sincora Antwren,sinant1,212319621,FALSE,Papa-formiga-do-sincorá,Papa-formiga-do-sincorá,papa-formiga-do-sincorá,formigueirinho-do-sincorá
Formicivora acutirostris,Parana Antwren,parant1,240739171,FALSE,bicudinho-do-brejo,bicudinho-do-brejo,bicudinho-do-brejo/bicudinho-do-brejo-paulista,formigueirinho-dos-pântanos
Myrmochanes hemileucus,Black-and-white Antbird,bawant1,113129,FALSE,Formigueiro-preto-e-branco,Formigueiro-preto-e-branco,formigueiro-preto-e-branco,formigueiro-alvinegro
Myrmotherula brachyura,Pygmy Antwren,pygant1,203995941,FALSE,,,choquinha-miúda,Choquinha-miúda
Myrmotherula ignota,Moustached Antwren,mouant,29192,FALSE,Choquinha-de-bico-curto,Choquinha-de-bico-curto,Choquinha-de-bico-curto,formigueirinho-de-bigodes
Myrmotherula ambigua,Yellow-throated Antwren,yetant1,203895251,FALSE,Choquinha-de-coroa-listrada,Choquinha-de-coroa-listrada,choquinha-de-coroa-listrada,formigueirinho-de-garganta-amarela
Myrmotherula sclateri,Sclater's Antwren,sclant1,388265751,FALSE,Choquinha-de-garganta-amarela,Choquinha-de-garganta-amarela,choquinha-de-garganta-amarela,formigueirinho-de-sclater
Myrmotherula surinamensis,Guianan Streaked Antwren,guista1,388538511,FALSE,,,choquinha-estriada,Choquinha-estriada
Myrmotherula multostriata,Amazonian Streaked Antwren,amasta1,203923961,FALSE,Choquinha-estriada-da-amazônia,Choquinha-estriada-da-amazônia,choquinha-estriada-da-amazônia,formigueirinho-amazónico
Myrmotherula pacifica,Pacific Antwren,pacant,406907751,FALSE,choquinha-do-pacífico,choquinha-do-pacífico,choquinha-do-pacífico,formigueirinho-do-pacífico
Myrmotherula cheriiei,Cherrie's Antwren,cheant1,64580,FALSE,,,,
Myrmotherula klagesi,Klages's Antwren,klaant1,420510921,FALSE,choquinha-do-tapajós,choquinha-do-tapajós,choquinha-do-tapajós,formigueirinho-do-tapajós
Myrmotherula longicauda,Stripe-chested Antwren,stcant4,17114,FALSE,choquinha-de-peito-listrado,choquinha-de-peito-listrado,choquinha-de-peito-listrado,formigueirinho-estriado-andino
Myrmotherula luctuosa,Silvery-flanked Antwren,,,FALSE,,,choquinha-de-flanco-branco (luctuosa),formigueirinho-de-flancos-brancos (luctuosa)
Myrmotherula axillaris,White-flanked Antwren,whfant2,103524,FALSE,Choquinha-de-flanco-branco,Choquinha-de-flanco-branco,choquinha-de-flanco-branco,formigueirinho-de-flancos-brancos
Myrmotherula schisticolor,Slaty Antwren,slaant1,165846,FALSE,choquinha-ardósia,choquinha-ardósia,choquinha-ardósia,formigueirinho-ardósia
Myrmotherula sunensis,Rio Suno Antwren,risant1,284648071,FALSE,Choquinha-do-oeste,Choquinha-do-oeste,choquinha-do-oeste,formigueirinho-do-suno
Myrmotherula minor,Salvadori's Antwren,salant1,209583,FALSE,Choquinha-pequena,Choquinha-pequena,choquinha-pequena,formigueirinho-pequeno
Myrmotherula longipennis,Long-winged Antwren,lowant1,610171424,FALSE,Choquinha-de-asa-comprida,Choquinha-de-asa-comprida,choquinha-de-asa-comprida,formigueirinho-d'asa-longa
Myrmotherula urosticta,Band-tailed Antwren,batant3,494578541,FALSE,Choquinha-de-rabo-cintado,Choquinha-de-rabo-cintado,choquinha-de-rabo-cintado,formigueirinho-atlântico
Myrmotherula iheringi,Ihering's Antwren,iheant1,203961051,FALSE,choquinha-de-ihering,choquinha-de-ihering,choquinha-de-ihering/do-purus/do-bambu,formigueirinho-de-ihering
Myrmotherula grisea,Ashy Antwren,ashant1,120987,FALSE,choquinha-das-iungas,choquinha-das-iungas,choquinha-das-iungas,formigueirinho-dos-yungas
Myrmotherula unicolor,Unicolored Antwren,uniant1,400396651,FALSE,,,choquinha-cinzenta,Choquinha-cinzenta
Myrmotherula snowy,Alagoas Antwren,alaant1,199706141,FALSE,,,,
Myrmotherula behni,Plain-winged Antwren,plwant2,437287591,FALSE,Choquinha-de-asa-lisa,Choquinha-de-asa-lisa,choquinha-de-asa-lisa,formigueirinho-de-behn
Myrmotherula menetriesii,Grey Antwren,gryant1,364636361,FALSE,choquinha-de-garganta-cinza,choquinha-de-garganta-cinza,choquinha-de-garganta-cinza,formigueirinho-cinzento
Myrmotherula assimilis,Leaden Antwren,leaant1,204019621,FALSE,Choquinha-da-várzea,Choquinha-da-várzea,choquinha-da-várzea,formigueirinho-da-várzea
Terenura sicki,Orange-bellied Antwren,orbant1,128088,FALSE,zidedê-do-nordeste,zidedê-do-nordeste,zidedê-do-nordeste,formigueirinho-de-barriga-laranja
Terenura maculata,Streak-capped Antwren,stcant3,242219021,FALSE,zidedê,zidedê,zidedê,formigueirinho-de-cabeça-riscada
Dichrozona cincta,Banded Antbird,banant2,35548,FALSE,tovaquinha,tovaquinha,tovaquinha,formigueiro-bandado
Rhopias gularis,Star-throated Antwren,sttant1,112707,FALSE,choquinha-de-garganta-pintada,choquinha-de-garganta-pintada,choquinha-de-garganta-pintada,formigueirinho-de-garganta-estrelada
PHILEPITTIDAE,Asities,,,FALSE,,,,
Philepitta castanea,Velvet Asity,velasi1,100096,FALSE,Asite-veludo,Asite-veludo,Asite-veludo,filepita-veludo
Philepitta schlegeli,Schlegel's Asity,schasi1,20380761,FALSE,asite-de-dorso-verde,asite-de-dorso-verde,asite-de-dorso-verde,filepita-de-schlegel
Neodrepanis coruscans,Common Sunbird-asity,sunasi1,504263431,FALSE,asite-de-bico-comprido,asite-de-bico-comprido,asite-de-bico-comprido,filepita-comum
Neodrepanis hypoxantha,Yellow-bellied Sunbird-asity,yebasi1,203990001,FALSE,asite-pequeno,asite-pequeno,asite-pequeno,filepita-de-barriga-amarela
EURYLAIMIDAE,Typical Broadbills,,,FALSE,,,,
Pseudocalytomena graueri,Grauer's Broadbill,grabro1,639017028,FALSE,,,,
Psarisomus dalhousiae,Long-tailed Broadbill,lotbro1,634159585,FALSE,bocarra-rabilongo,bocarra-rabilongo,bocarra-rabilongo,bocarra-rabilonga
Corydon sumatranus,Dusky Broadbill,dusbro1,204011121,FALSE,bocarra-sombrio,bocarra-sombrio,bocarra-sombrio,bocarra-sombria
Cymbirhynchus macrorhynchos,Black-and-red Broadbill,barbro1,52525861,FALSE,Bico-largo-vermelho-e-preto,Bico-largo-vermelho-e-preto,Bico-largo-vermelho-e-preto,bocarra-preta-e-vermelha
Cymbirhynchus affinis,Irrawaddy Broadbill,,,FALSE,,,,
Serilophus lunatus,Silver-breasted Broadbill,sibbro3,203963361,FALSE,,,,
Serilophus rubropygius,Grey-bowed Broadbill,sibbro2,209108041,FALSE,bocarra-de-sobrancelha-cinzenta,bocarra-de-sobrancelha-cinzenta,bocarra-de-sobrancelha-cinzenta,bocarra-de-sobrancelha-cinzenta
Eurylaimus javanicus,Javan Broadbill,banbro1,111707781,FALSE,bocarra-de-java,bocarra-de-java,bocarra-de-java,bocarra-javanesa
Eurylaimus harterti,Banded Broadbill,banbro1,111707781,FALSE,,,,bocarra-javanesa [grupo harterti]
Eurylaimus ochromalus,Black-and-yellow Broadbill,baybro1,249572031,TRUE,bocarra-amarelado,bocarra-amarelado,bocarra-amarelado,bocarra-preta-e-amarela
Sarcophanops samarensis,Visayan Wattled Broadbill,visbro1,203894051,FALSE,bocarra-das-vissaias,bocarra-das-vissaias,bocarra-das-vissaias,bocarra-das-visayas
Sarcophanops steerii,Mindanao Wattled Broadbill,watbro1,609069952,FALSE,,,,
Isleria hauxwelli,Plain-throated Antwren,pltant1,30860,FALSE,choquinha-de-garganta-clara,choquinha-de-garganta-clara,choquinha-de-garganta-clara,formigueirinho-de-garganta-lisa
Isleria guttata,Rufous-bellied Antwren,rubant3,324107591,FALSE,Choquinha-de-barriga-ruiva,Choquinha-de-barriga-ruiva,choquinha-de-barriga-ruiva,formigueirinho-de-barriga-ruiva
Thamnomanes ardesiacus,Dusky-throated Antshrike,dutant2,203931891,FALSE,,,uirapuru-de-garganta-preta/selado,formigueiro-sombrio/formigueiro-saturnino
Thamnomanes saturninus,Saturnine Antshrike,satant1,80745,FALSE,Uirapuru-selado,Uirapuru-selado,uirapuru-selado,formigueiro-saturnino
Thamnomanes caesius,Cinereous Antshrike,cinant1,389869551,FALSE,,,ipecuá/uirapuru-azul,formigueiro-cinzento-grande/formigueiro-azulado
Thamnomanes schistogynus,Bluish-slate Antshrike,blsant1,634607770,FALSE,Uirapuru-azul,Uirapuru-azul,uirapuru-azul,formigueiro-azulado
Megastictus margaritatus,Pearly Antshrike,peaant1,284045021,FALSE,Choca-pintada,Choca-pintada,choca-pintada,formigueiro-perlado
Dysithamnus stictothorax,Spot-breasted Antvireo,spbant5,278581431,FALSE,Choquinha-de-peito-pintado,Choquinha-de-peito-pintado,choquinha-de-peito-pintado,formigueiro-amarelo
Dysithamnus mentalis,Plain Antvireo,plaant1,388496391,FALSE,Choquinha-lisa,Choquinha-lisa,choquinha-lisa,formigueiro-víreo
Dysithamnus striaticeps,Streak-crowned Antvireo,stcant1,213162981,FALSE,choquinha-de-coroa-estriada,choquinha-de-coroa-estriada,choquinha-de-coroa-estriada,formigueiro-de-peito-estriado
Dysithamnus puncticeps,Spot-crowned Antvireo,spcant1,359050621,FALSE,choquinha-de-coroa-pintada,choquinha-de-coroa-pintada,choquinha-de-coroa-pintada,formigueiro-do-chocó
Dysithamnus xanthopterus,Rufous-backed Antvireo,rubant2,203984391,FALSE,Choquinha-de-asa-ferrugem,Choquinha-de-asa-ferrugem,choquinha-de-asa-ferrugem,formigueiro-de-dorso-ruivo
Dysithamnus occidentalis,Bicolored Antvireo,bicant4,622338662,FALSE,choquinha-bicolor,choquinha-bicolor,choquinha-bicolor,formigueiro-ocidental
Dysithamnus leucostictus,White-streaked Antvireo,whsant4,517404491,FALSE,choquinha-albilistada,choquinha-albilistada,choquinha-albilistada,formigueiro-de-listas-brancas
Dysithamnus plumbeus,Plumbeous Antvireo,pluant3,476592521,FALSE,,,choquinha-chumbo,
Herpsilochmus sellowi,Caatinga Antwren,caaant1,211882941,FALSE,Chorozinho-da-caatinga,Chorozinho-da-caatinga,chorozinho-da-caatinga,formigueirinho-da-caatinga
Herpsilochmus pileatus,Bahia Antwren,bahant1,305058081,FALSE,,,chorozinho-de-boné,Chorozinho-de-barrete
Herpsilochmus atricapillus,Black-capped Antwren,blcant2,286955511,FALSE,Chorozinho-de-chapéu-preto,Chorozinho-de-chapéu-preto,chorozinho-de-chapéu-preto,formigueirinho-de-barrete-preto
Herpsilochmus stotzi,Aripuana Antwren,ajpant1,203961191,FALSE,chorozinho-do-aripuanã,chorozinho-do-aripuanã,chorozinho-do-aripuanã,formigueirinho-do-aripuanã
Herpsilochmus motacilloides,Creamy-bellied Antwren,crbant1,35805,FALSE,chorozinho-de-ventre-cremoso,chorozinho-de-ventre-cremoso,chorozinho-de-ventre-cremoso,formigueirinho-de-barriga-creme
Herpsilochmus parkeri,Ash-throated Antwren,astant1,620318779,FALSE,chorozinho-de-garganta-cinza,chorozinho-de-garganta-cinza,chorozinho-de-garganta-cinza,formigueirinho-de-parker
Herpsilochmus dugandi,Dugand's Antwren,dugant1,522374961,FALSE,chorozinho-do-napo,chorozinho-do-napo,chorozinho-do-napo,formigueirinho-de-dugand
Herpsilochmus sticturus,Spot-tailed Antwren,sptant1,322185961,FALSE,,,chorozinho-de-cauda-pintada,Chorozinho-de-cauda-pintada
Herpsilochmus stictocephalus,Todd's Antwren,todant1,388775591,FALSE,chorozinho-de-cabeça-pintada,chorozinho-de-cabeça-pintada,chorozinho-de-cabeça-pintada,formigueirinho-de-todd
Herpsilochmus gentryi,Ancient Antwren,ancant1,610358610,FALSE,chorozinho-de-loreto,chorozinho-de-loreto,chorozinho-de-loreto,formigueirinho-de-gentry
Herpsilochmus dorsimaculatus,Spot-backed Antwren,spbant4,203914701,FALSE,chorozinho-de-costas-manchadas,chorozinho-de-costas-manchadas,chorozinho-de-costas-manchadas,formigueirinho-de-dorso-manchado
Herpsilochmus roraimae,Roraiman Antwren,rorant1,300465111,FALSE,chorozinho-de-roraima,chorozinho-de-roraima,chorozinho-de-roraima,formigueirinho-do-roraima
Herpsilochmus pectoralis,Pectoral Antwren,pecant1,203983021,FALSE,chorozinho-de-papo-preto,chorozinho-de-papo-preto,chorozinho-de-papo-preto,formigueirinho-peitoral
Herpsilochmus longirostris,Large-billed Antwren,labant1,203695461,FALSE,chorozinho-de-bico-comprido,chorozinho-de-bico-comprido,chorozinho-de-bico-comprido,formigueirinho-de-bico-comprido
Herpsilochmus axillaris,Yellow-breasted Antwren,yebant2,47806691,FALSE,chorozinho-de-peito-amarelo,chorozinho-de-peito-amarelo,chorozinho-de-peito-amarelo,formigueirinho-de-peito-amarelo
Herpsilochmus scapularis,Northern Rufous-winged Antwren,,,FALSE,,,,
Herpsilochmus rufimarginatus,Southern Rufous-winged Antwren,ruwant4,543127231,FALSE,,,chorozinho-de-asa-vermelha,
Cymbilaimus lineatus,Fasciated Antshrike,fasant1,382587441,FALSE,,,papa-formiga-barrado,Papa-formiga-barrado
Cymbilaimus sanctaemariae,Bamboo Antshrike,bamant1,39033,FALSE,Choca-do-bambu,Choca-do-bambu,choca-do-bambu,formigueiro-do-bambu
Taraba major,Great Antshrike,greant1,58317431,FALSE,Choró-boi,Choró-boi,choró-boi,formigueiro-grande
Hypoedaleus guttatus,Spot-backed Antshrike,spbant3,254857711,FALSE,chocão-carijó,chocão-carijó,chocão-carijó,formigueiro-carijó
Batara cinerea,Giant Antshrike,giaant2,625618732,FALSE,Matracão,Matracão,matracão,formigueiro-gigante
Mackenziaena leachii,Large-tailed Antshrike,latant1,56347,FALSE,Borralhara-assobiadora,Borralhara-assobiadora,borralhara-assobiadora,formigueiro-rabilongo
Mackenziaena severa,Tufted Antshrike,tufant1,370815501,FALSE,borralhara,borralhara,borralhara,formigueiro-de-crista-atlântico
Frederickena viridis,Black-throated Antshrike,bltant3,385048861,FALSE,Borralhara-do-norte,Borralhara-do-norte,borralhara-do-norte,formigueiro-guianense
Frederickena unduligera,Undulated Antshrike,undant2,259335211,FALSE,,,,formigueiro-ondulado-oriental/formigueiro-ondulado-ocidental
Sakesphorus canadensis,Black-crested Antshrike,blcant4,388960401,FALSE,,,choca-de-crista-preta,Choró-de-crista-preta
Sakesphorus pulchellus,Streak-fronted Antshrike,,,FALSE,,,,
Sakesphorus cristatus,Silvery-cheeked Antshrike,sicant1,169837,FALSE,Choca-do-nordeste,Choca-do-nordeste,choca-do-nordeste,formigueiro-de-crista-nordestino
Sakesphorus luctuosus,Glossy Antshrike,gloant1,204019731,FALSE,choca-d'água,choca-d'água,choca-d'água,formigueiro-reluzente
Thamnophilus doliatus,Barred Antshrike,barant1,33207681,TRUE,,,choca-barrada/barrada-do-nordeste,Choca-barrada
