Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,sr
Cotinga amabilis,Lovely Cotinga,lovcot1,297385321,FALSE,Ljupka kotinga
Cotinga nattererii,Blue Cotinga,blucot1,127429841,FALSE,Plava kotinga
Cotinga ridgwayi,Turquoise Cotinga,turcot1,225341171,FALSE,Tirkizna kotinga
Cotinga maculata,Banded Cotinga,bancot1,,FALSE,Trakasta kotinga
Cotinga cotinga,Purple-breasted Cotinga,pubcot1,126725,FALSE,Ljubičastogruda kotinga
Porphyrolaema porphyrolaema,Purple-throated Cotinga,putcot1,31739,FALSE,Kotinga ljubičastog grla
Conioptilon mcilhennyi,Black-faced Cotinga,blfcot1,479717291,FALSE,Crnolika kotinga
Gymnoderus foetidus,Bare-necked Fruitcrow,banfru1,55850,FALSE,Kotinga gološijanka
Xipholena punicea,Pompadour Cotinga,pomcot1,39446,FALSE,Kotinga pompadur
Xipholena lamellipennis,White-tailed Cotinga,whtcot1,428564911,FALSE,Belorepa kotinga
Xipholena atropurpura,White-winged Cotinga,whwcot1,614871747,FALSE,
Carpodectes hopkei,Black-tipped Cotinga,bltcot1,245912,FALSE,Crnokljuna bela kotinga
Carpodectes antoniae,Yellow-billed Cotinga,yebcot1,,FALSE,Žutokljuna bela kotinga
Carpodectes nitidus,Snowy Cotinga,snocot1,,FALSE,Sivokljuna bela kotinga
Pachyramphus validus,Crested Becard,crebec1,618962106,FALSE,Ćubasti bekard
Pachyramphus surinamus,Glossy-backed Becard,glbbec1,203918941,FALSE,Sjajnoleđi bekard
Pachyramphus cinnamomeus,Cinnamon Becard,cinbec1,184774,FALSE,Cimetasti bekard
Pachyramphus castaneus,Chestnut-crowned Becard,chcbec1,62573,FALSE,Bekard sa kestenjastom kapicom
Pachyramphus uropygialis,Western Grey-collared Becard,,,FALSE,
Pachyramphus major,Eastern Grey-collared Becard,grcbec1,32239161,FALSE,Sivovrati bekard
Pachyramphus marginatus,Black-capped Becard,blcbec1,372074341,FALSE,Crnokapi bekard
Pachyramphus polychopterus,White-winged Becard,whwbec1,7272,FALSE,Belokrili bekard
Pachyramphus albogriseus,Black-and-white Becard,bawbec7,558676841,FALSE,Crno-beli bekard/Salvinov bekard
Schiffornis major,Varzea Schiffornis,varsch1,29276,FALSE,Veliki šifornis
Schiffornis virescens,Greenish Schiffornis,gresch2,19354,FALSE,Zelenkasti šifornis
Schiffornis olivacea,Olivaceous Mourner,thlsch7,306731531,FALSE,Maslinasti šifornis
Schiffornis stenorhyncha,Russet-winged Mourner,thlsch4,65798,FALSE,Riđokrili šifornis
Schiffornis turdina,Brown-winged Mourner,thlsch3,87826,FALSE,Smeđokrili šifornis
Schiffornis aenea,Foothill Mourner,thlsch8,79747,FALSE,Brdski šifornis
Schiffornis veraepacis,Northern Mourner,thlsch2,162409561,FALSE,Mrki šifornis
Laniocera rufescens,Speckled Mourner,spemou1,616285718,FALSE,Pegava naricaljka
Laniocera hypopyrra,Cinereous Mourner,cinmou1,364636701,FALSE,Siva naricaljka
Laniisoma buckleyi,Andean Mourner,shlcot2,609417579,FALSE,Andska svračkolika kotinga
Laniisoma elegans,Elegant Mourner,shlcot3,238437151,FALSE,Brazilska svračkolika kotinga
TYRANNIDAE,Tyrant-flycatchers,,,FALSE,
Calyptura cristata,Kinglet Calyptura,kincal1,,FALSE,Kraljićolika muharka
Neopipo cinnamomea,Cinnamon Tyrant,cinmat1,203934151,FALSE,Cimetasta manakin tiranka
Platyrinchus saturatus,Cinnamon-crested Spadebill,cicspa1,126818,FALSE,Ašovokljunka sa cimetastom ćubom
Platyrinchus cancrominus,Stub-tailed Spadebill,sttspa1,184563481,FALSE,Kratkorepa ašovokljunka
Platyrinchus albogularis,Western White-throated Spadebill,,,FALSE,Zapadna belogrla ašovokljunka
Platyrinchus mystaceus,EasternWhite-throated Spadebill,whtspa1,57925,FALSE,Belogrla ašovokljunka
Platyrinchus coronatus,Golden-crowned Spadebill,gocspa1,388745341,FALSE,Zlatokruna ašovokljunka
Platyrinchus flavigullaris,Yellow-throated Spadebill,yetspa1,203933871,FALSE,
Platyrinchus platyrhynchos,White-crested Spadebill,whcspa1,388347741,FALSE,Beloćuba ašovokljunka
Platyrinchus leucoryphus,Russet-winged Spadebill,ruwspa1,621962303,FALSE,Riđokrila ašovokljunka
Piprites griseiceps,Grey-headed Piprites,grhpip1,264351871,FALSE,Sivoglava piprita
Piprites chloris,Wing-barred Piprites,wibpip1,383797341,FALSE,Zelena piprita
Piprites pileata,Black-capped Piprites,bkcpip1,38220841,FALSE,Crvena piprita
Tachuris rubrigastra,Many-colored Rush-tyrant,mcrtyr1,237506,FALSE,Šarena tiranka
Pseudotriccus pelzelni,Bronze-olive Pygmy-tyrant,boptyr1,21622561,FALSE,Bronzana patuljasta tirančica
Pseudotriccus simplex,Hazel-fronted Pygmy-tyrant,hfptyr1,455422401,FALSE,Smeđočela patuljasta tirančica
Pseudotriccus ruficeps,Rufous-headed Pygmy-tyrant,rhptyr1,203701061,FALSE,Riđoglava patuljasta tirančica
Corythopis torqatus,Ringed Antpipit,rinant2,203931121,FALSE,
Corythopis delalandi,Southern Antpipit,souant1,312754371,FALSE,Južni koritopis
Phylloscartes flavovirens,Yellow-green Tyrannulet,yegtyr1,632838754,FALSE,Žuto-zelena zviždakolika tirančica
Phylloscartes ventralis,Mottle-cheeked Tyrannulet,moctyr2,384557511,FALSE,Tamnolika zviždakolika tirančica
Phylloscartes virescens,Olive-green Tyrannulet,olgtyr1,127386,FALSE,Gvajanska zviždakolika tirančica
Phylloscartes beckeri,Bahia Tyrannulet,bahtyr1,484453261,FALSE,Zviždakolika tirančica iz Baije
Phylloscartes kronei,Restinga Tyrannulet,restyr1,203983081,FALSE,Zviždakolika tirančica iz Restinge
Phylloscartes gualaquisae,Ecuadorian Tyrannulet,ecutyr1,203698911,FALSE,
Phylloscartes nigrifrons,Black-fronted Tyrannulet,blftyr1,364606381,FALSE,Crnočela zviždakolika tirančica
Phylloscartes ceciliae,Alagoas Tyrannulet,alatyr1,102760,FALSE,Zviždakolika tirančica iz Alagoasa
Phylloscartes superciliaris,Rufous-browed Tyrannulet,rubtyr1,204023421,FALSE,Riđoobrvasta zviždakolika tirančica
Phylloscartes flaviventris,Rufous-lored Tyrannulet,rultyr1,384354991,FALSE,Riđočela zviždakolika tirančica
Phylloscartes parkeri,Cinnamon-faced Tyrannulet,ciftyr1,147404,FALSE,Cimetasta zviždakolika tirančica
Phylloscartes roquettei,Minas Gerais Tyrannulet,migtyr1,124413241,FALSE,Zviždakolika tirančica iz Minas Žeraisa
Phylloscartes paulista,Sao Paulo Tyrannulet,,,FALSE,Zviždakolika tirančica iz Sao Paola
Phylloscartes oustaleti,Oustalet's Tyrannulet,oustyr1,203979401,FALSE,Dugorepa zviždakolika tirančica
Phylloscartes difficilis,Serra do Mar Tyrannulet,,,FALSE,Sivogruda zviždakolika tirančica
Phylloscartes sylviolus,Bay-ringed Tyrannulet,bartyr1,203701101,FALSE,Belooka zviždakolika tirančica
Pogonotriccus poecilotis,Variegated Bristle-tyrant,vabtyr1,525490541,FALSE,Smeđokrila zviždakolika tirančica
Pogonotriccus chapmani,Chapman's Bristle-tyrant,chabrt1,437287661,FALSE,Zviždakolika tirančica iz tepuija
Pogonotriccus ophthalmicus,Marble-faced Bristle-tyrant,mfbtyr1,203932201,FALSE,Žutokrila zviždakolika tirančica
Pogonotriccus venezuelanus,Venezuelan Bristle -tyrant,vebtyr2,383315341,FALSE,Venecuelanska zviždakolika tirančica
Pogonotriccus lanyoni,Antioquia Bristle-tyrant,anbtyr1,203951171,FALSE,Kolumbijska zviždakolika tirančica
Pogonotriccus orbitalis,Spectacled Bristle-tyrant,spbtyr1,217074071,FALSE,Naočarasta zviždakolika tirančica
Pogonotriccus eximius,Southern Bristle-tyrant,sobtyr2,28672461,FALSE,Šarenolika zviždakolika tirančica
Mionectes striaticollis,Streak-necked Flycatcher,stnfly1,608680085,FALSE,Prugastogruda muharka
Mionectes olivaceus,Olive-streaked Flycatcher,olsfly2,351046381,FALSE,Kostarikanska maslinasta muharka
Mionectes galbinus,Olive-striped Flycatcher,olsfly1,387407371,FALSE,Južnoamerička maslinasta muharka
Mionectes oleagineus,Ochre-bellied Flycatcher,ocbfly1,385191351,FALSE,Muharka imelašica
Mionectes macconnelli,McConnell's Flycatcher,mccfly1,388736881,FALSE,Mekonelova muharka/crvenotrba roraimska muharka
Mionectes roraimae,Sierra de Lema Flycatcher,mccfly3,369489311,FALSE,Crvenotrba roraimska muharka
Mionectes rufiventris,Grey-hooded Flycatcher,gyhfly1,66613701,FALSE,Muharka sa sivom kapuljačom
Leptopogon amaurocephalus,Sepia-capped Flycatcher,secfly1,300464741,FALSE,Zagasitokapa muharka
Leptopogon superciliaris,Slaty-capped Flycatcher,slcfly1,300259641,FALSE,Škriljastokapa muharka
Leptopogon albidiventer,White-bellied Flycatcher,,,FALSE,
Leptopogon rufipectus,Rufous-breasted Flycatcher,rubfly2,203932131,FALSE,Muharka riđih grudi
TITYRIDAE,Tityras and allies,,,FALSE,
Oxyruncus cristatus,Sharpbill,sharpb1,470170711,FALSE,Zelena oštrokljunka
Onychorynchus mexicanus,Northen Royal Flycatcher,,,FALSE,
Onychorynchus occidentalis,Pacific Royal Flycatcher,,,FALSE,
Onychorynchus coronatus,Amazonian Royal Flycatcher,,,FALSE,
Onychorynchus swainsoni,Atlantic Royal Flycatcher,royfly5,203979411,FALSE,
Terenotriccus erythrurus,Ruddy-tailed Flycatcher,rutfly2,603865781,FALSE,Riđorepa muharka
Myiobius villosus,Tawny-breasted Flycatcher,tabfly1,68678521,FALSE,Tamnogruda muharka
Myiobius sulphureipygius,Sulphur-rumped Flycatcher,surfly1,626765900,FALSE,Muharka sa sumporastim nadrepkom
Myiobius barbatus,Whiskered Flycatcher,whifly1,115758,FALSE,Bradata muharka
Myiobius atricaudus,Black-tailed Flycatcher,bltfly1,203979471,FALSE,Crnorepa muharka
Iodopleura isabellae,White-browed Purpletuft,whbpur1,50324481,FALSE,Beloobrvasta ljubičastogruda kotinga
Iodopleura fusca,Dusky Purpletuft,duspur1,142026221,FALSE,Tamna ljubičastogruda kotinga
Iodopleura pipra,Buff-throated Purpletuft,butpur1,251855771,FALSE,Smeđogrla ljubičastogruda kotinga
Tityra inquisitor,Black-crowned Tityra,blctit1,41271501,FALSE,Crnoglava titira
Tityra cayana,Western Black-tailed Tityra,blttit1,383311751,FALSE,Crnorepa titira
Tityra braziliensis,Eastern Black-tailed Tityra,,,FALSE,
Tityra semifasciata,Masked Tityra,mastit1,198132201,FALSE,Maskirana titira
Tityra leucura,White-tailed Tityra,whttit2,,FALSE,Crnoglava titira
Xenopsaris albinucha,White-naped Becards,whnxen1,69853,FALSE,Crnoglava muharičasta kotinga
Pachyramphus versicolor,Barred Becard,barbec1,608680795,FALSE,Trugasti bekard
Pachyramphus xanthogenys,Yellow-cheeked Becard,,,FALSE,Žutoliki zelenoleđi bekard
Pachyramphus griseigularis,Green-cheeked Becard,,,FALSE,
Pachyramphus viridis,Green-backed Becard,grbbec1,488984711,FALSE,Zelenoleđi bekard
Pachyramphus spodiurus,Slaty Becard,slabec1,475140631,FALSE,Škriljasti bekard
Pachyramphus rufus,Cinereous Becard,cinbec2,385182311,FALSE,Pepeljasti bekard
Pachyramphus minor,Pink-throated Becard,pitbec1,77946,FALSE,Ružogrli crni bekard
Pachyramphus aglaiae,Rose-throated Becard,rotbec,166113201,FALSE,Ružogrli bekard
Pachyramphus niger,Jamaican Becard,jambec1,358951561,FALSE,Jamajkanski bekard
Pachyramphus homochrous,One-colored Becard,oncbec1,251725561,FALSE,Jednobojni bekard
Leptopogon taczanowskii,Inca Flycatcher,incfly1,553947651,FALSE,Inka muharka
Taeniotriccus andrei,Black-chested Tyrant,blctyr2,323159621,FALSE,Crnogruda todi-muharka
Cnipodectes subbrunneus,Brownish Twistwing,brofly1,112799,FALSE,Smeđa srpokrila muharka
Cnipodectes superrufus,Rufous Twistwing,ruftwi1,31739191,FALSE,Riđa srpokrila muharka
Rhynchocyclus brevirostris,Eye-ringed Flatbill,eyrfla1,20350,FALSE,Naočarasta pljosnokljuna muharka
Rhynchocyclus aequinoctialis,Western Olivaceous Flatbill,olifla2,25940,FALSE,Zapadna maslinasta muharka
Rhynchocyclus olivaceus,Eastern Olivaceous Flatbill,olifla3,117030,FALSE,Istočna maslinasta muharka
Rhynchocyclus pacificus,Pacific Flatbill,pacfla1,627917244,FALSE,Pacifička pljosnokljuna muharka
Rhynchocyclus fulvipectus,Fulvous-breasted Flatbill,fubfla1,600644471,FALSE,Žutogruda pljosnokljuna muharka
Tolmomyias sulphurescens,Yellow-olive Flatbill,yeofly1,199538,FALSE,Sumporasta pljosnokljuna muharka
Tolmomyias traylori,Orange-eyed Flatbill,orefly1,34313,FALSE,Narandžastooka pljosnokljuna muharka
Tolmomyias assimilis,Yellow-margined Flatbill,yemfly1,388637621,FALSE,Amazonska pljosnokljuna muharka
Tolmomyias flavotectus,Yellow-winged Flatbill,yemfly2,381734391,FALSE,Žutokrila pljosnokljuna muharka
Tolmomyias poliocephalus,Grey-crowned Flatbill,gycfly1,389466461,FALSE,Sivokruna muharka
Tolmomyias viridiceps,Olive-faced Flatbill,yebfly4,622735132,FALSE,Zapadna pljosnokljuna muharka
Tolmomyias flaviventris,Ochre-lored Flatbill,yebfly3,360610661,FALSE,Zapadna pljosnokljuna muharka/istočna pljosnokljuna muharka
Myiornis auricularis,Eared Pygmy-tyrant,eaptyr1,282255931,FALSE,Ušata patuljasta tirančica
Myiornis albiventris,White-bellied Pygmy-tyrant,wbptyr1,608677494,FALSE,Belotrba patuljasta tirančica
Myiornis atricapillus,Black-capped Pygmy-tyrant,bcptyr1,192574,FALSE,Crnokapa patuljasta tirančica
Myiornis ecaudatus,Short-tailed Pygmy-tyrant,stptyr1,369495141,FALSE,Kratkorepa patuljasta tirančica
Oncostoma cinereigulare,Northern Bentbill,norben1,356416921,FALSE,Severna krivokljuna muharka
Oncostoma olivaceum,Southern Bentbill,souben1,198732361,FALSE,Južna krivokljuna muharka
Lophotriccus pileatus,Scale-crested Pygmy-tyrant,scptyr1,123832931,FALSE,Ljuskasta patuljasta tirančica
Lophotriccus vitiosus,Double-banded Pygmy-tyrant,dbptyr1,203919111,FALSE,Dvopojasna patuljasta tirančica
Lophotriccus eulophotes,Long-crested Pygmy-tyrant,lcptyr1,38945,FALSE,Ćubasta patuljasta tirančica
Lophotriccus galeatus,Helmeted Pygmy-tyrant,heptyr1,88486,FALSE,Šlemolika patuljasta tirančica
Atalotriccus pilaris,Pale-eyed Pygmy-tyrant,peptyr1,66608,FALSE,Svetlooka patuljasta tirančica
Hemitriccus minor,Snethlage's Tody-tyrant,snttyr1,647648496,FALSE,Amazonska todi-tirančica
Hemitriccus cohnhafti,Acre Tody-tyrant,acrtot1,500542021,FALSE,Todi-tirančica iz Akre u Brazilu
Hemitriccus spodiops,Yungas Tody-tyrant,yuttyr1,17121,FALSE,Junganska todi-tirančica
Hemitriccus flammulatus,Flamulated Bamboo-tyrant,flapyt1,121793,FALSE,Zapadna bambusova tirančica
Hemitriccus diops,Drab-breasted Bamboo-tyrant,drbpyt1,223833851,FALSE,Svetlosmeđa bambusova tirančica
Hemitriccus obsoletus,Brown-breasted Bamboo-tyrant,bnbpyt1,102724,FALSE,Tamnosmeđa bambusova tirančica
Hemitriccus josephinae,Boat-billed Tody-tyrant,bbttyr1,321841901,FALSE,Džozefinina todi-tirančica
Hemitriccus zosterops,White-eyed Tody-tyrant,wettyr1,113033,FALSE,Belooka todi-tirančica
Hemitriccus griseipectus,White-bellied Tody-tyrant,whbtot1,88409,FALSE,Belotrba todi-tirančica
Hemitriccus orbitatus,Eye-ringed Tody-tyrant,erttyr1,56040061,FALSE,Naočarasta todi-tirančica
Hemitriccus iohannis,Joao's Tody-tyrant,jottyr1,35558,FALSE,Žoaova todi-tirančica
Hemitriccus striaticollis,Stripe-necked Tody-tyrant,snttyr2,117139,FALSE,Prugastovrata todi-tirančica
Hemitriccus nidipendulus,Hangnest Tody-tyrant,hattyr1,293427,FALSE,Zelena todi-tirančica
Hemitriccus margaritaceiventer,Pearly-vented Tody-tyrant,pvttyr1,212397,FALSE,Biserasta todi-tirančica
Hemitriccus inornatus,Pelzeln's Tody-tyrant,pettyr1,203984201,FALSE,Natererova todi-tirančica
Hemitriccus minimus,Zimmer's Tody-tyrant,zittyr1,375483261,FALSE,Cimerova todi-tirančica
Hemitriccus granadensis,Black-throated Tody-tyrant,btttyr1,68131481,FALSE,Crnogrla todi-tirančica
Hemitriccus cinnamomeipectus,Cinnamon-breasted Tody-tyrant,cbttyr1,74342211,FALSE,Cimetastogruda todi-tirančica
Hemitriccus mirandae,Buff-breasted Tody-tyrant,bbttyr2,509606791,FALSE,Mirandina todi-tirančica
Hemitriccus kaempferi,Kaempfer's Tody-tyrant,kattyr1,203984211,FALSE,Todi-tirančica iz Santa Katarine
Hemitriccus rufigullaris,Buff-throated Tody-tyrant,btttyr2,87895,FALSE,
Hemitriccus furcatus,Fork-tailed Tody-tyrant,fotpyt1,471474421,FALSE,Račvorepa todi-tirančica
Poecilotriccus ruficeps,Rufous-crowned Tody- flycatcher,rcttyr1,203699291,FALSE,Riđokruna todi-muharka
Poecilotriccus luluae,Lulu's Tody- flycatcher,johtot1,74343731,FALSE,Crvenolika todi-muharka
Poecilotriccus albifacies,White-cheeked Tody- flycatcher,wcttyr1,135109,FALSE,Todi-muharka belih obraza
Poecilotriccus capitalis,Black-and-white Tody- flycatcher,bawtyr1,34355,FALSE,Crno-bela todi-muharka
Poecilotriccus senex,Buff-cheeked Tody- flycatcher,buctof1,127701,FALSE,Žutolika todi-muharka
Poecilotriccus russatus,Ruddy Tody-flycatcher,rudtof1,388465941,FALSE,Crvenogruda todi-muharka
Poecilotriccus plumbeiceps,Ochre-faced Tody-flycatcher,ocftof1,132567,FALSE,Rumenolika todi-muharka
Poecilotriccus fumifrons,Smoky-fronted Tody-flycatcher,smftof1,203955431,FALSE,Sivočela todi-muharka
Poecilotriccus latirostris,Rusty-fronted Tody-flycatcher,ruftof1,531976721,FALSE,Riđočela todi-muharka
Poecilotriccus sylvia,Slate-headed Tody-flycatcher,shtfly1,226849561,FALSE,Škriljastoglava todi-muharka
Poecilotriccus calopterus,Golden-winged Tody-flycatcher,gowtof1,408117551,FALSE,Zlatokrila todi-muharka
Poecilotriccus pulchellus,Black-backed Tody-flycatcher,bkbtof1,533235091,FALSE,Crnoleđa todi-muharka
Todirostrum maculatum,Spotted Tody-flycatcher,sptfly1,45595,FALSE,Pegava todi-muharka
Todirostrum poliocephalum,Yellow-lored Tody-flycatcher,gyhtof1,203984241,FALSE,Sivoglava todi-muharka
Todirostrum cinereum,Common Tody-flycatcher,cotfly1,211086171,FALSE,Obična todi-muharka
Todirostrum viridanum,Maracaibo Tody-flycatcher,matfly1,405715871,FALSE,Kratkorepa todi-muharka
Todirostrum nigriceps,Black-headed Tody-flycatcher,bhtfly1,621089412,FALSE,Crnoglava todi-muharka
Todirostrum pictum,Painted Tody-flycatcher,patfly1,203953811,FALSE,Šarena todi-muharka
Todirostrum chrysocrotaphum,Yellow-browed Tody-flycatcher,ybtfly1,610061191,FALSE,Žutoobrvasta todi-muharka
Myiotriccus phoenicurus,Eastern Ornate Flycatcher,,,FALSE,Istočna ukrašena muharka
Myiotriccus ornatus,Western Ornate Flycatcher,ornfly1,635485074,FALSE,Ukrašena muharka
Nephelomyias pulcher,Handsome Flycatcher,hanfly1,225151831,FALSE,Jarka muharka
Nephelomyias lintoni,Orange-banded Flycatcher,orbfly1,652079369,FALSE,Belooka muharka
Nephelomyias ochraceiventris,Ochraceous-breasted Flycatcher,ocbfly2,74348611,FALSE,Muharka sa oker grudima
Pyrrhomyias cinnamomeus,Cinnamon Flycatcher,cinfly2,203932121,FALSE,Cimetasta muharka
Hirundinea bellicosa,Swallow Flycatcher,,,FALSE,Istočna lastolika muharka
Hirundinea ferruginea,Cliff Flycatcher,clifly1,361135701,FALSE,Muharka litičarka
Zimmerius cinereicapilla,Red-billed Tyrannulet,rebtyr2,74341231,FALSE,Crvenokljuna tirančica
Zimmerius villarejoi,Michana Tyrannulet,mistyr1,629678641,FALSE,Tirančica iz oblasti Mišana u Peruu
Zimmerius chicomendesi,Chico's Tyrannulet,chityr1,468724301,FALSE,Šikova tirančica
Zimmerius vilissimus,Paltry Tyrannulet,paltyr2,649182225,FALSE,Gvatemalska tirančica
Zimmerius parvus,Mistletoe Tyrannulet,paltyr3,205764,FALSE,Tirančica imelašica
Zimmerius petersi,Venezuelan Tyrannulet,paltyr5,66650,FALSE,Venecuelanska tirančica
Zimmerius improbus,Mountain Tyrannulet,paltyr4,617731985,FALSE,Naočarasta tirančica
Zimmerius chrysops,Golden-faced Tyrannulet,goftyr1,550525611,FALSE,Žutolika tirančica
Zimmerius albigularis,Choco Tyrannulet,chotyr1,308015001,FALSE,Čokoanska tirančica
Zimmerius viridiflavus,Peruvian Tyrannulet,pertyr1,49433,FALSE,Peruanska tirančica
Zimmerius gracilipes,Slender-footed Tyrannulet,slftyr1,386020371,FALSE,Tankoprsta tirančica
Zimmerius acer,Guianan Tyrannulet,guityr1,77949,FALSE,Gvajanska tirančica
Zimmerius bolivianus,Bolivian Tyrannulet,boltyr1,17119,FALSE,Bolivijska tirančica
Stigmatura napensis,Lesser Wagtail-tyrant,lewtyr1,61613421,FALSE,Mala pliskolika tiranka
Stigmatura bahiae,Bahia Wagtail-tyrant,leswat2,509612191,FALSE,Baijska pliskolika tiranka
Stigmatura budytoides,Greater Wagtail-tyrant,grwtyr1,169780771,FALSE,Velika pliskolika tiranka
Inezia tenuirostris,Slender-billed Tyrannulet,slbtyr1,46894011,FALSE,Tankokljuna tirančica
Inezia inornata,Plain Tyrannulet,platyr1,46426,FALSE,Jednobojna tirančica
Inezia subflava,Amazonian Tyrannulet,amatyr1,31748551,FALSE,Amazonska tirančica
Inezia caudata,Pale-tipped Tyrannulet,pattyr3,66636,FALSE,Bledovrha tirančica
Euscarthmus meloryphus,Tawny-crowned Pygmy-tyrant,tacpyt1,66612,FALSE,Riđolika tiranka žbunjarka
Euscarthmus fulviceps,Tawny-fronted Pygmy-tyrant,tacpyt2,11034,FALSE,Žutolika tiranka žbunjarka
Euscarthmus rufomarginatus,Rufous-sided Pygmy-tyrant,rsptyr1,103440,FALSE,Riđoboka tiranka žbunjarka
Ornithion semiflavum,Yellow-bellied Tyrannulet,yebtyr1,630759185,FALSE,Žutotrba tirančica
Ornithion brunneicapillus,Brown-capped Tyrannulet,brctyr,66663,FALSE,Smeđokapa tirančica
Ornithion inerme,White-lored Tyrannulet,whltyr1,385049881,FALSE,Beloobrvasta tirančica
Camptostoma imberbe,Northern Beardless Tyrannulet,nobtyr,174983441,FALSE,Severna bezbrka tirančica
Camptostoma obsoletum,Southern Beardless Tyrannulet,sobtyr1,69870,FALSE,Južna bezbrka tirančica
Elaenia ruficeps,Rufous-crowned Elaenia,rucela1,388990831,FALSE,Riđokruna elenija
Elaenia cristata,Plain-crested Elaenia,plcela1,247050721,FALSE,Ćubasta elenija
Elaenia gigas,Mottle-backed Elaenia,mobela1,635143712,FALSE,Pirgava elenija
Elaenia dayi,Great Elaenia,greela1,251794921,FALSE,Venecuelanska velika elenija
Elaenia sordida,Brazilian Elaenia,higela3,294493601,FALSE,Sitnoglava elenija
Elaenia obscura,Highland Elaenia,higela2,611498896,FALSE,Andska planinska elenija
Elaenia strepera,Slaty Elaenia,slaela1,132577,FALSE,Škriljasta elenija
Elaenia flavogaster,Yellow-bellied Elaenia,yebela1,7433,FALSE,Žutotrba elenija
Elaenia parvirostris,Small-billed Elaenia,smbela1,19552,FALSE,Sitnokljuna elenija
Elaenia pelzelni,Brownish Elaenia,broela1,203984121,FALSE,Smeđasta elenija
Elaenia spectabilis,Large Elaenia,larela1,510904281,FALSE,Velika elenija
Elaenia ridleyana,Noronha Elaenia,norela1,203984101,FALSE,Noronjska elenija
Elaenia brachyptera,Coopman's Elaenia,cooela1,621765417,FALSE,Kratkokrila elenija
Elaenia chiriquensis,Lesser Elaenia,lesela1,278670081,FALSE,Mala elenija
Elaenia mesoleuca,Olivaceous Elaenia,oliela1,389534381,FALSE,Maslinasta elenija
Elaenia pallatangae,Sierran Elaenia,sieela3,523407511,FALSE,Sijerska elenija
Elaenia olivina,Tepui Elaenia,sieela2,300107121,FALSE,Elenija iz Tepuija
Elaenia albiceps,White-crested Elaenia,whcela1,325599701,FALSE,Beloćuba elenija
Elaenia frantzii,Mountain Elaenia,mouela1,46236231,FALSE,Planinska elenija
Elaenia martinica,Caribbean Elaenia,carela1,188040,FALSE,Karipska elenija
Elaenia cherrieri,Hispaniolan Elaenia,graela4,163155001,FALSE,
Elaenia fallax,Greater Antillean Elaenia,graela3,164928,FALSE,Jamajkanska zelenoglava elenija
Tyrannulus elatus,Yellow-crowned Tyrannulet,yectyr1,414481161,FALSE,Žutokruna tirančica
Myiopagis caniceps,Atlantic Grey Elaenia,gryela3,244641631,FALSE,Sivoglava elenija
Myiopagis cinerea,Amazonian Grey Elaenia,gryela2,112809,FALSE,Amazonska elenija
Myiopagis parambae,Choco Grey Elaenia,gryela1,424729841,FALSE,Čokoanska elenija
Myiopagis olallai,Foothill Elaenia,fooela1,69328991,FALSE,Brdska elenija
Myiopagis gaimardii,Forest Elaenia,forela1,626223291,FALSE,Šumska elenija
Myiopagis subplacens,Pacific Elaenia,pacela1,257867301,FALSE,Pacifička elenija
Myiopagis flavivertex,Yellow-crowned Elaenia,yecela1,203932101,FALSE,Žutoglava elenija
Myiopagis viridicata,Greenish Elaenia,greela,157755461,FALSE,Zelenkasta elenija
Myiopagis cotta,Small Jaimaican Elaenia,jamela1,559897721,FALSE,Jamajkanska elenija
Suiriri suiriri,Suiriri Flycatcher,suifly1,217069,FALSE,Suiriri muharka
Suiriri affinis,Chapada Flycatcher,chafly3,191473941,FALSE,
Capsiempis flaveola,Yellow Tyrannulet,yeltyr1,249967911,FALSE,Žuta tirančica
Phyllomyias fasciatus,Planalto Tyrannulet,platyr2,211886501,FALSE,Planalto tirančica
Phyllomyias weedeni,Yungas Tyrannulet,yuntyr1,132741,FALSE,Junganska tirančica
Phyllomyias burmeisteri,Rough-legged Tyrannulet,roltyr3,172661571,FALSE,
Phyllomyias zeledoni,White-fronted Tyrannulet,roltyr1,171271751,FALSE,Beločela tirančica
Phyllomyias virescens,Greenish Tyrannulet,gretyr1,34016,FALSE,Zelenkasta tirančica
Phyllomyias reiseri,Reiser's Tyrannulet,reityr1,234699751,FALSE,Rajserova tirančica
Phyllomyias urichi,Urich's Tyrannulet,urityr1,344723971,FALSE,Urihova tirančica
Phyllomyias sclateri,Sclater's Tyrannulet,scltyr1,218225,FALSE,Sklejterova tirančica
Phyllomyias griseocapilla,Grey-capped Tyrannulet,gyctyr1,288480601,FALSE,Žutokrila sivoglava tirančica
Phyllomyias griseiceps,Sooty-headed Tyrannulet,sohtyr1,203700721,FALSE,Sivoglava tirančica
Phyllomyias plumbeiceps,Plumbeous-crowned Tyrannulet,plctyr1,69418551,FALSE,Olovnosiva tirančica
Phyllomyias nigrocapillus,Black-capped Tyrannulet,blctyr1,272846281,FALSE,Crnokapa tirančica
Phyllomyias cinereiceps,Ashy-headed Tyrannulet,ashtyr1,203931981,FALSE,Sivokapa tirančica
Phyllomyias uropygialis,Tawny-rumped Tyrannulet,tartyr1,305835051,FALSE,Svetloleđa tirančica
Phaeomyias tumbezana,Tumbes Tyrannulet,,,FALSE,
Phaeomyias murina,Mouse-coloured Tyrannulet,,,FALSE,
