Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,sr
Chrysocorypha delatrii,Tawny-crested Tanager,tactan1,203698221,FALSE,Žutokapa crna tangara
Lanio versicolor,White-winged Shrike-tanager,wwstan1,204022051,FALSE,Belokrila svračkolika tangara
Lanio fulvus,Fulvous Shrike-tanager,fustan1,203953901,FALSE,Riđogrla svračkolika tangara
Lanio aurantius,Black-throated Shrike-tanager,btstan1,182676831,FALSE,Crnogrla svračkolika tangara
Lanio leucothorax,White-throated Shrike-tanager,wtstan1,204015261,FALSE,Belogrla svračkolika tangara
Tachyphonus phoenicius,Red-shouldereded Tanager,restan1,306645621,FALSE,Crvenokrila crna tangara
Tachyphonus rufus,White-lined Tanager,whltan1,292782011,FALSE,Crna tangara
Tachyphonus coronatus,Ruby-crowned Tanager,ructan1,108023851,FALSE,Crvenokapa crna tangara
Ramphocelus sanguinolentus,Crimson-collared Tanager,crctan1,571901551,FALSE,Grimiznovrata tangara
Ramphocelus nigrogularis,Masked Crimson Tanager,mactan1,34182,FALSE,Maskirana grimizna tangara
Ramphocelus dimidiatus,Crimson-backed Tanager,crbtan1,100268981,FALSE,Grimiznoleđa tangara
Ramphocelus melanogaster,Huallaga Tanager,bkbtan1,28785,FALSE,Crnotrba tangara
Ramphocelus carbo,Silver-beaked Tanager,sibtan2,385192711,FALSE,Belokljuna tangara
Ramphocelus bresilius,Brazilian Tanager,bratan1,303373691,FALSE,Purpurna tangara
Ramphocelus passerinii,Scarlet-rumped Tanager,y00599,134906571,FALSE,Crvenoleđa tangara
Ramphocelus costaricensis,Cherrie's Tanager,,,FALSE,
Ramphocelus flammigerus,Flame-rumped Tanager,flrtan1,100704481,FALSE,Vatroleđa crna tangara
Ramphocelus icteronotus,Lemon-rumped Tanager,,,FALSE,
Sporophila bouvronides,Lesson's Seedeater,lessee2,383318691,FALSE,Lesonova popić zeba
Sporophila lineola,Lined Seedeater,linsee1,71919,FALSE,Lesonova/dijamantska popić zeba
THRAUPIDAE,Tanagers,,,FALSE,Sunčeva tangara
Catamblyrhynchus diadema,Plushcap,plushc1,68118471,FALSE,Plišana tangara
Charitospiza eucosma,Coalcrest,cocfin2,77201481,FALSE,Senicolika zeba
Orchesticus abeillei,Brown Tanager,brotan1,310805651,FALSE,Smeđa tangara
Parkerthraustes humeralis,Yellow-shouldered Grosbeak,yesgro2,76685421,FALSE,Batokljun žutih ramena
Nemosia pileata,Hooded Tanager,hootan1,225692,FALSE,Kapuljačasta tangara
Nemosia rourei,Cherry-throated Tanager,chttan1,471522671,FALSE,Višnjovrata tangara
Cyanicterus cyanicterus,Blue-backed Tanager,blbtan2,389028531,FALSE,Plavoleđa tangara
Sericossypha albocristata,White-capped Tanager,whctan1,58395,FALSE,Belokapa krejolika tangara
Compsothraupis loricata,Scarlet-throated Tanager,scttan1,251748541,FALSE,Crnoglava krejolika tangara
Coryphaspiza melanotis,Black-masked Finch,blmfin1,423352051,FALSE,Zeba sa crnom maskom
Embernagra platensis,Great Pampa-finch,grpfin1,132387,FALSE,Velika pampaska zeba
Embernagra longicauda,Pale-throated Pampa-finch,ptpfin1,225204,FALSE,Svetlogrla pampaska zeba
Emberizoides ypiranganus,Lesser Grass-finch,lesgrf1,67594,FALSE,Mala pampaska zeba
Emberizoides herbicola,Wedge-tailed Grass-finch,wtgfin1,15214,FALSE,Klinorepa pampaska zeba
Emberizoides duidae,Duida Grass-finch,dugfin1,,FALSE,Duida pampaska zeba
Incaspiza pulchra,Great Inca-finch,grifin1,77205581,FALSE,Velika inka zeba
Incaspiza personata,Rufous-backed Inca-finch,rbifin1,375807821,FALSE,Riđoleđa inka zeba
Incaspiza ortizi,Grey-winged Inca-finch,gywinf1,237659,FALSE,Sivokrila inka zeba
Incaspiza laeta,Buff-bridled Inca-finch,bbifin1,204009521,FALSE,Maranjonska inka zeba
Incaspiza watkinsi,Little Inca-finch,liifin1,204009421,FALSE,Mala inka zeba
Rhopospina fruticeti,Mourning Sierra-finch,mosfin1,11054,FALSE,Žalopojna sijera zeba
Porphyrospiza caerulescens,Blue Finch,blufin1,507044291,FALSE,Plava sijera zeba
Corydospiza alaudina,Banded-tailed Sierra-finch,,,FALSE,Sijera zeba sa trakastim repom
Corydospiza carbonaria,Carbonated Sierra-finch,,,FALSE,Ugljena sijera zeba
Chlorophanes spiza,Green Honeycreeper,grehon1,224067071,FALSE,Zeleni medni puzić
Iridophanes pulcherrimus,Golden-collared Honeycreeper,gochon2,507743521,FALSE,Zlatovrati medni puzić
Chrysothlypis salmoni,Scarlet-and-white Tanager,sawtan1,203699051,FALSE,Grimizno-bela tangara
Chrysothlypis chrysomelas,Black-and-yellow Tanager,baytan2,202826781,FALSE,Crno-žuta tangara
Heterospingus rubrifrons,Sulphur-rumped Tanager,surtan1,614745567,FALSE,Tangara sa sumporastim nadrepkom
Heterospingus xanthopygius,Scarlet-browed Tanager,scbtan2,203922491,FALSE,Grimiznoobrvasta tangara
Hemithraupis flavicollis,Yellow-backed Tanager,yebtan1,203979421,FALSE,Žutoleđa tangara
Hemithraupis guira,Guira Tanager,guitan1,371686921,FALSE,Guira tangara
Hemithraupis ruficapilla,Rufous-headed Tanager,ruhtan1,203915111,FALSE,Riđoglava tangara
Tersina viridis,Swallow Tanager,swatan1,411675661,FALSE,Lastavičja tangara
Cyanerpes caeruleus,Purple Honeycreeper,purhon1,66269361,FALSE,Ljubičasti medni puzić
Cyanerpes cyaneus,Red-legged Honeycreeper,relhon1,161201891,FALSE,Crvenonogi medni puzić
Cyanerpes nitidus,Short-billed Honeycreeper,shbhon2,414515961,FALSE,Kratkokljuni medni puzić
Cyanerpes lucidus,Shining Honeycreeper,shihon1,16255,FALSE,Sjajni medni puzić
Dacnis berlepschi,Scarlet-breasted Dacnis,scbdac1,77543411,FALSE,Crvenogrudi daknis
Dacnis venusta,Scarlet-thighed Dacnis,sctdac1,620372433,FALSE,Crnotrbi daknis
Dacnis cayana,Blue Dacnis,bludac1,72220041,FALSE,Plavi daknis
Dacnis flaviventer,Yellow-bellied Dacnis,yebdac1,615352027,FALSE,Žuti maskirani daknis
Dacnis hartlaubi,Turqoise Dacnis,turdac1,610443960,FALSE,Planinski maskirani daknis
Dacnis egregia,Yellow-tufted Dacnis,bkfdac1,66358261,FALSE,Žutoćubi daknis
Dacnis lineata,Black-faced Dacnis,bkfdac2,286354981,FALSE,Crnoliki daknis
Dacnis viguieri,Viridian Dacnis,virdac1,,FALSE,Tirkizni daknis
Dacnis nigripes,Black-legged Dacnis,blldac1,651302339,FALSE,Crnonogi daknis
Dacnis albiventris,White-bellied Dacnis,whbdac1,615351719,FALSE,Belotrbi daknis
Saltator multicolor,Many-colored Chaco Finch,mccfin1,203961951,FALSE,Višebojna čakoanska zeba
Saltator atricollis,Black-throated Saltator,bltsal1,327519511,FALSE,Crnoliki saltator
Saltator orenocensis,Orinocan Saltator,orisal1,62892,FALSE,Saltator sa Orinoka
Saltator similis,Green-winged Saltator,grwsal1,20265,FALSE,Zelenokrili saltator
Saltator grandis,Northern Grey Saltator,grasal2,184773,FALSE,Cimetasti saltator
Saltator olivascens,Caribbean Grey Saltator,grasal4,77971,FALSE,Karipski saltator
Saltator coerulescens,Amazonian Grey Saltator,grasal3,212907,FALSE,Amazonski saltator
Saltator striatipectus,Streaked Saltator,strsal1,63306,FALSE,Prugasti saltator
Sporophila torqueola,Cinnamon-rumped Seedeater,whcsee2,249734301,FALSE,Popić zeba sa belim okovratnikom (morelleti/torqueola)
Sporophila morelleti,White-collared Seedeater,whcsee1,113267301,FALSE,Popić zeba sa belim okovratnikom (morelleti/torqueola)
Sporophila corvina,Black Seedeater,varsee3,422673721,TRUE,Raznobojna popić zeba
Sporophila ophthalmica,Black-breasted Seedeater,,,FALSE,Raznobojna popić zeba (šarena)
Sporophila intermedia,Grey Seedeater,grysee1,201113,FALSE,Tamna popić zeba
Sporophila americana,Wing-barred Seedeater,wibsee1,186390411,FALSE,Šarenokrila popić zeba
Sporophila murallae,Caqueta Seedeater,,,FALSE,Popić zeba iz oblasti Kaketa
Sporophila fringilloides,White-naped Seedeater,whnsee1,31748241,FALSE,Popić zeba sa belim zatiljkom
Sporophila luctuosa,Black-and-white Seedeater,bawsee1,192597981,FALSE,Crno-bela popić zeba
Sporophila caerulescens,Double-collared Seedeater,docsee1,216407,FALSE,Gizdava popić zeba
Sporophila nigricollis,Yellow-bellied Seedeater,yebsee1,15508,FALSE,Crnokapa/Duboina popić zeba
Sporophila ardesiaca,Dubois's Seedeater,dubsee1,113392,FALSE,Duboina popić zeba
Sporophila funerea,Thick-billed Seed-finch,tbsfin1,72654,FALSE,Debelokljuna popić zeba
Sporophila angolensis,Chestnut-bellied Seed-finch,cbsfin,415359681,FALSE,Brazilska popić zeba
Sporophila nuttingi,Nicaraguan Seed-finch,nisfin1,83280161,FALSE,Nikaragvanska popić zeba
Sporophila maximiliani,Great-billed Seed-finch,gbsfin1,416487531,FALSE,Maksimilijanova popić zeba
Sporophila crassirostris,Large-billed Seed-finch,lbsfin1,63528,FALSE,Krupnokljuna popić zeba
Sporophila atrirostris,Black-billed Seed-finch,bbsfin1,245819,FALSE,Crnokljuna popić zeba
Sporophila schistacea,Slate-colored Seedeater,slcsee1,238576691,FALSE,Škriljasta popić zeba
Sporophila falcirostris,Temminck's Seedeater,temsee1,76686841,FALSE,Popić zeba povijenog kljuna
Sporophila frontails,Buffy-fronted Seedeater,bufsee1,34003,FALSE,
Sporophila plumbea,Plumbeous Seedeater,plusee1,426541961,FALSE,Siva popić zeba
Sporophila beltoni,Tropeiro Seedeater,trosee1,20254,FALSE,Popić zeba sa mazgarske staze
Sporophila collaris,Rusty-collared Seedeater,rucsee1,132833,FALSE,Paragvajska riđotrba popić zeba
Sporophila albogularis,White-throated Seedeater,whtsee1,124411381,FALSE,Belogrla popić zeba
Sporophila leucoptera,White-bellied Seedeater,whbsee1,89186,FALSE,Belokrila popić zeba
Sporophila peruviana,Parrot-billed Seedeater,pabsee1,204011451,FALSE,Papagajska popić zeba
Sporophila telasco,Chestnut-throated Seedeater,chtsee1,81150,FALSE,Smeđogrla popić zeba
Sporophila simplex,Drab Seedeater,drasee1,235648,FALSE,Jednobojna popić zeba
Sporophila castaneiventris,Chestnut-bellied Seedeater,chbsee1,537504691,FALSE,Popić zeba kestenjastog trbuha
Sporophila minuta,Ruddy-breasted Seedeater,rubsee1,15484,FALSE,Patuljasta popić zeba
Sporophila bouvreuil,Copper Seedeater,capsee1,293319951,FALSE,Narandžasta popić zeba
Sporophila nigrorufa,Black-and-tawny Seedeater,batsee2,203985401,FALSE,Crno-riđa popić zeba
Sporophila hypoxantha,Tawny-bellied Seedeater,tabsee1,650077916,FALSE,Oker popić zeba
Sporophila ruficollis,Dark-throated Seedeater,datsee1,700383,FALSE,Popić zeba sa tamnim grlom
Sporophila iberaensis,Ibera Seedeater,ibesee1,124493621,FALSE,Popić zeba sa Ibere
Sporophila pileata,Pearly-bellied Seedeater,pebsee1,113421,FALSE,Popić zeba sa biserastim trbuhom
Sporophila hypochroma,Rufous-rumped Seedeater,rursee1,612500653,FALSE,Popić zeba riđeg nadrepka
Sporophila cinnamomea,Chestnut Seedeater,chesee1,132876,FALSE,Kestenjasta popić zeba
Sporophila palustris,Marsh Seedeater,marsee1,132871,TRUE,Močvarska popić zeba
Sporophila melanogaster,Black-bellied Seedeater,blbsee2,204009801,FALSE,Crnotrba popić zeba
Piezorina cinerea,Cinereous Finch,cinfin1,238287,FALSE,Velika siva zeba
Xenospingus concolor,Slender-billed Finch,slbfin3,439745441,FALSE,Vitka siva zeba
Cnemoscopus rubrirostris,Grey-hooded Tanager,gyhbut2,203930031,FALSE,Crvenokljuna sivokapuljačasta tangara/tamnokljuna sivokapuljačasta tangara
Cnemoscopus chrysogaster,Golden-bellied Tanager,gyhbut3,77202801,FALSE,Tamnokljuna sivokapuljačasta tangara
Pseudospingus verticalis,Black-headed Hemispingus,blhhem1,21788,FALSE,Crnoglavi hemispingus
Pseudospingus xanthophthalmus,Drab Hemispingus,drahem1,17364,FALSE,Crni hemispingus
Poospiza boliviana,Bolivian Warbling-finch,bowfin1,65323,FALSE,Bolivijska monterita
Poospiza ornata,Cinnamon Warbling-finch,ciwfin2,84832371,FALSE,Cimetasta monterita
Poospiza whitii,Black-and-chestnut Warbling-finch,barwaf2,85259301,FALSE,Kestenjasta monterita
Poospiza nigrorufa,Black-and-rufous Warbling-finch,barwaf1,217778,FALSE,Kestenjasta monterita
Poospiza hispaniolensis,Collared Warbling-finch,cowfin1,81131,FALSE,Crnogruda strnadica
Poospiza rubecula,Rufous-breasted Warbling-finch,rbwfin1,161763,FALSE,Sivo-riđa monterita
Poospiza baeri,Tucuman Mountain-finch,tumfin1,212255,FALSE,Tukumanska monterita
Poospiza garleppi,Cochabamba Mountain-finch,comfin1,132519,FALSE,Kočabamba monterita
Poospiza goeringi,Slaty-backed Hemispingus,slbhem1,334272591,FALSE,Beloobrvasta monterita
Poospiza rufosuperciliaris,Rufous-browed Hemispingus,rubhem1,204022471,FALSE,Riđoobrvasta monterita
Kleinotharupis reyi,Grey-capped Hemispingus,,,FALSE,
Kleinotharupis atropileus,Black-capped Hemispingus,blchem1,21795,FALSE,
Kleinotharupis auricularis,White-browed Hemispingus,,,FALSE,
Kleinotharupis calophrys,Orange-browed Hemispingus,orbhem1,647135581,FALSE,
Kleinotharupis parodii,Parodi's Hemispingus,parhem1,203890401,FALSE,
Sphenopsis frontalis,Oleaginous Hemispingus,olehem1,324123981,FALSE,Maslinasti hemispingus
Sphenopsis ochracea,Western Hemispingus,,,FALSE,
Sphenopsis piurae,Piura Hemispingus,,,FALSE,
Sphenopsis melanotis,Black-eared Hemispingus,blehem1,204007671,FALSE,Crnouhi hemispingus
Thlypopsis fulviceps,Fulvous-headed Tanager,fuhtan1,308529711,FALSE,Žutoglava tangara
Thlypopsis inornata,Buff-bellied Tanager,bubtan1,77394101,FALSE,Crvenokruna tangara
Thlypopsis sordida,Orange-headed Tanager,orhtan1,210361,FALSE,Narandžastoglava tangara
Thlypopsis pyrrhocoma,Chestnut-headed Tanager,chhtan1,203961941,FALSE,Tangara kestenjaste glave
Thlypopsis ruficeps,Rust-and-yellow Tanager,raytan1,511073211,FALSE,Rumeno-žuta tangara
Thlypopsis superciliaris,Eyebrowed Hemispingus,suphem1,594844831,FALSE,Obrvasta tangara
Thlypopsis ornata,Rufous-chested Tanager,ructan3,246796,FALSE,Rumena tangara
Thlypopsis pectoralis,Brown-flanked Tanager,brftan1,77383411,FALSE,Rumenoglava tangara
Castanozoster thoracicus,Bay-chested Warbling-finch,bcwfin1,230501,FALSE,Sivo-kestenjasta monterita
Donacospiza albifrons,Long-tailed Reed-finch,ltrfin1,203983141,FALSE,Dugorepa tršćarska zeba
Cypsnagra hirundinacea,White-rumped Tanager,whrtan1,69530,FALSE,Tangara sa belim nadrepkom
Poospizopsis hypocondria,Rufous-sided Warbling-finch,,,FALSE,Riđoboka monterita
Poospizopsis caesar,Chestnut-breasted Mountain-finch,cbmfin1,652236267,FALSE,Carska monterita
Urothraupis stolzmanni,Stolzmann's Tanager,bbbtan1,203958061,FALSE,Crnoleđa šumska tangara
Nephelornis oneilli,Pardusco,pardus2,203889411,FALSE,Pardusko
Microspingus lateralis,Buff-breasted Warbling-finch,rrwfin1,176227671,FALSE,Smeđogrli mikrospingus
Microspingus cabanisi,Grey- breasted Warbling-finch,gytwaf1,237239391,FALSE,Sivogrli mikrospingus
Microspingus erythrophrys,Rusty-browed Warbling-finch,rbwfin2,217135,FALSE,Rđasti mikrospingus
Microspingus alticola,Plain-tailed Warbling-finch,ptwfin1,77465731,FALSE,Maranjonski mikrospingus
Microspingus torquatus,Ringed Warbling-finch,riwfin1,203961901,FALSE,Šareni mikrospingus
Microspingus pectoralis,Black-breasted Warbling-finch,,,FALSE,
Microspingus trifasciatus,Three-striped Hemispingus,thshem1,24045,FALSE,Troprugasti mikrospingus
Microspingus melanoleucus,Black-capped Warbling-finch,bcwfin2,443748001,FALSE,Crnokapi mikrospingus
Microspingus cinereus,Cinereous Warbling-finch,ciwfin1,204020381,FALSE,Sivi mikrospingus
Conirostrum margaritae,Pearly-breasted Conebill,pebcon1,127494,FALSE,Biserna kupokljunka
Conirostrum bicolor,Bicolored Conebill,biccon1,203930861,FALSE,Dvobojna kupokljunka
Conirostrum speciosum,Chestnut-vented Conebill,chvcon1,221730921,FALSE,Smeđotrba kupokljunka
Conirostrum leucogenys,White-eared Conebill,whecon1,309165491,FALSE,Belouha kupokljunka
Conirostrum albifrons,Capped Conebill,capcon1,299049,FALSE,Kapasta kupokljunka
Conirostrum binghami,Giant Conebill,giacon1,60379,FALSE,Džinovska kupokljunka
Conirostrum sitticolor,Blue-backed Conebill,blbcon1,391324361,FALSE,Plavoleđa kupokljunka
Conirostrum ferrugineiventre,White-browed Conebill,whbcon1,647135028,FALSE,Brgljezolika kupokljunka
Conirostrum tamarugense,Tamarugo Conebill,tamcon1,535717341,FALSE,Riđogrla kupokljunka
Conirostrum rufum,Rufous-browed Conebill,rubcon1,224668041,FALSE,Riđa kupokljunka
Conirostrum fraseri,Ochraceous Conebill,,,FALSE,Smeđesiva kupokljunka
Conirostrum cinereum,Cinereous Conebill,cincon1,430748421,FALSE,Siva kupokljunka
Sicalis citrina,Stripe-tailed Yellow-finch,styfin1,63571,FALSE,Cerado žuta zeba
Sicalis taczanowskii,Sulphur-throated Finch,sutfin1,616296593,FALSE,Zeba sumporastog grla
Sicalis uropigyalis,Bright-rumped Yellow-finch,bryfin1,482254461,FALSE,Sivouha žuta zeba
Sicalis flaveola,Saffron Finch,saffin,651136674,FALSE,Šafran zeba
Sicalis columbiana,Orange-fronted Yellow-finch,ofyfin1,203923991,FALSE,Žuta zeba sa narandžastim čelom
Sicalis luteola,Grassland Yellow-finch,gryfin1,213128,FALSE,Mala šafran zeba
Sicalis luteocephala,Citron-headed Yellow-finch,chyfin1,168878571,FALSE,Žutolika žuta zeba
Sicalis lebruni,Patagonian Yellow-finch,payfin1,614099948,FALSE,Patagonska žuta zeba
Sicalis mendozae,Monte Yellow-finch,monyef1,219076,FALSE,Žuta zeba iz Mendoze i Monte
Sicalis olivascens,Greenish Patagonian or Monte Yellow-Finch,gryfin3,210382,FALSE,Zelenkasta žuta zeba
Sicalis auriventris,Greater Yellow-finch,gryfin2,700015,FALSE,Velika žuta zeba
Sicalis raimondii,Raimondi's Yellow-finch,rayfin1,439745831,FALSE,Rajmondijeva žuta zeba
Sicalis lutea,Puna Yellow-finch,puyfin1,212935,FALSE,Punska žuta zeba
Phrygilus gayi,Grey-hooded Sierra-finch,gyhsif1,254225311,FALSE,Sijera zeba sa sivom kapuljačom
Phrygilus patagonicus,Patagonian Sierra-finch,pasfin1,203892721,FALSE,Patagonska sijera zeba
Phrygilus atriceps,Black-hooded Sierra-finch,bhsfin1,203961851,FALSE,Crnokapuljačasta sijera zeba
Phrygilus punensis,Peruvian Sierra-finch,pesfin1,637516577,TRUE,Peruanska sijera zeba
Neospiza acunhae,Inaccessible Finch,,,FALSE,
Neospiza questi,Nightingale Finch,,,FALSE,
Neospiza wilkinsi,Wilkins's Finch,wilfin3,204770,FALSE,
Rowettia goughensis,Gough Finch,goifin1,639860085,FALSE,Zeba sa ostrva Gof
Melanodera xanthogramma,Yellow-bridled Finch,yebfin1,34739731,FALSE,Žuta bradata zeba
Melanodera melanodera,White-bridled Finch,cawfin1,203976181,FALSE,Siva bradata zeba
Haplospiza unicolor,Uniform Finch,unifin1,203695731,FALSE,Jednobojna zeba
Geospizopsis plebejus,Ash-breasted Sierra-finch,absfin1,625033327,FALSE,Pepeljasta sijera zeba
Geospizopsis unicolor,Plumbeous Sierra-finch,plsfin1,440852091,FALSE,Olovnosiva sijera zeba
Spodiornis rusticus,Slaty Finch,slafin1,304033071,FALSE,Škriljasta zeba
Acanthidops bairdi,Peg-billed Finch,pebfin1,209449,FALSE,Šiljokljuna zeba
Xenodacnis petresi,Streaked Dacnis,,,FALSE,
Xenodacnis parina,Tit-like Dacnis,tildac1,10473,FALSE,Senicoliki daknis
Idiopsar brachyurus,Short-tailed Finch,shtfin1,497461311,FALSE,Kratkorepa diuk zeba
Diuca speculifera,White-winged Diuca-finch,,,FALSE,Belokrila diuk zeba
Ephippiospingus erythronotus,White-throated Sierra-finch,,,FALSE,Belogrla sijera zeba
Ephippiospingus dorsalis,Red-backed Sierra-finch,,,FALSE,Crvenoleđa sijera zeba
Catamenia analis,Band-tailed Seedeater,batsee1,613392607,FALSE,Katamenija popić zeba
Catamenia inornata,Plain-colored Seedeater,plcsee1,212258,FALSE,Jednobojna katamenija popić zeba
Catamenia homochroa,Paramo Seedeater,parsee1,549843841,FALSE,Popić zeba iz paramo klekovine
Diglossa glauca,Deep-blue Flowerpiercer,debflo1,647142892,FALSE,Tamnoplava bušilica
Diglossa caerulescens,Bluish Flowerpiercer,bluflo1,46892701,FALSE,Plava bušilica
Diglossa cyanea,Masked Flowerpiercer,masflo1,223554211,FALSE,Maskirana bušilica
Diglossa indigotica,Indigo Flowerpiercer,indflo1,203957981,FALSE,Indigo bušilica
Diglossa sittoides,Rusty Flowerpiercer,rusflo1,383152821,FALSE,Riđotrba bušilica
Diglossa plumbea,Slaty Flowerpiercer,slaflo1,629889993,FALSE,Siva bušilica
Diglossa baritula,Cinnamon-bellied Flowerpiercer,cibflo1,154523181,FALSE,Plavo-crvena bušilica
Diglossa mystacalis,Moustached Flowerpiercer,mouflo1,647135262,FALSE,Brkata bušilica
Diglossa gloriosissima,Chestnut-bellied Flowerpiercer,chbflo1,203922811,FALSE,Crvenotrba bušilica
Diglossa lafresnayii,Glossy Flowerpiercer,gloflo1,317736851,FALSE,Sivokrila bušilica
Diglossa duidae,Scaled Flowerpiercer,scaflo1,236086551,FALSE,Ljuskasta bušilica
Diglossa major,Greater Flowerpiercer,greflo1,451501871,FALSE,Velika bušilica
Diglossa venezuelensis,Venezuelan Flowerpiercer,venflo1,251708001,FALSE,Venecuelanska bušilica
Diglossa albilatera,White-sided Flowerpiercer,whsflo1,92851,FALSE,Beloboka bušilica
Diglossa carbonaria,Grey-bellied Flowerpiercer,gybflo1,633285962,FALSE,Sivotrba bušilica
Diglossa brunneiventris,Black-throated Flowerpiercer,bktflo1,31432701,FALSE,Trobojna bušilica
Diglossa gloriosa,Merida Flowerpiercer,merflo1,622937541,FALSE,Bušilica iz Meride
Diglossa humeralis,Black Flowerpiercer,blkflo1,242733,FALSE,Crna bušilica
Calochaetes coccineus,Vermilion Tanager,vertan1,638916610,FALSE,Karmincrvena tangara
Iridosornis porphyrocephalus,Purplish-mantled Tanager,pumtan2,627790727,FALSE,Plava žutogrla tangara
Iridosornis analis,Yellow-throated Tanager,yettan1,77533951,FALSE,Zelena žutogrla tangara
Iridosornis jelskii,Golden-collared Tanager,goctan3,376378821,FALSE,Tangara sa zlatnom ogrlicom
Iridosornis reinhardti,Yellow-scarfed Tanager,yestan1,77534781,FALSE,Žutouha tangara
Iridosornis rufivertex,Golden-crowned Tanager,goctan4,218483,FALSE,Zlatokruna tangara
Pipraeidea melanonota,Fawn-breasted Tanager,fabtan1,525793561,FALSE,Cimetastotrba tangara
Pipraeidea darwinii,Green-mantled Tanager,,,FALSE,Plavo-žuta tangara (zelenih leđa)
