Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,uk
Zosterops salvadori,Enggano White-eye,,,FALSE,Окулярник енганський
Zosterops everetti,Everett's White-eye,evweye1,203894151,FALSE,Окулярник сірогрудий
Zosterops abyssinicus,Abyssinian White-eye,wbweye1,631561054,FALSE,Окулярник абісинський
Zosterops flavilateralis,Kenya White-eye,whbwhe3,287127681,FALSE,окулярник савановий
Zosterops senegalensis,African Yellow White-eye,afywhe2,203959921,FALSE,Окулярник сенегальський
Zosterops vaughani,Pemba White-eye,peweye1,638739505,FALSE,Окулярник пембейський
Zosterops pallidus,Orange River White-eye,capwhe6,278381,FALSE,Окулярник блідий/капський
Zosterops virens,Cape White-eye,capwhe2,612981962,FALSE,Окулярник блідий/капський
Zosterops modestus,Seychelles White-eye,seywhe1,629620258,FALSE,Окулярник магейський
Zosterops maderaspatanus,Madagascar White-eye,madwhe1,257661751,FALSE,Окулярник мадагаскарський
Zosterops kirki,Kirk's White-eye,kirwhe1,,FALSE,окулярник коморський
Zosterops mayottensis,Chestnut-sided White-eye,maywhe1,203979131,FALSE,Окулярник майотійський
†Zosterops semiflavus,Marianne White-eye,marwhe1,,FALSE,
Zosterops ficedulinus,Principe White-eye,satwhe1,632783511,FALSE,Окулярник інжировий
Zosterops feae,Sao Tome White-eye,satwhe2,96201,FALSE,окулярник сан-томейський
Zosterops griseovirescens,Annobon White-eye,anweye1,,FALSE,Окулярник анобонський
Zosterops leucophaeus,Principe Speirops,prispe1,93999,FALSE,Затоківка принсипійська
Zosterops lugubris,Black-capped Speirops,blcspe1,96216,FALSE,Затоківка чорноголова
Zosterops poliogastrus,Ethiopian White-eye,heuwhe2,609066916,FALSE,Окулярник ефіопський
Zosterops kaffensis,Kaffa White-eye,kafwhe1,569506331,FALSE,Окулярник кафський
Zosterops kulalensis,Kulal White-eye,,,FALSE,
Zosterops kikuyuensis,Kikuyu White-eye,brrwhe3,625719830,FALSE,окулярник кенійський
Zosterops silvanus,Taita White-eye,brrwhe4,23686,FALSE,окулярник лісовий
Zosterops eurycricotus,Kilimanjaro White-eye,brrwhe8,390623971,FALSE,Окулярник кіліманджарський
Zosterops mbuluenis,Mbulu White-eye,brrwhe9,650260557,FALSE,
Zosterops winifredae,South Pare White-eye,brrwhe10,280285,FALSE,окулярник танзанійський
Zosterops brunneus,Bioko Speirops,fepspe1,623148214,FALSE,Затоківка бура
Zosterops melanocephalus,Mount Cameroon Speirops,camspe1,,FALSE,Затоківка білолоба
Zosterops flavus,Javan White-eye,jaweye2,526183071,FALSE,Окулярник жовтий
Zosterops natalis,Christmas White-eye,ciweye2,640647512,FALSE,Окулярник світлолобий
Zosterops chloris,Lemon-bellied White-eye,yebwhe1,32937,FALSE,Окулярник цитриновий
Zosterops citrinella,Ashy-bellied White-eye,asbwhe1,199794041,FALSE,Окулярник сумбейський
Zosterops luteus,Australian Yellow White-eye,ayweye3,396351011,FALSE,Окулярник мангровий
Zosterops consobrinorum,Pale-bellied White-eye,sulwhe1,203945571,FALSE,Окулярник целебеський
Zosterops grayi,Pearl-bellied White-eye,grkwhe1,622682005,FALSE,Окулярник великокейський
Zosterops uropygialis,Golden-bellied White-eye,likwhe1,613529595,FALSE,Окулярник малокейський
Zosterops anomalus,Black-ringed White-eye,bkrwhe1,203758701,FALSE,Окулярник садовий
Zosterops atriceps,Cream-throated White-eye,crtwhe1,203905201,FALSE,Окулярник біловолий
Zosterops somadikartai,Togian White-eye,togwhe1,208391581,FALSE,Окулярник тогіанський
Zosterops nehrkorni,Sangihe White-eye,sanwhe1,,FALSE,Окулярник сангезький
Zosterops atrifrons,Black-crowned White-eye,bcweye2,32931,FALSE,Окулярник золотогорлий
Zosterops stalkeri,Seram White-eye,serwhe1,518114,FALSE,Окулярник серамський
Zosterops chrysolaemus,Black-fronted White-eye,bfweye1,203968631,FALSE,Окулярник малий [група chrysolaemus]
Zosterops minor,Green-fronted White-eye,bfweye1,203968631,FALSE,Окулярник малий
Zosterops meeki,Tagula White-eye,wtweye1,630458894,FALSE,Окулярник білогорлий
Zosterops hypoxanthus,Bismarck White-eye,bhweye1,621830327,FALSE,Окулярник меланезійський
Zosterops mysorensis,Biak White-eye,biweye1,203917371,FALSE,Окулярник біяцький
Zosterops fuscicapilla,Capped White-eye,capwhe3,251712931,FALSE,Окулярник оливковий
Zosterops crookshanki,Oya Tabu White-eye,,,FALSE,
Zosterops buruensis,Buru Yellow White-eye,burwhe1,218099471,FALSE,Окулярник буруйський
Zosterops kuehni,Ambon Yellow White-eye,ambwhe1,628575550,FALSE,Окулярник амбонський
Zosterops novaeguineae,New Guinea White-eye,ngweye1,42745961,FALSE,Окулярник новогвінейський
Zosterops metcalfii,Yellow-throated White-eye,ytweye1,203959611,FALSE,Окулярник жовтогорлий
Zosterops stresemanni,Malaita White-eye,maweye2,608902241,FALSE,Окулярник малаїтський
Zosterops kamlini,Bougainville White-eye,gytwhe2,634651755,FALSE,
Zosterops rendovae,Grey-throated White-eye,gytwhe5,247187,FALSE,Окулярник макірський
Zosterops vellalavella,Vella Lavella White-eye,baweye2,203905751,FALSE,Окулярник велалавельський
Zosterops sanctaecrucis,Santa Cruz White-eye,sacwhe1,,FALSE,Окулярник санта-крузький
Zosterops gibbsi,Vanikoro White-eye,vanwhe1,,FALSE,окулярник ванікорський
Zosterops samoensis,Samoan White-eye,saweye1,139931,FALSE,Окулярник савайський
Zosterops superciliosus,Bare-eyed White-eye,beweye1,203934581,FALSE,Окулярниця ренельська
Zosterops lacertosus,Sanford's White-eye,saweye2,,FALSE,Окулярниця санта-крузька
Zosterops explorator,Fiji White-eye,laweye1,203910801,FALSE,Окулярник фіджійський
Zosterops flavirostris,Vanuatu White-eye,,,FALSE,
Zosterops minutus,Small Lifou White-eye,slweye1,203888581,FALSE,Окулярник лоялтійський
Zosterops xanthochroa,Green-backed White-eye,gnbwhe1,203989781,FALSE,Окулярник новокаледонський
Zosterops finschii,Dusky White-eye,duweye1,140137,FALSE,Окулярник бурий
Zosterops ponapensis,Pohnpei White-eye,pohwhe1,140103,FALSE,окулярник погнпейський
Zosterops cinereus,Kosrae White-eye,koswhe1,55626,FALSE,Окулярник сірий
Zosterops oleagineus,Yap Olive White-eye,yapwhe1,5489,FALSE,Окулярник помаранчевоногий
Zosterops luteirostris,Splendid White-eye,spweye2,203905661,FALSE,Окулярник соломонський
Zosterops splendidus,Ranongga White-eye,gaweye1,700168,FALSE,Окулярник ранонгійський
Zosterops kulambangrae,Solomons White-eye,soiwhe2,175612251,FALSE,Окулярник пальмовий
Zosterops lateralis,Silvereye,silver3,394799791,TRUE,Окулярник сивоспинний
Zosterops albogularis,White-chested White-eye,wcweye1,,FALSE,Окулярник норфолцький
Zosterops tenuirostris,Slender-billed White-eye,sbweye1,613131690,FALSE,окулярник зелений
Zosterops inornatus,Large Lifou White-eye,llweye1,203908251,FALSE,Окулярник великий
†Zosterops stenuus,Robust White-eye,robwhe1,,FALSE,
Zosterops rennellianus,Rennell White-eye,reweye1,141714911,FALSE,Окулярник помаранчеводзьобий
Zosterops griseotinctus,Louisiade White-eye,loweye1,640899043,FALSE,Окулярник папуанський
Zosterops murphy,Kolombangara White-eye,kulwhe1,68624791,FALSE,Окулярник коломбангарський
Tephrozosterops stalkeri,Bicoloured White-eye,rufwhe1,,FALSE,Окулярець манузельський
TIMALIIDAE,Scimitar-babblers and allies,,,FALSE,
Spelaeornis caudatus,Rufous-throated Wren-babbler,rtwbab1,203904831,FALSE,Ляомей непальський
Spelaeornis badeigularis,Rusty-throated Wren-babbler,miswrb1,625570707,FALSE,ляомей асамський
Spelaeornis troglodytoides,Bar-winged Wren-babbler,bwwbab1,203904501,FALSE,ляомей смугастокрилий
Spelaeornis chocolatinus,Naga Wren-babbler,ltwbab1,203983291,FALSE,Ляомей маніпурський
Spelaeornis oatesi,Chin Hills Wren-babbler,chhwrb1,423173941,FALSE,ляомей мізорамський
Spelaeornis reptatus,Grey-bellied Wren-babbler,gybwrb1,548823791,FALSE,ляомей сірочеревий
Spelaeornis kinneari,Pale-throated Wren-babbler,patwrb1,175353,FALSE,ляомей світлогорлий
Spelaeornis longicaudatus,Tawny-breasted Wren-babbler,tbwbab1,151362271,FALSE,ляомей довгохвостий
Pomatorhinus ochraceiceps,Red-billed Scimitar-babbler,rbsbab1,623271554,FALSE,силамбан бірманський
Pomatorhinus ferruginosus,Coral-billed Scimitar-babbler,cobscb1,485572811,FALSE,Силамбан масковий/буроголовий
Pomatorhinus phayeri,Brown-crowned Scimitar-babbler,bncscb1,426295511,FALSE,
Pomatorhinus superciliaris,Slender-billed Scimitar-babbler,sbsbab1,14217,FALSE,силамбан серподзьобий
Pomatorhinus horsfieldii,Indian Scimitar-babbler,insbab1,412549931,FALSE,Силамбан індійський
Pomatorhinus melanurus,Sri Lankan Scimitar-babbler,srlscb1,178523,FALSE,силамбан цейлонський
Pomatorhinus schisticeps,White-browed Scimitar-babbler,wbsbab1,203918311,FALSE,силамбан сивоголовий
Pomatorhinus montanus,Chestnut-backed Scimitar-babbler,chbscb1,644849274,FALSE,Силамбан каштановий
Pomatorhinus ruficollis,Streak-breasted Scimitar-babbler,sbsbab3,503924041,FALSE,Силамбан рудошиїй
Pomatorhinus musicus,Taiwan Scimitar-babbler,taiscb1,66059251,FALSE,силамбан тайванський
Erythrogenys hypoleucos,Large Scimitar-babbler,lasbab1,33351,FALSE,силамбан великий
Erythrogenys erythrogenys,Rusty-cheeked Scimitar-babbler,rcsbab1,169472081,FALSE,Тимелія-криводзьоб рудощока
Erythrogenys mcclellandi,Spot-breasted Scimitar-babbler,spbscb1,626266478,FALSE,силамбан буробокий
Erythrogenys gravivox,Black-streaked Scimitar-babbler,bksscb1,203898921,FALSE,силамбан рудобокий
Erythrogenys swinhoei,Grey-sided Scimitar-babbler,gysscb1,204002371,FALSE,силамбан сіробокий
Erythrogenys erythrocnemis,Black-necklaced Scimitar-babbler,sbsbab2,66059311,FALSE,Тимелія-криводзьоб чорновуса
Stachyris grammiceps,White-breasted Babbler,whbbab2,523860881,FALSE,суїмей білогрудий
Stachyris nigricollis,Black-throated Babbler,bltbab1,589343081,FALSE,суїмей чорногорлий
Stachyris maculata,Chestnut-rumped Babbler,chrbab1,203930391,FALSE,суїмей рудогузий
Stachyris nigriceps,Grey-throated Babbler,gytbab1,297033111,FALSE,суїмей вохристий
Sphenocichla humei,Blackish-breasted Babbler,,,FALSE,
Sphenocichla roberti,Chevron-breasted Babbler,,,FALSE,Тимелія-клинодзьоб світловола
Stachyris poliocephala,Grey-headed Babbler,gyhbab1,33279,FALSE,суїмей світлоокий
Stachyris leucotis,White-necked Babbler,whnbab1,644210401,FALSE,суїмей сірощокий
Stachyris herberti,Sooty Babbler,soobab1,651199785,FALSE,суїмей лаоський
Stachyris nonggangensis,Nonggang Babbler,nonbab1,391271201,FALSE,суїмей китайський
Stachyris strialata,Spot-necked Babbler,spnbab1,113568,FALSE,суїмей червоногрудий
Stachyris oglei,Snowy-throated Babbler,sntbab1,204014891,FALSE,суїмей асамський
Stachyris thoracica,White-bibbed Babbler,whbbab1,70598,FALSE,суїмей біловолий
Dumetia hyperythra,Tawny-bellied Babbler,tabbab1,570606081,FALSE,куртник рудочеревий
Rhopocichla atriceps,Dark-fronted Babbler,dafbab1,417189561,FALSE,куртник чорнолобий
Timalia pileata,Chestnut-capped Babbler,chcbab1,352357071,FALSE,Тимелія червоноголова
Mixornis gularis,Pin-striped Tit-babbler,sttbab1,158664291,FALSE,Синчівка жовточерева
Mixornis bornensis,Bold-striped Tit-babbler,bostib1,129588,FALSE,Синчівка смугастовола
Mixornis flavicollis,Grey-cheeked Tit-babbler,gyctib1,554525601,FALSE,Синчівка сірощока
Mixornis prillwitzi,Kangean Tit-babbler,gyctib3,608482079,FALSE,синчівка кангеанська
Mixornis kelleyi,Grey-faced Tit-babbler,gyftib1,204005441,FALSE,Синчівка світлоока
Macronus striaticeps,Brown Tit-babbler,brtbab1,203894131,FALSE,Синчівка бура
Macronus ptilosus,Fluffy-backed Tit-babbler,fbtbab1,203930261,FALSE,Синчівка чорногорла
Cyanoderma chrysaeum,Golden Babbler,golbab1,70410,FALSE,гонгтоу золотистий
Cyanoderma erythropterum,Chestnut-winged Babbler,chwbab1,451773051,FALSE,Суїмей малий
Cyanoderma bicolor,Grey-hooded Babbler,chwbab3,204000371,FALSE,суїмей двобарвний
Cyanoderma melanothorax,Crescent-chested Babbler,crcbab1,70678,FALSE,суїмей чорносмугий
Cyanoderma pyrrhops,Black-chinned Babbler,blcbab2,204026501,FALSE,гонгтоу гімалайський
Cyanoderma ruficeps,Rufous-capped Babbler,rucbab1,615991945,FALSE,гонгтоу рудоголовий
Cyanoderma rufifrons,Rufous-fronted Babbler,rufbab10,465512641,FALSE,
PELLORNEIDAE,Ground-babblers,,,FALSE,
Malacopteron affine,Sooty-capped Babbler,socbab1,70535,FALSE,ґаруло темноголовий
Malacopteron albogularis,Grey-breasted Babbler,,,FALSE,
Malacopteron cinereum,Scaly-crowned Babbler,sccbab1,634278774,FALSE,ґаруло червонолобий
Malacopteron magnum,Rufous-crowned Babbler,rucbab2,634089274,FALSE,ґаруло рудоголовий
Malacopteron palawanense,Melodious Babbler,palbab1,633425839,FALSE,ґаруло палаванський
Malacopteron magnirostre,Moustached Babbler,moubab1,70245,FALSE,ґаруло  вусатий
Gampsorhynchus rufulus,White-hooded Babbler,whhbab2,204014901,FALSE,Куруві білоголовий
Gampsorhynchus torquatus,Collared Babbler,colbab1,203918111,FALSE,Куруві ясноокий
Schoeniparus brunneus,Dusky Fulvetta,dusful1,90646601,FALSE,Альципа рудоголова
Schoeniparus dubius,Rusty-capped Fulvetta,rucful1,203939921,FALSE,Альципа мала
Schoeniparus rufogularis,Rufous-throated Fulvetta,rutful1,295407841,FALSE,Альципа рудовола
Schoeniparus cinereus,Yellow-throated Fulvetta,yetful1,203904801,FALSE,Альципа-крихітка жовтоброва
Schoeniparus castaneceps,Rufous-winged Fulvetta,ruwful1,225551481,FALSE,Альципа-крихітка білоброва
Schoeniparus klossi,Black-crowned Fulvetta,bkcful1,76335671,FALSE,Альципа-крихітка анамська
Schoeniparus variegaticeps,Golden-fronted Fulvetta,gofful2,614707959,FALSE,Альципа-крихітка жовтолоба
Laticilla burnesi,Rufous-vented Grass-babbler,,,FALSE,Лужниця рудогуза
Laticilla cinerascens,Swamp Grass-babbler,swapri1,188484401,FALSE,лужниця болотяна
Illadopsis fulvescens,Brown Illadopsis,broill1,181121,FALSE,матинера вохриста
