Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,uk
Malurus amabilis,Lovely Fairy-wren,lovfai1,239131451,FALSE,Малюр синьоголовий
Malurus lamberti,Variegated Fairy-wren,varfai5,619569781,FALSE,Малюр австралійський/різнобарвний
Malurus cyaneus,Superb Fairy-wren,supfai1,411663071,FALSE,Малюр сапфіровий
Malurus splendens,Splendid Fairy-wren,splfai1,203930751,TRUE,Малюр лазуровий
Malurus alboscapulatus,White-shouldered Fairy-wren,whsfai1,203972481,FALSE,Малюр білоплечий
Malurus melanocephalus,Red-backed Fairy-wren,rebfai1,58394971,TRUE,Малюр червоноспинний
Malurus leucopterus,White-winged Fairy-wren,whwfai1,643176737,FALSE,Малюр білокрилий
Stipiturus malachurus,Southern Emu-wren,souemu1,182473501,FALSE,Малюр-м’якохвіст рудолобий
Stipiturus mallee,Mallee Emu-wren,malemu1,78537341,FALSE,Малюр-м’якохвіст блідий
Stipiturus ruficeps,Rufous-crowned Emu-wren,rucemu1,647119724,FALSE,Малюр-м’якохвіст рудоголовий
Amytornis barbatus,Grey Grasswren,grygra1,498959931,FALSE,Трав’янчик масковий
Amytornis woodwardi,White-throated Grasswren,whtgra1,250472121,FALSE,Трав’янчик білогорлий
Amytornis dorotheae,Carpentarian Grasswren,cargra2,62035621,FALSE,Трав’янчик рудокрилий
Amytornis striatus,Striated Grasswren,strgra2,643917817,FALSE,Трав’янчик вусатий
Amytornis merrotsyi,Short-tailed Grasswren,shtgra1,463092931,FALSE,Трав’янчик смугастощокий
Amytornis housei,Black Grasswren,blagra1,627800327,FALSE,Трав’янчик чорний
Amytornis goyderi,Eyrean Grasswren,eyrgra1,203888281,FALSE,Трав’янчик товстодзьобий
Amytornis ballarae,Kalkadoon Grasswren,kalgra1,203888531,FALSE,Трав’янчик квінслендський
Amytornis purnelli,Dusky Grasswren,dusgra1,203888311,FALSE,Трав’янчик скельний
Amytornis textilis,Western Grasswren,thbgra1,644185244,FALSE,Трав’янчик вохристий
Amytornis modestus,Thick-billed Grasswren,thbgra4,645624039,FALSE,трав’янчик низинний
Philemon eichhorni,New Ireland Friarbird,neifri1,,FALSE,Медівник новоірландський
Philemon albitorques,White-naped Friarbird,whnfri1,650796160,FALSE,Медівник мануський
Philemon argenticeps,Silver-crowned Friarbird,sicfri1,203978221,FALSE,Медівник сивоголовий
Philemon corniculatus,Noisy Friarbird,noifri1,226189,FALSE,Медівник гологоловий
Philemon diemenensis,New Caledonian Friarbird,necfri1,203908041,FALSE,Медівник новокаледонський
Sugomel nigrum,Black Honeyeater,blahon1,180263891,FALSE,Медолюб чорноголовий
Vosea whitemanensis,Bismarck Honeyeater,bismel1,,FALSE,Медвянець новобританський
Myzomela blasii,Drab Myzomela,sermyz1,518219,FALSE,Медовичка амбонська
Myzomela albigula,White-chinned Myzomela,whcmyz1,,FALSE,Медовичка світлогорла
Myzomela cineracea,Ashy Myzomela,ashmyz1,,FALSE,Медовичка сіра
Myzomela eques,Ruby-throated Myzomela,retmyz1,,FALSE,Медовичка червоногорла
Myzomela simplex,Moluccan Myzomela,dusmyz4,203990311,FALSE,
Myzomela rubrotincta,Obi Myzomela,dusmyz3,,FALSE,
Myzomela rubrobrunnea,Red-brown Myzomela,dusmyz2,,FALSE,
Myzomela obscura,Dusky Myzomela,dusmyz5,62813261,FALSE,
Myzomela erythrina,Reddish Myzomela,redmyz3,,FALSE,
Myzomela cruentata,Red Myzomela,redmyz2,139607,FALSE,
Myzomela nigrita,Papuan Black Myzomela,blamyz1,640055149,FALSE,Медовичка чорна
Myzomela pulchella,New Ireland Myzomela,neimyz1,,FALSE,Медовичка новоірландська
Myzomela kuehni,Crimson-hooded Myzomela,crhmyz1,609099749,FALSE,Медовичка ветарська
Myzomela erythrocephala,Red-headed Myzomela,rehmyz1,462072941,FALSE,Медовичка червоноголова
Myzomela dammermani,Sumba Myzomela,summyz1,609063408,FALSE,Медовичка сумбейська
Myzomela adolphinae,Mountain Myzomela,moumyz1,22787,FALSE,Медовичка гірська
Myzomela chermesina,Rotuma Myzomela,rotmyz1,626629576,FALSE,Медовичка ротуманська
Myzomela chloroptera,Sulawesi Myzomela,sulmyz1,203909361,FALSE,Медовичка сулавеська
Myzomela batjanensis,Bacan Myzomela,sulmyz3,,FALSE,
Myzomela wakoloensis,Wakolo Myzomela,wakmyz1,613382309,FALSE,Медовичка вогниста
Myzomela boiei,Banda Myzomela,banmyz1,616087531,FALSE,Медовичка білочерева
Myzomela sanguinolenta,Scarlet Myzomela,scamyz1,123795021,FALSE,Медовичка червона
Myzomela caledonica,New Caledonian Myzomela,necmyz1,203908011,FALSE,Медовичка новокаледонська
Myzomela cardinalis,Cardinal Myzomela,carmyz1,141714701,FALSE,Медовичка кардиналова
Myzomela rubratra,Micronesian Myzomela,micmyz1,140180,FALSE,Медовичка мікронезійська
Myzomela sclateri,Sclater's Myzomela,scbmyz1,203976801,FALSE,Медовичка новогвінейська
Myzomela pammelaena,Bismarck Black Myzomela,ebomyz1,650735895,FALSE,Медовичка ебонітова
Myzomela lafargei,Red-capped Myzomela,scnmyz1,202740,FALSE,Медовичка бугенвільська
Myzomela eichhorni,Crimson-rumped Myzomela,yevmyz1,68417341,FALSE,Медовичка червоногуза
Myzomela malaitae,Malaita Myzomela,rebmyz1,122526431,FALSE,Медовичка малаїтська
Myzomela melanocephala,Black-headed Myzomela,blhmyz1,,FALSE,Медовичка чорноголова
Myzomela tristrami,Sooty Myzomela,soomyz1,247112,FALSE,Медовичка сан-кристобальська
Myzomela jugularis,Orange-breasted Myzomela,orbmyz1,203908791,FALSE,Медовичка фіджійська
Myzomela erythromelas,Black-bellied Myzomela,blbmyz1,,FALSE,Медовичка новобританська
Myzomela vulnerata,Red-rumped Myzomela,bkbmyz1,577058491,FALSE,Медовичка тиморська
Myzomela rosenbergii,Red-collared Myzomela,recmyz1,203972541,FALSE,
Myzomela longirostris,Long-billed Myzomela,recmyz3,,FALSE,
Acanthorhynchus superciliosus,Western Spinebill,wesspi1,14935,FALSE,Медолюб-шилодзьоб західний
Acanthorhynchus tenuirostris,Eastern Spinebill,easspi1,97435051,FALSE,Медолюб-шилодзьоб східний
Certhionyx variegatus,Pied Honeyeater,piehon1,176318211,FALSE,Медолюб строкатий
Prosthemadera novaeseelandiae,Tui,tui1,136121,TRUE,Пое
Anthornis melanura,New Zealand Bellbird,nezbel1,203921991,TRUE,Макомако
†Anthornis melanura,Chatham Bellbird,,,FALSE,
Pycnopygius ixoides,Plain Honeyeater,plahon1,100491,FALSE,Медовчик новогвінейський
Pycnopygius cinereus,Marbled Honeyeater,marhon1,641974249,FALSE,Медовчик сірий
Pycnopygius stictocephalus,Streak-headed Honeyeater,sthhon1,203987991,FALSE,Медовчик темноголовий
Gliciphila undulata,Barred Honeyeater,barhon2,33949491,FALSE,Медовка смугаста
Gliciphila melanops,Tawny-crowned Honeyeater,tachon1,151153591,FALSE,Медовка бронзова
Gliciphila notabilis,Vanuatu Honeyeater,nehhon1,515792,FALSE,Медовка білочерева
Glycichaera fallax,Geen-backed Honeyeater,grbhon1,633526401,FALSE,Медолюб світлоокий
Ptiloprora plumbea,Leaden Honeyeater,leahon1,,FALSE,Смужник сірий
Ptiloprora meekiana,Yellowish-streaked Honeyeater,olshon1,,FALSE,Смужник жовтавий
Ptiloprora erythropleura,Rufous-sided Honeyeater,rushon1,646136668,FALSE,Смужник рудобокий
Ptiloprora guisei,Rufous-backed Honeyeater,rubhon1,166190151,FALSE,Смужник рудоспинний
Ptiloprora mayri,Mayr's Honeyeater,mayhon1,139633,FALSE,Смужник гірський
Ptiloprora perstriata,Grey-streaked Honeyeater,blbhon1,203968531,FALSE,Смужник великий
Stresemannia bougainvillei,Bougainville Honeyeater,bouhon1,,FALSE,Медолиз бугенвільський
Ramsayornis fasciatus,Bar-breasted Honeyaeter,babhon1,502886711,FALSE,Медолик смугастий
Ramsayornis modestus,Brown-backed Honeyaeter,brbhon1,612178072,FALSE,Медолик бурий
Conopophila albogularis,Rufous-banded Honeyeater,rubhon2,203888481,TRUE,Мієлєро білогорлий
Conopophila rufogularis,Rufous-throated Honeyeater,ruthon1,129499481,FALSE,Мієлєро рудогорлий
Conopophila whitei,Grey Honeyeater,gryhon1,95094391,FALSE,Мієлєро сірий
Ashbyia lovensis,Gibberbird,descha1,645308716,FALSE,Цокалка пустельна
Epthianura crocea,Yellow Chat,yelcha1,195175921,FALSE,Цокалка жовта
Epthianura tricolor,Crimson Chat,cricha1,448213281,TRUE,Цокалка малинова
Epthianura albifrons,White-fronted Chat,whfcha1,610056113,FALSE,Цокалка білолоба
Epthianura aurifrons,Orange Chat,oracha1,507649841,FALSE,Цокалка золотиста
Melilestes megarhynchus,Long-billed Honeyeater,lobhon2,251446591,FALSE,Медолиз довгодзьобий
Timeliopsis griseigula,Tawny Straightbill,tawstr1,622266236,FALSE,Медолюб-прямодзьоб рудий
Timeliopsis fulvigula,Olive Straightbill,olistr1,,FALSE,Медолюб-прямодзьоб оливковий
DASYORNITHIDAE,Bristlebirds,,,FALSE,
Dasyornis brachypterus,Eastern Bristlebird,easbri1,203887731,FALSE,Щетинкодзьоб бурий
Dasyornis longirostris,Western Bristlebird,wesbri1,204005391,FALSE,Щетинкодзьоб західний
Dasyornis broadbenti,Rufous Bristlebird,rufbri1,629573422,FALSE,Щетинкодзьоб рудий
MELIPHAGIDAE,Honeyeaters,,,FALSE,
Myza celebensis,Dark-eared Myza,daehon1,233503191,FALSE,Медовиця мала
Myza sarasinorum,White-eared Myza,grshon1,203940071,FALSE,Медовиця велика
Cissomela pectoralis,Banded Honeyeater,banhon1,31671411,FALSE,Медолюб пектораловий
Trichodere cockerelli,White-streaked Honeyeater,whshon1,62326011,FALSE,Медовець береговий
Phylidonyris pyrrhopterus,Crescent Honeyeater,crehon2,275555871,FALSE,Медовка золотокрила
Phylidonyris niger,White-cheeked Honeyeater,whchon2,650471815,FALSE,Медовка білощока
Phylidonyris novaehollandiae,New Holland Honeyeater,nehhon2,204015991,TRUE,Медовка жовтокрила
Lichmera lombokia,Scaly-crowned Honeyeater,sunhon1,609059323,FALSE,Медовець острівний
Lichmera argentauris,Olive Honeyeater,olihon1,203490151,FALSE,Медовець оливковий
Lichmera indistincta,Brown Honeyeater,brohon1,248740411,FALSE,Медовець бурий
L. i. limbata,Indonesian Honeyeater,,,FALSE,
Lichmera incana,Grey-eared Honeyeater,dabhon1,203907991,FALSE,Медовець блідий
Lichmera alboauricularis,Silver-eared Honeyeater,siehon1,166547051,FALSE,Медовець новогвінейський
Lichmera squamata,Scaly-breasted Honeyeater,whthon2,203926051,FALSE,Медовець плямистоволий
Lichmera deningeri,Buru Honeyeater,burhon1,218098821,FALSE,Медовець буруйський
Lichmera monticola,Seram Honeyeater,serhon1,640081108,FALSE,Медовець серамський
