Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,tr
Rhegmatorhina berlepschi,Harlequin Antbird,harant1,203956831,FALSE,Soytarı karıncakuşu ?
Rhegmatorhina hoffmannsi,White-breasted Antbird,whbant5,468703281,FALSE,Ak göğüslü karıncakuşu
Rhegmatorhina cristata,Chestnut-crested Antbird,chcant1,203916981,FALSE,Kızıl taçlı karıncakuşu
Rhegmatorhina melanosticta,Hairy-crested Antbird,hacant1,499997921,FALSE,Gri tepeli karıncakuşu
Myrmoderus ferrugineus,Ferruginous-backed Antbird,febant1,203955571,FALSE,Tarçın sırtlı karıncakuşu
Myrmoderus ruficauda,Scalloped Antbird,scaant3,609999816,FALSE,Karnı pullu karıncakuşu
Myrmoderus loricatus,White-bibbed Antbird,whbant4,209562,FALSE,Beyaz gerdanlı karıncakuşu
Myrmoderus squamosus,Squamate Antbird,squant1,321252991,FALSE,Damalı karıncakuşu
Hylophylax naevioides,Spotted Antbird,spoant1,358974411,FALSE,Benekli karıncakuşu
Hylophylax naevius,Spot-backed Antbird,spbant6,520075231,FALSE,İnci sırtlı karıncakuşu
Hylophylax punctulatus,Dot-backed Antbird,dobant2,88459,FALSE,Benek sırtlı karıncakuşu
Hypocnemoides melanopogon,Black-chinned Antbird,blcant3,369495291,FALSE,Kara gıdılı karıncakuşu
Hypocnemoides maculicauda,Band-tailed Antbird,batant1,197389731,FALSE,Bant kuyruklu karıncakuşu
Sclateria naevia,Silvered Antbird,silant1,52401,FALSE,Gümüşi karıncakuşu
Myrmelastes saturatus,Roraiman Antbird,rorant2,300104431,FALSE,Roraima karıncakuşu
Myrmelastes schistaceus,Slate-colored Antbird,slcant3,531639591,FALSE,Boz karıncakuşu
Myrmelastes hyperythrus,Plumbeous Antbird,pluant1,11444,FALSE,Kurşuni karıncakuşu
Myrmelastes rufifacies,Rufous-faced Antbird,rufant4,203695621,FALSE,Kızıl yanaklı karıncakuşu
Myrmelastes brunneiceps,Brownish-headed Antbird,brhant1,534928201,FALSE,Boz başlı karıncakuşu
Myrmelastes humayathe,Humaita Antbird,humant1,38899,FALSE,
Myrmelastes leucostigma,Spot-winged Antbird,spwant3,29309,FALSE,Benek Kanatlı Karıncakuşu
Myrmelastes caurensis,Caura Antbird,cauant2,204027591,FALSE,Kaura karıncakuşu
Poliocrania maculifer,Short-tailed Antbird,,,FALSE,Kestane sırtlı karıncakuşu (maculifer/cassini)
Poliocrania exsul,Chestnut-backed Antbird,chbant1,627635601,FALSE,Kestane sırtlı karıncakuşu
Grallaria albigula,White-throated Antpitta,whtant2,204008821,FALSE,Ak boğazlı yerçavuşu
Grallaria flavotincta,Yellow-breasted Antpitta,yebant1,116234331,FALSE,Sarı göğüslü yerçavuşu
Grallaria hypoleuca,White-bellied Antpitta,whbant3,72797,FALSE,Ak Karınlı Yerçavuşu
Grallaria przewalskii,Rusty-tinged Antpitta,rutant5,17406,FALSE,Kızıl gerdanlı yerçavuşu
Grallaria capitalis,Bay Antpitta,bayant1,204022481,FALSE,Kırmızı yerçavuşu
Grallaria erythroleuca,Red-and-white Antpitta,rawant1,376717561,FALSE,Al beyaz yerçavuşu
Grallaria saltuensis,Perija Antpitta,rufant6,394769971,FALSE,Periha Kızıl Yerçavuşu
Grallaria rufula,Rufous Antpitta,rufant7,397731481,FALSE,Muiska Kızıl Yerçavuşu
Grallaria blakei,Chestnut Antpitta,cheant2,29417,FALSE,Kestane Rengi Yerçavuşu
Grallaria quitensis,Western Tawny Antpitta,tawant3,21821,FALSE,Toprak Rengi Yerçavuşu
Grallaria alticola,Northern Tawny Antpitta,tawant2,615330854,FALSE,Boyaka Yerçavuşu
Grallaria atuensis,Southern Tawny Antpitta,tawant4,17235,FALSE,Atuen Yerçavuşu
Grallaria fenwickorum,Urrao Antpitta,antant1,203934301,FALSE,Urrao yerçavuşu
Grallaria milleri,Brown-banded Antpitta,brbant1,447092521,FALSE,Boz kuşaklı yerçavuşu
Grallaria erythrotis,Rufous-faced Antpitta,rufant2,611499275,FALSE,Kızıl yüzlü yerçavuşu
Hylopezus perspicillatus,Streak-chested Antpitta,stcant2,544360701,FALSE,Gözlüklü yerçavuşu
Hylopezus macularius,Spotted Antpitta,spoant6,203918981,FALSE,Benekli Yerçavuşu
Hylopezus auricularius,Masked Antpitta,masant1,634976425,FALSE,
Hylopezus dives,Thicket Antpitta,thiant1,127886311,FALSE,
Hylopezus fulviventris,White-lored Antpitta,whlant2,651443914,FALSE,
Hylopezus berlepschi,Amazonian Antpitta,amaant1,48171,FALSE,Amazon yerçavuşu
Hylopezus ochroleucus,White-browed Antpitta,whbant7,204015161,FALSE,Ak Kaşlı Yerçavuşu
Hylopezus nattereri,Speckle-breasted Antpitta,spbant1,112719,FALSE,Karnı benekli yerçavuşu
Myrmothera campanisona,Thrush-like Antpitta,thlant2,203931131,FALSE,Ardıç Yerçavuşu
Myrmothera simplex,Tepui Antpitta,tepant1,388466031,FALSE,Tepui yerçavuşu
Grallaricula flavirostris,Ochre-breasted Antpitta,ocbant1,412922901,FALSE,Aşırengi yerçavuşu
Grallaricula loricata,Scallop-breasted Antpitta,scbant2,383326021,FALSE,Damlalı yerçavuşu
Grallaricula cucullata,Hooded Antpitta,hooant1,203934341,FALSE,Başlıklı yerçavuşu
Grallaricula peruviana,Peruvian Antpitta,perant1,649973749,FALSE,Peru Yerçavuşu
Grallaricula ochraceifrons,Ochre-fronted Antpitta,ocfant1,624565458,FALSE,Sarı alınlı yerçavuşu
Grallaricula ferrugineipectus,Rusty-breasted Antpitta,rubant5,383760491,FALSE,Kızıl Karınlı Yerçavuşu
Grallaricula leymebambae,Rufous-breasted Antpitta,rubant7,222624271,FALSE,Leymebamba yerçavuşu
Grallaricula cumanensis,Sucre Antpitta,slcant5,388517081,FALSE,Sukre yerçavuşu
Grallaricula nana,Slate-crowned Antpitta,slcant2,62188,FALSE,Gri Tepeli Yerçavuşu
Grallaricula lineifrons,Crescent-faced Antpitta,crfant1,49397601,FALSE,Hilalli yerçavuşu
Ampelornis griseiceps,Grey-headed Antbird,gyhant1,216514451,FALSE,Gri başlı karıncakuşu
Stipia berlepschi,Stub-tailed Antbird,sttant3,203934051,FALSE,
Stipia nigricauda,Esmeraldas Antbird,esmant1,199166541,FALSE,
Stipia palliata,Magdalena Antbird,dumant3,203698521,FALSE,
Stipia laemosticta,Dull-mantled Antbird,dumant1,68994541,FALSE,
Myrmeciza longipes,White-bellied Antbird,whbant1,57856931,FALSE,Ak karınlı karıncakuşu
Myrmoborus melanurus,Black-tailed Antbird,bltant1,405846531,FALSE,Kara kuyruklu karıncakuşu
Myrmoborus lophotes,White-lined Antbird,whlant1,38588,FALSE,Tepeli karıncakuşu
Myrmoborus myotherinus,Black-faced Antbird,blfant2,203933971,FALSE,Kara yüzlü karıncakuşu
Myrmoborus leucophrys,White-browed Antbird,whbant6,89090,FALSE,Ak kaşlı karıncakuşu
Myrmoborus lugubris,Ash-breasted Antbird,asbant1,532981831,FALSE,Kül rengi karıncakuşu
Gymnocichla nudiceps,Bare-crowned Antbird,bacant1,197904231,FALSE,Çıplak alınlı karıncakuşu
Pyriglena leuconota,White-backed Fire-eye,eaafie1,203895091,FALSE,Doğu Amazon Alevli Karıncakuşu
Pyriglena leucoptera,White-shouldered Fire-eye,wsfeye1,39132,FALSE,Ak kanatlı alev karıncakuşu
Pyriglena atra,Fringe-backed Fire-eye,fbfeye1,203983001,FALSE,Bahia alev karıncakuşu
Rhopornis ardesiacus,Slender Antbird,sleant1,256815481,FALSE,Zarif karıncakuşu
Percnostola rufufrons,Black-headed Antbird,blhant3,203955611,FALSE,
Percnostola arenarum,Allpahuayo Antbird,allant1,204008461,FALSE,Allpahuayo karıncakuşu
Akletos melanoceps,White-shouldered Antbird,whsant1,34315,FALSE,Ak omuzlu karıncakuşu
Akletos goeldii,Goeldi's Antbird,goeant1,650212599,FALSE,Goeldi karıncakuşu
Hafferia fortis,Sooty Antbird,sooant1,34400,FALSE,İsli karıncakuşu
Hafferia zeledoni,Zeledon's Antbird,zelant1,72880,FALSE,Zeledon karıncakuşu
Hafferia immaculata,Immaculate Antbird,immant1,386913221,FALSE,Lekesiz Karıncakuşu
Myrmornis torquata,Southern Wing-banded Antbird,wibant1,300783401,FALSE,Bağ kanatlı karıncakuşu
Myrmornis stictopera,Northern Wing-banded Antbird,,,FALSE,
Pygiptila stellaris,Spot-winged Antshrike,spwant2,414260251,FALSE,Benek kanatlı karıncaavcısı
Thamnistes anabatinus,Western Russet Antshrike,rusant1,203675051,FALSE,Kuzeyli/Güneyli kızıl karıncaavcısı
Thamnistes aequatorialis,Eastern Russet Antshrike,,,FALSE,
CONOPOPHAGIDAE,Gnateaters,,,FALSE,
Conopophaga aurita,Chestnut-belted Gnateater,chbgna1,322185751,FALSE,Kestane Kuşaklı Bityiyen
Conopophaga snethlageae,Black-breasted-belted Gnateater,chbgna3,467095551,FALSE,Snethlage Bityiyeni
Conopophaga melanops,Black-cheeked Gnateater,blcgna1,204016721,FALSE,Kara kulaklı bityiyen
Conopophaga lineata,Rufous Gnateater,rufgna3,249825391,FALSE,Kızıl Bityiyen
Conopophaga cearae,Ceara Gnateater,rufgna2,103076,FALSE,Seara bityiyeni
Conopophaga roberti,Hooded Gnateater,hoogna1,161401,FALSE,Maskeli bityiyen
Conopophaga peruviana,Ash-throated Gnateater,astgna1,13322,FALSE,Peru bityiyeni
Conopophaga ardesiaca,Slaty Gnateater,slagna1,13869,FALSE,Kül rengi bityiyen
Conopophaga castaneiceps,Chestnut-crowned Gnateater,chcgna1,98838,FALSE,Kestane taçlı bityiyen
Conopophaga melanogaster,Black-bellied Gnateater,blbgna1,126739,FALSE,Kara karınlı bityiyen
Pittasoma michleri,Black-crowned Pittasoma,blcant1,624052542,FALSE,Kara tepeli yerçavuşu
Pittasoma rufopileatum,Rufous-crowned Pittasoma,rucant3,203931851,FALSE,Kızıl tepeli yerçavuşu
RHINOCRYPTIDAE,Tapaculos,,,FALSE,
Pteroptochos castaneus,Chestnut-throated Huet-huet,cthhue1,72275071,FALSE,Kestane gerdanlı hütleyen
Pteroptochos tarnii,Black-throated Huet-huet,bthhue1,204006181,FALSE,Kara Gerdanlı Hütleyen
Pteroptochos megapodius,Moustached Turca,moutur1,638870893,FALSE,Bıyıklı hütleyen
Scelorchilus albicollis,White-throated Tapaculo,whttap1,306626441,FALSE,Ak boğazlı tapakola
Scelorchilus rubecula,Chucao Tapaculo,chutap1,86558,FALSE,Çukao tapakolası
Liosceles thoracicus,Rusty-belted Tapaculo,rubtap1,203934201,FALSE,Amazon tapakolası
Psilorhamphus guttatus,Spotted Bamboowren,spobam1,204009811,FALSE,Benekli bambu tapakolası
Acropternis orthonyx,Ocellated Tapaculo,ocetap1,408123041,FALSE,İncili tapakola
Rhinocrypta lanceolata,Crested Gallito,cregal1,217442,FALSE,Tepeli piliç tapakolası
Teledromas fuscus,Sandy Gallito,sangal1,204008751,FALSE,Kum rengi tapakola
Eleoscytalopus psychopompus,Bahia Tapaculo,bahtap1,614636138,FALSE,Bahia tapakolası
Eleoscytalopus indigoticus,White-breasted Tapaculo,whbtap1,127325,FALSE,Ak Gerdanlı Tapakola
Merulaxis ater,Slaty Bristlefront,slabri1,48365,FALSE,Kalkık alınlı tapakola
Merulaxis stresemanni,Stresemann's Bristlefront,strbri1,126959681,FALSE,Stresemann tapakolası
Myornis senilis,Ash-colored Tapaculo,asctap1,203924881,FALSE,Kül rengi tapakola
Eugralla paradoxa,Ochre-flanked Tapaculo,ocftap1,372766401,FALSE,Büyük tapakola
Scytalopus latrans,Blackish Tapaculo,blatap1,203932151,FALSE,Karaca Tapakola
Scytalopus gettyae,Junin Tapaculo,juntap1,623169024,FALSE,Hunin tapakolası
Scytalopus unicolor,Unicolored Tapaculo,unitap1,640230347,FALSE,Tek Renkli Tapakola
Scytalopus parvirostris,Trilling Tapaculo,tritap1,174816,FALSE,Trilli tapakola
Scytalopus petrophillus,Rock Tapaculo,roctap1,203890521,FALSE,
Scytalopus diamantinensis,Diamantina Tapaculo,diatap2,193301,FALSE,Diamantina tapakolası
Scytalopus novacapitalis,Brasilia Tapaculo,bratap1,34116,FALSE,Brasilia tapakolası
Scytalopus pachecoi,Planalto Tapaculo,platap1,367760761,FALSE,Pacheco tapakolası
Scytalopus speluncae,Mouse-colored Tapaculo,moctap1,63907,FALSE,Fare Rengi Tapakola
Scytalopus bonzagai,Boa Nova Tapaculo,sertap1,637214799,FALSE,
Scytalopus iraiensis,Marsh Tapaculo,martap1,330570081,FALSE,Bataklık tapakolası
Scytalopus macropus,Large-footed Tapaculo,laftap1,613211438,FALSE,Koca ayaklı tapakola
Scytalopus sanctaemartae,Santa Marta Tapaculo,samtap1,167162,FALSE,Santa Marta tapakolası
Scytalopus micropterus,Long-tailed Tapaculo,lottap1,78059,FALSE,Uzun kuyruklu tapakola
Scytalopus femoralis,Rufous-vented Tapaculo,ruvtap1,92918,FALSE,Kızıl Omuzlu Tapakola
Scytalopus atratus,White-crowned Tapaculo,whctap1,251759011,FALSE,Ak taçlı tapakola
Scytalopus bolivianus,Bolivian Tapaculo,boltap1,610858831,FALSE,Bolivya Tapakolası
Scytalopus argentifrons,Silvery-fronted Tapaculo,siftap1,358021681,FALSE,Gümüş alınlı tapakola
Scytalopus panamensis,Tacarcuna Tapaculo,tactap1,452613711,FALSE,Takarkuna Tapakolası
Scytalopus chocoensis,Choco Tapaculo,chotap1,25839,FALSE,Çoko tapakolası
Scytalopus rodriguezi,Magdalena Tapaculo,upmtap1,500054791,FALSE,Magdalena tapakolası
Scytalopus stilesi,Stiles's Tapaculo,stitap1,24042951,FALSE,Stiles tapakolası
Scytalopus robbinsi,Ecuadorian Tapaculo,ecutap1,203929961,FALSE,El Oro tapakolası
MELANOPAREIIDAE,Crescentchest,,,FALSE,
Melanopareia torquata,Collared Crescentchest,colcre1,203694821,FALSE,Kolyeli Hilalgerdan
Melanopareia maximiliani,Olive-crowned Crescentchest,olccre1,204008711,FALSE,Zeytin tepeli hilalgerdan
Melanopareia maranonica,Maranon Crescentchest,marcre1,203942551,FALSE,Maranyon hilalgerdanı
Melanopareia elegans,Elegant Crescentchest,elecre1,71871,FALSE,Zarif Hilalgerdan
GRALLARIIDAE,Antpittas,,,FALSE,
Grallaria squamigera,Undulated Antpitta,undant1,203889461,FALSE,Dalgalı yerçavuşu
Grallaria gigantea,Giant Antpitta,giaant1,626510464,FALSE,Koca yerçavuşu
Grallaria excelsa,Great Antpitta,greant2,383558531,FALSE,Büyük yerçavuşu
Grallaria varia,Variegated Antpitta,varant2,639221687,FALSE,Boyalı yerçavuşu
Grallaria alleni,Moustached Antpitta,mouant1,203929771,FALSE,Bıyıklı yerçavuşu
Grallaria chthonia,Tachira Antpitta,tacant1,619550147,FALSE,Taçira yerçavuşu
Grallaria guatimalensis,Scaled Antpitta,scaant1,34431,FALSE,Pullu yerçavuşu
Grallaria haplonota,Plain-backed Antpitta,plbant1,62442,FALSE,Düz sırtlı yerçavuşu
Grallaria dignissima,Ochre-striped Antpitta,ocsant1,203932011,FALSE,Pas gerdanlı yerçavuşu
Grallaria eludens,Elusive Antpitta,eluant1,639947483,FALSE,Ukayali yerçavuşu
Grallaria ruficapilla,Chestnut-crowned Antpitta,chcant2,7086,FALSE,Kestane Başlı Yerçavuşu
Grallaria watkinsi,Watkin's Antpitta,watant1,474676331,FALSE,Watkins yerçavuşu
Grallaria bangsi,Santa Marta Antpitta,samant1,542490721,FALSE,Santa Marta yerçavuşu
Grallaria kaestneri,Cundinamarca Antpitta,cunant1,416314271,FALSE,Kundinamarka yerçavuşu
Grallaria andicolus,Stripe-headed Antpitta,sthant2,203913061,FALSE,Çizgili başlı yerçavuşu
Grallaria griseonucha,Gray-naped Antpitta,gynant1,553643621,FALSE,Gri enseli yerçavuşu
Grallaria rufocinerea,Bicolored Antpitta,bicant3,412939711,FALSE,İki renkli yerçavuşu
Grallaria ridgelyi,Jocotoco Antpitta,jocant1,288722371,FALSE,Hokotoko yerçavuşu
Grallaria nuchalis,Chestnut-naped Antpitta,chnant1,537436,FALSE,Kestane Enseli Yerçavuşu
Grallaria carrikeri,Pale-billed Antpitta,pabant1,204022511,FALSE,Carriker yerçavuşu
Scytalopus vicinior,Narino Tapaculo,nartap2,203956411,FALSE,Narinyo Tapakolası
Scytalopus latebricola,Brown-rumped Tapaculo,brrtap1,211760,FALSE,Kahverengi Karınlı Tapakola
Scytalopus meridanus,Merida Tapaculo,mertap1,62497,FALSE,Merida Tapakolası
S. m. fuscicauda,Lara Tapaculo,,,FALSE,
Scytalopus perijanus,Perija Tapaculo,pertap1,394578311,FALSE,Periha tapakolası
Scytalopus caracae,Caracas Tapaculo,cartap1,390117221,FALSE,Karakas tapakolası
Scytalopus spillmanni,Spillmann's Tapaculo,spitap2,69610461,FALSE,Spillmann tapakolası
Scytalopus parkeri,Chusquea Tapaculo,chutap2,203698771,FALSE,Çuskea tapakolası
Scytalopus magellanicus,Magellanic Tapaculo,magtap1,473508361,FALSE,Macellan Tapakolası
Scytalopus griseicollis,Matorral Tapaculo,mattap1,146761491,FALSE,Çalılık Tapakolası
Scytalopus altirostris,Neblina Tapaculo,nebtap1,564643281,FALSE,Neblina Tapakolası
Scytalopus affinis,Ancash Tapaculo,anctap1,514410271,FALSE,Ankaş tapakolası
Scytalopus urubambae,Vilcabamba Tapaculo,viltap1,173987,FALSE,Vilkabamba tapakolası
Scytalopus simonsi,Puna Tapaculo,puntap1,308451,FALSE,Puna tapakolası
Scytalopus zimmeri,Zimmer's Tapaculo,zimtap1,189505,FALSE,Zimmer tapakolası
Scytalopus acutirostris,Tschudi's Tapaculo,tsctap1,203889451,FALSE,Tschudi tapakolası
Scytalopus superciliaris,White-browed Tapaculo,whbtap2,129364,FALSE,Ak kaşlı tapakola
Scytalopus fuscus,Dusky Tapaculo,dustap1,431591881,FALSE,Esmer tapakola
Scytalopus opacus,Paramo Tapaculo,partap2,135905,FALSE,Paramo Tapakolası
Scytalopus canus,Paramillo Tapaculo,partap1,430264481,FALSE,Paramillo Tapakolası
Scytalopus schulenbergi,Diademed Tapaculo,diatap1,65362,FALSE,Taçlı tapakola
Dendrocolaptes hoffmannsi,Hoffmann's Woodcreeper,hofwoo2,620204166,FALSE,Hoffmann tırmaşığı
Dendrocolaptes picumnus,Black-banded Woodcreeper,blbwoo1,639880593,FALSE,Siyah bantlı tırmaşık
Dendrocolaptes platyrostris,Planalto Woodcreeper,plawoo1,539471071,FALSE,Planalto tırmaşığı
Hylexetastes perrotii,Red-billed Woodcreeper,rebwoo1,223376861,FALSE,Kırmızı Gagalı Tırmaşık
Hylexetastes stresemanni,Bar-bellied Woodcreeper,babwoo1,21650881,FALSE,Yazılı karınlı tırmaşık
Xiphocolaptes albicollis,White-throated Woodcreeper,whtwoo1,366913621,FALSE,Ak Boğazlı Tırmaşık
Xiphocolaptes promeropirhyncus,Strong-billed Woodcreeper,stbwoo1,420518021,FALSE,
Xiphocolaptes falcirostris,Moustached Woodcreeper,mouwoo1,627902358,FALSE,Bıyıklı Tırmaşık
Xiphocolaptes major,Great Rufous Woodcreeper,grrwoo1,261125891,FALSE,Büyük kızıl tırmaşık
Xiphorhynchus obsoletus,Striped Woodcreeper,strwoo2,88457,FALSE,Çizgili tırmaşık
Xiphorhynchus atlanticus,Atlantic Woodcreeper,leswoo4,127876,FALSE,Seara tırmaşığı
Xiphorhynchus fuscus,Lesser Woodcreeper,leswoo2,350211661,FALSE,Küçük Tırmaşık
Xiphorhynchus pardalotus,Chestnut-rumped Woodcreeper,chrwoo1,382587501,FALSE,Kestane sokumlu tırmaşık
Xiphorhynchus ocellatus,Ocellated Woodcreeper,ocewoo1,49405081,FALSE,Benekli tırmaşık
Xiphorhynchus beauperthuysii,Line-crowned Woodcreeper,,,FALSE,Benekli tırmaşık (beauperthuysii/lineatocapilla)
Xiphorhynchus chunchotambo,Tschudi's Woodcreeper,,,FALSE,Benekli tırmaşık [chunchotambo grubu]
Xiphorhynchus elegans,Elegant Woodcreeper,elewoo1,203932041,FALSE,Zarif Tırmaşık
Xiphorhynchus spixii,Spix's Woodcreeper,spiwoo1,115123,FALSE,Spix Tırmaşığı
Xiphorhynchus susurrans,Cocoa Woodcreeper,cocwoo1,215478,FALSE,Kakao tırmaşığı
Xiphorhynchus guttatus,Buff-throated Woodcreeper,butwoo1,203955441,FALSE,Sarı Gerdanlı Tırmaşık
Xiphorhynchus guttatoides,Lafresnaye's Woodcreeper,,,FALSE,
Xiphorhynchus flavigaster,Ivory-billed Woodcreeper,ivbwoo1,157497571,FALSE,Fişdişi gagalı tırmaşık
Xiphorhynchus lachrymosus,Black-striped Woodcreeper,blswoo1,215421,FALSE,Siyah çizgili tırmaşık
Xiphorhynchus erythropygius,Northern Spotted Woodcreeper,spowoo1,25305971,FALSE,Noktalı tırmaşık
Xiphorhynchus aequatorialis,Southern Spotted Woodcreeper,,,FALSE,Noktalı tırmaşık [aequatorialis grubu]
Xiphorhynchus triangularis,Olive-backed Woodcreeper,olbwoo1,365838851,FALSE,Yeşil sırtlı tırmaşık
Xiphorhynchus picus,Straight-billed Woodcreeper,stbwoo2,65444,FALSE,Düz gagalı tırmaşık/Zimmer tırmaşığı
Xiphorhynchus kienerii,Zimmer's Woodcreeper,zimwoo2,528123241,FALSE,Zimmer tırmaşığı
Campylorhamphus falcularius,Black-billed Scythebill,blbscy1,22124,FALSE,Siyah tırpangaga
Campylorhamphus pusillus,Brown-billed Scythebill,brbscy1,32741081,FALSE,And tırpangagası
Campylorhamphus trochilirostris,Red-billed Scythebill,rebscy1,309084371,TRUE,Kırmızı Gagalı Tırpangaga
Campylorhamphus procurvoides,Curve-billed Scythebill,cubscy1,388775201,FALSE,Kıvrık Gagalı Tırpangaga
Campylorhamphus probatus,Tapajos Scythebill,tapscy2,127723,FALSE,Tapajos Tırpangagası
Campylorhamphus multostriatus,Xingu Scythebill,cubscy5,203914801,FALSE,Xingu Tırpangagası
Campylorhamphus pucherani,Greater Scythebill,grescy1,632640579,FALSE,Büyük tırpangaga
Drymornis bridgesii,Scimitar-billed Woodcreeper,scbwoo4,217330,FALSE,Orak gagalı tırmaşık
Lepidocolaptes angustirostris,Narrow-billed Woodcreeper,nabwoo1,216216,FALSE,Dar gagalı tırmaşık
Lepidocolaptes albolineatus,Lineated Woodcreeper,linwoo3,635458006,FALSE,Guyana Tırmaşığı
Lepidocolaptes duidae,Duida Woodcreeper,linwoo4,323175921,FALSE,Duida tırmaşığı
Lepidocolaptes fuscicapillus,Dusky-capped Woodcreeper,ducwoo1,299932141,FALSE,Rondonia Tırmaşığı
Lepidocolaptes fatimalimae,Inambari Woodcreeper,inawoo1,502435691,FALSE,Inambari tırmaşığı
Lepidocolaptes souleyetii,Streak-headed Woodcreeper,sthwoo1,21543,FALSE,Başı çizgili tırmaşık
Lepidocolaptes squamatus,Scaled Woodcreeper,scawoo1,23781,FALSE,Pullu Tırmaşık
Lepidocolaptes falcinellus,Scalloped Woodcreeper,scawoo2,71674481,FALSE,Feston tırmaşık
Lepidocolaptes lacrymiger,Montane Woodcreeper,monwoo1,308529601,FALSE,Dağ tırmaşık
Lepidocolaptes leucogaster,White-striped Woodcreeper,whswoo1,109135,FALSE,Ak çizgili tırmaşık
Lepidocolaptes affinis,Northern Spot-crowned Woodcreeper,spcwoo1,205595,FALSE,Tepesi Benekli Tırmaşık
Lepidocolaptes neglectus,Southern Spot-crowned Woodcreeper,,,FALSE,
Xenops genibarbis,Plain Xenops,plaxen3,127938,FALSE,Amazon Düz Zenopsu
Xenops minutus,White-throated Xenops,plaxen4,57918,FALSE,Atlantik Düz Zenopsu
Xenops rutilans,Streaked Xenops,strxen1,615305525,FALSE,Çizgili zenops
Xenops tenuirostris,Slender-billed Xenops,slbxen1,191952461,FALSE,İnce gagalı zenops
Berlepschia rikeri,Palmcreeper,potpal1,203957211,FALSE,Palmiye tırmaşığı
Microxenops milleri,Rufous-tailed Xenops,rutxen1,70877611,FALSE,Kızıl kuyruklu zenops
Pygarrhichas albogularis,White-throated Treerunner,whttre2,290924531,FALSE,Beyaz gerdanlı dalkoşarı
Ochetorhynchus andaecola,Rock Earthcreeper,rocear1,189518,FALSE,Kayalık madencisi
Ochetorhynchus melanurus,Crag Chilia,crachi1,482876661,FALSE,Çilya madencisi
Ochetorhynchus ruficaudus,Straight-billed Earthcreeper,stbear2,556355241,FALSE,Düz gagalı madenci
Ochetorhynchus phoenicurus,Band-thailed Earthcreeper,batear1,70892941,FALSE,Bant kuyruklu madenci
Pseudocolaptes lawrencii,Buffy Tuftedcheek,buftuf1,46235861,FALSE,Kosta Rika Puf Yanaklı Tırmaşığı
Pseudocolaptes johnsoni,Pacific Tuftedcheek,buftuf3,493521141,FALSE,Çoko Puf Yanaklı Tırmaşığı
Pseudocolaptes boissonneautii,Streaked Tuftedcheek,strtuf1,21937,FALSE,Çizgili Puf Yanaklı Tırmaşık
Premnornis guttuliger,Rusty-winged Barbtail,ruwbar1,575601861,FALSE,Kızıl kanatlı tırmaşık
Tarphonomus harterti,Bolivian Earthcreeper,bolear1,52533,FALSE,Bolivya madencisi
Tarphonomus certhioides,Chaco Earthcreeper,chaear1,52553,FALSE,Çako Madencisi
Furnarius torridus,Pale-billed Hornero,pabhor2,30818,FALSE,Tarçın Rengi Çömlekçikuşu
Furnarius figulus,Wing-banded Hornero,wibhor1,380089271,FALSE,Bant kuyruklu çömlekçikuşu
Furnarius leucopus,Pale-legged Hornero,palhor3,84912,FALSE,Sarı Bacaklı Çömlekçikuşu
Furnarius longirostris,Caribbean Hornero,palhor5,204008421,FALSE,Karayib Çömlekçikuşu
Furnarius cinnamomeus,Pacific Hornero,palhor4,104688911,FALSE,Pasifik Çömlekçikuşu
Furnarius minor,Lesser Hornero,leshor1,608478276,FALSE,Küçük çömlekçikuşu
Furnarius rufus,Rufous Hornero,rufhor2,82661,TRUE,Pas rengi çömlekçikuşu
FORMICARIIDAE,Ground-antbirds,,,FALSE,
Formicarius colma,Rufous-capped Antthrush,rucant2,203932021,FALSE,Kızıl taçlı karıncaardıcı
Formicarius moniliger,Mayan Antthrush,bkfant2,448767961,FALSE,Maya Karıncaardıcı
Formicarius analis,Black-faced Antthrush,blfant1,138124951,FALSE,Kara Yüzlü Karıncaardıcı
Formicarius rufifrons,Rufous-fronted Antthrush,rufant3,76040,FALSE,Kızıl alınlı karıncaardıcı
Formicarius nigricapillus,Black-headed Antthrush,bkhant7,450484661,FALSE,Kara başlı karıncaardıcı
Formicarius rufipectus,Rufous-breasted Antthrush,rubant1,448383841,FALSE,Kızıl göğüslü karıncaardıcı
Chamaeza campanisona,Short-tailed Anttrush,shtant1,17831,FALSE,Kısa kuyruklu karıncaardıcı
Chamaeza nobilis,Striated Anttrush,strant3,203934021,FALSE,Has karıncaardıcı
Chamaeza meruloides,Cryptic Anttrush,sucant1,203888731,FALSE,Such karıncaardıcı
Chamaeza turdina,Scalloped Anttrush,schant1,242013601,FALSE,Schwartz Karıncaardıcı
Chamaeza ruficauda,Rufous-tailed Anttrush,rutant2,19943,FALSE,Kızıl Kuyruklu Karıncaardıcı
Chamaeza mollissima,Barred Anttrush,barant2,107141,FALSE,Yazılı karıncaardıcı
FURNARIIDAE,Ovenbirds,,,FALSE,
Sclerurus mexicanus,Tawny-throated Leaftosser,tatlea1,574406861,FALSE,Orta Amerika/Kızıl Boğazlı Yaprakçevireni
Sclerurus rufigularis,Short-billed Leaftosser,shblea1,228176,FALSE,Kısa gagalı yaprakçeviren
Sclerurus guatemalensis,Scaly-throated Leaftosser,sctlea1,239957561,FALSE,Pul gerdanlı yaprakçeviren
