Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,ca
Apteryx australis,Southern Brown Kiwi,sobkiw1,85614831,FALSE,kiwi bru de l'illa del Sud
Ortalis superciliaris,Buff-browed Chachalaca,bubcha1,349286621,FALSE,Txatxalaca cellut
Nothocrax urumutum,Nocturnal Curassow,noccur1,34378,FALSE,Hoco nocturn
Crax rubra,Great Curassow,grecur1,398165901,TRUE,Hoco de carúncula groga
Crax alberti,Blue-billed Curassow,bubcur1,203963551,FALSE,hoco becblau
Crax daubentoni,Yellow-knobbed Curassow,yekcur1,386558971,FALSE,Hoco de Daubenton
Crax alector,Black Curassow,blacur1,322191801,FALSE,Hoco becllarg
Crax fasciolata,Bare-faced Curassow,bafcur1,203894921,FALSE,Hoco de cara nua
Crax pinima,Belem Curassow,,,FALSE,hoco de Belém
Crax globulosa,Wattled Curassow,watcur1,219106901,FALSE,Hoco globulat
Crax blumenbachii,Red-billed Curassow,rebcur1,625223109,FALSE,Hoco de Blumenbach
Mitu tomentosum,Crestless Curassow,crecur2,317505041,FALSE,Hoco de bec curt
Mitu mitu,Alagoas Curassow,alacur1,,FALSE,Hoco d'Alagoas
Mitu tuberosum,Razor-billed Curassow,rabcur2,559592971,FALSE,Hoco becgròs
Mitu salvini,Salvin's Curassow,salcur1,629970995,FALSE,Hoco de Salvin
Pauxi unicornis,Horned Curassow,horcur3,534805601,FALSE,hoco unicorne
Pauxi koepckeae,Sira Curassow,horcur2,32320171,FALSE,Hoco de Koepcke
Pauxi pauxi,Helmeted Curassow,helcur1,63667,FALSE,hoco d'elm
Arborophila crudigularis,Taiwan Partridge,taipar1,39795,FALSE,Perdiu forestal de Taiwan
Arborophila mandellii,Chestnut-breasted Partridge,chbpar2,239603,FALSE,Perdiu forestal pit-roja
Arborophila brunneopectus,Bar-backed Partridge,babpar1,113529,FALSE,Perdiu forestal de pit daurat
Arborophila rufipectus,Sichuan Partridge,sicpar1,637394890,FALSE,Perdiu forestal de Sichuan
Arborophila gingica,Collared Partridge,whnpar2,48693791,FALSE,Perdiu forestal de Fujian
Arborophila davidi,Orange-necked Partridge,ornpar1,569348161,FALSE,Perdiu forestal de David
Arborophila cambodiana,Chestnut-headed Partridge,chhpar1,630487371,FALSE,Perdiu forestal de Cambodja
Arborophila campbelli,Malay Partridge,gybpar3,203886611,FALSE,Perdiu forestal de Campbell
Arborophila rolli,Tan-breasted Partridge,gybpar5,175504,FALSE,Perdiu forestal de Roll
Arborophila sumatrana,Sumatran Partridge,gybpar6,491844231,FALSE,perdiu boscana de Sumatra
Arborophila orientalis,White-faced Partridge,gybpar4,181897,FALSE,perdiu boscana carablanca
Arborophila javanica,Chestnut-bellied Partridge,chbpar1,647027343,FALSE,Perdiu forestal de Java
Arborophila rubrirostris,Red-billed Partridge,rebpar3,642820203,FALSE,Perdiu forestal bec-roja
Arborophila hyperythra,Bornean Partridge,rebpar5,203956931,FALSE,Perdiu forestal de Borneo
Arborophila ardens,Hainan Partridge,haipar1,609066009,FALSE,Perdiu forestal de Hainan
Arborophila chloropus,Green-legged Partridge,,,FALSE,Perdiu forestal camaverda
Arborophila tonkinensis,Tonkin Partridge,,,FALSE,perdiu boscana camaverda (tonkinensis)
Arborophila charltonii,Chestnut-necklaced Partridge,chnpar1,621122731,FALSE,
Arborophila graydoni,Sabah Partridge,chnpar3,642338035,FALSE,Perdiu forestal de Graydon
Rhizothera longirostris,Long-billed Partridge,lobpar3,181633331,FALSE,perdiu becllarga
Rhizothera dulitensis,Dulit Partridge,lobpar2,,FALSE,Perdiu del Dulit
Melanoperdix niger,Black Partridge,blapar2,629033581,FALSE,Perdiu negra
Haematortyx sanguiniceps,Crimson-headed Partridge,crhpar1,609672173,FALSE,Rul-rul cap-roig
Caloperdix oculea,Ferruginous Partridge,ferpar2,600452771,FALSE,Rul-rul fuliginós
Galloperdix spadicea,Red Spurfowl,redspu1,349354171,FALSE,Perdiu d'esperons vermella
Galloperdix lunulata,Painted Spurfowl,paispu1,207089521,FALSE,Perdiu d'esperons pigallada
Galloperdix bicalcarata,Sri Lanka Spurfowl,ceyspu1,203990571,FALSE,Perdiu d'esperons de Sri Lanka
Afropavo congensis,Congo Peafowl,conpea1,519903871,FALSE,Paó del Congo
Pavo cristatus,Indian Peafowl,compea,91301711,TRUE,Paó comu
Pavo muticus,Green Peafowl,grepea1,609104061,FALSE,Paó verd
Argusianus argus,Great Argus,grearg1,203944171,TRUE,Argus comú
Rheinardia ocellata,Crested Argus,crearg1,609069136,FALSE,
R. o. nigrescens,Malaysian Argus,,,FALSE,
Polyplectron napoleonis,Palawan Peacock-pheasant,palpep1,212042841,FALSE,Faisà d'esperons de Palawan
Polyplectron malacense,Malay Peacock-pheasant,mapphe1,36637,FALSE,faisà d'esperons de Malàisia
Polyplectron schleiermacheri,Bornean Peacock-pheasant,bopphe1,522860261,FALSE,Faisà d'esperons de Borneo
Polyplectron germaini,Germain's Peacock-pheasant,gepphe1,204023661,FALSE,Faisà d'esperons de Germain
Polyplectron katsumatae,Hainan Peacock-pheasant,grypep3,613345194,FALSE,Faisà d'esperons de Hainan
Polyplectron bicalcaratum,Grey Peacock-pheasant,grypep2,628409328,FALSE,faisà d'esperons gris
Polyplectron inopinatum,Mountain Peacock-pheasant,mopphe1,174378541,FALSE,Faisà d'esperons de Rostchild
Polyplectron chalcurum,Bronze-tailed Peacock-pheasant,btpphe1,640131691,FALSE,Faisà d'esperons cuallarg
Margaroperdix madagarensis,Madagascar Partridge,madpar2,95730,FALSE,Perdiu de Madagascar
Coturnix coturnix,Common Quail,comqua1,204001791,FALSE,guatlla comuna
Coturnix japonica,Japanese Quail,japqua,308522651,FALSE,Guatlla del Japó
Coturnix coromandelica,Rain Quail,raiqua1,204026791,FALSE,Guatlla coromandèlica
Coturnix delegorguei,Harlequin Quail,harqua1,55993,FALSE,Guatlla arlequí
Coturnix pectoralis,Stubble Quail,stuqua1,73173471,TRUE,guatlla cara-roja
†Coturnix novaezelandiae,New Zealand Quail,nezqua1,,FALSE,
Synoicus ypsilophorus,Brown Quail,broqua1,295926801,FALSE,Guatlla bruna
Synoicus chinensis,Asian Blue Quail,blbqua1,385061761,FALSE,guatlla blava asiàtica
Synoicus adansonii,African Blue Quail,bluqua1,,FALSE,Guatlla blava africana
Anurophasis monorthonyx,Snow Mountain Quail,snmqua2,,FALSE,Guatlla de muntanya
Tetraogallus caucasicus,Caucasian Snowcock,causno1,155121691,FALSE,Gall nival del Caucas
Tetraogallus caspius,Caspian Snowcock,cassno1,634394698,FALSE,Gall nival del Caspi
Tetraogallus himalayensis,Himalayan Snowcock,himsno,601383721,FALSE,Gall nival de l'Himàlaia
Tetraogallus tibetanus,Tibetan Snowcock,tibsno1,483108811,FALSE,Gall nival del Tibet
Tetraogallus altaicus,Altai Snowcock,altsno1,639220722,FALSE,Gall nival de l'Altai
Alectoris graeca,Rock Partridge,rocpar2,203977601,FALSE,perdiu de roca
Alectoris chukar,Chukar,chukar,210513,FALSE,Perdiu chukar
Alectoris magna,Przevalski's Partridge,przpar1,60496,FALSE,Perdiu de Przewalski
Alectoris philbyi,Philby's Partridge,phipar1,203934401,FALSE,Perdiu caranegra
Alectoris barbara,Barbary Partridge,barpar2,143882821,FALSE,Perdiu de Barbaria
Alectoris rufa,Red-legged Partridge,relpar1,526100581,TRUE,Perdiu roja
Alectoris melanocephala,Arabian Partridge,arapar1,480127751,FALSE,Perdiu de coroneta negra
Lerwa lerwa,Snow Partridge,snopar1,517723441,FALSE,Gall nival bec-roig
Ammoperdix griseogularis,See-see Partridge,sespar1,108033921,FALSE,Perdiu golagrisa
Ammoperdix heyi,Sand Partridge,sanpar1,203694431,FALSE,Perdiu del desert
Perdicula asiatica,Jungle Bush-quail,jubqua1,268669171,FALSE,guatlla culroja/roquera
Perdicula argoondah,Rock Bush-quail,robqua1,625833475,FALSE,Guatlla roquera
Perdicula erythrorhyncha,Painted Bush-quail,pabqua1,394824171,FALSE,Guatlla bec-roja
Perdicula manipurensis,Manipur Bush-quail,mabqua1,,FALSE,Guatlla de Manipur
Ophrysia superciliosa,Himalayan Quail,himqua1,,FALSE,Perdiu de l'Himàlaia
Pternistis hartlaubi,Hartlaub's Francolin,harfra3,203933311,FALSE,Francolí de Hartlaub
Pternistis bicalcaratus,Double-spurred Francolin,dosfra2,643643301,FALSE,Francolí de doble esperó
Pternistis icterorhynchus,Heuglin's Francolin,heufra1,467007011,FALSE,Francolí de Heuglin
Pternistis clappertoni,Clapperton's Francolin,clafra1,33651871,FALSE,Francolí de Clapperton
Pternistis harwoodi,Harwood's Francolin,harfra4,204006921,FALSE,Francolí de Harwood
NUMIDIDAE,Guineafowl,,,FALSE,
Numida meleagris,Helmeted Guineafowl,helgui,203933171,FALSE,Pintada comuna
N. m. galeatus,West African Guineafowl,,,FALSE,
Agelastes meleagrides,White-breasted Guineafowl,whbgui1,,FALSE,Pintada de pit blanc
Agelastes niger,Black Guineafowl,blagui1,565534711,FALSE,Pintada negra
Acryllium vulturinum,Vulturine Guineafowl,vulgui1,645270670,FALSE,Pintada vulturina
Guttera plumifera,Plumed Guineafowl,plugui1,629897712,FALSE,Pintada de plomall
Guttera verreauxi,Western Crested Guineafowl,cregui2,591043601,FALSE,Pintada crestada occidental
Guttera pucherani,Eastern Crested Guineafowl,cregui3,176795,FALSE,pintada crestada oriental
Guttera edouardi,Southern Crested Guineafowl,cregui4,206411171,FALSE,pintada crestada meridional
ODONTOPHORIDAE,New World Quails,,,FALSE,
Ptilopachus petrosus,Stone Partridge,stopar1,203911811,FALSE,Perdiu del Sahel
Ptilopachus nahani,Nahan's Partridge,nahfra2,166731461,FALSE,Perdiu de Naham
Philortyx fasciatus,Barred Quail,banqua1,325304401,FALSE,Colí barrat
Oreortyx pictus,Mountain Quail,mouqua,42202,TRUE,Colí de muntanya
Colinus virginianus,Northern Bobwhite,norbob,92708151,TRUE,colí de Virgínia
C. v. ridgwayi,Masked Bobwhite,,,FALSE,
Colinus nigrogularis,Black-throated Bobwhite,bltbob1,173680121,FALSE,Colí golanegre
Colinus leucopogon,Spot-bellied Bobwhite,crebob2,211115,FALSE,colí gorjablanc
Colinus cristatus,Crested Bobwhite,crebob1,64102,FALSE,colí crestat
Callipepla squamata,Scaled Quail,scaqua,452435231,TRUE,Colí escatós
Callipepla douglasii,Elegant Quail,elequa,109166,FALSE,Colí elegant
Callipepla gambelii,Gambel's Quail,gamqua,435382461,FALSE,Colí de Gambel
Callipepla californica,California Quail,calqua,111018,TRUE,Colí de Califòrnia
Dendrortyx barbatus,Bearded Wood-partridge,bewpar1,333371541,FALSE,Colí barbat
Dendrortyx macroura,Long-tailed Wood-partridge,ltwpar1,125230411,FALSE,Colí cuallarg
Dendrortyx leucophrys,Buffy-crowned Wood-partridge,bcwpar1,94099921,FALSE,Colí cellablanc
Odontophorus gujanensis,Marbled Wood-quail,mawqua1,64113,FALSE,Tocro comú
Odontophorus capueira,Spot-winged Wood-quail,swwqua1,598288201,FALSE,Tocro fumat
Odontophorus melanotis,Black-eared Wood-quail,bewqua1,616447048,FALSE,Tocro de galtes negres
Odontophorus erythrops,Rufous-fronted Wood-quail,rfwqua1,609684320,FALSE,Tocro de galtes negres
Odontophorus atrifrons,Black-fronted Wood-quail,bfwqua1,167188,FALSE,Tocro de front negre
Odontophorus hyperythrus,Chestnut Wood-quail,chwqua1,198748961,FALSE,Tocro rogenc
Odontophorus melanonotus,Dark-backed Wood-quail,dbwqua1,609501576,FALSE,Tocro de dors fosc
Odontophorus speciosus,Rufous-breasted Wood-quail,rbwqua1,203934101,FALSE,Tocro pit-roig
Odontophorus dialeucos,Tacarcuna Wood-quail,tawqua1,452616671,FALSE,Tocro del mont Tacarcuna
Odontophorus strophium,Gorgeted Wood-quail,gowqua1,440400661,FALSE,tocro de collar
Odontophorus columbianus,Venezuelan Wood-quail,venwoq1,363999931,FALSE,Tocro de Veneçuela
Odontophorus leucolaemus,Black-breasted Wood-quail,bbwqua1,219829,FALSE,Tocro pitnegre
Odontophorus balliviani,Stripe-faced Wood-quail,sfwqua1,101629,FALSE,Tocro de Ballivian
Odontophorus stellatus,Starred Wood-quail,stwqua1,628325894,FALSE,Tocro de màscara groga
Odontophorus guttatus,Spotted Wood-quail,spwqua1,46235351,FALSE,Tocro pigallat
Rhynchortyx cinctus,Tawny-faced Quail,tafqua1,158174131,FALSE,Colí cara-roig
Dactylortyx thoracicus,Singing Quail,sinqua1,164257101,FALSE,Colí cantaire
Cyrtonyx montezumae,Montezuma Quail,monqua,112164341,FALSE,Colí de Moctezuma
Cyrtonyx sallei,Spot-breasted Quail,,,FALSE,colí de Moctezuma (sallei/rowleyi)
Cyrtonyx ocellatus,Ocellated Quail,ocequa1,615632768,FALSE,Colí ocel·lat
PHASIANIDAE,Pheasant Partridges Turkeys Grouse,,,FALSE,
Xenoperdix udzungwensis,Udzungwa Forest-partridge,udzpar1,622600517,FALSE,Perdiu de Tanzània
Rollulus rouloul,Crested Partridge,crepar1,638129660,FALSE,Rul-rul crestat
Arborophila torqueola,Hill Partridge,hilpar1,203904591,FALSE,Perdiu forestal de collar
Arborophila rufogularis,Rufous-throated Partridge,rutpar1,53422071,FALSE,Perdiu forestal gola-rogenca
Arborophila atrogularis,White-cheeked Partridge,whcpar1,625783668,FALSE,Perdiu forestal emmascarada
Pternistis adspersus,Red-billed Francolin,rebfra1,610365051,FALSE,Francolí bec-roig
Pternistis capensis,Cape Francolin,capfra2,626936401,FALSE,Francolí del Cap
Pternistis natalensis,Natal Francolin,natfra2,310145,FALSE,Francolí de Natal
Pternistis hildebrandti,Hildebrandt's Francolin,hilfra2,310143,FALSE,Francolí de Hildebrandt
Pternistis ahantensis,Ahanta Francolin,ahafra2,203959911,FALSE,Francolí d'Ahanta
Pternistis squamatus,Scaly Francolin,scafra2,549877451,FALSE,Francolí escatós
Pternistis griseostriatus,Grey-striped Francolin,gysfra1,397988251,FALSE,Francolí d'estries grises
Pternistis leucoscepus,Yellow-necked Francolin,yenspu1,323820841,FALSE,Francolí golagroc
Pternistis rufopictus,Grey-breasted Francolin,gybfra1,2663,FALSE,Francolí del llac Victòria
Pternistis afer,Red-necked Francolin,renfra1,94194,FALSE,Francolí gola-roig
Pternistis swainsonii,Swainson's Francolin,swafra2,275167,FALSE,Francolí de Swainson
Pternistis jacksoni,Jackson's Francolin,jacfra2,619037911,FALSE,Francolí de Jackson
Pternistis nobilis,Handsome Francolin,hanfra2,26318,FALSE,Francolí noble
Pternistis camerunensis,Mount Cameroon Francolin,camfra2,310138,FALSE,Francolí del mont Camerun
Pternistis swierstrai,Swierstra's Francolin,swifra2,207146371,FALSE,Francolí de Swierstra
Pternistis castaneicollis,Chestnut-naped Francolin,chnfra2,569512901,FALSE,Francolí de coll castany
Pternistis atrifrons,Black-fronted Francolin,,,FALSE,
Pternistis erckelii,Erckel's Francolin,ercfra,5191,FALSE,Francolí d'Erckel
Pternistis ochropectus,Djibouti Francolin,djifra1,,FALSE,Francolí de Djibouti
Francolinus francolinus,Black Francolin,blkfra,5262,FALSE,Francolí pitnegre
Francolinus pictus,Painted Francolin,paifra1,245559311,FALSE,Francolí pintat
Francolinus pintadeanus,Chinese Francolin,chifra1,203912731,FALSE,Francolí de la Xina
Francolinus pondicerianus,Grey Francolin,,,FALSE,Francolí gris
Francolinus gularis,Swamp Francolin,swafra1,617478192,FALSE,Francolí palustre
Dendroperdix sephaena,Crested Francolin,crefra2,203935661,FALSE,Francolí de casquet
Peliperdix coqui,Coqui Francolin,coqfra2,277029611,FALSE,
Peliperdix albogularis,White-throated Francolin,whtfra2,203974361,FALSE,Francolí golablanc
Peliperdix schlegelii,Schlegel's Francolin,schfra2,310774,FALSE,Francolí de Schlegel
Peliperdix lathami,Latham's Francolin,forfra2,203911761,FALSE,Francolí maculat
Scleroptila streptophora,Ring-necked Francolin,rinfra2,381524691,FALSE,Francolí de collar
Scleroptila leivaillantii,Red-winged Francolin,rewfra2,369073831,FALSE,
Scleroptila afra,Grey-winged Francolin,gywfra1,609008514,FALSE,francolí jugular
Scleroptila finschi,Finsch's Francolin,finfra2,625744317,FALSE,Francolí de Finsch
Scleroptila psilolaema,Moorland Francolin,moofra2,31365811,FALSE,francolí muntanyenc
Scleroptila elgonensis,Elgon Francolin,moofra3,274754931,FALSE,Francolí del mont Elgon
Scleroptila shelleyi,Shelley's Francolin,shefra1,559895751,FALSE,francolí de Shelley/de Whyte
Scleroptila whytei,Whyte's Francolin,shefra3,277097,FALSE,Francolí de Whyte
Scleroptila gutturalis,Orange River Francolin,orrfra2,510309801,FALSE,Francolí de l'Orange
Bambusicola fytchii,Mountain Bamboo-partridge,mobpar1,53420721,FALSE,Perdiu dels bambús de Fytch
Bambusicola thoracicus,Chinese Bamboo-partridge,chbpar3,48693961,FALSE,perdiu dels bambús de la Xina/de Taiwan
Bambusicola sonorivox,Taiwan Bamboo-partridge,taibap1,203928081,FALSE,Perdiu forestal de Taiwan
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,Gall bankiva
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,Gall gris
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,Gall de Sri Lanka
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,Gall de Java
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,Gall nival gola-roig
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,Gall nival de Szecheny
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,Monal de l'Himàlaia
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,Monal cuablanc
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,Monal de crinera
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,Tragopan occidental
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,Tragopan sàtir
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,Tragopan de Blyth
Tragopan temminckii,Crimson-Bellied Tragopan,temtra1,483733661,TRUE,Tragopan de Temminck
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,Tragopan de Cabot
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,Faisà sagnant
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,Faisà emplomallat
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,Faisà d'Elliot
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,Faisà de Hume
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,Faisà mikado
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,Faisà de coure
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,Faisà venerat
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,Faisà daurat
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,Faisà de Lady Amherst
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,faisà comú/verd
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,faisà verd
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,faisà bigotut gris/blanc
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,Faisà mostatxut gris
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,Faisà mostatxut fosc
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,Faisà mostatxut blau
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,Faisà de Wallich
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,faisà de Latham
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,faisà argentat
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,Faisà d'Edwards
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,Faisà de Swinhoe
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,Faisà de Salvadori
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,faisà cuadaurat de Malàisia
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,Faisà cuadaurat de Borneo
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,faisà crestat de Borneo
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,Faisà crestat malai
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,Faisà fumat
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,Faisà de Bulwer
Perdix perdix,Grey Partridge,grypar,304858,FALSE,Perdiu xerra
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,Perdiu dàurica
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,Perdiu del Tibet
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,Paó comu
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,Gall dindi ocel·lat
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,Grèvol crestat
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,Grèvol comú
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,Grèvol de la Xina
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,perdiu boreal
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,Perdiu blanca
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,grèvol fosc/fuliginós
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,Grèvol fuliginós
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,Grèvol de Sibèria
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,Grèvol del Canadà
Falcipennis franklinii,Franklin's Grouse,,,FALSE,grèvol del Canadà (franklinii/isleibi)
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,Gall fer comú
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,Gall fer becnegre
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,Gall de cua forcada
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,Gall del Caucas
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,gall de les artemises gros/petit
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,Gall de Gunnison
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,Gall de les praderies cuallarg
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,gall de praderia gros/petit
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,Gall de les praderies petit
ANSERIFORMES,,,,FALSE,
ANHIMIDAE,Screamers,,,FALSE,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,Txajà banyut
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,Txajà collnegre
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,Txajà emplomallat
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,Oca garsera
ANATIDAE,Ducks Geese Swans,,,FALSE,Anatidae (duck sp.)
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,Ànec arbori carablanc
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,Ànec arbori bec-roig
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,Ànec arbori clapejat
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,Ànec arbori de les Antilles
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,Ànec arbori bicolor
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,Ànec arbori d'Eyton
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,Ànec arbori de casquet
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,Ànec arbori menut
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,Ànec cabusset
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,Ànec capnegre
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,Malvasia emmascarada
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,Ànec de jamaica
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,malvasia andina
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,Malvasia de l'Argentina
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,Malvasia australiana
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,Malvasia africana
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,Malvasia capblanca
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,Ànec de papada
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,Ànec cullerot zebrat
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,Ànec pigat
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,Oca cendrosa
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,Cigne coscoroba
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,Cigne coll-negre
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,Cigne negre
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,Cigne mut
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,Cigne trompeter
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,Cigne cantaire
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,Cigne petit
C. c. bewickii,Bewick's Swan,,,FALSE,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,
Branta bernicla,Brant,brant,65344051,TRUE,Oca de collar
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,Oca de galta blanca
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,Oca de coll roig
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,oca de Hutchins/del Canadà
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,oca de Hutchins/del Canadà
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,Oca de les Hawaii
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,Oca emperadriu
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,Oca de les neus
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,Oca de Ross
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,Oca de l'Índia
Anser anser,Greylag Goose,gragoo,215162391,TRUE,Oca comuna
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,Oca cigne
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,oca pradenca de taigà
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,Oca de bec curt
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,Oca riallera grossa
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,Oca riallera grossa (Groenlandia)
