Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,ca
Leptasthenura setaria,Araucaria Tit-spinetail,artspi1,203696071,FALSE,cuaespinós de les araucàries
Leptasthenura platensis,Tufted Tit-spinetail,tutspi1,203695551,FALSE,cuaespinós emplomallat
Leptasthenura striolata,Striolated Tit-spinetail,sttspi2,203696051,FALSE,cuaespinós estriolat
Leptasthenura pileata,Rusty-crowned Tit-spinetail,rctspi1,28708,FALSE,cuaespinós de pili roig
Leptasthenura striata,Streaked Tit-spinetail,sttspi1,439707311,FALSE,cuaespinós estriat
Leptasthenura fuliginiceps,Brown-capped Tit-spinetail,bctspi1,203960221,FALSE,cuaespinós bru
Leptasthenura berlepschi,Buffy Tit-spinetail,,,FALSE,cuaespinós de Berlepsch
Leptasthenura aegithaloides,Plain-mantled Tit-spinetail,pmtspi1,604714511,FALSE,cuaespinós de Kittlitz
Leptasthenura pallida,Palid Tit-spinetail,,,FALSE,cuaespinós pàl·lid
Leptasthenura andicola,Andean Tit-spinetail,antspi1,204023341,FALSE,cuaespinós dels Andes
Phacellodomus inornarus,Plain Thornbird,ruftho3,384224731,FALSE,
Phacellodomus rufifrons,Rufous-fronted Thornbird,ruftho1,337704091,FALSE,espiner front-roig
Phacellodomus striaticeps,Streak-fronted Thornbird,stftho1,212980,FALSE,espiner de front ratllat
Phacellodomus sibilatrix,Little Thornbird,littho1,156291441,FALSE,espiner xiulaire
Phacellodomus dorsalis,Chestnut-backed Thornbird,chbtho1,204012101,FALSE,espiner becllarg
Phacellodomus maculipectus,Spot-breasted Thornbird,spbtho1,189563,FALSE,espiner canyella fosc
Phacellodomus striaticollis,Freckle-breasted Thornbird,frbtho1,132374,FALSE,espiner canyella pàl·lid
Phacellodomus ruber,Greater Thornbird,gretho2,609537569,FALSE,espiner rogenc
Phacellodomus erythrophthalmus,Orange-eyed Thornbird,oretho1,203986261,FALSE,espiner gorja-roig/rovellat
Phacellodomus ferrugineigula,Orange-breasted Thornbird,orbtho1,117983,FALSE,espiner rovellat
Hellmayrea gularis,White-browed Spinetail,whbspi2,66179,FALSE,cuaespinós cellablanc
Anumbius annumbi,Firewood-gatherer,firgat1,624994344,TRUE,espiner llenyataire
Coryphistera alaudina,Lark -like Brushrunner,lalbru1,301501,FALSE,espiner emplomallat
Asthenes usheri,White-tailed Canastero,,,FALSE,cisteller de Huancavelica (usheri)
Asthenes huancavelicae,Huancavelica Canastero,patcan1,203691981,FALSE,cisteller de Huancavelica
Asthenes arequipae,Arequipa Canastero,crbcan4,428383671,FALSE,cisteller d'Arequipa
Asthenes dorbignyi,Creamy-breasted Canastero,crbcan2,174859,FALSE,cisteller d'Orbigny
Asthenes berlepschi,Berlepsch's Canastero,bercan1,75716111,FALSE,cisteller de Berlepsch
Asthenes baeri,Short-billed Canastero,shbcan1,213083,FALSE,cisteller bec-curt
Asthenes luizae,Cipo Canastero,cipcan1,297176781,FALSE,cisteller fosc
Asthenes anthoides,Austral Canastero,auscan1,75713671,FALSE,cisteller austral
Asthenes hudsoni,Hudson's Canastero,hudcan1,304705781,FALSE,cisteller de Hudson
Asthenes urubambensis,Line-fronted Canastero,lifcan1,78050881,FALSE,cisteller del riu Urubamba
Asthenes flammulata,Many-striped Canastero,mascan1,397777661,FALSE,cisteller flamulat
Asthenes virgata,Junin Canastero,juncan1,31746781,FALSE,cisteller de Junín
Asthenes maculicauda,Scribble-tailed Canastero,sctcan1,50840,FALSE,cisteller cuabarrat
Asthenes modesta,Cordilleran Canastero,corcan1,589133391,FALSE,cisteller pàl·lid
Asthenes humilis,Streak-throated Canastero,sttcan1,212572151,FALSE,cisteller de gola ratllada
Asthenes wyatti,Streak-backed Canastero,stbcan9,189513,FALSE,cisteller de Wyatt
A. w. sclateri,Puna Canastero,,,FALSE,
Asthenes moreirae,Itatiaia Spinetail,itaspi1,471284671,FALSE,cuaespinós d'Itatiaia
Asthenes pyrrholeuca,Sharp-billed Canastero,shbcan2,217162,FALSE,cisteller becfí
Asthenes harterti,Black-throated Thistletail,bltthi1,174817,FALSE,cuaespinós golanegre
Asthenes coryi,Ochre-browed Thistletail,ocbthi1,308554081,FALSE,cuaespinós de Cory
Asthenes perijana,Perija Thistletail,perthi1,46892421,FALSE,cuaespinós de Perijá
Asthenes fuliginosa,White-chinned Thistletail,whcthi1,203940121,FALSE,cisteller de barbeta blanca
Asthenes griseomurina,Mouse-colured Thistletail,mocthi1,21746,FALSE,cuaespinós ratolí
Asthenes helleri,Puna Thistletail,punthi1,203891661,FALSE,cuaespinós de la Puna
Asthenes ottonis,Rusty-fronted Canastero,rufcan1,511072181,FALSE,cisteller de front vermell
Asthenes palpebralis,Eye-ringed Thistletail,eyrthi1,586107241,FALSE,cisteller d'ulleres
Asthenes heterura,Maqeuis Canastero,maqcan1,212251,FALSE,cisteller d'Iquico
Asthenes pudibunda,Canyon Canastero,cancan1,28712,FALSE,cisteller dels canyons
Asthenes vilcabambae,Vilcabamba Thistletail,vilthi2,374670051,FALSE,cisteller de Vilcabamba
Asthenes ayacuchensis,Ayacucho Thistletail,vilthi3,370096431,FALSE,cisteller d'Ayacucho
Acrobatornis fonsecai,Pink-legged Graveteiro,pilgra1,254862221,FALSE,espiner fumat
Metopothrix aurantiaca,Orange-fronted Plushcrown,orfplu2,531978431,FALSE,espiner sedós
Xenerpestes minlosi,Double-banded Greytail,dobgra1,20092441,FALSE,espiner cuagrís septentrional
Xenerpestes singularis,Equatorial Greytail,equgra1,620683084,FALSE,espiner cuagrís meridional
Siptornis striaticollis,Spectacled Prickletail,spepri1,21621501,FALSE,espiner pintat
Roraimia adusta,Roraiman Barbtail,rorbar1,362387501,FALSE,corretroncs de Roraima
Thripophaga gutturata,Speckled Spinetail,spespi1,203697931,FALSE,cuaespinós jaspiat
Thripophaga cherriei,Orinoco Softtail,orisof1,323589401,FALSE,cisteller de l'Orinoco
Thripophaga amacurensis,Delta Amacuro Softtail,deasof1,388960501,FALSE,cisteller de l'Amacuro
Thripophaga macroura,Striated Softtail,strsof1,249820021,FALSE,cisteller estriat
Thripophaga fusciceps,Plain Softtail,plasof1,88205,FALSE,cisteller senzill
Limnoctites rectirostris,Straight-billed Reedhaunter,stbree2,19097,FALSE,jonquer becdret
Cranioleuca sulphurifera,Sulphur-throated Spinetail,,,FALSE,cuaespinós golagroc
Cranioleuca marcapatae,Marcapata Spinetail,marspi4,35437,FALSE,cuaespinós de Marcapata
Cranioleuca weskei,Vilcabamba Spinetail,marspi1,508009491,FALSE,cuaespinós de Vilcabamba
Cranioleuca albiceps,Light-crowned Spinetail,licspi1,65267,FALSE,cuaespinós coronat
Cranioleuca vulpecula,Parker's Spinetail,parspi1,127489,FALSE,cuaespinós de Parker
Cranioleuca berlepschi,Russet-mantled Softtail,rumsof1,31953361,FALSE,cisteller de Berlepsch
Cranioleuca vulpina,Rusty-backed Spinetail,rubspi4,366315101,FALSE,cuaespinós vulpí
Cranioleuca dissita,Coiba Spinetail,rubspi5,241373731,FALSE,cuaespinós de Coiba
Cranioleuca muelleri,Scaled Spinetail,scaspi1,115267,FALSE,cuaespinós escatós
Cranioleuca albicapilla,Creamy-crested Spinetail,crcspi1,31745501,FALSE,cuaespinós cremós
Cranioleuca obsoleta,Olive Spinetail,olispi1,700061,FALSE,cuaespinós olivaci
Cranioleuca pallida,Pallid Spinetail,palspi1,203698121,FALSE,cuaespinós pàl·lid
Cranioleuca pyrrhophia,Stripe-crowned Spinetail,stcspi2,218241,FALSE,cuaespinós de coroneta ratllada
Cranioleuca henricae,Bolivian Spinetail,bolspi1,132776,FALSE,cuaespinós de Bolívia
Cranioleuca erythrops,Red-faced Spinetail,refspi1,213378901,FALSE,cuaespinós cara-roig
Cranioleuca baroni,Baron's Spinetail,,,FALSE,cuaespinós galta-ratllat [grup baroni]
Cranioleuca antisiensis,Line-cheeked Spinetail,licspi5,203930041,FALSE,cuaespinós galta-ratllat
Cranioleuca curtata,Ash-browed Spinetail,asbspi1,624344102,FALSE,cuaespinós cellagrís
Cranioleuca demissa,Tepui Spinetail,tepspi1,389400091,FALSE,cuaespinós dels tepuis
Cranioleuca semicinerea,Grey-headed Spinetail,gyhspi1,278193741,FALSE,cuaespinós capgrís
Cranioleuca hellmayri,Streak-capped Spinetail,stcspi1,167291,FALSE,cuaespinós de Hellmayr
Cranioleuca subcristata,Crested Spinetail,crespi1,386893331,FALSE,cuaespinós crestat
Pseudasthenes humicola,Dusky-tailed Canastero,dutcan1,615710552,FALSE,cisteller cuanegre
Pseudasthenes patagonica,Patagonian Canastero,patcan2,46444,FALSE,cisteller de la Patagònia
Pseudasthenes steinbachi,Steinbach's Canastero,stecan1,86541,FALSE,cisteller ala-roig
Pseudasthenes cactorum,Cactus Canastero,caccan1,26404121,FALSE,cisteller dels cactus
Spartonoica maluroides,Bay-capped Wren-spinetail,bcwspi1,386664381,FALSE,cuaespinós dels aiguamolls
Pseudoseisura unirufa,Grey-crested Cachalote,rufcac2,87257,FALSE,catxolote de cresta grisa
Pseudoseisura cristata,Caatinga Cachalote,caacac1,509612001,FALSE,catxolot rogenc
Pseudoseisura lophotes,Brown Cachalote,brncac1,52543,FALSE,catxolote bru
Pseudoseisura gutturalis,White-throated Cachalote,whtcac2,625092831,FALSE,catxolote golablanc
Mazaria propinqua,White-bellied Spinetail,whbspi1,203699661,FALSE,cuaespinós panxablanc
Schoeniophylax phryganophilus,Chotoy Spinetail,chospi2,132822,FALSE,cuaespinós de Vieillot
Certhiaxis cinnamomeus,Yellow-chinned Spinetail,yecspi2,66188,FALSE,cuaespinós de barbeta groga
Certhiaxis mustelinus,Red-and-white Spinetail,rawspi2,127579,FALSE,cuaespinós bicolor
Synallaxis scutata,Ochre-cheeked Spinetail,occspi1,393341541,FALSE,cuaespinós de pitet
Synallaxis cinerascens,Grey-bellied Spinetail,gybspi1,423707011,FALSE,cuaespinós cineri
Synallaxis gujanensis,Plain-crowned Spinetail,plcspi1,203962661,FALSE,cuaespinós de la Guaiana
Synallaxis maranonica,Maranon Spinetail,marspi3,130451,FALSE,cuaespinós del riu Marañón
Synallaxis simoni,Araguaia Spinetail,whlspi3,220187,FALSE,cuaespinós de Casaldàliga
Synallaxis albilora,White-lored Spinetail,whlspi1,203698151,FALSE,cuaespinós ocraci
Synallaxis kollari,Hoary-throated Spinetail,hotspi1,299934631,FALSE,cuaespinós de Roraima
Synallaxis candei,White-whiskered Spinetail,whwspi1,385687901,FALSE,cuaespinós de Candé
Synallaxis erythrothorax,Rufous-breasted Spinetail,rubspi2,178619701,FALSE,cuaespinós de pit rogenc
Synallaxis tithys,Blackish-headed Spinetail,blhspi1,203929891,FALSE,cuaespinós carboner
Synallaxis unirufa,Rufous Spinetail,rufspi1,66136,FALSE,cuaespinós rogenc
Synallaxis castanea,Black-throated Spinetail,bltspi1,385693691,FALSE,cuaespinós canyella
Synallaxis fuscorufa,Rusty-headed Spinetail,ruhspi1,203990671,FALSE,cuaespinós de Santa Marta
Synallaxis cinnamomea,Stripe-breasted Spinetail,stbspi1,309084461,FALSE,cuaespinós de pit estriat
Synallaxis rutilans,Ruddy Spinetail,rudspi1,203985131,FALSE,cuaespinós ardent
Synallaxis cherriei,Chestnut-throated Spinetail,chtspi1,203696471,FALSE,cuaespinós alanegre
Synallaxis hypochondriaca,Great Spinetail,grespi2,204012131,FALSE,cuaespinós de Salvin
Synallaxis zimmeri,Russet-bellied Spinetail,rubspi3,512237581,FALSE,cuaespinós de Zimmer
Synallaxis stictothorax,Necklaced Spinetail,necspi1,640160764,FALSE,cuaespinós pitmaculat
Synallaxis chinchipensis,Chinchipe Spinetail,necspi3,308365,FALSE,cuaespinós de Chinchipe
Synallaxis brachyura,Slaty Spinetail,slaspi1,203697921,FALSE,cuaespinós fumat
Synallaxis subpudica,Silvery-throated Spinetail,sitspi1,203953061,FALSE,cuaespinós de Cundinamarca
Synallaxis hellmayri,Red-shouldered Spinetail,resspi2,103088,FALSE,cuaespinós funest
Synallaxis ruficapilla,Rufous-capped Spinetail,rucspi1,512496441,FALSE,cuaespinós de corona rogenca
Synallaxis cinerea,Bahia Spinetail,bahspi1,488988051,FALSE,cuaespinós de Bahia
Synallaxis infuscata,Pinto's Spinetail,pinspi1,127969,FALSE,cuaespinós de Pinto
Synallaxis moesta,Dusky Spinetail,dusspi1,217113481,FALSE,cuaespinós fosc
Synallaxis cabanisi,Cabanis's Spinetail,cabspi1,17120,FALSE,cuaespinós de Cabanis
Synallaxis macconnelli,McConnell's Spinetail,mccspi1,385788491,FALSE,cuaespinós de McConell
Synallaxis hypospodia,Cinereous-breasted Spinetail,cibspi1,348655901,FALSE,cuaespinós cendrós
Synallaxis spixi,Spix's Spinetail,spispi1,361512381,FALSE,cuaespinós de Spix
Synallaxis albigularis,Dark-breasted Spinetail,dabspi1,288203251,FALSE,cuaespinós golablanc
Synallaxis beverlyae,Orinoco Spinetail,riospi1,139283,FALSE,cuaespinós de l'Orinoco
Synallaxis albescens,Pale-breasted Spinetail,pabspi1,437281221,FALSE,cuaespinós pitblanc
Synallaxis frontalis,Sooty-fronted Spinetail,sofspi1,217064,FALSE,cuaespinós frontgrís
Synallaxis azarae,Azara's Spinetail,azaspi1,171490,FALSE,cuaespinós d'Azara
Synallaxis courseni,Apurimac Spinetail,apuspi1,496417701,FALSE,cuaespinós d'Apurimac
Neopelma aurifrons,Wied's Tyrant-manakin,witman1,203984321,FALSE,manaquí de Wied
Neopelma chrysolophum,Serra do Mar Tyrant-manakin,sdmman1,71589,FALSE,manaquí de Serra do Mar
Neopelma sulphureiventer,Sulphur-bellied Tyrant-manakin,sbtman1,132771,FALSE,manaquí de panxa groga
Tyranneutes stolzmanni,Dwarf Tyrant-manakin,dwtman1,115137,FALSE,manaquí nan
Tyranneutes virescens,Tiny Tyrant-manakin,titman1,372124911,FALSE,manaquí diminut
Xenopipo uniformis,Olive Manakin,oliman2,369489231,FALSE,manaquí olivaci
Xenopipo atronitens,Black Manakin,blaman1,47805571,FALSE,manaquí negre
Heterocercus aurantiivertex,Orange-crested Manakin,orcman3,651394499,FALSE,manaquí de coroneta carbassa
Heterocercus flavivertex,Yellow-crested Manakin,yecman2,318220521,FALSE,manaquí de coroneta groga
Heterocercus linteatus,Flame-crested Manakin,flcman2,203888761,FALSE,manaquí de coroneta encesa
Manacus candei,White-collared Manakin,whcman1,467900581,FALSE,manaquí barbat collblanc
Manacus aurantiacus,Orange-colared Manakin,orcman1,57397,FALSE,manaquí barbat de coll taronja
Manacus vitellinus,Golden-collared Manakin,gocman1,536494421,FALSE,manaquí barbat colldaurat
Manacus manacus,White-bearded Manakin,whbman1,82475,FALSE,manaquí barbat blanc
Pipra filicauda,Wire-tailed Manakin,witman2,612408186,FALSE,manaquí cua de fil
Pipra aureola,Crimson-hooded Manakin,crhman1,389455271,FALSE,manaquí aureolat
Pipra fasciicauda,Band-tailed Manakin,batman1,203895051,FALSE,manaquí cuabarrat
Machaeropterus deliciosus,Club-winged Manakin,clwman1,46118771,FALSE,manaquí d'ales blanques
Machaeropterus striolatus,Western Stripped Manakin,strman5,386942951,FALSE,manaquí estriat occidental
Machaeropterus regulus,Eastern Stripped Manakin,strman2,303368261,FALSE,manaquí estriat oriental
Machaeropterus pyrocephalus,Fiery-capped Manakin,ficman1,126790,FALSE,manaquí cap de foc
Pseudopipra pipra,White-crowned Manakin,whcman2,527801471,FALSE,manaquí de casquet blanc
Ceratopipra cornuta,Scarlet-horned Manakin,schman1,386198671,FALSE,manaquí de crinera
Ceratopipra mentalis,Red-capped Manakin,recman1,57360,FALSE,manaquí cuixagroc
Ceratopipra erythrocephala,Golden-headed Manakin,gohman1,207229001,TRUE,manaquí capdaurat
Ceratopipra rubrocapilla,Red-headed Manakin,rehman1,110014,FALSE,manaquí cap-roig
Ceratopipra chloromeros,Round-tailed Manakin,rotman1,75703,FALSE,manaquí cuaample
Chloropipo holochlora,Green Manakin,greman2,217004901,FALSE,
Chloropipo flavicapilla,Yellow-headed Manakin,yehman2,414703921,FALSE,manaquí citrí
Chloropipo unicolor,Jet Manakin,jetman2,21621231,FALSE,manaquí unicolor
Lepidothrix suavissima,Orange-bellied Manakin,orbman1,389407621,FALSE,manaquí de ventre daurat
Lepidothrix serena,White-fronted Manakin,whfman1,322192351,FALSE,manaquí de ventre taronja/frontblanc
Lepidothrix coronata,Blue-crowned Manakin,blcman1,34194,FALSE,manaquí de coroneta blava
Lepidothrix nattereri,Snow-capped Manakin,sncman1,203934621,FALSE,manaquí de coroneta blanca
Lepidothrix vilasboasi,Golden-crowned Manakin,gocman2,116087021,FALSE,manaquí de capell daurat
Lepidothrix iris,Opal-crowned Manakin,opcman1,204022081,FALSE,manaquí de cap òpal
Lepidothrix isidorei,Blue-rumped Manakin,blrman1,246191,FALSE,manaquí de carpó blau
Lepidothrix coeruleocapilla,Cerulean-capped Manakin,cecman1,564408401,FALSE,manaquí de coroneta cerúlia
Ilicura militaris,Pin-tailed Manakin,pitman1,491918701,FALSE,manaquí militar
Masius chrysopterus,Golden-winged Manakin,gowman1,227060531,FALSE,manaquí d'ales daurades
Corapipo leucorrhoa,White-ruffed Manakin,whbman2,190547731,FALSE,manaquí gorjablanc
Corapipo gutturalis,White-throated Manakin,whtman1,134423,FALSE,manaquí pitblanc
Antilophia bokermanni,Araripe Manakin,araman1,203490401,FALSE,manaquí d'Araripe
Antilophia galeata,Helmeted Manakin,helman1,89192,FALSE,manaquí de casc
Chiroxiphia linearis,Long-tailed Manakin,lotman1,165015,FALSE,manaquí cuallarg
Chiroxiphia lanceolata,Lance-tailed Manakin,latman1,7301,FALSE,manaquí lanceolat
Chiroxiphia pareola,Blue-backed Manakin,blbman1,490732201,FALSE,manaquí dorsiblau
Chiroxiphia boliviana,Yungas Manakin,yunman1,120924,FALSE,manaquí de Yungas
Chiroxiphia caudata,Blue Manakin,swtman1,132910,FALSE,manaquí blau
Pipreola jucunda,Orange-breasted Fruiteater,orbfru1,611743532,FALSE,cotinga de gola carbassa
Pipreola pulchra,Masked Fruiteater,masfru1,203890321,FALSE,cotinga emmascarat
COTINGIDAE,Cotingas,,,FALSE,
Ampelioides tschudii,Scaled Fruiteater,scafru1,110411,FALSE,cotinga escatós
Pipreola chlorolepidota,Fiery-throated Fruiteater,fitfru1,363416671,FALSE,cotinga gola-roig
Pipreola squamipectus,Scaly-breasted Fruiteater,,,FALSE,
Pipreola frontalis,Scarlet-breasted Fruiteater,scbfru1,32740891,FALSE,cotinga pit-roig
Pipreola formosa,Handsome Fruiteater,hanfru1,387941151,FALSE,cotinga formós
Pipreola whitelyi,Red-banded Fruiteater,rebfru1,389024381,FALSE,cotinga degollat
Pipreola lubomirskii,Black-chested Fruiteater,blcfru1,521888721,FALSE,cotinga pitnegre
Pipreola aureopectus,Golden-breaste Fruiteater,gobfru1,384352971,FALSE,cotinga pitdaurada
Pipreola arcuata,Barred Fruiteater,barfru1,107139,FALSE,cotinga barrat
Pipreola intermedia,Band-tailed Fruiteater,batfru1,642127477,FALSE,cotinga de cua ratllada
Pipreola riefferii,Green-and-black Fruiteater,gabfru1,253540751,FALSE,cotinga verda i negre
Snowornis subalaris,Grey-tailed Piha,gytpih1,74783,FALSE,cotinga cuagrís
Snowornis cryptolophus,Olivaceous Piha,olipih2,639925626,FALSE,cotinga olivaci
Carpornis cucullata,Hooded Berryeater,hoober2,112754,FALSE,cotinga encapuxat
Carpornis melanocephala,Black-headed Berryeater,bkhber1,128007,FALSE,cotinga capnegre
Rupicola peruviana,Andean Cock-of-the-rock,andcot1,31883,TRUE,gallet de roca dels Andes
Rupicola rupicola,Guianan Cock-of-the-rock,gcoroc1,191836931,FALSE,gallet de roca de la Guaiana
Phoenicircus carnifex,Guianan Red Cotinga,gurcot1,388993411,FALSE,cotinga roig de la Guaiana
Phoenicircus nigricollis,Black-necked Red Cotinga,bnrcot1,112835,FALSE,cotinga roig collnegre
Zaratornis stresemanni,White-cheeked Cotinga,whccot1,11079,FALSE,cotinga de galtes blanques
Phytotoma rara,Rufous-tailed Plantcutter,rutpla1,203892661,FALSE,cotinga tallabranques de Xile
PIPRIDAE,Manakins,,,FALSE,
Neopelma pallescens,Pale-bellied Tyrant-manakin,pbtman1,279881731,FALSE,manaquí de ventre pàl·lid
Neopelma chrysocephalum,Saffron-crested Tyrant-manakin,sctman1,113148,FALSE,manaquí de Pelzeln
Phytotoma raimondii,Peruvian Plantcutter,perpla1,238342,FALSE,cotinga tallabranques del Perú
Phytotoma rutila,White-tipped Plantcutter,whtpla1,482685811,FALSE,cotinga tallabranques de l'Argentina
Phibalura flavirostris,Swallow-tailed Cotinga,swtcot1,612528574,FALSE,cotinga de cua forcada
Phibalura boliviana,Apolo Cotinga,,,FALSE,
Doliornis sclateri,Bay-vented Cotinga,bavcot1,636416248,FALSE,cotinga de Sclater
Doliornis remseni,Chestnut-bellied Cotinga,chbcot1,178150931,FALSE,cotinga de Remsen
Ampelion rubrocristatus,Red-crested Cotinga,reccot1,610127475,FALSE,cotinga emplomallat fosc
Ampelion rufaxilla,Chestnut-crested Cotinga,chccot1,195280281,FALSE,cotinga emplomallat coll-roig
Haematoderus militaris,Crimson Fruitcrow,crifru1,34973,FALSE,cotinga carmesí
Querula purpurata,Purple-throated Fruitcrow,putfru1,203899751,FALSE,cotinga quèrula
Pyroderus scutatus,Red-ruffed Fruitcrow,rerfru1,203948451,FALSE,cotinga ardent
Cephalopterus glabricollis,Bare-necked Umbrellabird,banumb1,389360721,FALSE,ocell paraigua de coll nu
Cephalopterus penduliger,Long-wattled Umbrellabird,lowumb1,194286701,TRUE,ocell paraigua encorbatat
Cephalopterus ornatus,Amazonian Umbrellabird,amaumb1,49592741,FALSE,ocell paraigua d'ulls blancs
Perissocephalus tricolor,Capuchinbird,capuch1,204012931,FALSE,cotinga caputxí
Lipaugus unirufus,Rufous Piha,rufpih1,57402,FALSE,cotinga rogenc
Lipaugus ater,Black-and-gold Cotinga,bagcot1,112776,FALSE,cotinga d'ales daurades
Lipaugus conditus,Grey-winged Cotinga,gywcot1,471496601,FALSE,cotinga d'ales grises
Lipaugus lanioides,Cinnamon-vented Piha,civpih1,278371131,FALSE,cotinga capgrís
Lipaugus streptophorus,Rose-collared Piha,rocpih1,382335321,FALSE,cotinga de collar rosa
Lipaugus vociferans,Screaming Piha,scrpih1,109968,TRUE,cotinga cridaner
Lipaugus weberi,Chestnut-capped Piha,chcpih1,203965301,FALSE,cotinga de Weber
Lipaugus fuscocinereus,Dusky Piha,duspih1,204023361,FALSE,cotinga fosc
Lipaugus uropygialis,Scimitar-winged Piha,scwpih1,307368,FALSE,cotinga alafalcat
Procnias albus,White Bellbird,whibel2,62824,FALSE,campaner blanc
Procnias tricarunculatus,Three-wattled Bellbird,thwbel,360756721,FALSE,campaner tricarunculat
Procnias nudicollis,Bare-throated Bellbird,batbel1,115299,FALSE,campaner de collnu
Procnias averano,Bearded Bellbird,beabel1,7286,FALSE,campaner barbat
Cotinga maynana,Plum-throated Cotinga,pltcot1,108214041,FALSE,cotinga d'ulls grocs
Cotinga cayana,Spangled Cotinga,spacot1,255359,FALSE,cotinga metàl·lic
Cotinga amabilis,Lovely Cotinga,lovcot1,297385321,FALSE,cotinga amable
Cotinga nattererii,Blue Cotinga,blucot1,127429841,FALSE,cotinga blau
Cotinga ridgwayi,Turquoise Cotinga,turcot1,225341171,FALSE,cotinga turquesa
Cotinga maculata,Banded Cotinga,bancot1,,FALSE,cotinga maculat
Cotinga cotinga,Purple-breasted Cotinga,pubcot1,126725,FALSE,cotinga de pit porpra
Porphyrolaema porphyrolaema,Purple-throated Cotinga,putcot1,31739,FALSE,cotinga golamorat
Conioptilon mcilhennyi,Black-faced Cotinga,blfcot1,479717291,FALSE,cotinga caranegre
Gymnoderus foetidus,Bare-necked Fruitcrow,banfru1,55850,FALSE,cotinga vulturí
Xipholena punicea,Pompadour Cotinga,pomcot1,39446,FALSE,cotinga pompadour
Xipholena lamellipennis,White-tailed Cotinga,whtcot1,428564911,FALSE,cotinga cuablanc
Xipholena atropurpura,White-winged Cotinga,whwcot1,614871747,FALSE,
Carpodectes hopkei,Black-tipped Cotinga,bltcot1,245912,FALSE,cotinga blanc
Carpodectes antoniae,Yellow-billed Cotinga,yebcot1,,FALSE,cotinga becgroc
Carpodectes nitidus,Snowy Cotinga,snocot1,,FALSE,cotinga nivi
Pachyramphus validus,Crested Becard,crebec1,618962106,FALSE,anambé de Lichtenstein
Pachyramphus surinamus,Glossy-backed Becard,glbbec1,203918941,FALSE,anambé de Surinam
Pachyramphus cinnamomeus,Cinnamon Becard,cinbec1,184774,FALSE,anambé canyella
Pachyramphus castaneus,Chestnut-crowned Becard,chcbec1,62573,FALSE,anambé castany
Pachyramphus uropygialis,Western Grey-collared Becard,,,FALSE,
Pachyramphus major,Eastern Grey-collared Becard,grcbec1,32239161,FALSE,anambé de Mèxic
Pachyramphus marginatus,Black-capped Becard,blcbec1,372074341,FALSE,anambé de casquet
Pachyramphus polychopterus,White-winged Becard,whwbec1,7272,FALSE,anambé alablanc
Pachyramphus albogriseus,Black-and-white Becard,bawbec7,558676841,FALSE,becard blanc-i-negre
Schiffornis major,Varzea Schiffornis,varsch1,29276,FALSE,ploranera de Varzea
Schiffornis virescens,Greenish Schiffornis,gresch2,19354,FALSE,ploranera verdosa
Schiffornis olivacea,Olivaceous Mourner,thlsch7,306731531,FALSE,ploranera turdina olivàcia
Schiffornis stenorhyncha,Russet-winged Mourner,thlsch4,65798,FALSE,ploranera turdina fosca
Schiffornis turdina,Brown-winged Mourner,thlsch3,87826,FALSE,ploranera turdina amazònica
Schiffornis aenea,Foothill Mourner,thlsch8,79747,FALSE,ploranera turdina bronzada
Schiffornis veraepacis,Northern Mourner,thlsch2,162409561,FALSE,ploranera turdina septentrional
Laniocera rufescens,Speckled Mourner,spemou1,616285718,FALSE,àtila ploraner tacat
Laniocera hypopyrra,Cinereous Mourner,cinmou1,364636701,FALSE,àtila ploraner cendrós
Laniisoma buckleyi,Andean Mourner,shlcot2,609417579,FALSE,ploranera andina
Laniisoma elegans,Elegant Mourner,shlcot3,238437151,FALSE,ploranera elegant
TYRANNIDAE,Tyrant-flycatchers,,,FALSE,
Calyptura cristata,Kinglet Calyptura,kincal1,,FALSE,cotinga menut reietó
Neopipo cinnamomea,Cinnamon Tyrant,cinmat1,203934151,FALSE,mosquer canyella
Platyrinchus saturatus,Cinnamon-crested Spadebill,cicspa1,126818,FALSE,tirà becplaner de cresta canyella
Platyrinchus cancrominus,Stub-tailed Spadebill,sttspa1,184563481,FALSE,tirà becplaner cuacurt
Platyrinchus albogularis,Western White-throated Spadebill,,,FALSE,tirà becplaner de bigotis [grup albogularis]
Platyrinchus mystaceus,EasternWhite-throated Spadebill,whtspa1,57925,FALSE,tirà becplaner de bigotis
Platyrinchus coronatus,Golden-crowned Spadebill,gocspa1,388745341,FALSE,tirà becplaner coronat
Platyrinchus flavigullaris,Yellow-throated Spadebill,yetspa1,203933871,FALSE,
Platyrinchus platyrhynchos,White-crested Spadebill,whcspa1,388347741,FALSE,tirà becplaner de cresta blanca
Platyrinchus leucoryphus,Russet-winged Spadebill,ruwspa1,621962303,FALSE,tirà becplaner ala-rogenc
Piprites griseiceps,Grey-headed Piprites,grhpip1,264351871,FALSE,piprites capgrís
Piprites chloris,Wing-barred Piprites,wibpip1,383797341,FALSE,piprites verd
Piprites pileata,Black-capped Piprites,bkcpip1,38220841,FALSE,piprites de casquet
Tachuris rubrigastra,Many-colored Rush-tyrant,mcrtyr1,237506,FALSE,tirà multicolor
Pseudotriccus pelzelni,Bronze-olive Pygmy-tyrant,boptyr1,21622561,FALSE,tiranulet bronzat
