Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,hr
Hellmayrea gularis,White-browed Spinetail,whbspi2,66179,FALSE,obrvasta trnorepa
Anumbius annumbi,Firewood-gatherer,firgat1,624994344,TRUE,prugasti trnjak
Coryphistera alaudina,Lark -like Brushrunner,lalbru1,301501,FALSE,ćubasti trnjak
Asthenes usheri,White-tailed Canastero,,,FALSE,bjelorepi kanastero
Asthenes huancavelicae,Huancavelica Canastero,patcan1,203691981,FALSE,peruanski kanastero
Asthenes arequipae,Arequipa Canastero,crbcan4,428383671,FALSE,sivolici kanastero
Asthenes dorbignyi,Creamy-breasted Canastero,crbcan2,174859,FALSE,šarenorepi kanastero
Asthenes berlepschi,Berlepsch's Canastero,bercan1,75716111,FALSE,bolivijski kanastero
Asthenes baeri,Short-billed Canastero,shbcan1,213083,FALSE,kratkokljuni kanastero
Asthenes luizae,Cipo Canastero,cipcan1,297176781,FALSE,sivotrbi kanastero
Asthenes anthoides,Austral Canastero,auscan1,75713671,FALSE,oštrorepi kanastero
Asthenes hudsoni,Hudson's Canastero,hudcan1,304705781,FALSE,livadni kanastero
Asthenes urubambensis,Line-fronted Canastero,lifcan1,78050881,FALSE,planinski kanastero
Asthenes flammulata,Many-striped Canastero,mascan1,397777661,FALSE,prugasti kanastero
Asthenes virgata,Junin Canastero,juncan1,31746781,FALSE,huninski kanastero
Asthenes maculicauda,Scribble-tailed Canastero,sctcan1,50840,FALSE,prugastorepi kanastero
Asthenes modesta,Cordilleran Canastero,corcan1,589133391,FALSE,prugastoprsi kanastero
Asthenes humilis,Streak-throated Canastero,sttcan1,212572151,FALSE,prugastogrli kanastero
Asthenes wyatti,Streak-backed Canastero,stbcan9,189513,FALSE,prugastoleđi kanastero
A. w. sclateri,Puna Canastero,,,FALSE,punski kanastero
Asthenes moreirae,Itatiaia Spinetail,itaspi1,471284671,FALSE,južnobrazilska trnorepa
Asthenes pyrrholeuca,Sharp-billed Canastero,shbcan2,217162,FALSE,oštrokljuni kanastero
Asthenes harterti,Black-throated Thistletail,bltthi1,174817,FALSE,crnogrla trnorepa
Asthenes coryi,Ochre-browed Thistletail,ocbthi1,308554081,FALSE,venezuelska trnorepa
Asthenes perijana,Perija Thistletail,perthi1,46892421,FALSE,perihanska trnorepa
Asthenes fuliginosa,White-chinned Thistletail,whcthi1,203940121,FALSE,sivotrba trnorepa
Asthenes griseomurina,Mouse-colured Thistletail,mocthi1,21746,FALSE,mrka trnorepa
Asthenes helleri,Puna Thistletail,punthi1,203891661,FALSE,sivo-smeđa trnorepa
Asthenes ottonis,Rusty-fronted Canastero,rufcan1,511072181,FALSE,riđočeli kanastero
Asthenes palpebralis,Eye-ringed Thistletail,eyrthi1,586107241,FALSE,huninska trnorepa
Asthenes heterura,Maqeuis Canastero,maqcan1,212251,FALSE,smeđoleđi kanastero
Asthenes pudibunda,Canyon Canastero,cancan1,28712,FALSE,andski kanastero
Asthenes vilcabambae,Vilcabamba Thistletail,vilthi2,374670051,FALSE,ljuskastotrba trnorepa
Asthenes ayacuchensis,Ayacucho Thistletail,vilthi3,370096431,FALSE,riđogrla trnorepa
Acrobatornis fonsecai,Pink-legged Graveteiro,pilgra1,254862221,FALSE,bahijski trnjak
Metopothrix aurantiaca,Orange-fronted Plushcrown,orfplu2,531978431,FALSE,zlatnoglavi trnjak
Xenerpestes minlosi,Double-banded Greytail,dobgra1,20092441,FALSE,sivi trnjak
Xenerpestes singularis,Equatorial Greytail,equgra1,620683084,FALSE,prugastoprsi trnjak
Siptornis striaticollis,Spectacled Prickletail,spepri1,21621501,FALSE,prugastogrli trnjak
Roraimia adusta,Roraiman Barbtail,rorbar1,362387501,FALSE,tepujska listarica
Thripophaga gutturata,Speckled Spinetail,spespi1,203697931,FALSE,pjegavoprsa trnorepa
Thripophaga cherriei,Orinoco Softtail,orisof1,323589401,FALSE,prugastolici kanastero
Thripophaga amacurensis,Delta Amacuro Softtail,deasof1,388960501,FALSE,cimetastorepi kanastero
Thripophaga macroura,Striated Softtail,strsof1,249820021,FALSE,veliki kanastero
Thripophaga fusciceps,Plain Softtail,plasof1,88205,FALSE,riđokrili kanastero
Limnoctites rectirostris,Straight-billed Reedhaunter,stbree2,19097,FALSE,dugokljuna trnorepa
Cranioleuca sulphurifera,Sulphur-throated Spinetail,,,FALSE,žutogrla trnorepa
Cranioleuca marcapatae,Marcapata Spinetail,marspi4,35437,FALSE,peruanska trnorepa
Cranioleuca weskei,Vilcabamba Spinetail,marspi1,508009491,FALSE,bjelokapa trnorepa
Cranioleuca albiceps,Light-crowned Spinetail,licspi1,65267,FALSE,svjetlokapa trnorepa
Cranioleuca vulpecula,Parker's Spinetail,parspi1,127489,FALSE,amazonska trnorepa
Cranioleuca berlepschi,Russet-mantled Softtail,rumsof1,31953361,FALSE,riđi kanastero
Cranioleuca vulpina,Rusty-backed Spinetail,rubspi4,366315101,FALSE,kestenjastoleđa trnorepa
Cranioleuca dissita,Coiba Spinetail,rubspi5,241373731,FALSE,panamska trnorepa
Cranioleuca muelleri,Scaled Spinetail,scaspi1,115267,FALSE,ljuskasta trnorepa
Cranioleuca albicapilla,Creamy-crested Spinetail,crcspi1,31745501,FALSE,svjetlokljuna trnorepa
Cranioleuca obsoleta,Olive Spinetail,olispi1,700061,FALSE,maslinasta trnorepa
Cranioleuca pallida,Pallid Spinetail,palspi1,203698121,FALSE,brdska trnorepa
Cranioleuca pyrrhophia,Stripe-crowned Spinetail,stcspi2,218241,FALSE,riđoramena trnorepa
Cranioleuca henricae,Bolivian Spinetail,bolspi1,132776,FALSE,bolivijska trnorepa
Cranioleuca erythrops,Red-faced Spinetail,refspi1,213378901,FALSE,riđoglava trnorepa
Cranioleuca baroni,Baron's Spinetail,,,FALSE,velika trnorepa
Cranioleuca antisiensis,Line-cheeked Spinetail,licspi5,203930041,FALSE,prugastolica trnorepa
Cranioleuca curtata,Ash-browed Spinetail,asbspi1,624344102,FALSE,pepeljastolica trnorepa
Cranioleuca demissa,Tepui Spinetail,tepspi1,389400091,FALSE,tepujska trnorepa
Cranioleuca semicinerea,Grey-headed Spinetail,gyhspi1,278193741,FALSE,sivo-riđa trnorepa
Cranioleuca hellmayri,Streak-capped Spinetail,stcspi1,167291,FALSE,prugastoglava trnorepa
Cranioleuca subcristata,Crested Spinetail,crespi1,386893331,FALSE,smeđokapa trnorepa
Pseudasthenes humicola,Dusky-tailed Canastero,dutcan1,615710552,FALSE,crnorepi kanastero
Pseudasthenes patagonica,Patagonian Canastero,patcan2,46444,FALSE,patagonski kanastero
Pseudasthenes steinbachi,Steinbach's Canastero,stecan1,86541,FALSE,sivoglavi kanastero
Pseudasthenes cactorum,Cactus Canastero,caccan1,26404121,FALSE,kaktusov kanastero
Spartonoica maluroides,Bay-capped Wren-spinetail,bcwspi1,386664381,FALSE,riđočela trnorepa
Pseudoseisura unirufa,Grey-crested Cachalote,rufcac2,87257,FALSE,sivokapa listarica
Pseudoseisura cristata,Caatinga Cachalote,caacac1,509612001,FALSE,kukmasta listarica
Pseudoseisura lophotes,Brown Cachalote,brncac1,52543,FALSE,velika listarica
Pseudoseisura gutturalis,White-throated Cachalote,whtcac2,625092831,FALSE,pozemna listarica
Mazaria propinqua,White-bellied Spinetail,whbspi1,203699661,FALSE,bjelotrba trnorepa
Schoeniophylax phryganophilus,Chotoy Spinetail,chospi2,132822,FALSE,šarenogrla trnorepa
Certhiaxis cinnamomeus,Yellow-chinned Spinetail,yecspi2,66188,FALSE,močvarna trnorepa
Certhiaxis mustelinus,Red-and-white Spinetail,rawspi2,127579,FALSE,crvenkasto-bijela trnorepa
Synallaxis scutata,Ochre-cheeked Spinetail,occspi1,393341541,FALSE,smeđoprsa trnorepa
Synallaxis cinerascens,Grey-bellied Spinetail,gybspi1,423707011,FALSE,riđokrila trnorepa
Synallaxis gujanensis,Plain-crowned Spinetail,plcspi1,203962661,FALSE,sivoglava trnorepa
Synallaxis maranonica,Maranon Spinetail,marspi3,130451,FALSE,maranonska trnorepa
Synallaxis simoni,Araguaia Spinetail,whlspi3,220187,FALSE,bjelogrla trnorepa
Synallaxis albilora,White-lored Spinetail,whlspi1,203698151,FALSE,sivokapa trnorepa
Synallaxis kollari,Hoary-throated Spinetail,hotspi1,299934631,FALSE,roraimska trnorepa
Synallaxis candei,White-whiskered Spinetail,whwspi1,385687901,FALSE,crnoglava trnorepa
Synallaxis erythrothorax,Rufous-breasted Spinetail,rubspi2,178619701,FALSE,meksička trnorepa
Synallaxis tithys,Blackish-headed Spinetail,blhspi1,203929891,FALSE,crnočela trnorepa
Synallaxis unirufa,Rufous Spinetail,rufspi1,66136,FALSE,planinska trnorepa
Synallaxis castanea,Black-throated Spinetail,bltspi1,385693691,FALSE,mirandska trnorepa
Synallaxis fuscorufa,Rusty-headed Spinetail,ruhspi1,203990671,FALSE,santamartska trnorepa
Synallaxis cinnamomea,Stripe-breasted Spinetail,stbspi1,309084461,FALSE,prugastoprsa trnorepa
Synallaxis rutilans,Ruddy Spinetail,rudspi1,203985131,FALSE,šumska trnorepa
Synallaxis cherriei,Chestnut-throated Spinetail,chtspi1,203696471,FALSE,crnokrila trnorepa
Synallaxis hypochondriaca,Great Spinetail,grespi2,204012131,FALSE,bjeloprsa trnorepa
Synallaxis zimmeri,Russet-bellied Spinetail,rubspi3,512237581,FALSE,riđotrba trnorepa
Synallaxis stictothorax,Necklaced Spinetail,necspi1,640160764,FALSE,mala trnorepa
Synallaxis chinchipensis,Chinchipe Spinetail,necspi3,308365,FALSE,pjegavoboka trnorepa
Synallaxis brachyura,Slaty Spinetail,slaspi1,203697921,FALSE,sivolica trnorepa
Synallaxis subpudica,Silvery-throated Spinetail,sitspi1,203953061,FALSE,kolumbijska trnorepa
Synallaxis hellmayri,Red-shouldered Spinetail,resspi2,103088,FALSE,siva trnorepa
Synallaxis ruficapilla,Rufous-capped Spinetail,rucspi1,512496441,FALSE,bambusova trnorepa
Synallaxis cinerea,Bahia Spinetail,bahspi1,488988051,FALSE,bahijska trnorepa
Synallaxis infuscata,Pinto's Spinetail,pinspi1,127969,FALSE,alagoaška trnorepa
Synallaxis moesta,Dusky Spinetail,dusspi1,217113481,FALSE,sivogrla trnorepa
Synallaxis cabanisi,Cabanis's Spinetail,cabspi1,17120,FALSE,smeđolica trnorepa
Synallaxis macconnelli,McConnell's Spinetail,mccspi1,385788491,FALSE,maslinastoleđa trnorepa
Synallaxis hypospodia,Cinereous-breasted Spinetail,cibspi1,348655901,FALSE,kestenjastokrila trnorepa
Synallaxis spixi,Spix's Spinetail,spispi1,361512381,FALSE,sivoprsa trnorepa
Synallaxis albigularis,Dark-breasted Spinetail,dabspi1,288203251,FALSE,riječna trnorepa
Synallaxis beverlyae,Orinoco Spinetail,riospi1,139283,FALSE,narančastokapa trnorepa
Synallaxis albescens,Pale-breasted Spinetail,pabspi1,437281221,FALSE,travnjačka trnorepa
Synallaxis frontalis,Sooty-fronted Spinetail,sofspi1,217064,FALSE,tamnočela trnorepa
Synallaxis azarae,Azara's Spinetail,azaspi1,171490,FALSE,pjegavogrla trnorepa
Synallaxis courseni,Apurimac Spinetail,apuspi1,496417701,FALSE,apurimačka trnorepa
Neopelma aurifrons,Wied's Tyrant-manakin,witman1,203984321,FALSE,sivoprsi manakin
Neopelma chrysolophum,Serra do Mar Tyrant-manakin,sdmman1,71589,FALSE,brdski manakin
Neopelma sulphureiventer,Sulphur-bellied Tyrant-manakin,sbtman1,132771,FALSE,maslinastoleđi
Tyranneutes stolzmanni,Dwarf Tyrant-manakin,dwtman1,115137,FALSE,mali manakin
Tyranneutes virescens,Tiny Tyrant-manakin,titman1,372124911,FALSE,patuljasti manakin
Xenopipo uniformis,Olive Manakin,oliman2,369489231,FALSE,maslinasti manakin
Xenopipo atronitens,Black Manakin,blaman1,47805571,FALSE,crni manakin
Heterocercus aurantiivertex,Orange-crested Manakin,orcman3,651394499,FALSE,narančastokapi manakin
Heterocercus flavivertex,Yellow-crested Manakin,yecman2,318220521,FALSE,žutokapi manakin
Heterocercus linteatus,Flame-crested Manakin,flcman2,203888761,FALSE,crvenokapi manakin
Manacus candei,White-collared Manakin,whcman1,467900581,FALSE,bjelovrati manakin
Manacus aurantiacus,Orange-colared Manakin,orcman1,57397,FALSE,plamenovrati manakin
Manacus vitellinus,Golden-collared Manakin,gocman1,536494421,FALSE,zlatnovrati manakin
Manacus manacus,White-bearded Manakin,whbman1,82475,FALSE,bjeloprsi manakin
Pipra filicauda,Wire-tailed Manakin,witman2,612408186,FALSE,strunorepi manakin
Pipra aureola,Crimson-hooded Manakin,crhman1,389455271,FALSE,grimiznoprsi manakin
Pipra fasciicauda,Band-tailed Manakin,batman1,203895051,FALSE,crnoleđi manakin
Machaeropterus deliciosus,Club-winged Manakin,clwman1,46118771,FALSE,riđi manakin
Machaeropterus striolatus,Western Stripped Manakin,strman5,386942951,FALSE,plamenoprsi manakin
Machaeropterus regulus,Eastern Stripped Manakin,strman2,303368261,FALSE,kratkorepi manakin
Machaeropterus pyrocephalus,Fiery-capped Manakin,ficman1,126790,FALSE,plamenokapi manakin
Pseudopipra pipra,White-crowned Manakin,whcman2,527801471,FALSE,crno-bijeli manakin
Ceratopipra cornuta,Scarlet-horned Manakin,schman1,386198671,FALSE,crvenonogi manakin
Ceratopipra mentalis,Red-capped Manakin,recman1,57360,FALSE,bjelooki manakin
Ceratopipra erythrocephala,Golden-headed Manakin,gohman1,207229001,TRUE,zlatnoglavi manakin
Ceratopipra rubrocapilla,Red-headed Manakin,rehman1,110014,FALSE,crvenoglavi manakin
Ceratopipra chloromeros,Round-tailed Manakin,rotman1,75703,FALSE,oblorepi manakin
Chloropipo holochlora,Green Manakin,greman2,217004901,FALSE,zeleni manakin
Chloropipo flavicapilla,Yellow-headed Manakin,yehman2,414703921,FALSE,žutoglavi manakin
Chloropipo unicolor,Jet Manakin,jetman2,21621231,FALSE,antracitni manakin
Lepidothrix suavissima,Orange-bellied Manakin,orbman1,389407621,FALSE,žutotrbi manakin
Lepidothrix serena,White-fronted Manakin,whfman1,322192351,FALSE,bjeločeli manakin
Lepidothrix coronata,Blue-crowned Manakin,blcman1,34194,FALSE,plavokapi manakin
Lepidothrix nattereri,Snow-capped Manakin,sncman1,203934621,FALSE,bjeloleđi manakin
Lepidothrix vilasboasi,Golden-crowned Manakin,gocman2,116087021,FALSE,paraski manakin
Lepidothrix iris,Opal-crowned Manakin,opcman1,204022081,FALSE,krupnokljuni manakin
Lepidothrix isidorei,Blue-rumped Manakin,blrman1,246191,FALSE,bjelokapi manakin
Lepidothrix coeruleocapilla,Cerulean-capped Manakin,cecman1,564408401,FALSE,peruanski manakin
Ilicura militaris,Pin-tailed Manakin,pitman1,491918701,FALSE,crvenoleđi manakin
Masius chrysopterus,Golden-winged Manakin,gowman1,227060531,FALSE,zlatnokrili manakin
Corapipo leucorrhoa,White-ruffed Manakin,whbman2,190547731,FALSE,bjelogrli manakin
Corapipo gutturalis,White-throated Manakin,whtman1,134423,FALSE,blistavi manakin
Antilophia bokermanni,Araripe Manakin,araman1,203490401,FALSE,cearski manakin
Antilophia galeata,Helmeted Manakin,helman1,89192,FALSE,kukmasti manakin
Chiroxiphia linearis,Long-tailed Manakin,lotman1,165015,FALSE,dugorepi manakin
Chiroxiphia lanceolata,Lance-tailed Manakin,latman1,7301,FALSE,oštrorepi manakin
Chiroxiphia pareola,Blue-backed Manakin,blbman1,490732201,FALSE,plavoleđi manakin
Chiroxiphia boliviana,Yungas Manakin,yunman1,120924,FALSE,jungaški manakin
Chiroxiphia caudata,Blue Manakin,swtman1,132910,FALSE,plavi manakin
Pipreola jucunda,Orange-breasted Fruiteater,orbfru1,611743532,FALSE,narančastoprsa kotinga
Pipreola pulchra,Masked Fruiteater,masfru1,203890321,FALSE,prugastoboka kotinga
COTINGIDAE,Cotingas,,,FALSE,kotinge
Ampelioides tschudii,Scaled Fruiteater,scafru1,110411,FALSE,ljuskasta kotinga
Pipreola chlorolepidota,Fiery-throated Fruiteater,fitfru1,363416671,FALSE,crvenogrla kotinga
Pipreola squamipectus,Scaly-breasted Fruiteater,,,FALSE,ljuskastoprsa kotinga
Pipreola frontalis,Scarlet-breasted Fruiteater,scbfru1,32740891,FALSE,plamenogrla kotinga
Pipreola formosa,Handsome Fruiteater,hanfru1,387941151,FALSE,venezuelska kotinga
Pipreola whitelyi,Red-banded Fruiteater,rebfru1,389024381,FALSE,tepujska kotinga
Pipreola lubomirskii,Black-chested Fruiteater,blcfru1,521888721,FALSE,žutoprsa kotinga
Pipreola aureopectus,Golden-breaste Fruiteater,gobfru1,384352971,FALSE,zlatnoprsa kotinga
Pipreola arcuata,Barred Fruiteater,barfru1,107139,FALSE,prugasta kotinga
Pipreola intermedia,Band-tailed Fruiteater,batfru1,642127477,FALSE,crvenokljuna kotinga
Pipreola riefferii,Green-and-black Fruiteater,gabfru1,253540751,FALSE,ogrličasta kotinga
Snowornis subalaris,Grey-tailed Piha,gytpih1,74783,FALSE,sivorepa kotinga
Snowornis cryptolophus,Olivaceous Piha,olipih2,639925626,FALSE,maslinasta kotinga
Carpornis cucullata,Hooded Berryeater,hoober2,112754,FALSE,crnoglava kotinga
Carpornis melanocephala,Black-headed Berryeater,bkhber1,128007,FALSE,crvenooka kotinga
Rupicola peruviana,Andean Cock-of-the-rock,andcot1,31883,TRUE,plamena kotinga
Rupicola rupicola,Guianan Cock-of-the-rock,gcoroc1,191836931,FALSE,narančasta kotinga
Phoenicircus carnifex,Guianan Red Cotinga,gurcot1,388993411,FALSE,crvenotrba kotinga
Phoenicircus nigricollis,Black-necked Red Cotinga,bnrcot1,112835,FALSE,crvenokapa kotinga
Zaratornis stresemanni,White-cheeked Cotinga,whccot1,11079,FALSE,bjelolica kotinga
Phytotoma rara,Rufous-tailed Plantcutter,rutpla1,203892661,FALSE,šarenoglava kotinga
PIPRIDAE,Manakins,,,FALSE,manakini
Neopelma pallescens,Pale-bellied Tyrant-manakin,pbtman1,279881731,FALSE,bjelotrbi manakin
Neopelma chrysocephalum,Saffron-crested Tyrant-manakin,sctman1,113148,FALSE,zelenoleđi manakin
Phytotoma raimondii,Peruvian Plantcutter,perpla1,238342,FALSE,sivoprsa kotinga
Phytotoma rutila,White-tipped Plantcutter,whtpla1,482685811,FALSE,bjeloramena kotinga
Phibalura flavirostris,Swallow-tailed Cotinga,swtcot1,612528574,FALSE,rašljorepa kotinga
Phibalura boliviana,Apolo Cotinga,,,FALSE,bolivijska kotinga
Doliornis sclateri,Bay-vented Cotinga,bavcot1,636416248,FALSE,sivoglava kotinga
Doliornis remseni,Chestnut-bellied Cotinga,chbcot1,178150931,FALSE,kestenjastotrba kotinga
Ampelion rubrocristatus,Red-crested Cotinga,reccot1,610127475,FALSE,pepeljasta kotinga
Ampelion rufaxilla,Chestnut-crested Cotinga,chccot1,195280281,FALSE,riđovrata kotinga
Haematoderus militaris,Crimson Fruitcrow,crifru1,34973,FALSE,crvena kotinga
Querula purpurata,Purple-throated Fruitcrow,putfru1,203899751,FALSE,crna kotinga
Pyroderus scutatus,Red-ruffed Fruitcrow,rerfru1,203948451,FALSE,plamenoprsa kotinga
Cephalopterus glabricollis,Bare-necked Umbrellabird,banumb1,389360721,FALSE,crvenoprsa kotinga
Cephalopterus penduliger,Long-wattled Umbrellabird,lowumb1,194286701,TRUE,kukmasta kotinga
Cephalopterus ornatus,Amazonian Umbrellabird,amaumb1,49592741,FALSE,velika kotinga
Perissocephalus tricolor,Capuchinbird,capuch1,204012931,FALSE,gologlava kotinga
Lipaugus unirufus,Rufous Piha,rufpih1,57402,FALSE,riđa kotinga
Lipaugus ater,Black-and-gold Cotinga,bagcot1,112776,FALSE,zlatnokrila kotinga
Lipaugus conditus,Grey-winged Cotinga,gywcot1,471496601,FALSE,sivokrila kotinga
Lipaugus lanioides,Cinnamon-vented Piha,civpih1,278371131,FALSE,dugorepa kotinga
Lipaugus streptophorus,Rose-collared Piha,rocpih1,382335321,FALSE,ružičastopruga kotinga
Lipaugus vociferans,Screaming Piha,scrpih1,109968,TRUE,siva kotinga
Lipaugus weberi,Chestnut-capped Piha,chcpih1,203965301,FALSE,kestenjastokapa kotinga
Lipaugus fuscocinereus,Dusky Piha,duspih1,204023361,FALSE,sinja kotinga
Lipaugus uropygialis,Scimitar-winged Piha,scwpih1,307368,FALSE,srpastokrila kotinga
Procnias albus,White Bellbird,whibel2,62824,FALSE,brkata kotinga
Procnias tricarunculatus,Three-wattled Bellbird,thwbel,360756721,FALSE,bradušasta kotinga
Procnias nudicollis,Bare-throated Bellbird,batbel1,115299,FALSE,zelenogrla kotinga
Procnias averano,Bearded Bellbird,beabel1,7286,FALSE,smeđoglava kotinga
Cotinga maynana,Plum-throated Cotinga,pltcot1,108214041,FALSE,žutooka kotinga
Cotinga cayana,Spangled Cotinga,spacot1,255359,FALSE,crnorepa kotinga
Cotinga amabilis,Lovely Cotinga,lovcot1,297385321,FALSE,ljubičastogrla kotinga
Cotinga nattererii,Blue Cotinga,blucot1,127429841,FALSE,plava kotinga
Cotinga ridgwayi,Turquoise Cotinga,turcot1,225341171,FALSE,tirkizna kotinga
Cotinga maculata,Banded Cotinga,bancot1,,FALSE,bahijska kotinga
Cotinga cotinga,Purple-breasted Cotinga,pubcot1,126725,FALSE,grimiznoprsa kotinga
Porphyrolaema porphyrolaema,Purple-throated Cotinga,putcot1,31739,FALSE,bjeloprsa kotinga
Conioptilon mcilhennyi,Black-faced Cotinga,blfcot1,479717291,FALSE,crnolica kotinga
Gymnoderus foetidus,Bare-necked Fruitcrow,banfru1,55850,FALSE,modrovrata kotinga
Xipholena punicea,Pompadour Cotinga,pomcot1,39446,FALSE,grimizna kotinga
Xipholena lamellipennis,White-tailed Cotinga,whtcot1,428564911,FALSE,bjelorepa kotinga
Xipholena atropurpura,White-winged Cotinga,whwcot1,614871747,FALSE,bjelokrila kotinga
Carpodectes hopkei,Black-tipped Cotinga,bltcot1,245912,FALSE,bijela kotinga
Carpodectes antoniae,Yellow-billed Cotinga,yebcot1,,FALSE,žutokljuna kotinga
Carpodectes nitidus,Snowy Cotinga,snocot1,,FALSE,snježna kotinga
Pachyramphus validus,Crested Becard,crebec1,618962106,FALSE,kudravi satir
Pachyramphus surinamus,Glossy-backed Becard,glbbec1,203918941,FALSE,bjelotrbi satir
Pachyramphus cinnamomeus,Cinnamon Becard,cinbec1,184774,FALSE,cimetasti satir
Pachyramphus castaneus,Chestnut-crowned Becard,chcbec1,62573,FALSE,kestenjastokapi satir
Pachyramphus uropygialis,Western Grey-collared Becard,,,FALSE,meksički satir
Pachyramphus major,Eastern Grey-collared Becard,grcbec1,32239161,FALSE,sivovrati satir
Pachyramphus marginatus,Black-capped Becard,blcbec1,372074341,FALSE,crnokapi satir
Pachyramphus polychopterus,White-winged Becard,whwbec1,7272,FALSE,bjelokrili satir
Pachyramphus albogriseus,Black-and-white Becard,bawbec7,558676841,FALSE,planinski satir
Schiffornis major,Varzea Schiffornis,varsch1,29276,FALSE,riđi satir
Schiffornis virescens,Greenish Schiffornis,gresch2,19354,FALSE,smeđokrili satir
Schiffornis olivacea,Olivaceous Mourner,thlsch7,306731531,FALSE,maslinasti satir
Schiffornis stenorhyncha,Russet-winged Mourner,thlsch4,65798,FALSE,cimetastokrili satir
Schiffornis turdina,Brown-winged Mourner,thlsch3,87826,FALSE,riđokrili satir
Schiffornis aenea,Foothill Mourner,thlsch8,79747,FALSE,gorski satir
Schiffornis veraepacis,Northern Mourner,thlsch2,162409561,FALSE,srednjoamerički satir
Laniocera rufescens,Speckled Mourner,spemou1,616285718,FALSE,cimetastotrbi satir
Laniocera hypopyrra,Cinereous Mourner,cinmou1,364636701,FALSE,pepeljasti satir
Laniisoma buckleyi,Andean Mourner,shlcot2,609417579,FALSE,žutoprsi satir
Laniisoma elegans,Elegant Mourner,shlcot3,238437151,FALSE,ljuskastotrbi satir
TYRANNIDAE,Tyrant-flycatchers,,,FALSE,elenije silnici muhari
Calyptura cristata,Kinglet Calyptura,kincal1,,FALSE,crvenokapa elenija
Neopipo cinnamomea,Cinnamon Tyrant,cinmat1,203934151,FALSE,cimetasta elenija
Platyrinchus saturatus,Cinnamon-crested Spadebill,cicspa1,126818,FALSE,narančastokapa elenija
Platyrinchus cancrominus,Stub-tailed Spadebill,sttspa1,184563481,FALSE,kestenjasta elenija
Platyrinchus albogularis,Western White-throated Spadebill,,,FALSE,prugastolica elenija
Platyrinchus mystaceus,EasternWhite-throated Spadebill,whtspa1,57925,FALSE,žućkastogrla elenija
Platyrinchus coronatus,Golden-crowned Spadebill,gocspa1,388745341,FALSE,plamenokruna elenija
Platyrinchus flavigullaris,Yellow-throated Spadebill,yetspa1,203933871,FALSE,kestenjastoglava elenija
Platyrinchus platyrhynchos,White-crested Spadebill,whcspa1,388347741,FALSE,kestenjastokrila elenija
Platyrinchus leucoryphus,Russet-winged Spadebill,ruwspa1,621962303,FALSE,riđokrila elenija
Piprites griseiceps,Grey-headed Piprites,grhpip1,264351871,FALSE,honduraska elenija
Piprites chloris,Wing-barred Piprites,wibpip1,383797341,FALSE,krupnooka elenija
Piprites pileata,Black-capped Piprites,bkcpip1,38220841,FALSE,kestenjastoleđa elenija
Tachuris rubrigastra,Many-colored Rush-tyrant,mcrtyr1,237506,FALSE,šarena elenija
Pseudotriccus pelzelni,Bronze-olive Pygmy-tyrant,boptyr1,21622561,FALSE,brončanomaslinasta elenija
Pseudotriccus simplex,Hazel-fronted Pygmy-tyrant,hfptyr1,455422401,FALSE,brončanočela elenija
Pseudotriccus ruficeps,Rufous-headed Pygmy-tyrant,rhptyr1,203701061,FALSE,riđoglava elenija
Corythopis torqatus,Ringed Antpipit,rinant2,203931121,FALSE,pozemna elenija
Corythopis delalandi,Southern Antpipit,souant1,312754371,FALSE,crnoprsa elenija
Phylloscartes flavovirens,Yellow-green Tyrannulet,yegtyr1,632838754,FALSE,panamska elenija
Phylloscartes ventralis,Mottle-cheeked Tyrannulet,moctyr2,384557511,FALSE,maslinastožuta elenija
Phylloscartes virescens,Olive-green Tyrannulet,olgtyr1,127386,FALSE,gvajanska elenija
Phylloscartes beckeri,Bahia Tyrannulet,bahtyr1,484453261,FALSE,bahijska elenija
Phylloscartes kronei,Restinga Tyrannulet,restyr1,203983081,FALSE,marska elenija
Phylloscartes gualaquisae,Ecuadorian Tyrannulet,ecutyr1,203698911,FALSE,ekvadorska elenija
Phylloscartes nigrifrons,Black-fronted Tyrannulet,blftyr1,364606381,FALSE,crnočela elenija
Phylloscartes ceciliae,Alagoas Tyrannulet,alatyr1,102760,FALSE,alagoaška elenija
Phylloscartes superciliaris,Rufous-browed Tyrannulet,rubtyr1,204023421,FALSE,bjelolica elenija
Phylloscartes flaviventris,Rufous-lored Tyrannulet,rultyr1,384354991,FALSE,riđočela elenija
Phylloscartes parkeri,Cinnamon-faced Tyrannulet,ciftyr1,147404,FALSE,riđolica elenija
Phylloscartes roquettei,Minas Gerais Tyrannulet,migtyr1,124413241,FALSE,cimetastočela elenija
Phylloscartes paulista,Sao Paulo Tyrannulet,,,FALSE,zelena elenija
Phylloscartes oustaleti,Oustalet's Tyrannulet,oustyr1,203979401,FALSE,maslinastozelena elenija
Phylloscartes difficilis,Serra do Mar Tyrannulet,,,FALSE,sivotrba elenija
Phylloscartes sylviolus,Bay-ringed Tyrannulet,bartyr1,203701101,FALSE,bjelooka elenija
Pogonotriccus poecilotis,Variegated Bristle-tyrant,vabtyr1,525490541,FALSE,crnouha elenija
Pogonotriccus chapmani,Chapman's Bristle-tyrant,chabrt1,437287661,FALSE,tepujska elenija
Pogonotriccus ophthalmicus,Marble-faced Bristle-tyrant,mfbtyr1,203932201,FALSE,mramorastolica elenija
