Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,hr
Scleroptila whytei,Whyte's Francolin,shefra3,277097,FALSE,crvenopjega jarebica
Scleroptila gutturalis,Orange River Francolin,orrfra2,510309801,FALSE,bjelogrla jarebica
Bambusicola fytchii,Mountain Bamboo-partridge,mobpar1,53420721,FALSE,bjelotrba trčka
Bambusicola thoracicus,Chinese Bamboo-partridge,chbpar3,48693961,FALSE,bambusova trčka
Bambusicola sonorivox,Taiwan Bamboo-partridge,taibap1,203928081,FALSE,sivoglava trčka
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,divlja kokoš
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,pjegava kokoš
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,cejlonska kokoš
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,zelena kokoš
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,riđogrla jarebica
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,pjegavoboka jarebica
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,himalajski monal
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,bjeloleđi monal
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,kineski monal
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,mrki tragopan
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,crveni tragopan
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,crvenoprsi tragopan
Tragopan temminckii,Temminck's Tragopan,temtra1,483733661,TRUE,plavolici tragopan
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,pjegavi tragopan
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,prugasti tragopan
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,širokorepi fazan
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,bjelotrbi fazan
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,plavovrati fazan
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,mrki fazan
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,japanski fazan
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,kraljevski fazan
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,zlatni fazan
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,dijamantni fazan
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,fazan
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,ogrličasti fazan
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,zeleni fazan
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,bijeli fazan
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,tibetski fazan
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,brkati fazan
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,sivi fazan
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,himalajski fazan
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,crni fazan
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,srebrni fazan
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,vijetnamski fazan
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,tajvanski fazan
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,kratkorepi fazan
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,žutorepi fazan
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,borneanski fazan
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,plavolici fazan
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,modri fazan
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,crvenoglavi fazan
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,bjelorepi fazan
Perdix perdix,Grey Partridge,grypar,304858,FALSE,trčka
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,azijska trčka
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,tibetska trčka
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,divlji puran
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,šareni puran
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,kukmasta lještarka
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,lještarka
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,kineska lještarka
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,sjeverna snježnica
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,škotska snježnica
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,alpska snježnica
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,bjelorepa snježnica
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,mrka lještarka
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,siva lještarka
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,sibirska lještarka
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,kanadska lještarka
Falcipennis franklinii,Franklin's Grouse,,,FALSE,pjegava lještarka
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,tetrijeb gluhan
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,crnokljuni tetrijeb
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,tetrijeb ruševac
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,kavkaski tetrijeb
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,velika lještarka
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,crnotrba lještarka
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,oštrorepa lještarka
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,prerijska lještarka
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,prugasta lještarka
ANSERIFORMES,,,,FALSE,guščarice
ANHIMIDAE,Screamers,,,FALSE,pastiraši
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,rogati pastiraš
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,crnovrati pastiraš
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,ogrličasti pastiraš
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,dugonoga guska
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,dugonoga guska
ANATIDAE,Ducks Geese Swans,,,FALSE,patke guske labudovi
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,bjelolica utva
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,crnotrba utva
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,bjelopjegava utva
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,antilska utva
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,smeđa utva
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,australska utva
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,tamnokapa utva
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,indijska utva
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,mala utva
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,mrka čakora
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,mala čakora
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,crnoglava čakora
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,andska čakora
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,argentinska čakora
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,australska čakora
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,afrička čakora
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,čakora
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,siva čakora
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,prugasta patka
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,pjegava utva
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,žutokljuna guska
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,južnoamerički labud
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,crnovrati labud
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,crni labud
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,crvenokljuni labud
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,crnokljuni labud
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,žutokljuni labud
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,mali labud
C. c. bewickii,Bewick's Swan,,,FALSE,mali labud
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,kanadski labud
Branta bernicla,Brent Goose,brant,65344051,TRUE,grivasta guska
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,svjetlotrba grivasta guska
B. b. nigricans,Black bellied Brent Goose,,,FALSE,tamna grivasta guska
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,bjelolica guska
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,crvenovrata guska
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,bafinska guska
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,kanadska guska
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,havajska guska
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,carska guska
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,snježna guska
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,bijela guska
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,indijska guska
Anser anser,Greylag Goose,gragoo,215162391,TRUE,siva guska
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,labudolika guska
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,guska glogovnjača
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,istočnosibirska guska
A. f. serrirostris,Tundra Bean Goose,,,FALSE,tundranska guska
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,kratkokljuna guska
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,lisasta guska
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,grenlandska guska
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,mala guska
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,patka ledara
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,gavka naočarka
Somateria spectabilis,King Eider,kineid,59448,TRUE,krasna gavka
Somateria mollissima,Common Eider,comeid,279182411,TRUE,gavka
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,stellerova gavka
Melanitta perspicillata,Surf Scoter,sursco,642422718,FALSE,lisasta patka
Melanitta fusca,Velvet Scoter,whwsco3,323642761,FALSE,patka kulašica
Melanitta stejnegeri,Siberian Scoter,whwsco1,647992665,FALSE,sibirska patka
Melanitta deglandi,White-winged Scoter,whwsco2,191358,FALSE,kanadska patka
Melanitta nigra,Black Scoter,blksco1,446580781,FALSE,crna patka
Melanitta americana,American Scoter,blksco2,169277571,FALSE,američka crna patka
Bucephala albeola,Bufflehead,buffle,138213,FALSE,američka patka batoglavica
Bucephala clangula,Common Goldeneye,comgol,304684,TRUE,patka batoglavica
Bucephala islandica,Barrow's Goldeneye,bargol,626998827,TRUE,islandska patka
Mergellus albellus,Smew,smew,,TRUE,bijeli ronac
Lophodytes cucullatus,Hooded Merganser,hoomer,582897021,TRUE,kukmasti ronac
Mergus merganser,Goosander,commer,208071711,TRUE,veliki ronac
Mergus squamatus,Scaly-sided Merganser,scsmer1,,FALSE,kineski ronac
Mergus serrator,Red-breasted Merganser,rebmer,3786,TRUE,mali ronac
†Mergus australis,Auckland Merganser,,,FALSE,novozelandski ronac
Mergus octosetaceus,Brazilian Merganser,bramer1,203917611,TRUE,brazilski ronac
Histrionicus histrionicus,Harlequin Duck,harduc,3781,TRUE,šarena patka
†Camptorhynchus labradorius,Labrador Duck,labduc,,FALSE,labradorska patka
Neochen jubata,Orinoco Goose,origoo1,306736691,TRUE,kudrava guska
Chloephaga melanoptera,Andean Goose,andgoo1,189509,FALSE,andska guska
Chloephaga picta,Upland Goose,uplgoo1,42753311,FALSE,prugasta guska
Chloephaga hybrida,Kelp Goose,kelgoo1,203969741,FALSE,obalna guska
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,585131071,FALSE,sivoglava guska
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,390715661,FALSE,riđoglava guska
Radjah radjah,Radjah Shelduck,radshe1,63185731,FALSE,bjeloglava utva
Alopochen aegyptiaca,Egyptian Goose,egygoo,446562581,FALSE,egipatska guska
†Alopochen mauritiana,Mauritius Shelduck,maushe1,,FALSE,mauricijska utva
†Alopochen kervazoi,Reunion Shelduck,reushe1,,FALSE,reunionska utva
Tadorna tadorna,Common Shelduck,comshe,352713301,FALSE,utva
Tadorna ferruginea,Ruddy Shelduck,rudshe,305780351,TRUE,zlatnokrila utva
Tadorna cana,South African Shelduck,soashe1,278275,FALSE,južnoafrička utva
Tadorna tadornoides,Australian Shelduck,ausshe1,345070411,TRUE,riđoprsa utva
Tadorna variegata,Paradise Shelduck,parshe1,4130,TRUE,novozelandska utva
Tadorna cristata,Crested Shelduck,creshe1,,FALSE,istočnoazijska utva
Plectropterus gambensis,Spur-winged Goose,spwgoo1,206409541,FALSE,ostrugasta guska
Cairina moschata,Muscovy Duck,musduc,92475411,TRUE,mošusna patka
Sarkidiornis sylvicola,American Comb Duck,comduc3,,FALSE,crnoboka patka
Sarkidiornis melanotos,African Comb Duck,comduc2,377764471,FALSE,crnoleđa patka
Nettapus auritus,African Pygmy-goose,afrpyg1,21635741,FALSE,bjelolica patka
Nettapus coromandelianus,Cotton Pygmy-goose,copgoo1,231240521,FALSE,crnokapa patka
Nettapus pulchellus,Green Pygmy-goose,grnpyg1,614840111,TRUE,zelenoleđa patka
Callonetta leucophrys,Ringed Teal,rintea1,203986511,FALSE,pjegavoprsa patka
Aix sponsa,Wood Duck,wooduc,179353,TRUE,američka mandarinka
Aix galericulata,Mandarin Duck,manduc,95630431,TRUE,mandarinka
Chenonetta jubata,Maned Duck,manduc1,247785131,TRUE,smeđoglava patka
†Chenonetta finschi,Finsch's Duck,finduc1,,FALSE,kratkokrila patka
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,203922021,TRUE,sinja patka
Merganetta armata,Torrent Duck,torduc1,620823428,FALSE,patka potočarka
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,632942906,FALSE,crnoglava patka
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,204011591,FALSE,plavokrila guska
Marmaronetta angustirostris,Marbled Duck,martea1,542976871,FALSE,pjegava patka
Asacornis scutulata,White-winged Wood Duck,,,FALSE,pjegavoglava patka
Netta rufina,Red-crested Pochard,recpoc,588459801,FALSE,patka gogoljica
Netta peposaca,Rosy-billed Pochard,robpoc1,203988301,FALSE,rumenokljuna patka
Netta erythrophthalma,Southern Pochard,soupoc1,608850905,FALSE,crvenooka patka
Aythya ferina,Common Pochard,compoc,62513831,FALSE,glavata patka
Aythya americana,Redhead,redhea,139672,FALSE,crvenoglava patka
Aythya valisineria,Canvasback,canvas,618280036,TRUE,riđoglava patka
Aythya australis,Hardhead,wheduc1,283721771,FALSE,australska patka
Aythya innotata,Madagascar Pochard,madpoc1,501097871,FALSE,madagaskarska patka njorka
Aythya baeri,Baer's Pochard,baepoc1,,FALSE,smeđoprsa patka
Aythya nyroca,Ferruginous Duck,ferduc,91252571,FALSE,patka njorka
Aythya novaeseelandiae,New Zealand Scaup,nezsca1,3536,TRUE,novozelandska patka
Aythya collaris,Ring-necked Duck,rinduc,465097181,FALSE,prstenokljuna patka
Aythya fuligula,Tufted Duck,tufduc,59185381,FALSE,krunata patka
Aythya marila,Greater Scaup,gresca,137825,TRUE,patka crninka
Aythya affinis,Lesser Scaup,lessca,634383986,FALSE,sivoleđa patka
Rhodonessa caryophyllacea,Pink-headed Duck,pihduc1,,FALSE,ružičastoglava patka
Salvadorina waigiuensis,Salvadori's Teal,saltea1,203917821,FALSE,papuanska patka
Tachyeres patachonicus,Flying Steamerduck,flystd1,22615781,FALSE,patagonska parobrotka
Tachyeres leucocephalus,White-headed Steamerduck,whhstd1,203959981,FALSE,bjeloglava parobrotka
Tachyeres pteneres,Magellanic Steamerduck,flistd1,203963491,FALSE,mageljanska parobrotka
Tachyeres brachypterus,Falkland Steamerduck,falstd1,21809931,FALSE,falklandska parobrotka
Lophonetta specularioides,Crested Duck,creduc1,203969711,FALSE,kukmasta patka
Speculanas specularis,Spectacled Duck,speduc2,124451131,FALSE,bjelogrla patka
Amazonetta brasiliensis,Brazilian Teal,bratea1,468674531,TRUE,brazilska patka
Spatula querquedula,Garganey,gargan,617507448,FALSE,patka pupčanica
Spatula hottentota,Hottentot Teal,hottea1,97425,FALSE,hotentotska patka
Spatula puna,Puna Teal,puntea1,613597026,FALSE,punska patka
Spatula versicolor,Silver Teal,siltea1,373643011,FALSE,modrokljuna patka
Spatula platalea,Red Shoveler,redsho1,625193904,FALSE,pjegavotrba patka
Spatula smithii,Cape Shoveler,capsho1,621707842,FALSE,kapska patka
Spatula rhynchotis,Australian Shoveler,aussho1,168131841,TRUE,pjegavoboka patka
Spatula clypeata,Northern Shoveler,norsho,296948,TRUE,patka žličarka
Spatula cyanoptera,Cinnamon Teal,cintea,329230571,FALSE,cimetasta patka
Spatula discors,Blue-winged Teal,buwtea,159161811,TRUE,modrokrila patka
Sibirionetta formosa,Baikal Teal,baitea,63596511,FALSE,šarenoglava patka
Mareca falcata,Falcated Duck,falduc,601476851,FALSE,srpastopera patka
Mareca strepera,Gadwall,gadwal,310887101,FALSE,patka kreketaljka
Mareca penelope,Eurasian Wigeon,eurwig,416499351,TRUE,zviždara
Mareca americana,American Wigeon,amewig,147386421,TRUE,američka zviždara
Mareca sibilatrix,Chiloe Wigeon,chiwig1,124452051,TRUE,čilska zviždara
Anas sparsa,African Black Duck,afbduc1,203938571,FALSE,afrička patka
Anas undulata,Yellow-billed Duck,yebduc1,621707832,FALSE,zlatnokljuna patka
Anas melleri,Meller's Duck,melduc1,501097451,FALSE,madagaskarska patka
Anas superciliosa,Pacific Black Duck,pabduc1,239219561,TRUE,prugastolica patka
Anas luzonica,Philippine Duck,phiduc1,214319841,FALSE,filipinska patka
Anas zonorhyncha,Chinese Spot-billed Duck,spbduc,346897381,FALSE,kineska patka
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,204024871,FALSE,šarenokljuna patka
Anas laysanensis,Laysan Duck,layduc,486345111,FALSE,lajsanska patka
Anas platyrhynchos,Mallard,mallar3,304089,TRUE,divlja patka
Anas rubripes,American Black Duck,ambduc,252598451,FALSE,mrka patka
Anas fulvigula,Mottled Duck,motduc,639039836,FALSE,smeđa patka
Anas wyviliana,Hawaiian Duck,hawduc,473452801,FALSE,havajska patka
†Anas theodori,Mauritius Duck,mauduc1,,FALSE,mauricijska kržulja
Anas albogularis,Andaman Teal,andtea1,635416168,FALSE,andamanska kržulja
Anas gibberifrons,Sunda Teal,suntea1,554533351,FALSE,sundska kržulja
Anas gracilis,Grey Teal,gretea1,101312381,TRUE,australska kržulja
Anas castanea,Chestnut Teal,chetea1,204020781,FALSE,riđoprsa kržulja
Anas chlorotis,Brown Teal,brotea1,203926471,FALSE,maorska kržulja
Anas aucklandica,Brown Teal,auitea1,631228261,FALSE,novozelandska kržulja
Anas nesiotis,Campbell Teal,caitea1,191470871,FALSE,kambelska kržulja
Anas bernieri,Madagascar Teal,bertea1,502014051,FALSE,madagaskarska kržulja
Anas capensis,Cape Teal,captea1,609054550,FALSE,kapska kržulja
Anas bahamensis,White-cheeked Pintail,whcpin,89697731,FALSE,smeđokapa patka
Anas erythrorhyncha,Red-billed Teal,rebduc1,502035921,FALSE,crvenokljuna patka
Anas acuta,Northern Pintail,norpin,386237831,TRUE,patka lastarka
Anas eatoni,Southern Pintail,eatpin1,,FALSE,kerguelenska patka
†Anas marecula,Amsterdam Duck,amsduc1,,FALSE,kratkokrila kržulja
Anas georgica,Yellow-billed Pintail,yebpin1,475879051,FALSE,žutokljuna patka
Anas crecca,Common Teal,gnwtea,397241321,TRUE,kržulja
A. c. carolinensis,Green-winged Teal,gnwtea,397241321,FALSE,zelenokrila kržulja
Anas andium,Andean Teal,spetea3,58953,FALSE,andska kržulja
Anas flavirostris,Speckled Teal,yebtea1,463864771,FALSE,pjegavoprsa kržulja
PODICIPEDIFORMES,,,,FALSE,gnjurašice
PODICIPEDIDAE,Grebes,,,FALSE,gnjurci
Tachybaptus ruficollis,Little Grebe,litgre1,109605121,TRUE,mali gnjurac
†Tachybaptus rufolavatus,Alaotra Grebe,alagre1,,FALSE,alaotranski gnjurac
Tachybaptus novaehollandiae,Australasian Grebe,ausgre1,611422409,FALSE,australski gnjurac
Tachybaptus pelzelni,Madagascar Grebe,madgre1,93697,FALSE,madagaskarski gnjurac
Tachybaptus dominicus,Least Grebe,leagre,575610581,FALSE,sivi gnjurac
Podilymbus podiceps,Pied-billed Grebe,pibgre,131025131,TRUE,šarenokljuni gnjurac
†Podilymbus gigas,Atitlan Grebe,atigre1,943,FALSE,atitlanski gnjurac
Rollandia rolland,White-tufted Grebe,whtgre3,477283851,FALSE,rollandov gnjurac
Rollandia microptera,Titicaca Grebe,titgre1,647134154,TRUE,kratkokrili gnjurac
Poliocephalus poliocephalus,Hoary-headed Grebe,hohgre1,99561861,FALSE,prugastoglavi gnjurac
Poliocephalus rufopectus,New Zealand Grebe,nezgre1,286680201,TRUE,novozelandski gnjurac
Podiceps major,Great Grebe,gregre1,440914901,FALSE,veliki gnjurac
Podiceps grisegena,Red-necked Grebe,rengre,345214271,FALSE,riđogrli gnjurac
Podiceps cristatus,Great Crested Grebe,grcgre1,304794,TRUE,ćubasti gnjurac
Podiceps auritus,Horned Grebe,horgre,138207,FALSE,ušati gnjurac
