Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,pl
Myrmotherula assimilis,Leaden Antwren,leaant1,204019621,FALSE,mrówiaczek szary
Terenura sicki,Orange-bellied Antwren,orbant1,128088,FALSE,zebrogłowik popielaty
Terenura maculata,Streak-capped Antwren,stcant3,242219021,FALSE,zebrogłowik rdzawogrzbiety
Dichrozona cincta,Banded Antbird,banant2,35548,FALSE,szperaczek
Rhopias gularis,Star-throated Antwren,sttant1,112707,FALSE,mrówieńczyk
PHILEPITTIDAE,Asities,,,FALSE,
Philepitta castanea,Velvet Asity,velasi1,100096,FALSE,brodawnik aksamitny
Philepitta schlegeli,Schlegel's Asity,schasi1,20380761,FALSE,brodawnik żółtobrzuchy
Neodrepanis coruscans,Common Sunbird-asity,sunasi1,504263431,FALSE,gołoliczka długodzioba
Neodrepanis hypoxantha,Yellow-bellied Sunbird-asity,yebasi1,203990001,FALSE,gołoliczka krótkodzioba
EURYLAIMIDAE,Typical Broadbills,,,FALSE,
Pseudocalytomena graueri,Grauer's Broadbill,grabro1,639017028,FALSE,
Psarisomus dalhousiae,Long-tailed Broadbill,lotbro1,634159585,FALSE,szerokodziób długosterny
Corydon sumatranus,Dusky Broadbill,dusbro1,204011121,FALSE,szerokodziób różowodzioby
Cymbirhynchus macrorhynchos,Black-and-red Broadbill,barbro1,52525861,FALSE,szerokodziób białoskrzydły
Cymbirhynchus affinis,Irrawaddy Broadbill,,,FALSE,
Serilophus lunatus,Silver-breasted Broadbill,sibbro3,203963361,FALSE,szerokodziób czarnobrewy/rudorzytny
Serilophus rubropygius,Grey-bowed Broadbill,sibbro2,209108041,FALSE,szerokodziób rudorzytny
Eurylaimus javanicus,Javan Broadbill,banbro1,111707781,FALSE,szerokodziób purpurowy
Eurylaimus harterti,Banded Broadbill,banbro1,111707781,FALSE,szerokodziób purpurowy [gr. harterti]
Eurylaimus ochromalus,Black-and-yellow Broadbill,baybro1,249572031,TRUE,szerokodziób obrożny
Sarcophanops samarensis,Visayan Wattled Broadbill,visbro1,203894051,FALSE,szerokodziób czerwony
Sarcophanops steerii,Mindanao Wattled Broadbill,watbro1,609069952,FALSE,szerokodziób filipiński
Isleria hauxwelli,Plain-throated Antwren,pltant1,30860,FALSE,kusomrówiaczek popielaty
Isleria guttata,Rufous-bellied Antwren,rubant3,324107591,FALSE,kusomrówiaczek rudobrzuchy
Thamnomanes ardesiacus,Dusky-throated Antshrike,dutant2,203931891,FALSE,ciemnotek amazoński/czarnogardły
Thamnomanes saturninus,Saturnine Antshrike,satant1,80745,FALSE,ciemnotek czarnogardły
Thamnomanes caesius,Cinereous Antshrike,cinant1,389869551,FALSE,ciemnotek szary/niebieskawy
Thamnomanes schistogynus,Bluish-slate Antshrike,blsant1,634607770,FALSE,ciemnotek niebieskawy
Megastictus margaritatus,Pearly Antshrike,peaant1,284045021,FALSE,perliczek
Dysithamnus stictothorax,Spot-breasted Antvireo,spbant5,278581431,FALSE,krępomrowiec piegowaty
Dysithamnus mentalis,Plain Antvireo,plaant1,388496391,FALSE,krępomrowiec czarnolicy
Dysithamnus striaticeps,Streak-crowned Antvireo,stcant1,213162981,FALSE,krępomrowiec smugogłowy
Dysithamnus puncticeps,Spot-crowned Antvireo,spcant1,359050621,FALSE,krępomrowiec perlisty
Dysithamnus xanthopterus,Rufous-backed Antvireo,rubant2,203984391,FALSE,krępomrowiec rdzawogrzbiety
Dysithamnus occidentalis,Bicolored Antvireo,bicant4,622338662,FALSE,krępomrowiec stokowy
Dysithamnus leucostictus,White-streaked Antvireo,whsant4,517404491,FALSE,krępomrowiec ponury
Dysithamnus plumbeus,Plumbeous Antvireo,pluant3,476592521,FALSE,krępomrowiec ołowiowy
Herpsilochmus sellowi,Caatinga Antwren,caaant1,211882941,FALSE,mrówczynek szarobrzuchy
Herpsilochmus pileatus,Bahia Antwren,bahant1,305058081,FALSE,mrówczynek brazylijski
Herpsilochmus atricapillus,Black-capped Antwren,blcant2,286955511,FALSE,mrówczynek czarnogłowy
Herpsilochmus stotzi,Aripuana Antwren,ajpant1,203961191,FALSE,mrówczynek plamisty
Herpsilochmus motacilloides,Creamy-bellied Antwren,crbant1,35805,FALSE,mrówczynek żółtobrzuchy
Herpsilochmus parkeri,Ash-throated Antwren,astant1,620318779,FALSE,mrówczynek maskowy
Herpsilochmus dugandi,Dugand's Antwren,dugant1,522374961,FALSE,mrówczynek amazoński
Herpsilochmus sticturus,Spot-tailed Antwren,sptant1,322185961,FALSE,mrówczynek siwy
Herpsilochmus stictocephalus,Todd's Antwren,todant1,388775591,FALSE,mrówczynek gujański
Herpsilochmus gentryi,Ancient Antwren,ancant1,610358610,FALSE,mrówczynek żółtobrewy
Herpsilochmus dorsimaculatus,Spot-backed Antwren,spbant4,203914701,FALSE,mrówczynek szary
Herpsilochmus roraimae,Roraiman Antwren,rorant1,300465111,FALSE,mrówczynek popielaty
Herpsilochmus pectoralis,Pectoral Antwren,pecant1,203983021,FALSE,mrówczynek obrożny
Herpsilochmus longirostris,Large-billed Antwren,labant1,203695461,FALSE,mrówczynek wielkodzioby
Herpsilochmus axillaris,Yellow-breasted Antwren,yebant2,47806691,FALSE,mrówczynek oliwkowy
Herpsilochmus scapularis,Northern Rufous-winged Antwren,,,FALSE,
Herpsilochmus rufimarginatus,Southern Rufous-winged Antwren,ruwant4,543127231,FALSE,mrówczynek rdzawoskrzydły
Cymbilaimus lineatus,Fasciated Antshrike,fasant1,382587441,FALSE,zebrzak wielkodzioby
Cymbilaimus sanctaemariae,Bamboo Antshrike,bamant1,39033,FALSE,zebrzak czubaty
Taraba major,Great Antshrike,greant1,58317431,FALSE,taraba (południowa)
Hypoedaleus guttatus,Spot-backed Antshrike,spbant3,254857711,FALSE,perlinek
Batara cinerea,Giant Antshrike,giaant2,625618732,FALSE,batara
Mackenziaena leachii,Large-tailed Antshrike,latant1,56347,FALSE,sadzak perlisty
Mackenziaena severa,Tufted Antshrike,tufant1,370815501,FALSE,sadzak posępny
Frederickena viridis,Black-throated Antshrike,bltant3,385048861,FALSE,mrówkodzierzb czarnogardły
Frederickena unduligera,Undulated Antshrike,undant2,259335211,FALSE,mrówkodzierzb falisty/czubaty
Sakesphorus canadensis,Black-crested Antshrike,blcant4,388960401,FALSE,mrowiec czarnoczuby
Sakesphorus pulchellus,Streak-fronted Antshrike,,,FALSE,
Sakesphorus cristatus,Silvery-cheeked Antshrike,sicant1,169837,FALSE,mrowiec czarnolicy
Sakesphorus luctuosus,Glossy Antshrike,gloant1,204019731,FALSE,mrowiec żałobny
Thamnophilus doliatus,Barred Antshrike,barant1,33207681,TRUE,chronka pręgowana
Thamnophilus ruficapillus,Southern Rufous-capped Antshrike,rucant1,189562,FALSE,chronka rdzawogłowa
Thamnophilus subfasciatus,Northern Rufous-capped Antshrike,,,FALSE,chronka rdzawogłowa [gr. subfasciatus]
Thamnophilus torquatus,Rufous-winged Antshrike,ruwant2,279623021,FALSE,chronka brazylijska
Thamnophilus zarumae,Chapman's Antshrike,chaant1,130415,FALSE,chronka jasnobrzucha
Thamnophilus multistriatus,Bar-crested Antshrike,bacant2,598210321,FALSE,chronka pasiasta
Thamnophilus tenuepunctatus,Lined Antshrike,linant1,203983421,FALSE,chronka andyjska
Thamnophilus palliatus,Chestnut-backed Antshrike,chbant2,254866341,FALSE,chronka rdzawogrzbieta
Thamnophilus bernardi,Collared Antshrike,colant2,203929931,FALSE,chronka obrożna/siwobroda
Thamnophilus shumbae,Maranon Antshrike,colant3,204011491,FALSE,chronka siwobroda
Thamnophilus bridgesi,Black-hooded Antshrike,blhant2,78769411,FALSE,chronka żałobna
Thamnophilus atrinucha,Black-crowned Antshrike,wesant1,202807541,FALSE,chronka nizinna
Thamnophilus schistaceus,Plain-winged Antshrike,plwant1,127632,FALSE,chronka czarnoskrzydła
Thamnophilus murinus,Mouse-colored Antshrike,mocant1,389037991,FALSE,chronka mysia
Thamnophilus nigriceps,Black Antshrike,blaant1,203902721,FALSE,chronka czarna
Thamnophilus praecox,Cocha Antshrike,cocant1,203934241,FALSE,chronka ekwadorska
Thamnophilus cryptoleucus,Castelnau's Antshrike,casant1,203913251,FALSE,chronka smolista
Thamnophilus nigrocinereus,Blackish-grey Antshrike,blgant2,203916961,FALSE,chronka ciemna
Thamnophilus punctatus,Northern Slaty Antshrike,norsla1,389919611,FALSE,chronka plamista
Thamnophilus stictocephalus,Natterer's Slaty Antshrike,natsla1,203934881,FALSE,chronka plamkoskrzydła
Thamnophilus sticturus,Bolivian Slaty Antshrike,bolsla1,203984381,FALSE,chronka boliwijska
Thamnophilus pelzelni,Planalto Slaty Antshrike,plasla1,247093551,FALSE,chronka białobrzucha
Thamnophilus ambiguus,Sooretama Slaty Antshrike,soosla1,113246,FALSE,chronka atlantycka
Thamnophilus caerulescens,Variable Antshrike,varant1,324434731,FALSE,chronka zmienna
Thamnophilus unicolor,Uniform Antshrike,uniant2,465653911,FALSE,chronka jednobarwna
Thamnophilus aethiops,White-shouldered Antshrike,whsant2,323159601,FALSE,chronka kropkowana
Thamnophilus aroyae,Upland Antshrike,uplant1,647136550,FALSE,chronka wyżynna
Thamnophilus melanonotus,Black-backed Antshrike,blbant1,204027531,FALSE,chronka czarnogłowa
Thamnophilus melanothorax,Band-tailed Antshrike,batant2,622414139,FALSE,chronka białosterna
Thamnophilus amazonicus,Amazonian Antshrike,amaant2,388775171,FALSE,chronka amazońska
Thamnophilus insignis,Streak-backed Antshrike,stbant1,388976681,FALSE,chronka wenezuelska
Thamnophilus divisorus,Acre Antshrike,acrant1,375047281,FALSE,
Biatas nigropectus,White-bearded Antshrike,whbant2,203977511,FALSE,śliniacznik
Xenornis setifrons,Spiny-faced Antshrike,spfant1,499273781,FALSE,brązowiaczek
Cercomacra manu,Manu Antbird,manant1,126819,FALSE,mrówkowodzik peruwiański
Cercomacra brasiliana,Rio de Janeiro Antbird,rdjant1,217308771,FALSE,mrówkowodzik brazylijski
Cercomacra cinerascens,Grey Antbird,gryant2,203954131,FALSE,mrówkowodzik szary
Cercomacra melanaria,Mato Grosso Antbird,magant1,89175,FALSE,mrówkowodzik lśniący
Cercomacra ferdinandi,Bananal Antbird,banant1,204020301,FALSE,mrówkowodzik rzeczny
Cercomacra carbonaria,Rio Branco Antbird,ribant1,78013,FALSE,mrówkowodzik smolisty
Cercomacra nigricans,Jet Antbird,jetant1,491011811,FALSE,mrówkowodzik żałobny
Sciaphylax hemimelaena,Southern Chestnut-tailed Antbird,chtant2,65145941,FALSE,rudogonka amazońska/andyjska
Sciaphylax castanea,Northern Chestnut-tailed Antbird,zimant1,80079,FALSE,rudogonka andyjska
Cercomacroides nigrescens,Blackish Antbird,blaant4,203930921,FALSE,mrówinek czarniawy/wąwozowy
Cercomacroides fuscicauda,Riparian Antbird,blaant5,75972,FALSE,mrówinek wąwozowy
Cercomacroides laeta,Willis's Antbird,wilant1,46961,FALSE,mrówinek śniady
Cercomacroides parkeri,Parker's Antbird,parant2,203924701,FALSE,mrówinek samotny
Cercomacroides tyrannina,Dusky Antbird,dusant1,197738921,FALSE,mrówinek ciemny
Cercomacroides serva,Black Antbird,blaant2,203962651,FALSE,mrówinek czarny
Drymophila ferruginea,Ferruginous Antbird,ferant1,88735,FALSE,leśnica rdzawa
Drymophila rubicollis,Bertoni's Antbird,berant1,203986191,FALSE,
Drymophila genei,Rufous-tailed Antbird,rutant1,203985551,FALSE,leśnica rudosterna
Drymophila ochropyga,Ochre-rumped Antbird,ocrant1,112713,FALSE,leśnica szarawa
Drymophila malura,Dusky-tailed Antbird,dutant1,429417591,FALSE,leśnica uboga
Drymophila squamata,Scaled Antbird,scaant2,113317,FALSE,leśnica łuskowana
Drymophila devillei,Striated Antbird,strant2,74925,FALSE,leśnica kreskowana
Drymophila klagesi,Klages's Antbird,klaant2,61984,FALSE,leśnica wenezuelska
Drymophila hellmayri,Santa Marta Antbird,samant2,619508294,FALSE,leśnica stokowa
Drymophila caudata,East Andean Antbird,lotant1,520366321,FALSE,leśnica długosterna
Drymophila striaticeps,Streak-headed Antbird,sthant1,501083981,FALSE,leśnica andyjska
Hypocnemis hypoxantha,Yellow-browed Antwarbler,yebant3,203917181,FALSE,jaguarek żółtobrewy
Hypocnemis subflava,Yellow-breasted Antwarbler,yebwaa1,65201681,FALSE,jaguarek rdzawoboczny
Hypocnemis flavescens,Imeri Antwarbler,imewaa1,62038,FALSE,jaguarek żółtawy
Hypocnemis cantator,Guianan Antwarbler,guiwaa1,306330651,FALSE,jaguarek szczebiotliwy
Hypocnemis peruviana,Peruvian Antwarbler,perwaa1,127612,FALSE,jaguarek plamisty
Hypocnemis ochrogyna,Rondonia Antwarbler,ronwaa1,203985171,FALSE,jaguarek boliwijski
Hypocnemis rondoni,Manicore Antwarbler,manwaa1,612781839,FALSE,jaguarek oliwkowy
Hypocnemis striata,Spix's Antwarbler,spiwaa1,467152061,FALSE,jaguarek łuskowany
Phaenostictus mcleannani,Ocellated Antbird,oceant1,184796,FALSE,modroliczek
Pithys albifrons,White-plumed Antbird,whpant1,113210,FALSE,dziwaczek maskowy
Pithys castaneus,White-masked Antbird,whmant2,286909281,FALSE,dziwaczek kasztanowaty
Willisornis poecilonotus,Common Scale-backed Antbird,scbant3,203933921,FALSE,
Willisornis vidua,Xingu Scale-backed Antbird,scbant8,204021251,FALSE,pręgopiórek brazylijski
Willisornis nigrigula,Tapajos Scale-backed Antbird,,,FALSE,
Phlegopsis nigromaculata,Black-spotted Bare-eye,bsbeye1,621408911,FALSE,gołook plamisty
Phlegopsis borbae,Pale-faced Bare-eye,pafant1,639945707,FALSE,gołook białoczelny
Phlegopsis erythroptera,Reddish-winged Bare-eye,rwbeye1,203933891,FALSE,gołook czarny
Oneillornis salvini,White-throated Antbird,whtant1,23814,FALSE,mrówczyk białogardły
Oneillornis lunulatus,Lunulated Antbird,lunant2,203932081,FALSE,mrówczyk szary
Gymnopithys bicolor,Bicolored Antbird,bicant2,203900481,FALSE,mrówczyk dwubarwny
Gymnopithys leucaspis,White-cheeked Antbird,whcant1,203992661,FALSE,mrówczyk białobrzuchy
Gymnopithys rufigula,Rufous-throated Antbird,rutant4,451442261,FALSE,mrówczyk okularowy
Rhegmatorhina gymnops,Bare-eyed Antbird,baeant1,165608861,FALSE,okularek czarnogłowy
Rhegmatorhina berlepschi,Harlequin Antbird,harant1,203956831,FALSE,okularek maskowy
Rhegmatorhina hoffmannsi,White-breasted Antbird,whbant5,468703281,FALSE,okularek białogardły
Rhegmatorhina cristata,Chestnut-crested Antbird,chcant1,203916981,FALSE,okularek rdzawoczuby
Rhegmatorhina melanosticta,Hairy-crested Antbird,hacant1,499997921,FALSE,okularek białoczuby
Myrmoderus ferrugineus,Ferruginous-backed Antbird,febant1,203955571,FALSE,mrowik modrooki
Myrmoderus ruficauda,Scalloped Antbird,scaant3,609999816,FALSE,mrowik czarnolicy
Myrmoderus loricatus,White-bibbed Antbird,whbant4,209562,FALSE,mrowik białogardły
Myrmoderus squamosus,Squamate Antbird,squant1,321252991,FALSE,mrowik łuskowany
Hylophylax naevioides,Spotted Antbird,spoant1,358974411,FALSE,leśniczka czarnogłowa
Hylophylax naevius,Spot-backed Antbird,spbant6,520075231,FALSE,leśniczka plamista
Hylophylax punctulatus,Dot-backed Antbird,dobant2,88459,FALSE,leśniczka kropkowana
Hypocnemoides melanopogon,Black-chinned Antbird,blcant3,369495291,FALSE,szarook czarnogardły
Hypocnemoides maculicauda,Band-tailed Antbird,batant1,197389731,FALSE,szarook białosterny
Sclateria naevia,Silvered Antbird,silant1,52401,FALSE,potoczak
Myrmelastes saturatus,Roraiman Antbird,rorant2,300104431,FALSE,szaromrowik czarniawy
Myrmelastes schistaceus,Slate-colored Antbird,slcant3,531639591,FALSE,szaromrowik ciemny
Myrmelastes hyperythrus,Plumbeous Antbird,pluant1,11444,FALSE,szaromrowik ołowiany
Myrmelastes rufifacies,Rufous-faced Antbird,rufant4,203695621,FALSE,szaromrowik brazylijski
Myrmelastes brunneiceps,Brownish-headed Antbird,brhant1,534928201,FALSE,szaromrowik inkaski
Myrmelastes humayathe,Humaita Antbird,humant1,38899,FALSE,
Myrmelastes leucostigma,Spot-winged Antbird,spwant3,29309,FALSE,szaromrowik plamkoskrzydły
Myrmelastes caurensis,Caura Antbird,cauant2,204027591,FALSE,szaromrowik wenezuelski
Poliocrania maculifer,Short-tailed Antbird,,,FALSE,gołoliczek (kasztanowaty) (maculifer/cassini)
Poliocrania exsul,Chestnut-backed Antbird,chbant1,627635601,FALSE,gołoliczek (kasztanowaty)
Grallaria albigula,White-throated Antpitta,whtant2,204008821,FALSE,kusaczka białogardła
Grallaria flavotincta,Yellow-breasted Antpitta,yebant1,116234331,FALSE,kusaczka żółtopierśna
Grallaria hypoleuca,White-bellied Antpitta,whbant3,72797,FALSE,kusaczka białobrzucha
Grallaria przewalskii,Rusty-tinged Antpitta,rutant5,17406,FALSE,kusaczka ciemnogłowa
Grallaria capitalis,Bay Antpitta,bayant1,204022481,FALSE,kusaczka rudopierśna
Grallaria erythroleuca,Red-and-white Antpitta,rawant1,376717561,FALSE,kusaczka dwubarwna
Grallaria saltuensis,Perija Antpitta,rufant6,394769971,FALSE,kusaczka bambusowa
Grallaria rufula,Rufous Antpitta,rufant7,397731481,FALSE,kusaczka rdzawa
Grallaria blakei,Chestnut Antpitta,cheant2,29417,FALSE,kusaczka kasztanowata
Grallaria quitensis,Western Tawny Antpitta,tawant3,21821,FALSE,kusaczka płowa
Grallaria alticola,Northern Tawny Antpitta,tawant2,615330854,FALSE,kusaczka turniowa
Grallaria atuensis,Southern Tawny Antpitta,tawant4,17235,FALSE,kusaczka nakrapiana
Grallaria fenwickorum,Urrao Antpitta,antant1,203934301,FALSE,kusaczka oliwkowa
Grallaria milleri,Brown-banded Antpitta,brbant1,447092521,FALSE,kusaczka brązowa
Grallaria erythrotis,Rufous-faced Antpitta,rufant2,611499275,FALSE,kusaczka rudolica
Hylopezus perspicillatus,Streak-chested Antpitta,stcant2,544360701,FALSE,kusaczek okularowy
Hylopezus macularius,Spotted Antpitta,spoant6,203918981,FALSE,kusaczek plamisty
Hylopezus auricularius,Masked Antpitta,masant1,634976425,FALSE,
Hylopezus dives,Thicket Antpitta,thiant1,127886311,FALSE,
Hylopezus fulviventris,White-lored Antpitta,whlant2,651443914,FALSE,
Hylopezus berlepschi,Amazonian Antpitta,amaant1,48171,FALSE,kusaczek amazoński
Hylopezus ochroleucus,White-browed Antpitta,whbant7,204015161,FALSE,kusaczek białobrewy
Hylopezus nattereri,Speckle-breasted Antpitta,spbant1,112719,FALSE,kusaczek mały
Myrmothera campanisona,Thrush-like Antpitta,thlant2,203931131,FALSE,kusaczek krzykliwy
Myrmothera simplex,Tepui Antpitta,tepant1,388466031,FALSE,kusaczek wenezuelski
Grallaricula flavirostris,Ochre-breasted Antpitta,ocbant1,412922901,FALSE,drobik płowy
Grallaricula loricata,Scallop-breasted Antpitta,scbant2,383326021,FALSE,drobik łuskowany
Grallaricula cucullata,Hooded Antpitta,hooant1,203934341,FALSE,drobik rudogłowy
Grallaricula peruviana,Peruvian Antpitta,perant1,649973749,FALSE,drobik peruwiański
Grallaricula ochraceifrons,Ochre-fronted Antpitta,ocfant1,624565458,FALSE,drobik brunatny
Grallaricula ferrugineipectus,Rusty-breasted Antpitta,rubant5,383760491,FALSE,drobik rdzawopierśny
Grallaricula leymebambae,Rufous-breasted Antpitta,rubant7,222624271,FALSE,drobik białogardły
Grallaricula cumanensis,Sucre Antpitta,slcant5,388517081,FALSE,drobik białobrzuchy
Grallaricula nana,Slate-crowned Antpitta,slcant2,62188,FALSE,drobik szarogłowy
Grallaricula lineifrons,Crescent-faced Antpitta,crfant1,49397601,FALSE,drobik maskowy
Ampelornis griseiceps,Grey-headed Antbird,gyhant1,216514451,FALSE,andomrowiniec
Stipia berlepschi,Stub-tailed Antbird,sttant3,203934051,FALSE,
Stipia nigricauda,Esmeraldas Antbird,esmant1,199166541,FALSE,
Stipia palliata,Magdalena Antbird,dumant3,203698521,FALSE,
Stipia laemosticta,Dull-mantled Antbird,dumant1,68994541,FALSE,
Myrmeciza longipes,White-bellied Antbird,whbant1,57856931,FALSE,mrowiniec
Myrmoborus melanurus,Black-tailed Antbird,bltant1,405846531,FALSE,czarnoliczek ciemnobrzuchy
Myrmoborus lophotes,White-lined Antbird,whlant1,38588,FALSE,czarnoliczek czubaty
Myrmoborus myotherinus,Black-faced Antbird,blfant2,203933971,FALSE,czarnoliczek białobrzuchy
Myrmoborus leucophrys,White-browed Antbird,whbant6,89090,FALSE,czarnoliczek białobrewy
Myrmoborus lugubris,Ash-breasted Antbird,asbant1,532981831,FALSE,czarnoliczek żałobny
Gymnocichla nudiceps,Bare-crowned Antbird,bacant1,197904231,FALSE,gołoczółek
Pyriglena leuconota,White-backed Fire-eye,eaafie1,203895091,FALSE,węglarz białokarkowy
Pyriglena leucoptera,White-shouldered Fire-eye,wsfeye1,39132,FALSE,węglarz białoskrzydły
Pyriglena atra,Fringe-backed Fire-eye,fbfeye1,203983001,FALSE,węglarz czarny
Rhopornis ardesiacus,Slender Antbird,sleant1,256815481,FALSE,gajowiec
Percnostola rufufrons,Black-headed Antbird,blhant3,203955611,FALSE,
Percnostola arenarum,Allpahuayo Antbird,allant1,204008461,FALSE,białobrzeżek peruwiański
Akletos melanoceps,White-shouldered Antbird,whsant1,34315,FALSE,czarnomrowik epoletowy
Akletos goeldii,Goeldi's Antbird,goeant1,650212599,FALSE,czarnomrowik czerwonooki
Hafferia fortis,Sooty Antbird,sooant1,34400,FALSE,czarnomrowik okopcony
Hafferia zeledoni,Zeledon's Antbird,zelant1,72880,FALSE,czarnomrowik panamski
Hafferia immaculata,Immaculate Antbird,immant1,386913221,FALSE,czarnomrowik andyjski
Myrmornis torquata,Southern Wing-banded Antbird,wibant1,300783401,FALSE,mrówczak (amazoński)
Myrmornis stictopera,Northern Wing-banded Antbird,,,FALSE,
Pygiptila stellaris,Spot-winged Antshrike,spwant2,414260251,FALSE,plamkówka
Thamnistes anabatinus,Western Russet Antshrike,rusant1,203675051,FALSE,rudzielik/rudzielik południowy
Thamnistes aequatorialis,Eastern Russet Antshrike,,,FALSE,
CONOPOPHAGIDAE,Gnateaters,,,FALSE,
Conopophaga aurita,Chestnut-belted Gnateater,chbgna1,322185751,FALSE,mrówkożer białouchy
Conopophaga snethlageae,Black-breasted-belted Gnateater,chbgna3,467095551,FALSE,mrówkożer czarnopierśny
Conopophaga melanops,Black-cheeked Gnateater,blcgna1,204016721,FALSE,mrówkożer maskowy
Conopophaga lineata,Rufous Gnateater,rufgna3,249825391,FALSE,mrówkożer rdzawy
Conopophaga cearae,Ceara Gnateater,rufgna2,103076,FALSE,mrówkożer cynamonowy
Conopophaga roberti,Hooded Gnateater,hoogna1,161401,FALSE,mrówkożer czarnogłowy
Conopophaga peruviana,Ash-throated Gnateater,astgna1,13322,FALSE,mrówkożer szaroszyi
Conopophaga ardesiaca,Slaty Gnateater,slagna1,13869,FALSE,mrówkożer śniady
Conopophaga castaneiceps,Chestnut-crowned Gnateater,chcgna1,98838,FALSE,mrówkożer rudoczelny
Conopophaga melanogaster,Black-bellied Gnateater,blbgna1,126739,FALSE,mrówkożer czarnobrzuchy
Pittasoma michleri,Black-crowned Pittasoma,blcant1,624052542,FALSE,kusogon czarnogłowy
Pittasoma rufopileatum,Rufous-crowned Pittasoma,rucant3,203931851,FALSE,kusogon czarnobrewy
RHINOCRYPTIDAE,Tapaculos,,,FALSE,
Pteroptochos castaneus,Chestnut-throated Huet-huet,cthhue1,72275071,FALSE,turko kasztanowaty
Pteroptochos tarnii,Black-throated Huet-huet,bthhue1,204006181,FALSE,turko czarnogardły
Pteroptochos megapodius,Moustached Turca,moutur1,638870893,FALSE,turko wąsaty
Scelorchilus albicollis,White-throated Tapaculo,whttap1,306626441,FALSE,krytonos białogardły
Scelorchilus rubecula,Chucao Tapaculo,chutap1,86558,FALSE,krytonos rudogardły
Liosceles thoracicus,Rusty-belted Tapaculo,rubtap1,203934201,FALSE,przepasek
Psilorhamphus guttatus,Spotted Bamboowren,spobam1,204009811,FALSE,kropiatek
Acropternis orthonyx,Ocellated Tapaculo,ocetap1,408123041,FALSE,szponniczek
Rhinocrypta lanceolata,Crested Gallito,cregal1,217442,FALSE,krytonos czubaty
Teledromas fuscus,Sandy Gallito,sangal1,204008751,FALSE,krytonos piaskowy
Eleoscytalopus psychopompus,Bahia Tapaculo,bahtap1,614636138,FALSE,krytonosek rdzawoboczny
Eleoscytalopus indigoticus,White-breasted Tapaculo,whbtap1,127325,FALSE,krytonosek białogardły
Merulaxis ater,Slaty Bristlefront,slabri1,48365,FALSE,kominiarek ciemny
Merulaxis stresemanni,Stresemann's Bristlefront,strbri1,126959681,FALSE,kominiarek śniady
Myornis senilis,Ash-colored Tapaculo,asctap1,203924881,FALSE,krytonosek północny
Eugralla paradoxa,Ochre-flanked Tapaculo,ocftap1,372766401,FALSE,krytonosek południowy
Scytalopus latrans,Blackish Tapaculo,blatap1,203932151,FALSE,krytonosek czarniawy
Scytalopus gettyae,Junin Tapaculo,juntap1,623169024,FALSE,krytonosek krzykliwy
Scytalopus unicolor,Unicolored Tapaculo,unitap1,640230347,FALSE,krytonosek jednobarwny
Scytalopus parvirostris,Trilling Tapaculo,tritap1,174816,FALSE,krytonosek śpiewny
Scytalopus petrophillus,Rock Tapaculo,roctap1,203890521,FALSE,
Scytalopus diamantinensis,Diamantina Tapaculo,diatap2,193301,FALSE,krytonosek paprociowy
Scytalopus novacapitalis,Brasilia Tapaculo,bratap1,34116,FALSE,krytonosek brazylijski
Scytalopus pachecoi,Planalto Tapaculo,platap1,367760761,FALSE,krytonosek myszaty
Scytalopus speluncae,Mouse-colored Tapaculo,moctap1,63907,FALSE,krytonosek śniady
Scytalopus bonzagai,Boa Nova Tapaculo,sertap1,637214799,FALSE,
Scytalopus iraiensis,Marsh Tapaculo,martap1,330570081,FALSE,krytonosek turzycowy
Scytalopus macropus,Large-footed Tapaculo,laftap1,613211438,FALSE,krytonosek duży
Scytalopus sanctaemartae,Santa Marta Tapaculo,samtap1,167162,FALSE,krytonosek ubogi
Scytalopus micropterus,Long-tailed Tapaculo,lottap1,78059,FALSE,krytonosek długosterny
Scytalopus femoralis,Rufous-vented Tapaculo,ruvtap1,92918,FALSE,krytonosek rdzaworzytny
Scytalopus atratus,White-crowned Tapaculo,whctap1,251759011,FALSE,krytonosek ciemny
Scytalopus bolivianus,Bolivian Tapaculo,boltap1,610858831,FALSE,krytonosek białogłowy
Scytalopus argentifrons,Silvery-fronted Tapaculo,siftap1,358021681,FALSE,krytonosek srebrnoczelny
Scytalopus panamensis,Tacarcuna Tapaculo,tactap1,452613711,FALSE,krytonosek panamski
Scytalopus chocoensis,Choco Tapaculo,chotap1,25839,FALSE,krytonosek okopcony
Scytalopus rodriguezi,Magdalena Tapaculo,upmtap1,500054791,FALSE,krytonosek szarogłowy
Scytalopus stilesi,Stiles's Tapaculo,stitap1,24042951,FALSE,krytonosek kolumbijski
Scytalopus robbinsi,Ecuadorian Tapaculo,ecutap1,203929961,FALSE,krytonosek ekwadorski
MELANOPAREIIDAE,Crescentchest,,,FALSE,
Melanopareia torquata,Collared Crescentchest,colcre1,203694821,FALSE,obrożnik rdzawokarkowy
Melanopareia maximiliani,Olive-crowned Crescentchest,olccre1,204008711,FALSE,obrożnik oliwkowy
Melanopareia maranonica,Maranon Crescentchest,marcre1,203942551,FALSE,obrożnik peruwiański
Melanopareia elegans,Elegant Crescentchest,elecre1,71871,FALSE,obrożnik ozdobny
GRALLARIIDAE,Antpittas,,,FALSE,
