Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,it
Foudia flavicans,Rodrigues Fody,rodfod1,74612,FALSE,Fody di Rodriguez
Brachycope anomala,Bob-tailed Weaver,botwea1,1029,FALSE,Tessitore codaritta
Ploceus baglafecht,Baglafecht Weaver,bagwea1,1498,FALSE,Tessitore baglafecht
Ploceus bannermani,Bannerman's Weaver,banwea1,165202,FALSE,Tessitore di Bannerman
Ploceus batesi,Bates's Weaver,batwea1,,FALSE,Tessitore di Bates
Spermestes cucullata,Bronze Mannikin,broman1,277028,FALSE,Munia bronzea
Spermestes bicolor,Black-and-white Mannikin,bawman1,586945401,FALSE,
Spermestes fringilloides,Magpie Mannikin,magman1,277391,FALSE,Munia gazza
Odontospiza griseicapilla,Grey-headed Silverbill,,,FALSE,Becco d'argento testagrigia
Lepidopygia nana,Madagascar Munia,madmun1,203959561,FALSE,Munia del Madagascar
Euodice cantans,African Silverbill,afrsil1,352323111,FALSE,Becco d'argento
Euodice malabarica,Indian Silverbill,indsil,165228341,FALSE,
Lonchura striata,White-rumped Munia,whrmun,550300901,FALSE,Munia groppabianca
Lonchura leucogastroides,Javan Munia,javmun1,524398831,FALSE,Munia di Giava
Lonchura fuscans,Dusky Munia,dusmun1,203957101,FALSE,Munia fosca
Lonchura molucca,Black-faced Munia,blfmun1,33066,FALSE,Munia faccianera
Lonchura punctulata,Scaly-breasted Munia,nutman,200459821,TRUE,Munia pettosquamato
Lonchura kelaarti,Black-throated Munia,bltmun1,275469721,FALSE,Munia golanera
Lonchura leucogastra,White-bellied Munia,whbmun1,620701452,FALSE,Munia panciabianca
Lonchura tristissima,Streak-headed Mannikin,,,FALSE,
Lonchura leucosticta,Whire-spotted Mannikin,,,FALSE,
Lonchura quinticolor,Five-coloured Mannikin,ficmun1,639986155,FALSE,Munia cinquecolori
Lonchura malacca,Tricoloured Munia,trimun,81902271,FALSE,
Lonchura atricapilla,Chestnut Munia,chemun,352328691,FALSE,
Lonchura ferruginosa,White-capped Munia,whcmun1,,FALSE,Munia capobianco
Lonchura maja,White-headed Munia,whhmun1,51803711,FALSE,Munia testabianca
Lonchura pallida,Pale-headed Munia,pahmun1,56519091,FALSE,Munia testachiara
Lonchura grandis,Grand Mannikin,gramun1,430927001,FALSE,Munia grande
Lonchura vana,Grey-banded Mannikin,gybmun1,472002021,FALSE,Munia bandagrigia
Lonchura caniceps,Grey-headed Mannikin,gyhmun1,640006894,TRUE,Becco d'argento testagrigia
Lonchura nevermanni,Grey-crowned Mannikin,gycmun1,,FALSE,Munia capogrigio
Lonchura spectabilis,Hooded Mannikin,hoomun1,650866012,FALSE,Munia monaca
Lonchura forbesi,New Ireland Mannikin,neimun1,,FALSE,Munia di New Ireland
Lonchura hunsteini,Hunstein's Mannikin,motmun1,5510,FALSE,
Lonchura flaviprymna,Yellow-rumped Mannikin,yermun1,630576125,FALSE,Munia groppagialla
Lonchura castaneothorax,Chestnut-breasted Mannikin,chbmun1,394311301,FALSE,Munia pettocastano
Lonchura stygia,Black Mannikin,blamun1,,FALSE,Munia nera
Lonchura teerinki,Black-breasted Mannikin,blbmun1,,FALSE,Munia pettonero
Lonchura monticola,Alpine Mannikin,alpmun1,118941641,FALSE,Munia alpina
Lonchura montana,Snow Mountain Mannikin,snmmun1,,FALSE,Munia degli Snow
Lonchura melaena,Buff-bellied Mannikin,bismun1,651259943,FALSE,Munia delle Bismarck
Lonchura fuscata,Timor Sparrow,timspa4,,FALSE,Passero di Timor
Lonchura oryzivora,Java Sparrow,javspa,190288771,FALSE,Passero di Giava
Heteromunia pectoralis,Pictorella Mannikin,picmun1,477573181,FALSE,Munia pettorale
Stagonopleura bella,Beautiful Firetail,beafir1,629214683,FALSE,Diamante magnifico
Stagonopleura oculata,Red-eared Firetail,reefir1,613201727,FALSE,Diamante guancerosse
Stagonopleura guttata,Diamond Firetail,diafir1,639852712,FALSE,Diamante diamantino
Oreostruthus fuliginosus,Mountain Firetail,moufir1,139570,FALSE,Diamante montano
Emblema pictum,Painted Finch,paifir1,203888381,FALSE,Diamante pittato
Neochmia temporalis,Red-browed Finch,rebfir1,164314,FALSE,Diamante cigliarosse
Neochmia phaeton,Black-bellied Crimson Finch,crifin1,203978111,FALSE,
Neochmia evangelinae,White-bellied Crimson Finch,,,FALSE,
Neochmia ruficauda,Star Finch,stafin1,641039458,FALSE,Diamante stellato
Neochmia modesta,Plum-headed Finch,plhfin1,633151986,FALSE,Diamante testaprugna
Poephila personata,Masked Finch,masfin1,640046075,FALSE,Diamante mascherato
Poephila acuticauda,Long-tailed Finch,lotfin1,62824011,FALSE,Diamante codalunga
Poephila cincta,Black-throated Finch,bltfin1,203886871,FALSE,Diamante golanera
Taeniopygia guttata,Timor Zebra Finch,zebfin2,464320071,FALSE,Diamante zebrato
Taeniopygia castanotis,Australian Zebra Finch,chefin1,464320071,TRUE,
Taeniopygia bichenovii,Double-barred Finch,dobfin1,389666891,FALSE,Diamante doppiabarra
Erythrura hyperythra,Tawny-breasted Parrotfinch,tabpar1,69810671,FALSE,Diamante pettofulvo
Erythrura prasina,Pin-tailed Parrotfinch,pitpar1,509850961,FALSE,Diamante codaspillo
Erythrura viridifacies,Greed-faced Parrotfinch,grfpar1,204007041,FALSE,Diamante facciaverde
Erythrura tricolor,Tricoloued Parrotfinch,tripar1,637195124,FALSE,Diamante tricolore
Erythrura coloria,Red-eared Parrotfinch,reepar2,651787084,FALSE,Diamante guancescarlatte
Erythrura trichroa,Blue-faced Parrotfinch,blfpar3,609065531,FALSE,Diamante facciazzurra
Erythrura papuana,Papuan Parrotfinch,pappar1,,FALSE,Diamante papua
Erythrura psittacea,Red-throated Parrotfinch,retpar3,173400741,FALSE,Diamante golarossa
Erythrura cyaneovirens,Red-headed Parrotfinch,roypar1,139944,FALSE,
Erythrura pealii,Fiji Parrotfinch,fijpar1,633943464,FALSE,Diamante delle Figi
Erythrura kleinschmidti,Pink-billed Parrotfinch,pibpar1,,FALSE,Diamante beccorosa
Erythrura gouldiae,Gould’s Finch,goufin3,614381559,TRUE,Diamante di Gould
ESTRILDIDAE,Waxbills,,,FALSE,
Lagonosticta rara,Black-bellied Firefinch,blbfir1,403768141,FALSE,Amaranto pancianera
Lagonosticta rufopicta,Bar-breasted Firefinch,babfir1,203943551,FALSE,
Lagonosticta nitidula,Brown Firefinch,brnfir1,621629452,FALSE,Amaranto bruno
Lagonosticta senegala,Red-billed Firefinch,rebfir2,31373721,FALSE,Amaranto beccorosso
Lagonosticta sanguinodorsalis,Rock Firefinch,rocfir1,465297971,FALSE,Amaranto di roccia
Lagonosticta umbrinodorsalis,Chad Firefinch,reifir1,,FALSE,
Lagonosticta rhodopareia,Jameson's Firefinch,jamfir1,438874641,FALSE,
Lagonosticta virata,Mali Firefinch,malfir1,650429853,FALSE,Amaranto del Mali
Lagonosticta rubricata,African Firefinch,afffin,203936881,FALSE,
Lagonosticta vinacea,Vinaceous Firefinch,,,FALSE,Amaranto vinaceo
Lagonosticta nigricollis,Grey Firefinch,,,FALSE,
Lagonosticta larvata,Ethiopian Firefinch,bkffir1,315134621,FALSE,
Clytospiza monteiri,Brown Twinspot,brotwi1,648622777,FALSE,Macchiettino bruno
Pytilia lineata,Red-billed Pytilia,rebpyt1,,FALSE,Pitilia alirosse
Pytilia phoenicoptera,Red-winged Pytilia,rewpyt1,,FALSE,
Pytilia afra,Orange-winged Pytilia,orwpyt1,617831645,FALSE,Pitilia aliarancio
Pytilia hypogrammica,Yellow-winged Pytilia,refpyt1,,FALSE,Pitilia facciarossa
Pytilia melba,Green-winged Pytilia,grwpyt1,609066757,FALSE,Pitilia aliverdi
Hypargos margaritatus,Pink-throated Twinspot,pittwi1,203938411,FALSE,Macchiettino golarosa
Hypargos niveoguttatus,Red-throated Twinspot,pettwi1,194113931,FALSE,Macchiettino di Peters
Euschistospiza dybowskii,Dybowski's Twinspot,dybtwi1,140976,FALSE,Macchiettino di Dybowsky
Euschistospiza cinereovinacea,Dusky Twinspot,dustwi1,112521431,FALSE,Macchiettino fosco
Granatina granatina,Violet-eared Waxbill,viewax1,340823911,FALSE,Granatino guanceviola
Granatina ianthinogaster,Purple Grenadier,purgre2,280255,FALSE,Granatino viola
Uraeginthus angolensis,Blue-breasted Cordon-bleu,bubcor1,629340877,FALSE,Cordon-blu pettazzurro
Uraeginthus bengalus,Red-cheeked Cordon-bleu,reccor,643443944,FALSE,Cordon-blu guancerosse
Uraeginthus cyanocephalus,Blue-capped Cordon-bleu,blccor1,280122,FALSE,Cordon-blu capoazzurro
Spermophaga poliogenys,Grant's Bluebill,grablu1,527792961,FALSE,Beccazzurro di Grant
Spermophaga haematina,Western Bluebill,wesblu1,204022421,FALSE,Beccazzurro occidentale
Spermophaga ruficapilla,Red-headed Bluebill,rehblu1,203915471,FALSE,Beccazzurro testarossa
Pyrenestes ostrinus,Black-breasted Seedcracker,blbsee1,310597,FALSE,
Pyrenestes sanguineus,Crimson Seedcracker,crisee1,310594,FALSE,Spaccasemi cremisi
Pyrenestes minor,Lesser Seedcracker,lessee1,652691258,FALSE,Spaccasemi minore
Estrilda caerulescens,Lavender Waxbill,lavwax,451835171,FALSE,Estrilda lavanda
Estrilda perreini,Black-tailed Waxbill,bltwax1,280008,FALSE,Estrilda codanera
Estrilda thomensis,Cinderella Waxbill,cinwax1,621504774,FALSE,Estrilda cenerentola
Estrilda poliopareia,Anambra Waxbill,anawax1,,FALSE,Estrilda dell'Anambra
Estrilda paludicola,Fawn-breasted Waxbill,fabwax1,611833673,FALSE,
Estrilda melpoda,Orange-cheeked Waxbill,orcwax,204013601,FALSE,Astrilde guancearancio
Estrilda rhodopyga,Crimson-rumped Waxbill,crrwax1,276185,FALSE,Astrilde dal groppone rosso
Estrilda rufibarba,Arabian Waxbill,arawax1,203934371,FALSE,Estrilda d'Arabia
Estrilda troglodytes,Black-rumped Waxbill,bkrwax,643695229,FALSE,Astrilde becco di corallo
Estrilda astrild,Common Waxbill,comwax,623793794,FALSE,
Estrilda nigroloris,Black-lored Waxbill,blfwax1,,FALSE,
Estrilda nonnula,Black-crowned Waxbill,blcwax2,66049,FALSE,Estrilda capinera
Estrilda atricapilla,Black-headed Waxbill,blhwax1,1561,FALSE,
Estrilda kandti,Kandt's Waxbill,kanwax1,549601411,FALSE,
Estrilda charmosyna,Black-cheeked Waxbill,rerwax1,28225501,FALSE,Estrilda gropparossa
Estrilda erythronotos,Black-faced Waxbill,blcwax1,280254,FALSE,
Mandingoa nitidula,Green Twinspot,grbtwi1,278884,FALSE,Macchiettino dorsoverde
Cryptospiza reichenovii,Red-faced Crimsonwing,rfcwin1,652894756,FALSE,Alarossa facciarossa
Cryptospiza salvadorii,Abyssinian Crimsonwing,abcwin1,299925691,FALSE,Alarossa d'Abissinia
Cryptospiza jacksoni,Dusky Crimsonwing,ducwin1,1251,FALSE,Alarossa fosco
Cryptospiza shelleyi,Shelley's Crimsonwing,shcwin1,,FALSE,Alarossa di Shelley
Coccopygia bocagei,Angola Waxbill,swewax1,398992711,FALSE,
Coccopygia melanotis,Swee Waxbill,swewax3,212069801,FALSE,
Coccopygia quartinia,Yellow-bellied Waxbill,yebwax2,94648,FALSE,Estrilda panciagialla
Nesocharis shelleyi,Shelley's Oliveback,fepoli1,91004151,FALSE,Dorsoliva di Fernando Po
Nesocharis ansorgei,White-collared Oliveback,whcoli1,638741797,FALSE,Dorsoliva dal collare
Nesocharis capistrata,Grey-headed Oliveback,,,FALSE,Dorsoliva testagrigia
Nigrita fusconotus,White-breasted Negrofinch,whbneg2,242754471,FALSE,Nigrita pettobianco
Nigrita bicolor,Chestnut-breasted Negrofinch,chbneg1,438250771,FALSE,Nigrita pettocastano
Nigrita luteifrons,Pale-fronted Negrofinch,pafneg1,486045921,FALSE,Nigrita frontechiara
Nigrita canicapillus,Grey-headed Negrofinch,gyhneg1,617146460,FALSE,Nigrita testagrigia
Parmoptila woodhousei,Woodhouse's Antpecker,wooant1,541575331,FALSE,
Parmoptila rubrifrons,Red-fronted Antpecker,refant1,636181988,FALSE,
Parmoptila jamesoni,Jameson's Antpecker,jamant1,468706571,FALSE,
Amadina erythrocephala,Red-headed Finch,rehfin1,277968,FALSE,Amadina testarossa
Amadina fasciata,Cut-throat Finch,cutthr1,280117,FALSE,Golatagliata
Ortygospiza atricollis,African Quailfinch,quailf1,31365931,FALSE,
Amandava amandava,Red Avadavat,redava,318842151,TRUE,Bengalino comune
Amandava formosa,Green Avadavat,grnava1,613337306,FALSE,Bengalino verde
Amandava subflava,Zebra Waxbill,zebwax2,203981191,FALSE,Bengalino zebrato
Paludipasser locustella,Locust Finch,locust3,614489487,FALSE,Fringuello locusta
VIDUIDAE,Whydahs and Indigobirds,,,FALSE,
Vidua macroura,Pin-tailed Whydah,pitwhy,594243381,FALSE,Vedova coda a spilli
Vidua paradisaea,Long-tailed Paradise-whydah,eapwhy1,552937331,FALSE,
Vidua obtusa,Broad-tailed Paradise-whydah,btpwhy1,310732,FALSE,Vedova paradisea codalarga
Vidua orientalis,Sahel Paradise-whydah,nopwhy1,138404711,FALSE,
Vidua interjecta,Exclamatory Paradise-whydah,ltpwhy1,,FALSE,
Vidua hypocherina,Steel-blue Whydah,stbwhy1,449010461,FALSE,Vedova bluacciaio
Vidua regia,Shaft-tailed Whydah,shtwhy1,277952,FALSE,Vedova codafili
Vidua fischeri,Straw-tailed Whydah,sttwhy1,55985,FALSE,Vedova codapaglia
Vidua togoensis,Togo Paradise-whydah,topwhy1,,FALSE,Vedova paradisea del Togo
Vidua wilsoni,Wilson's Indigobird,pawind1,21640131,FALSE,Vedova alichiare
Vidua larvaticola,Barka Indigobird,bakind1,21640251,FALSE,Vedova faccianera
Vidua maryae,Jos Plateau Indigobird,jopind1,,FALSE,Vedova del Jos Plateau
Vidua camerunensis,Cameroon Indigobird,camind1,310730,FALSE,Vedova del Camerun
Vidua nigeriae,Quailfinch Indigobird,quaind1,,FALSE,Vedova quaglia
Vidua raricola,Jambandu Indigobird,jamind1,527018621,FALSE,Vedova jambandu
Vidua codringtoni,Green Indigobird,greind1,631845940,FALSE,Vedova verde
Vidua funerea,Dusky Indigobird,varind1,49661,FALSE,
Vidua chalybeata,Village Indigobird,vilind,204005381,FALSE,
Vidua purpurascens,Purple Indigobird,purind1,275453,FALSE,Vedova fosca
Anomalospiza imbebris,Cuckoo-finch,,,FALSE,
Anthus spinoletta,Water Pipit,watpip1,502082531,FALSE,Spioncello
Anthus petrosus,Rock Pipit,rocpip1,181646,FALSE,Spioncello marino
A. p. littoralis,Scandinavian Rock Pipit,,,FALSE,
Anthus furcatus,Short-billed Pipit,shbpip1,109447351,FALSE,
Anthus lutescens,Yellowish Pipit,yelpip2,190899431,FALSE,
Anthus peruvianus,Peruvian Pipit,yelpip3,353815251,FALSE,
Anthus chacoensis,Pampas Pipit,chapip1,203960021,FALSE,Pispola del chaco
Anthus spragueii,Sprague's Pipit,sprpip,32362921,TRUE,Pispola di Sprague
Anthus hellmayri,Hellmayr's Pipit,helpip1,203695491,FALSE,Pispola di Hellmayr
Anthus bogotensis,Paramo Pipit,parpip1,272310861,FALSE,Pispola del paramo
Anthus nattereri,Ochre-breasted Pipit,ocbpip1,19991,FALSE,Pispola pettocra
Anthus correndera,Correndera Pipit,corpip1,613422263,TRUE,Pispola correndera
Anthus antarcticus,South Georgia Pipit,sogpip1,204018291,FALSE,Pispola di South Georgia
Anthus sylvanus,Upland Pipit,uplpip1,647684721,FALSE,Pispola degli altipiani
Anthus nilghiriensis,Nilgiri Pipit,nilpip1,203951971,FALSE,Pispola delle Nilgiri
Anthus hoeschi,Mountain Pipit,moupip1,630295665,FALSE,Pispola montana
Anthus crenatus,Yellow-tufted Pipit,yetpip1,203939781,FALSE,Pispola ciuffigialli
Anthus lineiventris,Striped Pipit,strpip1,79984,FALSE,Pispola striata
Anthus richardi,Richard's Pipit,ricpip1,648538647,FALSE,Calandro maggiore
Anthus rufulus,Paddyfield Pipit,oripip1,148799311,FALSE,
Anthus novaeseelandiae,Australasian Pipit,auspip3,383233701,TRUE,
Anthus nyassae,Woodland Pipit,woopip1,618496154,FALSE,Pispola boschereccia
Anthus godlewskii,Blyth's Pipit,blypip1,620664188,FALSE,Calandro di Blyth
Anthus leucophrys,Plain-backed Pipit,plbpip1,1388,FALSE,
Anthus berthelotii,Berthelot's Pipit,berpip1,203887161,FALSE,Pispola di Berthelot
Anthus campestris,Tawny Pipit,tawpip1,258861351,FALSE,Calandro
Anthus cinnamomeus,African Pipit,afrpip1,278586,FALSE,
A. c. latistriatus,Jackson's Pipit,,,FALSE,
Anthus vaalensis,Buffy Pipit,bufpip1,402598001,FALSE,
Anthus similis,Long-billed Pipit,lobpip1,449411741,FALSE,
Anthus melindae,Malindi Pipit,malpip1,626021474,FALSE,Pispola di Malindi
Anthus pallidiventris,Long-legged Pipit,lolpip1,626037561,FALSE,Pispola zampelunghe
Anthus gutturalis,Alpine Pipit,alppip1,100481,FALSE,Pispola alpina
Madanga ruficollis,Madanga,rtweye1,,FALSE,Occhialino golarossiccia
Macronyx flavicollis,Abyssinian Longclaw,abylon1,31365651,FALSE,Unghialunga d'Abissinia
Macronyx fuellebornii,Fülleborn's Longclaw,fuelon2,614490101,FALSE,Unghialunga di Fülleborn
Macronyx capensis,Cape Longclaw,ortlon1,608794433,FALSE,Unghialunga del Capo
Macronyx croceus,Yellow-throated Longclaw,yetlon1,1327,FALSE,Unghialunga golagialla
Macronyx aurantiigula,Pangani Longclaw,panlon1,249023051,FALSE,Unghialunga di Pangani
Macronyx ameliae,Rosy-throated Longclaw,rotlon1,440297081,FALSE,Unghialunga golarosa
Macronyx grimwoodi,Grimwood's Longclaw,grilon1,586942561,FALSE,Unghialunga di Grimwood
Macronyx sharpei,Sharpe's Longclaw,shalon1,625871643,FALSE,Unghialunga di Sharpe
Hemimacronyx chloris,Yellow-breasted Pipit,yebpip2,276041,FALSE,Pispola pettogiallo
Tmetothylacus tenellus,Golden Pipit,golpip1,625989557,FALSE,Pispola dorata
Motacilla flaviventris,Madagascar Wagtail,madwag1,504227021,FALSE,Ballerina del Madagascar
Motacilla clara,Mountain Wagtail,mouwag1,33652901,FALSE,Ballerina montana
Motacilla capensis,Cape Wagtail,capwag1,109764471,FALSE,Ballerina del Capo
Motacilla flava,Western Yellow Wagtail,eaywag1,27831181,TRUE,Cutrettola
M. f. thunbergi,Grey-headed Wagtail,,,FALSE,
M. f. flavissima,British Yellow Wagtail,,,FALSE,
M. f. flava,Blue-headed Wagtail,,,FALSE,
M. f. beema,Sykes's Wagtail,,,FALSE,
M. f. lutea,Yellow-headed Wagtail,,,FALSE,
M. f. feldegg,Black-headed Wagtail,,,FALSE,
M. f. leucocephala,White-headed Wagtail,,,FALSE,
M. f. iberiae,Iberian Yellow Wagtail,,,FALSE,
M. f. cinereocapilla,Ashy-headed Wagtail,,,FALSE,
M. f. pygmaea,Egyptian Yellow Wagtail,,,FALSE,
Motacilla aguimp,African Pied Wagtail,afpwag1,8640,FALSE,Ballerina nera africana
Motacilla cinerea,Grey Wagtail,grywag,286685431,TRUE,Ballerina gialla
Motacilla citreola,Citrine Wagtail,citwag,433588361,FALSE,Cutrettola testagialla orientale
Motacilla tschutschensis,Eastern Yellow Wagtail,eaywag,611658842,FALSE,
Motacilla maderaspatensis,White-browed Wagtail,whbwag1,384942711,FALSE,Ballerina cigliabianche
Motacilla samveasnae,Mekong Wagtail,mekwag1,203914831,FALSE,Ballerina del Mekong
Motacilla grandis,Japanese Wagtail,japwag1,203968901,FALSE,Ballerina del Giappone
Motacilla alba,White Wagtail,whiwag,477895331,TRUE,Ballerina bianca
M. a. yarrellii,British Pied Wagtail,,,FALSE,
M. a. subpersonata,Moroccan Wagtail,,,FALSE,
M. a. personata,Masked Wagtail,,,FALSE,
Amaurocichla bocagii,Sao Tome Short-tail,boclon2,640379612,FALSE,Beccolungo di Bocage
PASSERIDAE,Old World Sparrows,,,FALSE,
Passer ammodendri,Saxaul Sparrow,saxspa1,203961501,FALSE,Passera del saxaul
Passer domesticus,House Sparrow,houspa,231711901,TRUE,Passera oltremontana
Passer italiae,Italian Sparrow,itaspa1,618503965,TRUE,Passera d'Italia
Passer hispanoliensis,Spanish Sparrow,spaspa1,351070861,FALSE,
Passer pyrrhonotus,Sind Sparrow,sinspa1,204023831,FALSE,Passera del Sind
Passer castanopterus,Somali Sparrow,somspa1,446238051,FALSE,Passera di Somalia
Passer cinnamomeus,Russet Sparrow,russpa2,175304931,FALSE,Passera rossastra
Passer flaveolus,Pegu Sparrow,plbspa1,446570291,FALSE,Passera dorsouniforme
Passer moabiticus,Dead Sea Sparrow,desspa1,203892171,FALSE,
P. m. yatii,Afghan Sparrow,,,FALSE,
Passer iagoensis,Cape Verde Sparrow,cavspa1,203884451,FALSE,
Passer motitensis,Great Sparrow,grrspa1,277623,FALSE,
Passer insularis,Socotra Sparrow,socspa1,638434791,FALSE,
Passer hemileucus,Abd al Kuri Sparrow,aakspa1,,FALSE,
Passer cordofanicus,Kordofan Sparrow,korspa1,,FALSE,
Passer shelleyi,White Nile Sparrow,shrspa1,313487851,FALSE,Passera rossiccia di Shelley
Passer rufocinctus,Kenya Sparrow,kerspa2,619517446,FALSE,
Passer melanurus,Cape Sparrow,capspa1,607871501,FALSE,Passera del Capo
Passer swainsonii,Swainson's Sparrow,swaspa2,33652491,FALSE,Passera di Swainson
Passer gongonensis,Parrot-billed Sparrow,pabspa1,616536893,FALSE,Passera pappagallo
Passer suahelicus,Swahili Sparrow,swaspa1,280138,FALSE,Passera swahili
Passer griseus,Northern Grey-headed Sparrow,gyhspa1,636088374,FALSE,
Passer diffusus,Southern Grey-headed Sparrow,sghspa2,609054905,FALSE,Passera testagrigia meridionale
Passer simplex,Desert Sparrow,desspa3,203915571,FALSE,
Passer zarudnyi,Zarudny's Sparrow,desspa4,637522160,FALSE,Passera del deserto asiatica
Passer montanus,Eurasian Tree Sparrow,eutspa,70906781,TRUE,Passera mattugia
Passer luteus,Sudan Golden Sparrow,sugspa1,146762041,FALSE,
Passer euchlorus,Arabian Golden Sparrow,argspa2,631663820,FALSE,Passera dorata d'Arabia
Passer eminibey,Chestnut Sparrow,chespa1,31284851,FALSE,Passera castana
Carpospiza brachydactyla,Pale Sparrow,palroc1,554898981,FALSE,Passera lagia chiara
Petronia petronia,Rock Sparrow,rocpet1,459102331,FALSE,Passera lagia
Gymnoris superciliaris,Yellow-throated Bush-sparrow,yetpet1,645387501,FALSE,
Gymnoris dentata,Sahel Bush-sparrow,buspet1,286983361,FALSE,Petronia del bush
Gymnoris pyrgita,Yellow-spotted Bush-sparrow,yespet1,329023991,FALSE,
Gymnoris xanthocollis,Chestnut-shouldered Bush-sparrow,chspet1,203921401,FALSE,Passera lagia golagialla
Montifringilla henrici,Tibetan Snowfinch,tibsno2,413857311,FALSE,Fringuello alpino del Tibet
Montifringilla nivalis,White-winged Snowfinch,whwsno1,632864183,FALSE,Fringuello alpino
Montifringilla adamsi,Black-winged Snowfinch,blwsno1,622873354,FALSE,Fringuello alpino alinere
Onychostruthus taczanowskii,White-rumped Snowfinch,whrsno1,204009501,FALSE,Fringuello alpino groppabianca
Pyrgilauda ruficollis,Rufous-necked Snowfinch,runsno1,618714082,FALSE,Fringuello alpino collorossiccio
Pyrgilauda davidiana,Small Snowfinch,pedsno1,204009381,FALSE,Fringuello alpino di Padre David
Pyrgilauda blanfordi,Plain-backed Snowfinch,blasno1,204011441,FALSE,Fringuello alpino di Blanford
Pyrgilauda theresae,Afgan Snowfinch,afgsno1,310000,FALSE,Fringuello alpino dell'Afghanistan
Hypocryptadius cinnamomeus,Cinnamon Ibon,cinwhe1,316,FALSE,Occhialino cannella
MOTACILLIDAE,Wagtails Pipits,,,FALSE,
Dendronanthus indicus,Forest Wagtail,forwag1,590592451,FALSE,Ballerina di foresta
Anthus sokokensis,Sokoke Pipit,sokpip1,650333837,FALSE,Pispola di Sokoke
Anthus brachyurus,Short-tailed Pipit,shtpip1,611666079,FALSE,Pispola codacorta
Anthus caffer,Bush Pipit,buspip1,612781002,FALSE,Pispola del bush
Anthus gustavi,Pechora Pipit,pecpip,610852181,FALSE,Pispola della Pechora
A. g. gustavi,Pechora Pipit,pecpip,610852181,FALSE,
Anthus trivialis,Tree Pipit,trepip,327530591,TRUE,Prispolone
Anthus hodgsoni,Olive-backed Pipit,olbpip,204011521,FALSE,Prispolone indiano
Anthus cervinus,Red-throated Pipit,retpip,105855,FALSE,Pispola golarossa
Anthus roseatus,Rosy Pipit,rospip1,460684571,FALSE,Pispola rosea
Anthus rubescens,Buff-bellied Pipit,amepip,126269331,FALSE,Spioncello del Pacifico
A. r. japonicus,Buff-bellied Pipit,,,FALSE,
A. r. rubescens,American Pipit,amepip,126269331,FALSE,
Anthus pratensis,Meadow Pipit,meapip1,203693581,TRUE,Pispola
FRINGILLIDAE,Finches,,,FALSE,
Fringilla coelebs,Common Chaffinch,comcha,234883481,TRUE,Fringuello
Fringilla teydea,Tenerife Blue Chaffinch,blucha2,77751771,FALSE,
Fringilla polatzeki,Gran Canaria Blue Chaffinch,blucha3,423388991,FALSE,Fringuello di Gran Canaria
Fringilla montifringilla,Brambling,brambl,64398651,TRUE,Peppola
Chlorophonia flavirostris,Yellow-collared Chlorophonia,yecchl1,203956421,FALSE,Clorofonia collogiallo
Chlorophonia cyanea,Blue-naped Chlorophonia,blnchl1,387406551,FALSE,Clorofonia nucazzurra
Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,chbchl1,46892851,FALSE,Clorofonia pettocastano
Chlorophonia occipitalis,Blue-crowned Chlorophonia,blcchl1,291700,FALSE,
Chlorophonia callophrys,Golden-browed Chlorophonia,gobchl1,445067301,FALSE,Clorofonia cigliadorate
Euphonia jamaica,Jamaican Euphonia,jameup1,164921,FALSE,Eufonia della Giamaica
Euphonia plumbea,Plumbeous Euphonia,plueup1,306728401,FALSE,Eufonia piombata
Euphonia affinis,Scrub Euphonia,screup1,220498781,FALSE,
Euphonia luteicapilla,Yellow-crowned Euphonia,yeceup1,16264,FALSE,Eufonia capogiallo
Euphonia chlorotica,Purple-throated Euphonia,puteup1,517809671,FALSE,Eufonia golaviola
Euphonia trinitatis,Trinidad Euphonia,trieup1,203934311,FALSE,Eufonia di Trinidad
Euphonia concinna,Velvet-fronted Euphonia,vefeup1,90318751,FALSE,Eufonia frontevelluto
Euphonia saturata,Orange-crowned Euphonia,orceup1,80974,FALSE,Eufonia capoarancio
Euphonia finschi,Finsch's Euphonia,fineup1,72392,FALSE,Eufonia di Finsch
Euphonia violacea,Violaceous Euphonia,vioeup1,113053,FALSE,Eufonia violacea
Euphonia laniirostris,Thick-billed Euphonia,thbeup1,625324343,FALSE,Eufonia beccogrosso
Euphonia hirundinacea,Yellow-throated Euphonia,yeteup1,168206141,FALSE,Eufonia golagialla
Euphonia chalybea,Green-chinned Euphonia,gnteup1,203915101,FALSE,Eufonia mentoverde
Euphonia elegantissima,Elegant Euphonia,eleeup1,141451911,FALSE,Eufonia elegante
Euphonia cyanocephala,Golden-rumped Euphonia,goreup1,609321164,FALSE,Eufonia groppadorata
Euphonia musica,Hispaniolan Euphonia,anteup2,163166581,FALSE,
Euphonia sclateri,Puerto Rican Euphonia,anteup3,204013381,FALSE,
Euphonia flavifrons,Lesser Antillean Euphonia,anteup4,133470131,FALSE,
Euphonia fulvicrissa,Fulvous-vented Euphonia,fuveup1,203698471,FALSE,Eufonia culfulvo
Euphonia imitans,Spot-crowned Euphonia,spceup1,57428,FALSE,Eufonia capomacchiato
Euphonia gouldi,Olive-backed Euphonia,olbeup1,182331531,FALSE,Eufonia dorsoliva
