Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,no
Polyonymus caroli,Bronze-tailed Comet,brtcom1,203934231,FALSE,Bronsehalekolibri
Oreotrochilus chimborazo,Ecuadorian Hillstar,ecuhil1,84879381,FALSE,Vulkanoreade
Oreotrochilus estella,Andean Hillstar,andhil3,165577221,FALSE,andesoreade
Oreotrochilus stolzmanni,Green-headed Hillstar,andhil2,621412844,FALSE,Grønnhodeoreade
Oreotrochilus leucopleurus,White-sided Hillstar,whshil1,441591771,FALSE,Punaoreade
Oreotrochilus melanogaster,Black-breasted Hillstar,blbhil1,31743991,FALSE,Svartbrystoreade
Oreotrochilus adela,Wedge-tailed Hillstar,wethil1,84880271,FALSE,Brunoreade
Opisthoprora euryptera,Mountain Avocetbill,mouavo1,613768141,FALSE,Vatrekolibri
Lesbia victoriae,Black-tailed Trainbearer,blttra1,203700851,FALSE,Svartslepkolibri
Lesbia nuna,Green-tailed Trainbearer,grttra1,598051021,FALSE,Grønnslepkolibri
Ramphomicron dorsale,Black-backed Thornbill,blbtho1,84880671,FALSE,Svartryggkolibri
Ramphomicron microrhynchum,Purple-backed Thornbill,pubtho1,626786316,FALSE,Purpurryggkolibri
Chalcostigma ruficeps,Rufous-capped Thornbill,ructho1,523108281,FALSE,Brunkronenålkolibri
Chalcostigma olivaceum,Olivaceous Thornbill,olitho1,638017728,FALSE,Olivennålkolibri
Chalcostigma stanleyi,Blue-mantled Thornbill,blmtho1,84880901,FALSE,Koboltnålkolibri
Chalcostigma heteropogon,Bronze-tailed Thornbill,brttho1,540583771,FALSE,Bronsenålkolibri
Chalcostigma herrani,Rainbow-bearded Thornbill,rabtho1,611063220,FALSE,Regnbuenålkolibri
Oxypogon cyanolaemus,Blue-bearded Helmetcrest,bubhel1,303941331,FALSE,blåskjegghjelmkolibri
Oxypogon lindenii,White-bearded Helmetcrest,whbhel1,391183001,FALSE,hvitskjegghjelmkolibri
Oxypogon guerinii,Green-bearded Helmetcrest,gnbhel1,384062661,FALSE,grønnskjegghjelmkolibri
Oxypogon stuebelii,Buffy Helmetcrest,bufhel1,616219697,FALSE,okerhjelmkolibri
Oreonympha albolimbata,Western Mountaineer,,,FALSE,
Oreonympha nobilis,Eastern Mountaineer,beamou1,509371071,FALSE,Stolakolibri
Metallura iracunda,Perija Metaltail,permet1,556728541,FALSE,Perijametallstjert
Metallura tyrianthina,Tyrian Metaltail,tyrmet1,410603821,FALSE,Andesmetallstjert
Metallura williami,Viridian Metaltail,virmet1,619694911,FALSE,Grønnmetallstjert
Metallura baroni,Violet-throated Metaltail,vitmet1,617942177,FALSE,Purpurstrupemetallstjert
Metallura odomae,Neblina Metaltail,nebmet1,84881551,FALSE,Rødstrupemetallstjert
Metallura theresiae,Coppery Metaltail,copmet1,17295,FALSE,Lavametallstjert
Metallura eupogon,Fire-throated Metaltail,fitmet1,195169,FALSE,glostrupemetallstjert
Metallura aeneocauda,Scaled Metaltail,scamet1,62954831,FALSE,Skjellmetallstjert
Metallura phoebe,Black Metaltail,blamet1,306137321,FALSE,Bekmetallstjert
Haplophaedia aureliae,Greenish Puffleg,grepuf1,273721781,FALSE,kobberhodedunfot
Haplophaedia assimilis,Buff-thighed Puffleg,butpuf1,613953397,FALSE,Quechuadunfot
Haplophaedia lugens,Hoary Puffleg,hoapuf1,203694061,FALSE,Sørgedunfot
Eriocnemis nigrivestis,Black-breasted Puffleg,blbpuf3,42406621,FALSE,Svartbrystdunfot
Eriocnemis isabellae,Gorgeted Puffleg,gorpuf1,,FALSE,Juveldunfot
Eriocnemis vestita,Glowing Puffleg,glopuf2,246687,FALSE,Purpurstrupedunfot
Eriocnemis derbyi,Black-thighed Puffleg,bltpuf1,203963601,FALSE,Svartbuksedunfot
Eriocnemis godini,Turquoise-throated Puffleg,tutpuf1,,FALSE,Svartbrystdunfot
Eriocnemis cupreoventris,Coppery-bellied Puffleg,cobpuf1,416567381,FALSE,Kobberbukdunfot
Eriocnemis luciani,Sapphire-vented Puffleg,savpuf1,84883511,FALSE,Langhaledunfot
Eriocnemis sapphiropygia,Coppery-naped Puffleg,,,FALSE,langhaledunfot (sapphiropygia/catharina)
Eriocnemis mosquera,Golden-breasted Puffleg,gobpuf1,25744901,FALSE,Gullbrystdunfot
Eriocnemis glaucopoides,Blue-capped Puffleg,blcpuf1,652361941,FALSE,Blåpannedunfot
Eriocnemis mirabilis,Colorful Puffleg,colpuf2,,FALSE,Regnbuedunfot
Eriocnemis alinae,Emerald-bellied Puffleg,embpuf1,288265441,FALSE,Hvitbrystdunfot
Loddigesia mirabilis,Marvellous Spatuletail,marspa1,84883751,TRUE,Paradiskolibri
Aglaeactis cupripennis,Shinning Sunbeam,shisun1,613305731,TRUE,Kobbersolkolibri
Aglaeactis castelnaudii,White-tufted Sunbeam,whtsun1,631432341,FALSE,Paljettsolkolibri
Aglaeactis aliciae,Purple-backed Sunbeam,pubsun1,84884941,FALSE,Spraglesolkolibri
Aglaeactis pamela,Black-hooded Sunbeam,blhsun1,647135282,FALSE,Svartsolkolibri
Coeligena coeligena,Bronzy Inca,broinc1,387654241,FALSE,Bronseinka
Coeligena prunellei,Black Inca,blainc1,300705,FALSE,Svartinka
Coeligena wilsoni,Brown Inca,broinc2,203699391,FALSE,Bruninka
Coeligena conradii,Green Inca,colinc4,617069625,FALSE,grønninka
Coeligena torquata,Collared Inca,colinc1,203929941,FALSE,hvitbrystinka
Coeligena eisenmanni,Vilcabamba Inca,,,FALSE,
Coeligena inca,Gould's Inca,colinc3,646297913,FALSE,rustbrystinka
Coeligena dichroura,Huanuco Starfrontlet,,,FALSE,
Coeligena albicaudata,Apurimac Starfrontlet,,,FALSE,
Coeligena osculans,Cuzco Starfrontlet,,,FALSE,
Coeligena violifer,Bolivian Starfrontlet,vitsta1,65278,FALSE,Fiolettstrupeinka
Coeligena iris,Rainbow Starfrontlet,raista1,471606871,FALSE,Regnbueinka
Coeligena phalerata,White-tailed Starfrontlet,whtsta1,203963541,FALSE,Hvithaleinka
Coeligena orina,Glittering Starfrontlet,dussta1,204007161,FALSE,Oreadeinka
Coeligena lutetiae,Buff-winged Starfrontlet,buwsta1,613767150,FALSE,Opalvingeinka
Coeligena consita,Perija Starfrontlet,gobsta2,631573286,FALSE,perijainka
Coeligena bonapartei,Golden-bellied Starfrontlet,gobsta1,348554411,FALSE,gyllenbukinka
Coeligena eos,Golden Starfrontlet,gobsta4,617069693,FALSE,gullinka
Coeligena helianthea,Blue-throated Starfrontlet,bltsta1,622757807,FALSE,Rosenbukinka
Lafresnaya lafresnayi,Mountain Velvetbreast,mouvel1,478693941,FALSE,Fløyelsbrystkolibri
Ensifera ensifera,Sword-billed Hummingbird,swbhum1,630687397,TRUE,Sverdkolibri
Pterophanes cyanopterus,Great Sapphirewing,gresap1,242708,FALSE,Safirvingekolibri
Boissonneaua flavescens,Buff-tailed Coronet,butcor1,80839,FALSE,Okerhalekolibri
Boissonneaua matthewsii,Chestnut-breasted Coronet,chbcor1,25848001,FALSE,Kastanjebrystkolibri
Boissonneaua jardini,Velvet-purple Coronet,vepcor1,203699351,FALSE,Perlemorkolibri
Ocreatus underwoodii,Booted Racquet-tail,boorat1,203699311,TRUE,vimpelkolibri
Urochroa bougueri,Rufous-gaped Hillstar,whthil2,633126098,FALSE,rustskjeggbergstjerne
Urochroa leucura,White-tailed Hillstar,whthil3,494807461,FALSE,Hvithalebergstjerne
Urosticte benjamini,Purple-bibbed Whitetip,pubwhi1,210787651,FALSE,purpursmekkekolibri
Urosticte ruficrissa,Rufous-vented Whitetip,ruvwhi1,21621221,FALSE,Rustgumpkolibri
Heliodoxa xanthogonys,Velvet-browed Brilliant,vebbri1,388976741,FALSE,Fløyelsbriljant
Heliodoxa gularis,Pink-throated Brilliant,pitbri1,380307421,FALSE,Rosenstrupebriljant
Heliodoxa branickii,Rufous-webbed Brilliant,ruwbri1,65737051,FALSE,Perubriljant
Heliodoxa whitelyana,Black-breasted Brilliant,,,FALSE,
Heliodoxa aurescens,Gould's Brilliant,goujew1,627805552,FALSE,Rødbrystbriljant
Heliodoxa rubinoides,Fawn-breasted Brilliant,fabbri1,203956401,FALSE,Brunbrystbriljant
Heliodoxa jacula,Green-fronted Brilliant,grcbri1,163948,FALSE,Blåsmykkebriljant
Heliodoxa imperatrix,Empress Brilliant,empbri1,626873747,FALSE,Gaffelbriljant
Heliodoxa leadbeateri,Violet-fronted Brilliant,vifbri1,127814,FALSE,Blåpannebriljant
Clytolaema rubricauda,Brazilian Ruby,brarub1,112700,FALSE,Rubinkolibri
Patagona gigas,Giant Hummingbird,giahum1,11057,FALSE,Kjempekolibri
Chlorostilbon auriceps,Golden-crowned Emerald,goceme1,159288451,FALSE,Gullkronesmaragd
Chlorostilbon fortificatus,Cozumel Emerald,cozeme1,609053805,FALSE,
Chlorostilbon canivetii,Canivet's Emerald,caneme1,151009451,FALSE,
Chlorostilbon assimilis,Garden Emerald,gareme1,628700691,FALSE,Hagesmaragd
Chlorostilbon gibsoni,Red-billed Emerald,rebeme1,541130961,FALSE,rødnebbsmaragd
Chlorostilbon mellisugus,Blue-tailed Emerald,blteme1,305877971,FALSE,blåstjertsmaragd
Chlorostilbon olivaresi,Chiribiquete Emerald,chieme1,422060681,FALSE,Chiribiquetesmaragd
†Chlorostilbon bracei,Brace's Emerald,braeme2,,FALSE,
†Chlorostilbon elegans,Caribbean Emerald,,,FALSE,
Chlorostilbon ricordii,Cuban Emerald,cubeme1,89306271,FALSE,
Chlorostilbon swainsonii,Hispaniolan Emerald,hiseme1,163140711,FALSE,Svartbrystsmaragd
Chlorostilbon maugaeus,Puerto Rican Emerald,pureme1,53816,FALSE,Puertoricosmaragd
Chlorostilbon lucidus,Glittering-bellied Emerald,glbeme1,400379251,FALSE,Glansbuksmaragd
Chlorostilbon russatus,Coppery Emerald,copeme1,167298,FALSE,Kobbersmaragd
Chlorostilbon stenurus,Narrow-tailed Emerald,nateme2,642973712,FALSE,Smalhalesmaragd
Chlorostilbon poortmani,Short-tailed Emerald,shteme1,265782,FALSE,kortstjertsmaragd
Chlorostilbon notatus,Blue-chinned Sapphire,bucsap1,88272,FALSE,Blåstrupesmaragd
Cynanthus sordidus,Dusky Hummingbird,dushum1,330351261,FALSE,Dunkelkolibri
Cynanthus latirostris,Broad-billed Hummingbird,brbhum,121949,FALSE,brednebbkolibri
Cynanthus doubledayi,Turquoise-crowned Hummingbird,brbhum2,157625291,FALSE,brednebbkolibri (doubledayi)
Cynanthus lawrencei,Tres Marias Hummingbird,brbhum3,,FALSE,smaragdkolibri
Cyanophaia bicolor,Blue-headed Hummingbird,blhhum1,602427421,FALSE,Blåhodekolibri
Klais guimeti,Violet-headed Hummingbird,vihhum1,136301011,FALSE,Fioletthodekolibri
Abeillia abeillei,Emerald-chinned Hummingbird,emchum1,86679,FALSE,Smaragdstrupekolibri
Orthorhyncus cristatus,Antillean Crested Hummingbird,anchum1,204013441,FALSE,Toppkolibri
Stephanoxis lalandi,Green-crowned Plovercrest,plover3,640929511,FALSE,grønnvipekolibri
Stephanoxis loddigesii,Violet-crowned Plovercrest,plover4,203700671,TRUE,fiolvipekolibri
Aphantochroa cirrochloris,Sombre Hummingbird,somhum1,24648421,FALSE,Gråsabelvinge
Anthocephala floriceps,Blossomcrown,samblo1,632679875,FALSE,santamartaflorkrone
Campylopterus cuvierii,Scaly-breasted Hummingbird,scbhum1,207693221,FALSE,Skjellbrystkolibri
Campylopterus curvipennis,Wedge-tailed Sabrewing,wetsab1,245541241,FALSE,Kilehalesabelvinge
Campylopterus largipennis,Grey-breasted Sabrewing,gybsab1,114922,FALSE,gråbrystsabelvinge
Campylopterus rufus,Rufous Sabrewing,rufsab1,104,FALSE,Rustsabelvinge
Campylopterus hyperythrus,Rufous-breasted Sabrewing,rubsab1,364592861,FALSE,tepuisabelvinge
Campylopterus hemileucurus,Violet Sabrewing,viosab1,212321211,TRUE,Fiolettsabelvinge
Campylopterus ensipennis,White-tailed Sabrewing,whtsab1,390117281,FALSE,Hvithalesabelvinge
Campylopterus falcatus,Lazuline Sabrewing,lazsab1,473464091,FALSE,Brunhalesabelvinge
Campylopterus phainopeplus,Santa Marta Sabrewing,samsab1,615897668,FALSE,Santamartasabelvinge
Campylopterus villaviscensio,Napo Sabrewing,napsab1,203933941,FALSE,Naposabelvinge
Campylopterus duidae,Buf-breasted Sabrewing,bubsab1,251698811,FALSE,Yanomamosabelvinge
Eupetomena macroura,Swallow-tailed Hummingbird,swthum1,615734079,TRUE,Svalekolibri
Eupherusa eximia,Stripe-tailed Hummingbird,stthum1,338084711,FALSE,Stripehalekolibri
Eupherusa cyanophrys,Oaxaca Hummingbird,blchum2,314995221,FALSE,Blåkronekolibri
Eupherusa poliocerca,White-tailed Hummingbird,whthum1,159540581,FALSE,Hvithalekolibri
Eupherusa nigriventris,Black-bellied Hummingbird,blbhum1,49396831,FALSE,Svartbrystkolibri
Elvira chionura,White-tailed Emerald,whteme1,550101281,FALSE,Kritthalekolibri
Elvira cupreiceps,Coppery-headed Emerald,coheme1,514574641,FALSE,Kobberkronekolibri
Microchera albocoronata,Snowcap,snowca1,411448361,TRUE,Snøkronekolibri
Chalybura buffonii,White-vented Plumeleteer,whvplu1,384086621,FALSE,svartfotdungump
Chalybura urochrysia,Bronze-tailed Plumeleteer,brtplu1,614945172,FALSE,rødfotdungump
Thalurania ridgwayi,Mexican Woodnymph,mexwoo1,321021151,FALSE,Mexicodryade
Thalurania colombica,Crowned Woodnymph,crowoo1,457019911,TRUE,glansdryade
Thalurania furcata,Fork-tailed Woodnymph,fotwoo1,387922001,FALSE,gaffeldryade
Thalurania watertonii,Long-tailed Woodnymph,lotwoo2,297604711,FALSE,Svaledryade
Thalurania glaucopis,Violet-capped Woodnymph,vicwoo2,610870185,FALSE,Fiolettkronedryade
Taphrospilus hypostictus,Many-spotted Hummingbird,mashum1,203931821,FALSE,Ertekolibri
Leucochloris albicollis,White-throated Hummingbird,whthum2,111487911,FALSE,Hvitstrupekolibri
Leucippus fallax,Buffy Hummingbird,bufhum1,385687761,FALSE,Ferskenkolibri
Leucippus baeri,Tumbes Hummingbird,tumhum1,13285,FALSE,Tumbeskolibri
Leucippus taczanowskii,Spot-throated Hummingbird,spthum2,148395101,FALSE,Flekkstrupekolibri
Leucippus chlorocercus,Olive-spotted Hummingbird,olshum1,127581,FALSE,Olivenkolibri
Amazilia chionogaster,White-bellied Hummingbird,whbhum1,183293,FALSE,Hvitbrystkolibri
Amazilia viridicauda,Green-and-white Hummingbird,gawhum1,40116,FALSE,Cuzcokolibri
Amazilia tzacatl,Rufous-tailed Hummingbird,rtlhum,6106,TRUE,Rusthalekolibri
Amazilia castaneiventris,Chestnut-bellied Hummingbird,chbhum1,259282691,FALSE,Kastanjebukkolibri
Amazilia yucatanensis,Buff-bellied Hummingbird,bubhum,23954441,FALSE,Yucatánkolibri
Amazilia rutila,Cinnamon Hummingbird,cinhum1,199442,TRUE,Kanelkolibri
Amazilia amazilia,Amazilia Hummingbird,amahum1,84904151,FALSE,Amaziliakolibri
Amazilia leucogaster,Plain-bellied Emerald,plbeme1,172069741,FALSE,Lysbukkolibri
Amazilia versicolor,Versicolored Emerald,vereme1,90496871,FALSE,Tupikolibri
Amazilia brevirostris,White-chested Emerald,whceme1,221649,FALSE,Svartnebbkolibri
Amazilia franciae,Andean Emerald,andeme1,18035,FALSE,Andeskolibri
Amazilia candida,White-bellied Emerald,whbeme1,207695311,FALSE,Mayakolibri
Amazilia luciae,Honduran Emerald,honeme1,519021121,FALSE,Honduraskolibri
Amazilia boucardi,Mangrove Hummingbird,manhum1,242225651,FALSE,Mangrovekolibri
Amazilia amabilis,Blue-chested Hummingbird,blchum1,203095391,FALSE,
Amazilia decora,Charming Hummingbird,chahum1,48154691,FALSE,Yndekolibri
Amazilia cyanocephala,Azure-crowned Hummingbird,azchum1,166718011,FALSE,Asurkronekolibri
Amazilia beryllina,Berylline Hummingbird,berhum,291644941,FALSE,Beryllkolibri
Amazilia cyanura,Blue-tailed Hummingbird,blthum1,177937741,FALSE,Blåhalekolibri
Amazilia saucerrottei,Steely-vented Hummingbird,stvhum2,387654421,FALSE,
Amazilia cyanifrons,Indigo-capped Hummingbird,inchum1,469509331,FALSE,
Amazilia violiceps,Violet-crowned Hummingbird,vichum,245428751,FALSE,Fioletthettekolibri
Amazilia viridifrons,Green-fronted Hummingbird,grfhum1,47719331,FALSE,Zapotekkolibri
Amazilia wagneri,Cinnamon-sided Hummingbird,,,FALSE,zapotekkolibri (wagneri)
Amazilia fimbriata,Glittering-throated Emerald,glteme1,315889311,FALSE,
Amazilia lactea,Sapphire-spangled Emerald,saseme1,494469371,FALSE,Fiolstrupekolibri
Amazilia bartletti,Spot-vented Emerald,,,FALSE,fiolstrupekolibri (bartletti)
Amazilia rosenbergi,Purple-chested Hummingbird,puchum1,245905,FALSE,Purpurbrystkolibri
Amazilia edward,Snowy-bellied Hummingbird,snbhum1,167226701,FALSE,Snøbukkolibri
Amazilia viridigaster,Green-bellied Hummingbird,grbhum1,165334091,FALSE,
Amazilia cupreicauda,Copper-tailed Hummingbird,gnbhum2,141887291,FALSE,kobberhalekolibri
Amazilia tobaci,Copper-rumped Hummingbird,corhum1,366083081,FALSE,Kobbergumpkolibri
Amazilia sapphirina,Rufous-throated Hummingbird,,,FALSE,Rødhakekolibri
Amazilia humboldtii,Humboldt's Hummingbird,,,FALSE,Safirpannekolibri
Amazilia grayi,Gray's Hummingbird,,,FALSE,Blåhettekolibri
Trochilus polytmus,Red-billed Streamertail,stream2,173316381,FALSE,rødnebbstrimmelstjert/svartnebbstrimmelstjert
Trochilus scitulus,Black-billed Streamertail,stream3,204456,FALSE,Svartnebbstrimmelstjert
Chrysuronia oenone,Golden-tailed Sapphire,gotsap1,68846,FALSE,gyllenstjertkolibri
Goethalsia bella,Pirre Hummingbird,ruchum1,195030421,FALSE,Pirrekolibri
Goldmania violiceps,Violet-capped Hummingbird,vichum1,51649,FALSE,Fiolettkronekolibri
Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,sathum1,621885575,FALSE,
Lepidopyga lilliae,Sapphire-bellied Hummingbird,sabhum1,167379,FALSE,Safirbukkolibri
Lepidopyga goudoti,Shining-green Hummingbird,shghum1,395654271,FALSE,Grønnglanskolibri
Juliamyia julie,Violet-belied Hummingbird,,,FALSE,Fiolettbukkolibri
Hylocharis eliciae,Blue-throated Goldentail,bltgol1,51785961,FALSE,Hvitørekolibri
Hylocharis cyanus,White-chinned Sapphire,whcsap1,624733747,FALSE,Rødhakekolibri
Hylocharis chrysura,Gilded Hummingbird,gilhum1,114385521,TRUE,Gyllenkolibri
Basilinna xantusii,Xanthus's Hummingbird,xanhum,616382357,FALSE,Bajakolibri
Basilinna leucotis,White-eared Hummingbird,whehum,373787061,FALSE,Hvitørekolibri
Sternoclyta cyanopectus,Violet-chested Hummingbird,vichum2,287226,FALSE,Skjoldkolibri
Hylonympha macrocerca,Scissor-tailed Hummingbird,scthum1,382591891,FALSE,Saksekolibri
Eugenes fulgens,Magnificent Hummingbird,maghum1,401927741,FALSE,purpurissekolibri
Panterpe insignis,Fiery-throated Hummingbird,fithum1,46235681,TRUE,Ildstrupekolibri
Heliomaster constantii,Plain-capped Starthroat,plcsta,109155,FALSE,Bronsestjernestrupe
Heliomaster longirostris,Long-billed Starthroat,lobsta1,451442311,FALSE,Langnebbstjernestrupe
Heliomaster squamosus,Stripe-breasted Starthroat,stbsta1,520946891,TRUE,Båndstjernestrupe
Heliomaster furcifer,Blue-tufted Starthroat,bltsta2,217496,TRUE,Blåstjernestrupe
Lampornis viridipallens,Green-throated Mountain-gem,gtmgem1,101,FALSE,flekkstrupejuvel
Lampornis sybillae,Green-breasted Mountain-gem,gbmgem1,141285911,FALSE,Flekkbrystjuvel
Lampornis amethystinus,Amethyst-throated Hummingbird,amthum1,615523568,FALSE,Amestyststrupejuvel
Lampornis clemenciae,Blue-throated Hummingbird,buthum,452435381,FALSE,Blåstrupejuvel
Lampornis hemileucus,White-bellied Mountain-gem,wbmgem1,558718511,FALSE,Hvitbukjuvel
Lampornis calolaemus,Purple-throated Mountain-gem,ptmgem,72830,FALSE,Purpurstrupejuvel
Lampornis cinereicauda,Grey-tailed Mountain-gem,,,FALSE,hvitstrupejuvel (cinereicauda)
Lampornis castaneoventris,White-throated Mountain-gem,wtmgem1,615159475,FALSE,hvitstrupejuvel
Lamprolaima rhami,Garnet-throated Hummingbird,gathum1,362559071,FALSE,Granatkolibri
Myrtis fanny,Purple-collared Woodstar,pucwoo1,630769732,FALSE,Turkiskinnkolibri
Eulidia yarrellii,Chilean Woodstar,chiwoo1,651868516,FALSE,Aricakolibri
Rhodopis vesper,Oasis Hummingbird,oashum1,439762321,TRUE,Vesperkolibri
Thaumastura cora,Peruvian Sheartail,pershe2,439751101,FALSE,Pinsettkolibri
Chaetocercus mulsant,White-bellied Woodstar,whbwoo6,509223161,TRUE,Hvitbukkolibri
Chaetocercus bombus,Little Woodstar,litwoo5,203979441,FALSE,Pygmékolibri
Chaetocercus heliodor,Gorgeted Woodstar,gorwoo2,68289161,FALSE,knøttkolibri
Chaetocercus astreans,Santa Marta Woodstar,samwoo2,608697168,FALSE,Santamartakolibri
Chaetocercus berlepschi,Esmeraldas Woodstar,esmwoo2,471713701,FALSE,Esmeraldaskolibri
Chaetocercus jourdanii,Rufous-shafted Woodstar,ruswoo1,249144041,FALSE,Rustskaftkolibri
Myrmia micrura,Short-tailed Woodstar,shtwoo1,471976321,TRUE,Stumpstjertkolibri
Microstilbon burmeisteri,Slender-tailed Woodstar,sltwoo1,617549628,FALSE,Smalhalekolibri
Calliphlox amethystina,Amethyst Woodstar,amewoo1,622627532,TRUE,Ametystkolibri
Calliphlox evelynae,Bahama Woodstar,bahwoo,32872721,FALSE,
Calliphlox bryantae,Magenta-throated Woodstar,matwoo1,469921491,FALSE,Magentakolibri
Calliphlox mitchellii,Purple-throated Woodstar,putwoo1,203699321,FALSE,Purpurkolibri
Doricha enicura,Slender Sheartail,sleshe1,474780291,FALSE,Guatemalaklypestjert
Doricha eliza,Mexican Sheartail,mexshe1,33207121,FALSE,Yucatánklypestjert
Tilmatura dupontii,Sparkling-tailed Woodstar,spthum1,85419291,FALSE,Signalhalekolibri
Calothorax lucifer,Lucifer Hummingbird,luchum,456261851,FALSE,Luciferkolibri
Calothorax pulcher,Beautiful Hummingbird,beahum1,475161391,FALSE,Fagerkolibri
Mellisuga minima,Vervain Hummingbird,verhum1,203886251,FALSE,Dvergkolibri
Mellisuga helenae,Bee Hummingbird,beehum1,121901,TRUE,Bikolibri
Calypte anna,Anna's Hummingbird,annhum,406556071,TRUE,Rødmaskekolibri
Calypte costae,Costa's Hummingbird,coshum,203939681,FALSE,Ørkenkolibri
Archilochus alexandri,Black-chinned Hummingbird,bkchum,220757581,TRUE,Svartstrupekolibri
Archilochus colubris,Ruby-throated Hummingbird,rthhum,604314061,TRUE,Rubinstrupekolibri
Selasphorus platycercus,Broad-tailed Hummingbird,brthum,303538531,FALSE,Bredhalekolibri
Selasphorus calliope,Calliope Hummingbird,calhum,283565581,FALSE,Kalliopekolibri
Selasphorus rufus,Rufous Hummingbird,rufhum,457241371,TRUE,Rødkolibri
Selasphorus sasin,Allen's Hummingbird,allhum,123291231,FALSE,Chaparralkolibri
Selasphorus flammula,Volcano Hummingbird,volhum1,49402841,FALSE,Vulkankolibri
Selasphorus scintilla,Scintillant Hummingbird,scihum1,186080321,FALSE,Gnistkolibri
Selasphorus ardens,Glow-throated Hummingbird,glthum1,616224105,FALSE,Glokolibri
Atthis heloisa,Bumblebee Hummingbird,bumhum,203996491,FALSE,Humlekolibri
Atthis ellioti,Wine-throated Hummingbird,withum1,20352,FALSE,Vinstrupekolibri
OPISTHOCOMIFORMES,,,,FALSE,
OPISTHOCOMIDAE,Hoatzin,hoatzi1,325134081,TRUE,
Opisthocomus hoazin,Hoatzin,hoatzi1,325134081,TRUE,Hoatzin
Clamator jacobinus,Jacobin Cuckoo,piecuc1,8204,FALSE,Jakobinergjøk
Clamator levaillantii,Levaillant's Cuckoo,levcuc1,8206,FALSE,Savannegjøk
Clamator coromandus,Chestnut-winged Cuckoo,chwcuc1,618704316,FALSE,Brunvingegjøk
Clamator glandarius,Great Spotted Cuckoo,grscuc1,59209431,FALSE,Skjæregjøk
Coccycua minuta,Little Cuckoo,litcuc2,303630481,FALSE,Alvegjøk
Coccycua pumila,Dwarf Cuckoo,dwacuc1,71989,FALSE,Dverggjøk
Coccycua cinerea,Ash-colored Cuckoo,asccuc1,613645477,FALSE,Askegjøk
Piaya mexicana,Mexican Squirrel-cuckoo,squcuc2,109209,FALSE,mexicogjøk
Piaya cayana,Common Squirrel-cuckoo,squcuc1,373492111,TRUE,ekorngjøk/svartbukgjøk
Piaya melanogaster,Black-bellied Cuckoo,blbcuc1,203919001,FALSE,Svartbukgjøk
Coccyzus americanus,Yellow-billed Cuckoo,yebcuc,634354421,TRUE,Gulnebbgjøk
Coccyzus euleri,Pearly-breasted Cuckoo,pebcuc1,318062371,FALSE,Perlebrystgjøk
Coccyzus minor,Mangrove Cuckoo,mancuc,100789631,FALSE,mangrovegjøk
Coccyzus ferrugineus,Cocos Cuckoo,coccuc1,512767411,FALSE,Cocogjøk
Coccyzus melacoryphus,Dark-billed Cuckoo,dabcuc1,132854,FALSE,Tupigjøk
Coccyzus erythrophtalmus,Black-billed Cuckoo,bkbcuc,479617311,FALSE,Svartnebbgjøk
Coccyzus lansbergi,Grey-capped Cuckoo,gyccuc,203930011,FALSE,Gråhettegjøk
Coccyzus pluvialis,Chestnut-bellied Cuckoo,chbcuc4,203886231,FALSE,Brunbukgjøk
Coccyzus rufigularis,Bay-breasted Cuckoo,babcuc4,75700181,FALSE,Brunbrystgjøk
Coccyzus merlini,Cuban Lizard-cuckoo,grelic1,203885341,FALSE,Kubaøglegjøk
Coccyzus bahamensis,Bahama Lizard-cuckoo,,,FALSE,
Coccyzus vetula,Jamaican Lizard-cuckoo,jamlic1,203886271,FALSE,jamaicaøglegjøk
Coccyzus longirostris,Hispaniolan Lizard-cuckoo,hislic1,181775701,FALSE,Hispaniolaøglegjøk
Coccyzus vieilloti,Puerto Rican Lizard-cuckoo,purlic1,204011811,FALSE,Puertoricoøglegjøk
†Nannococcyx psix,St Helena Cuckoo,,,FALSE,
Pachycoccyx audeberti,Thick-billed Cuckoo,thbcuc1,586937891,FALSE,Hvitbrystgjøk
Microdynamis parva,Dwarf Koel,dwakoe1,166190461,FALSE,Svarthettegjøk
Eudynamys scolopaceus,Western Koel,asikoe2,85461311,TRUE,grønnebbkoel
Eudynamys orientalis,Eastern Koel,asikoe3,44253641,FALSE,grånebbkoel
Urodynamys taitensis,Long-tailed Koel,lotkoe1,203924211,FALSE,Langhalekoel
Scythrops novaehollandiae,Channel-billed Cuckoo,chbcuc2,191800241,FALSE,Fikengjøk
Chalcites megarhynchus,Long-billed Cuckoo,lobcuc1,628921068,FALSE,Langnebbgjøk
Chalcites basalis,Horsfield's Bronze-cuckoo,hobcuc1,643176739,TRUE,Mulgagjøk
Chalcites osculans,Black-eared Cuckoo,blecuc1,608848789,FALSE,Svartøregjøk
Chalcites ruficollis,Rufous-throated Bronze-cuckoo,rtbcuc1,203981571,FALSE,Rusthodegjøk
Chalcites lucidus,Shinning Bronze-cuckoo,shbcuc1,265311091,FALSE,Bronsegjøk
Chalcites meyeri,White-eared Bronze-cuckoo,webcuc1,167078,FALSE,Kragegjøk
Chalcites minutillus,Little Bronze-cuckoo,libcuc1,549280871,FALSE,pygmégjøk
Chalcites crassirostris,Pied Bronze-cuckoo,litbrc5,203925991,FALSE,hvitvingegjøk
