Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,zh,zh_hk,zh_tw
Molothrus ater,Brown-headed Cowbird,bnhcow,148572321,TRUE,褐头牛鹂,褐头牛鹂,褐頭牛鸝
Molothrus aeneus,Bronzed Cowbird,brocow,115684131,TRUE,,,
Molothrus armenti,Bronze-brown Cowbird,,,FALSE,铜褐牛鹂,铜褐牛鹂,褐色牛鸝
Dives dives,Melodious Blackbird,melbla1,63910791,FALSE,,,
Dives warczewiczi,Scrub Blackbird,scrbla1,81148,FALSE,,,
Ptiloxena atroviolacea,Cuban Blackbird,cubbla,203887231,FALSE,古巴黑鹂,古巴黑鹂,古巴華美黑鸝
Euphagus carolinus,Rusty Blackbird,rusbla,206450,TRUE,锈色黑鹂,锈色黑鹂,鏽色黑鸝
Euphagus cyanocephalus,Brewer's Blackbird,brebla,246338631,TRUE,蓝头黑鹂,蓝头黑鹂,藍頭黑鸝
Quiscalus quiscula,Common Grackle,comgra,133330,TRUE,普通拟八哥,普通拟八哥,普通擬八哥
Q. q. versicolor,Bronzed Grackle,,,FALSE,,,
Quiscalus lugubris,Carib Grackle,cargra1,61234,FALSE,辉拟八哥,辉拟八哥,加勒比擬八哥
Quiscalus nicaraguensis,Nicaraguan Grackle,nicgra1,649401153,FALSE,尼加拉瓜拟八哥,尼加拉瓜拟八哥,尼加拉瓜擬八哥
Quiscalus niger,Greater Antillean Grackle,gragra1,203888921,FALSE,黑拟八哥,黑拟八哥,黑擬八哥
Quiscalus major,Boat-tailed Grackle,botgra,73914,TRUE,,,
Quiscalus mexicanus,Great-tailed Grackle,grtgra,614993910,TRUE,,,
†Quiscalus palustris,Slender-billed Grackle,slbgra1,,FALSE,,,
Lampropsar tanagrinus,Velvet-fronted Grackle,vefgra1,29251,FALSE,绒额拟鹩哥,绒额拟鹩哥,絨額擬黃鸝
Hypopyrrhus pyrohypogaster,Red-bellied Grackle,rebgra1,165954,FALSE,红腹拟鹩哥,红腹拟鹩哥,紅腹擬鷯哥
Gymnomystax mexicanus,Oriole Blackbird,oribla1,204023301,FALSE,黄头拟鹂,黄头拟鹂,黑背黑鸝
Macroagelaius subalaris,Mountain Grackle,mougra1,324501961,FALSE,,,
Macroagelaius imthurni,Golden-tufted Grackle,gotgra1,203952941,FALSE,金簇胁山鹩哥,金簇胁山鹩哥,金簇鷯哥
Amblyramphus holosericeus,Scarlet-headed Blackbird,schbla1,203917431,FALSE,红头黑鹂,红头黑鹂,猩紅頭黑雀
Curaeus curaeus,Austral Blackbird,ausbla1,623792400,FALSE,南美黑鹂,南美黑鹂,南美黑鸝
Curaeus forbesi,Forbes's Blackbird,forbla1,114846,FALSE,福氏黑鹂,福氏黑鹂,弗比斯氏南美黑鸝
Gnorimopsar chopi,Chopi Blackbird,chobla1,132753,FALSE,巴西拟鹂,巴西拟鹂,巴西黑鸝
Agelaioides badius,Greyish Baywing,bawcow4,161071901,FALSE,,,
Agelaioides fringillarius,Pale Baywing,bawcow3,54954,FALSE,纯色栗翅牛鹂,纯色栗翅牛鹂,純色栗翅牛鸝
Oreopsar bolivianus,Bolivian Blackbird,bolbla1,633602681,FALSE,玻利维亚拟鹂,玻利维亚拟鹂,玻利維亞黑雀
Agelasticus thilius,Yellow-winged Blackbird,yewbla2,203892681,FALSE,黄翅黑鹂,黄翅黑鹂,黃翅黑鸝
Agelasticus cyanopus,Unicolored Blackbird,unibla2,635626852,FALSE,纯蓝黑鹂,纯蓝黑鹂,純藍黑鸝
Agelasticus xanthophthalmus,Pale-eyed Blackbird,paebla2,13309,FALSE,白眼黑鹂,白眼黑鹂,白眼黑鸝
Chrysomus icterocephalus,Yellow-hooded Blackbird,yehbla2,61053,FALSE,黄巾黑鹂,黄巾黑鹂,黃頭黑鸝
Chrysomus ruficapillus,Chestnut-capped Blackbird,chcbla2,119424701,FALSE,栗顶黑鹂,栗顶黑鹂,栗頂黑鸝
Xanthopsar flavus,Saffron-cowled Blackbird,sacbla2,135156051,FALSE,橙头黑鹂,橙头黑鹂,橙頭黑鸝
Pseudoleistes guirahuro,Yellow-rumped Marshbird,yermar1,615924905,FALSE,黄腰沼泽雀,黄腰沼泽雀,黃腰沼澤雀
Pseudoleistes virescens,Brown-and yellow Marshbird,baymar1,100332041,FALSE,褐黄沼泽雀,褐黄沼泽雀,褐黃沼澤雀
PARULIDAE,New World Warblers,,,FALSE,,,
Seiurus aurocapilla,Ovenbird,ovenbi1,216853,TRUE,橙顶灶莺,橙顶灶莺,橙頂灶鶇
Helmitheros vermivorum,Worm-eating Warbler,woewar1,84859,FALSE,食虫莺,食虫莺,食蟲鶯
Parkesia motacilla,Louisiana Waterthrush,louwat,341945051,FALSE,白眉灶莺,白眉灶莺,白眉水鶇
Parkesia noveboracensis,Northern Waterthrush,norwat,86389,FALSE,黄眉灶莺,黄眉灶莺,黃眉水鶇
Vermivora bachmanii,Bachman's Warbler,bacwar,10718,FALSE,黑胸虫森莺,黑胸虫森莺,黑眼紋蟲森鶯1950滅絕
Vermivora chrysoptera,Golden-winged Warbler,gowwar,527190,FALSE,金翅虫森莺,金翅虫森莺,金翅蟲森鶯
Vermivora cyanoptera,Blue-winged Warbler,buwwar,339920491,TRUE,蓝翅虫森莺,蓝翅虫森莺,藍翅蟲森鶯
Mniotilta varia,Black-and-white Warbler,bawwar,27196,TRUE,黑白森莺,黑白森莺,黑白苔鶯
Protonotaria citrea,Prothonotary Warbler,prowar,99435531,TRUE,蓝翅黄森莺,蓝翅黄森莺,藍翅黃森鶯
Limnothlypis swainsonii,Swainson's Warbler,swawar,73908,FALSE,白眉食虫莺,白眉食虫莺,白眉食蟲鶯
Oreothlypis superciliosa,Crescent-chested Warbler,crcwar,342071391,FALSE,月胸森莺,月胸森莺,斑胸蟲森鶯
Oreothlypis gutturalis,Flame-throated Warbler,fltwar1,205758,FALSE,火喉森莺,火喉森莺,焰喉蟲森鶯
Leiothlypis peregrina,Tennessee Warbler,tenwar,85236,FALSE,灰冠虫森莺,灰冠虫森莺,灰綠蟲森鶯
Leiothlypis celata,Orange-crowned Warbler,orcwar,366011911,FALSE,橙冠虫森莺,橙冠虫森莺,橙頂蟲森鶯
Leiothlypis crissalis,Colima Warbler,colwar,452645361,FALSE,黄腰虫森莺,黄腰虫森莺,黃腰蟲森鶯
Leiothlypis luciae,Lucy's Warbler,lucwar,133958601,FALSE,赤腰虫森莺,赤腰虫森莺,赤腰蟲森鶯
Leiothlypis ruficapilla,Nashville Warbler,naswar,98800,FALSE,黄喉虫森莺,黄喉虫森莺,黃喉蟲森鶯
Leiothlypis virginiae,Virginia's Warbler,virwar,105313461,FALSE,黄胸虫森莺,黄胸虫森莺,黃胸蟲森鶯
Leucopeza semperi,Semper's Warbler,semwar1,,FALSE,淡脚森莺,淡脚森莺,淡腳森鶯
Oporornis agilis,Connecticut Warbler,conwar,103567031,FALSE,灰喉地莺,灰喉地莺,機敏黃喉地鶯
Geothlypis poliocephala,Grey-crowned Yellowthroat,gycyel,209220,FALSE,灰冠黄喉地莺,灰冠黄喉地莺,灰頂黃喉地鶯
Geothlypis chiriquensis,Chiriqui Yellowthroat,,,FALSE,巴拿马黄喉地莺,巴拿马黄喉地莺,契里基黃喉地鶯
Geothlypis auricularis,Black-lored Yellowthroat,masyel4,11017,FALSE,黑眼先黄喉地莺,黑眼先黄喉地莺,黑眼先黃喉地鶯
Geothlypis aequinoctialis,Masked Yellowthroat,masyel2,70373,FALSE,,,
Geothlypis tolmiei,MacGillvray's Warbler,macwar,342407871,FALSE,灰头地莺,灰头地莺,麥吉氏黃喉地鶯
Geothlypis philadelphia,Mourning Warbler,mouwar,59594971,FALSE,黑胸地莺,黑胸地莺,污黑黃喉地鶯
Geothlypis formosa,Kentucky Warbler,kenwar,341674081,FALSE,黄腹地莺,黄腹地莺,麗色黃喉地鶯
Geothlypis bairdi,Baird's Warbler,,,FALSE,,,
Geothlypis semiflava,Olive-crowned Yellowthroat,olcyel1,48170421,FALSE,,,
Geothlypis speciosa,Black-polled Yellowthroat,blpyel1,204021781,FALSE,黑顶黄喉地莺,黑顶黄喉地莺,黑頂黃喉地鶯
Geothlypis beldingi,Belding's Yellowthroat,belyel1,50211101,FALSE,贝氏黄喉地莺,贝氏黄喉地莺,貝爾丁氏黃喉地鶯
Geothlypis rostrata,Bahama Yellowthroat,bahyel1,89305761,FALSE,巴哈马黄喉地莺,巴哈马黄喉地莺,巴哈馬黃喉地鶯
Geothlypis flavovelata,Altamira Yellowthroat,altyel1,354405411,FALSE,墨西哥黄喉地莺,墨西哥黄喉地莺,阿爾塔米拉黃喉地鶯
Geothlypis trichas,Common Yellowthroat,comyel,94345,TRUE,黄喉地莺,黄喉地莺,普通黃喉地鶯
Geothlypis nelsoni,Hooded Yellowthroat,hooyel1,362556461,FALSE,纳氏黄喉地莺,纳氏黄喉地莺,納爾遜氏黃喉地鶯
Catharopeza bishopi,Whistling Warbler,whiwar1,450300291,FALSE,啸森莺,啸森莺,嘯森鶯
Setophaga plumbea,Plumbeous Warbler,pluwar1,203902981,FALSE,铅色林莺,铅色林莺,鉛色林鶯
Setophaga angelae,Elfin Woods Warbler,elwwar1,138899,FALSE,小林莺,小林莺,小林鶯
Setophaga pharetra,Arrowhead Warbler,arrwar1,560481711,FALSE,尖头林莺,尖头林莺,箭頭林鶯
Setophaga citrina,Hooded Warbler,hoowar,211804851,TRUE,黑枕威森莺,黑枕威森莺,黑枕威森鶯
Setophaga ruticilla,American Redstart,amered,534354,TRUE,橙尾鸲莺,橙尾鸲莺,橙尾鴝鶯
Setophaga kirtlandii,Kirtland's Warbler,kirwar,13982,FALSE,黑纹背林莺,黑纹背林莺,黑紋背林鶯
Setophaga tigrina,Cape May Warbler,camwar,68917,FALSE,栗颊林莺,栗颊林莺,栗頰林鶯
Setophaga cerulea,Cerulean Warbler,cerwar,85119,TRUE,蓝林莺,蓝林莺,深藍色林鶯
Setophaga americana,Northern Parula,norpar,351946681,FALSE,北森莺,北森莺,北森鶯
Setophaga pitiayumi,Tropical Parula,tropar,444656371,TRUE,绿背森莺,绿背森莺,橄綠背森鶯
Setophaga graysoni,Socorro Parula,,,FALSE,,,
Setophaga magnolia,Magnolia Warbler,magwar,228996,FALSE,纹胸林莺,纹胸林莺,黑紋胸林鶯
Setophaga castanea,Bay-breasted Warbler,babwar,249809,FALSE,栗胸林莺,栗胸林莺,栗胸林鶯
Setophaga fusca,Blackburnian Warbler,bkbwar,9576,FALSE,橙胸林莺,橙胸林莺,橙胸林鶯
Setophaga petechia,American Yellow Warbler,manwar1,203907381,TRUE,,,
S. p. petechia,Golden Warbler,,,FALSE,,,
S. p. erithachorides,Mangrove Warbler,,,FALSE,,,
Setophaga pensylvanica,Chestnut-sided Warbler,chswar,98242481,FALSE,栗胁林莺,栗胁林莺,栗脇林鶯
Setophaga striata,Blackpoll Warbler,bkpwar,94362,TRUE,白颊林莺,白颊林莺,黑頂白頰林鶯
Setophaga caerulescens,Black-throated Blue Warbler,btbwar,342066171,FALSE,黑喉蓝林莺,黑喉蓝林莺,黑喉藍林鶯
Setophaga palmarum,Palm Warbler,palwar,229598,FALSE,棕榈林莺,棕榈林莺,棕櫚林鶯
Setophaga pityophila,Olive-capped Warbler,olcwar1,33096880,FALSE,绿顶林莺,绿顶林莺,橄綠頂林鶯
Setophaga pinus,Pine Warbler,pinwar,9871,FALSE,松莺,松莺,黃腹松林鶯
Setophaga auduboni,Audubon's Warbler,,,FALSE,,,
Setophaga coronata,Myrtle Warbler,yerwar,85245,TRUE,黄腰林莺,黄腰林莺,
Setophaga dominica,Yellow-throated Warbler,yetwar,191290,FALSE,,,
Setophaga flavescens,Bahama Warbler,yetwar3,32872521,FALSE,巴哈马林莺,巴哈马林莺,巴哈馬林鶯
Setophaga vitellina,Vitelline Warbler,vitwar1,598294261,FALSE,绿林莺,绿林莺,橄綠林鶯
Setophaga discolor,Prairie Warbler,prawar,164439851,FALSE,草原林莺,草原林莺,高草原林鶯
Setophaga adelaidae,Adelaide's Warbler,adewar1,69511,FALSE,,,
Setophaga subita,Barbuda Warbler,barwar,619499497,FALSE,巴布达林莺,巴布达林莺,巴布達黃腹灰林鶯
Setophaga delicata,St Lucia Warbler,stlwar,51026,FALSE,圣岛林莺,圣岛林莺,聖露西亞黃腹灰林鶯
Setophaga graciae,Grace's Warbler,grawar,45087,FALSE,黄喉纹胁林莺,黄喉纹胁林莺,黃喉紋脇林鶯
Setophaga nigrescens,Black-throated Grey Warbler,btywar,50127,FALSE,黑喉灰林莺,黑喉灰林莺,黑喉灰林鶯
Setophaga townsendi,Townsend's Warbler,towwar,47707,FALSE,黄眉林莺,黄眉林莺,黑臉黃眉林鶯
Setophaga occidentalis,Hermit Warbler,herwar,539751,FALSE,黄脸林莺,黄脸林莺,隱士林鶯
Setophaga chrysoparia,Golden-cheeked Warbler,gchwar,40561,FALSE,金颊黑背林莺,金颊黑背林莺,金頰黑背林鶯
Setophaga virens,Black-throated Green Warbler,btnwar,107395,FALSE,黑喉绿林莺,黑喉绿林莺,黑喉綠林鶯
Myiothlypis luteoviridis,Northern Citrine Warbler,citwar1,67188,FALSE,柠黄王森莺,柠黄王森莺,檸黃王森鶯
Myiothlypis striaticeps,Peruvian Citrine Warbler,,,FALSE,,,
Myiothlypis euophrys,Bolivian Citrine Warbler,,,FALSE,,,
Myiothlypis basilica,Santa Marta Warbler,samwar1,619505182,FALSE,黑头王森莺,黑头王森莺,聖塔馬塔王森鶯
Myiothlypis leucophrys,White-striped Warbler,whswar2,34098,FALSE,白纹王森莺,白纹王森莺,白紋王森鶯
Myiothlypis flaveola,Flavescent Warbler,flawar1,9109,FALSE,黄王森莺,黄王森莺,黃色王森鶯
Myiothlypis leucoblephara,White-rimmed Warbler,whbwar2,203700981,FALSE,白眉王森莺,白眉王森莺,白眉王森鶯
Myiothlypis signata,Pale-legged Warbler,palwar1,212288,FALSE,淡脚王森莺,淡脚王森莺,淡腳黃綠王森鶯
Myiothlypis nigrocristata,Black-crested Warbler,blcwar2,204023621,FALSE,黑冠王森莺,黑冠王森莺,黑冠王森鶯
Myiothlypis fulvicauda,Buff-rumped Warbler,burwar1,520356401,FALSE,黄腰王森莺,黄腰王森莺,紅腰王森鶯
Myiothlypis mesoleuca,Northern Riverbank Warbler,,,FALSE,,,
Myiothlypis rivularis,Southern Riverbank Warbler,rivwar1,88367,FALSE,,,
Myiothlypis roraime,Roraiman Warbler,,,FALSE,,,
Myiothlypis bivittata,Two-banded Warbler,twbwar1,189541,FALSE,双斑王森莺,双斑王森莺,二道眉王森鶯
Myiothlypis chlorophrys,Choco Warbler,gobwar4,203922691,FALSE,乔科王森莺,乔科王森莺,喬科王森鶯
Myiothlypis chrysogaster,Golden-bellied Warbler,gobwar3,532078841,FALSE,,,
Myiothlypis conspicillata,White-lored Warbler,whlwar1,167146,FALSE,白眼先王森莺,白眼先王森莺,白眼先王森鶯
Myiothlypis cinereicollis,Grey-throated Warbler,gytwar1,360335791,FALSE,灰喉王森莺,灰喉王森莺,灰喉王森鶯
Myiothlypis fraseri,Grey-and-gold Warbler,gagwar2,122726,FALSE,灰黄王森莺,灰黄王森莺,灰金雙色王森鶯
Myiothlypis coronatus,Russet-crowned Warbler,rucwar1,391722021,FALSE,褐冠王森莺,褐冠王森莺,褐頂王森鶯
Basileuterus lachrymosus,Fan-tailed Warbler,fatwar,503546041,FALSE,扇尾森莺,扇尾森莺,扇尾森鶯
Basileuterus rufifrons,Rufous capped Warbler,rucwar,109139,FALSE,,,
Basileuterus melanogenys,Black-cheeked Warbler,blcwar1,203939491,FALSE,,,
Basileuterus ignotus,Pirre Warbler,pirwar1,70096041,FALSE,王森莺,王森莺,皮瑞王森鶯
Basileuterus belli,Golden-browed Warbler,gobwar1,612576719,FALSE,金眉王森莺,金眉王森莺,金眉王森鶯
Basileuterus culicivorus,Stripe-crowned Warbler,gcrwar,67206,FALSE,,,
Basileuterus cabanisi,Yellow-crowned Warbler,,,FALSE,,,
Basileuterus auricapila,Golden-crowned Warbler,gcrwar,67206,FALSE,,,
Basileuterus hypoleucus,White-bellied Warbler,,,FALSE,白腹王森莺,白腹王森莺,
Basileuterus trifasciatus,Three-banded Warbler,thbwar2,130400,FALSE,三斑王森莺,三斑王森莺,三道眉王森鶯
Basileuterus tristriatus,Three-striped Warbler,thswar1,78035,FALSE,,,
Basileuterus griseiceps,Grey-headed Warbler,,,FALSE,灰头王森莺,灰头王森莺,灰頭王森鶯
Cardellina canadensis,Canada Warbler,canwar,93792,TRUE,加拿大威森莺,加拿大威森莺,加拿大威森鶯
Cardellina pusilla,Wilson's Warbler,wlswar,206468,FALSE,黑头威森莺,黑头威森莺,黑頭威森鶯
Cardellina rubrifrons,Red-faced Warbler,refwar,250659771,FALSE,红脸假森莺,红脸假森莺,紅臉山蟲鶯
Cardellina rubra,Red Warbler,redwar1,48256301,FALSE,红头虫莺,红头虫莺,紅頭蟲鶯
Cardellina versicolor,Pink-headed Warbler,pihwar1,348354581,FALSE,粉头虫莺,粉头虫莺,粉紅頭蟲鶯
Myioborus pictus,Painted Whitestart,paired,147592,TRUE,彩鸲莺,彩鸲莺,彩鴝鶯
Myioborus miniatus,Slate-throated Whitestart,sltred,84299,FALSE,暗喉鸲莺,暗喉鸲莺,暗灰喉鴝鶯
Myioborus brunniceps,Brown-capped Whitestart,brcred1,203961771,FALSE,,,
Myioborus flavivertex,Yellow-crowned Whitestart,yecred1,167225,FALSE,黄顶鸲莺,黄顶鸲莺,黃頂鴝鶯
Myioborus albifrons,White-fronted Whitestart,whfred2,306095971,FALSE,白额鸲莺,白额鸲莺,白額鴝鶯
Myioborus chrysops,Golden-fronted Whitestart,,,FALSE,,,
Myioborus ornatus,Yellow-fronted Whitestart,gofred1,44480421,FALSE,金额鸲莺,金额鸲莺,金額鴝鶯
Myioborus melanocephalus,Spectacled Whitestart,spered1,18053,FALSE,黑头鸲莺,黑头鸲莺,黑頭鴝鶯
Myioborus torquatus,Collared Whitestart,colred1,46236571,FALSE,黑领鸲莺,黑领鸲莺,黑領鴝鶯
Myioborus pariae,Yellow-faced Whitestart,parred1,382591211,FALSE,黄脸鸲莺,黄脸鸲莺,黃臉鴝鶯
Myioborus albifacies,White-faced Whitestart,whfred1,,FALSE,白脸鸲莺,白脸鸲莺,白臉鴝鶯
Myioborus cardonai,Guaiquinima Whitestart,sabred1,,FALSE,橙胸鸲莺,橙胸鸲莺,桔胸鴝鶯
Myioborus castaneocapilla,Tepui Whitestart,tepred1,388463741,FALSE,泰普鸲莺,泰普鸲莺,特布伊鴝鶯
PHAENICOPHILIDAE,Hispaniolan Tanagers,,,FALSE,,,
Phaenicophilus palmarum,Black-crowned Palm-tanager,bcptan1,203886031,FALSE,黑顶棕榈唐纳雀,黑顶棕榈唐纳雀,黑冠棕櫚唐納雀
Phaenicophilus poliocephalus,Grey-crowned Palm-tanager,gcptan1,16317,FALSE,灰顶棕榈唐纳雀,灰顶棕榈唐纳雀,灰頂棕櫚唐納雀
Xenoligea montana,White-winged Warbler,whwwar1,204022791,FALSE,白翅地莺,白翅地莺,白翅地鶯
Microligea palustris,Green-tailed Warbler,grtwar1,204022831,FALSE,绿尾地莺,绿尾地莺,綠尾地鶯
SPINDALIDAE,Spindalises,,,FALSE,,,
Spindalis zena,Western Spindalis,wesspi,203885311,FALSE,,,
Spindalis dominicensis,Hispaniolan Spindalis,hisspi,204022761,FALSE,海地纹头唐纳雀,海地纹头唐纳雀,希斯潘諾拉紋頭唐納雀
Spindalis portoricensis,Puerto Rican Spindalis,purspi,612720905,FALSE,波多纹头唐纳雀,波多纹头唐纳雀,波多黎各紋頭唐納雀
Spindalis nigricephala,Jamaican Spindalis,jamspi,565098931,FALSE,牙买加纹头唐纳雀,牙买加纹头唐纳雀,牙買加紋頭唐納雀
NESOSPINGIDAE,Puerto Rican Tanager,purtan1,352889751,FALSE,,,
Nesospingus speculiferus,Puerto Rican Tanager,purtan1,352889751,FALSE,波多黎各唐纳雀,波多黎各唐纳雀,波多黎各唐納雀
CALYPTOPHILIDAE,Chat-tanager,,,FALSE,,,
Calyptophilus tertius,Western Chat-tanager,wectan1,35348,FALSE,,,
Calyptophilus frugivorus,Eastern Chat-tanager,eactan1,546927601,FALSE,,,
MITROSPINGIDAE,Mitrospingid Tanagers,,,FALSE,,,
Lambrospiza melanoleuca,Red-billed Pied Tanager,rbptan1,322199001,FALSE,,,
Mitrospingus cassinii,Dusky-faced Tanager,duftan1,368403971,FALSE,乌脸唐纳雀,乌脸唐纳雀,卡辛氏黑臉唐納雀
Mitrospingus oleagineus,Olive-backed Tanager,olbtan1,386198381,FALSE,绿背唐纳雀,绿背唐纳雀,橄綠背唐納雀
Orthogonys chloricterus,Olive-green Tanager,olgtan1,227095051,FALSE,巴西绿唐纳雀,巴西绿唐纳雀,巴西黃綠唐納雀
CARDINALIDAE,Cardinals,,,FALSE,,,
Pheucticus chrysopeplus,Yellow Grosbeak,yelgro,109199,FALSE,,,
Pheucticus tibialis,Black-thighed Grosbeak,bltgro1,114963841,FALSE,黑腿白斑翅雀,黑腿白斑翅雀,黑腿白翅嶺雀
Pheucticus chrysogaster,Golden Grosbeak,gobgro1,63351,FALSE,黄腹白斑翅雀,黄腹白斑翅雀,金腹白翅嶺雀
Pheucticus aureoventris,Black-backed Grosbeak,blbgro2,171581,FALSE,黑背白斑翅雀,黑背白斑翅雀,黑背白翅嶺雀
Pheucticus ludovicianus,Rose-breasted Grosbeak,robgro,94327,TRUE,玫胸白斑翅雀,玫胸白斑翅雀,玫胸白翅嶺雀
Pheucticus melanocephalus,Black-headed Grosbeak,bkhgro,617204153,FALSE,黑头白斑翅雀,黑头白斑翅雀,黑頭白翅嶺雀
Granatellus venustus,Red-breasted Chat,rebcha1,621182551,FALSE,红胸䳭莺,红胸䳭莺,紅胸鵖鶯
Granatellus francescae,Tres Marias Chat,,,FALSE,,,
Granatellus sallaei,Grey-throated Chat,grtcha1,203692791,FALSE,灰喉䳭莺,灰喉䳭莺,灰喉鵖鶯
Granatellus pelzelni,Rose-breasted Chat,robcha2,386045651,FALSE,,,
Granatellus paraensis,Rose-bellied Chat,robcha3,194395401,FALSE,,,
Spiza americana,Dickcissel,dickci,76767,TRUE,美洲雀,美洲雀,美洲雀
Passerina cyanea,Indigo Bunting,indbun,638610398,TRUE,靛蓝彩鹀,靛蓝彩鹀,靛藍彩鵐
Passerina caerulea,Blue Grosbeak,blugrb1,94465,TRUE,斑翅蓝彩鹀,斑翅蓝彩鹀,褐斑翅藍彩鵐
Passerina amoena,Lazuli Bunting,lazbun,247670341,TRUE,白腹蓝彩鹀,白腹蓝彩鹀,琉璃彩鵐
Passerina rositae,Rose-bellied Bunting,robbun1,643960574,FALSE,粉腹彩鹀,粉腹彩鹀,玫瑰腹藍彩鵐
Passerina leclancherii,Orange-breasted Bunting,orbbun1,157624361,TRUE,橙胸彩鹀,橙胸彩鹀,橙胸彩鵐
Passerina versicolor,Varied Bunting,varbun,247329621,FALSE,杂色彩鹀,杂色彩鹀,雜色彩鵐
Passerina ciris,Painted Bunting,paibun,334945671,TRUE,丽彩鹀,丽彩鹀,麗色彩鵐
Cyanocompsa parellina,Blue Bunting,blubun,159335441,FALSE,蓝彩鹀,蓝彩鹀,藍彩鵐
Amaurospiza relicta,Slate-blue Seedeater,,,FALSE,,,
Amaurospiza moesta,Blue Seedeater,blbsee3,463090681,FALSE,,,
A. m. carrizalensis,Carrizal Seedeater,carsee1,237076531,FALSE,,,
Cyanoloxia cyanoides,Blue-back Grosbeak,bubgro1,157722631,FALSE,,,
Cyanoloxia rothschildii,Amazonian Grosbeak,bubgro2,378455111,FALSE,罗氏彩鹀,罗氏彩鹀,羅氏彩鵐
Cyanoloxia brissonii,Ultramarine Grosbeak,ultgro1,173493471,TRUE,青彩鹀,青彩鹀,深藍彩鵐
Cyanoloxia glaucocaerulea,Glaucous-blue Grosbeak,glbgro1,203960181,FALSE,蓝大彩鹀,蓝大彩鹀,靛藍大彩鵐
Habia fuscicauda,Red-throated Ant-tanager,rtatan1,166341601,FALSE,红喉蚁唐纳雀,红喉蚁唐纳雀,紅喉蟻唐納雀
Habia gutturalis,Sooty Ant-tanager,soatan1,644609903,FALSE,烟色蚁唐纳雀,烟色蚁唐纳雀,黑蟻唐納雀
Habia atrimaxillaris,Black-cheeked Ant-tanager,bcatan1,215109,FALSE,黑颊蚁唐纳雀,黑颊蚁唐纳雀,黑頰蟻唐納雀
Habia cristata,Crested Ant-tanager,cratan1,204008981,FALSE,红冠蚁唐纳雀,红冠蚁唐纳雀,紅冠蟻唐納雀
Habia rubica,Red-crowned Ant-tanager,rcatan1,172606231,FALSE,红头蚁唐纳雀,红头蚁唐纳雀,紅頭蟻唐納雀
Habia carmioli,Carmiol's Tanager,olitan1,325333711,FALSE,,,
Habia frenata,Yellow-lored Tanager,cartan2,138819,FALSE,,,
Habia olivacea,Lemon-spectacled Tanager,lestan,546618521,FALSE,黄眉绿唐纳雀,黄眉绿唐纳雀,檸黃眉綠唐納雀
Habia stolzmanni,Ochre-breasted Tanager,ocbtan1,288962571,FALSE,赭胸绿唐纳雀,赭胸绿唐纳雀,赭胸綠唐納雀
Piranga roseogularis,Rose-throated Tanager,rottan1,179756661,FALSE,玫喉丽唐纳雀,玫喉丽唐纳雀,玫喉比藍雀
Piranga erythrocephala,Red-headed Tanager,rehtan1,109187,FALSE,红头丽唐纳雀,红头丽唐纳雀,紅頭比藍雀
Piranga rubriceps,Red-hooded Tanager,rehtan2,204023461,FALSE,红冠丽唐纳雀,红冠丽唐纳雀,紅頂比藍雀
Piranga leucoptera,White-winged Tanager,whwtan1,389387341,FALSE,白翅丽唐纳雀,白翅丽唐纳雀,白翅比藍雀
Piranga olivacea,Scarlet Tanager,scatan,94418,TRUE,猩红丽唐纳雀,猩红丽唐纳雀,猩紅比藍雀
Piranga rubra,Summer Tanager,sumtan,141113,FALSE,玫红丽唐纳雀,玫红丽唐纳雀,玫紅比藍雀
Piranga bidentata,Flame-colored Tanager,flctan,165083,FALSE,火领丽唐纳雀,火领丽唐纳雀,焰領比藍雀
Piranga ludoviciana,Western Tanager,westan,112606,TRUE,黄腹丽唐纳雀,黄腹丽唐纳雀,黃腹比藍雀
Piranga hepatica,Hepatic Tanager,heptan,87917,FALSE,,,
P. h. lutea,Highland Hepatic-tanager,,,FALSE,,,
Piranga flava,Red Tanager,heptan,87917,FALSE,,,
Cardinalis cardinalis,Northern Cardinal,norcar,107279,TRUE,主红雀,主红雀,主紅雀
Cardinalis phoeniceus,Vermilion Cardinal,vercar1,365936361,FALSE,凤头主红雀,凤头主红雀,鳳頭主紅雀
Cardinalis sinuatus,Pyrrhuloxia,pyrrhu,40568,TRUE,灰额主红雀,灰额主红雀,灰額主紅雀
Caryothraustes poliogaster,Black-faced Grosbeak,blfgro1,468399431,FALSE,黑脸厚嘴雀,黑脸厚嘴雀,黑臉錫嘴雀
Caryothraustes canadensis,Yellow-green Grosbeak,yeggro1,203957221,FALSE,,,
Caryothraustes celaeno,Crimson-collared Grosbeak,crcgro,49377881,FALSE,朱领锡嘴雀,朱领锡嘴雀,朱領錫嘴鳥
Caryothraustes erythromelas,Red-and-black Grosbeak,rabgro1,63317,FALSE,黑头红锡嘴雀,黑头红锡嘴雀,黑頭紅錫嘴雀
Saltator albicollis,Lesser Antillean Saltator,leasal1,93364,FALSE,,,
Saltator maximus,Buff-throated Saltator,butsal1,184574,FALSE,黄喉舞雀,黄喉舞雀,黃喉舞雀
Saltator atripennis,Black-winged Saltator,blwsal1,203699161,FALSE,黑翅舞雀,黑翅舞雀,黑翅舞雀
Saltator atriceps,Black-headed Saltator,blhsal1,157526271,FALSE,黑头舞雀,黑头舞雀,黑頭舞雀
