Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,zh,zh_hk,zh_tw
Colinus nigrogularis,Black-throated Bobwhite,bltbob1,173680121,FALSE,黑喉齿鹑,黑喉齿鹑,黑喉齒鶉
Colinus leucopogon,Spot-bellied Bobwhite,crebob2,211115,FALSE,,,
Colinus cristatus,Crested Bobwhite,crebob1,64102,FALSE,,,
Callipepla squamata,Scaled Quail,scaqua,452435231,TRUE,鳞斑鹑,鳞斑鹑,鱗斑翎鶉
Callipepla douglasii,Elegant Quail,elequa,109166,FALSE,华丽翎鹑,华丽翎鹑,優雅翎鶉
Callipepla gambelii,Gambel's Quail,gamqua,435382461,FALSE,黑腹翎鹑,黑腹翎鹑,黑腹翎鶉
Callipepla californica,California Quail,calqua,111018,TRUE,珠颈斑鹑,珠颈斑鹑,珠頸翎鶉
Dendrortyx barbatus,Bearded Wood-partridge,bewpar1,333371541,FALSE,须林鹑,须林鹑,髭樹鶉
Dendrortyx macroura,Long-tailed Wood-partridge,ltwpar1,125230411,FALSE,长尾林鹑,长尾林鹑,長尾樹鶉
Dendrortyx leucophrys,Buffy-crowned Wood-partridge,bcwpar1,94099921,FALSE,黄顶林鹑,黄顶林鹑,黃頂樹鶉
Odontophorus gujanensis,Marbled Wood-quail,mawqua1,64113,FALSE,云斑林鹑,云斑林鹑,雲斑林鶉
Odontophorus capueira,Spot-winged Wood-quail,swwqua1,598288201,FALSE,斑翅林鹑,斑翅林鹑,點翅林鶉
Odontophorus melanotis,Black-eared Wood-quail,bewqua1,616447048,FALSE,黑耳林鹑,黑耳林鹑,黑耳林鶉
Odontophorus erythrops,Rufous-fronted Wood-quail,rfwqua1,609684320,FALSE,黑耳林鹑,黑耳林鹑,黑耳林鶉
Odontophorus atrifrons,Black-fronted Wood-quail,bfwqua1,167188,FALSE,黑额林鹑,黑额林鹑,黑額林鶉
Odontophorus hyperythrus,Chestnut Wood-quail,chwqua1,198748961,FALSE,栗林鹑,栗林鹑,栗林鶉
Odontophorus melanonotus,Dark-backed Wood-quail,dbwqua1,609501576,FALSE,暗背林鹑,暗背林鹑,黑背林鶉
Odontophorus speciosus,Rufous-breasted Wood-quail,rbwqua1,203934101,FALSE,棕胸林鹑,棕胸林鹑,棕胸林鶉
Odontophorus dialeucos,Tacarcuna Wood-quail,tawqua1,452616671,FALSE,黑顶林鹑,黑顶林鹑,黑頂林鶉
Odontophorus strophium,Gorgeted Wood-quail,gowqua1,440400661,FALSE,,,
Odontophorus columbianus,Venezuelan Wood-quail,venwoq1,363999931,FALSE,委内瑞拉林鹑,委内瑞拉林鹑,委內端拉林鶉
Odontophorus leucolaemus,Black-breasted Wood-quail,bbwqua1,219829,FALSE,白喉林鹑,白喉林鹑,白喉林鶉〔黑胸林鶉〕
Odontophorus balliviani,Stripe-faced Wood-quail,sfwqua1,101629,FALSE,纹颊林鹑,纹颊林鹑,紋頰林鶉
Odontophorus stellatus,Starred Wood-quail,stwqua1,628325894,FALSE,黄眼斑林鹑,黄眼斑林鹑,星林鶉
Odontophorus guttatus,Spotted Wood-quail,spwqua1,46235351,FALSE,点斑林鹑,点斑林鹑,點林鶉
Rhynchortyx cinctus,Tawny-faced Quail,tafqua1,158174131,FALSE,茶脸鹑,茶脸鹑,茶臉鶉
Dactylortyx thoracicus,Singing Quail,sinqua1,164257101,FALSE,歌鹑,歌鹑,歌鶉
Cyrtonyx montezumae,Montezuma Quail,monqua,112164341,FALSE,彩鹑,彩鹑,彩鶉
Cyrtonyx sallei,Spot-breasted Quail,,,FALSE,,,
Cyrtonyx ocellatus,Ocellated Quail,ocequa1,615632768,FALSE,眼斑彩鹑,眼斑彩鹑,眼斑彩鶉
PHASIANIDAE,Pheasant Partridges Turkeys Grouse,,,FALSE,,,
Xenoperdix udzungwensis,Udzungwa Forest-partridge,udzpar1,622600517,FALSE,坦桑尼亚鹑,坦桑尼亚鹑,坦尚尼亞林鷓鴣
Rollulus rouloul,Crested Partridge,crepar1,638129660,FALSE,冕鹧鸪,冕鹧鸪,冕鷓鴣
Arborophila torqueola,Hill Partridge,hilpar1,203904591,FALSE,环颈山鹧鸪,环颈山鹧鸪,環頸山鷓鴣
Arborophila rufogularis,Rufous-throated Partridge,rutpar1,53422071,FALSE,红喉山鹧鸪,红喉山鹧鸪,紅喉山鷓鴣
Arborophila atrogularis,White-cheeked Partridge,whcpar1,625783668,FALSE,白颊山鹧鸪,白颊山鹧鸪,白頰山鷓鴣
Pternistis adspersus,Red-billed Francolin,rebfra1,610365051,FALSE,红嘴鹧鸪,红嘴鹧鸪,紅嘴鷓鴣
Pternistis capensis,Cape Francolin,capfra2,626936401,FALSE,南非鹧鸪,南非鹧鸪,南非鷓鴣
Pternistis natalensis,Natal Francolin,natfra2,310145,FALSE,纳塔尔鹧鸪,纳塔尔鹧鸪,納塔爾鷓鴣
Pternistis hildebrandti,Hildebrandt's Francolin,hilfra2,310143,FALSE,希氏鹧鸪,希氏鹧鸪,希德氏鷓鴣
Pternistis ahantensis,Ahanta Francolin,ahafra2,203959911,FALSE,褐顶鹧鸪,褐顶鹧鸪,褐頂鷓鴣
Pternistis squamatus,Scaly Francolin,scafra2,549877451,FALSE,鳞斑鹧鸪,鳞斑鹧鸪,鱗斑鷓鴣
Pternistis griseostriatus,Grey-striped Francolin,gysfra1,397988251,FALSE,灰纹鹧鸪,灰纹鹧鸪,灰紋鷓鴣
Pternistis leucoscepus,Yellow-necked Francolin,yenspu1,323820841,FALSE,黄颈裸喉鹧鸪,黄颈裸喉鹧鸪,黃喉鷓鴣
Pternistis rufopictus,Grey-breasted Francolin,gybfra1,2663,FALSE,彩鹧鸪,彩鹧鸪,灰胸鷓鴣〔棕彩鷓鴣〕
Pternistis afer,Red-necked Francolin,renfra1,94194,FALSE,裸喉鹧鸪,裸喉鹧鸪,紅喉鷓鴣
Pternistis swainsonii,Swainson's Francolin,swafra2,275167,FALSE,斯氏鹧鸪,斯氏鹧鸪,史文森氏鷓鴣
Pternistis jacksoni,Jackson's Francolin,jacfra2,619037911,FALSE,肯尼亚鹧鸪,肯尼亚鹧鸪,肯亞鷓鴣
Pternistis nobilis,Handsome Francolin,hanfra2,26318,FALSE,艳鹧鸪,艳鹧鸪,艷麗鷓鴣
Pternistis camerunensis,Mount Cameroon Francolin,camfra2,310138,FALSE,喀麦隆鹧鸪,喀麦隆鹧鸪,喀麥隆鷓鴣
Pternistis swierstrai,Swierstra's Francolin,swifra2,207146371,FALSE,斯维氏鹧鸪,斯维氏鹧鸪,斯維氏鷓鴣
Pternistis castaneicollis,Chestnut-naped Francolin,chnfra2,569512901,FALSE,栗枕鹧鸪,栗枕鹧鸪,紅頸鷓鴣
Pternistis atrifrons,Black-fronted Francolin,,,FALSE,,,
Pternistis erckelii,Erckel's Francolin,ercfra,5191,FALSE,棕顶鹧鸪,棕顶鹧鸪,棕頂鷓鴣
Pternistis ochropectus,Djibouti Francolin,djifra1,,FALSE,淡腹鹧鸪,淡腹鹧鸪,淡腹鷓鴣
Francolinus francolinus,Black Francolin,blkfra,5262,FALSE,黑鹧鸪,黑鹧鸪,黑鷓鴣
Francolinus pictus,Painted Francolin,paifra1,245559311,FALSE,花彩鹧鸪,花彩鹧鸪,花彩鷓鴣
Francolinus pintadeanus,Chinese Francolin,chifra1,203912731,FALSE,中华鹧鸪,中華鷓鴣,中華鷓鴣
Francolinus pondicerianus,Grey Francolin,,,FALSE,灰鹧鸪,灰鹧鸪,灰鷓鴣
Francolinus gularis,Swamp Francolin,swafra1,617478192,FALSE,沼泽鹧鸪,沼泽鹧鸪,沼澤鷓鴣
Dendroperdix sephaena,Crested Francolin,crefra2,203935661,FALSE,凤头鹧鸪,凤头鹧鸪,鳳頭鷓鴣
Peliperdix coqui,Coqui Francolin,coqfra2,277029611,FALSE,,,
Peliperdix albogularis,White-throated Francolin,whtfra2,203974361,FALSE,白喉鹧鸪,白喉鹧鸪,白喉鷓鴣
Peliperdix schlegelii,Schlegel's Francolin,schfra2,310774,FALSE,栗喉鹧鸪,栗喉鹧鸪,栗喉鷓鴣
Peliperdix lathami,Latham's Francolin,forfra2,203911761,FALSE,林鹧鸪,林鹧鸪,灰頭鷓鴣
Scleroptila streptophora,Ring-necked Francolin,rinfra2,381524691,FALSE,环颈鹧鸪,环颈鹧鸪,環頸鷓鴣
Scleroptila leivaillantii,Red-winged Francolin,rewfra2,369073831,FALSE,,,
Scleroptila afra,Grey-winged Francolin,gywfra1,609008514,FALSE,,,
Scleroptila finschi,Finsch's Francolin,finfra2,625744317,FALSE,芬氏鹧鸪,芬氏鹧鸪,安哥拉鷓鴣
Scleroptila psilolaema,Moorland Francolin,moofra2,31365811,FALSE,,,
Scleroptila elgonensis,Elgon Francolin,moofra3,274754931,FALSE,埃尔贡鹧鸪,埃尔贡鹧鸪,
Scleroptila shelleyi,Shelley's Francolin,shefra1,559895751,FALSE,,,
Scleroptila whytei,Whyte's Francolin,shefra3,277097,FALSE,怀氏鹧鸪,怀氏鹧鸪,
Scleroptila gutturalis,Orange River Francolin,orrfra2,510309801,FALSE,橙翅斑鹧鸪,橙翅斑鹧鸪,橙河鷓鴣
Bambusicola fytchii,Mountain Bamboo-partridge,mobpar1,53420721,FALSE,棕胸竹鸡,棕胸竹鸡,棕胸竹雞
Bambusicola thoracicus,Chinese Bamboo-partridge,chbpar3,48693961,FALSE,灰胸竹鸡/台湾竹鸡,灰胸竹雞,灰胸竹雞/臺灣竹雞
Bambusicola sonorivox,Taiwan Bamboo-partridge,taibap1,203928081,FALSE,台湾山鹧鸪,Taiwan Bamboo-Partridge,台灣山鷓鴣
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,红原鸡,紅原雞,紅原雞
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,灰原鸡,灰原鸡,灰原雞
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,蓝喉原鸡,蓝喉原鸡,藍喉原雞
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,绿原鸡,绿原鸡,綠原雞
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,雉鹑,雉鹑,雉鶉
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,黄喉雉鹑（四川雉鹑）,黄喉雉鹑（四川雉鹑）,四川雉鶉
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,棕尾虹雉,棕尾虹雉,棕尾虹雉
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,白尾梢虹雉,白尾梢虹雉,白尾梢虹雉
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,绿尾虹雉,绿尾虹雉,綠尾虹雉
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,黑头角雉,黑头角雉,黑頭角雉
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,红胸角雉,红胸角雉,紅胸角雉
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,灰腹角雉,灰腹角雉,灰腹角雉
Tragopan temminckii,Temminck's Tragopan,temtra1,483733661,TRUE,红腹角雉,紅腹角雉,紅腹角雉
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,黄腹角雉,黄腹角雉,黃腹角雉
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,血雉,血雉,血雉
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,勺鸡,勺雞,勺雞
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,白颈长尾雉,白頸長尾雉,白頸長尾雉
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,黑颈长尾雉,黑颈长尾雉,黑頸長尾雉
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,黑长尾雉,Mikado Pheasant,黑長尾雉
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,铜长尾雉,铜长尾雉,銅長尾雉
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,白冠长尾雉,白冠長尾雉,白冠長尾雉
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,红腹锦鸡,紅腹錦雞,紅腹錦雞
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,白腹锦鸡,白腹锦鸡,白腹錦雞
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,环颈雉/绿雉,環頸雉,環頸雉/綠雉
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,,,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,绿雉,绿雉,綠雉
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,白马鸡/藏马鸡,白马鸡/藏马鸡,
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,藏马鸡,藏马鸡,藏馬雞
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,褐马鸡,褐马鸡,褐馬雞
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,蓝马鸡,蓝马鸡,藍馬雞
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,彩雉,彩雉,彩雉
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,,,
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,白鷴,白鷴,
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,爱氏鹇,爱氏鹇,愛德華氏鷴
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,蓝腹鹇,Swinhoe's Pheasant,藍腹鷴
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,黑尾鹇,黑尾鹇,黑尾鷴
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,,,
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,婆罗洲火背鹇,婆罗洲火背鹇,
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,,,
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,马来火背鹇,马来火背鹇,
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,戴氏火背鹇,戴氏火背鹇,泰國火背鷴
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,鳞背鹇,鳞背鹇,鱗背鷴
Perdix perdix,Grey Partridge,grypar,304858,FALSE,灰山鹑,灰山鹑,灰山鶉
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,斑翅山鹑,斑翅山鹑,斑翅山鶉
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,高原山鹑,高原山鹑,高原山鶉
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,火鸡,Wild Turkey,火雞
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,眼斑火鸡,眼斑火鸡,眼斑吐綬雞
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,披肩榛鸡,披肩榛鸡,披肩榛雞
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,花尾榛鸡,花尾榛鸡,花尾榛雞
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,斑尾榛鸡,斑尾榛鸡,斑尾榛雞
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,,,
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,,,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,岩雷鸟,岩雷鸟,岩雷鳥
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,,,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,,,
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,乌镰翅鸡,乌镰翅鸡,暗藍鐮樹雞
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,镰翅鸡,镰翅鸡,鐮樹雞
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,枞树镰翅鸡,枞树镰翅鸡,樅樹雞
Falcipennis franklinii,Franklin's Grouse,,,FALSE,,,
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,西方松鸡,西方松鸡,松雞
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,黑嘴松鸡,黑嘴松鸡,黑嘴松雞
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,黑琴鸡,黑琴鸡,黑琴雞
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,高加索黑琴鸡,高加索黑琴鸡,高加索琴雞
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,,,
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,小艾草松鸡,小艾草松鸡,小艾草榛雞
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,尖尾松鸡,尖尾松鸡,尖尾榛雞
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,,,
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,小草原松鸡,小草原松鸡,小草原榛雞
ANSERIFORMES,,,,FALSE,,,
ANHIMIDAE,Screamers,,,FALSE,,,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,角叫鸭,角叫鸭,角叫鴨
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,黑颈叫鸭,黑颈叫鸭,黑頸叫鴨〔北方叫鴨〕
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,冠叫鸭,冠叫鸭,冠叫鴨〔南方叫鴨〕
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,,,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,鹊雁,鹊雁,鵲鵝
ANATIDAE,Ducks Geese Swans,,,FALSE,未识别的鸭类,未识别的鸭类,鴨類(鴨亞科)
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,白脸树鸭,白脸树鸭,白臉樹鴨
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,黑腹树鸭,黑腹树鸭,紅嘴樹鴨
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,细斑树鸭,细斑树鸭,細斑樹鴨
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,西印度树鸭,西印度树鸭,黑嘴樹鴨
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,茶色树鸭,茶色树鸭,草黃樹鴨
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,尖羽树鸭,尖羽树鸭,尖羽樹鴨
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,斑胸树鸭,斑胸树鸭,胸斑樹鴨
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,栗树鸭,栗樹鴨,樹鴨
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,白背鸭,白背鸭,白背鴨
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,黑头鸭,黑头鸭,黑頭鴨
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,花脸硬尾鸭,花脸硬尾鸭,花臉硬尾鴨
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,棕硬尾鸭,棕硬尾鸭,棕硬尾鴨
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,,,
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,南美硬尾鸭,南美硬尾鸭,南美硬尾鴨
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,澳洲硬尾鸭,澳洲硬尾鸭,藍嘴硬尾鴨
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,非洲硬尾鸭,非洲硬尾鸭,非洲硬尾鴨
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,白头硬尾鸭,白头硬尾鸭,白頭硬尾鴨
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,麝鸭,麝鸭,麝鴨
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,红耳鸭,红耳鸭,紅耳鴨
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,澳洲斑鸭,澳洲斑鸭,點斑鴨
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,澳洲灰雁,澳洲灰雁,臘嘴雁
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,扁嘴天鹅,扁嘴天鹅,扁嘴天鵝
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,黑颈天鹅,黑颈天鹅,黑頸天鵝
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,黑天鹅,黑天鵝,黑天鵝
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,疣鼻天鹅,疣鼻天鵝,疣鼻天鵝
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,黑嘴天鹅,黑嘴天鹅,號手天鵝
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,大天鹅,大天鵝,黃嘴天鵝
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,小天鹅,小天鹅,小天鵝
C. c. bewickii,Bewick's Swan,,,FALSE,,,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,,,
Branta bernicla,Brent Goose,brant,65344051,TRUE,黑雁,黑雁,黑雁
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,,,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,,,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,白颊黑雁,白颊黑雁,白頰黑雁
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,红胸黑雁,紅胸黑雁,紅胸黑雁
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,小美洲黑雁/加拿大黑雁,小美洲黑雁,小/加拿大雁
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,小美洲黑雁/加拿大黑雁,小美洲黑雁/加拿大黑雁,小/加拿大雁
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,夏威夷黑雁,夏威夷黑雁,夏威夷雁〔黃頸黑雁〕
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,帝雁,帝雁,皇雁
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,雪雁,雪雁,雪雁
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,细嘴雁,细嘴雁,細嘴雁
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,斑头雁,斑頭雁,斑頭雁
Anser anser,Greylag Goose,gragoo,215162391,TRUE,灰雁,灰雁,灰雁
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,鸿雁,鴻雁,鴻雁
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,寒林豆雁,寒林豆雁,
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,,,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,,,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,粉脚雁,粉脚雁,粉腳雁
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,白额雁,白額雁,白額雁
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,白额雁 (flavirostris),白额雁 (flavirostris),白額雁(flavirostris)
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,小白额雁,小白額雁,小白額雁
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,长尾鸭,長尾鴨,長尾鴨
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,白眶绒鸭,白眶绒鸭,眼眶絨鴨
Somateria spectabilis,King Eider,kineid,59448,TRUE,王绒鸭,王绒鸭,王絨鴨
Somateria mollissima,Common Eider,comeid,279182411,TRUE,欧绒鸭,欧绒鸭,歐絨鴨
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,小绒鸭,小绒鸭,小絨鴨
Melanitta perspicillata,Surf Scoter,sursco,642422718,FALSE,斑头海番鸭,斑头海番鸭,斑頭海番鴨
Melanitta fusca,Velvet Scoter,whwsco3,323642761,FALSE,丝绒海番鸭/北美斑脸海番鸭/斑脸海番鸭,絲絨海番鴨,
Melanitta stejnegeri,Siberian Scoter,whwsco1,647992665,FALSE,斑脸海番鸭,斑臉海番鴨,
Melanitta deglandi,White-winged Scoter,whwsco2,191358,FALSE,丝绒海番鸭/北美斑脸海番鸭/斑脸海番鸭,丝绒海番鸭/北美斑脸海番鸭/斑脸海番鸭,
Melanitta nigra,Black Scoter,blksco1,446580781,FALSE,普通海番鸭/黑海番鸭,普通海番鸭/黑海番鸭,普通海番鸭/黑海番鸭
Melanitta americana,American Scoter,blksco2,169277571,FALSE,黑海番鸭,黑海番鴨,美洲黑海番鴨
Bucephala albeola,Bufflehead,buffle,138213,FALSE,白枕鹊鸭,白枕鹊鸭,巨頭鵲鴨
Bucephala clangula,Common Goldeneye,comgol,304684,TRUE,鹊鸭,鵲鴨,鵲鴨
Bucephala islandica,Barrow's Goldeneye,bargol,626998827,TRUE,巴氏鹊鸭,巴氏鹊鸭,冰洲鵲鴨
Mergellus albellus,Smew,smew,,TRUE,白秋沙鸭,白秋沙鴨,白秋沙
Lophodytes cucullatus,Hooded Merganser,hoomer,582897021,TRUE,棕胁秋沙鸭,棕胁秋沙鸭,鏡冠秋沙
Mergus merganser,Goosander,commer,208071711,TRUE,普通秋沙鸭,普通秋沙鴨,川秋沙
Mergus squamatus,Scaly-sided Merganser,scsmer1,,FALSE,中华秋沙鸭,中華沙秋鴨,唐秋沙
Mergus serrator,Red-breasted Merganser,rebmer,3786,TRUE,红胸秋沙鸭,紅胸秋沙鴨,紅胸秋沙
†Mergus australis,Auckland Merganser,,,FALSE,,,
Mergus octosetaceus,Brazilian Merganser,bramer1,203917611,TRUE,褐秋沙鸭,褐秋沙鸭,髮冠秋沙
Histrionicus histrionicus,Harlequin Duck,harduc,3781,TRUE,丑鸭,丑鸭,丑鴨
†Camptorhynchus labradorius,Labrador Duck,labduc,,FALSE,,,
Neochen jubata,Orinoco Goose,origoo1,306736691,TRUE,绿翅雁,绿翅雁,綠翅雁
Chloephaga melanoptera,Andean Goose,andgoo1,189509,FALSE,黑翅草雁,黑翅草雁,黑翅草雁
Chloephaga picta,Upland Goose,uplgoo1,42753311,FALSE,斑胁草雁,斑胁草雁,斑脇草雁
Chloephaga hybrida,Kelp Goose,kelgoo1,203969741,FALSE,白草雁,白草雁,白草雁
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,585131071,FALSE,灰头草雁,灰头草雁,灰頭草雁
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,390715661,FALSE,棕头草雁,棕头草雁,棕頭草雁
Radjah radjah,Radjah Shelduck,radshe1,63185731,FALSE,白腹麻鸭,白腹麻鸭,白腹麻鴨
Alopochen aegyptiaca,Egyptian Goose,egygoo,446562581,FALSE,埃及雁,Egyptian Goose,埃及雁
†Alopochen mauritiana,Mauritius Shelduck,maushe1,,FALSE,,,
†Alopochen kervazoi,Reunion Shelduck,reushe1,,FALSE,,,
Tadorna tadorna,Common Shelduck,comshe,352713301,FALSE,翘鼻麻鸭,翹鼻麻鴨,花鳧
Tadorna ferruginea,Ruddy Shelduck,rudshe,305780351,TRUE,赤麻鸭,赤麻鴨,瀆鳧
Tadorna cana,South African Shelduck,soashe1,278275,FALSE,灰头麻鸭,灰头麻鸭,灰頭麻鴨
Tadorna tadornoides,Australian Shelduck,ausshe1,345070411,TRUE,棕胸麻鸭,棕胸麻鸭,棕胸麻鴨
Tadorna variegata,Paradise Shelduck,parshe1,4130,TRUE,黑胸麻鸭,黑胸麻鸭,黑胸麻鴨
