Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,sk
S. m. fuscicauda,Lara Tapaculo,,,FALSE,
Scytalopus perijanus,Perija Tapaculo,pertap1,394578311,FALSE,tapakulo perijský
Scytalopus caracae,Caracas Tapaculo,cartap1,390117221,FALSE,tapakulo krikľavý
Scytalopus spillmanni,Spillmann's Tapaculo,spitap2,69610461,FALSE,tapakulo rapkavý
Scytalopus parkeri,Chusquea Tapaculo,chutap2,203698771,FALSE,tapakulo bambusový
Scytalopus magellanicus,Magellanic Tapaculo,magtap1,473508361,FALSE,tapakulo vývratový
Scytalopus griseicollis,Matorral Tapaculo,mattap1,146761491,FALSE,tapakulo bledobruchý
Scytalopus altirostris,Neblina Tapaculo,nebtap1,564643281,FALSE,tapakulo vrchársky
Scytalopus affinis,Ancash Tapaculo,anctap1,514410271,FALSE,tapakulo trávový
Scytalopus urubambae,Vilcabamba Tapaculo,viltap1,173987,FALSE,tapakulo behavý
Scytalopus simonsi,Puna Tapaculo,puntap1,308451,FALSE,tapakulo andský
Scytalopus zimmeri,Zimmer's Tapaculo,zimtap1,189505,FALSE,tapakulo Zimmerov
Scytalopus acutirostris,Tschudi's Tapaculo,tsctap1,203889451,FALSE,tapakulo ostrozobý
Scytalopus superciliaris,White-browed Tapaculo,whbtap2,129364,FALSE,tapakulo jelšový
Scytalopus fuscus,Dusky Tapaculo,dustap1,431591881,FALSE,tapakulo tmavý
Scytalopus opacus,Paramo Tapaculo,partap2,135905,FALSE,tapakulo ekvádorský
Scytalopus canus,Paramillo Tapaculo,partap1,430264481,FALSE,tapakulo horský
Scytalopus schulenbergi,Diademed Tapaculo,diatap1,65362,FALSE,tapakulo diadémový
Dendrocolaptes hoffmannsi,Hoffmann's Woodcreeper,hofwoo2,620204166,FALSE,klzáčik amazonský
Dendrocolaptes picumnus,Black-banded Woodcreeper,blbwoo1,639880593,FALSE,klzáčik čiarkavohlavý
Dendrocolaptes platyrostris,Planalto Woodcreeper,plawoo1,539471071,FALSE,klzáčik tmavohlavý
Hylexetastes perrotii,Red-billed Woodcreeper,rebwoo1,223376861,FALSE,klzáčik džungľový
Hylexetastes stresemanni,Bar-bellied Woodcreeper,babwoo1,21650881,FALSE,klzáčik vlnkovaný
Xiphocolaptes albicollis,White-throated Woodcreeper,whtwoo1,366913621,FALSE,klzáčik bielohrdlý
Xiphocolaptes promeropirhyncus,Strong-billed Woodcreeper,stbwoo1,420518021,FALSE,
Xiphocolaptes falcirostris,Moustached Woodcreeper,mouwoo1,627902358,FALSE,klzáčik fúzatý
Xiphocolaptes major,Great Rufous Woodcreeper,grrwoo1,261125891,FALSE,klzáčik veľký
Xiphorhynchus obsoletus,Striped Woodcreeper,strwoo2,88457,FALSE,klzáčik škvrnitý
Xiphorhynchus atlanticus,Atlantic Woodcreeper,leswoo4,127876,FALSE,klzáčik atlantický
Xiphorhynchus fuscus,Lesser Woodcreeper,leswoo2,350211661,FALSE,klzáčik drevárik
Xiphorhynchus pardalotus,Chestnut-rumped Woodcreeper,chrwoo1,382587501,FALSE,klzáčik fakliar
Xiphorhynchus ocellatus,Ocellated Woodcreeper,ocewoo1,49405081,FALSE,klzáčik krôpkavý
Xiphorhynchus beauperthuysii,Line-crowned Woodcreeper,,,FALSE,klzáčik škvrnitoprsý (skup.)
Xiphorhynchus chunchotambo,Tschudi's Woodcreeper,,,FALSE,klzáčik podhorský (skup.)
Xiphorhynchus elegans,Elegant Woodcreeper,elewoo1,203932041,FALSE,klzáčik pôvabný
Xiphorhynchus spixii,Spix's Woodcreeper,spiwoo1,115123,FALSE,klzáčik perlavochrbtý
Xiphorhynchus susurrans,Cocoa Woodcreeper,cocwoo1,215478,FALSE,klzáčik mravčí
Xiphorhynchus guttatus,Buff-throated Woodcreeper,butwoo1,203955441,FALSE,klzáčik plavohrdlý
Xiphorhynchus guttatoides,Lafresnaye's Woodcreeper,,,FALSE,
Xiphorhynchus flavigaster,Ivory-billed Woodcreeper,ivbwoo1,157497571,FALSE,klzáčik smejivý
Xiphorhynchus lachrymosus,Black-striped Woodcreeper,blswoo1,215421,FALSE,klzáčik perlavý
Xiphorhynchus erythropygius,Northern Spotted Woodcreeper,spowoo1,25305971,FALSE,klzáčik bodkovaný
Xiphorhynchus aequatorialis,Southern Spotted Woodcreeper,,,FALSE,klzáčik škvrnitohrdlý (skup.)
Xiphorhynchus triangularis,Olive-backed Woodcreeper,olbwoo1,365838851,FALSE,klzáčik olivový
Xiphorhynchus picus,Straight-billed Woodcreeper,stbwoo2,65444,FALSE,klzáčik ďatľovitý/nížinný
Xiphorhynchus kienerii,Zimmer's Woodcreeper,zimwoo2,528123241,FALSE,klzáčik nížinný
Campylorhamphus falcularius,Black-billed Scythebill,blbscy1,22124,FALSE,klzáčik čiernozobý
Campylorhamphus pusillus,Brown-billed Scythebill,brbscy1,32741081,FALSE,klzáčik hnedozobý
Campylorhamphus trochilirostris,Red-billed Scythebill,rebscy1,309084371,TRUE,klzáčik červenozobý
Campylorhamphus procurvoides,Curve-billed Scythebill,cubscy1,388775201,FALSE,klzáčik krivozobý
Campylorhamphus probatus,Tapajos Scythebill,tapscy2,127723,FALSE,klzáčik hnedokrídly
Campylorhamphus multostriatus,Xingu Scythebill,cubscy5,203914801,FALSE,klzáčik kosozobý
Campylorhamphus pucherani,Greater Scythebill,grescy1,632640579,FALSE,klzáčik mečozobý
Drymornis bridgesii,Scimitar-billed Woodcreeper,scbwoo4,217330,FALSE,klzáčik zemný
Lepidocolaptes angustirostris,Narrow-billed Woodcreeper,nabwoo1,216216,FALSE,klzáčik úzkozobý
Lepidocolaptes albolineatus,Lineated Woodcreeper,linwoo3,635458006,FALSE,klzáčik čiarkavobruchý
Lepidocolaptes duidae,Duida Woodcreeper,linwoo4,323175921,FALSE,klzáčik čiapočkatý
Lepidocolaptes fuscicapillus,Dusky-capped Woodcreeper,ducwoo1,299932141,FALSE,klzáčik pásikavý
Lepidocolaptes fatimalimae,Inambari Woodcreeper,inawoo1,502435691,FALSE,klzáčik hrdzavý
Lepidocolaptes souleyetii,Streak-headed Woodcreeper,sthwoo1,21543,FALSE,klzáčik fŕkaný
Lepidocolaptes squamatus,Scaled Woodcreeper,scawoo1,23781,FALSE,klzáčik šupinatý
Lepidocolaptes falcinellus,Scalloped Woodcreeper,scawoo2,71674481,FALSE,klzáčik škridličkový
Lepidocolaptes lacrymiger,Montane Woodcreeper,monwoo1,308529601,FALSE,klzáčik horský
Lepidocolaptes leucogaster,White-striped Woodcreeper,whswoo1,109135,FALSE,klzáčik mexický
Lepidocolaptes affinis,Northern Spot-crowned Woodcreeper,spcwoo1,205595,FALSE,klzáčik vrchársky
Lepidocolaptes neglectus,Southern Spot-crowned Woodcreeper,,,FALSE,
Xenops genibarbis,Plain Xenops,plaxen3,127938,FALSE,íverkár lesný
Xenops minutus,White-throated Xenops,plaxen4,57918,FALSE,íverkár nížinný
Xenops rutilans,Streaked Xenops,strxen1,615305525,FALSE,íverkár piskľavý
Xenops tenuirostris,Slender-billed Xenops,slbxen1,191952461,FALSE,íverkár tenkozobý
Berlepschia rikeri,Palmcreeper,potpal1,203957211,FALSE,palmárik amazonský
Microxenops milleri,Rufous-tailed Xenops,rutxen1,70877611,FALSE,íverkárik lesný
Pygarrhichas albogularis,White-throated Treerunner,whttre2,290924531,FALSE,drevolez bielohrdlý
Ochetorhynchus andaecola,Rock Earthcreeper,rocear1,189518,FALSE,andár skalný
Ochetorhynchus melanurus,Crag Chilia,crachi1,482876661,FALSE,andár čilia
Ochetorhynchus ruficaudus,Straight-billed Earthcreeper,stbear2,556355241,FALSE,andár rovnozobý
Ochetorhynchus phoenicurus,Band-thailed Earthcreeper,batear1,70892941,FALSE,andár horechvost
Pseudocolaptes lawrencii,Buffy Tuftedcheek,buftuf1,46235861,FALSE,bielolícnik plavý
Pseudocolaptes johnsoni,Pacific Tuftedcheek,buftuf3,493521141,FALSE,bielolícnik perlavoprsý
Pseudocolaptes boissonneautii,Streaked Tuftedcheek,strtuf1,21937,FALSE,bielolícnik horský
Premnornis guttuliger,Rusty-winged Barbtail,ruwbar1,575601861,FALSE,pípavka hrdzavokrídla
Tarphonomus harterti,Bolivian Earthcreeper,bolear1,52533,FALSE,bandurita bolívijská
Tarphonomus certhioides,Chaco Earthcreeper,chaear1,52553,FALSE,bandurita hnedkavá
Furnarius torridus,Pale-billed Hornero,pabhor2,30818,FALSE,hrnčiarik bledozobý
Furnarius figulus,Wing-banded Hornero,wibhor1,380089271,FALSE,hrnčiarik pruhokrídly
Furnarius leucopus,Pale-legged Hornero,palhor3,84912,FALSE,hrnčiarik bledonohý
Furnarius longirostris,Caribbean Hornero,palhor5,204008421,FALSE,hrnčiarik karibský
Furnarius cinnamomeus,Pacific Hornero,palhor4,104688911,FALSE,hrnčiarik bledobruchý
Furnarius minor,Lesser Hornero,leshor1,608478276,FALSE,hrnčiarik malý
Furnarius rufus,Rufous Hornero,rufhor2,82661,TRUE,hrnčiarik hrdzavý
FORMICARIIDAE,Ground-antbirds,,,FALSE,
Formicarius colma,Rufous-capped Antthrush,rucant2,203932021,FALSE,mravčiarik červenohlavý
Formicarius moniliger,Mayan Antthrush,bkfant2,448767961,FALSE,mravčiarik mexický
Formicarius analis,Black-faced Antthrush,blfant1,138124951,FALSE,mravčiarik čiernohrdlý
Formicarius rufifrons,Rufous-fronted Antthrush,rufant3,76040,FALSE,mravčiarik červenočelý
Formicarius nigricapillus,Black-headed Antthrush,bkhant7,450484661,FALSE,mravčiarik čiernohlavý
Formicarius rufipectus,Rufous-breasted Antthrush,rubant1,448383841,FALSE,mravčiarik hrdzavoprsý
Chamaeza campanisona,Short-tailed Anttrush,shtant1,17831,FALSE,mravčiarik krátkochvostý
Chamaeza nobilis,Striated Anttrush,strant3,203934021,FALSE,mravčiarik pôvabný
Chamaeza meruloides,Cryptic Anttrush,sucant1,203888731,FALSE,mravčiarik Suchov
Chamaeza turdina,Scalloped Anttrush,schant1,242013601,FALSE,mravčiarik vločkovaný
Chamaeza ruficauda,Rufous-tailed Anttrush,rutant2,19943,FALSE,mravčiarik hrdzavochvostý
Chamaeza mollissima,Barred Anttrush,barant2,107141,FALSE,mravčiarik pásikavý
FURNARIIDAE,Ovenbirds,,,FALSE,
Sclerurus mexicanus,Tawny-throated Leaftosser,tatlea1,574406861,FALSE,hrabankár hrdzavohrdlý/hnedý
Sclerurus rufigularis,Short-billed Leaftosser,shblea1,228176,FALSE,hrabankár krátkozobý
Sclerurus guatemalensis,Scaly-throated Leaftosser,sctlea1,239957561,FALSE,hrabankár šupinkatý
Sclerurus caudacutus,Black-tailed Leaftosser,bltlea1,203932061,FALSE,hrabankár tmavý
Sclerurus albigularis,Grey-throated Leaftosser,grtlea1,502342301,FALSE,hrabankár sivohrdlý
Sclerurus scansor,Rufous-breasted Leaftosser,rublea1,231701421,FALSE,hrabankár hnedoprsý
Sclerurus cearensis,Ceara Leaftosser,,,FALSE,
Geositta peruviana,Coastal Miner,coamin1,70785351,FALSE,kazarita pobrežná
Geositta tenuirostris,Slender-billed Miner,slbmin1,203696191,FALSE,kazarita tenkozobá
Geositta cunicularia,Common Miner,commin1,470064951,FALSE,kazarita haviarska
Geositta punensis,Puna Miner,punmin1,210383,FALSE,kazarita andská
Geositta poeciloptera,Campo Miner,cammin2,203695971,FALSE,kazarita motýľoletá
Geositta crassirostris,Thick-billed Miner,thbmin1,628360153,FALSE,kazarita hrubozobá
Geositta rufipennis,Rufous-banded Miner,rubmin1,86545,FALSE,kazarita hrdzavokrídla
Geositta maritima,Greyish Miner,gramin1,525241181,FALSE,kazarita sivá
Geositta antarctica,Short-billed Miner,shbmin1,70804161,FALSE,kazarita krátkozobá
Geositta saxicolina,Dark-winged Miner,dawmin1,31746711,FALSE,kazarita tmavokrídla
Geositta isabellina,Creamy-rumped Miner,crrmin1,615677647,FALSE,kazarita plavá
Certhiasomus stictolaemus,Spot-throated Woodcreeper,sptwoo1,49501711,FALSE,kôrolezec škvrnitohrdlý
Deconychura typica,Little Long-tailed Woodcreeper,lotwoo3,546620811,FALSE,kôrolezec škvrnitoprsý
Deconychura longicauda,Long-tailed Woodcreeper,lotwoo4,631761193,FALSE,kôrolezec dlhochvostý
Deconychura pallida,Southern Long-tailed Woodcreeper,lotwoo5,115136,FALSE,kôrolezec pralesný
Sittasomus griseus,Western Olivaceous Woodcreeper,,,FALSE,
Sittasomus griseicapillus,Eastern Olivaceous Woodcreeper,oliwoo1,65713,FALSE,kôrolezec sivohlavý
Dendrocincla tyrannina,Tyrannine Woodcreeper,tyrwoo1,484172621,FALSE,kôrolezec kráľovský
Dendrocincla merula,White-chinned Woodcreeper,whcwoo1,388637371,FALSE,kôrolezec bielobradý
Dendrocincla homochroa,Ruddy Woodcreeper,rudwoo1,566096551,FALSE,kôrolezec červenkavý
Dendrocincla anabatina,Tawny-winged Woodcreeper,tawwoo1,22035221,FALSE,kôrolezec hrdzavokrídly
Dendrocincla fuliginosa,Plain-brown Woodcreeper,plbwoo1,270370,FALSE,kôrolezec hnedý
Dendrocincla turdina,Plain-winged Woodcreeper,plwwoo1,22030,FALSE,kôrolezec drozdí
Glyphorhynchus spirurus,Wedge-billed Woodcreeper,webwoo1,384643061,FALSE,dlátnik ostrozobý
Dendrexetastes rufigula,Cinnamon-throated Woodcreeper,citwoo1,306728221,FALSE,klzáčik palmový
Nasica longirostris,Long-billed Woodcreeper,lobwoo1,203899721,FALSE,klzáčik dlhozobý
Dendrocolaptes sanctithomae,Western Barred Woodcreeper,nobwoo1,203938691,FALSE,klzáčik jarabý
Dendrocolaptes punctipectus,Eastern Barred Woodcreeper,,,FALSE,klzáčik vlnkavoprsý (skup.)
Dendrocolaptes certhia,Amazonian Barred Woodcreeper,amabaw1,125391461,FALSE,klzáčik kôrovníkovitý
Furnarius cristatus,Crested Hornero,crehor1,213864,FALSE,hrnčiarik chochlatý
Lochmias nematura,Streamcreeper,shtstr1,237374131,FALSE,bystrinár perlavý
Phleocryptes melanops,Wren-like Rushbird,wrlrus1,389125261,FALSE,junker trstinový
Limnornis curvirostris,Curve-billed Reedhaunter,cubree1,50842,FALSE,junker krivozobý
Geocerthia serrana,Striated Earthcreeper,strear1,204009411,FALSE,šplhač horský
Upucerthia saturatior,Forest Earthcreeper,pafear1,431592411,FALSE,šplhač lesný
Upucerthia dumetaria,Scale-throated Earthcreeper,sctear1,52560691,FALSE,šplhač dlhozobý
Upucerthia albigula,White-throated Earthcreeper,whtear1,439693381,FALSE,šplhač bielohrdlý
Upucerthia validirostris,Buff-breasted Earthcreeper,bubear2,203693791,FALSE,šplhač plavý
Cinclodes pabsti,Long-tailed Cinclodes,lotcin1,203694811,FALSE,vodnárec dlhochvostý
Cinclodes fuscus,Bar-winged Cinclodes,buwcin1,504247541,FALSE,vodnárec sťahovavý
Cinclodes maculirostris,Black Cinclodes,,,FALSE,
Cinclodes antarcticus,Blackish Cinclodes,blacin1,203969631,FALSE,vodnárec pobrežný
Cinclodes comechingonus,Cordoba Cinclodes,corcin1,46198,FALSE,vodnárec hrdzavokrídly
Cinclodes albidiventris,Chestnut-winged Cinclodes,chwcin1,52709,FALSE,vodnárec hnedý
Cinclodes olrogi,Olrog's Cinclodes,olrcin1,46195,FALSE,vodnárec skalný
Cinclodes albiventris,Cream-winged Cinclodes,crwcin1,189512,FALSE,vodnárec horský
Cinclodes oustaleti,Grey-flanked Cinclodes,gyfcin1,64031891,FALSE,vodnárec sivoboký
Cinclodes excelsior,Stout-billed Cinclodes,stbcin1,622938265,FALSE,vodnárec andský
Cinclodes aricomae,Royal Cinclodes,roycin1,373848931,FALSE,vodnárec kráľovský
Cinclodes palliatus,White-bellied Cinclodes,whbcin1,31746531,FALSE,vodnárec bielobruchý
Cinclodes atacamensis,White-winged Cinclodes,whwcin1,622461176,FALSE,vodnárec bielokrídly
Cinclodes patagonicus,Dark-bellied Cinclodes,dabcin1,75717301,FALSE,vodnárec tmavobruchý
Cinclodes taczanowskii,Surf Cinclodes,surcin1,29006311,FALSE,vodnárec Taczanowského
Cinclodes nigrofumosus,Seaside Cinclodes,seacin1,310780741,FALSE,vodnárec príbojový
Anabazenops dorsalis,Dusky-cheeked Foliage-gleaner,ducfog1,203699971,FALSE,lístiar bambusový
Anabazenops fuscus,White-collared Foliage-gleaner,wcfgle1,17646,FALSE,lístiar bielokrký
Megaxenops parnaguae,Great Xenops,grexen1,29977491,FALSE,lístiar škoricový
Cichlocolaptes leucophrus,Large Pale-browed Treehunter,pabtre1,203983041,FALSE,lístiar pobrežný
Cichlocolaptes holti,Small Pale-browed Treehunter,,,FALSE,
Cichlocolaptes mazarbarnetti,Cryptic Treehunter,crytre1,128025,FALSE,lístiar broméliový
Heliobletus contaminatus,Sharp-billed Treehunter,shbtre1,20037,FALSE,lístiar ostrozobý
Philydor novaesi,Alagoas Foliage-gleaner,alfgle1,203691851,FALSE,lístiar muricijský
Philydor atricapillus,Black-capped Foliage-gleaner,bcfgle1,108303451,FALSE,lístiar čiernohlavý
Philydor pyrrhodes,Cinnamon-rumped Foliage-gleaner,crfgle1,13327,FALSE,lístiar ohnivý
Philydor fuscipenne,Slaty-winged Foliage-gleaner,swfgle,546696131,FALSE,lístiar tmavokrídly
Philydor erythrocercum,Rufous-rumped Foliage-gleaner,rurfog1,52413,FALSE,
Philydor erythropterum,Chestnut-winged Foliage-gleaner,chwfog1,29648,FALSE,lístiar hrdzavokrídly
Philydor rufum,Buff-fronted Foliage-gleaner,bffgle,365931611,FALSE,lístiar sivotemenný
Anabacerthia striaticollis,Montane Foliage-gleaner,mofgle1,167161,FALSE,lístiar okuliarnatý
Anabacerthia amaurotis,White-browed Foliage-gleaner,whbfog1,334536351,FALSE,lístiar stužkatý
Anabacerthia lichtensteini,Ochre-breasted Foliage-gleaner,obfgle2,347588521,FALSE,lístiar okrový
Anabacerthia variegaticeps,Scaly-throated Foliage-gleaner,stfgle1,449556421,FALSE,lístiar vločkatohrdlý
Anabacerthia ruficauda,Rufous-tailed Foliage-gleaner,rutfog1,44430,FALSE,lístiar červenochvostý
Syndactyla rufosuperciliata,Buff-browed Foliage-gleaner,bbfgle1,212364,FALSE,lístiar hôrny
Syndactyla dimidiata,Russet-mantled Foliage-gleaner,rumfog1,275010911,FALSE,lístiar pláštikový
Syndactyla roraimae,White-throated Foliage-gleaner,wtfgle1,385789001,FALSE,lístiar bledohrdlý
Syndactyla subalaris,Lineated Foliage-gleaner,lifgle1,445765921,FALSE,lístiar plavohrdlý
Syndactyla ruficollis,Rufous-necked Foliage-gleaner,rnfgle1,203930111,FALSE,lístiar hrdzavokrký
Syndactyla guttulata,Guttulated Foliage-gleaner,gufgle1,387941091,FALSE,lístiar prskaný
Syndactyla ucayalae,Peruvian Recurvebill,perrec1,203916811,FALSE,lístiar peruánsky
Syndactyla striata,Bolivian Recurvebill,bolrec1,110621,FALSE,lístiar bolívijský
Ancistrops strigilatus,Chestnut-winged Hookbill,chwhoo1,30947,FALSE,lístiar háčikozobý
Clibanornis rectirostris,Chestnut-capped Foliage-gleaner,ccfgle1,614107264,FALSE,lístiar hnedý
Clibanornis dendrocolaptoides,Canebrake Groundcreeper,cangro1,135666,FALSE,lístiar trstinový
Clibanornis erythrocephalus,Henna-hooded Foliage-gleaner,hhfgle1,313503421,FALSE,lístiar kapucňový
Clibanornis rubiginosus,Ruddy Foliage-gleaner,rufgle1,348354861,FALSE,lístiar hnedkavý
Clibanornis rufipectus,Santa Marta Foliage-gleaner,samfog1,203992211,FALSE,lístiar zemný
Thripadectes ignobilis,Uniform Treehunter,unitre1,203699441,FALSE,lístiar hrubozobý
Thripadectes flammulatus,Flammulated Treehunter,flatre1,179301091,FALSE,lístiar škvrnitý
Thripadectes scrutator,Rufous-backed Treehunter,rubtre1,17356,FALSE,lístiar andský
Thripadectes holostictus,Striped Treehunter,strtre1,244327141,FALSE,lístiar čiarkový
Thripadectes virgaticeps,Streak-capped Treehunter,stctre1,203698001,FALSE,lístiar čiarkavohlavý
Thripadectes melanorhynchus,Black-billed Treehunter,blbtre1,203993831,FALSE,lístiar čiernozobý
Thripadectes rufobrunneus,Streak-breasted Treehunter,stbtre1,46236021,FALSE,lístiar roklinový
