Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,sk
Heterocercus flavivertex,Yellow-crested Manakin,yecman2,318220521,FALSE,pipra lužná
Heterocercus linteatus,Flame-crested Manakin,flcman2,203888761,FALSE,pipra ozdobná
Manacus candei,White-collared Manakin,whcman1,467900581,FALSE,pipra bielokrká
Manacus aurantiacus,Orange-colared Manakin,orcman1,57397,FALSE,pipra ohnivohrdlá
Manacus vitellinus,Golden-collared Manakin,gocman1,536494421,FALSE,pipra zlatokrká
Manacus manacus,White-bearded Manakin,whbman1,82475,FALSE,pipra bradatá
Pipra filicauda,Wire-tailed Manakin,witman2,612408186,FALSE,pipra vlasochvostá
Pipra aureola,Crimson-hooded Manakin,crhman1,389455271,FALSE,pipra karmínová
Pipra fasciicauda,Band-tailed Manakin,batman1,203895051,FALSE,pipra pruhochvostá
Machaeropterus deliciosus,Club-winged Manakin,clwman1,46118771,FALSE,pipra vlnkovaná
Machaeropterus striolatus,Western Stripped Manakin,strman5,386942951,FALSE,pipra čiarkovaná
Machaeropterus regulus,Eastern Stripped Manakin,strman2,303368261,FALSE,pipra kráľovská
Machaeropterus pyrocephalus,Fiery-capped Manakin,ficman1,126790,FALSE,pipra ohnivohlavá
Pseudopipra pipra,White-crowned Manakin,whcman2,527801471,FALSE,pipra bielohlavá
Ceratopipra cornuta,Scarlet-horned Manakin,schman1,386198671,FALSE,pipra vrkočatá
Ceratopipra mentalis,Red-capped Manakin,recman1,57360,FALSE,pipra červenohlavá
Ceratopipra erythrocephala,Golden-headed Manakin,gohman1,207229001,TRUE,pipra zlatohlavá
Ceratopipra rubrocapilla,Red-headed Manakin,rehman1,110014,FALSE,pipra bieloškvrnitá
Ceratopipra chloromeros,Round-tailed Manakin,rotman1,75703,FALSE,pipra oblochvostá
Chloropipo holochlora,Green Manakin,greman2,217004901,FALSE,
Chloropipo flavicapilla,Yellow-headed Manakin,yehman2,414703921,FALSE,pipra žltohlavá
Chloropipo unicolor,Jet Manakin,jetman2,21621231,FALSE,pipra jednofarebná
Lepidothrix suavissima,Orange-bellied Manakin,orbman1,389407621,FALSE,pipra žltobruchá
Lepidothrix serena,White-fronted Manakin,whfman1,322192351,FALSE,pipra žltobruchá/bieločelá
Lepidothrix coronata,Blue-crowned Manakin,blcman1,34194,FALSE,pipra modrohlavá
Lepidothrix nattereri,Snow-capped Manakin,sncman1,203934621,FALSE,pipra čiapočkatá
Lepidothrix vilasboasi,Golden-crowned Manakin,gocman2,116087021,FALSE,pipra zlatá
Lepidothrix iris,Opal-crowned Manakin,opcman1,204022081,FALSE,pipra opálová
Lepidothrix isidorei,Blue-rumped Manakin,blrman1,246191,FALSE,pipra belasochrbtá
Lepidothrix coeruleocapilla,Cerulean-capped Manakin,cecman1,564408401,FALSE,pipra peruánska
Ilicura militaris,Pin-tailed Manakin,pitman1,491918701,FALSE,pipra hrotochvostá
Masius chrysopterus,Golden-winged Manakin,gowman1,227060531,FALSE,pipra ušatka
Corapipo leucorrhoa,White-ruffed Manakin,whbman2,190547731,FALSE,pipra náprsenková
Corapipo gutturalis,White-throated Manakin,whtman1,134423,FALSE,pipra bielohrdlá
Antilophia bokermanni,Araripe Manakin,araman1,203490401,FALSE,pipra rohatka
Antilophia galeata,Helmeted Manakin,helman1,89192,FALSE,pipra prilbatá
Chiroxiphia linearis,Long-tailed Manakin,lotman1,165015,FALSE,pipra dlhochvostá
Chiroxiphia lanceolata,Lance-tailed Manakin,latman1,7301,FALSE,pipra kopijník
Chiroxiphia pareola,Blue-backed Manakin,blbman1,490732201,FALSE,pipra modrochrbtá
Chiroxiphia boliviana,Yungas Manakin,yunman1,120924,FALSE,pipra bolívijská
Chiroxiphia caudata,Blue Manakin,swtman1,132910,FALSE,pipra modrá
Pipreola jucunda,Orange-breasted Fruiteater,orbfru1,611743532,FALSE,ovociar ohnivoprsý
Pipreola pulchra,Masked Fruiteater,masfru1,203890321,FALSE,ovociar maskový
COTINGIDAE,Cotingas,,,FALSE,
Ampelioides tschudii,Scaled Fruiteater,scafru1,110411,FALSE,ovociar šupinatý
Pipreola chlorolepidota,Fiery-throated Fruiteater,fitfru1,363416671,FALSE,ovociar malý
Pipreola squamipectus,Scaly-breasted Fruiteater,,,FALSE,
Pipreola frontalis,Scarlet-breasted Fruiteater,scbfru1,32740891,FALSE,ovociar rytiersky
Pipreola formosa,Handsome Fruiteater,hanfru1,387941151,FALSE,ovociar skvostný
Pipreola whitelyi,Red-banded Fruiteater,rebfru1,389024381,FALSE,ovociar obojkový
Pipreola lubomirskii,Black-chested Fruiteater,blcfru1,521888721,FALSE,ovociar Lubomirského
Pipreola aureopectus,Golden-breaste Fruiteater,gobfru1,384352971,FALSE,ovociar zlatoprsý
Pipreola arcuata,Barred Fruiteater,barfru1,107139,FALSE,ovociar pásikavý
Pipreola intermedia,Band-tailed Fruiteater,batfru1,642127477,FALSE,ovociar pruhochvostý
Pipreola riefferii,Green-and-black Fruiteater,gabfru1,253540751,FALSE,ovociar zeleno-čierny
Snowornis subalaris,Grey-tailed Piha,gytpih1,74783,FALSE,piha sivobruchá
Snowornis cryptolophus,Olivaceous Piha,olipih2,639925626,FALSE,piha žltobruchá
Carpornis cucullata,Hooded Berryeater,hoober2,112754,FALSE,piha kapucňová
Carpornis melanocephala,Black-headed Berryeater,bkhber1,128007,FALSE,piha čiernohlavá
Rupicola peruviana,Andean Cock-of-the-rock,andcot1,31883,TRUE,skalniak peruánsky
Rupicola rupicola,Guianan Cock-of-the-rock,gcoroc1,191836931,FALSE,skalniak pomarančový
Phoenicircus carnifex,Guianan Red Cotinga,gurcot1,388993411,FALSE,karmazínka guyanská
Phoenicircus nigricollis,Black-necked Red Cotinga,bnrcot1,112835,FALSE,karmazínka zamatová
Zaratornis stresemanni,White-cheeked Cotinga,whccot1,11079,FALSE,chocholiar imelový
Phytotoma rara,Rufous-tailed Plantcutter,rutpla1,203892661,FALSE,štepár širokozobý
PIPRIDAE,Manakins,,,FALSE,
Neopelma pallescens,Pale-bellied Tyrant-manakin,pbtman1,279881731,FALSE,manakin bledobruchý
Neopelma chrysocephalum,Saffron-crested Tyrant-manakin,sctman1,113148,FALSE,manakin zlatohlavý
Phytotoma raimondii,Peruvian Plantcutter,perpla1,238342,FALSE,štepár peruánsky
Phytotoma rutila,White-tipped Plantcutter,whtpla1,482685811,FALSE,štepár sivochrbtý
Phibalura flavirostris,Swallow-tailed Cotinga,swtcot1,612528574,FALSE,vidlochvost čiernohlavý
Phibalura boliviana,Apolo Cotinga,,,FALSE,
Doliornis sclateri,Bay-vented Cotinga,bavcot1,636416248,FALSE,chocholiar horský
Doliornis remseni,Chestnut-bellied Cotinga,chbcot1,178150931,FALSE,chocholiar hrdzavobruchý
Ampelion rubrocristatus,Red-crested Cotinga,reccot1,610127475,FALSE,chocholiar červenohrivý
Ampelion rufaxilla,Chestnut-crested Cotinga,chccot1,195280281,FALSE,chocholiar hnedohrivý
Haematoderus militaris,Crimson Fruitcrow,crifru1,34973,FALSE,vranuša brechavá
Querula purpurata,Purple-throated Fruitcrow,putfru1,203899751,FALSE,vranuša pioho
Pyroderus scutatus,Red-ruffed Fruitcrow,rerfru1,203948451,FALSE,vranuša pavao
Cephalopterus glabricollis,Bare-necked Umbrellabird,banumb1,389360721,FALSE,vranuša holokrká
Cephalopterus penduliger,Long-wattled Umbrellabird,lowumb1,194286701,TRUE,vranuša faraón
Cephalopterus ornatus,Amazonian Umbrellabird,amaumb1,49592741,FALSE,vranuša čierna
Perissocephalus tricolor,Capuchinbird,capuch1,204012931,FALSE,vranuša kapucínka
Lipaugus unirufus,Rufous Piha,rufpih1,57402,FALSE,kotinga hrdzavá
Lipaugus ater,Black-and-gold Cotinga,bagcot1,112776,FALSE,kotinga čierna
Lipaugus conditus,Grey-winged Cotinga,gywcot1,471496601,FALSE,kotinga sivokrídla
Lipaugus lanioides,Cinnamon-vented Piha,civpih1,278371131,FALSE,kotinga sivohlavá
Lipaugus streptophorus,Rose-collared Piha,rocpih1,382335321,FALSE,kotinga ružovokrká
Lipaugus vociferans,Screaming Piha,scrpih1,109968,TRUE,kotinga krikľavá
Lipaugus weberi,Chestnut-capped Piha,chcpih1,203965301,FALSE,kotinga hnedohlavá
Lipaugus fuscocinereus,Dusky Piha,duspih1,204023361,FALSE,kotinga tmavá
Lipaugus uropygialis,Scimitar-winged Piha,scwpih1,307368,FALSE,kotinga šabľokrídla
Procnias albus,White Bellbird,whibel2,62824,FALSE,zvonec cencúľový
Procnias tricarunculatus,Three-wattled Bellbird,thwbel,360756721,FALSE,zvonec bielohlavý
Procnias nudicollis,Bare-throated Bellbird,batbel1,115299,FALSE,zvonec holohrdlý
Procnias averano,Bearded Bellbird,beabel1,7286,FALSE,zvonec araponga
Cotinga maynana,Plum-throated Cotinga,pltcot1,108214041,FALSE,kotinga slivkovohrdlá
Cotinga cayana,Spangled Cotinga,spacot1,255359,FALSE,kotinga škvrnitá
Cotinga amabilis,Lovely Cotinga,lovcot1,297385321,FALSE,kotinga pôvabná
Cotinga nattererii,Blue Cotinga,blucot1,127429841,FALSE,kotinga modrá
Cotinga ridgwayi,Turquoise Cotinga,turcot1,225341171,FALSE,kotinga tyrkysová
Cotinga maculata,Banded Cotinga,bancot1,,FALSE,kotinga kolohrivá
Cotinga cotinga,Purple-breasted Cotinga,pubcot1,126725,FALSE,kotinga azúrová
Porphyrolaema porphyrolaema,Purple-throated Cotinga,putcot1,31739,FALSE,kotinga bielobruchá
Conioptilon mcilhennyi,Black-faced Cotinga,blfcot1,479717291,FALSE,kotinga čiernolíca
Gymnoderus foetidus,Bare-necked Fruitcrow,banfru1,55850,FALSE,kotinga nahohrdlá
Xipholena punicea,Pompadour Cotinga,pomcot1,39446,FALSE,kotinga šarlátová
Xipholena lamellipennis,White-tailed Cotinga,whtcot1,428564911,FALSE,kotinga bielochvostá
Xipholena atropurpura,White-winged Cotinga,whwcot1,614871747,FALSE,
Carpodectes hopkei,Black-tipped Cotinga,bltcot1,245912,FALSE,kotinga biela
Carpodectes antoniae,Yellow-billed Cotinga,yebcot1,,FALSE,kotinga žltozobá
Carpodectes nitidus,Snowy Cotinga,snocot1,,FALSE,kotinga snehobiela
Pachyramphus validus,Crested Becard,crebec1,618962106,FALSE,tityra veľkozobá
Pachyramphus surinamus,Glossy-backed Becard,glbbec1,203918941,FALSE,tityra lesklá
Pachyramphus cinnamomeus,Cinnamon Becard,cinbec1,184774,FALSE,tityra škoricová
Pachyramphus castaneus,Chestnut-crowned Becard,chcbec1,62573,FALSE,tityra gaštanová
Pachyramphus uropygialis,Western Grey-collared Becard,,,FALSE,
Pachyramphus major,Eastern Grey-collared Becard,grcbec1,32239161,FALSE,tityra sivokrká
Pachyramphus marginatus,Black-capped Becard,blcbec1,372074341,FALSE,tityra čiapočkatá
Pachyramphus polychopterus,White-winged Becard,whwbec1,7272,FALSE,tityra smútočná
Pachyramphus albogriseus,Black-and-white Becard,bawbec7,558676841,FALSE,tityra hôrna/štíhlozobá
Schiffornis major,Varzea Schiffornis,varsch1,29276,FALSE,koturla škoricová
Schiffornis virescens,Greenish Schiffornis,gresch2,19354,FALSE,koturla zelenkavá
Schiffornis olivacea,Olivaceous Mourner,thlsch7,306731531,FALSE,koturla olivová
Schiffornis stenorhyncha,Russet-winged Mourner,thlsch4,65798,FALSE,koturla úzkozobá
Schiffornis turdina,Brown-winged Mourner,thlsch3,87826,FALSE,koturla drozdia
Schiffornis aenea,Foothill Mourner,thlsch8,79747,FALSE,koturla bronzová
Schiffornis veraepacis,Northern Mourner,thlsch2,162409561,FALSE,koturla hnedá
Laniocera rufescens,Speckled Mourner,spemou1,616285718,FALSE,koturla vlnkovaná
Laniocera hypopyrra,Cinereous Mourner,cinmou1,364636701,FALSE,koturla popolavá
Laniisoma buckleyi,Andean Mourner,shlcot2,609417579,FALSE,koturla andská
Laniisoma elegans,Elegant Mourner,shlcot3,238437151,FALSE,koturla pôvabná
TYRANNIDAE,Tyrant-flycatchers,,,FALSE,
Calyptura cristata,Kinglet Calyptura,kincal1,,FALSE,princík pestrý
Neopipo cinnamomea,Cinnamon Tyrant,cinmat1,203934151,FALSE,škoričiar zlatohlavý
Platyrinchus saturatus,Cinnamon-crested Spadebill,cicspa1,126818,FALSE,pluhárik amazonský
Platyrinchus cancrominus,Stub-tailed Spadebill,sttspa1,184563481,FALSE,pluhárik krátkochvostý
Platyrinchus albogularis,Western White-throated Spadebill,,,FALSE,pluhárik fúzatý (skup.)
Platyrinchus mystaceus,EasternWhite-throated Spadebill,whtspa1,57925,FALSE,pluhárik bielohrdlý
Platyrinchus coronatus,Golden-crowned Spadebill,gocspa1,388745341,FALSE,pluhárik zlatohlavý
Platyrinchus flavigullaris,Yellow-throated Spadebill,yetspa1,203933871,FALSE,
Platyrinchus platyrhynchos,White-crested Spadebill,whcspa1,388347741,FALSE,pluhárik striebrohlavý
Platyrinchus leucoryphus,Russet-winged Spadebill,ruwspa1,621962303,FALSE,pluhárik hrdzavokrídly
Piprites griseiceps,Grey-headed Piprites,grhpip1,264351871,FALSE,piprita sivohlavá
Piprites chloris,Wing-barred Piprites,wibpip1,383797341,FALSE,piprita zelenkavá
Piprites pileata,Black-capped Piprites,bkcpip1,38220841,FALSE,piprita čiernohlavá
Tachuris rubrigastra,Many-colored Rush-tyrant,mcrtyr1,237506,FALSE,tanču pestrý
Pseudotriccus pelzelni,Bronze-olive Pygmy-tyrant,boptyr1,21622561,FALSE,kariča bronzová
Pseudotriccus simplex,Hazel-fronted Pygmy-tyrant,hfptyr1,455422401,FALSE,kariča hnedočelá
Pseudotriccus ruficeps,Rufous-headed Pygmy-tyrant,rhptyr1,203701061,FALSE,kariča červenohlavá
Corythopis torqatus,Ringed Antpipit,rinant2,203931121,FALSE,
Corythopis delalandi,Southern Antpipit,souant1,312754371,FALSE,kariča hnedochrbtá
Phylloscartes flavovirens,Yellow-green Tyrannulet,yegtyr1,632838754,FALSE,kariča žltozelená
