Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,dk
Lonchura stygia,Black Mannikin,blamun1,,FALSE,Hadesnonne
Lonchura teerinki,Black-breasted Mannikin,blbmun1,,FALSE,Sortbrystet Sivfinke
Lonchura monticola,Alpine Mannikin,alpmun1,118941641,FALSE,Bjergsivfinke
Lonchura montana,Snow Mountain Mannikin,snmmun1,,FALSE,Højlandssivfinke
Lonchura melaena,Buff-bellied Mannikin,bismun1,651259943,FALSE,Tyknæbssivfinke
Lonchura fuscata,Timor Sparrow,timspa4,,FALSE,Timorrisfugl
Lonchura oryzivora,Java Sparrow,javspa,190288771,FALSE,Risfugl
Heteromunia pectoralis,Pictorella Mannikin,picmun1,477573181,FALSE,Hvidbrystet Sivfinke
Stagonopleura bella,Beautiful Firetail,beafir1,629214683,FALSE,Ildhalefinke
Stagonopleura oculata,Red-eared Firetail,reefir1,613201727,FALSE,Rødøret Finke
Stagonopleura guttata,Diamond Firetail,diafir1,639852712,FALSE,Diamantfinke
Oreostruthus fuliginosus,Mountain Firetail,moufir1,139570,FALSE,Ny Guinea-bjergfinke
Emblema pictum,Painted Finch,paifir1,203888381,FALSE,Malet Astrild
Neochmia temporalis,Red-browed Finch,rebfir1,164314,FALSE,Tornastrild
Neochmia phaeton,Black-bellied Crimson Finch,crifin1,203978111,FALSE,Solastrild
Neochmia evangelinae,White-bellied Crimson Finch,,,FALSE,
Neochmia ruficauda,Star Finch,stafin1,641039458,FALSE,Sivastrild
Neochmia modesta,Plum-headed Finch,plhfin1,633151986,FALSE,Ceresastrild
Poephila personata,Masked Finch,masfin1,640046075,FALSE,Maskebæltefinke
Poephila acuticauda,Long-tailed Finch,lotfin1,62824011,FALSE,Spidshalet Bæltefinke
Poephila cincta,Black-throated Finch,bltfin1,203886871,FALSE,Korthalet Bæltefinke
Taeniopygia guttata,Timor Zebra Finch,zebfin2,464320071,FALSE,Zebrafinke
Taeniopygia castanotis,Australian Zebra Finch,chefin1,464320071,TRUE,Australsk Zebrafinke
Taeniopygia bichenovii,Double-barred Finch,dobfin1,389666891,FALSE,Ringastrild
Erythrura hyperythra,Tawny-breasted Parrotfinch,tabpar1,69810671,FALSE,Bambuspapegøjeamadine
Erythrura prasina,Pin-tailed Parrotfinch,pitpar1,509850961,FALSE,Løggrøn Papegøjeamadine
Erythrura viridifacies,Greed-faced Parrotfinch,grfpar1,204007041,FALSE,Manila-papegøjeamadine
Erythrura tricolor,Tricoloued Parrotfinch,tripar1,637195124,FALSE,Blågrøn Papegøjeamadine
Erythrura coloria,Red-eared Parrotfinch,reepar2,651787084,FALSE,Mangefarvet Papegøjeamadine
Erythrura trichroa,Blue-faced Parrotfinch,blfpar3,609065531,FALSE,Blåhovedet Papegøjeamadine
Erythrura papuana,Papuan Parrotfinch,pappar1,,FALSE,Papuapapegøjeamadine
Erythrura psittacea,Red-throated Parrotfinch,retpar3,173400741,FALSE,Rødhovedet Papegøjeamadine
Erythrura cyaneovirens,Red-headed Parrotfinch,roypar1,139944,FALSE,Korthalet Papegøjeamadine
Erythrura pealii,Fiji Parrotfinch,fijpar1,633943464,FALSE,Fijipapegøjeamadine
Erythrura kleinschmidti,Pink-billed Parrotfinch,pibpar1,,FALSE,Vitilevu-papegøjeamadine
Erythrura gouldiae,Gould’s Finch,goufin3,614381559,TRUE,Gouldsamadine
ESTRILDIDAE,Waxbills,,,FALSE,
Lagonosticta rara,Black-bellied Firefinch,blbfir1,403768141,FALSE,Sortbuget Amarant
Lagonosticta rufopicta,Bar-breasted Firefinch,babfir1,203943551,FALSE,Punktamarant
Lagonosticta nitidula,Brown Firefinch,brnfir1,621629452,FALSE,Stor Punktamarant
Lagonosticta senegala,Red-billed Firefinch,rebfir2,31373721,FALSE,Amarant
Lagonosticta sanguinodorsalis,Rock Firefinch,rocfir1,465297971,FALSE,Josamarant
Lagonosticta umbrinodorsalis,Chad Firefinch,reifir1,,FALSE,Chadamarant
Lagonosticta rhodopareia,Jameson's Firefinch,jamfir1,438874641,FALSE,Rosenamarant
Lagonosticta virata,Mali Firefinch,malfir1,650429853,FALSE,Maliamarant
Lagonosticta rubricata,African Firefinch,afffin,203936881,FALSE,Mørkerød Amarant
Lagonosticta vinacea,Vinaceous Firefinch,,,FALSE,Lys Vinamarant
Lagonosticta nigricollis,Grey Firefinch,,,FALSE,
Lagonosticta larvata,Ethiopian Firefinch,bkffir1,315134621,FALSE,Maskeamarant
Clytospiza monteiri,Brown Twinspot,brotwi1,648622777,FALSE,Brun Dråbeastrild
Pytilia lineata,Red-billed Pytilia,rebpyt1,,FALSE,Auroraastrild
Pytilia phoenicoptera,Red-winged Pytilia,rewpyt1,,FALSE,Auroraastrild
Pytilia afra,Orange-winged Pytilia,orwpyt1,617831645,FALSE,Wienerastrild
Pytilia hypogrammica,Yellow-winged Pytilia,refpyt1,,FALSE,Rødmasket Astrild
Pytilia melba,Green-winged Pytilia,grwpyt1,609066757,FALSE,Broget Astrild
Hypargos margaritatus,Pink-throated Twinspot,pittwi1,203938411,FALSE,Perleastrild
Hypargos niveoguttatus,Red-throated Twinspot,pettwi1,194113931,FALSE,Rød Dråbeastrild
Euschistospiza dybowskii,Dybowski's Twinspot,dybtwi1,140976,FALSE,Dybowskis Dråbeastrild
Euschistospiza cinereovinacea,Dusky Twinspot,dustwi1,112521431,FALSE,Skifergrå Astrild
Granatina granatina,Violet-eared Waxbill,viewax1,340823911,FALSE,Granatastrild
Granatina ianthinogaster,Purple Grenadier,purgre2,280255,FALSE,Violbuget Granatastrild
Uraeginthus angolensis,Blue-breasted Cordon-bleu,bubcor1,629340877,FALSE,Angolasommerfuglefinke
Uraeginthus bengalus,Red-cheeked Cordon-bleu,reccor,643443944,FALSE,Sommerfuglefinke
Uraeginthus cyanocephalus,Blue-capped Cordon-bleu,blccor1,280122,FALSE,Blåhovedet Sommerfuglefinke
Spermophaga poliogenys,Grant's Bluebill,grablu1,527792961,FALSE,Rødgumpet Frøknækker
Spermophaga haematina,Western Bluebill,wesblu1,204022421,FALSE,Rødbrystet Frøknækker
Spermophaga ruficapilla,Red-headed Bluebill,rehblu1,203915471,FALSE,Rødhovedet Frøknækker
Pyrenestes ostrinus,Black-breasted Seedcracker,blbsee1,310597,FALSE,Frøknækker
Pyrenestes sanguineus,Crimson Seedcracker,crisee1,310594,FALSE,Karminfrøknækker
Pyrenestes minor,Lesser Seedcracker,lessee1,652691258,FALSE,Lille Frøknækker
Estrilda caerulescens,Lavender Waxbill,lavwax,451835171,FALSE,Rødhalet Astrild
Estrilda perreini,Black-tailed Waxbill,bltwax1,280008,FALSE,Sorthalet Astrild
Estrilda thomensis,Cinderella Waxbill,cinwax1,621504774,FALSE,São Tomé-astrild
Estrilda poliopareia,Anambra Waxbill,anawax1,,FALSE,Anambraastrild
Estrilda paludicola,Fawn-breasted Waxbill,fabwax1,611833673,FALSE,Sumpastrild
Estrilda melpoda,Orange-cheeked Waxbill,orcwax,204013601,FALSE,Orangekindet Astrild
Estrilda rhodopyga,Crimson-rumped Waxbill,crrwax1,276185,FALSE,Tøjleastrild
Estrilda rufibarba,Arabian Waxbill,arawax1,203934371,FALSE,Yemenastrild
Estrilda troglodytes,Black-rumped Waxbill,bkrwax,643695229,FALSE,Gråastrild
Estrilda astrild,Common Waxbill,comwax,623793794,FALSE,Helenaastrild
Estrilda nigroloris,Black-lored Waxbill,blfwax1,,FALSE,
Estrilda nonnula,Black-crowned Waxbill,blcwax2,66049,FALSE,Nonneastrild
Estrilda atricapilla,Black-headed Waxbill,blhwax1,1561,FALSE,Sortkappet Astrild
Estrilda kandti,Kandt's Waxbill,kanwax1,549601411,FALSE,Sortkronet Astrild
Estrilda charmosyna,Black-cheeked Waxbill,rerwax1,28225501,FALSE,Feastrild
Estrilda erythronotos,Black-faced Waxbill,blcwax1,280254,FALSE,
Mandingoa nitidula,Green Twinspot,grbtwi1,278884,FALSE,Grøn Dråbeastrild
Cryptospiza reichenovii,Red-faced Crimsonwing,rfcwin1,652894756,FALSE,Bjergastrild
Cryptospiza salvadorii,Abyssinian Crimsonwing,abcwin1,299925691,FALSE,Salvadoribjergastrild
Cryptospiza jacksoni,Dusky Crimsonwing,ducwin1,1251,FALSE,Skifergrå Bjergastrild
Cryptospiza shelleyi,Shelley's Crimsonwing,shcwin1,,FALSE,Stor Bjergastrild
Coccopygia bocagei,Angola Waxbill,swewax1,398992711,FALSE,Gulbuget Astrild
Coccopygia melanotis,Swee Waxbill,swewax3,212069801,FALSE,Sortkindet Astrild
Coccopygia quartinia,Yellow-bellied Waxbill,yebwax2,94648,FALSE,Grønrygget Astrild
Nesocharis shelleyi,Shelley's Oliveback,fepoli1,91004151,FALSE,Mejseastrild
Nesocharis ansorgei,White-collared Oliveback,whcoli1,638741797,FALSE,Gulbrystet Mejseastrild
Nesocharis capistrata,Grey-headed Oliveback,,,FALSE,Gråhovedet Mejseastrild
Nigrita fusconotus,White-breasted Negrofinch,whbneg2,242754471,FALSE,Hvidbrystet Skovastrild
Nigrita bicolor,Chestnut-breasted Negrofinch,chbneg1,438250771,FALSE,Brunbrystet Skovastrild
Nigrita luteifrons,Pale-fronted Negrofinch,pafneg1,486045921,FALSE,Gulpandet Skovastrild
Nigrita canicapillus,Grey-headed Negrofinch,gyhneg1,617146460,FALSE,Skovastrild
Parmoptila woodhousei,Woodhouse's Antpecker,wooant1,541575331,FALSE,Myreastrild
Parmoptila rubrifrons,Red-fronted Antpecker,refant1,636181988,FALSE,Rødpandet Myreastrild
Parmoptila jamesoni,Jameson's Antpecker,jamant1,468706571,FALSE,Østlig Myreastrild
Amadina erythrocephala,Red-headed Finch,rehfin1,277968,FALSE,Rødhovedet Amadine
Amadina fasciata,Cut-throat Finch,cutthr1,280117,FALSE,Båndfinke
Ortygospiza atricollis,African Quailfinch,quailf1,31365931,FALSE,Vagtelastrild
Amandava amandava,Red Avadavat,redava,318842151,TRUE,Tigerfinke
Amandava formosa,Green Avadavat,grnava1,613337306,FALSE,Olivengrøn Astrild
Amandava subflava,Zebra Waxbill,zebwax2,203981191,FALSE,Guldbrystet Astrild
Paludipasser locustella,Locust Finch,locust3,614489487,FALSE,Rødvinget Vagtelastrild
VIDUIDAE,Whydahs and Indigobirds,,,FALSE,
Vidua macroura,Pin-tailed Whydah,pitwhy,594243381,FALSE,Dominikanerenke
Vidua paradisaea,Long-tailed Paradise-whydah,eapwhy1,552937331,FALSE,Paradisenke
Vidua obtusa,Broad-tailed Paradise-whydah,btpwhy1,310732,FALSE,Korthalet Paradisenke
Vidua orientalis,Sahel Paradise-whydah,nopwhy1,138404711,FALSE,Bredhalet Paradisenke
Vidua interjecta,Exclamatory Paradise-whydah,ltpwhy1,,FALSE,Langhalet Paradisenke
Vidua hypocherina,Steel-blue Whydah,stbwhy1,449010461,FALSE,Langhalet Atlaskfinke
Vidua regia,Shaft-tailed Whydah,shtwhy1,277952,FALSE,Kongevidafinke
Vidua fischeri,Straw-tailed Whydah,sttwhy1,55985,FALSE,Stråvidafinke
Vidua togoensis,Togo Paradise-whydah,topwhy1,,FALSE,Togoparadisenke
Vidua wilsoni,Wilson's Indigobird,pawind1,21640131,FALSE,Lysvinget Atlaskfinke
Vidua larvaticola,Barka Indigobird,bakind1,21640251,FALSE,Barka-atlaskfinke
Vidua maryae,Jos Plateau Indigobird,jopind1,,FALSE,Jos-atlaskfinke
Vidua camerunensis,Cameroon Indigobird,camind1,310730,FALSE,Camerounatlaskfinke
Vidua nigeriae,Quailfinch Indigobird,quaind1,,FALSE,Vagtelatlaskfinke
Vidua raricola,Jambandu Indigobird,jamind1,527018621,FALSE,Jambandu-atlaskfinke
Vidua codringtoni,Green Indigobird,greind1,631845940,FALSE,Grønsort Atlaskfinke
Vidua funerea,Dusky Indigobird,varind1,49661,FALSE,Sort Atlaskfinke
Vidua chalybeata,Village Indigobird,vilind,204005381,FALSE,Atlaskfinke
Vidua purpurascens,Purple Indigobird,purind1,275453,FALSE,Purpuratlaskfinke
Anomalospiza imbebris,Cuckoo-finch,,,FALSE,
Anthus spinoletta,Water Pipit,watpip1,502082531,FALSE,Bjergpiber
Anthus petrosus,Rock Pipit,rocpip1,181646,FALSE,Skærpiber
A. p. littoralis,Scandinavian Rock Pipit,,,FALSE,
Anthus furcatus,Short-billed Pipit,shbpip1,109447351,FALSE,Bolivia Punapiber/Punapiber
Anthus lutescens,Yellowish Pipit,yelpip2,190899431,FALSE,
Anthus peruvianus,Peruvian Pipit,yelpip3,353815251,FALSE,Peru Piber
Anthus chacoensis,Pampas Pipit,chapip1,203960021,FALSE,Chacopiber
Anthus spragueii,Sprague's Pipit,sprpip,32362921,TRUE,Præriepiber
Anthus hellmayri,Hellmayr's Pipit,helpip1,203695491,FALSE,Pampaspiber
Anthus bogotensis,Paramo Pipit,parpip1,272310861,FALSE,Paramopiber
Anthus nattereri,Ochre-breasted Pipit,ocbpip1,19991,FALSE,Okkerbrystet Piber
Anthus correndera,Correndera Pipit,corpip1,613422263,TRUE,Correnderapiber
Anthus antarcticus,South Georgia Pipit,sogpip1,204018291,FALSE,Sydgeorgisk Piber
Anthus sylvanus,Upland Pipit,uplpip1,647684721,FALSE,Himalayapiber
Anthus nilghiriensis,Nilgiri Pipit,nilpip1,203951971,FALSE,Nilgiripiber
Anthus hoeschi,Mountain Pipit,moupip1,630295665,FALSE,Kappiber
Anthus crenatus,Yellow-tufted Pipit,yetpip1,203939781,FALSE,Stenpiber
Anthus lineiventris,Striped Pipit,strpip1,79984,FALSE,Grovstribet Piber
Anthus richardi,Richard's Pipit,ricpip1,648538647,FALSE,Storpiber
Anthus rufulus,Paddyfield Pipit,oripip1,148799311,FALSE,Orientstorpiber
Anthus novaeseelandiae,Australasian Pipit,auspip3,383233701,TRUE,Newzealandsk Storpiber
Anthus nyassae,Woodland Pipit,woopip1,618496154,FALSE,Malawipiber
Anthus godlewskii,Blyth's Pipit,blypip1,620664188,FALSE,Mongolsk Piber
Anthus leucophrys,Plain-backed Pipit,plbpip1,1388,FALSE,Afrikansk Storpiber
Anthus berthelotii,Berthelot's Pipit,berpip1,203887161,FALSE,Kanarisk Piber
Anthus campestris,Tawny Pipit,tawpip1,258861351,FALSE,Markpiber
Anthus cinnamomeus,African Pipit,afrpip1,278586,FALSE,Savannepiber
A. c. latistriatus,Jackson's Pipit,,,FALSE,
Anthus vaalensis,Buffy Pipit,bufpip1,402598001,FALSE,Gråbrun Piber
Anthus similis,Long-billed Pipit,lobpip1,449411741,FALSE,Langnæbbet Piber
Anthus melindae,Malindi Pipit,malpip1,626021474,FALSE,Malindipiber
Anthus pallidiventris,Long-legged Pipit,lolpip1,626037561,FALSE,Langbenet Piber
Anthus gutturalis,Alpine Pipit,alppip1,100481,FALSE,Papuapiber
Madanga ruficollis,Madanga,rtweye1,,FALSE,Brunstrubet Brillefugl
Macronyx flavicollis,Abyssinian Longclaw,abylon1,31365651,FALSE,Etiopisk Sporepiber
Macronyx fuellebornii,Fülleborn's Longclaw,fuelon2,614490101,FALSE,Gulstrubet Sporepiber
Macronyx capensis,Cape Longclaw,ortlon1,608794433,FALSE,Kapsporepiber
Macronyx croceus,Yellow-throated Longclaw,yetlon1,1327,FALSE,Gulbrystet Sporepiber
Macronyx aurantiigula,Pangani Longclaw,panlon1,249023051,FALSE,Panganisporepiber
Macronyx ameliae,Rosy-throated Longclaw,rotlon1,440297081,FALSE,Rosasporepiber
Macronyx grimwoodi,Grimwood's Longclaw,grilon1,586942561,FALSE,Angolasporepiber
Macronyx sharpei,Sharpe's Longclaw,shalon1,625871643,FALSE,Kenyasporepiber
Hemimacronyx chloris,Yellow-breasted Pipit,yebpip2,276041,FALSE,Gulbrystet Piber
Tmetothylacus tenellus,Golden Pipit,golpip1,625989557,FALSE,Guldpiber
Motacilla flaviventris,Madagascar Wagtail,madwag1,504227021,FALSE,Madagaskarvipstjert
Motacilla clara,Mountain Wagtail,mouwag1,33652901,FALSE,Afrikansk Bjergvipstjert
Motacilla capensis,Cape Wagtail,capwag1,109764471,FALSE,Kapvipstjert
Motacilla flava,Western Yellow Wagtail,eaywag1,27831181,TRUE,Gul Vipstjert/Østlig Gul Vipstjert
M. f. thunbergi,Grey-headed Wagtail,,,FALSE,
M. f. flavissima,British Yellow Wagtail,,,FALSE,
M. f. flava,Blue-headed Wagtail,,,FALSE,
M. f. beema,Sykes's Wagtail,,,FALSE,
M. f. lutea,Yellow-headed Wagtail,,,FALSE,
M. f. feldegg,Black-headed Wagtail,,,FALSE,
M. f. leucocephala,White-headed Wagtail,,,FALSE,
M. f. iberiae,Iberian Yellow Wagtail,,,FALSE,
M. f. cinereocapilla,Ashy-headed Wagtail,,,FALSE,
M. f. pygmaea,Egyptian Yellow Wagtail,,,FALSE,
Motacilla aguimp,African Pied Wagtail,afpwag1,8640,FALSE,Afrikansk Vipstjert
Motacilla cinerea,Grey Wagtail,grywag,286685431,TRUE,Bjergvipstjert
Motacilla citreola,Citrine Wagtail,citwag,433588361,FALSE,Citronvipstjert
Motacilla tschutschensis,Eastern Yellow Wagtail,eaywag,611658842,FALSE,Gul Vipstjert/Østlig Gul Vipstjert
Motacilla maderaspatensis,White-browed Wagtail,whbwag1,384942711,FALSE,Indisk Vipstjert
Motacilla samveasnae,Mekong Wagtail,mekwag1,203914831,FALSE,Mekongvipstjert
Motacilla grandis,Japanese Wagtail,japwag1,203968901,FALSE,Japansk Vipstjert
Motacilla alba,White Wagtail,whiwag,477895331,TRUE,Hvid Hvipstjert
M. a. yarrellii,British Pied Wagtail,,,FALSE,
M. a. subpersonata,Moroccan Wagtail,,,FALSE,
M. a. personata,Masked Wagtail,,,FALSE,
Amaurocichla bocagii,Sao Tome Short-tail,boclon2,640379612,FALSE,Korthale
PASSERIDAE,Old World Sparrows,,,FALSE,
Passer ammodendri,Saxaul Sparrow,saxspa1,203961501,FALSE,Saxaulspurv
Passer domesticus,House Sparrow,houspa,231711901,TRUE,Gråspurv
Passer italiae,Italian Sparrow,itaspa1,618503965,TRUE,Italiensk Spurv
Passer hispanoliensis,Spanish Sparrow,spaspa1,351070861,FALSE,
Passer pyrrhonotus,Sind Sparrow,sinspa1,204023831,FALSE,Indusspurv
Passer castanopterus,Somali Sparrow,somspa1,446238051,FALSE,Somalispurv
Passer cinnamomeus,Russet Sparrow,russpa2,175304931,FALSE,Rødbrun Spurv
Passer flaveolus,Pegu Sparrow,plbspa1,446570291,FALSE,Peguspurv
Passer moabiticus,Dead Sea Sparrow,desspa1,203892171,FALSE,Dødehavsspurv
P. m. yatii,Afghan Sparrow,,,FALSE,
Passer iagoensis,Cape Verde Sparrow,cavspa1,203884451,FALSE,Kap Verde-spurv
Passer motitensis,Great Sparrow,grrspa1,277623,FALSE,Rustspurv
Passer insularis,Socotra Sparrow,socspa1,638434791,FALSE,Socotraspurv
Passer hemileucus,Abd al Kuri Sparrow,aakspa1,,FALSE,Abd al Kuri-spurv
Passer cordofanicus,Kordofan Sparrow,korspa1,,FALSE,Kordofanspurv
Passer shelleyi,White Nile Sparrow,shrspa1,313487851,FALSE,Rift Valley-spurv
Passer rufocinctus,Kenya Sparrow,kerspa2,619517446,FALSE,Kenyaspurv
Passer melanurus,Cape Sparrow,capspa1,607871501,FALSE,Kapspurv
Passer swainsonii,Swainson's Sparrow,swaspa2,33652491,FALSE,Etioperspurv
Passer gongonensis,Parrot-billed Sparrow,pabspa1,616536893,FALSE,Tyknæbbet Spurv
Passer suahelicus,Swahili Sparrow,swaspa1,280138,FALSE,Swahilispurv
Passer griseus,Northern Grey-headed Sparrow,gyhspa1,636088374,FALSE,Gråhovedet Spurv
Passer diffusus,Southern Grey-headed Sparrow,sghspa2,609054905,FALSE,Angolaspurv
Passer simplex,Desert Sparrow,desspa3,203915571,FALSE,Ørkenspurv
Passer zarudnyi,Zarudny's Sparrow,desspa4,637522160,FALSE,Asiatisk Ørkenspurv
Passer montanus,Eurasian Tree Sparrow,eutspa,70906781,TRUE,Skovspurv
Passer luteus,Sudan Golden Sparrow,sugspa1,146762041,FALSE,Sahelspurv
Passer euchlorus,Arabian Golden Sparrow,argspa2,631663820,FALSE,Gyldenspurv
Passer eminibey,Chestnut Sparrow,chespa1,31284851,FALSE,Kastanjebrun Spurv
Carpospiza brachydactyla,Pale Sparrow,palroc1,554898981,FALSE,Lys Stenspurv
Petronia petronia,Rock Sparrow,rocpet1,459102331,FALSE,Stenspurv
Gymnoris superciliaris,Yellow-throated Bush-sparrow,yetpet1,645387501,FALSE,Hvidbrynet Stenspurv
Gymnoris dentata,Sahel Bush-sparrow,buspet1,286983361,FALSE,Lille Stenspurv
Gymnoris pyrgita,Yellow-spotted Bush-sparrow,yespet1,329023991,FALSE,Sahelstenspurv
Gymnoris xanthocollis,Chestnut-shouldered Bush-sparrow,chspet1,203921401,FALSE,Gulstrubet Stenspurv
Montifringilla henrici,Tibetan Snowfinch,tibsno2,413857311,FALSE,Tibetsnefinke
Montifringilla nivalis,White-winged Snowfinch,whwsno1,632864183,FALSE,Snefinke
Montifringilla adamsi,Black-winged Snowfinch,blwsno1,622873354,FALSE,Himalayasnefinke
Onychostruthus taczanowskii,White-rumped Snowfinch,whrsno1,204009501,FALSE,Hvidgumpet Snefinke
Pyrgilauda ruficollis,Rufous-necked Snowfinch,runsno1,618714082,FALSE,Rustnakket Snefinke
Pyrgilauda davidiana,Small Snowfinch,pedsno1,204009381,FALSE,Lille Snefinke
Pyrgilauda blanfordi,Plain-backed Snowfinch,blasno1,204011441,FALSE,Maskesnefinke
Pyrgilauda theresae,Afgan Snowfinch,afgsno1,310000,FALSE,Afghansk Snefinke
Hypocryptadius cinnamomeus,Cinnamon Ibon,cinwhe1,316,FALSE,Brun Brillefugl
MOTACILLIDAE,Wagtails Pipits,,,FALSE,
Dendronanthus indicus,Forest Wagtail,forwag1,590592451,FALSE,Skovvipstjert
Anthus sokokensis,Sokoke Pipit,sokpip1,650333837,FALSE,Sokokepiber
Anthus brachyurus,Short-tailed Pipit,shtpip1,611666079,FALSE,Korthalet Piber
Anthus caffer,Bush Pipit,buspip1,612781002,FALSE,Buskpiber
Anthus gustavi,Pechora Pipit,pecpip,610852181,FALSE,Tundrapiber
A. g. gustavi,Pechora Pipit,pecpip,610852181,FALSE,
Anthus trivialis,Tree Pipit,trepip,327530591,TRUE,Skovpiber
Anthus hodgsoni,Olive-backed Pipit,olbpip,204011521,FALSE,Tajgapiber
Anthus cervinus,Red-throated Pipit,retpip,105855,FALSE,Rødstrubet Piber
Anthus roseatus,Rosy Pipit,rospip1,460684571,FALSE,Rosapiber
Anthus rubescens,Buff-bellied Pipit,amepip,126269331,FALSE,Amerikansk Hedepiber
A. r. japonicus,Buff-bellied Pipit,,,FALSE,
A. r. rubescens,American Pipit,amepip,126269331,FALSE,
Anthus pratensis,Meadow Pipit,meapip1,203693581,TRUE,Engpiber
FRINGILLIDAE,Finches,,,FALSE,
Fringilla coelebs,Common Chaffinch,comcha,234883481,TRUE,Bogfinke
Fringilla teydea,Tenerife Blue Chaffinch,blucha2,77751771,FALSE,Blå Bogfinke
Fringilla polatzeki,Gran Canaria Blue Chaffinch,blucha3,423388991,FALSE,Kanarisk Blå Bogfinke
Fringilla montifringilla,Brambling,brambl,64398651,TRUE,Kvækerfinke
Chlorophonia flavirostris,Yellow-collared Chlorophonia,yecchl1,203956421,FALSE,Gulnæbbet Organist
Chlorophonia cyanea,Blue-naped Chlorophonia,blnchl1,387406551,FALSE,Blårygget Organist
Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,chbchl1,46892851,FALSE,Brunbuget Organist
Chlorophonia occipitalis,Blue-crowned Chlorophonia,blcchl1,291700,FALSE,Blåisset Organist
Chlorophonia callophrys,Golden-browed Chlorophonia,gobchl1,445067301,FALSE,Gyldenbrynet Organist
Euphonia jamaica,Jamaican Euphonia,jameup1,164921,FALSE,Jamaicaeuphonia
Euphonia plumbea,Plumbeous Euphonia,plueup1,306728401,FALSE,Blygrå Euphonia
Euphonia affinis,Scrub Euphonia,screup1,220498781,FALSE,Krateuphonia
Euphonia luteicapilla,Yellow-crowned Euphonia,yeceup1,16264,FALSE,Gulkronet Euphonia
Euphonia chlorotica,Purple-throated Euphonia,puteup1,517809671,FALSE,Purpurstrubet Euphonia
Euphonia trinitatis,Trinidad Euphonia,trieup1,203934311,FALSE,Trinidadeuphonia
Euphonia concinna,Velvet-fronted Euphonia,vefeup1,90318751,FALSE,Fløjlspandet Euphonia
Euphonia saturata,Orange-crowned Euphonia,orceup1,80974,FALSE,Orangekronet Euphonia
Euphonia finschi,Finsch's Euphonia,fineup1,72392,FALSE,Orangeisset Euphonia
Euphonia violacea,Violaceous Euphonia,vioeup1,113053,FALSE,Violblå Euphonia
Euphonia laniirostris,Thick-billed Euphonia,thbeup1,625324343,FALSE,Tyknæbseuphonia
Euphonia hirundinacea,Yellow-throated Euphonia,yeteup1,168206141,FALSE,Gulpandet Euphonia
Euphonia chalybea,Green-chinned Euphonia,gnteup1,203915101,FALSE,Stålblå Euphonia
Euphonia elegantissima,Elegant Euphonia,eleeup1,141451911,FALSE,Pragteuphonia
Euphonia cyanocephala,Golden-rumped Euphonia,goreup1,609321164,FALSE,Sortpandet Euphonia
Euphonia musica,Hispaniolan Euphonia,anteup2,163166581,FALSE,
Euphonia sclateri,Puerto Rican Euphonia,anteup3,204013381,FALSE,Puerto Rico-antileuphonia
Euphonia flavifrons,Lesser Antillean Euphonia,anteup4,133470131,FALSE,Små Antiller-euphonia
Euphonia fulvicrissa,Fulvous-vented Euphonia,fuveup1,203698471,FALSE,Kanelbuget Skoveuphonia
Euphonia imitans,Spot-crowned Euphonia,spceup1,57428,FALSE,Skoveuphonia
Euphonia gouldi,Olive-backed Euphonia,olbeup1,182331531,FALSE,Brunrygget Skoveuphonia
Euphonia chrysopasta,White-lored Euphonia,gobeup1,101868,FALSE,Hvidtøjlet Skoveuphonia
Euphonia mesochrysa,Bronze-green Euphonia,brgeup1,502224321,FALSE,Bronzegrøn Skoveuphonia
Euphonia minuta,White-vented Euphonia,whveup1,198292631,FALSE,Hvidgumpet Skoveuphonia
Euphonia anneae,Tawny-capped Euphonia,taceup1,633923967,FALSE,Brunisset Skoveuphonia
Euphonia xanthogaster,Orange-bellied Euphonia,orbeup1,80993,FALSE,Orangebuget Skoveuphonia
Euphonia rufiventris,Rufous-bellied Euphonia,rubeup1,127533,FALSE,Rustbuget Skoveuphonia
Euphonia pectoralis,Chestnut-bellied Euphonia,chbeup1,29471451,FALSE,Kastanjebuget Skoveuphonia
Euphonia cayannensis,Golden-sided Euphonia,goseup1,70749,FALSE,
Mycerobas icterioides,Black-and-yellow Grosbeak,baygro1,640134053,FALSE,Sortgul Kernebider
Mycerobas affinis,Collared Grosbeak,colgro1,163424921,FALSE,Pirolkernebider
Mycerobas melanozanthos,Spot-winged Grosbeak,spwgro1,146702211,FALSE,Pletvinget Kernebider
Mycerobas carnipes,White-winged Grosbeak,whwgro1,203936521,FALSE,Hvidvinget Kernebider
Hesperiphona vespertina,Evening Grosbeak,evegro,120245,TRUE,Aftenkernebider
Hesperiphona abeillei,Hooded Grosbeak,hoogro1,12954,FALSE,Hættekernebider
Coccothraustes coccothraustes,Hawfinch,hawfin,214510531,TRUE,Kernebider
Eophona migratoria,Chinese Grosbeak,yebgro1,30315391,FALSE,Gulnæbbet Kernebider
Eophona personata,Japanese Grosbeak,japgro1,281596,FALSE,Maskekernebider
Melamprosops phaeosoma,Poo-uli,poouli,112598511,FALSE,Poo-uli
Paroreomyza maculata,Oahu Alauahio,oahala,26733,FALSE,Oahu-klatrefinke
†Paroreomyza flammea,Kakawahie,kakawa,,FALSE,
Paroreomyza montana,Maui Alauahio,mauala,203926441,FALSE,Dværgklatrefinke
