Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,dk
Scytalopus bonzagai,Boa Nova Tapaculo,sertap1,637214799,FALSE,
Scytalopus iraiensis,Marsh Tapaculo,martap1,330570081,FALSE,Sivtapaculo
Scytalopus macropus,Large-footed Tapaculo,laftap1,613211438,FALSE,Bæktapaculo
Scytalopus sanctaemartae,Santa Marta Tapaculo,samtap1,167162,FALSE,Santa Marta-tapaculo
Scytalopus micropterus,Long-tailed Tapaculo,lottap1,78059,FALSE,Langhalet Tapaculo
Scytalopus femoralis,Rufous-vented Tapaculo,ruvtap1,92918,FALSE,Brunbuget Tapaculo
Scytalopus atratus,White-crowned Tapaculo,whctap1,251759011,FALSE,Hvidkronet Tapaculo
Scytalopus bolivianus,Bolivian Tapaculo,boltap1,610858831,FALSE,Boliviansk Tapaculo
Scytalopus argentifrons,Silvery-fronted Tapaculo,siftap1,358021681,FALSE,Costa Rica-tapaculo
Scytalopus panamensis,Tacarcuna Tapaculo,tactap1,452613711,FALSE,Tacarcunatapaculo
Scytalopus chocoensis,Choco Tapaculo,chotap1,25839,FALSE,Chocótapaculo
Scytalopus rodriguezi,Magdalena Tapaculo,upmtap1,500054791,FALSE,Magdalenatapaculo
Scytalopus stilesi,Stiles's Tapaculo,stitap1,24042951,FALSE,Centralcolombiansk Tapaculo
Scytalopus robbinsi,Ecuadorian Tapaculo,ecutap1,203929961,FALSE,Ecuadortapaculo
MELANOPAREIIDAE,Crescentchest,,,FALSE,
Melanopareia torquata,Collared Crescentchest,colcre1,203694821,FALSE,Brasiliansk Månebryst
Melanopareia maximiliani,Olive-crowned Crescentchest,olccre1,204008711,FALSE,Chacomånebryst
Melanopareia maranonica,Maranon Crescentchest,marcre1,203942551,FALSE,Marañónmånebryst
Melanopareia elegans,Elegant Crescentchest,elecre1,71871,FALSE,Pragtmånebryst
GRALLARIIDAE,Antpittas,,,FALSE,
Grallaria squamigera,Undulated Antpitta,undant1,203889461,FALSE,Vatret Myrepitta
Grallaria gigantea,Giant Antpitta,giaant1,626510464,FALSE,Goliatmyrepitta
Grallaria excelsa,Great Antpitta,greant2,383558531,FALSE,Stor Myrepitta
Grallaria varia,Variegated Antpitta,varant2,639221687,FALSE,Spraglet Myrepitta
Grallaria alleni,Moustached Antpitta,mouant1,203929771,FALSE,Skægmyrepitta
Grallaria chthonia,Tachira Antpitta,tacant1,619550147,FALSE,Táchiramyrepitta
Grallaria guatimalensis,Scaled Antpitta,scaant1,34431,FALSE,Skællet Myrepitta
Grallaria haplonota,Plain-backed Antpitta,plbant1,62442,FALSE,Brunrygget Myrepitta
Grallaria dignissima,Ochre-striped Antpitta,ocsant1,203932011,FALSE,Okkerstribet Myrepitta
Grallaria eludens,Elusive Antpitta,eluant1,639947483,FALSE,Sky Myrepitta
Grallaria ruficapilla,Chestnut-crowned Antpitta,chcant2,7086,FALSE,Kastanjekronet Myrepitta
Grallaria watkinsi,Watkin's Antpitta,watant1,474676331,FALSE,Kratmyrepitta
Grallaria bangsi,Santa Marta Antpitta,samant1,542490721,FALSE,Santa Marta-myrepitta
Grallaria kaestneri,Cundinamarca Antpitta,cunant1,416314271,FALSE,Cundimarcamyrepitta
Grallaria andicolus,Stripe-headed Antpitta,sthant2,203913061,FALSE,Andesmyrepitta
Grallaria griseonucha,Gray-naped Antpitta,gynant1,553643621,FALSE,Grånakket Myrepitta
Grallaria rufocinerea,Bicolored Antpitta,bicant3,412939711,FALSE,Tofarvet Myrepitta
Grallaria ridgelyi,Jocotoco Antpitta,jocant1,288722371,FALSE,Jocotocomyrepitta
Grallaria nuchalis,Chestnut-naped Antpitta,chnant1,537436,FALSE,Rødnakket Myrepitta
Grallaria carrikeri,Pale-billed Antpitta,pabant1,204022511,FALSE,Hvidnæbbet Myrepitta
Scytalopus vicinior,Narino Tapaculo,nartap2,203956411,FALSE,Nariñotapaculo
Scytalopus latebricola,Brown-rumped Tapaculo,brrtap1,211760,FALSE,Brungumpet Tapaculo
Scytalopus meridanus,Merida Tapaculo,mertap1,62497,FALSE,Méridatapaculo
S. m. fuscicauda,Lara Tapaculo,,,FALSE,
Scytalopus perijanus,Perija Tapaculo,pertap1,394578311,FALSE,Perijátapaculo
Scytalopus caracae,Caracas Tapaculo,cartap1,390117221,FALSE,Caracastapaculo
Scytalopus spillmanni,Spillmann's Tapaculo,spitap2,69610461,FALSE,Spillmans Tapaculo
Scytalopus parkeri,Chusquea Tapaculo,chutap2,203698771,FALSE,Bambustapaculo
Scytalopus magellanicus,Magellanic Tapaculo,magtap1,473508361,FALSE,Magellantapaculo
Scytalopus griseicollis,Matorral Tapaculo,mattap1,146761491,FALSE,Bogotá Tapaculo
Scytalopus altirostris,Neblina Tapaculo,nebtap1,564643281,FALSE,Neblinatapaculo
Scytalopus affinis,Ancash Tapaculo,anctap1,514410271,FALSE,Ancashtapaculo
Scytalopus urubambae,Vilcabamba Tapaculo,viltap1,173987,FALSE,Urubambatapaculo
Scytalopus simonsi,Puna Tapaculo,puntap1,308451,FALSE,Punatapaculo
Scytalopus zimmeri,Zimmer's Tapaculo,zimtap1,189505,FALSE,Chuquisaca-tapaculo
Scytalopus acutirostris,Tschudi's Tapaculo,tsctap1,203889451,FALSE,Spidsnæbbet Tapaculo
Scytalopus superciliaris,White-browed Tapaculo,whbtap2,129364,FALSE,Hvidbrynet Tapaculo
Scytalopus fuscus,Dusky Tapaculo,dustap1,431591881,FALSE,Mørk Tapaculo
Scytalopus opacus,Paramo Tapaculo,partap2,135905,FALSE,Páramotapaculo
Scytalopus canus,Paramillo Tapaculo,partap1,430264481,FALSE,Vestlig Páramotapaculo
Scytalopus schulenbergi,Diademed Tapaculo,diatap1,65362,FALSE,Diademtapaculo
Dendrocolaptes hoffmannsi,Hoffmann's Woodcreeper,hofwoo2,620204166,FALSE,Lavlandstrækryber
Dendrocolaptes picumnus,Black-banded Woodcreeper,blbwoo1,639880593,FALSE,Tværstribet Trækryber
Dendrocolaptes platyrostris,Planalto Woodcreeper,plawoo1,539471071,FALSE,Planaltotrækryber
Hylexetastes perrotii,Red-billed Woodcreeper,rebwoo1,223376861,FALSE,Rødnæbbet Trækryber
Hylexetastes stresemanni,Bar-bellied Woodcreeper,babwoo1,21650881,FALSE,Vatret Trækryber
Xiphocolaptes albicollis,White-throated Woodcreeper,whtwoo1,366913621,FALSE,Hvidstrubet Trækryber
Xiphocolaptes promeropirhyncus,Strong-billed Woodcreeper,stbwoo1,420518021,FALSE,
Xiphocolaptes falcirostris,Moustached Woodcreeper,mouwoo1,627902358,FALSE,Skægtrækryber
Xiphocolaptes major,Great Rufous Woodcreeper,grrwoo1,261125891,FALSE,Stor Trækryber
Xiphorhynchus obsoletus,Striped Woodcreeper,strwoo2,88457,FALSE,Stribet Trækryber
Xiphorhynchus atlanticus,Atlantic Woodcreeper,leswoo4,127876,FALSE,Ceará Lille Trækryber
Xiphorhynchus fuscus,Lesser Woodcreeper,leswoo2,350211661,FALSE,Lille Trækryber
Xiphorhynchus pardalotus,Chestnut-rumped Woodcreeper,chrwoo1,382587501,FALSE,Rødgumpet Trækryber
Xiphorhynchus ocellatus,Ocellated Woodcreeper,ocewoo1,49405081,FALSE,Forbjergstrækryber
Xiphorhynchus beauperthuysii,Line-crowned Woodcreeper,,,FALSE,Forbjergstrækryber (Kalotstribet)
Xiphorhynchus chunchotambo,Tschudi's Woodcreeper,,,FALSE,Forbjergstrækryber (Tschudi)
Xiphorhynchus elegans,Elegant Woodcreeper,elewoo1,203932041,FALSE,Elegant Trækryber
Xiphorhynchus spixii,Spix's Woodcreeper,spiwoo1,115123,FALSE,Marajótrækryber
Xiphorhynchus susurrans,Cocoa Woodcreeper,cocwoo1,215478,FALSE,Cocoatrækryber
Xiphorhynchus guttatus,Buff-throated Woodcreeper,butwoo1,203955441,FALSE,Gulstrubet Trækryber
Xiphorhynchus guttatoides,Lafresnaye's Woodcreeper,,,FALSE,
Xiphorhynchus flavigaster,Ivory-billed Woodcreeper,ivbwoo1,157497571,FALSE,Hvidnæbbet Trækryber
Xiphorhynchus lachrymosus,Black-striped Woodcreeper,blswoo1,215421,FALSE,Sortstribet Trækryber
Xiphorhynchus erythropygius,Northern Spotted Woodcreeper,spowoo1,25305971,FALSE,Plettet Trækryber
Xiphorhynchus aequatorialis,Southern Spotted Woodcreeper,,,FALSE,Plettet Trækryber (Ækvatorialtrækryber)
Xiphorhynchus triangularis,Olive-backed Woodcreeper,olbwoo1,365838851,FALSE,Olivenrygget Trækryber
Xiphorhynchus picus,Straight-billed Woodcreeper,stbwoo2,65444,FALSE,Sværdnæbbet Trækryber/Várzeatrækryber
Xiphorhynchus kienerii,Zimmer's Woodcreeper,zimwoo2,528123241,FALSE,Várzeatrækryber
Campylorhamphus falcularius,Black-billed Scythebill,blbscy1,22124,FALSE,Sortnæbbet Lenæb
Campylorhamphus pusillus,Brown-billed Scythebill,brbscy1,32741081,FALSE,Brunnæbbet Lenæb
Campylorhamphus trochilirostris,Red-billed Scythebill,rebscy1,309084371,TRUE,Rødnæbbet Lenæb
Campylorhamphus procurvoides,Curve-billed Scythebill,cubscy1,388775201,FALSE,Lenæb
Campylorhamphus probatus,Tapajos Scythebill,tapscy2,127723,FALSE,Tapajós-lenæb
Campylorhamphus multostriatus,Xingu Scythebill,cubscy5,203914801,FALSE,Xingo-lenæb
Campylorhamphus pucherani,Greater Scythebill,grescy1,632640579,FALSE,Stor Lenæb
Drymornis bridgesii,Scimitar-billed Woodcreeper,scbwoo4,217330,FALSE,Seglnæbbet Trækryber
Lepidocolaptes angustirostris,Narrow-billed Woodcreeper,nabwoo1,216216,FALSE,Tyndnæbbet Trækryber
Lepidocolaptes albolineatus,Lineated Woodcreeper,linwoo3,635458006,FALSE,Streget Trækryber
Lepidocolaptes duidae,Duida Woodcreeper,linwoo4,323175921,FALSE,Duida-trækryber
Lepidocolaptes fuscicapillus,Dusky-capped Woodcreeper,ducwoo1,299932141,FALSE,Brunrygget Trækryber
Lepidocolaptes fatimalimae,Inambari Woodcreeper,inawoo1,502435691,FALSE,Inambari-trækryber
Lepidocolaptes souleyetii,Streak-headed Woodcreeper,sthwoo1,21543,FALSE,Streghovedet Trækryber
Lepidocolaptes squamatus,Scaled Woodcreeper,scawoo1,23781,FALSE,Skællet Trækryber
Lepidocolaptes falcinellus,Scalloped Woodcreeper,scawoo2,71674481,FALSE,Østkysttrækryber
Lepidocolaptes lacrymiger,Montane Woodcreeper,monwoo1,308529601,FALSE,Andestrækryber
Lepidocolaptes leucogaster,White-striped Woodcreeper,whswoo1,109135,FALSE,Hvidstribet Trækryber
Lepidocolaptes affinis,Northern Spot-crowned Woodcreeper,spcwoo1,205595,FALSE,Pletkronet Trækryber
Lepidocolaptes neglectus,Southern Spot-crowned Woodcreeper,,,FALSE,
Xenops genibarbis,Plain Xenops,plaxen3,127938,FALSE,Mato Grosso-xenops
Xenops minutus,White-throated Xenops,plaxen4,57918,FALSE,Xenops
Xenops rutilans,Streaked Xenops,strxen1,615305525,FALSE,Stribet Xenops
Xenops tenuirostris,Slender-billed Xenops,slbxen1,191952461,FALSE,Tyndnæbbet Xenops
Berlepschia rikeri,Palmcreeper,potpal1,203957211,FALSE,Palmekryber
Microxenops milleri,Rufous-tailed Xenops,rutxen1,70877611,FALSE,Rødhalet Xenops
Pygarrhichas albogularis,White-throated Treerunner,whttre2,290924531,FALSE,Hvidstrubet Træjæger
Ochetorhynchus andaecola,Rock Earthcreeper,rocear1,189518,FALSE,Klippejordlusker
Ochetorhynchus melanurus,Crag Chilia,crachi1,482876661,FALSE,Chilia
Ochetorhynchus ruficaudus,Straight-billed Earthcreeper,stbear2,556355241,FALSE,Retnæbbet Jordlusker
Ochetorhynchus phoenicurus,Band-thailed Earthcreeper,batear1,70892941,FALSE,Båndhalet Jordlusker
Pseudocolaptes lawrencii,Buffy Tuftedcheek,buftuf1,46235861,FALSE,Duskøre
Pseudocolaptes johnsoni,Pacific Tuftedcheek,buftuf3,493521141,FALSE,Chocóduskøre
Pseudocolaptes boissonneautii,Streaked Tuftedcheek,strtuf1,21937,FALSE,Andesduskøre
Premnornis guttuliger,Rusty-winged Barbtail,ruwbar1,575601861,FALSE,Rustvinget Spidshale
Tarphonomus harterti,Bolivian Earthcreeper,bolear1,52533,FALSE,Boliviajordlusker
Tarphonomus certhioides,Chaco Earthcreeper,chaear1,52553,FALSE,Chaco Jordlusker
Furnarius torridus,Pale-billed Hornero,pabhor2,30818,FALSE,Flodovnfugl
Furnarius figulus,Wing-banded Hornero,wibhor1,380089271,FALSE,Sortbåndet Ovnfugl
Furnarius leucopus,Pale-legged Hornero,palhor3,84912,FALSE,Lysbenet Ovnfugl
Furnarius longirostris,Caribbean Hornero,palhor5,204008421,FALSE,Langnæbbet Ovnfugl
Furnarius cinnamomeus,Pacific Hornero,palhor4,104688911,FALSE,Tumbesovnfugl
Furnarius minor,Lesser Hornero,leshor1,608478276,FALSE,Lille Ovnfugl
Furnarius rufus,Rufous Hornero,rufhor2,82661,TRUE,Brun Ovnfugl
FORMICARIIDAE,Ground-antbirds,,,FALSE,
Formicarius colma,Rufous-capped Antthrush,rucant2,203932021,FALSE,Colmamyredrossel
Formicarius moniliger,Mayan Antthrush,bkfant2,448767961,FALSE,Mexicomyredrossel
Formicarius analis,Black-faced Antthrush,blfant1,138124951,FALSE,Sortmasket Myredrossel
Formicarius rufifrons,Rufous-fronted Antthrush,rufant3,76040,FALSE,Rødpandet Myredrossel
Formicarius nigricapillus,Black-headed Antthrush,bkhant7,450484661,FALSE,Sorthovedet Myredrossel
Formicarius rufipectus,Rufous-breasted Antthrush,rubant1,448383841,FALSE,Brunbrystet Myredrossel
Chamaeza campanisona,Short-tailed Anttrush,shtant1,17831,FALSE,Korthalet Myredrossel
Chamaeza nobilis,Striated Anttrush,strant3,203934021,FALSE,Stribet Myredrossel
Chamaeza meruloides,Cryptic Anttrush,sucant1,203888731,FALSE,Mellemmyredrossel
Chamaeza turdina,Scalloped Anttrush,schant1,242013601,FALSE,Skællet Myredrossel
Chamaeza ruficauda,Rufous-tailed Anttrush,rutant2,19943,FALSE,Brunhalet Myredrossel
Chamaeza mollissima,Barred Anttrush,barant2,107141,FALSE,Perlemyredrossel
FURNARIIDAE,Ovenbirds,,,FALSE,
Sclerurus mexicanus,Tawny-throated Leaftosser,tatlea1,574406861,FALSE,Rusthalset Løvkaster/Guyana Løvkaster
Sclerurus rufigularis,Short-billed Leaftosser,shblea1,228176,FALSE,Kortnæbbet Løvkaster
Sclerurus guatemalensis,Scaly-throated Leaftosser,sctlea1,239957561,FALSE,Skælstrubet Løvkaster
Sclerurus caudacutus,Black-tailed Leaftosser,bltlea1,203932061,FALSE,Sorthalet Løvkaster
Sclerurus albigularis,Grey-throated Leaftosser,grtlea1,502342301,FALSE,Gråstrubet Løvkaster
Sclerurus scansor,Rufous-breasted Leaftosser,rublea1,231701421,FALSE,Rødbrystet Løvkaster
Sclerurus cearensis,Ceara Leaftosser,,,FALSE,
Geositta peruviana,Coastal Miner,coamin1,70785351,FALSE,Kystminør
Geositta tenuirostris,Slender-billed Miner,slbmin1,203696191,FALSE,Tyndnæbbet Minør
Geositta cunicularia,Common Miner,commin1,470064951,FALSE,Minør
Geositta punensis,Puna Miner,punmin1,210383,FALSE,Punaminør
Geositta poeciloptera,Campo Miner,cammin2,203695971,FALSE,Campominør
Geositta crassirostris,Thick-billed Miner,thbmin1,628360153,FALSE,Grovnæbbet Minør
Geositta rufipennis,Rufous-banded Miner,rubmin1,86545,FALSE,Orangebåndet Minør
Geositta maritima,Greyish Miner,gramin1,525241181,FALSE,Gråminør
Geositta antarctica,Short-billed Miner,shbmin1,70804161,FALSE,Ildlandsminør
Geositta saxicolina,Dark-winged Miner,dawmin1,31746711,FALSE,Junínminør
Geositta isabellina,Creamy-rumped Miner,crrmin1,615677647,FALSE,Isabellaminør
Certhiasomus stictolaemus,Spot-throated Woodcreeper,sptwoo1,49501711,FALSE,Pletstrubet Tyrankryber
Deconychura typica,Little Long-tailed Woodcreeper,lotwoo3,546620811,FALSE,Costa Rica Langhalet Tyrankryber
Deconychura longicauda,Long-tailed Woodcreeper,lotwoo4,631761193,FALSE,Langhalet Tyrankryber
Deconychura pallida,Southern Long-tailed Woodcreeper,lotwoo5,115136,FALSE,Mato Grosso Langhalet Tyrankryber
Sittasomus griseus,Western Olivaceous Woodcreeper,,,FALSE,
Sittasomus griseicapillus,Eastern Olivaceous Woodcreeper,oliwoo1,65713,FALSE,Gråhovedet Tyrankryber
Dendrocincla tyrannina,Tyrannine Woodcreeper,tyrwoo1,484172621,FALSE,Tyrankryber
Dendrocincla merula,White-chinned Woodcreeper,whcwoo1,388637371,FALSE,Hvidhaget Tyrankryber
Dendrocincla homochroa,Ruddy Woodcreeper,rudwoo1,566096551,FALSE,Rødbrun Tyrankryber
Dendrocincla anabatina,Tawny-winged Woodcreeper,tawwoo1,22035221,FALSE,Rustvinget Tyrankryber
Dendrocincla fuliginosa,Plain-brown Woodcreeper,plbwoo1,270370,FALSE,Brun Tyrankryber
Dendrocincla turdina,Plain-winged Woodcreeper,plwwoo1,22030,FALSE,Drosseltyrankryber
Glyphorhynchus spirurus,Wedge-billed Woodcreeper,webwoo1,384643061,FALSE,Barkhakker
Dendrexetastes rufigula,Cinnamon-throated Woodcreeper,citwoo1,306728221,FALSE,Perlehalstrækryber
Nasica longirostris,Long-billed Woodcreeper,lobwoo1,203899721,FALSE,Langnæbbet Trækryber
Dendrocolaptes sanctithomae,Western Barred Woodcreeper,nobwoo1,203938691,FALSE,Nordlig Certhiatrækryber
Dendrocolaptes punctipectus,Eastern Barred Woodcreeper,,,FALSE,Nordlig Certhiatrækryber (Colombiansk Certhiatrækryber)
Dendrocolaptes certhia,Amazonian Barred Woodcreeper,amabaw1,125391461,FALSE,Certhiatrækryber
Furnarius cristatus,Crested Hornero,crehor1,213864,FALSE,Toppet Ovnfugl
Lochmias nematura,Streamcreeper,shtstr1,237374131,FALSE,Bækløber
Phleocryptes melanops,Wren-like Rushbird,wrlrus1,389125261,FALSE,Kogleakskryber
Limnornis curvirostris,Curve-billed Reedhaunter,cubree1,50842,FALSE,Krumnæbbet Rørkryber
Geocerthia serrana,Striated Earthcreeper,strear1,204009411,FALSE,Stribet Jordlusker
Upucerthia saturatior,Forest Earthcreeper,pafear1,431592411,FALSE,Patagonsk Jordlusker
Upucerthia dumetaria,Scale-throated Earthcreeper,sctear1,52560691,FALSE,Skællet Jordlusker
Upucerthia albigula,White-throated Earthcreeper,whtear1,439693381,FALSE,Hvidstrubet Jordlusker
Upucerthia validirostris,Buff-breasted Earthcreeper,bubear2,203693791,FALSE,Krumnæbbet Jordlusker
Cinclodes pabsti,Long-tailed Cinclodes,lotcin1,203694811,FALSE,Langhalet Cinclodes
Cinclodes fuscus,Bar-winged Cinclodes,buwcin1,504247541,FALSE,Båndvinget Cinclodes
Cinclodes maculirostris,Black Cinclodes,,,FALSE,
Cinclodes antarcticus,Blackish Cinclodes,blacin1,203969631,FALSE,Gråsort Cinclodes
Cinclodes comechingonus,Cordoba Cinclodes,corcin1,46198,FALSE,Cordoba-cinclodes
Cinclodes albidiventris,Chestnut-winged Cinclodes,chwcin1,52709,FALSE,Kastanjevinget Cinclodes
Cinclodes olrogi,Olrog's Cinclodes,olrcin1,46195,FALSE,Bækcinclodes
Cinclodes albiventris,Cream-winged Cinclodes,crwcin1,189512,FALSE,Hvidbuget Bækcinclodes
Cinclodes oustaleti,Grey-flanked Cinclodes,gyfcin1,64031891,FALSE,Gråflanket Cinclodes
Cinclodes excelsior,Stout-billed Cinclodes,stbcin1,622938265,FALSE,Grovnæbbet Cinclodes
Cinclodes aricomae,Royal Cinclodes,roycin1,373848931,FALSE,Cuzcocinclodes
Cinclodes palliatus,White-bellied Cinclodes,whbcin1,31746531,FALSE,Hvidbuget Cinclodes
Cinclodes atacamensis,White-winged Cinclodes,whwcin1,622461176,FALSE,Hvidbåndet Cinclodes
Cinclodes patagonicus,Dark-bellied Cinclodes,dabcin1,75717301,FALSE,Mørkbuget Cinclodes
Cinclodes taczanowskii,Surf Cinclodes,surcin1,29006311,FALSE,Perucinclodes
Cinclodes nigrofumosus,Seaside Cinclodes,seacin1,310780741,FALSE,Chilecinclodes
Anabazenops dorsalis,Dusky-cheeked Foliage-gleaner,ducfog1,203699971,FALSE,Guadualøvkæmmer
Anabazenops fuscus,White-collared Foliage-gleaner,wcfgle1,17646,FALSE,Hvidnakket Løvkæmmer
Megaxenops parnaguae,Great Xenops,grexen1,29977491,FALSE,Stor Træjæger
Cichlocolaptes leucophrus,Large Pale-browed Treehunter,pabtre1,203983041,FALSE,Epifytkæmmer
Cichlocolaptes holti,Small Pale-browed Treehunter,,,FALSE,
Cichlocolaptes mazarbarnetti,Cryptic Treehunter,crytre1,128025,FALSE,Alagoas Epifytkæmmer
Heliobletus contaminatus,Sharp-billed Treehunter,shbtre1,20037,FALSE,Spidsnæbbet Træjæger
Philydor novaesi,Alagoas Foliage-gleaner,alfgle1,203691851,FALSE,Alagoasløvkæmmer
Philydor atricapillus,Black-capped Foliage-gleaner,bcfgle1,108303451,FALSE,Sortkronet Løvkæmmer
Philydor pyrrhodes,Cinnamon-rumped Foliage-gleaner,crfgle1,13327,FALSE,Kanelløvkæmmer
Philydor fuscipenne,Slaty-winged Foliage-gleaner,swfgle,546696131,FALSE,Mørkvinget Løvkæmmer
Philydor erythrocercum,Rufous-rumped Foliage-gleaner,rurfog1,52413,FALSE,
Philydor erythropterum,Chestnut-winged Foliage-gleaner,chwfog1,29648,FALSE,Grårygget Løvkæmmer
Philydor rufum,Buff-fronted Foliage-gleaner,bffgle,365931611,FALSE,Gulpandet Løvkæmmer
Anabacerthia striaticollis,Montane Foliage-gleaner,mofgle1,167161,FALSE,Bjergløvkæmmer
Anabacerthia amaurotis,White-browed Foliage-gleaner,whbfog1,334536351,FALSE,Hvidbrynet Løvkæmmer
Anabacerthia lichtensteini,Ochre-breasted Foliage-gleaner,obfgle2,347588521,FALSE,Okkerbrystet Løvkæmmer
Anabacerthia variegaticeps,Scaly-throated Foliage-gleaner,stfgle1,449556421,FALSE,Skælstrubet Løvkæmmer
Anabacerthia ruficauda,Rufous-tailed Foliage-gleaner,rutfog1,44430,FALSE,Brunhalet Løvkæmmer
Syndactyla rufosuperciliata,Buff-browed Foliage-gleaner,bbfgle1,212364,FALSE,Brunbrynet Løvkæmmer
Syndactyla dimidiata,Russet-mantled Foliage-gleaner,rumfog1,275010911,FALSE,Planalto-løvkæmmer
Syndactyla roraimae,White-throated Foliage-gleaner,wtfgle1,385789001,FALSE,Hvidstrubet Løvkæmmer
Syndactyla subalaris,Lineated Foliage-gleaner,lifgle1,445765921,FALSE,Højlandsløvkæmmer
Syndactyla ruficollis,Rufous-necked Foliage-gleaner,rnfgle1,203930111,FALSE,Rustnakket Løvkæmmer
Syndactyla guttulata,Guttulated Foliage-gleaner,gufgle1,387941091,FALSE,Venezuelaløvkæmmer
Syndactyla ucayalae,Peruvian Recurvebill,perrec1,203916811,FALSE,Perustornæb
Syndactyla striata,Bolivian Recurvebill,bolrec1,110621,FALSE,Boliviastornæb
Ancistrops strigilatus,Chestnut-winged Hookbill,chwhoo1,30947,FALSE,Krognæbbet Løvkæmmer
Clibanornis rectirostris,Chestnut-capped Foliage-gleaner,ccfgle1,614107264,FALSE,Krumnæbbet Løvkæmmer
Clibanornis dendrocolaptoides,Canebrake Groundcreeper,cangro1,135666,FALSE,Bambusjordløber
Clibanornis erythrocephalus,Henna-hooded Foliage-gleaner,hhfgle1,313503421,FALSE,Hennahovedet Løvkæmmer
Clibanornis rubiginosus,Ruddy Foliage-gleaner,rufgle1,348354861,FALSE,Rødbrun Løvkæmmer
Clibanornis rufipectus,Santa Marta Foliage-gleaner,samfog1,203992211,FALSE,Santa Marta-bambuskæmmer
Thripadectes ignobilis,Uniform Treehunter,unitre1,203699441,FALSE,Ensfarvet Bambuskæmmer
Thripadectes flammulatus,Flammulated Treehunter,flatre1,179301091,FALSE,Gulflammet Bambuskæmmer
Thripadectes scrutator,Rufous-backed Treehunter,rubtre1,17356,FALSE,Perubambuskæmmer
Thripadectes holostictus,Striped Treehunter,strtre1,244327141,FALSE,Bambuskæmmer
Thripadectes virgaticeps,Streak-capped Treehunter,stctre1,203698001,FALSE,Streghovedet Bambuskæmmer
Thripadectes melanorhynchus,Black-billed Treehunter,blbtre1,203993831,FALSE,Sortnæbbet Bambuskæmmer
Thripadectes rufobrunneus,Streak-breasted Treehunter,stbtre1,46236021,FALSE,Costa Rica-bambuskæmmer
Automolus rufipileatus,Chestnut-crowned Foliage-gleaner,ccfgle2,44437,FALSE,Guløjet Løvkæmmer
Automolus melanopezus,Brown-rumped Foliage-gleaner,brfgle1,24160,FALSE,Rødøjet Løvkæmmer
Automolus virgatus,Western Woodhaunter,strwoo5,204015461,FALSE,Costa Rica-løvkæmmer
Automolus subulatus,Striped Woodhaunter,strwoo4,383796671,FALSE,Stribet Løvkæmmer
Automolus ochrolaemus,Buff-throated Foliage-gleaner,btfgle1,39546,FALSE,Gulstrubet Løvkæmmer
Automolus infuscatus,Olive-backed Foliage-gleaner,obfgle3,203934171,FALSE,Olivenløvkæmmer
Automolus paraensis,Para Foliage-gleaner,parfog1,203894861,FALSE,Paraløvkæmmer
Automolus lammi,Pernambuco Foliage-gleaner,perfog1,509610941,FALSE,Pernambuco-løvkæmmer
Automolus leucophthalmus,White-eyed Foliage-gleaner,wefgle1,113395,FALSE,Hvidøjet Løvkæmmer
Premnoplex brunnescens,Spotted Barbtail,spobar1,614528761,FALSE,Plettet Spidshale
Premnoplex tatei,White-throated Barbtail,whtbar1,387941821,FALSE,Hvidstrubet Spidshale
Premnoplex pariae,Paria Barbtail,,,FALSE,Hvidstrubet Spidshale (Pariaspidshale)
Margarornis rubiginosus,Ruddy Treerunner,rudtre1,46236111,FALSE,Rødbrun Spidshale
Margarornis stellatus,Fulvous-dotted Treerunner,fudtre1,31405651,FALSE,Okkerplettet Spidshale
Margarornis squamiger,Pearled Treerunner,peatre1,67482971,FALSE,Perlespidshale
Margarornis bellulus,Beautiful Treerunner,beatre1,652777496,FALSE,Pragtspidshale
Aphrastura spinicauda,Thorn-tailed Rayadito,thtray1,204019791,FALSE,Rayadito
Aphrastura masafuerae,Masafuera Rayadito,masray1,650778291,FALSE,Más Afuera-rayadito
Sylviorthorhynchus desmursii,Des Murs's Wiretail,demwir1,77455301,FALSE,Trådhale
Sylviorthorhynchus yanacensis,Tawny Tit-spinetail,tatspi1,172809811,FALSE,Gyldenbrun Trådhale
Leptasthenura xenothorax,White-browed Tit-spinetail,wbtspi1,17601,TRUE,Cuzcotrådhale
Leptasthenura setaria,Araucaria Tit-spinetail,artspi1,203696071,FALSE,Araucariatrådhale
Leptasthenura platensis,Tufted Tit-spinetail,tutspi1,203695551,FALSE,Toppet Trådhale
Leptasthenura striolata,Striolated Tit-spinetail,sttspi2,203696051,FALSE,Streget Trådhale
Leptasthenura pileata,Rusty-crowned Tit-spinetail,rctspi1,28708,FALSE,Rustkronet Trådhale
Leptasthenura striata,Streaked Tit-spinetail,sttspi1,439707311,FALSE,Spættet Trådhale
Leptasthenura fuliginiceps,Brown-capped Tit-spinetail,bctspi1,203960221,FALSE,Brun Mejsetrådhale
Leptasthenura berlepschi,Buffy Tit-spinetail,,,FALSE,Lysrygget Trådhale (Potosí Trådhale)
Leptasthenura aegithaloides,Plain-mantled Tit-spinetail,pmtspi1,604714511,FALSE,Lysrygget Trådhale
Leptasthenura pallida,Palid Tit-spinetail,,,FALSE,Lysrygget Trådhale (Pampas Trådhale)
