Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,eo
LANIIDAE,Shrikes,,,FALSE,
Corvinella corvina,Yellow-billed Shrike,yebshr1,435665511,FALSE,flavbeka lanio
Urolestes melanoleucus,Magpie Shrike,magshr1,203936911,FALSE,nigrablanka lanio
Eurocephalus ruppelli,Northern White-crowned Shrike,whrshr1,203951501,FALSE,blankpuga lanio
Eurocephalus anguitimens,Southern White-crowned Shrike,whcshr1,609054455,FALSE,blankakrona lanio
Lanius tigrinus,Tiger Shrike,tigshr1,73618,FALSE,tigrostria lanio
Lanius souzae,Souza's Shrike,soushr3,279156,FALSE,mjomba lanio
Lanius bucephalus,Bull-headed Shrike,buhshr1,460657521,FALSE,bovkapa lanio
Lanius cristatus,Brown Shrike,brnshr,617907061,TRUE,
Lanius collurio,Red-backed Shrike,rebshr1,304853,TRUE,
Lanius phoenicuroides,Red-tailed Shrike,rutshr2,389235281,FALSE,ruĝvosta lanio
Lanius isabellinus,Isabelline Shrike,isashr1,204005011,FALSE,
Lanius collurioides,Burmese Shrike,burshr1,474096031,FALSE,birma lanio
Lanius gubernator,Emin's Shrike,emishr1,435633201,FALSE,nana lanio
Lanius vittatus,Bay-backed Shrike,babshr1,400292701,FALSE,hindia lanio
Lanius schach,Long-tailed Shrike,lotshr1,474096221,FALSE,
Lanius tephronotus,Grey-backed Shrike,gybshr1,294437701,FALSE,himalaja lanio
Lanius validirostris,Mountain Shrike,gycshr1,203894491,FALSE,filipina lanio
Lanius mackinnoni,Mackinnon's Shrike,macshr1,308896801,FALSE,makinona lanio
Lanius minor,Lesser Grey Shrike,legshr2,586194351,FALSE,nigrafrunta lanio
Lanius ludovicianus,Loggerhead Shrike,logshr,276754671,TRUE,amerika lanio
Lanius sphenocercus,Chinese Grey Shrike,chgshr1,222822721,FALSE,
Lanius giganteus,Giant Grey Shrike,chgshr3,,FALSE,giganta lanio
Lanius borealis,Northern Grey Shrike,norshr4,417576671,FALSE,
Lanius excubitor,Great Grey Shrike,norshr1,468367191,FALSE,
L. e. elegans,Desert Grey Shrike,,,FALSE,
L. e. leucopygus,Saharan Grey Shrike,,,FALSE,
L. e. lahtora,Asian Grey Shrike,,,FALSE,
L. e. pallidirostris,Steppe Grey Shrike,,,FALSE,
Lanius meridionalis,Southern Grey Shrike,ibgshr1,407840541,FALSE,
Lanius excubitoroides,Grey-backed Fiscal,gybfis1,242818611,FALSE,grizdorsa lanio
Lanius cabanisi,Long-tailed Fiscal,lotfis1,8912,FALSE,longvosta lanio
Lanius dorsalis,Taita Fiscal,taifis1,33653431,FALSE,taita lanio
Lanius somalicus,Somali Fiscal,somfis1,21726261,FALSE,somalia lanio
Lanius collaris,Common Fiscal,soufis1,591098501,FALSE,
L. c. marwitzi,Uhehe Fiscal,,,FALSE,
Lanius newtoni,Newton's Fiscal,newfis1,632783739,FALSE,saotomea lanio
Lanius senator,Woodchat Shrike,wooshr1,254178541,FALSE,ruĝkapa lanio
Lanius nubicus,Masked Shrike,masshr1,608716561,FALSE,maska lanio
CORVIDAE,Crows,,,FALSE,
Platysmurus leucopterus,Malay Black Magpie,blkmag1,203949711,FALSE,
Platysmurus aterrimus,Bornean Black Magpie,blkmag2,203930461,FALSE,bornea garolo
Temnurus temnurus,Ratchet-tailed Treepie,rattre2,203997341,FALSE,noĉvosta arbopigo
Crypsirina temia,Racquet-tailed Treepie,rattre1,585181161,FALSE,rakedvosta arbopigo
Crypsirina cucullata,Hooded Treepie,hootre1,221037,FALSE,kapuĉa arbopigo
Dendrocitta vagabunda,Rufous Treepie,ruftre2,276353441,FALSE,rufa arbopigo
Dendrocitta formosae,Grey Treepie,grytre1,66086401,FALSE,griza arbopigo
Dendrocitta occipitalis,Sumatran Treepie,sumtre1,641869365,FALSE,
Dendrocitta cinerascens,Bornean Treepie,bortre1,637365580,FALSE,bornea arbopigo
Dendrocitta leucogastra,White-bellied Treepie,whbtre1,291361731,FALSE,blankventra arbopigo
Dendrocitta frontalis,Collared Treepie,coltre1,209108601,FALSE,koluma arbopigo
Dendrocitta bayleii,Andaman Treepie,andtre1,203955151,FALSE,andamana arbopigo
Pyrrhocorax pyrrhocorax,Red-billed Chough,rebcho1,204001731,FALSE,ruĝbeka montokorvo
Pyrrhocorax graculus,Yellow-billed Chough,yebcho1,550687551,FALSE,flavbeka montokorvo
Urocissa ornata,Sri Lanka Blue Magpie,ceymag1,203903611,TRUE,srilanka pigo
Urocissa caerulea,Taiwan Blue Magpie,formag1,386274001,TRUE,tajvana pigo
Urocissa flavirostris,Yellow-billed Blue Magpie,gobmag1,173169351,FALSE,orbeka pigo
Urocissa erythroryncha,Red-billed Blue Magpie,rbbmag,204024561,FALSE,ruĝbeka pigo
Urocissa xanthomelana,White-winged Magpie,whwmag1,91303,FALSE,
Urocissa whiteheadi,Hainan Magpie,whwmag1,91303,FALSE,blankaflugila pigo
Cissa chinensis,Common Green Magpie,gremag1,633496114,TRUE,verda pigo
Cissa hypoleuca,Indochinese Green Magpie,yebmag1,366175621,FALSE,flavaventra pigo
Cissa thalassina,Javan Green Magpie,shtmag1,33534,FALSE,
Cissa jefferyi,Bornean Green Magpie,borgrm1,36749,FALSE,bornea pigo
Perisoreus canadensis,Grey Jay,gryjay,13510,TRUE,kanada garolo
Perisoreus infaustus,Siberian Jay,sibjay1,463894631,FALSE,muta garolo
Perisoreus internigrans,Sichuan Jay,sicjay1,239274011,FALSE,siĉŭana garolo
Cyanopica cooki,Iberian Azure-winged Magpie,azwmag3,360047611,TRUE,iberia pigo
Cyanopica cyanus,Asian Azure-winged Magpie,azwmag2,172726111,FALSE,
Garrulus glandarius,Eurasian Jay,eurjay1,365480321,TRUE,eŭrazia garolo
Garrulus bispecularis,Plain-crowned Jay,,,FALSE,
Garrulus leucotis,White-faced Jay,,,FALSE,
Garrulus lanceolatus,Black-headed Jay,blhjay1,172799191,FALSE,nigrakapa garolo
Garrulus lidthi,Amami Jay,lidjay1,203929491,FALSE,amamia garolo
Zavattariornis stresemanni,Ethiopian Bushcrow,stbcro1,33653511,FALSE,etiopia veprogarolo
Ptilostomus afer,Piapiac,piapia1,222220411,FALSE,pjapjako
Podoces hendersoni,Mongolian Ground-jay,mogjay1,203942241,FALSE,mongolia grundogarolo
Podoces biddulphi,Xinjiang Ground-jay,xigjay1,285480,FALSE,ŝjinĝjianga grundogarolo
Podoces panderi,Turkestan Ground-jay,tugjay1,591877821,FALSE,turkestana grundogarolo
Podoces pleskei,Iranian Ground-jay,irgjay1,637265769,FALSE,irana grundogarolo
Pica pica,Common Magpie,eurmag1,261809051,TRUE,
Pica mauretanica,Maghreb Magpie,eurmag3,139521181,FALSE,magreba pigo
Pica asirensis,Asir Magpie,eurmag5,426792181,FALSE,arabia pigo
Pica hudsonia,Black-billed Magpie,bkbmag1,514902,TRUE,amerika pigo
Pica nuttalli,Yellow-billed Magpie,yebmag,22945,TRUE,flavbeka pigo
Nucifraga columbiana,Clark's Nutcracker,clanut,344810091,TRUE,amerika nuksrompulo
Nucifraga caryocatactes,Northern Nutcracker,eurnut3,457886481,TRUE,
Nucifraga hemispila,Southern Nutcracker,eurnut4,577831951,FALSE,ĉinia nuksrompulo
Nucifraga multipunctata,Large-spotted Nutcracker,sponut1,619935297,FALSE,kaŝmira nuksrompulo
Corvus dauuricus,Daurian Jackdaw,daujac1,602255121,TRUE,orienta korveto
Corvus monedula,Eurasian Jackdaw,eurjac,418014181,FALSE,
C. m. soemmerringii,Soemmering's Jackdaw,,,FALSE,
Corvus nasicus,Cuban Crow,cubcro1,120494,FALSE,kuba korvo
Corvus jamaicensis,Jamaican Crow,jamcro1,88226831,FALSE,jamajka korvo
Corvus leucognaphalus,White-necked Crow,whncro1,136100601,FALSE,
Corvus capensis,Cape Crow,capcro2,203950141,FALSE,kaba korvo
Corvus ossifragus,Fish Crow,fiscro,211888611,TRUE,fiŝa korvo
Corvus sinaloae,Sinaloa Crow,sincro1,109154,FALSE,
Corvus imparatus,Tamaulipas Crow,tamcro,13187,FALSE,
Corvus palmarum,Palm Crow,palcro1,136091971,FALSE,
Corvus hawaiiensis,Hawaiian Crow,hawcro,218670,FALSE,havaja korvo
Corvus frugilegus,Rook,rook1,255641931,TRUE,kampa korvo
Corvus crassirostris,Thick-billed Raven,thbrav1,96311,FALSE,dikbeka korvo
Corvus albicollis,White-necked Raven,whnrav1,625284406,FALSE,blankakola korvo
Corvus corax,Common Raven,comrav,318700381,TRUE,granda korvo
Corvus cryptoleucus,Chihuahuan Raven,chirav,158189771,TRUE,ĉiŭaŭa korvo
Corvus ruficollis,Brown-necked Raven,brnrav1,495046541,FALSE,
Corvus edithae,Somali Crow,somcro2,13164,FALSE,nigrablanka korvo
Corvus albus,Pied Crow,piecro1,203896591,FALSE,
Corvus rhipidurus,Fan-tailed Raven,fatrav1,37854,FALSE,kurtvosta korvo
Corvus brachyrhynchos,American Crow,amecro,104365511,TRUE,amerika korvo
Corvus caurinus,Northwestern Crow,,,FALSE,
Corvus corone,Carrion Crow,carcro1,458181611,TRUE,
C. c. cornix,Hooded Crow,hoocro1,613868049,TRUE,
C. c. orientalis,Oriental Crow,,,FALSE,
C. c. capellanus,Mesopotamian Crow,,,FALSE,
Corvus pectoralis,Collared Crow,colcro1,546007361,FALSE,kolringa korvo
Corvus florensis,Flores Crow,flocro1,168590,FALSE,floresa korvo
Corvus typicus,Piping Crow,pipcro1,203748141,FALSE,fajfa korvo
Corvus unicolor,Banggai Crow,bancro1,203439601,FALSE,bangaja korvo
Corvus enca,Slender-billed Crow,slbcro2,129427,FALSE,
Corvus violaceus,Violet Crow,slbcro3,615707779,FALSE,
Corvus validus,Long-billed Crow,lobcro1,203909011,FALSE,moluka korvo
Corvus moneduloides,New Caledonian Crow,neccro1,203908091,FALSE,novkaledonia korvo
Corvus meeki,Bougainville Crow,boucro1,634652044,FALSE,bugenvila korvo
Corvus woodfordi,White-billed Crow,guacro1,203905491,FALSE,
Corvus fuscicapillus,Brown-headed Crow,brhcro1,524427221,FALSE,brunkapa korvo
Corvus tristis,Grey Crow,grycro1,203987961,FALSE,griza korvo
Corvus insularis,Bismarck Crow,torcro3,203966861,FALSE,bismarka korvo
Corvus orru,Torresian Crow,torcro2,233643,FALSE,
Corvus bennetti,Little Crow,litcro1,507352211,FALSE,nana korvo
Corvus mellori,Little Raven,litrav1,203930671,FALSE,eta korvo
Corvus tasmanicus,Forest Raven,forrav1,242305371,FALSE,
Corvus coronoides,Australian Raven,ausrav1,573468881,TRUE,
Corvus splendens,House Crow,houcro1,101900331,TRUE,doma korvo
Corvus macrorhynchos,Large-billed Crow,labcro1,359547881,TRUE,
Corvus kubaryi,Mariana Crow,marcro1,396308661,FALSE,mariana korvo
Cyanolyca mirabilis,White-throated Jay,whtjay1,231834421,FALSE,blankagorĝa garolo
Cyanolyca nanus,Dwarf Jay,dwajay1,637343489,FALSE,nana garolo
Cyanolyca pumilo,Black-throated Jay,bltjay1,596984531,FALSE,nigragorĝa garolo
Cyanolyca argentigula,Silvery-throated Jay,sitjay1,199583,FALSE,arĝentgorĝa garolo
Cyanolyca pulchra,Beautiful Jay,beajay1,58352,FALSE,bela garolo
Cyanolyca cucullata,Azure-hooded Jay,azhjay1,220588,FALSE,lazurkapuĉa garolo
Cyanolyca quindiuna,Quindo Jay,,,FALSE,
Cyanolyca armillata,Black-collared Jay,blcjay2,594844381,FALSE,nigrakoluma garolo
Cyanolyca turcosa,Turquoise Jay,turjay1,58397,FALSE,turkisa garolo
Cyanolyca viridicyanus,White-collared Jay,whcjay2,110754,FALSE,
Gymnorhinus cyanocephalus,Pinyon Jay,pinjay,44979,FALSE,pina garolo
Aphelocoma unicolor,Unicolored Jay,unijay1,31375631,FALSE,unukolora garolo
Aphelocoma wollweberi,Mexican Jay,mexjay4,84080381,FALSE,meksika garolo
Aphelocoma ultramarina,Ultramarine Jay,mexjay3,559489061,FALSE,
Aphelocoma coerulescens,Florida Scrub-jay,flsjay,349878731,FALSE,santakruza garolo
Aphelocoma californica,Western Scrub-jay,cowscj1,481661511,TRUE,
Cyanocitta cristata,Blue Jay,blujay,173749,TRUE,blua garolo
Cyanocitta stelleri,Steller's Jay,stejay,318226821,TRUE,diadema garolo
Cyanocorax violaceus,Violaceous Jay,viojay1,113310741,FALSE,viola garolo
Cyanocorax cyanomelas,Purplish Jay,purjay1,110554,FALSE,purpura garolo
Cyanocorax cristatellus,Curl-crested Jay,cucjay1,31576681,FALSE,krispa garolo
Cyanocorax caeruleus,Azure Jay,azujay1,63638,FALSE,lazura garolo
Cyanocorax morio,Brown Jay,brnjay,174295341,FALSE,bruna garolo
Cyanocorax colliei,Black-throated Magpie-jay,btmjay,109170,FALSE,nigramaska garolo
Cyanocorax formosus,White-throated Magpie-jay,wtmjay1,199535,TRUE,
Cyanocorax yncas,Green Jay,grnjay,244466111,FALSE,
Cyanocorax mystacalis,White-tailed Jay,whtjay2,43228,FALSE,blankvosta garolo
Cyanocorax dickeyi,Tufted Jay,tufjay1,612790305,FALSE,tufa garolo
Cyanocorax affinis,Black-chested Jay,blcjay1,55282,FALSE,nigrabrusta garolo
Cyanocorax heilprini,Azure-naped Jay,aznjay1,31748771,FALSE,
Cyanocorax hafferi,Campina Jay,,,FALSE,
Cyanocorax cyanopogon,White-naped Jay,whnjay1,261114561,FALSE,blanknuka garolo
Cyanocorax chrysops,Plush-crested Jay,plcjay1,212922,FALSE,
Cyanocorax cayanus,Cayenne Jay,cayjay1,203886541,FALSE,kajena garolo
Cyanocorax melanocyaneus,Bushy-crested Jay,bucjay1,106036,FALSE,bluventra garolo
Cyanocorax yucatanicus,Yucatan Jay,yucjay1,264746761,FALSE,jukatana garolo
Cyanocorax sanblasianus,San Blas Jay,sabjay,556636141,FALSE,sanblasa garolo
Cyanocorax beecheii,Purplish-backed Jay,pubjay1,13071,FALSE,violdorsa garolo
MELAMPITTIDAE,Melampittas,,,FALSE,
Melampitta lugubris,Lesser Melampitta,lesmel1,166189661,FALSE,eta melampito
Megalampitta gigantea,Greater Melampitta,gremel1,185067131,FALSE,granda melampito
CORCORACIDAE,Australian Mudnesters,,,FALSE,
Corcorax melanoramphos,White-winged Chough,whwcho1,204010121,FALSE,nigra korkorako
Struhidea cinerea,Apostlebird,apostl1,203930781,FALSE,
PARADISAEIDAE,Birds-of-paradise,,,FALSE,
Lycocorax pyrrhopterus,Halmahera Paradise-crow,paradi2,204013291,FALSE,
Lycocorax obiensis,Obi Paradise-crow,paradi3,203902921,FALSE,obia paradizeo
Phonygammus keraudrenii,Trumpet Manucode,truman1,173726,FALSE,
Manucodia ater,Glossy-mantled Manucode,glmman2,609065584,FALSE,
Manucodia jobiensis,Jobi Manucode,jobman1,650849858,FALSE,jobia paradizeo
Manucodia chalybatus,Crinkle-collaredd Manucode,crcman2,310648,FALSE,krispakola paradizeo
Manucodia comrii,Curl-crested Manucode,cucman1,163685,FALSE,krispakresta paradizeo
Pteridophora alberti,King of Saxony Bird-of-paradise,kospar1,163676,FALSE,flagportanta paradizeo
Parotia carolae,Carola's Parotia,carpar1,163694,FALSE,
Parotia berlepschi,Bronze Parotia,carpar3,139631,FALSE,bronza paradizeo
Parotia sefilata,Western Parotia,wespar1,203489861,FALSE,vogelkopa paradizeo
Parotia wahnesi,Wahnes's Parotia,wahpar1,163688,FALSE,vahnesa paradizeo
Parotia lawesii,Lawes's Parotia,lawpar3,163701,FALSE,
Seleucidis melanoleucus,Twelve-wired Bird-of-paradise,twwbop1,204005071,FALSE,fadena paradizeo
Drepanornis albertisi,Black-billed Sicklebill,blbsic1,166662451,FALSE,nigrabeka paradizeo
Drepanornis bruijnii,Pale-billed Sicklebill,pabsic1,203999331,FALSE,palbeka paradizeo
Semioptera wallacii,Standardwing Bird-of-paradise,walsta2,204013671,FALSE,flagflugila paradizeo
Lophorina paradisea,Paradise Riflebird,parrif1,203905971,FALSE,festona paradizeo
Lophorina victoriae,Victoria's Riflebird,vicrif1,203988051,FALSE,kvinslanda paradizeo
Lophorina superba,Superb Bird-of-paradise,vosbop1,218898201,FALSE,
Lophorina magnifica,Magnificent Riflebird,magrif3,209387,FALSE,
Lophorina intercedens,Growling Riflebird,magrif2,167071,FALSE,graŭlanta paradizeo
Epimachus fastosus,Black Sicklebill,blasic1,203883401,FALSE,nigraventra paradizeo
Epimachus meyeri,Brown Sicklebill,brosic1,203988081,FALSE,brunventra paradizeo
Paradigalla carunculata,Long-tailed Paradigalla,lotpar1,609057937,FALSE,
Paradigalla brevicauda,Short-tailed Paradigalla,shtpar1,640054044,FALSE,kurtvosta paradizeo
Astrapia nigra,Arfak Astrapia,arfast1,42751931,FALSE,arfaka paradizeo
Astrapia splendidissima,Splendid Astrapia,splast1,163654,FALSE,splenda paradizeo
Astrapia rothschildi,Huon Astrapia,huoast1,147993,FALSE,huona paradizeo
Astrapia stephaniae,Stephanie's Astrapia,prsast1,203972681,TRUE,stefanina paradizeo
Astrapia mayeri,Ribbon-tailed Astrapia,ritast1,203972211,FALSE,rubandvosta paradizeo
Cicinnurus regius,King Bird-of-paradise,kbopar1,42747501,FALSE,reĝa paradizeo
Cicinnurus magnificus,Magnificent Bird-of-paradise,mbopar2,166618511,FALSE,belega paradizeo
Cicinnurus respublica,Wilson's Bird-of-paradise,wbopar1,163711,FALSE,respublika paradizeo
Paradisornis rudolphi,Blue Bird-of-paradise,bbopar1,203976851,FALSE,blua paradizeo
Paradisaea guilielmi,Emperor Bird-of-paradise,ebopar1,147998,FALSE,imperiestra paradizeo
Paradisaea rubra,Red Bird-of-paradise,rbopar2,203898461,FALSE,ruĝa paradizeo
Paradisaea decora,Goldie's Bird-of-paradise,gbopar1,163679,FALSE,lavenda paradizeo
Paradisaea minor,Lesser Bird-of-paradise,lbopar1,203489781,FALSE,eta paradizeo
Paradisaea apoda,Greater Bird-of-paradise,gbopar2,163707,FALSE,granda paradizeo
Paradisaea raggiana,Raggiana Bird-of-paradise,rbopar1,168347,TRUE,flama paradizeo
Melanocharis arfakiana,Obscure Berrypecker,obsber1,203994611,FALSE,malhela melanokarito
Melanocharis nigra,Black Berrypecker,blaber1,650848852,FALSE,nigra melanokarito
Melanocharis longicauda,Mid-mountain Berrypecker,lebber1,114446261,FALSE,longvosta melanokarito
Melanocharis versteri,Fan-tailed Berrypecker,fatber1,203963161,FALSE,ventumilvosta melanokarito
Melanocharis striativentris,Streaked Berrypecker,strber1,,FALSE,stria melanokarito
Rhamphocharis crassirostris,Thick-billed Berrypecker,spober1,,FALSE,
Rhamphocharis piperata,Spotted Berrypecker,spober3,,FALSE,makula melanokarito
Oedistoma iliolophus,Spectacled Longbill,dwahon2,203974651,FALSE,okulvitra melanokarito
Oedistoma pygmaeum,Pygmy Longbill,pyghon1,,FALSE,pigmea melanokarito
Toxorhamphus novaeguineae,Yellow-bellied Longbill,yeblon1,639788549,FALSE,flavaventra melanokarito
Amalocichla incerta,Lesser Ground-robin,legrob1,204008851,FALSE,eta grundopetroiko
Pachycephalopsis hattamensis,Green-backed Robin,grbrob1,204013091,FALSE,verdadorsa petroiko
Pachycephalopsis poliosoma,White-eyed Robin,wherob1,22767,FALSE,blankokula petroiko
Eugerygone rubra,Garnet Robin,garrob1,203994581,FALSE,grenatgorĝa petroiko
Petroica bivittata,Subalpine Robin,alprob1,203968441,FALSE,monta petroiko
Petroica archboldi,Snow Mountain Robin,snmrob1,635218093,FALSE,roka petroiko
Petroica rosea,Rose Robin,rosrob1,99573961,FALSE,rozbrusta petroiko
Petroica rodinogaster,Pink Robin,pinrob1,274907381,FALSE,rozventra petroiko
Petroica phoenicea,Flame Robin,flarob1,549911611,FALSE,flama petroiko
Petroica boodang,Scarlet Robin,scarob2,99575701,FALSE,skarlata petroiko
Petroica pusilla,Pacific Robin,pacrob1,203911001,FALSE,
Petroica multicolor,Norfolk Robin,pacrob2,640733447,FALSE,
Petroica goodenovii,Red-capped Robin,recrob1,643731345,TRUE,ruĝfrunta petroiko
Petroica macrocephala,New Zealand Tomtit,tomtit1,203922011,TRUE,dikkapa petroiko
Petroica dannefaerdi,Snares Tomtit,,,FALSE,
Petroica traversi,Black Robin,charob1,298239191,TRUE,ĉatama petroiko
Petroica longipes,North Island Robin,nezrob2,622059469,FALSE,nordinsula petroiko
Petroica australis,South Island Robin,nezrob3,498906651,TRUE,
Kempiella griseoceps,Yellow-legged Flyrobin,yelfly4,629634856,FALSE,flavkrura petroiko
Kempiella flavovirescens,Olive Flyrobin,olifly3,79908,FALSE,oliveca petroiko
Devioeca papuana,Canary Flyrobin,canfly2,251639041,FALSE,papua petroiko
Cryptomicroeca flaviventris,Yellow-bellied Robin,yebrob1,203910401,FALSE,flavaventra petroiko
Monachella muelleriana,Torent Flyrobin,torfly1,65949,FALSE,torenta petroiko
Monachella coultasi,New Britain Flyrobin,,,FALSE,
Microeca tormenti,Kimberley Flyrobin,,,FALSE,
Microeca flavigaster,Lemon-bellied Flyrobin,lebfly3,355432031,FALSE,citronventra petroiko
Microeca hemixantha,Tanimbar Flyrobin,gobfly2,613324639,FALSE,tanimbara petroiko
Microeca fascinans,Jacky Winter,jacwin1,201215,FALSE,blankvosta petroiko
Drymodes beccarii,Papuan Scrub-robin,papscr2,204008941,FALSE,papua vepropetroiko
Drymodes superciliaris,Northern Scrub-robin,nosrob1,630466023,FALSE,
Drymodes brunneopygia,Southern Scrub-robin,sosrob1,466435211,FALSE,suda vepropetroiko
Plesiodryas albonotata,Black-throated Robin,bltrob1,204010901,FALSE,nigragorĝa petroiko
Poecilodryas brachyura,Black-chined Robin,,,FALSE,nigramentona petroiko
Poecilodryas hypoleuca,Black-sided Robin,blsrob2,203999281,FALSE,nigraflanka petroiko
Poecilodryas superciliosa,White-browed Robin,whbrob2,203887301,FALSE,
Poecilodryas cerviniventris,Buff-sided Robin,busrob1,593925751,FALSE,cinamflanka petroiko
Heteromyias albispecularis,Ashy Robin,gyhrob1,42744391,FALSE,
Heteromyias armiti,Black-capped Robin,ashrob2,203972341,FALSE,nigraĉapa petroiko
Heteromyias cinereifrons,Grey-headed Robin,gyhrob2,78536391,FALSE,grizkapa petroiko
Gennaeodryas placens,Banded Yellow Robin,olyrob1,168398,FALSE,olivbenda petroiko
Eopsaltria australis,Eastern Yellow Robin,yelrob1,313345231,FALSE,
Eopsaltria griseogularis,Western Yellow Robin,gybrob1,646724993,FALSE,grizbrusta petroiko
Quoyornis georgianus,White-breasted Robin,whbrob1,181376301,FALSE,blankbrusta petroiko
Tregellasia leucops,White-faced Robin,whfrob1,62524741,FALSE,blankmaska petroiko
Tregellasia capito,Pale-yellow Robin,payrob1,650542189,FALSE,flaveta petroiko
Melanodryas cuculata,Hooded Robin,hoorob1,99563331,FALSE,
Melanodryas vittata,Dusky Robin,dusrob1,99559311,FALSE,tasmania petroiko
Peneothello sigillata,White-winged Robin,whwrob2,182784,FALSE,blankflugila petroiko
Peneothello cryptoleuca,Smoky Robin,smorob2,139544,FALSE,fulga petroiko
Peneothello cyanus,Blue-grey Robin,,,FALSE,ardeza petroiko
Peneothello bimaculata,White-rumped Robin,whrrob2,182735,FALSE,blankpuga petroiko
Peneoenanthe pulverulenta,Mangrove Robin,manrob1,203939891,FALSE,mangrova petroiko
Cnemophilus loriae,Loria's Satinbird,lorsat1,310645,FALSE,nigra knemofilo
Cnemophilus sanguineus,Red Satinbird,,,FALSE,
Cnemophilus macgregorii,Yellow Satinbird,cresat1,203972691,FALSE,kresta knemofilo
Hyliota usambara,Usambara Hyliota,usahyl1,280549,FALSE,usambara hilioto
Hyliota australis,Southern Hyliota,souhyl1,277076,FALSE,
Hyliota violacea,Violet-backed Hyliota,vibhyl1,437374461,FALSE,violdorsa hilioto
Picathartes gymnocephalus,White-necked Picathartes,whnroc1,486663621,FALSE,blankakola pikatarto
Chelidorhynx hypoxanthus,Yellow-bellied Fairy-fantail,yebfan1,650001067,FALSE,flavaventra stenostiro
Culicicapa ceylonensis,Grey-headed Canary-flycatcher,gyhcaf1,632985883,FALSE,grizkapa stenostiro
Culicicapa helianthea,Citrine Canary-flycatcher,citcaf1,32831,FALSE,citrona stenostiro
Elminia nigromitrata,Dusky Crested-flycatcher,ducfly1,466605931,FALSE,nigrakresta stenostiro
Elminia albonotata,White-tailed Crested-flycatcher,wtcfly1,203964251,FALSE,monta stenostiro
Elminia albiventris,White-bellied Crested-flycatcher,wbcfly1,24199971,FALSE,blankventra stenostiro
Elminia longicauda,African Blue-flycatcher,afbfly1,1441,FALSE,blua stenostiro
Elminia albicauda,White-tailed Blue-flycatcher,wtbfly1,277080,FALSE,blankvosta stenostiro
CALLAEIDAE,New Zealand Wattlebirds,,,FALSE,
Callaeas wilsoni,North Island Kokako,kokako3,136122,TRUE,norda kaleo
Callaeas cinereus,South Island Kokako,kokako4,,FALSE,
Philesturnus rufusater,North Island Saddleback,saddle2,594748631,FALSE,norda selkaleo
Philesturnus carunculatus,South Island Saddleback,saddle3,203919831,TRUE,
†Heteralocha acutirostris,Huia,huia1,,FALSE,
NOTIOMYSTIDAE,Stitchbird,stitch1,203926611,TRUE,
Notiomystis cincta,Stitchbird,stitch1,203926611,TRUE,novzelanda notiomisto
MELANOCHARITIDAE,Berrypeckers and Longbills,,,FALSE,
EUPETIDAE,Rail-babbler,,,FALSE,
Eupetes macrocerus,Rail-babbler,marbab1,281044,FALSE,longvosta eŭpeto
CHAETOPIDAE,Rockjumpers,,,FALSE,
Cephalopyrus flammiceps,Fire-capped Tit,fictit1,651462554,FALSE,fajrokapa paruo
Sylviparus modestus,Yellow-browed Tit,yebtit3,440745451,FALSE,flavbrova paruo
Melanochlora sultanea,Sultan Tit,sultit1,637542572,FALSE,sultana paruo
Pardaliparus venustulus,Yellow-bellied Tit,yebtit4,30135621,FALSE,flavaventra paruo
Pardaliparus elegans,Elegant Tit,eletit2,18548,FALSE,eleganta paruo
Pardaliparus amabilis,Palawan Tit,paltit2,204002271,FALSE,palavana paruo
Periparus ater,Coal Tit,coatit2,168684011,TRUE,
P. a. melanolophus,Spot-winged Tit,,,FALSE,
Periparus rufonuchalis,Rufous-naped Tit,bkbtit2,25015,FALSE,rufnuka paruo
Periparus rubidiventris,Rufous-vented Tit,ruvtit2,172621711,FALSE,
Baeolophus wollweberi,Bridled Titmouse,britit,365898391,FALSE,brida paruo
Baeolophus bicolor,Tufted Titmouse,tuftit,94271,TRUE,
Baeolophus atricristatus,Black-crested Titmouse,blctit4,188237,FALSE,nigrakresta paruo
Baeolophus ridgwayi,Juniper Titmouse,juntit1,324033221,TRUE,junipera paruo
Baeolophus inornatus,Oak Titmouse,oaktit,306096781,FALSE,
Lophophanes dichrous,Grey-crested Tit,gyctit1,172624041,FALSE,griza tufparuo
Lophophanes cristatus,Crested Tit,cretit2,59213401,TRUE,eŭropa tufparuo
Sittiparus semilarvatus,White-fronted Tit,whftit2,204021941,FALSE,blankfrunta paruo
Sittiparus varius,Varied Tit,vartit1,175954691,FALSE,
Sittiparus owstoni,Izu Tit,vartit4,203927371,FALSE,izua paruo
Sittiparus olivaceus,Iromote Tit,vartit2,203900961,FALSE,iriomota paruo
Sittiparus castaneoventris,Chestnut-bellied Tit,vartit3,445130391,FALSE,kaŝtanventra paruo
Poecile superciliosus,White-browed Tit,whbtit4,203942301,FALSE,blankbrova paruo
Poecile lugubris,Sombre Tit,somtit3,195526221,FALSE,
Poecile hyrcanus,Caspian Tit,castit2,190820631,FALSE,Kaspia paruo
Poecile davidi,Rusty-breasted Tit,pedtit1,204009291,FALSE,davida paruo
Poecile palustris,Marsh Tit,martit2,83089961,TRUE,
P. p. brevirostris,Asian Marsh Tit,,,FALSE,
Poecile hypermelaenus,Black-bibbed Tit,bkbtit1,204008971,FALSE,nigrabarba paruo
