Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,eo
Poecile montanus,Willow Tit,wiltit1,36472,TRUE,
P. m. songarus,Songar Tit,,,FALSE,
Poecile carolinensis,Carolina Chickadee,carchi,436483691,TRUE,karolina paruo
Poecile atricapillus,Black-capped Chickadee,bkcchi,54840711,TRUE,nigraĉapa paruo
Poecile gambeli,Mountain Chickadee,mouchi,125250,TRUE,monta paruo
Poecile sclateri,Mexican Chickadee,mexchi,452435471,FALSE,meksika paruo
Poecile cinctus,Siberian Tit,gyhchi,137889,FALSE,lapona paruo
Poecile hudsonicus,Boreal Chickadee,borchi2,56187491,FALSE,
Poecile rufescens,Chestnut-backed Chickadee,chbchi,270443071,FALSE,brundorsa paruo
Cyanistes caeruleus,Eurasian Blue Tit,blutit,140895211,TRUE,
Cyanistes teneriffae,African Blue Tit,afbtit2,443984891,FALSE,
C. t. palmensis,Palma Blue Tit,,,FALSE,
C. t. teneriffae,Canary Blue Tit,,,FALSE,
Cyanistes cyanus,Azure Tit,azutit2,71524171,TRUE,
C. c. flavipectus,Yellow-breasted Tit,,,FALSE,
Pseudopodoces humilis,Ground Tit,grotit1,380288311,FALSE,grunda paruo
Parus monticolus,Green-backed Tit,grbtit1,633948854,FALSE,verdadorsa paruo
Parus major,Great Tit,gretit1,114034631,TRUE,
P. m. bokharensis,Turkestan Tit,,,FALSE,
P. m. minor,Japanese Tit,,,FALSE,
Machlolophus nuchalis,White-naped Tit,whwtit2,505446481,FALSE,blanknuka paruo
Machlolophus holsti,Yellow Tit,yeltit2,602643551,FALSE,tajvana paruo
Machlolophus xanthogenys,Black-lored Tit,blltit1,111632,FALSE,
Machlolophus spilonotus,Yellow-cheeked Tit,yectit1,203939971,FALSE,flavavanga paruo
Melaniparus rufiventris,Rufous-bellied Tit,rubtit3,203938321,FALSE,
Melaniparus pallidiventris,Cinnamon-breasted Tit,,,FALSE,Cinamobrusta paruo
Melaniparus albiventris,White-bellied Tit,whbtit5,299752671,FALSE,blankventra paruo
Melaniparus carpi,Carp's Tit,cartit2,627310341,FALSE,namibia paruo
Melaniparus niger,Southern Black Tit,soublt1,203942081,FALSE,
Melaniparus leucomelas,Dark-eyeed Black Tit,whwblt3,243576731,FALSE,
Melaniparus guineensis,Pale-eyed Black Tit,whsblt1,203972581,FALSE,blankŝultra paruo
Melaniparus funereus,Dusky Tit,dustit2,203923321,FALSE,funebra paruo
Melaniparus griseiventris,Miombo Tit,miotit2,511193701,FALSE,mjomba paruo
Melaniparus fasciiventer,Stripe-breasted Tit,stbtit2,203915501,FALSE,striventra paruo
Melaniparus thruppi,Somali Tit,somtit4,204005351,FALSE,akacia paruo
Melaniparus fringillinus,Red-throated Tit,rettit2,649281049,FALSE,rufgorĝa paruo
Melaniparus leuconotus,White-backed Black Tit,whbblt1,609066679,FALSE,blankdorsa paruo
Melaniparus afer,Grey Tit,grytit1,203938241,FALSE,cindra paruo
Melaniparus cinerascens,Ashy Tit,ashtit2,584619451,FALSE,cindra paruo
Anthoscopus musculus,Mouse-coloured Penduline-tit,mcptit1,308902971,FALSE,musgriza saknestulo
Anthoscopus flavifrons,Forest Penduline-tit,foptit1,437374381,FALSE,flavafrunta saknestulo
Anthoscopus caroli,Grey Penduline-tit,afptit1,625741834,FALSE,
Anthoscopus sylviella,Buff-bellied Penduline-tit,,,FALSE,
Anthoscopus minutus,Cape Penduline-tit,soptit1,214668111,FALSE,suda saknestulo
Auriparus flaviceps,Verdin,verdin,112638,TRUE,flavkapa saknestulo
ALAUDIDAE,Larks,,,FALSE,
Alaemon alaudipes,Greater Hoopoe-lark,grhlar1,86115,FALSE,granda upupalaŭdo
Alaemon hamertoni,Lesser Hoopoe-lark,lehlar1,634036737,FALSE,eta upupalaŭdo
Chersomanes albofasciata,Spike-heeled Lark,sphlar12,278384,FALSE,
C. a. beesleyi,Beesley's Lark,beelar1,280166,FALSE,
Ammomanopsis grayi,Gray's Lark,gralar2,638093953,FALSE,namibia alaŭdo
Certhilauda chuana,Short-clawed Lark,shclar1,335863891,FALSE,kurtkrifa alaŭdo
Certhilauda subcoronata,Karoo Long-billed Lark,klblar6,203933231,FALSE,Subkrona alaŭdo
C. s. benguelensis,Benguela Long-billed Lark,,,FALSE,
Certhilauda curvirostris,Cape Long-billed Lark,y00415,203938441,FALSE,
C. c. brevirostris,Agulhas Long-billed Lark,,,FALSE,
Certhilauda semitorquata,Eastern Long-billed Lark,elblar1,203935461,FALSE,zulua alaŭdo
Pinarocorys nigricans,Dusky Lark,duslar1,279670,FALSE,
Pinarocorys erythropygia,Rufous-rumped Lark,rurlar1,310954,FALSE,rufpuga alaŭdo
Rhamphocoris clotbey,Thick-billed Lark,thblar1,242998131,FALSE,dikbeka alaŭdo
Ammomanes cinctura,Bar-tailed Lark,batlar1,310970,FALSE,strivosta alaŭdo
Ammomanes phoenicura,Rufous-tailed Lark,rutlar2,283417761,FALSE,rufavosta alaŭdo
Ammomanes deserti,Desert Lark,deslar1,312878071,FALSE,dezertalaŭdo
Eremopterix australis,Black-eared Sparrow-lark,beslar1,609054626,FALSE,nigrakapa alaŭdo
Eremopterix leucotis,Chestnut-backed Sparrow-lark,cbslar1,310956,FALSE,blankorela alaŭdo
Eremopterix nigriceps,Black-crowned Sparrow-lark,bcslar1,310965,FALSE,blankfrunta alaŭdo
Eremopterix griseus,Ashy-crowned Sparrow-lark,ascspl1,310968,FALSE,grizkrona alaŭdo
Eremopterix signatus,Chestnut-headed Sparrow-lark,chhspl1,27830581,FALSE,brunkapa alaŭdo
Eremopterix leucopareia,Fischer's Sparrow-lark,fislar1,640953347,FALSE,brunkrona alaŭdo
Eremopterix verticalis,Grey-backed Sparrow-lark,gybspl1,277941,FALSE,grizdorsa alaŭdo
Eremopterix hova,Madagascar Lark,madlar1,95455,FALSE,madagaskara alaŭdo
Calendulauda sabota,Sabota Lark,sablar2,636871409,FALSE,
Calendulauda poecilosterna,Pink-breasted Lark,piblar3,310951,FALSE,rozbrusta alaŭdo
Calendulauda alopex,Foxy Lark,,,FALSE,
Calendulauda africanoides,Fawn-coloured Lark,faclar8,203935281,FALSE,savana alaŭdo
Calendulauda albescens,Karoo Lark,karlar2,203938281,FALSE,
Calendulauda burra,Red Lark,ferlar2,194118531,FALSE,ruĝa alaŭdo
Calendulauda erythrochlamys,Dune Lark,dunlar5,203933201,FALSE,duna alaŭdo
C. e. barlowi,Barlow's Lark,,,FALSE,
Heteromirafra ruddi,Rudd's Lark,rudlar1,203937111,FALSE,
Heteromirafra archeri,Liben Lark,liblar1,203941941,FALSE,
H. a. sidamoensis,Sidamo Lark,,,FALSE,
Mirafra apiata,Cape Clapper Lark,caclar1,177488351,FALSE,
Mirafra fasciolata,Eastern Clapper Lark,eaclar1,276057,FALSE,kalahara alaŭdo
Mirafra collaris,Collared Lark,collar1,634213357,FALSE,kolringa alaŭdo
Mirafra africana,Rufous-naped Lark,runlar1,203941971,FALSE,
Mirafra sharpii,Sharpe's Lark,,,FALSE,
Mirafra hypermetra,Red-winged Lark,rewlar1,274697,FALSE,
Mirafra somalica,Somali Lark,slblar1,635160196,FALSE,somalia alaŭdo
Mirafra ashi,Ash's Lark,,,FALSE,
Mirafra angolensis,Angola Lark,anglar1,399305171,FALSE,angola alaŭdo
Mirafra rufocinnamomea,Flappet Lark,flalar1,8043,FALSE,cinama alaŭdo
Mirafra williamsi,Williams's Lark,willar1,617082084,FALSE,kenja alaŭdo
Mirafra pulpa,Friedmann's Lark,frilar1,614978882,FALSE,fridmana alaŭdo
Mirafra cordofanica,Kordofan Lark,korlar1,,FALSE,kordofana alaŭdo
Mirafra passerina,Monotonous Lark,monlar2,203939871,FALSE,
Mirafra albicauda,White-tailed Lark,whtlar1,274622,FALSE,blankvosta alaŭdo
Mirafra cheniana,Melodious Lark,latlar1,274656,FALSE,melodia alaŭdo
Mirafra javanica,Horsfield's Bushlark,sinbus6,204002701,TRUE,
M. j. cantillans,Singing Bushlark,sinbus6,204002701,FALSE,
Mirafra microptera,Burmese BushLark,burbus1,221833,FALSE,birma alaŭdo
Mirafra assamica,Bengal BushLark,benbus1,204023871,FALSE,
Mirafra erythrocephala,Indochinese BushLark,indbus3,185937031,FALSE,hindioĉinia alaŭdo
Mirafra erythroptera,Indian Bushlark,indbus2,361870701,FALSE,hindia alaŭdo
Mirafra affinis,Jerdon's Bushlark,jerbus2,414799761,FALSE,tamula alaŭdo
Mirafra rufa,Rusty Lark,ruslar1,,FALSE,rufa alaŭdo
Mirafra gilletti,Gillett's Lark,gillar1,204005341,FALSE,ogadena alaŭdo
M. g. degodiensis,Degodi Lark,,,FALSE,
Chersophilus duponti,Dupont's Lark,duplar1,76802631,FALSE,krepuska alaŭdo
Eremalauda dunni,Dunn's Lark,dunlar1,310980,FALSE,
Eremalauda eremodites,Arabian Lark,dunlar4,226217931,FALSE,arabia alaŭdo
Alaudala somalica,Somali Short-toed Lark,sstlar1,280150,FALSE,okulvitra alaŭdo
Alaudala rufescens,Lesser Short-toed Lark,mstlar1,109291961,FALSE,
REMIZIDAE,Penduline-tit,,,FALSE,
Remiz pendulinus,Eurasian Penduline-tit,euptit1,538673571,FALSE,
Remiz macronyx,Black-headed Penduline-tit,bhptit1,172436061,FALSE,nigrakapa saknestulo
Remiz coronatus,White-crowned Penduline-tit,wcptit1,620057638,FALSE,
Remiz consobrinus,Chinese Penduline-tit,chptit1,616528516,FALSE,
Anthoscopus punctifrons,Sennar Penduline-tit,septit1,141730511,FALSE,sahela saknestulo
Anthoscopus parvulus,Yellow Penduline-tit,yeptit1,203961461,FALSE,flava saknestulo
A. r. cheleensis,Asian Short-toed Lark,lstlar2,506510561,FALSE,
Alaudala raytal,Sand Lark,sanlar1,428243801,FALSE,sabla alaŭdo
Melanocorypha bimaculata,Bimaculated Lark,bimlar1,458880151,FALSE,dumakula alaŭdo
Melanocorypha calandra,Calandra Lark,callar1,86304,FALSE,stepalaŭdo
Melanocorypha yeltoniensis,Black Lark,blalar1,588558681,FALSE,nigra alaŭdo
Melanocorypha maxima,Tibetan Lark,tiblar1,618714130,FALSE,tibeta alaŭdo
Melanocorypha mongolica,Mongolian Lark,monlar1,203966821,FALSE,mongolia alaŭdo
Calandrella acutirostris,Hume's Lark,humlar1,310989,FALSE,akrabeka alaŭdo
Calandrella cinerea,Red-capped Lark,reclar1,310986,FALSE,
Calandrella blanfordi,Blanford's Lark,blalar2,276099,FALSE,
C. b. erlangeri,Erlanger's Lark,,,FALSE,
Calandrella eremica,Ruffous-capped Lark,blalar4,480418391,FALSE,rufĉapa alaŭdo
Calandrella brachydactyla,Greater Short-toed Lark,gstlar1,586196631,FALSE,
Calandrella dukhuensis,Eastern Short-toed Lark,,,FALSE,
Eremophila bilopha,Temminck's Lark,temlar1,203892281,FALSE,sahara alaŭdo
Eremophila alpestris,Horned Lark,horlar,73842,TRUE,
Lullula arborea,Woodlark,woolar1,203489631,FALSE,arbalaŭdo
Spizocorys sclateri,Sclater's Lark,scllar1,321810491,FALSE,sklatera alaŭdo
Spizocorys starki,Stark's Lark,stalar2,419046261,FALSE,starka alaŭdo
Spizocorys fremantlii,Short-tailed Lark,shtlar1,280157,FALSE,kurtvosta alaŭdo
Spizocorys personata,Masked Lark,maslar1,580980911,FALSE,maskalaŭdo
Spizocorys fringillaris,Botha's Lark,botlar1,80708,FALSE,fringa alaŭdo
Spizocorys conirostris,Pink-billed Lark,piblar1,611489627,FALSE,rozbeka alaŭdo
Spizocorys obbiensis,Obbia Lark,obblar1,,FALSE,obja alaŭdo
Alauda leucoptera,White-winged Lark,whwlar1,588457821,FALSE,blankflugila alaŭdo
Alauda razae,Raso Lark,razsky1,,FALSE,raza alaŭdo
Alauda arvensis,Eurasian Skylark,skylar,314243691,TRUE,
Alauda gulgula,Oriental Skylark,orisky1,357766141,FALSE,orienta alaŭdo
Galerida modesta,Sun Lark,sunlar1,566389371,FALSE,suna alaŭdo
Galerida magnirostris,Large-billed Lark,lablar1,203964161,FALSE,larĝbeka alaŭdo
Galerida theklae,Thekla Lark,thelar1,96048731,TRUE,kurtbeka alaŭdo
Galerida cristata,Crested Lark,crelar1,410568911,TRUE,tufalaûdo
G. c. macrorhyncha,Long-billed Crested Lark,,,FALSE,
Galerida malabarica,Malabar Lark,mallar1,451027381,FALSE,
Galerida deva,Sykes's Lark,tawlar1,98778461,FALSE,dekana alaŭdo
Eremomela flavicrissalis,Yellow-vented Eremomela,yevere1,33655711,FALSE,flavsubpuga eremomelo
Eremomela pusilla,Senegal Eremomela,senere1,649720769,FALSE,
Eremomela canescens,Green-backed Eremomela,grbere1,33652401,FALSE,verdadorsa eremomelo
Eremomela scotops,Green-capped Eremomela,greere1,14527,FALSE,verdaĉapa eremomelo
Eremomela gregalis,Karoo Eremomela,yerere1,221168,FALSE,karua eremomelo
Eremomela usticollis,Burnt-necked Eremomela,bunere1,282305931,FALSE,brulkola eremomelo
Eremomela badiceps,Rufous-crowned Eremomela,rucere1,631054964,FALSE,rufkrona eremomelo
Eremomela turneri,Turner's Eremomela,turere1,1419,FALSE,rufafrunta eremomelo
Eremomela atricollis,Black-necked Eremomela,blnere1,640812537,FALSE,nigrakola eremomelo
Drymocichla incana,Red-winged Grey Warbler,rwgwar2,467072901,FALSE,griza prinio
Schistolais leucopogon,White-chinned Prinia,whcpri2,1557,FALSE,blankagorĝa prinio
Schistolais leontica,Sierra Leone Prinia,silpri2,140960,FALSE,sieraleona prinio
Urolais epichlorus,Green Longtail,grnlon1,623150384,FALSE,verda prinio
Artisornis moreaui,Long-billed Forest-warbler,lobtai1,105048911,FALSE,longbeka tajlorbirdo
Artisornis sousae,Mozambique Forest-warbler,,,FALSE,
Artisornis metopias,African Forest-warbler,afrtai2,49809,FALSE,ruĝaĉapa tajlorbirdo
Oreolais pulcher,Black-collared Apalis,blcapa2,341172571,FALSE,
Oreolais ruwenzorii,Ruwenzori Apalis,ruwapa1,203939861,FALSE,ruvenzoria prinio
Oreophilais robertsi,Briar Warbler,robpri1,394292991,FALSE,zimbabva prinio
Phragmacia substriata,Namaqua Warbler,nampri1,623226936,FALSE,namakva prinio
Apalis fuscigularis,Taita Apalis,batapa4,23970,FALSE,taita apaliso
Apalis flavigularis,Yellow-throated Apalis,batapa3,,FALSE,flavgorĝa apaliso
Apalis lynesi,Namuli Apalis,batapa5,,FALSE,namulia apaliso
Apalis thoracica,Bar-throated Apalis,batapa2,310846,FALSE,
Apalis ruddi,Rudd's Apalis,rudapa1,203937331,FALSE,blankbrova apaliso
Apalis flavida,Yellow-breasted Apalis,yebapa1,14296,FALSE,
Apalis flavocincta,Brown-tailed Apalis,,,FALSE,
Apalis binotata,Masked Apalis,masapa1,24679,FALSE,
Apalis personata,Black-faced Apalis,blfapa1,1271,FALSE,nigramaska apaliso
Apalis jacksoni,Black-throated Apalis,bltapa1,24803,FALSE,nigragorĝa apaliso
Apalis chariessa,White-winged Apalis,whwapa1,203948481,FALSE,blankflugila apaliso
Apalis nigriceps,Black-capped Apalis,blcapa1,203959941,FALSE,nigraĉapa apaliso
Apalis melanocephala,Black-headed Apalis,blhapa1,203964241,FALSE,nigrakapa apaliso
Apalis chirindensis,Chirinda Apalis,chiapa1,394293531,FALSE,ĉirinda apaliso
Apalis porphyrolaema,Chestnut-throated Apalis,chtapa3,310858,FALSE,
Apalis kaboboensis,Kabobo Apalis,chtapa2,,FALSE,kaboba apaliso
Apalis chapini,Chapin's Apalis,chaapa1,310867,FALSE,kaŝtanbrusta apaliso
Apalis sharpii,Sharpe's Apalis,shaapa2,203923331,FALSE,
Apalis rufogularis,Buff-throated Apalis,butapa1,203966591,FALSE,
Apalis argentea,Kungwe Apalis,kunapa1,64628621,FALSE,arĝenta apaliso
Apalis karamojae,Karamoja Apalis,karapa2,623459736,FALSE,
Apalis bamendae,Bamenda Apalis,bamapa1,310860,FALSE,bamenda apaliso
Apalis goslingi,Gosling's Apalis,gosapa1,310863,FALSE,konga apaliso
Apalis cinerera,Grey Apalis,,,FALSE,
Apalis alticola,Brown-headed Apalis,brhapa1,310850,FALSE,brunkapa apaliso
Phyllolais pulchella,Buff-bellied Warbler,bubwar2,233404041,FALSE,akacia prinio
Spiloptila clamans,Cricket Warbler,crilon1,649787444,FALSE,skvamfruntra prinio
Poliolais lopezi,White-tailed Warbler,whtwar1,91002861,FALSE,blankvosta kamaroptero
Calamonastes simplex,Grey Wren-warbler,grywrw1,14321,FALSE,
Calamonastes undosus,Miombo Wren-warbler,miowrw2,614978877,FALSE,
Calamonastes stierlingi,Stierling's Wren-warbler,miowrw3,80042,FALSE,
Calamonastes fasciolatus,Barred Wren-warbler,bawwar1,581220901,FALSE,kalahara kamaroptero
Camaroptera harterti,Hartert's Camaroptera,gnbcam3,397988611,FALSE,angola kamaroptero
Camaroptera brachyura,Bleating Camaroptera,grbcam1,140980,FALSE,
Camaroptera superciliaris,Yellow-browed Camaroptera,yebcam1,203961481,FALSE,flavbrova kamaroptero
Camaroptera chloronota,Olive-green Camaroptera,olgcam1,203974231,FALSE,oliveca kamaroptero
Camaroptera toroensis,Tawny-breasted Camaroptera,,,FALSE,oliveca kamaroptero
Micromacronus leytensis,Visayan Miniature Babbler,mitbab1,,FALSE,
Micromacronus sordidus,Mindanao Miniature Babbler,minmib1,601699221,FALSE,mindanaa prinio
Scepomycter winifredae,Winifred's Warbler,mrmwar1,322144701,FALSE,
Euryptila subcinnamomea,Cinnamon-breasted Warbler,kopwar1,470902481,FALSE,cinama cistikolo
Incana incana,Socotra Warbler,socwar2,642110650,FALSE,sokotra prinio
Malcorus pectoralis,Rufous-eared Warbler,ruewar2,582106941,FALSE,rufavanga cistikolo
Hypergerus atriceps,Oriole Warbler,oriwar2,145386751,FALSE,orioleca cistikolo
Eminia lepida,Grey-capped Warbler,gycwar3,203915351,FALSE,grizĉapa cistikolo
Cisticola erythrops,Red-faced Cisticola,refcis1,203923101,FALSE,
Cisticola cantans,Singing Cisticola,sincis1,14366,FALSE,kanta cistikolo
Cisticola lateralis,Whistling Cisticola,whicis1,204023041,FALSE,fajfa cistikolo
Cisticola woosnami,Trilling Cisticola,tricis1,14519,FALSE,trila cistikolo
Cisticola anonymus,Chattering Cisticola,chacis1,1154,FALSE,babila cistikolo
Cisticola bulliens,Bubbling Cisticola,bubcis1,625744433,FALSE,angola cistikolo
Cisticola chubbi,Chubb's Cisticola,chucis1,14375,FALSE,
Cisticola hunteri,Hunter's Cisticola,huncis1,645494598,FALSE,huntera cistikolo
Cisticola nigriloris,Black-lored Cisticola,bllcis1,203964781,FALSE,nigrabrida cistikolo
Cisticola aberrans,Lazy Cisticola,rolcis2,434968661,FALSE,
Cisticola bailunduensis,Huambo Cisticola,rolcis4,509509751,FALSE,
Cisticola chiniana,Rattling Cisticola,ratcis1,58463,FALSE,grinca cistikolo
PANURIDAE,Bearded Reedling,bearee1,63563531,TRUE,
Panurus biarmicus,Bearded Reedling,bearee1,63563531,TRUE,barba panuro
NICATORIDAE,Nicators,,,FALSE,
Nicator chloris,Western Nicator,yesnic1,140954,FALSE,
Nicator gularis,White-throated Nicator,easnic1,612739916,FALSE,brunkapa nikatoro
Nicator vireo,Yellow-throated Nicator,yetnic1,1084,FALSE,flavgorĝa nikatoro
MACROSPHENIDAE,Crombec and allies,,,FALSE,
Sylvietta brachyura,Northern Crombec,norcro1,203981311,FALSE,rufbrusta makrosfeno
Sylvietta leucopsis,Eastern Crombec,,,FALSE,
Sylvietta whytii,Red-faced Crombec,refcro1,79261,FALSE,rufmaska makrosfeno
Sylvietta philippae,Philippa's Crombec,shbcro1,,FALSE,somalia makrosfeno
Sylvietta rufescens,Long-billed Crombec,capcro1,534355581,FALSE,cinamventra makrosfeno
Sylvietta isabellina,Somali Crombec,somcro1,569517501,FALSE,izabela makrosfeno
Sylvietta ruficapilla,Red-capped Crombec,reccro1,630556027,FALSE,rufĉapa makrosfeno
Sylvietta virens,Green Crombec,grecro1,1225,FALSE,
Sylvietta denti,Lemon-bellied Crombec,lebcro1,476676841,FALSE,flavaventra makrosfeno
Sylvietta chapini,Lendu Crombec,,,FALSE,
Sylvietta leucophrys,White-browed Crombec,whbcro2,170267,FALSE,
Cryptillas victorini,Victorin's Warbler,viswar1,177673931,FALSE,grizvanga makrosfeno
Achaetops pycnopygius,Rockrunner,damroc1,203942191,FALSE,damara makrosfeno
Sphenoeacus afer,Cape Grassbird,capgra1,216259251,FALSE,kaba makrosfeno
Melocichla mentalis,Moustached Grass-warbler,mogwar1,14601,FALSE,liphara makrosfeno
Macrosphenus flavicans,Yellow Longbill,yellon1,24216591,FALSE,flava makrosfeno
Macrosphenus kempi,Kemp's Longbill,kemlon1,203914051,FALSE,rufaflanka makrosfeno
Macrosphenus concolor,Grey Longbill,grylon1,203941161,FALSE,griza makrosfeno
Macrosphenus pulitzeri,Pulitzer's Longbill,pullon1,641340089,FALSE,angolo makrosfeno
Macrosphenus kretschmeri,Kretschmer's Longbill,krelon1,649684821,FALSE,tanzania makrosfeno
Graueria vittata,Grauer's Warbler,grawar1,203966561,FALSE,stria kanbirdo
CISTICOLIDAE,Cisticolas,,,FALSE,
Neomixis viridis,Green Jery,grejer1,503917871,FALSE,verda neomikso
Neomixis tenella,Common Jery,comjer1,504263351,FALSE,ordinara neomikso
Neomixis striatigula,Stripe-throated Jery,sttjer1,203968561,FALSE,strigorĝa neomikso
Neomixis pallidior,Subdesert Jery,,,FALSE,
Eremomela icteropygialis,Yellow-bellied Eremomela,yebere1,33653641,FALSE,flavaventra eremomelo
Cisticola bodessa,Boran Cisticola,borcis1,290305921,FALSE,borana cistikolo
Cisticola njombe,Churring Cisticola,chucis2,278934,FALSE,njomba cistikolo
Cisticola cinereolus,Ashy Cisticola,ashcis1,79326,FALSE,cindra cistikolo
Cisticola restrictus,Tana River Cisticola,tarcis1,,FALSE,tanaa cistikolo
Cisticola rufilatus,Tinckling Cisticola,grycis1,627905420,FALSE,griza cistikolo
Cisticola subruficapilla,Grey-backed Cisticola,rehcis2,344070291,FALSE,grizdorsa cistikolo
Cisticola lais,Wailling Cisticola,waicis1,28073,FALSE,
Cisticola marginatus,Winding Cisticola,wincis3,1025,FALSE,nila cistikolo
Cisticola lugubris,Ethiopian Cisticola,wincis6,100328,FALSE,etiopia cistikolo
Cisticola haematocephala,Coastal Cisticola,wincis4,280452,FALSE,marborda cistikolo
Cisticola luapula,Luapula Cisticola,wincis5,650029339,FALSE,
Cisticola galactotes,Rufous-winged Cisticola,wincis2,203964271,FALSE,
Cisticola pipiens,Chirping Cisticola,chicis1,277361,FALSE,ĉirpa cistikolo
Cisticola carruthersi,Carruthers's Cisticola,carcis1,290459271,FALSE,papirusa cistikolo
Cisticola tinniens,Levaillant's Cisticola,tincis1,14514,FALSE,tinta cistikolo
Cisticola robustus,Stout Cisticola,stocis1,290811471,FALSE,
Cisticola aberdare,Aberdare Cisticola,abecis1,14353,FALSE,aberdara cistikolo
Cisticola natalensis,Croaking Cisticola,crocis1,14508,FALSE,kvaka cistikolo
Cisticola ruficeps,Red-pate Cisticola,repcis1,466840431,FALSE,
Cisticola guinea,Dorst's Cisticola,dorcis1,203965211,FALSE,dorsta cistikolo
Cisticola nana,Tiny Cisticola,tincis3,33721941,FALSE,nana cistikolo
Cisticola brachypterus,Short-winged Cisticola,sifcis1,58506,FALSE,kurtflugila cistikolo
Cisticola rufus,Rufous Cisticola,rufcis1,282249061,FALSE,rufa cistikolo
Cisticola troglodytes,Foxy Cisticola,foxcis1,21639631,FALSE,vulpa cistikolo
Cisticola fulvicapilla,Neddicky,pipcis2,14390,FALSE,
Cisticola angusticauda,Tabora Cisticola,tabcis1,632604833,FALSE,stretvosta cistikolo
Cisticola melanurus,Black-tailed Cisticola,sltcis1,,FALSE,nigravosta cistikolo
Cisticola juncidis,Zitting Cisticola,zitcis1,203693771,FALSE,junka cistikolo
Cisticola haesitatus,Socotra Cisticola,soccis1,632300776,FALSE,sokotra prinio
Cisticola cherina,Madagascar Cisticola,madcis2,203963231,FALSE,madagaskara cistikolo
Cisticola aridulus,Desert Cisticola,descis1,277948,FALSE,dezerta cistikolo
Cisticola textrix,Cloud Cisticola,clocis1,605141471,FALSE,nuba cistikolo
