Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,nl
Tityra leucura,White-tailed Tityra,whttit2,,FALSE,Zwartkruintityra
Xenopsaris albinucha,White-naped Becards,whnxen1,69853,FALSE,Witnektiran
Pachyramphus versicolor,Barred Becard,barbec1,608680795,FALSE,Gebandeerde Bekarde
Pachyramphus xanthogenys,Yellow-cheeked Becard,,,FALSE,Geelwangbekarde
Pachyramphus griseigularis,Green-cheeked Becard,,,FALSE,
Pachyramphus viridis,Green-backed Becard,grbbec1,488984711,FALSE,Groenrugbekarde
Pachyramphus spodiurus,Slaty Becard,slabec1,475140631,FALSE,Leikleurige Bekarde
Pachyramphus rufus,Cinereous Becard,cinbec2,385182311,FALSE,Grijze Bekarde
Pachyramphus minor,Pink-throated Becard,pitbec1,77946,FALSE,Roodkeelbekarde
Pachyramphus aglaiae,Rose-throated Becard,rotbec,166113201,FALSE,Grote Bekarde
Pachyramphus niger,Jamaican Becard,jambec1,358951561,FALSE,Jamaicaanse Bekarde
Pachyramphus homochrous,One-colored Becard,oncbec1,251725561,FALSE,Vale Bekarde
Leptopogon taczanowskii,Inca Flycatcher,incfly1,553947651,FALSE,Incaleptopogon
Taeniotriccus andrei,Black-chested Tyrant,blctyr2,323159621,FALSE,Zwartkuiftodietiran
Cnipodectes subbrunneus,Brownish Twistwing,brofly1,112799,FALSE,Schroefvleugeltiran
Cnipodectes superrufus,Rufous Twistwing,ruftwi1,31739191,FALSE,Rosse Schroefvleugeltiran
Rhynchocyclus brevirostris,Eye-ringed Flatbill,eyrfla1,20350,FALSE,Brilbreedbektiran
Rhynchocyclus aequinoctialis,Western Olivaceous Flatbill,olifla2,25940,FALSE,Westelijke Groene Breedbektiran
Rhynchocyclus olivaceus,Eastern Olivaceous Flatbill,olifla3,117030,FALSE,Oostelijke groene breedbektiran
Rhynchocyclus pacificus,Pacific Flatbill,pacfla1,627917244,FALSE,Pacifische Breedbektiran
Rhynchocyclus fulvipectus,Fulvous-breasted Flatbill,fubfla1,600644471,FALSE,Bruine Breedbektiran
Tolmomyias sulphurescens,Yellow-olive Flatbill,yeofly1,199538,FALSE,Groenkapbreedbektiran
Tolmomyias traylori,Orange-eyed Flatbill,orefly1,34313,FALSE,Oranjeoogbreedbektiran
Tolmomyias assimilis,Yellow-margined Flatbill,yemfly1,388637621,FALSE,Spiegelbreedbektiran
Tolmomyias flavotectus,Yellow-winged Flatbill,yemfly2,381734391,FALSE,Geelrandbreedbektiran
Tolmomyias poliocephalus,Grey-crowned Flatbill,gycfly1,389466461,FALSE,Grijskruinbreedbektiran
Tolmomyias viridiceps,Olive-faced Flatbill,yebfly4,622735132,FALSE,Olijfkopbreedbektiran
Tolmomyias flaviventris,Ochre-lored Flatbill,yebfly3,360610661,FALSE,Olijfkopbreedbektiran/Geelbuikbreedbektiran
Myiornis auricularis,Eared Pygmy-tyrant,eaptyr1,282255931,FALSE,Oorvlekdwergtiran
Myiornis albiventris,White-bellied Pygmy-tyrant,wbptyr1,608677494,FALSE,Witborstdwergtiran
Myiornis atricapillus,Black-capped Pygmy-tyrant,bcptyr1,192574,FALSE,Zwartkapdwergtiran
Myiornis ecaudatus,Short-tailed Pygmy-tyrant,stptyr1,369495141,FALSE,Kortstaartdwergtiran
Oncostoma cinereigulare,Northern Bentbill,norben1,356416921,FALSE,Mexicaanse Krombektiran
Oncostoma olivaceum,Southern Bentbill,souben1,198732361,FALSE,Colombiaanse Krombektiran
Lophotriccus pileatus,Scale-crested Pygmy-tyrant,scptyr1,123832931,FALSE,Schubkuifdwergtiran
Lophotriccus vitiosus,Double-banded Pygmy-tyrant,dbptyr1,203919111,FALSE,Dubbelbanddwergtiran
Lophotriccus eulophotes,Long-crested Pygmy-tyrant,lcptyr1,38945,FALSE,Langkuifdwergtiran
Lophotriccus galeatus,Helmeted Pygmy-tyrant,heptyr1,88486,FALSE,Helmdwergtiran
Atalotriccus pilaris,Pale-eyed Pygmy-tyrant,peptyr1,66608,FALSE,Bleekoogdwergtiran
Hemitriccus minor,Snethlage's Tody-tyrant,snttyr1,647648496,FALSE,Snethlagetodietiran
Hemitriccus cohnhafti,Acre Tody-tyrant,acrtot1,500542021,FALSE,Acretodietiran
Hemitriccus spodiops,Yungas Tody-tyrant,yuttyr1,17121,FALSE,Grijsteugeltodietiran
Hemitriccus flammulatus,Flamulated Bamboo-tyrant,flapyt1,121793,FALSE,Gestreepte Todietiran
Hemitriccus diops,Drab-breasted Bamboo-tyrant,drbpyt1,223833851,FALSE,Teugelvlektodietiran
Hemitriccus obsoletus,Brown-breasted Bamboo-tyrant,bnbpyt1,102724,FALSE,Bruinborsttodietiran
Hemitriccus josephinae,Boat-billed Tody-tyrant,bbttyr1,321841901,FALSE,Bootsnaveltodietiran
Hemitriccus zosterops,White-eyed Tody-tyrant,wettyr1,113033,FALSE,Witoogtodietiran
Hemitriccus griseipectus,White-bellied Tody-tyrant,whbtot1,88409,FALSE,Witborsttodietiran
Hemitriccus orbitatus,Eye-ringed Tody-tyrant,erttyr1,56040061,FALSE,Briltodietiran
Hemitriccus iohannis,Joao's Tody-tyrant,jottyr1,35558,FALSE,Johannes' Todietiran
Hemitriccus striaticollis,Stripe-necked Tody-tyrant,snttyr2,117139,FALSE,Streepnektodietiran
Hemitriccus nidipendulus,Hangnest Tody-tyrant,hattyr1,293427,FALSE,Groenrugtodietiran
Hemitriccus margaritaceiventer,Pearly-vented Tody-tyrant,pvttyr1,212397,FALSE,Witbuiktodietiran
Hemitriccus inornatus,Pelzeln's Tody-tyrant,pettyr1,203984201,FALSE,Pelzelns Todietiran
Hemitriccus minimus,Zimmer's Tody-tyrant,zittyr1,375483261,FALSE,Witkeeltodietiran
Hemitriccus granadensis,Black-throated Tody-tyrant,btttyr1,68131481,FALSE,Zwartkeeltodietiran
Hemitriccus cinnamomeipectus,Cinnamon-breasted Tody-tyrant,cbttyr1,74342211,FALSE,Kaneelborsttodietiran
Hemitriccus mirandae,Buff-breasted Tody-tyrant,bbttyr2,509606791,FALSE,Geelborsttodietiran
Hemitriccus kaempferi,Kaempfer's Tody-tyrant,kattyr1,203984211,FALSE,Bruinrugtodietiran
Hemitriccus rufigullaris,Buff-throated Tody-tyrant,btttyr2,87895,FALSE,
Hemitriccus furcatus,Fork-tailed Tody-tyrant,fotpyt1,471474421,FALSE,Vorkstaarttodietiran
Poecilotriccus ruficeps,Rufous-crowned Tody- flycatcher,rcttyr1,203699291,FALSE,Roodkruintodietiran
Poecilotriccus luluae,Lulu's Tody- flycatcher,johtot1,74343731,FALSE,Lulu's Todietiran
Poecilotriccus albifacies,White-cheeked Tody- flycatcher,wcttyr1,135109,FALSE,Witwangtodietiran
Poecilotriccus capitalis,Black-and-white Tody- flycatcher,bawtyr1,34355,FALSE,Zwart-witte Todietiran
Poecilotriccus senex,Buff-cheeked Tody- flycatcher,buctof1,127701,FALSE,Bruinwangschoffelsnavel
Poecilotriccus russatus,Ruddy Tody-flycatcher,rudtof1,388465941,FALSE,Rosse Schoffelsnavel
Poecilotriccus plumbeiceps,Ochre-faced Tody-flycatcher,ocftof1,132567,FALSE,Bruinkeelschoffelsnavel
Poecilotriccus fumifrons,Smoky-fronted Tody-flycatcher,smftof1,203955431,FALSE,Grijskapschoffelsnavel
Poecilotriccus latirostris,Rusty-fronted Tody-flycatcher,ruftof1,531976721,FALSE,Roodteugelschoffelsnavel
Poecilotriccus sylvia,Slate-headed Tody-flycatcher,shtfly1,226849561,FALSE,Grijskeelschoffelsnavel
Poecilotriccus calopterus,Golden-winged Tody-flycatcher,gowtof1,408117551,FALSE,Goudvleugelschoffelsnavel
Poecilotriccus pulchellus,Black-backed Tody-flycatcher,bkbtof1,533235091,FALSE,Zwartrugschoffelsnavel
Todirostrum maculatum,Spotted Tody-flycatcher,sptfly1,45595,FALSE,Gevlekte Schoffelsnavel
Todirostrum poliocephalum,Yellow-lored Tody-flycatcher,gyhtof1,203984241,FALSE,Grijskopschoffelsnavel
Todirostrum cinereum,Common Tody-flycatcher,cotfly1,211086171,FALSE,Geelbuikschoffelsnavel
Todirostrum viridanum,Maracaibo Tody-flycatcher,matfly1,405715871,FALSE,Kortstaartschoffelsnavel
Todirostrum nigriceps,Black-headed Tody-flycatcher,bhtfly1,621089412,FALSE,Zwartkopschoffelsnavel
Todirostrum pictum,Painted Tody-flycatcher,patfly1,203953811,FALSE,Witkeelschoffelsnavel
Todirostrum chrysocrotaphum,Yellow-browed Tody-flycatcher,ybtfly1,610061191,FALSE,Geelbrauwschoffelsnavel
Myiotriccus phoenicurus,Eastern Ornate Flycatcher,,,FALSE,(Oostelijke) ornaattiran
Myiotriccus ornatus,Western Ornate Flycatcher,ornfly1,635485074,FALSE,Ornaattiran
Nephelomyias pulcher,Handsome Flycatcher,hanfly1,225151831,FALSE,Goudborsttiran
Nephelomyias lintoni,Orange-banded Flycatcher,orbfly1,652079369,FALSE,Oranjebandtiran
Nephelomyias ochraceiventris,Ochraceous-breasted Flycatcher,ocbfly2,74348611,FALSE,Goudkeeltiran
Pyrrhomyias cinnamomeus,Cinnamon Flycatcher,cinfly2,203932121,FALSE,Kaneeltiran
Hirundinea bellicosa,Swallow Flycatcher,,,FALSE,Zwaluwtiran (nominate-groep)
Hirundinea ferruginea,Cliff Flycatcher,clifly1,361135701,FALSE,Zwaluwtiran
Zimmerius cinereicapilla,Red-billed Tyrannulet,rebtyr2,74341231,FALSE,Roodsnavelvliegenpikker
Zimmerius villarejoi,Michana Tyrannulet,mistyr1,629678641,FALSE,Mishanavliegenpikker
Zimmerius chicomendesi,Chico's Tyrannulet,chityr1,468724301,FALSE,Chico's Vliegenpikker
Zimmerius vilissimus,Paltry Tyrannulet,paltyr2,649182225,FALSE,Brilvliegenpikker
Zimmerius parvus,Mistletoe Tyrannulet,paltyr3,205764,FALSE,Maretakvliegenpikker
Zimmerius petersi,Venezuelan Tyrannulet,paltyr5,66650,FALSE,Venezuelavliegenpikker
Zimmerius improbus,Mountain Tyrannulet,paltyr4,617731985,FALSE,Meridavliegenpikker
Zimmerius chrysops,Golden-faced Tyrannulet,goftyr1,550525611,FALSE,Goudwangvliegenpikker
Zimmerius albigularis,Choco Tyrannulet,chotyr1,308015001,FALSE,Chocóvliegenpikker
Zimmerius viridiflavus,Peruvian Tyrannulet,pertyr1,49433,FALSE,Geelwangvliegenpikker
Zimmerius gracilipes,Slender-footed Tyrannulet,slftyr1,386020371,FALSE,Slankpootvliegenpikker
Zimmerius acer,Guianan Tyrannulet,guityr1,77949,FALSE,Guyanavliegenpikker
Zimmerius bolivianus,Bolivian Tyrannulet,boltyr1,17119,FALSE,Boliviaanse Vliegenpikker
Stigmatura napensis,Lesser Wagtail-tyrant,lewtyr1,61613421,FALSE,Kleine kwikstaarttiran
Stigmatura bahiae,Bahia Wagtail-tyrant,leswat2,509612191,FALSE,Bahiakwikstaarttiran
Stigmatura budytoides,Greater Wagtail-tyrant,grwtyr1,169780771,FALSE,Grote Kwikstaarttiran
Inezia tenuirostris,Slender-billed Tyrannulet,slbtyr1,46894011,FALSE,Dunsnavelinezia
Inezia inornata,Plain Tyrannulet,platyr1,46426,FALSE,Grijskopinezia
Inezia subflava,Amazonian Tyrannulet,amatyr1,31748551,FALSE,Bruinkopinezia
Inezia caudata,Pale-tipped Tyrannulet,pattyr3,66636,FALSE,Salvins Inezia
Euscarthmus meloryphus,Tawny-crowned Pygmy-tyrant,tacpyt1,66612,FALSE,Okerkruindwergtiran
Euscarthmus fulviceps,Tawny-fronted Pygmy-tyrant,tacpyt2,11034,FALSE,Okerkopdwergtiran
Euscarthmus rufomarginatus,Rufous-sided Pygmy-tyrant,rsptyr1,103440,FALSE,Geelbuikdwergtiran
Ornithion semiflavum,Yellow-bellied Tyrannulet,yebtyr1,630759185,FALSE,Geelbuikvliegenpikker
Ornithion brunneicapillus,Brown-capped Tyrannulet,brctyr,66663,FALSE,Bruinkapvliegenpikker
Ornithion inerme,White-lored Tyrannulet,whltyr1,385049881,FALSE,Witteugelvliegenpikker
Camptostoma imberbe,Northern Beardless Tyrannulet,nobtyr,174983441,FALSE,Chaparralvliegenpikker
Camptostoma obsoletum,Southern Beardless Tyrannulet,sobtyr1,69870,FALSE,Geelkeelvliegenpikker
Elaenia ruficeps,Rufous-crowned Elaenia,rucela1,388990831,FALSE,Roodkruinelenia
Elaenia cristata,Plain-crested Elaenia,plcela1,247050721,FALSE,Kapelenia
Elaenia gigas,Mottle-backed Elaenia,mobela1,635143712,FALSE,Geschubde Elenia
Elaenia dayi,Great Elaenia,greela1,251794921,FALSE,Duida-elenia
Elaenia sordida,Brazilian Elaenia,higela3,294493601,FALSE,Paraná-elenia
Elaenia obscura,Highland Elaenia,higela2,611498896,FALSE,Hooglandelenia
Elaenia strepera,Slaty Elaenia,slaela1,132577,FALSE,Leigrijze Elenia
Elaenia flavogaster,Yellow-bellied Elaenia,yebela1,7433,FALSE,Geelbuikelenia
Elaenia parvirostris,Small-billed Elaenia,smbela1,19552,FALSE,Kortsnavelelenia
Elaenia pelzelni,Brownish Elaenia,broela1,203984121,FALSE,Bruine Elenia
Elaenia spectabilis,Large Elaenia,larela1,510904281,FALSE,Grote elenia
Elaenia ridleyana,Noronha Elaenia,norela1,203984101,FALSE,Noronha-elenia
Elaenia brachyptera,Coopman's Elaenia,cooela1,621765417,FALSE,Coopmans' Elenia
Elaenia chiriquensis,Lesser Elaenia,lesela1,278670081,FALSE,Kleine elenia
Elaenia mesoleuca,Olivaceous Elaenia,oliela1,389534381,FALSE,Vale Elenia
Elaenia pallatangae,Sierran Elaenia,sieela3,523407511,FALSE,Andeselenia
Elaenia olivina,Tepui Elaenia,sieela2,300107121,FALSE,Tepui-elenia
Elaenia albiceps,White-crested Elaenia,whcela1,325599701,FALSE,Witkuifelenia
Elaenia frantzii,Mountain Elaenia,mouela1,46236231,FALSE,Bergelenia
Elaenia martinica,Caribbean Elaenia,carela1,188040,FALSE,Witbuikelenia
Elaenia cherrieri,Hispaniolan Elaenia,graela4,163155001,FALSE,
Elaenia fallax,Greater Antillean Elaenia,graela3,164928,FALSE,Antilliaanse elenia
Tyrannulus elatus,Yellow-crowned Tyrannulet,yectyr1,414481161,FALSE,Geelkruinvliegenpikker
Myiopagis caniceps,Atlantic Grey Elaenia,gryela3,244641631,FALSE,Grijskopelenia
Myiopagis cinerea,Amazonian Grey Elaenia,gryela2,112809,FALSE,Amazonische Grijze Elenia
Myiopagis parambae,Choco Grey Elaenia,gryela1,424729841,FALSE,Chocó-elenia
Myiopagis olallai,Foothill Elaenia,fooela1,69328991,FALSE,Heuvellandelenia
Myiopagis gaimardii,Forest Elaenia,forela1,626223291,FALSE,Boselenia
Myiopagis subplacens,Pacific Elaenia,pacela1,257867301,FALSE,Ecuadoraanse Elenia
Myiopagis flavivertex,Yellow-crowned Elaenia,yecela1,203932101,FALSE,Geelkruinelenia
Myiopagis viridicata,Greenish Elaenia,greela,157755461,FALSE,Groene Elenia
Myiopagis cotta,Small Jaimaican Elaenia,jamela1,559897721,FALSE,Jamaica-elenia
Suiriri suiriri,Suiriri Flycatcher,suifly1,217069,FALSE,Suiriritiran
Suiriri affinis,Chapada Flycatcher,chafly3,191473941,FALSE,
Capsiempis flaveola,Yellow Tyrannulet,yeltyr1,249967911,FALSE,Gele Looftiran
Phyllomyias fasciatus,Planalto Tyrannulet,platyr2,211886501,FALSE,Schubkopvliegenpikker
Phyllomyias weedeni,Yungas Tyrannulet,yuntyr1,132741,FALSE,Yungasvliegenpikker
Phyllomyias burmeisteri,Rough-legged Tyrannulet,roltyr3,172661571,FALSE,
Phyllomyias zeledoni,White-fronted Tyrannulet,roltyr1,171271751,FALSE,Zeledons Vliegenpikker
Phyllomyias virescens,Greenish Tyrannulet,gretyr1,34016,FALSE,Groene vliegenpikker
Phyllomyias reiseri,Reiser's Tyrannulet,reityr1,234699751,FALSE,Reiservliegenpikker
Phyllomyias urichi,Urich's Tyrannulet,urityr1,344723971,FALSE,Urichs Vliegenpikker
Phyllomyias sclateri,Sclater's Tyrannulet,scltyr1,218225,FALSE,Streepbuikvliegenpikker
Phyllomyias griseocapilla,Grey-capped Tyrannulet,gyctyr1,288480601,FALSE,Grijskruinvliegenpikker
Phyllomyias griseiceps,Sooty-headed Tyrannulet,sohtyr1,203700721,FALSE,Dwergvliegenpikker
Phyllomyias plumbeiceps,Plumbeous-crowned Tyrannulet,plctyr1,69418551,FALSE,Loodkruinvliegenpikker
Phyllomyias nigrocapillus,Black-capped Tyrannulet,blctyr1,272846281,FALSE,Monniksvliegenpikker
Phyllomyias cinereiceps,Ashy-headed Tyrannulet,ashtyr1,203931981,FALSE,Grijskopvliegenpikker
Phyllomyias uropygialis,Tawny-rumped Tyrannulet,tartyr1,305835051,FALSE,Goudstuitvliegenpikker
Phaeomyias tumbezana,Tumbes Tyrannulet,,,FALSE,
Phaeomyias murina,Mouse-coloured Tyrannulet,,,FALSE,
Nesotriccus ridgwayi,Cocos Flycatcher,cocfly1,50672,FALSE,Cocostiran
Pseudelaenia leucospodia,Grey-and-white Tyrannulet,gawtyr2,297224,FALSE,Grijs-witte Elenia
Mecocerculus poecilocercus,White-tailed Tyrannulet,whttyr1,203933911,FALSE,Witstaarttachuri
Mecocerculus hellmayri,Buff-banded Tyrannulet,bubtyr1,212292,FALSE,Bruinstaarttachuri
Mecocerculus stictopterus,White-banded Tyrannulet,whbtyr1,591553671,FALSE,Witbandtachuri
Mecocerculus leucophrys,White-throated Tyrannulet,whttyr2,410151331,FALSE,Witkeeltachuri
Mecocerculus calopterus,Rufous-winged Tyrannulet,ruwtyr1,65512941,FALSE,Roodvleugeltachuri
Mecocerculus minor,Sulphur-bellied Tyrannulet,subtyr1,203958121,FALSE,Geelbuiktachuri
Anairetes nigrocristatus,Black-crested Tit-tyrant,bkctit1,218525791,FALSE,Zwartkuifmeestiran
Anairetes reguloides,Pied-crested Tit-tyrant,pcttyr1,65513151,FALSE,Gestreepte meestiran
Anairetes alpinus,Ash-breasted Tit-tyrant,abttyr1,172809791,FALSE,Grijsborstmeestiran
Anairetes flavirostris,Yellow-billed Tit-tyrant,ybttyr1,439745651,FALSE,Geelsnavelmeestiran
Anairetes parulus,Tufted Tit-tyrant,tuttyr1,470502571,FALSE,Pluimmeestiran
Anairetes fernandezianus,Juan Fernandez Tit-tyrant,jfttyr1,82211811,FALSE,Juan-Fernándezmeestiran
Polystictus pectoralis,Bearded Tachuri,beatac1,278582321,FALSE,Baardtiran
Polystictus superciliaris,Grey-backed Tachuri,gybtac1,305810571,FALSE,Zilverbrauwtiran
Culicivora caudacuta,Sharp-tailed Tyrant,shttyr1,494758911,FALSE,Puntstaarttiran
Pseudocolopteryx sclateri,Crested Doradito,credor1,224892,FALSE,Kuifdoradito
Pseudocolopteryx acutipennis,Subtropical Doradito,subdor1,203701501,FALSE,Smalvleugeldoradito
Pseudocolopteryx dinelliana,Dinelli's Doradito,dindor2,224885,FALSE,Driebanddoradito
Pseudocolopteryx flaviventris,Warbling Doradito,wardor1,224887,FALSE,Rietdoradito/Tikkerdoradito
Pseudocolopteryx citreola,Ticking Doradito,ticdor1,430130321,FALSE,Tikkerdoradito
Serpophaga cinerea,Torrent Tyrannulet,tortyr1,250234981,FALSE,Bergbeektachuri
Serpophaga hypoleuca,River Tyrannulet,rivtyr1,370002361,FALSE,Riviertachuri
Serpophaga nigricans,Sooty Tyrannulet,sootyr1,371665951,FALSE,Roettachuri
Serpophaga subcristata,White-crested Tyrannulet,y01036,93852121,FALSE,Witkuiftachuri
Serpophaga griseicapilla,Straneck's Tyrannulet,gyctyr2,700380,FALSE,Grijskruintachuri
Uromyias agilis,Agile Tit-tyrant,agitit1,66616,FALSE,Langstaartmeestiran
Uromyias agraphia,Unstreaked Tit-tyrant,unstit1,203890351,FALSE,Witbuikmeestiran
Muscigralla brevicauda,Short-tailed Field-tyrant,stftyr1,54457661,FALSE,Kortstaartveldtiran
Attila phoenicurus,Rufous-tailed Attila,rutatt1,63627,FALSE,Roodstaartattila
Attila cinnamomeus,Cinnamon Attila,cinatt1,306120871,FALSE,Kaneelattila
Attila torridus,Ochraceous Attila,ochatt1,203699091,FALSE,Okerattila
Attila citriniventris,Citron-bellied Attila,cibatt1,204008491,FALSE,Geelbuikattila
Attila bolivianus,White-eyed Attila,ducatt1,132750,FALSE,Roestattila
Attila rufus,Grey-hooded Attila,gyhatt1,113229,FALSE,Grijskopattila
Attila spadiceus,Bright-rumped Attila,brratt1,207693601,FALSE,Goudstuitattila
Legatus leucophaius,Piratic Flycatcher,pirfly1,117170,FALSE,Piraattiran
Ramphotrigon megacephalum,Large-headed Flatbill,lahfla2,229364,FALSE,Wenkbrauwbreedbektiran
Ramphotrigon ruficauda,Rufous-tailed Flatbill,rutfla1,203931211,FALSE,Roodstaartbreedbektiran
Ramphotrigon fuscicauda,Dusky-tailed Flatbill,dutfla1,126865,FALSE,Chapmans Breedbektiran
Deltarhynchus flammulatus,Flammulated Flycatcher,flafly1,479271301,FALSE,Deltasnaveltiran
Pitangus sulphuratus,Great Kiskadee,grekis,131671181,TRUE,Grote Kiskadie
Philohydor lictor,Lesser Kiskadee,leskis1,270711,FALSE,Kleine Kiskadie
Machetornis rixosa,Cattle Tyrant,cattyr,69697,FALSE,Veetiran
Tyrannopsis sulphurea,Sulphury Flycatcher,sulfly1,639757417,FALSE,Zwaveltiran
Megarynchus pitangua,Boat-billed Flycatcher,bobfly1,640785996,FALSE,Bootsnaveltiran
Myiodynastes hemichrysus,Golden-bellied Flycatcher,gobfly1,80980,FALSE,Goudbuiktiran
Myiodynastes chrysocephalus,Golden-crowned Flycatcher,gocfly1,193175,FALSE,Goudkruintiran
Myiodynastes bairdii,Baird's Flycatcher,baifly1,43205,FALSE,Bairds Tiran
Myiodynastes luteiventris,Sulphur-bellied Flycatcher,subfly,7806,FALSE,Witvoorhoofdtiran
Myiodynastes solitarius,Southern Streaked Flycatcher,,,FALSE,Gestreepte Tiran (solitarius)
Myiodynastes maculatus,Northern Streaked Flycatcher,strfly1,113357,FALSE,Gestreepte Tiran
Myiozetetes cayanensis,Rusty-margined Flycatcher,rumfly1,517566971,FALSE,Roestvleugeltiran
Myiozetetes similis,Social Flycatcher,socfly1,157772511,FALSE,Roodkruintiran
Myiozetetes granadensis,Grey-capped Flycatcher,grcfly1,165857,FALSE,Grijskruintiran
Myiozetetes luteiventris,Dusky-chested Flycatcher,ducfly2,203955651,FALSE,Kortsnaveltiran
Conopias albovittatus,White-ringed Flycatcher,whrfly,203007531,FALSE,Witringtiran
Conopias parvus,Yellow-throated Flycatcher,yetfly2,69755,FALSE,Geelkeeltiran
Conopias trivirgatus,Three-striped Flycatcher,thsfly2,203699451,FALSE,Driestrepentiran
Conopias cinchoneti,Lemon-browed Flycatcher,lebfly2,13208,FALSE,Geelringtiran
Phelpsia inornata,White-bearded Flycatcher,whbfly1,361180991,FALSE,Witbaardtiran
Empidonomus varius,Variegated Flycatcher,varfly,622578602,FALSE,Bonte Tiran
Griseotyrannus aurantioatrocristatus,Crowned Slaty Flycatcher,croslf1,177045,FALSE,Uruguaytiran
Tyrannus niveigularis,Snow-throated Kingbird,sntkin1,65511481,FALSE,Sneeuwkeelkoningstiran
Tyrannus albogularis,White-throated Kingbird,whtkin1,371688381,FALSE,Witkeelkoningstiran
Tyrannus melancholicus,Tropical Kingbird,trokin,7961,TRUE,Tropische Koningstiran/Texaanse Koningstiran
Tyrannus couchii,Couch's Kingbird,coukin,7953,FALSE,Texaanse Koningstiran
Tyrannus vociferans,Cassin's Kingbird,caskin,85511031,FALSE,Cassins Koningstiran
Tyrannus crassirostris,Thick-billed Kingbird,thbkin,392846461,FALSE,Diksnavelkoningstiran
Tyrannus verticalis,Western Kingbird,weskin,56905,FALSE,Arkansaskoningstiran
Tyrannus tyrannus,Eastern Kingbird,easkin,534398,TRUE,Koningstiran
Tyrannus dominicensis,Grey Kingbird,grykin,73900,FALSE,Grijze Koningstiran
Tyrannus caudifasciatus,Loggerhead Kingbird,logkin,188095,FALSE,Bahamakoningstiran
Tyrannus cubensis,Giant Kingbird,giakin1,62964,FALSE,Cubaanse Koningstiran
Tyrannus forficatus,Scissor-tailed Flycatcher,sctfly,105244,TRUE,Zwaluwstaartkoningstiran
Tyrannus savana,Fork-tailed Flycatcher,fotfly,171774,FALSE,Vorkstaartkoningstiran
Rhytipterna holerythra,Rufous Mourner,rufmou1,614988599,FALSE,Rosse Treurtiran
Rhytipterna simplex,Greyish Mourner,gramou1,257226211,FALSE,Grijze Treurtiran
Rhytipterna immunda,Pale-bellied Mourner,pabmou1,225365,FALSE,Vaalbuiktreurtiran
Casiornis rufus,Rufous Casiornis,rufcas2,116293851,FALSE,Rosse Casiornis
Casiornis fuscus,Ash-throated Casiornis,astcas2,278863301,FALSE,Grijskeelcasiornis
Sirystes albogriseus,Choco Sirystes,siryst3,324632661,FALSE,Chocósirystestiran
Sirystes albocinereus,White-rumped Sirystes,whrsir1,532082101,FALSE,Witstuitsirystestiran
Sirystes sibilator,Sibilant Sirystes,sibsir1,251717851,FALSE,Grijsrugfluittiran
Sirystes subcanescens,Todd's Sirystes,todsir1,127365,FALSE,Todds Sirystestiran
Myiarchus semirufus,Rufous Flycatcher,ruffly1,19603,FALSE,Brandingtiran
Myiarchus swainsoni,Swainson's Flycatcher,swafly1,19144,FALSE,Swainsons Tiran
Myiarchus barbirostris,Sad Flycatcher,sadfly1,18982,FALSE,Jamaicatiran
Myiarchus tuberculifer,Dusky-capped Flycatcher,ducfly,40523,FALSE,Monnikskaptiran
Myiarchus phaeocephalus,Sooty-crowned Flycatcher,socfly2,19419,FALSE,Roetkruintiran
Myiarchus panamensis,Panama Flycatcher,panfly1,203773271,FALSE,Panamese Tiran
Myiarchus ferox,Short-crested Flycatcher,shcfly1,19489,FALSE,Kortkuiftiran
Myiarchus venezuelensis,Venezuelan Flycatcher,venfly1,19104,FALSE,Venezuelatiran
Myiarchus cephalotes,Pale-edged Flycatcher,paefly1,7477,FALSE,Taczanowski's Tiran
Myiarchus validus,Rufous-tailed Flycatcher,rutfly1,203886171,FALSE,Oranjestaarttiran
Myiarchus sagrae,La Sagra's Flycatcher,lasfly,203885381,FALSE,La Sagra's Tiran
Myiarchus stolidus,Stolid Flycatcher,stofly1,7735,FALSE,Dikkoptiran
Myiarchus antillarum,Puerto Rican Flycatcher,purfly1,19758,FALSE,Puerto-Ricotiran
Myiarchus oberi,Lesser Antillean Flycatcher,leafly1,7733,FALSE,Bruinvleugeltiran
Myiarchus crinitus,Great Crested Flycatcher,grcfly,236839451,TRUE,Grote kuiftiran
Myiarchus yucatanensis,Yucatan Flycatcher,yucfly1,226847931,FALSE,Yucatántiran
Myiarchus tyrannulus,Brown-crested Flycatcher,bncfly,232405201,FALSE,Cayennetiran
Myiarchus nugator,Grenada Flycatcher,grefly1,19668,FALSE,Grenadatiran
Myiarchus apicalis,Apical Flycatcher,apifly1,203965311,FALSE,Zoomstaarttiran
Myiarchus cinerascens,Ash-throated Flycatcher,astfly,416231441,TRUE,Grijskeeltiran
Myiarchus nuttingi,Nutting's Flycatcher,nutfly1,452438551,FALSE,Bleekkeeltiran/Salvadoraanse tiran
Myiarchus magnirostris,Galapagos Flycatcher,galfly1,19683,FALSE,Galápagostiran
Colonia colonus,Long-tailed Tyrant,lottyr1,69688,FALSE,Langstaarttiran
Myiophobus crypterythrus,Mouse-grey Flycatcher,brcfly4,131367101,FALSE,Grijze Roesttiran
Myiophobus fasciatus,Bran-colored Flycatcher,brcfly1,366611101,FALSE,Bruine roesttiran
Myiophobus rufescens,Rufescent Flycatcher,brcfly3,74349341,FALSE,Rossige Roesttiran
