Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,nl
Acridotheres tricolor,Grey-backed Myna,,,FALSE,
Acridotheres tertius,Grey-rumped Myna,,,FALSE,
Acridotheres fuscus,Jungle Myna,junmyn1,356907991,FALSE,Junglemaina
Acridotheres cinereus,Pale-bellied Myna,pabmyn1,,FALSE,Vaalbuikmaina
Acridotheres javanicus,Javan Myna,whvmyn,146532661,FALSE,Javaanse maina
Acridotheres albocinctus,Collared Myna,colmyn1,237302,FALSE,Witkraagmaina
Acridotheres grandis,Great Myna,whvmyn1,203914761,FALSE,Grote maina
Acridotheres cristatellus,Crested Myna,cremyn,385911801,FALSE,Kuifmaina
Onychognathus tenuirostris,Slender-billed Starling,slbsta1,1580,FALSE,Kaneelvleugelspreeuw
Onychognathus nabouroup,Pale-winged Starling,pawsta1,278423,FALSE,Vaalvleugelspreeuw
Onychognathus neumanni,Neumann's Starling,neusta1,598767781,FALSE,Neumanns Roodvleugelspreeuw
Onychognathus morio,Red-winged Starling,rewsta1,87731,FALSE,Roodvleugelspreeuw
Onychognathus fulgidus,Chestnut-winged Starling,chwsta1,636181526,FALSE,Kastanjevleugelspreeuw
Onychognathus walleri,Waller's Starling,walsta1,14848,FALSE,Wallers Spreeuw
Onychognathus albirostris,White-billed Starling,whbsta1,100329,FALSE,Witsnavelspreeuw
Onychognathus tristramii,Tristram's Starling,trista1,121709731,FALSE,Tristrams Spreeuw
Onychognathus salvadorii,Bristle-crowned Starling,brcsta1,28073591,FALSE,Borstelkruinspreeuw
Onychognathus frater,Socotra Starling,socsta1,,FALSE,Somalische Spreeuw
Onychognathus blythii,Somali Starling,somsta1,638434960,FALSE,Somalische Spreeuw
Saroglossa spiloptera,Spot-winged Starling,spwsta1,284870,FALSE,Marmerspreeuw
Neocichla gutturalis,Babbling Starling,babsta1,,FALSE,Witvleugelspreeuw
Grafisia torquata,White-collared Starling,whcsta2,,FALSE,Witkraagspreeuw
Speculipastor bicolor,Magpie Starling,magsta1,33653721,FALSE,Spiegelspreeuw
Pholia sharpii,Sharpe's Starling,shasta2,1567,FALSE,Sharpes Spreeuw
Poeoptera stuhlmanni,Stuhlmann's Starling,stusta1,22603,FALSE,Stuhlmanns Spreeuw
Poeoptera kenricki,Kenrick's Starling,kensta1,407178491,FALSE,Kenricks Spreeuw
Poeoptera lugubris,Narrow-tailed Starling,natsta1,1450,FALSE,Spitsstaartspreeuw
Poeoptera femoralis,Abbott's Starling,abbsta2,619037920,FALSE,Abbotts Spreeuw
Lamprotornis hildebrandti,Hildebrandt's Starling,hilsta1,14851,FALSE,Hildebrandtglansspreeuw
Lamprotornis shelleyi,Shelley's Starling,shesta1,569510471,FALSE,Shelleys Glansspreeuw
Lamprotornis australis,Burchell's Starling,bugsta1,203935251,FALSE,Grote Glansspreeuw
Lamprotornis caudatus,Long-tailed Glossy Starling,ltgsta1,203974471,FALSE,Groene Langstaartglansspreeuw
Lamprotornis purpuroptera,Rüppell's Starling,ruegls1,14837,FALSE,Blauwe Langstaartglansspreeuw
Lamprotornis benguelensis,Benguela Long-tailed Starling,,,FALSE,
Lamprotornis violacior,Cunene Long-tailed Starling,,,FALSE,
Lamprotornis mevesii,Meves's Long-tailed Starling,megsta1,14827,FALSE,Meves' Langstaartglansspreeuw
Lamprotornis unicolor,Ashy Starling,ashsta2,23895,FALSE,Grijze Glansspreeuw
Lamprotornis ornatus,Principe Starling,prgsta1,95204,FALSE,Principeglansspreeuw
Lamprotornis splendidus,Splendid Starling,spgsta1,14843,FALSE,Prachtglansspreeuw
Lamprotornis regius,Golden-breasted Starling,gobsta5,33655941,FALSE,Koningsglansspreeuw
Lamprotornis superbus,Superb Starling,supsta1,14855,FALSE,Driekleurige Glansspreeuw
Lamprotornis pulcher,Chestnut-bellied Starling,chbsta1,138830271,FALSE,Roodbuikglansspreeuw
CINCLIDAE,Dippers,,,FALSE,
Cinclus cinclus,White-throated Dipper,whtdip1,625994479,TRUE,Waterspreeuw
Cinclus pallasii,Brown Dipper,brodip1,470229521,FALSE,Zwarte Waterspreeuw
Lamprotornis bicolor,African Pied Starling,afpsta1,609054123,FALSE,Tweekleurige Glansspreeuw
Lamprotornis albicapillus,White-crowned Starling,whcsta3,96332,FALSE,Witkruinglansspreeuw
Lamprotornis fischeri,Fischer's Starling,fissta1,14850,FALSE,Fischers Glansspreeuw
Lamprotornis acuticaudus,Sharp-tailed Starling,stgsta1,640999180,FALSE,Pijlstaartglansspreeuw
Lamprotornis chloropterus,Lesser Blue-eared Starling,lbesta1,618456427,FALSE,Blauwoor-glansspreeuw
Lamprotornis purpureus,Purple Starling,pugsta1,287974221,FALSE,Purperglansspreeuw
Lamprotornis chalcurus,Bronze-tailed Starling,btgsta1,646681734,FALSE,Bronsstaartglansspreeuw
Lamprotornis nitens,Cape Starling,capgls1,278024,FALSE,Roodschouderglansspreeuw
Lamprotornis chalybaeus,Greater Blue-eared Starling,gbesta1,14820,FALSE,Groenstaartglansspreeuw
Lamprotornis iris,Emerald Starling,emesta1,,FALSE,Emeraldspreeuw
Hartlaubius auratus,Madagascan Starling,madsta1,203970411,FALSE,Madagaskarspreeuw
Cinnyricinclus leucogaster,Violet-backed Starling,vibsta2,164116561,FALSE,Amethistspreeuw
Hylopsar purpureiceps,Purple-headed Starling,phgsta1,329055201,FALSE,Purperkopglansspreeuw
Hylopsar cupreocauda,Copper-tailed Starling,ctgsta1,434335301,FALSE,Koperstaartglansspreeuw
Notopholia corrusca,Black-bellied Starling,bbgsta1,612186922,FALSE,Zwartbuikglansspreeuw
Rhabdornis mystacalis,Stripe-headed Rhabdornis,stsrha2,484030521,FALSE,Streepkopkruiper
Rhabdornis grandis,Grand Rhabdornis,lobrha1,,FALSE,Grote Kruiper
Rhabdornis rabori,Visayan Rhabdornis,visrha1,253006091,FALSE,Visayakruiper
Rhabdornis inornatus,Stripe-breasted Rhabdornis,stbrha1,609070563,FALSE,Bruinkopkruiper
Basilornis celebensis,Sulawesi Myna,sulmyn1,203974981,FALSE,Sulawesikoningsspreeuw
Basilornis galeatus,Helmeted Myna,helmyn1,650609348,FALSE,Grote Koningsspreeuw
Basilornis corythaix,Long-crested Myna,locmyn1,615918963,FALSE,Molukse Koningsspreeuw
Goodfellowia miranda,Apo Myna,apomyn2,203894241,FALSE,Mindanaokoningsspreeuw
Streptocitta torquata,Northern White-necked Myna,,,FALSE,
Streptocitta albicollis,Southern White-necked Myna,whnmyn1,203990141,FALSE,Witnekmaina
Streptocitta albertinae,Bare-eyed Myna,baemyn1,203905461,FALSE,Sulamaina
Sarcops calvus,Coleto,coleto1,18637,FALSE,Kaalkopspreeuw
Mino dumontii,Yellow-faced Myna,yefmyn1,168379,FALSE,Papoeamaina
Mino kreffti,Long-tailed Myna,lotmyn1,203910111,FALSE,Bismarckmaina
Mino anais,Golden Myna,golmyn1,65932,FALSE,Goudborstmaina
Gracula ptilogenys,Sri Lanka Hill Myna,ceymyn1,625921977,FALSE,Ceylonbeo
Gracula indica,Southern Hill Myna,sohmyn1,455113631,FALSE,Indiase Beo
Gracula religiosa,Common Hill Myna,hilmyn,437281591,FALSE,Grote beo
G. r. enganensis,Enggano Hill Myna,,,FALSE,
Gracula venerata,Tenggara Hill Myna,cohmyn2,609070385,FALSE,Tenggarabeo
Gracula robusta,Nias Hill Myna,,,FALSE,Grote beo (Niasbeo)
Ampeliceps coronatus,Golden-crested Myna,gocmyn1,613925613,FALSE,Kroonmaina
Enodes erythrophris,Flame-browed Starling,fibmyn1,640483230,FALSE,Roodbrauwspreeuw
Scissirostrum dubium,Grosbeak Starling,fibmyn2,203909251,FALSE,Roodstuitspreeuw
Aplonis metallica,Metallic Starling,metsta1,203907061,FALSE,Violette Purperspreeuw
Aplonis mystacea,Yellow-eyed Starling,yeesta1,,FALSE,Mimikapurperspreeuw
Aplonis cantoroides,Singing Starling,sinsta1,203908301,FALSE,Orpheuspurperspreeuw
Aplonis crassa,Tanimbar Starling,tansta1,629625462,FALSE,Tanimbarpurperspreeuw
Aplonis feadensis,Atoll Starling,atosta1,634565969,FALSE,Atolpurperspreeuw
Aplonis insularis,Rennell Starling,rensta1,203908191,FALSE,Rennellpurperspreeuw
Aplonis magna,Long-tailed Starling,lotsta1,203983571,FALSE,Langstaartpurperspreeuw
Aplonis brunneicapillus,White-eyed Starling,whesta2,203932771,FALSE,Witoogpurperspreeuw
Aplonis grandis,Brown-winged Starling,brwsta1,203968791,FALSE,Grote Purperspreeuw
Aplonis dichroa,Makira Starling,sacsta1,118111631,FALSE,Makirapurperspreeuw
Aplonis zelandica,Rusty-winged Starling,ruwsta1,369528621,FALSE,Vanuatupurperspreeuw
Aplonis striata,Striated Starling,strsta1,203908071,FALSE,Dikbekpurperspreeuw
Aplonis santovestris,Mountain Starling,mousta1,,FALSE,Bergpurperspreeuw
Aplonis panayensis,Asian Glossy Starling,asgsta1,587452921,FALSE,Maleise Purperspreeuw
Aplonis mysolensis,Moluccan Starling,molsta1,203907041,FALSE,Molukse Purperspreeuw
Aplonis minor,Short-tailed Starling,shtsta1,475887681,FALSE,Kleine Purperspreeuw
Aplonis opaca,Micronesian Starling,micsta1,140155,FALSE,Micronesische Purperspreeuw
Aplonis pelzelni,Pohnpei Starling,pohsta1,,FALSE,Ponapépurperspreeuw
Aplonis tabuensis,Polynesian Starling,polsta1,203906471,FALSE,Polynesische Purperspreeuw
Aplonis atrifusca,Samoan Starling,samsta1,139823,FALSE,Samoapurperspreeuw
†Aplonis corvina,Kosrae Starling,kossta1,,FALSE,
Aplonis cinerascens,Rarotonga Starling,rarsta1,151581861,FALSE,Rarotongapurperspreeuw
†Aplonis mavornata,Mysterious Starling,myssta1,,FALSE,
†Aplonis fusca,Norfolk Starling,,,FALSE,
Mimus saturninus,Chalk-browed Mockingbird,chbmoc1,270365031,FALSE,Campospotlijster
Mimus triurus,White-banded Mockingbird,whbmoc1,621959965,FALSE,Witbandspotlijster
Mimus dorsalis,Brown-backed Mockingbird,brbmoc1,203960231,FALSE,Bruinrugspotlijster
Mimus longicaudus,Long-tailed Mockingbird,lotmoc1,390354101,FALSE,
Mimus polyglottos,Northern Mockingbird,normoc,166628,TRUE,Spotlijster
Mimus gilvus,Tropical Mockingbird,tromoc,103372,FALSE,Tropische Spotlijster
Mimus graysoni,Socorro Mockingbird,socmoc1,345335231,FALSE,Socorrospotlijster
Mimus gundlachii,Bahama Mockingbird,bahmoc,468925381,FALSE,Bahamaspotlijster
Mimus trifasciatus,Floreana Mockingbird,chamoc1,638777128,FALSE,Galápagosspotlijster
Mimus parvulus,Galapagos Mockingbird,galmoc1,45963,FALSE,Galápagosspotlijster
Mimus macdonaldi,Espanola Mockingbird,hoomoc1,203698241,FALSE,Españolaspotlijster
Mimus melanotis,San Cristobal Mockingbird,chamoc2,638777213,FALSE,San-Cristóbalspotlijster
Oreoscoptes montanus,Sage Thrasher,sagthr,164696,FALSE,Bergspotlijster
Toxostoma curvirostre,Curve-billed Thrasher,cubthr,130902,FALSE,Krombekspotlijster
Toxostoma ocellatum,Ocellated Thrasher,ocethr1,11165,FALSE,Gevlekte Spotlijster
Toxostoma rufum,Brown Thrasher,brnthr,94280,TRUE,Rosse Spotlijster
Toxostoma longirostre,Long-billed Thrasher,lobthr,273152851,FALSE,Langsnavelspotlijster
Toxostoma guttatum,Cozumel Thrasher,cozthr1,23066,FALSE,Cozumelspotlijster
Toxostoma bendirei,Bendire's Thrasher,benthr,423634981,FALSE,Cactusspotlijster
Toxostoma cinereum,Grey Thrasher,grathr1,650601736,FALSE,Grijze Spotlijster
Toxostoma redivivum,California Thrasher,calthr,617231654,FALSE,Californische spotlijster
Toxostoma crissale,Crissal Thrasher,crithr,206500931,FALSE,Roodbuikspotlijster
Toxostoma lecontei,Le Conte's Thrasher,lecthr,125286,FALSE,Woestijnspotlijster
TURDIDAE,Thrushes,,,FALSE,
Sialia mexicana,Western Bluebird,wesblu,44896,FALSE,Blauwkeelsialia
Sialia sialis,Eastern Bluebird,easblu,534348,TRUE,Roodkeelsialia
Sialia currucoides,Mountain Bluebird,moublu,43462621,TRUE,Bergsialia
Grandala coelicolor,Grandala,granda1,151360041,TRUE,Grandala
Neocossyphus rufus,Red-tailed Ant-thrush,rtathr1,176785,FALSE,Roodstaartlijster
Neocossyphus poensis,White-tailed Ant-thrush,wtathr1,203921111,FALSE,Witstaartlijster
Stizorhina fraseri,Rufous Flycatcher-thrush,rufthr1,203942381,FALSE,Fraserkortpootlijster
Stizorhina finschi,Finsch's Flycatcher-thrush,fifthr1,204022921,FALSE,Finsch' Kortpootlijster
Myadestes townsendi,Townsend's Solitaire,towsol,273256631,FALSE,Bergsolitaire
†Myadestes myadestinus,Kamao,kamao,6027,FALSE,
†Myadestes woahensis,Amaui,amaui,,FALSE,
Myadestes lanaiensis,Olomao,olomao,,FALSE,Lanailijster
Myadestes obscurus,Omao,omao,6084,FALSE,Hawaïlijster
Myadestes palmeri,Puaiohi,puaioh,108531181,FALSE,Kleine Kauailijster
Myadestes elisabeth,Cuban Solitaire,cubsol1,112190,FALSE,Cubaanse Solitaire
Myadestes genibarbis,Rufous-throated Solitaire,rutsol1,335460861,FALSE,Roodkeelsolitaire
Myadestes occidentalis,Brown-backed Solitaire,brbsol1,11356,FALSE,Bruinrugsolitaire
Myadestes unicolor,Slate-colored Solitaire,slcsol1,157504701,FALSE,Leigrijze Solitaire
Myadestes melanops,Black-faced Solitaire,blfsol1,48408271,FALSE,Zwartmaskersolitaire
Myadestes coloratus,Varied Solitaire,varsol1,616601013,FALSE,Bonte Solitaire
Myadestes ralloides,Andean Solitaire,andsol1,66341,FALSE,Andessolitaire
Geomalia heinrichi,Geomalia,geomal1,,FALSE,Geomalia
Zoothera dixoni,Long-tailed Thrush,lotthr1,164501,FALSE,Langstaartlijster
Zoothera mollissima,Alpine Thrush,alpthr1,203977261,FALSE,Himalayaberglijster
Zoothera griseiceps,Sichuan Forest Thrush,sicthr1,203977281,FALSE,Sichuanlijster
Zoothera salimali,Himalayan Forest Thrush,,,FALSE,Himalayaboslijster
Zoothera marginata,Dark-sided Thrush,dasthr1,622679010,FALSE,Kleine Langsnavellijster
Zoothera monticola,Long-billed Thrush,lobthr1,184685,FALSE,Grote Langsnavellijster
Zoothera everetti,Everett's Thrush,evethr1,620872863,FALSE,Everetts Lijster
Zoothera andromedae,Sunda Thrush,sunthr1,524285901,FALSE,Andromedalijster
Zoothera aurea,White's Thrush,scathr2,148980201,FALSE,Goudlijster
Z. a. imbricata,Sri Lanka Thrush,scathr5,204027611,FALSE,
Zoothera major,Amami Thrush,scathr6,21723221,FALSE,Ryukyugoudlijster
Zoothera dauma,Scaly Thrush,scathr8,170500051,FALSE,Schublijster
Zoothera machiki,Fawn-breasted Thrush,fabthr1,613325768,FALSE,Tanimbargoudlijster
Zoothera turipavae,Guadalcanal Thrush,sacthr3,,FALSE,Guadalcanallijster
Zoothera margaretae,Makira Thrush,sacthr2,117228481,FALSE,Makiragoudlijster
Zoothera lunulata,Bassian Thrush,oltthr1,31211461,FALSE,Tasmaanse goudlijster/Papoeagoudlijster
Zoothera heinei,Russet-tailed Thrush,rutthr1,638578213,FALSE,Papoeagoudlijster
Zoothera talaseae,New Britain Thrush,nebthr1,,FALSE,Bismarckgoudlijster
Zoothera atrigena,Bougainville Thrush,bouthr1,,FALSE,Zoothera atrigena
†Zoothera terrestris,Bonin Thrush,bonthr2,,FALSE,
Ixoreus naevius,Varied Thrush,varthr,118810,TRUE,Bonte Lijster
Entomodestes coracinus,Black Solitaire,blasol1,68682351,FALSE,Zwarte Solitaire
Entomodestes leucotis,White-eared Solitaire,whesol1,204006721,FALSE,Witoorsolitaire
Cichlopsis chubbi,Chestnut-throated Solitaire,,,FALSE,
Cichlopsis peruviana,Peruvian Solitaire,,,FALSE,
Cichlopsis gularis,Guianan Solitaire,,,FALSE,Roodbruine solitaire (gularis)
Cichlopsis leucogenys,Rufous-brown Solitaire,rubsol1,621766484,FALSE,Roodbruine Solitaire
Ridgwayia pinicola,Aztec Thrush,aztthr,622718145,FALSE,Aztekenlijster
Hylocichla mustelina,Wood Thrush,woothr,340193331,FALSE,Amerikaanse Boslijster
MIMIDAE,Mockingbirds and Thrashers,,,FALSE,
Melanotis caerulescens,Blue Mockingbird,blumoc,292873171,FALSE,Blauwe Spotlijster
Melanotis hypoleucos,Blue-and-white Mockingbird,bawmoc1,177596,FALSE,
Melanoptila glabrirostris,Black Catbird,blacat1,208192991,FALSE,Zwarte Katvogel
Dumetella carolinensis,Gray Catbird,grycat,163135121,TRUE,Katvogel
Ramphocinclus brachyurus,White-breasted Thrasher,whbthr3,173419701,FALSE,Martiniquespotlijster
Allenia fusca,Scaly-breasted Thrasher,scbthr,175533091,FALSE,Geschubde Spotlijster
Margarops fuscatus,Pearly-eyed Thrasher,peethr1,188051,FALSE,Witoogspotlijster
Cinclocerthia ruficauda,Brown Trembler,brotre1,614012692,FALSE,(Bruine/Grijze) sidderspotlijster
Cinclocerthia gutturalis,Grey Trembler,gratre1,93303,FALSE,Grijze Sidderspotlijster
Mimus thenca,Chilean Mockingbird,chimoc1,470062851,FALSE,Chileense Spotlijster
Mimus patagonicus,Patagonian Mockingbird,patmoc1,651136545,FALSE,Patagonische Spotlijster
Catharus swainsoni,Swainson's Thrush,swathr,206453,FALSE,Dwerglijster (swainsoni)
Catharus ustulatus,Russet-backed Thrush,swathr,206453,FALSE,Dwerglijster
Catharus fuscescens,Veery,veery,30930861,FALSE,Veery
Catharus minimus,Grey-cheeked Thrush,gycthr,206480,FALSE,Grijswangdwerglijster/Bicknells Dwerglijster
Catharus bicknelli,Bicknell's Thrush,bicthr,620383624,FALSE,Bicknells Dwerglijster
Catharus guttatus,Hermit Thrush,herthr,100857,TRUE,Heremietlijster
Catharus occidentalis,Russet Nightingale-thrush,runthr1,591450581,FALSE,Bruinkopdwerglijster
Catharus frantzii,Ruddy-capped Nightingale-thrush,rcnthr1,599307081,FALSE,Bergdwerglijster
Catharus gracilirostris,Black-billed Nightingale-thrush,bbnthr1,209447,FALSE,Grijskeeldwerglijster
Catharus aurantiirostris,Orange-billed Nightingale-thrush,obnthr1,3610,FALSE,Geelbekdwerglijster
Catharus mexicanus,Black-headed Nightingale-thrush,bhnthr1,211134,FALSE,Zwartkopdwerglijster
Catharus dryas,Spotted Nightingale-thrush,spnthr1,242532091,FALSE,Geelkeeldwerglijster
Catharus fuscater,Slaty-backed Nightingale-thrush,sbnthr1,32330,FALSE,Grijsrugdwerglijster
Chlamydochaera jefferyi,Fruithunter,fruith1,203956971,FALSE,Rupslijster
Cochoa purpurea,Purple Cochoa,purcoc1,203902561,FALSE,Purpercochoa
Cochoa viridis,Green Cochoa,grecoc1,204017681,FALSE,Groene Cochoa
Cochoa beccarii,Sumatran Cochoa,sumcoc1,176010,FALSE,Sumatraanse Blauwe Cochoa
Cochoa azurea,Javan Cochoa,javcoc1,611185885,FALSE,Blauwe cochoa
Geokichla sibirica,Siberian Thrush,sibthr1,181019841,FALSE,Siberische Lijster
Geokichla wardii,Pied Thrush,piethr1,232318221,FALSE,Eksterlijster
Geokichla guttata,Spotted Ground-thrush,spgthr1,578290661,FALSE,Natallijster
Geokichla spiloptera,Spot-winged Thrush,spwthr1,75086941,FALSE,Vlekvleugellijster
Geokichla citrina,Orange-headed Thrush,orhthr1,355641671,FALSE,Damalijster
Geokichla cinerea,Ashy Thrush,ashthr1,204002561,FALSE,Mindorolijster
Geokichla erythronota,Red-backed Thrush,rubthr2,548659311,FALSE,Roodruglijster
Geokichla mendeni,Red-and-black Thrush,rabthr1,,FALSE,Pelinglijster
Geokichla schistacea,Slaty-backed Thrush,slbthr1,203921251,FALSE,Tanimbarlijster
Geokichla peronii,Orange-banded Thrush,orbthr1,203923481,FALSE,Timorlijster
Geokichla dohertyi,Chestnut-backed Thrush,chbthr1,168527,FALSE,Soembawalijster
Geokichla interpres,Chestnut-capped Thrush,chcthr1,203930421,FALSE,Kastanjekoplijster
Geokichla leucolaema,Enggano Thrush,engthr1,611192858,FALSE,Engganolijster
Geokichla dumasi,Buru Thrush,burthr1,621017216,FALSE,Molukse lijster
Geokichla joiceyi,Seram Thrush,serthr2,67802821,FALSE,Ceramlijster
Geokichla gurneyi,Orange Ground-thrush,orgthr1,101254,FALSE,Gurneys Lijster
Geokichla oberlaenderi,Oberländer's Ground-thrush,obgthr1,23446,FALSE,Ruwenzorilijster
Geokichla crossleyi,Crossley's Ground-thrush,crgthr1,537225,FALSE,Crossleys Lijster
Geokichla piaggiae,Abyssinian Ground-thrush,abgthr1,1584,FALSE,Ethiopische lijster
Geokichla camaronensis,Black-eared Ground-thrush,bkegrt1,,FALSE,Zwartoorlijster
Geokichla princei,Grey Ground-thrush,grygrt1,,FALSE,Grijze Lijster
Otocichla mupinensis,Chinese Thrush,chithr2,245735321,FALSE,Mupinlijster
Psophocichla simensis,Ethiopian Thrush,grothr2,203951481,FALSE,Ethiopische Hooglandlijster
Psophocichla litsitsirupa,Groundscraper Thrush,grothr1,626080543,FALSE,
Turdus viscivorus,Mistle Thrush,misthr1,304254561,FALSE,Grote Lijster
Turdus philomelos,Song Thrush,sonthr1,105705971,TRUE,Zanglijster
Turdus abyssinicus,Abyssinian Thrush,abythr1,13572,FALSE,Afrikaanse berglijster
Turdus helleri,Taita Thrush,taithr1,625945069,FALSE,Taitalijster
Turdus roehli,Usambara Thrush,usathr1,280446,FALSE,Usambaralijster
Turdus iliacus,Redwing,redwin,73458141,FALSE,Koperwiek
Turdus plebejus,Mountain Thrush,mourob1,449448091,FALSE,Cabanis' Lijster
Turdus merula,Common Blackbird,eurbla,102741151,TRUE,Merel
Turdus leucomelas,Pale-breasred Thrush,pabthr1,69487,FALSE,Vaalborstlijster
Turdus fumigatus,Cocoa Thrush,cocthr1,203930981,FALSE,Cacaolijster
Turdus hauxwelly,Hauxwell's Thrush,hauthr1,136650,FALSE,
Turdus flavipes,Yellow-legged Thrush,yelthr1,69663,FALSE,Geelpootlijster
Turdus lawrencii,Lawrence's Thrush,lawthr1,121808,FALSE,Lawrence' Lijster
Turdus obsoletus,Pale-vented Thrush,pavthr1,144875591,FALSE,Bleekbuiklijster
Turdus assimilis,White-throated Thrush,whtrob1,225382791,FALSE,Witkeellijster
Turdus albicollis,White-necked Thrush,whnrob1,69455,FALSE,Witkraaglijster
Turdus rufiventris,Rufous-bellied Thrush,rubthr1,642100514,FALSE,Roodbuiklijster
Turdus maculirostris,Ecuadorian Thrush,ecuthr1,651892959,FALSE,Ecuadorlijster
Turdus grayi,Clay-colored Thrush,clcrob,167471831,TRUE,Grays Lijster
Turdus haplochrous,Unicolored Thrush,unithr1,166345,FALSE,Palmaritolijster
Turdus sanchezorum,Varzea Thrush,hauthr3,29133,FALSE,Varzealijster
Turdus nudigenis,Spectacled Thrush,baerob1,203954201,FALSE,Naaktooglijster
Turdus mandarinus,Chinese Blackbird,chibla1,311839211,FALSE,Chinese merel
Turdus ludoviciae,Somali Thrush,somthr1,651919637,FALSE,Somalische Lijster
Turdus tephronotus,Bare-eyed Thrush,abethr1,14137,FALSE,Brillijster
Turdus bewsheri,Comoro Thrush,comthr1,203979051,FALSE,Comorenlijster
Turdus libonyana,Kurrichane Thrush,kurthr1,203942071,FALSE,Kurrichanelijster
Turdus menachensis,Yemen Thrush,yemthr1,203936301,FALSE,Jemenlijster
Turdus olivaceus,Olive Thrush,olithr2,631274021,FALSE,Kaapse lijster
Turdus smithi,Karoo Thrush,karthr1,369660301,FALSE,Karoolijster
Turdus lherminieri,Forest Thrush,forthr1,203905131,FALSE,Antillenlijster
Turdus leucops,Pale-eyed Thrush,paethr1,69647,FALSE,Taczanowski's Lijster
Turdus jamaicensis,White-eyed Thrush,whethr1,203886211,FALSE,Witooglijster
Turdus swalesi,La Selle Thrush,lasthr1,617174586,FALSE,Haïtilijster
Turdus infuscatus,Black Thrush,blarob1,14133,FALSE,Guatemalalijster
Turdus nigrescens,Sooty Thrush,soorob1,165069,FALSE,Roetlijster
Turdus migratorius,American Robin,amerob,206448,TRUE,Roodborstlijster
Turdus confinis,San Lucas Robin,,,FALSE,Roodborstlijster (confinis)
