Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,fr
Myrmelastes hyperythrus,Plumbeous Antbird,pluant1,11444,FALSE,Alapi plombé
Myrmelastes rufifacies,Rufous-faced Antbird,rufant4,203695621,FALSE,Alapi à face rousse
Myrmelastes brunneiceps,Brownish-headed Antbird,brhant1,534928201,FALSE,Alapi à tête brune
Myrmelastes humayathe,Humaita Antbird,humant1,38899,FALSE,
Myrmelastes leucostigma,Spot-winged Antbird,spwant3,29309,FALSE,Alapi ponctué ou A. des tépuis
Myrmelastes caurensis,Caura Antbird,cauant2,204027591,FALSE,Alapi du Caura
Poliocrania maculifer,Short-tailed Antbird,,,FALSE,Alapi à dos roux [maculifer ou cassini]
Poliocrania exsul,Chestnut-backed Antbird,chbant1,627635601,FALSE,Alapi à dos roux
Grallaria albigula,White-throated Antpitta,whtant2,204008821,FALSE,Grallaire à gorge blanche
Grallaria flavotincta,Yellow-breasted Antpitta,yebant1,116234331,FALSE,Grallaire à poitrine jaune
Grallaria hypoleuca,White-bellied Antpitta,whbant3,72797,FALSE,Grallaire à ventre blanc G. à poitrine jaune G. de Przewalski ou G. châtaine
Grallaria przewalskii,Rusty-tinged Antpitta,rutant5,17406,FALSE,Grallaire de Przewalski
Grallaria capitalis,Bay Antpitta,bayant1,204022481,FALSE,Grallaire châtaine
Grallaria erythroleuca,Red-and-white Antpitta,rawant1,376717561,FALSE,Grallaire de Cuzco
Grallaria saltuensis,Perija Antpitta,rufant6,394769971,FALSE,Grallaire de la Perija
Grallaria rufula,Rufous Antpitta,rufant7,397731481,FALSE,Complexe Grallaire rousse ou G. de Blake
Grallaria blakei,Chestnut Antpitta,cheant2,29417,FALSE,Grallaire de Blake G. d'Oxapampa ou G. d'Ayacucho
Grallaria quitensis,Western Tawny Antpitta,tawant3,21821,FALSE,Grallaire de Quito G. alticole ou G. d'Atuen
Grallaria alticola,Northern Tawny Antpitta,tawant2,615330854,FALSE,Grallaire alticole
Grallaria atuensis,Southern Tawny Antpitta,tawant4,17235,FALSE,Grallaire d'Atuen
Grallaria fenwickorum,Urrao Antpitta,antant1,203934301,FALSE,Grallaire d'Urrao
Grallaria milleri,Brown-banded Antpitta,brbant1,447092521,FALSE,Grallaire ceinturée
Grallaria erythrotis,Rufous-faced Antpitta,rufant2,611499275,FALSE,Grallaire masquée
Hylopezus perspicillatus,Streak-chested Antpitta,stcant2,544360701,FALSE,Grallaire à lunettes
Hylopezus macularius,Spotted Antpitta,spoant6,203918981,FALSE,Grallaire tachetée ou G. oreillarde
Hylopezus auricularius,Masked Antpitta,masant1,634976425,FALSE,
Hylopezus dives,Thicket Antpitta,thiant1,127886311,FALSE,Grallaire buissonnière ou G. à ventre fauve
Hylopezus fulviventris,White-lored Antpitta,whlant2,651443914,FALSE,Grallaire buissonnière ou G. à ventre fauve
Hylopezus berlepschi,Amazonian Antpitta,amaant1,48171,FALSE,Grallaire d'Amazonie
Hylopezus ochroleucus,White-browed Antpitta,whbant7,204015161,FALSE,Grallaire teguy ou G. de Natterer
Hylopezus nattereri,Speckle-breasted Antpitta,spbant1,112719,FALSE,Grallaire de Natterer
Myrmothera campanisona,Thrush-like Antpitta,thlant2,203931131,FALSE,Grallaire grand-beffroi ou G. grisâtre
Myrmothera simplex,Tepui Antpitta,tepant1,388466031,FALSE,Grallaire sobre
Grallaricula flavirostris,Ochre-breasted Antpitta,ocbant1,412922901,FALSE,Grallaire ocrée
Grallaricula loricata,Scallop-breasted Antpitta,scbant2,383326021,FALSE,Grallaire maillée
Grallaricula cucullata,Hooded Antpitta,hooant1,203934341,FALSE,Grallaire à capuchon
Grallaricula peruviana,Peruvian Antpitta,perant1,649973749,FALSE,Grallaire du Pérou ou G. à front ocre
Grallaricula ochraceifrons,Ochre-fronted Antpitta,ocfant1,624565458,FALSE,Grallaire à front ocre
Grallaricula ferrugineipectus,Rusty-breasted Antpitta,rubant5,383760491,FALSE,Grallaire à poitrine rousse ou G. de Leymebamba
Grallaricula leymebambae,Rufous-breasted Antpitta,rubant7,222624271,FALSE,Grallaire de Leymebamba
Grallaricula cumanensis,Sucre Antpitta,slcant5,388517081,FALSE,Grallaire de Cumana
Grallaricula nana,Slate-crowned Antpitta,slcant2,62188,FALSE,Grallaire naine ou G. de Cumana
Grallaricula lineifrons,Crescent-faced Antpitta,crfant1,49397601,FALSE,Grallaire demi-lune
Ampelornis griseiceps,Grey-headed Antbird,gyhant1,216514451,FALSE,Alapi à tête grise
Stipia berlepschi,Stub-tailed Antbird,sttant3,203934051,FALSE,
Stipia nigricauda,Esmeraldas Antbird,esmant1,199166541,FALSE,
Stipia palliata,Magdalena Antbird,dumant3,203698521,FALSE,
Stipia laemosticta,Dull-mantled Antbird,dumant1,68994541,FALSE,
Myrmeciza longipes,White-bellied Antbird,whbant1,57856931,FALSE,Alapi à ventre blanc
Myrmoborus melanurus,Black-tailed Antbird,bltant1,405846531,FALSE,Alapi à queue noire
Myrmoborus lophotes,White-lined Antbird,whlant1,38588,FALSE,Alapi huppé
Myrmoborus myotherinus,Black-faced Antbird,blfant2,203933971,FALSE,Alapi masqué
Myrmoborus leucophrys,White-browed Antbird,whbant6,89090,FALSE,Alapi à sourcils blancs
Myrmoborus lugubris,Ash-breasted Antbird,asbant1,532981831,FALSE,Alapi lugubre
Gymnocichla nudiceps,Bare-crowned Antbird,bacant1,197904231,FALSE,Alapi à tête nue
Pyriglena leuconota,White-backed Fire-eye,eaafie1,203895091,FALSE,Alapi à dos blanc A. de Ménétries ou A. du Tapajos
Pyriglena leucoptera,White-shouldered Fire-eye,wsfeye1,39132,FALSE,Alapi demoiselle
Pyriglena atra,Fringe-backed Fire-eye,fbfeye1,203983001,FALSE,Alapi noir
Rhopornis ardesiacus,Slender Antbird,sleant1,256815481,FALSE,Alapi du Bahia
Percnostola rufufrons,Black-headed Antbird,blhant3,203955611,FALSE,
Percnostola arenarum,Allpahuayo Antbird,allant1,204008461,FALSE,Alapi du varillal
Akletos melanoceps,White-shouldered Antbird,whsant1,34315,FALSE,Alapi à épaules blanches
Akletos goeldii,Goeldi's Antbird,goeant1,650212599,FALSE,Alapi de Goeldi
Hafferia fortis,Sooty Antbird,sooant1,34400,FALSE,Alapi fuligineux
Hafferia zeledoni,Zeledon's Antbird,zelant1,72880,FALSE,Alapi de Zeledon
Hafferia immaculata,Immaculate Antbird,immant1,386913221,FALSE,Alapi immaculé ou A. de Zeledon
Myrmornis torquata,Southern Wing-banded Antbird,wibant1,300783401,FALSE,Palicour de Cayenne
Myrmornis stictopera,Northern Wing-banded Antbird,,,FALSE,
Pygiptila stellaris,Spot-winged Antshrike,spwant2,414260251,FALSE,Batara étoilé
Thamnistes anabatinus,Western Russet Antshrike,rusant1,203675051,FALSE,Batara rousset ou B. de Cabanis
Thamnistes aequatorialis,Eastern Russet Antshrike,,,FALSE,Batara rousset [aequatorialis]
CONOPOPHAGIDAE,Gnateaters,,,FALSE,
Conopophaga aurita,Chestnut-belted Gnateater,chbgna1,322185751,FALSE,Conopophage à oreilles blanches ou C. de Snethlage
Conopophaga snethlageae,Black-breasted-belted Gnateater,chbgna3,467095551,FALSE,Conopophage de Snethlage
Conopophaga melanops,Black-cheeked Gnateater,blcgna1,204016721,FALSE,Conopophage à joues noires
Conopophaga lineata,Rufous Gnateater,rufgna3,249825391,FALSE,Conopophage roux ou C. du Ceara
Conopophaga cearae,Ceara Gnateater,rufgna2,103076,FALSE,Conopophage du Ceara
Conopophaga roberti,Hooded Gnateater,hoogna1,161401,FALSE,Conopophage capucin
Conopophaga peruviana,Ash-throated Gnateater,astgna1,13322,FALSE,Conopophage du Pérou
Conopophaga ardesiaca,Slaty Gnateater,slagna1,13869,FALSE,Conopophage ardoisé
Conopophaga castaneiceps,Chestnut-crowned Gnateater,chcgna1,98838,FALSE,Conopophage à couronne rousse
Conopophaga melanogaster,Black-bellied Gnateater,blbgna1,126739,FALSE,Conopophage à ventre noir
Pittasoma michleri,Black-crowned Pittasoma,blcant1,624052542,FALSE,Pittasome à tête noire
Pittasoma rufopileatum,Rufous-crowned Pittasoma,rucant3,203931851,FALSE,Pittasome à sourcils noirs
RHINOCRYPTIDAE,Tapaculos,,,FALSE,Rhinocryptidé sp.
Pteroptochos castaneus,Chestnut-throated Huet-huet,cthhue1,72275071,FALSE,Tourco à gorge marron
Pteroptochos tarnii,Black-throated Huet-huet,bthhue1,204006181,FALSE,Tourco huet-huet ou T. à gorge marron
Pteroptochos megapodius,Moustached Turca,moutur1,638870893,FALSE,Tourco à moustaches
Scelorchilus albicollis,White-throated Tapaculo,whttap1,306626441,FALSE,Tourco à gorge blanche
Scelorchilus rubecula,Chucao Tapaculo,chutap1,86558,FALSE,Tourco rougegorge
Liosceles thoracicus,Rusty-belted Tapaculo,rubtap1,203934201,FALSE,Tourco ceinturé
Psilorhamphus guttatus,Spotted Bamboowren,spobam1,204009811,FALSE,Mérulaxe des bambous
Acropternis orthonyx,Ocellated Tapaculo,ocetap1,408123041,FALSE,Mérulaxe ocellé
Rhinocrypta lanceolata,Crested Gallito,cregal1,217442,FALSE,Tourco huppé
Teledromas fuscus,Sandy Gallito,sangal1,204008751,FALSE,Tourco sable
Eleoscytalopus psychopompus,Bahia Tapaculo,bahtap1,614636138,FALSE,Mérulaxe du Bahia
Eleoscytalopus indigoticus,White-breasted Tapaculo,whbtap1,127325,FALSE,Mérulaxe à poitrine blanche ou M. de Brasilia
Merulaxis ater,Slaty Bristlefront,slabri1,48365,FALSE,Mérulaxe noir
Merulaxis stresemanni,Stresemann's Bristlefront,strbri1,126959681,FALSE,Mérulaxe de Stresemann
Myornis senilis,Ash-colored Tapaculo,asctap1,203924881,FALSE,Mérulaxe cendré
Eugralla paradoxa,Ochre-flanked Tapaculo,ocftap1,372766401,FALSE,Mérulaxe à flancs ocre
Scytalopus latrans,Blackish Tapaculo,blatap1,203932151,FALSE,Mérulaxe noirâtre ou M. gris-noir
Scytalopus gettyae,Junin Tapaculo,juntap1,623169024,FALSE,Mérulaxe de Getty
Scytalopus unicolor,Unicolored Tapaculo,unitap1,640230347,FALSE,Mérulaxe unicolore M. noirâtre M. de l'Utcubamba ou M. à petit bec
Scytalopus parvirostris,Trilling Tapaculo,tritap1,174816,FALSE,Mérulaxe à petit bec
Scytalopus petrophillus,Rock Tapaculo,roctap1,203890521,FALSE,
Scytalopus diamantinensis,Diamantina Tapaculo,diatap2,193301,FALSE,Mérulaxe du Diamantina
Scytalopus novacapitalis,Brasilia Tapaculo,bratap1,34116,FALSE,Mérulaxe de Brasilia
Scytalopus pachecoi,Planalto Tapaculo,platap1,367760761,FALSE,Mérulaxe de Pacheco
Scytalopus speluncae,Mouse-colored Tapaculo,moctap1,63907,FALSE,Mérulaxe souris ou M. de Pacheco
Scytalopus bonzagai,Boa Nova Tapaculo,sertap1,637214799,FALSE,
Scytalopus iraiensis,Marsh Tapaculo,martap1,330570081,FALSE,Mérulaxe herbicole
Scytalopus macropus,Large-footed Tapaculo,laftap1,613211438,FALSE,Mérulaxe à grands pieds
Scytalopus sanctaemartae,Santa Marta Tapaculo,samtap1,167162,FALSE,Mérulaxe de Santa Marta
Scytalopus micropterus,Long-tailed Tapaculo,lottap1,78059,FALSE,Mérulaxe microptère
Scytalopus femoralis,Rufous-vented Tapaculo,ruvtap1,92918,FALSE,Mérulaxe à ventre roux M. de Bolivie ou M. de Santa Marta
Scytalopus atratus,White-crowned Tapaculo,whctap1,251759011,FALSE,Mérulaxe couronné
Scytalopus bolivianus,Bolivian Tapaculo,boltap1,610858831,FALSE,Mérulaxe de Bolivie ou M. couronné
Scytalopus argentifrons,Silvery-fronted Tapaculo,siftap1,358021681,FALSE,Mérulaxe argenté
Scytalopus panamensis,Tacarcuna Tapaculo,tactap1,452613711,FALSE,Mérulaxe du Panama M. du Narino ou M. du Choco
Scytalopus chocoensis,Choco Tapaculo,chotap1,25839,FALSE,Mérulaxe du Choco
Scytalopus rodriguezi,Magdalena Tapaculo,upmtap1,500054791,FALSE,Mérulaxe de Rodriguez
Scytalopus stilesi,Stiles's Tapaculo,stitap1,24042951,FALSE,Mérulaxe de Stiles
Scytalopus robbinsi,Ecuadorian Tapaculo,ecutap1,203929961,FALSE,Mérulaxe de Robbins
MELANOPAREIIDAE,Crescentchest,,,FALSE,
Melanopareia torquata,Collared Crescentchest,colcre1,203694821,FALSE,Cordon-noir à col roux ou C.-n. à dos olive
Melanopareia maximiliani,Olive-crowned Crescentchest,olccre1,204008711,FALSE,Cordon-noir à dos olive
Melanopareia maranonica,Maranon Crescentchest,marcre1,203942551,FALSE,Cordon-noir du Maranon
Melanopareia elegans,Elegant Crescentchest,elecre1,71871,FALSE,Cordon-noir élégant ou C.-n. du Maranon
GRALLARIIDAE,Antpittas,,,FALSE,
Grallaria squamigera,Undulated Antpitta,undant1,203889461,FALSE,Grallaire ondée
Grallaria gigantea,Giant Antpitta,giaant1,626510464,FALSE,Grallaire géante
Grallaria excelsa,Great Antpitta,greant2,383558531,FALSE,Grande Grallaire
Grallaria varia,Variegated Antpitta,varant2,639221687,FALSE,Grallaire roi
Grallaria alleni,Moustached Antpitta,mouant1,203929771,FALSE,Grallaire à moustaches
Grallaria chthonia,Tachira Antpitta,tacant1,619550147,FALSE,Grallaire du Tachira
Grallaria guatimalensis,Scaled Antpitta,scaant1,34431,FALSE,Grallaire écaillée
Grallaria haplonota,Plain-backed Antpitta,plbant1,62442,FALSE,Grallaire à dos uni
Grallaria dignissima,Ochre-striped Antpitta,ocsant1,203932011,FALSE,Grallaire flammée
Grallaria eludens,Elusive Antpitta,eluant1,639947483,FALSE,Grallaire secrète
Grallaria ruficapilla,Chestnut-crowned Antpitta,chcant2,7086,FALSE,Grallaire à tête rousse ou G. de Watkins
Grallaria watkinsi,Watkin's Antpitta,watant1,474676331,FALSE,Grallaire de Watkins
Grallaria bangsi,Santa Marta Antpitta,samant1,542490721,FALSE,Grallaire de Santa Marta
Grallaria kaestneri,Cundinamarca Antpitta,cunant1,416314271,FALSE,Grallaire de Kaestner
Grallaria andicolus,Stripe-headed Antpitta,sthant2,203913061,FALSE,Grallaire des Andes
Grallaria griseonucha,Gray-naped Antpitta,gynant1,553643621,FALSE,Grallaire à nuque grise
Grallaria rufocinerea,Bicolored Antpitta,bicant3,412939711,FALSE,Grallaire bicolore
Grallaria ridgelyi,Jocotoco Antpitta,jocant1,288722371,FALSE,Grallaire de Ridgely
Grallaria nuchalis,Chestnut-naped Antpitta,chnant1,537436,FALSE,Grallaire à nuque rousse ou G. de Carriker
Grallaria carrikeri,Pale-billed Antpitta,pabant1,204022511,FALSE,Grallaire de Carriker
Scytalopus vicinior,Narino Tapaculo,nartap2,203956411,FALSE,Mérulaxe du Narino ou M. du Choco
Scytalopus latebricola,Brown-rumped Tapaculo,brrtap1,211760,FALSE,Mérulaxe à croupion brun M. de Caracas ou M. de Spillmann
Scytalopus meridanus,Merida Tapaculo,mertap1,62497,FALSE,Mérulaxe de Mérida M. de Colombie ou M. du Lara
S. m. fuscicauda,Lara Tapaculo,,,FALSE,
Scytalopus perijanus,Perija Tapaculo,pertap1,394578311,FALSE,Mérulaxe de la Perija
Scytalopus caracae,Caracas Tapaculo,cartap1,390117221,FALSE,Mérulaxe de Caracas
Scytalopus spillmanni,Spillmann's Tapaculo,spitap2,69610461,FALSE,Mérulaxe de Spillmann
Scytalopus parkeri,Chusquea Tapaculo,chutap2,203698771,FALSE,Mérulaxe de Parker
Scytalopus magellanicus,Magellanic Tapaculo,magtap1,473508361,FALSE,Mérulaxe des Andes ou M. à croupion brun
Scytalopus griseicollis,Matorral Tapaculo,mattap1,146761491,FALSE,Mérulaxe du matorral [incl. fasciatus]
Scytalopus altirostris,Neblina Tapaculo,nebtap1,564643281,FALSE,Mérulaxe à bec épais ou M. de Krabbe
Scytalopus affinis,Ancash Tapaculo,anctap1,514410271,FALSE,Mérulaxe affin
Scytalopus urubambae,Vilcabamba Tapaculo,viltap1,173987,FALSE,Mérulaxe de Vilcabamba
Scytalopus simonsi,Puna Tapaculo,puntap1,308451,FALSE,Mérulaxe de Simons
Scytalopus zimmeri,Zimmer's Tapaculo,zimtap1,189505,FALSE,Mérulaxe de Zimmer
Scytalopus acutirostris,Tschudi's Tapaculo,tsctap1,203889451,FALSE,Mérulaxe de Tschudi
Scytalopus superciliaris,White-browed Tapaculo,whbtap2,129364,FALSE,Mérulaxe bridé
Scytalopus fuscus,Dusky Tapaculo,dustap1,431591881,FALSE,Mérulaxe sombre
Scytalopus opacus,Paramo Tapaculo,partap2,135905,FALSE,Mérulaxe du paramo ou M. de Loja
Scytalopus canus,Paramillo Tapaculo,partap1,430264481,FALSE,Mérulaxe du paramillo M. du paramo ou M. de Loja
Scytalopus schulenbergi,Diademed Tapaculo,diatap1,65362,FALSE,Mérulaxe à diadème
Dendrocolaptes hoffmannsi,Hoffmann's Woodcreeper,hofwoo2,620204166,FALSE,Grimpar de Hoffmanns
Dendrocolaptes picumnus,Black-banded Woodcreeper,blbwoo1,639880593,FALSE,Grimpar varié
Dendrocolaptes platyrostris,Planalto Woodcreeper,plawoo1,539471071,FALSE,Grimpar des plateaux
Hylexetastes perrotii,Red-billed Woodcreeper,rebwoo1,223376861,FALSE,Grimpar de Perrot ou G. uni
Hylexetastes stresemanni,Bar-bellied Woodcreeper,babwoo1,21650881,FALSE,Grimpar de Stresemann
