Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,fr
Tauraco corythaix,Knysna Turaco,knytur1,203935591,FALSE,Touraco louri T. de Livingstone ou T. de Schalow
Tauraco persa,Green Turaco,guitur1,627571712,FALSE,Touraco vert T. louri T. de Livingstone ou T. de Schalow
Tauraco leucotis,White-cheeked Turaco,whctur1,100334,FALSE,Touraco à joues blanches
Tauraco ruspolii,Ruspoli's Turaco,,,FALSE,Touraco de Ruspoli
Tauraco bannermani,Bannerman's Turaco,bantur1,,FALSE,Touraco doré
Tauraco erythrolophus,Red-crested Turaco,rectur1,502642671,FALSE,Touraco de Pauline
Tauraco leucolophus,White-crested Turaco,whctur2,8569,FALSE,Touraco à huppe blanche
Tauraco macrorhynchus,Yellow-billed Turaco,yebtur1,203922931,FALSE,Touraco à gros bec
Musophaga rossae,Ross's Turaco,rostur1,8561,FALSE,Touraco de Lady Ross
Musophaga violacea,Violet Turaco,viotur1,627571721,FALSE,Touraco violet ou T. de Lady Ross
PSOPHIIDAE,Trumpeters,,,FALSE,
Psophia crepitans,Grey-winged Trumpeter,gywtru1,388331501,FALSE,Agami trompette ou A. à ailes blanches
Psophia ochroptera,Ochre-winged Trumpeter,,,FALSE,Agami à ailes blanches (ochroptera)
Psophia leucoptera,White-winged Trumpeter,pawtru2,110697,FALSE,Agami à ailes blanches
Psophia viridis,Green-winged Trumpeter,dawtru1,203983181,FALSE,Agami vert
Psophia dextralis,Olive-winged Trumpeter,,,FALSE,Agami vert [dextralis ou interjecta]
Psophia obscura,Black-winged Trumpeter,,,FALSE,Agami vert (obscura)
ARAMIDAE,Limpkin,limpki,73922,TRUE,
Aramus guarauna,Limpkin,limpki,73922,TRUE,Courlan brun
GAVIIFORMES,,,,FALSE,
GAVIIDAE,Loons/Divers,,,FALSE,
GRUIDAE,Cranes,,,FALSE,Grue sp.
Gavia stellata,Red-throated Loon,retloo,138234,FALSE,Plongeon catmarin
Gavia arctica,Black-throated Loon,arcloo,279261871,TRUE,Plongeon arctique
Gavia pacifica,Pacific Loon,pacloo,31730221,FALSE,Plongeon du Pacifique
Gavia immer,Common Loon,comloo,33842721,TRUE,Plongeon imbrin
Gavia adamsii,White-billed Loon,yebloo,648381584,FALSE,Plongeon à bec blanc
Balearica regulorum,Grey Crowned-crane,grccra1,2737,FALSE,Grue royale
Balearica pavonina,Black Crowned-crane,blccra1,310754,FALSE,Grue couronnée ou G. royale
Leucogeranus leucogeranus,Siberian Crane,sibcra1,322122671,FALSE,Grue de Sibérie
Antigone canadensis,Sandhill Crane,sancra,539731,TRUE,Grue du Canada
Antigone vipio,White-naped Crane,whncra1,203932671,FALSE,Grue à cou blanc
Antigone antigone,Sarus Crane,sarcra1,204024641,TRUE,Grue antigone
Antigone rubicunda,Brolga,brolga1,26960611,TRUE,Grue Brolga
Bugeranus carunculatus,Wattled Crane,watcra2,21371401,FALSE,Grue caronculée
Anthropoides paradiseus,Blue Crane,blucra2,203933071,FALSE,Grue de paradis
Anthropoides virgo,Demoiselle Crane,demcra1,203926171,TRUE,Grue demoiselle
Grus japonensis,Red-crowned Crane,reccra1,21722401,TRUE,Grue à couronne rouge
Grus americana,Whooping Crane,whocra,267590321,TRUE,Grue blanche
Grus grus,Common Crane,comcra,205661,TRUE,Grue cendrée
Grus monacha,Hooded Crane,hoocra1,203932651,FALSE,Grue moine
Grus nigricollis,Black-necked Crane,blncra1,423563901,FALSE,Grue à cou noir
SPHENISCIFORMES,,,,FALSE,
SPHENISCIDAE,Penguins,,,FALSE,Manchot sp.
Aptenodytes patagonicus,King Penguin,kinpen1,203899321,FALSE,Manchot royal
Aptenodytes forsteri,Emperor Penguin,emppen1,388782961,FALSE,Manchot empereur
Pygoscelis papua,Gentoo Penguin,genpen1,203973661,FALSE,Manchot papou
Pygoscelis adeliae,Adelie Penguin,adepen1,196607,FALSE,Manchot d'Adélie
Pygoscelis antarcticus,Chinstrap Penguin,chipen2,51673,FALSE,Manchot à jugulaire
Eudyptes schlegeli,Royal Penguin,roypen1,31642031,FALSE,Gorfou de Schlegel
Eudyptes chrysolophus,Macaroni Penguin,macpen1,204017071,FALSE,Gorfou doré ou G. de Schlegel
Eudyptes moseleyi,Northern Rockhopper Penguin,rocpen4,,FALSE,Gorfou de Moseley
Eudyptes chrysocome,Southern Rockhopper Penguin,rocpen2,203972091,TRUE,Gorfou sauteur ou G. de Moseley
Eudyptes sclateri,Erect-crested Penguin,bicpen1,364966691,FALSE,Gorfou huppé
Eudyptes pachyrhynchus,Fiordland Penguin,fiopen1,373472291,FALSE,Gorfou du Fiordland ou G. des Snares
Eudyptes robustus,Snares Penguin,snapen1,141401,FALSE,Gorfou des Snares
Megadyptes antipodes,Yellow-eyed Penguin,yeepen1,203919671,TRUE,Manchot antipode
Eudyptula minor,Little Penguin,litpen1,274612851,TRUE,Manchot Pygmée
E. m. albosignata,White-flippered Penguin,,,FALSE,
Spheniscus demersus,African Penguin,jacpen1,563556521,FALSE,Manchot du Cap
Spheniscus magellanicus,Magellanic Penguin,magpen1,203973671,FALSE,Manchot de Magellan
Spheniscus humboldti,Humboldt Penguin,humpen1,462845251,FALSE,Manchot de Humboldt
Spheniscus mendiculus,Galapagos Penguin,galpen1,237483,FALSE,Manchot des Galapagos
OTIDIFORMES,North Island Adzebill,,,FALSE,
OTIDIDAE,Bustards,,,FALSE,Outarde sp.
Tetrax tetrax,Little Bustard,litbus1,203900211,TRUE,Outarde canepetière
Otis tarda,Great Bustard,grebus1,613266669,FALSE,Grande Outarde
Chlamydotis undulata,African Houbara,houbus1,,FALSE,Outarde houbara ou O. de Macqueen
Chlamydotis macqueenii,Asian Houbara,macbus1,630567395,FALSE,Outarde de Macqueen
Lissotis hartlaubii,Hartlaub's Bustard,harbus2,2905,FALSE,Outarde de Hartlaub
Lissotis melanogaster,Black-bellied Bustard,bkbbus1,612461994,FALSE,Outarde à ventre noir
Neotis ludwigii,Ludwig's Bustard,ludbus1,,FALSE,Outarde de Ludwig
Neotis denhami,Denham's Bustard,stabus1,,FALSE,Outarde de Denham
Neotis heuglinii,Heuglin's Bustard,heubus1,621304890,FALSE,Outarde de Heuglin
Neotis nuba,Nubian Bustard,nubbus1,,FALSE,Outarde nubienne
Ardeotis arabs,Arabian Bustard,arabus1,21725621,FALSE,Outarde arabe
Ardeotis kori,Kori Bustard,korbus1,31373311,FALSE,Outarde kori
Ardeotis nigriceps,Great Indian Bustard,indbus1,287143091,TRUE,Outarde à tête noire
PROCELLARIIFORMES,,,,FALSE,
OCEANITIDAE,Southern Storm-petrels,,,FALSE,Océanite sp.
Oceanites oceanicus,Wilson's Storm-petrel,wispet,51676,TRUE,Océanite de Wilson
Oceanites gracilis,White-vented Storm-petrel,wvspet1,613219105,FALSE,Océanite d'Elliot
Oceanites pincoyae,Pincoya Storm-petrel,pumstp1,614566913,FALSE,Océanite pincoya
Garrodia nereis,Grey-backed Storm-petrel,gybstp1,,FALSE,Océanite néréide
Pelagodroma marina,White-faced Storm-petrel,wfspet,219057791,FALSE,Océanite frégate
Fregetta grallaria,White-bellied Storm-petrel,wbspet1,,FALSE,Océanite à ventre blanc ou O. à ventre noir
Fregetta tropica,Black-bellied Storm-petrel,bbspet1,614852182,FALSE,Océanite à ventre noir
Fregetta maoriana,New-Zealand Storm-petrel,nezstp1,633945721,FALSE,Océanite maori
Nesofregetta fuliginosa,Polynesian Storm-petrel,pospet1,569038891,FALSE,Océanite à gorge blanche
Pterodroma cookii,Cook's Petrel,coopet,978,FALSE,Pétrel de Cook ou P. de Filippi
Pterodroma pycrofti,Pycroft's Petrel,pycpet1,340748951,FALSE,Pétrel de Pycroft
Pterodroma hypoleuca,Bonin Petrel,bonpet,486068291,FALSE,Pétrel des Bonin ou P. à ailes noires
Pterodroma nigripennis,Black-winged Petrel,bkwpet,167513,FALSE,Pétrel à ailes noires
Pterodroma axillaris,Chatham Petrel,chapet1,,FALSE,Pétrel des Chatham
Pterodroma ultima,Murphy's Petrel,murpet,203897671,FALSE,Pétrel de Murphy
Pterodroma solandri,Providence Petrel,solpet1,620273915,FALSE,Pétrel de Solander
Pterodroma neglecta,Kermadec Petrel,kerpet,260508441,FALSE,Pétrel des Kermadec
Pterodroma arminjoniana,Trinidade Petrel,tripet1,72149,FALSE,Pétrel du Herald ou P. de Henderson
Pterodroma heraldica,Herald Petrel,herpet2,636005232,FALSE,Pétrel du Herald ou P. de Henderson
Pterodroma atrata,Henderson Petrel,henpet1,203895381,FALSE,Pétrel de Henderson
Pterodroma alba,Phoenix Petrel,phopet1,569031111,FALSE,Pétrel à poitrine blanche
Pterodroma baraui,Barau's Petrel,barpet1,,FALSE,Pétrel de Barau
Pterodroma inexpectata,Mottled Petrel,motpet,203919741,FALSE,Pétrel maculé
Pterodroma sandwichensis,Hawaiian Petrel,hawpet1,480511531,FALSE,Pétrel des Hawaï
Pterodroma phaeopygia,Galapagos Petrel,galpet,89584,FALSE,Pétrel des Galapagos ou P. des Hawaï
Pterodroma cervicalis,White-necked Petrel,whnpet,,FALSE,Pétrel à col blanc
Pterodroma externa,Juan Fernandez Petrel,jufpet,650725737,FALSE,Pétrel de Juan Fernandez ou P. à col blanc
Pterodroma mollis,Soft-plumaged Petrel,soppet1,293209481,FALSE,Pétrel soyeux P. De Madère P. Gongon ou P. des Desertas
Pterodroma cahow,Bermuda Petrel,berpet,223921,FALSE,Pétrel des Bermudes
Pterodroma hasitata,Black-capped Petrel,bkcpet,139296,FALSE,Pétrel diablotin ou P. de Jamaïque
Pterodroma caribbaea,Jamaican Petrel,bkcpet2,,FALSE,Pétrel de Jamaïque
Pterodroma feae,Cape Verde Petrel,feapet3,499766051,FALSE,Pétrel gongon ou P. des Desertas
Pterodroma deserta,Desertas Petrel,feapet2,,FALSE,Pétrel des Desertas
Pterodroma madeira,Zino's Petrel,madpet,486929031,FALSE,Pétrel de Madère
Pterodroma magentae,Magenta Petrel,magpet1,,TRUE,Pétrel du Magenta
Pterodroma incerta,Atlantic Petrel,atlpet1,,FALSE,Pétrel de Schlegel
Pterodroma lessoni,White-headed Petrel,whhpet1,,FALSE,Pétrel de Lesson
Pterodroma macroptera,Great-winged Petrel,grwpet3,646514008,FALSE,Pétrel noir ou P. à face grise
Pterodroma gouldi,Grey-faced Petrel,grwpet2,337646331,FALSE,Pétrel à face grise
Procellaria cinerea,Grey Petrel,grapet,102179,FALSE,Puffin gris
Procellaria aequinoctialis,White-chinned Petrel,whcpet1,204018371,FALSE,Puffin à menton blanc P. à lunettes P. de Parkinson ou P. du Westland
Procellaria conspicillata,Spectacled Petrel,spepet1,,FALSE,Puffin à lunettes
Procellaria westlandica,Westland Petrel,wespet1,973,FALSE,Puffin du Westland
Procellaria parkinsoni,Black Petrel,parpet1,203926781,FALSE,Puffin de Parkinson ou P. du Westland
Ardenna pacifica,Wedge-tailed Shearwater,wetshe,1805,FALSE,Puffin fouquet
Ardenna bulleri,Buller's Shearwater,bulshe,642289063,FALSE,Puffin de Buller
Ardenna tenuirostris,Short-tailed Shearwater,shtshe,23705881,FALSE,Puffin à bec grêle
Ardenna grisea,Sooty Shearwater,sooshe,411503791,FALSE,Puffin fuligineux
Ardenna gravis,Great Shearwater,greshe,631614974,FALSE,Puffin majeur
Ardenna carneipes,Flesh-footed Shearwater,flfshe,83329251,FALSE,Puffin à pieds pâles
Ardenna creatopus,Pink-footed Shearwater,pifshe,251662431,FALSE,Puffin à pieds roses ou P. à pieds pâles
Calonectris leucomelas,Streaked Shearwater,strshe,640562711,FALSE,Puffin leucomèle
Calonectris diomedea,Scopoli's Shearwater,scoshe1,203889001,FALSE,Puffin de Scopoli P. cendré ou P. du Cap-Vert
Calonectris borealis,Cory's Shearwater,corshe1,395441421,FALSE,Puffin de Scopoli P. cendré ou P. du Cap-Vert
Calonectris edwardsii,Cape Verde Shearwater,cavshe1,548629261,FALSE,Puffin du Cap-Vert
Puffinus nativitatis,Christmas Shearwater,chrshe,486349651,FALSE,Puffin de la Nativité
Puffinus subalaris,Galapagos Shearwater,audshe3,167090471,FALSE,Puffin des Galapagos
Puffinus gavia,Fluttering Shearwater,flushe1,364540941,FALSE,Puffin volage
Puffinus huttoni,Hutton's Shearwater,hutshe1,997,FALSE,Puffin de Hutton
Puffinus opisthomelas,Black-vented Shearwater,bkvshe,407551811,FALSE,Puffin cul-noir
Puffinus bryani,Bryan's Shearwater,bryshe1,,FALSE,Puffin de Bryan
Puffinus newelli,Newell's Shearwater,towshe2,352724641,FALSE,Puffin de Newell ou P. de Rapa
Puffinus auricularis,Townsend's Shearwater,towshe1,450757401,FALSE,Puffin de Townsend ou P. de Newell (excl. myrtae)
Puffinus bailloni,Tropical Shearwater,troshe5,566340151,FALSE,Puffin d'Audubon ou P. de Baillon
Puffinus persicus,Persian Shearwater,pershe1,,FALSE,Puffin persique
Puffinus bannermani,Bannerman's Shearwater,troshe4,,FALSE,Puffin de Bannerman
Puffinus puffinus,Manx Shearwater,manshe,540155541,TRUE,Puffin des Anglais ou P. de d'Audubon
Puffinus yelkouan,Yelkouan Shearwater,levshe1,310771,TRUE,Puffin yelkouan
Puffinus mauretanicus,Balearic Shearwater,balshe1,513102161,FALSE,Puffin yelkouan (mauretanicus)
Puffinus elegans,Subantarctic Shearwater,litshe4,647560772,FALSE,Puffin élégant [incl. tunneyi]
Puffinus assimilis,Little Shearwater,litshe8,364541351,FALSE,Petit Puffin P. de Boyd ou P. de Macaronésie
Puffinus lherminieri,Audubon's Shearwater,audshe,42998,FALSE,Puffin d'Audubon ou Petit Puffin
P. l. baroli,Macaronesian Shearwater,,,FALSE,
Puffinus heinrothi,Heinroth's Shearwater,heishe1,,FALSE,Puffin de Heinroth
Pseudobulweria macgillivrayi,Fiji Petrel,fijpet1,,FALSE,Pétrel des Fidji
Pseudobulweria aterrima,Mascarene Petrel,maspet1,645939935,FALSE,Pétrel de Bourbon
Pseudobulweria becki,Beck's Petrel,becpet1,,FALSE,Pétrel de Beck
Pseudobulweria rostrata,Tahiti Petrel,tahpet1,644101393,FALSE,Pétrel de Tahiti ou P. de Bourbon
Bulweria bulwerii,Bulwer's Petrel,bulpet,969,FALSE,Pétrel de Bulwer ou P. de Jouanin
Bulweria fallax,Jouanin's Petrel,joupet,,FALSE,Pétrel de Jouanin
†Bulweria bifax,Small St Helena Petrel,,,FALSE,
Pelecanoides garnotii,Peruvian Diving-petrel,pedpet1,85076351,FALSE,Puffinure de Garnot
Pelecanoides magellani,Magellanic Diving-petrel,madpet1,616124707,FALSE,Puffinure de Magellan
Pelecanoides georgicus,South Georgia Diving-petrel,sgdpet1,,FALSE,Puffinure de Géorgie du Sud
Pelecanoides urinatrix,Common Diving-petrel,codpet1,360506441,FALSE,Puffinure plongeur
HYDROBATIDAE,Northern Storm-petrels,,,FALSE,Océanite sp.
Hydrobates pelagicus,European Storm-petrel,bripet,639707083,FALSE,Océanite tempête
H.p. pelagicus,European Storm-petrel,bripet,639707083,FALSE,
H. p. melitensis,Mediterranean Storm-petrel,,,FALSE,
Hydrobates castro,Band-rumped Storm-petrel,barpet,631411075,FALSE,Océanite de Castro O. du Cap-Vert ou O. de Monteiro
Hydrobates monteiroi,Monteiro's Storm-petrel,monstp1,639768310,FALSE,Océanite de Monteiro
Hydrobates matsudairae,Matsudaira's Storm-petrel,maspet2,,FALSE,Océanite de Matsudaira
Hydrobates melania,Black Storm-petrel,bkspet,138130,FALSE,Océanite noir ou O. de Matsudaira
Hydrobates homochroa,Ashy Storm-petrel,asspet,185056821,FALSE,Océanite cendré
Hydrobates microsoma,Least Storm-petrel,lsspet,138122,FALSE,Océanite minute
Hydrobates tethys,Wedge-rumped Storm-petrel,wrspet,614442214,FALSE,Océanite téthys
Hydrobates leucorhous,Leach's Storm-petrel,lcspet,120441,FALSE,Océanite cul-blanc ou O. de Swinhoe
Hydrobates monorhis,Swinhoe's Storm-petrel,swspet,190995891,FALSE,Océanite de Swinhoe [incl. socorroensis]
Hydrobates macrodactylus,Guadalupe Storm-petrel,guspet,,FALSE,Océanite de Guadalupe
Hydrobates tristrami,Tristram's Storm-petrel,trspet,627887459,FALSE,Océanite de Tristram
Hydrobates markhami,Markham's Storm-petrel,maspet,223861,FALSE,Océanite de Markham ou O. de Tristram
Hydrobates furcatus,Fork-tailed Storm-petrel,ftspet,132029,FALSE,Océanite à queue fourchue
Hydrobates hornbyi,Ringed Storm-petrel,rispet1,622065252,FALSE,Océanite de Hornby
DIOMEDEIDAE,Albatrosses,,,FALSE,Hybride Albatros sp.
Diomedea sanfordi,Northern Royal Albatross,royalb3,9232,FALSE,Albatros de Sanford
Diomedea epomophora,Southern Royal Albatross,royalb2,204018211,FALSE,Albatros royal ou A. de Sanford
Diomedea exulans,Wandering Albatross,wanalb1,42306,TRUE,Albatros hurleur A. de Tristan da Cunha A. des Antipodes ou A. d'Amsterdam
Diomedea antipodensis,Antipodean Albatross,antalb1,203922111,FALSE,Albatros des Antipodes
Diomedea amsterdamensis,Amsterdam Albatross,wanalb5,,FALSE,Albatros d'Amsterdam
Diomedea dabbenena,Tristan Albatross,wanalb3,,FALSE,Albatros hurleur A. de Tristan da Cunha A. des Antipodes ou A. d'Amsterdam
Phoebetria fusca,Sooty Albatross,sooalb1,,FALSE,Albatros brun
Phoebetria palpebrata,Light-mantled Albatros,limalb1,242423601,FALSE,Albatros fuligineux ou A. brun
Phoebastria irrorata,Waved Albatross,wavalb,203698321,FALSE,Albatros des Galapagos
Phoebastria nigripes,Black-footed Albatross,bkfalb,32592,FALSE,Albatros à pieds noirs
Phoebastria immutabilis,Laysan Albatross,layalb,486076821,FALSE,Albatros de Laysan
Phoebastria albatrus,Short-tailed Albatross,shtalb,620737952,FALSE,Albatros à queue courte
Thalassarche chlororhynchos,Atlantic Yellow-nosed Albatros,yenalb2,204749,FALSE,Albatros à nez jaune ou A. de Carter
Thalassarche carteri,Indian Yellow-nosed Albatros,yenalb3,623103689,FALSE,Albatros de Carter
Thalassarche chrysostoma,Grey-headed Albatross,gyhalb,204019821,FALSE,Albatros à tête grise
Thalassarche melanophris,Black-browed Albatross,bkbalb,402964471,FALSE,Albatros à sourcils noirs
Thalassarche impavida,Campbell Albatross,,,FALSE,Albatros à sourcils noirs (impavida)
Thalassarche bulleri,Buller's Albatross,bulalb2,203919801,FALSE,Albatros de Buller
Thalassarche cauta,Shy Albatross,whcalb1,117957991,FALSE,Albatros à cape blanche A. des Chatham ou A. de Salvin
Thalassarche steadi,White-capped Albatross,whcalb1,117957991,FALSE,Albatros à cape blanche (steadi)
Thalassarche eremita,Chatham Albatross,shyalb2,630984083,FALSE,Albatros des Chatham
Thalassarche salvini,Salvin's Albatross,salalb1,614726141,FALSE,Albatros de Salvin ou A. des Chatham
PROCELLARIDAE,Petrels Shearwaters,,,FALSE,
Macronectes halli,Northern Giant Petrel,norgip1,31374291,FALSE,Pétrel de Hall
Macronectes gigantheus,Southern Giant Petrel,,,FALSE,
Fulmarus glacialis,Northern Fulmar,norful,619661932,FALSE,Fulmar boréal
Fulmarus glacialoides,Southern Fulmar,souful1,204017051,FALSE,Fulmar argenté
Thalassoica antarctica,Antarctic Petrel,antpet1,34876001,FALSE,Pétrel antarctique
Daption capense,Cape Petrel,cappet,203971921,FALSE,Damier du Cap
Pagodroma nivea,Snow Petrel,snopet1,42315,FALSE,Pétrel des neiges
Halobaena caerulea,Blue Petrel,blupet1,488346561,FALSE,Prion bleu
Pachyptila vittata,Broad-billed Prion,brbpri1,153841911,FALSE,Prion de Forster P. de Salvin ou P. de MacGillivray
Pachyptila salvini,Salvin's Prion,salpri2,102177,FALSE,Prion de Salvin ou P. de MacGillivray
Pachyptila desolata,Antarctic Prion,dovpri1,418089501,FALSE,Prion de la Désolation
Pachyptila belcheri,Slender-billed Prion,slbpri1,203976191,FALSE,Prion de Belcher
Pachyptila turtur,Fairy Prion,faipri1,496565661,FALSE,Prion colombe ou P. à bec épais
Pachyptila crassirostris,Fulmar Prion,fulpri1,,FALSE,Prion à bec épais
Aphrodroma brevirostris,Kerguelen Petrel,kerpet2,604653221,FALSE,Pétrel des Kerguelen
†Pterodroma rupinarum,Large St Helena Petrel,,,FALSE,
Pterodroma leucoptera,White-winged Petrel,goupet1,145356071,FALSE,Pétrel de Gould ou P. à collier
Pterodroma brevipes,Collared Petrel,colpet1,,FALSE,Pétrel à collier
Pterodroma defilippiana,Masatierra Petrel,maspet3,432035321,FALSE,Pétrel de Filippi
Pterodroma longirostris,Stejneger's Petrel,stepet,650725749,FALSE,Pétrel de Stejneger ou P. de Pycroft
CICONIIFORMES,,,,FALSE,
CICONIIDAE,Storks,,,FALSE,Cigogne sp.
Platalea flavipes,Yellow-billed Spoonbill,yebspo1,617415868,FALSE,Spatule à bec jaune
Platalea ajaja,Roseate Spoonbill,rosspo1,111605261,TRUE,Spatule rosée
Platalea alba,African Spoonbill,afrspo1,2429,FALSE,Spatule d'Afrique
Platalea leucorodia,Eurasian Spoonbill,eurspo1,255476691,FALSE,Spatule blanche ou S. royale
Platalea minor,Black-faced Spoonbill,blfspo1,614320390,FALSE,Petite Spatule
Platalea regia,Royal Spoonbill,royspo1,431749911,TRUE,Spatule Royale
†Threskiornis solitarius,Reunion Ibis,reusol1,,FALSE,
Threskiornis aethiopicus,African Sacred Ibis,sacibi2,612739077,FALSE,Ibis sacré I. à tête noire ou I. à cou noir
Threskiornis bernieri,Madagascar Sacred Ibis,sacibi3,,FALSE,Ibis malgache
Threskiornis melanocephalus,Black-headed Ibis,blhibi1,218926471,FALSE,Ibis à tête noire
Threskiornis moluccus,Australian Ibis,ausibi1,608383709,TRUE,Ibis Blanc d'Australie
Threskiornis spinicollis,Straw-necked Ibis,stnibi1,620615757,FALSE,Ibis d'Australie
Pseudibis papillosa,Red-naped Ibis,renibi1,625429183,FALSE,Ibis noir ou I. de Davison
Pseudibis davisoni,White-shouldered Ibis,whsibi1,202950961,FALSE,Ibis de Davison
Pseudibis gigantea,Giant Ibis,giaibi1,203912241,FALSE,Ibis géant
Geronticus eremita,Northern Bald Ibis,waldra1,592841121,FALSE,Ibis chauve
Geronticus calvus,Southern Bald Ibis,balibi1,618896969,FALSE,Ibis du Cap
Nipponia nippon,Japanese Crested Ibis,creibi1,204009261,TRUE,Ibis nippon
Bostrychia olivacea,Olive Ibis,oliibi2,24699,FALSE,Ibis olive ou I. de Sao Tomé
Bostrychia bocagei,Dwarf Ibis,oliibi3,642874134,FALSE,Ibis de Sao Tomé
Bostrychia rara,Spot-breasted Ibis,spbibi1,203909981,FALSE,Ibis vermiculé
Bostrychia hagedash,Hadada Ibis,hadibi1,118635781,FALSE,Ibis hagedash
Bostrychia carunculata,Wattled Ibis,watibi1,33652631,FALSE,Ibis caronculé
Theristicus caerulescens,Plumbeous Ibis,pluibi1,217402,FALSE,Ibis plombé
Theristicus caudatus,Buff-necked Ibis,bunibi1,386555711,FALSE,Ibis mandore
Theristicus branickii,Andean Ibis,bkfibi2,623735036,FALSE,Ibis des Andes
Theristicus melanopis,Black-faced Ibis,bkfibi1,613422802,FALSE,Ibis à face noire ou I. des Andes
Cercibis oxycerca,Sharp-tailed Ibis,shtibi1,204008441,FALSE,Ibis à queue pointue
Mesembrinibis cayennensis,Green Ibis,greibi1,386484411,FALSE,Ibis vert
Phimosus infuscatus,Bare-faced Ibis,bafibi1,700372,FALSE,Ibis à face nue
Eudocimus albus,White Ibis,whiibi,414716841,FALSE,Ibis blanc
