Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,jp,jp_latn
Loxops coccineus,Hawaii Akepa,akepa1,632795765,FALSE,コバシハワイミツスイ,
Chlorodrepanis stejnegeri,Kauai Amakihi,kauama,611565766,FALSE,カウアイミツスイ,kauaimitsusui
Chlorodrepanis flava,Oahu Amakihi,oahama,351123181,FALSE,オアフミツスイ,oafumitsusui
Chlorodrepanis virens,Hawaii Amakihi,hawama,6063,FALSE,ハワイミツスイ,
†Drepanis funerea,Black Mamo,blkmam,,FALSE,,
†Drepanis pacifica,Hawaii Mamo,hawmam1,,FALSE,,
Drepanis coccinea,Iiwi,iiwi,6093,FALSE,ベニハワイミツスイ,benihawaimitsusui
Himatione sanguinea,Apapane,apapan,531188111,FALSE,アカハワイミツスイ,
†Himatione fraithii,Laysan Honeycreeper,apapan2,,FALSE,,
Palmeria dolei,Akohekohe,crehon,236863,FALSE,カンムリハワイミツスイ,kanmurihawaimitsusui
†Ciridops anna,Ula-Ai-Hawane,ulahaw,,FALSE,,
Carpodacus erythrinus,Common Rosefinch,comros,619808641,FALSE,アカマシコ,akamashiko
Carpodacus sipahi,Scarlet Finch,scafin1,211072131,FALSE,シュイロマシコ,shuiromashiko
†Carpodacus ferreorostris,Bonin Grosbeak,bongro1,,FALSE,,
Carpodacus rhodochlamys,Red-mantled Rosefinch,remros1,597642501,FALSE,ヒゴロモマシコ,
C. r. grandis,Blyth's Rosefinch,blyros1,483103221,FALSE,,
Carpodacus waltoni,Pink-rumped Rosefinch,pirros1,639018578,FALSE,バラゴシマシコ,baragoshimashiko
Carpodacus pulcherrimus,Beautiful Rosefinch,bearos1,203942251,FALSE,ヒマラヤコウザンマシコ,
Carpodacus edwardsii,Dark-rumped Rosefinch,darros1,647695057,FALSE,チャゴシマシコ,chagoshimashiko
Carpodacus rodochroa,Pink-browed Rosefinch,pibros2,173165941,FALSE,バラマユマシコ,baramayumashiko
Carpodacus verreauxi,Sharpe's Rosefinch,spwros3,630169150,FALSE,シャープマシコ,sha-pumashiko
Carpodacus rodopeplus,Spot-winged Rosefinch,spwros2,307942681,FALSE,フタスジマシコ,
Carpodacus vinaceus,Vinaceous Rosefinch,vinros2,30556921,FALSE,タカサゴマシコ,
Carpodacus formosanus,Taiwan Rosefinch,vinros3,593851861,FALSE,タイワンマシコ,taiwanmashiko
Carpodacus synoicus,Sinai Rosefinch,sinros1,207481501,FALSE,サバクマシコ,
Carpodacus stoliczkae,Pale Rosefinch,palros3,356075711,FALSE,ウスマシコ,usumashiko
Carpodacus roborowskii,Tibetan Rosefinch,tibros1,204005471,FALSE,ハネナガマシコ,hanenagamashiko
Carpodacus sillemi,Silem's Rosefinch,tahmof1,357761761,FALSE,チベットマシコ,chibettomashiko
Carpodacus rubicilloides,Streaked Rosefinch,strros1,621598042,FALSE,セスジシロボシマシコ,sesujishiroboshimashiko
Carpodacus rubicilla,Great Rosefinch,greros1,637734226,FALSE,シロボシマシコ,
Carpodacus sibiricus,Long-tailed Rosefinch,lotros1,142905421,FALSE,ベニマシコ,
Carpodacus puniceus,Red-fronted Rosefinch,refros1,483108241,FALSE,ムネアカマシコ,muneakamashiko
Carpodacus subhimachalus,Crimson-browed Finch,crbfin3,441509101,FALSE,ベニマユマシコ,benimayumashiko
Carpodacus roseus,Pallas's Rosefinch,palros2,165243261,FALSE,オオマシコ,oomashiko
Carpodacus trifasciatus,Three-banded Rosefinch,thbros1,30552381,FALSE,ミスジマシコ,misujimashiko
Carpodacus thura,Himalayan White-browed Rosefinch,whbros1,155302391,FALSE,ヒマラヤマミジロマシコ,
Carpodacus dubius,Chinese White-browed Rosefinch,cwbros1,204011511,FALSE,チュウゴクマミジロマシコ,chuugokumamijiromashiko
Pinicola enucleator,Pine Grosbeak,pingro,274949571,TRUE,ギンザンマシコ,ginzanmashiko
Pyrrhula nipalensis,Brown Bullfinch,brobul1,13000,FALSE,チャイロウソ,chairouso
Pyrrhula waterstradti,Malay Bullfinch,,,FALSE,,
Pyrrhula leucogenis,White-cheeked Bullfinch,whcbul1,203899241,FALSE,ホオジロウソ,hoojirouso
Pyrrhula aurantiaca,Orange Bullfinch,orabul1,173165901,FALSE,オレンジウソ,orenjiuso
Pyrrhula erythrocephala,Red-headed Bullfinch,rehbul1,178301201,FALSE,ズアカウソ,zuakauso
Pyrrhula erythaca,Grey-headed Bullfinch,gyhbul2,568727551,FALSE,タカサゴウソ,
Pyrrhula murina,Azores Bullfinch,eurbul1,203974821,FALSE,アゾレスウソ,
Pyrrhula pyrrhula,Eurasian Bullfinch,eurbul,310479711,TRUE,ウソ,
P. p. cineracea,Grey Bullfinch,,,FALSE,,
P. p. griseiventris,Grey-bellied Bullfinch,,,FALSE,,
Rhodopechys alienus,African Crimson-winged Finch,,,FALSE,,
Rhodopechys sanguineus,Eurasian Crimson-winged Finch,crwfin2,463236981,FALSE,ベニバネナキマシコ,
Bucanetes githagineus,Trumpeter Finch,trufin2,554968551,TRUE,ナキマシコ,nakimashiko
Bucanetes mongolicus,Mongolian Finch,monfin2,632782272,FALSE,モウコナキマシコ,moukonakimashiko
Agraphospiza rubescens,Blanford's Rosefinch,blaros1,636638295,FALSE,ヒイロマシコ,hiiromashiko
Callacanthis burtoni,Spectacled Finch,spefin1,175305361,FALSE,アカマユマシコ,akamayumashiko
Pyrrhoplectes epauletta,Gold-naped Finch,gonfin1,609066265,FALSE,ズアカクロマシコ,zuakakuromashiko
Procarduelis nipalensis,Dark-breasted Rosefinch,dabros1,30554011,FALSE,クリムネアカマシコ,kurimuneakamashiko
Leucosticte nemoricola,Plain Mountain-finch,plmfin1,204009481,FALSE,ハイイロマシコ,haiiromashiko
Leucosticte brandti,Brandt's Mountain-finch,bhmfin1,615861127,FALSE,シンジュマシコ,
Leucosticte arctoa,Asian Rosy-finch,asrfin1,646342455,FALSE,ハギマシコ,
Leucosticte tephrocotis,Grey-crowned Rosy-finch,gcrfin,224879861,FALSE,ハイガシラハギマシコ,
Leucosticte atrata,Black Rosy-finch,bkrfin,253454781,TRUE,クロハギマシコ,kurohagimashiko
Leucosticte australis,Brown-capped Rosy-finch,bcrfin,253474381,FALSE,チャボウシハギマシコ,chaboushihagimashiko
Haemorhous mexicanus,House Finch,houfin,56843,TRUE,メキシコマシコ,mekishikomashiko
Haemorhous cassinii,Cassin's Finch,casfin,44966,TRUE,ズアカマシコ,zuakamashiko
Haemorhous purpureus,Purple Finch,purfin,229083971,TRUE,ムラサキマシコ,murasakimashiko
Rhodospiza obsoleta,Desert Finch,desfin2,460188181,TRUE,ハシグロナキマシコ,hashiguronakimashiko
Rhynchostruthus socotranus,Socotra Grosbeak,gowgro3,627612680,FALSE,ソコトラキンバネマシコ,
Rhynchostruthus louisae,Somali Grosbeak,somgro1,634161425,FALSE,ソマリアシメ,somariashime
Rhynchostruthus percivali,Arabian Grosbeak,gowgro2,535690641,FALSE,アラビアキンバネマシコ,
Chloris chloris,European Greenfinch,eurgre1,438522431,TRUE,アオカワラヒワ,aokawarahiwa
Chloris sinica,Oriental Greenfinch,origre,281571,FALSE,カワラヒワ,
Chloris spinoides,Yellow-breasted Greenfinch,yebgre4,175305011,FALSE,キバラカワラヒワ,
Chloris monguilloti,Vietnamese Greenfinch,viegre2,633778148,FALSE,ベトナムカワラヒワ,betonamukawarahiwa
Chloris ambigua,Black-headed Greenfinch,bkhgre1,204007141,FALSE,ズグロカワラヒワ,zugurokawarahiwa
Linurgus olivaceus,Oriole Finch,orifin1,24294781,FALSE,キンエリヒワ,kin'erihiwa
Crithagra citrinelloides,Abyssinian Citril,afrcit1,312921031,FALSE,ムナフヒワ,
Crithagra frontalis,Yellow-browed Citril,wescit1,1559,FALSE,ニシムナフヒワ,nishimunafuhiwa
Crithagra hyposticta,East African Citril,soucit1,28072,FALSE,ヒガシムナフヒワ,higashimunafuhiwa
Crithagra capistrata,Black-faced Canary,blfcan1,586896751,FALSE,カオグロカナリア,kaogurokanaria
Crithagra koliensis,Papyrus Canary,papcan1,591054101,FALSE,ヌマカナリア,numakanaria
Crithagra scotops,Forest Canary,forcan1,203938511,FALSE,モリカナリア,morikanaria
Crithagra leucopygia,White-rumped Seedeater,whrsee,631085900,FALSE,コシジロカナリア,koshijirokanaria
Crithagra atrogularis,Black-throated Canary,bltcan1,627461005,FALSE,ミナミキゴシカナリア,
Crithagra reichenowi,Reichenow's Seedeater,reisee2,13004,FALSE,ケニアキゴシカナリア,keniakigoshikanaria
Crithagra xanthopygia,Yellow-rumped Seedeater,yerser1,31283581,FALSE,アビシニアキゴシカナリア,abishiniakigoshikanaria
Crithagra rothschildi,Arabian Serin,olrser1,203934381,FALSE,オリーブカナリア,ori-bukanaria
Crithagra flavigula,Yellow-throated Seedeater,yetser1,31280651,FALSE,キノドカナリア,
Crithagra xantholaema,Salvadori's Seedeater,salser1,28073981,FALSE,サルバドールカナリア,sarubado-rukanaria
Crithagra citrinipecta,Lemon-breasted Canary,,,FALSE,キムネカナリア,kimunekanaria
Crithagra mozambica,Yellow-fronted Canary,yefcan,1235,FALSE,キマユカナリア,kimayukanaria
Crithagra donaldsoni,Northern Grosbeak-canary,norgrc1,312684001,FALSE,ハシブトカナリア,
Crithagra buchanani,Southern Grosbeak-canary,sougrc1,649281242,FALSE,ケニアハシブトカナリア,keniahashibutokanaria
Crithagra flaviventris,Yellow Canary,yelcan1,176715391,FALSE,キイロカナリア,kiirokanaria
Crithagra dorsostriata,White-bellied Canary,whbcan1,312742211,FALSE,シロハラキイロカナリア,shiroharakiirokanaria
Crithagra sulphurata,Brimstone Canary,brican1,438886831,FALSE,オオカナリア,ookanaria
Crithagra albogularis,White-throated Canary,whtcan1,606616731,FALSE,ノドジロカナリア,nodojirokanaria
Crithagra striatipectus,Stripe-breasted Canary,reisee3,37845,FALSE,,
Crithagra reichardi,Reichard's Seedeater,reisee4,13013,FALSE,,
Crithagra canicapilla,West African Seedeater,sthsee3,,FALSE,,
Crithagra gularis,Streaky-headed Seedeater,sthsee2,203938581,FALSE,ホオグロカナリア,
Crithagra mennelli,Black-eared Seedeater,blesee1,80398,FALSE,ミミグロカナリア,mimigurokanaria
Crithagra tristriata,Brown-rumped Seedeater,brrsee1,609066792,FALSE,チャイロカナリア,chairokanaria
Crithagra ankoberensis,Ankober Seedeater,ankser2,327478921,FALSE,アンコベルカナリア,ankoberukanaria
Crithagra menachensis,Yemen Serin,yemser1,426551781,FALSE,アラビアカナリア,
Crithagra striolata,Streaky Seedeater,strsee1,13017,FALSE,タテフカナリア,
Crithagra burtoni,Thich-billed Seedeater,thbsee1,1279,FALSE,ハシブトクロカナリア,
Crithagra melanochroa,Kipengere Seedeater,tansee1,137483,FALSE,キペンゲレカナリア,
Crithagra rufobrunnea,Principe Seedeater,prisee1,96203,FALSE,プリンシペカナリア,purinshipekanaria
Crithagra concolor,Sao Tome Grosbeak,satgro1,247228541,FALSE,サントメマシコ,santomemashiko
Crithagra leucoptera,Protea Canary,procan1,177674111,FALSE,ハジロカナリア,hajirokanaria
Crithagra totta,Cape Siskin,capsis2,212083001,FALSE,ケープヒワ,
Crithagra symonsi,Drakensberg Siskin,drasis2,275710,FALSE,ドラケンスバーグヒワ,dorakensuba-guhiwa
Linaria flavirostris,Twite,twite1,203946701,TRUE,キバシヒワ,kibashihiwa
Linaria cannabina,Common Linnet,eurlin1,345449441,FALSE,ムネアカヒワ,muneakahiwa
Linaria yemenensis,Yemen Linnet,yemlin1,423841141,FALSE,イエメンヒワ,iemenhiwa
Linaria johannis,Warsangli Linnet,warlin1,618146529,FALSE,ハイイロヒワ,haiirohiwa
Acanthis flammea,Redpoll,redpol1,235463,FALSE,ベニヒワ,benihiwa
Acanthis flammea cabaret,Lesser Redpoll,lesred1,255441391,FALSE,ベニヒワ（亜種 イメベニヒワ）,
Acanthis flammea flammea,Common Redpoll,comred3,203905621,FALSE,ベニヒワ,benihiwa
Acanthis flammea rostrata,Greater Redpoll,,,FALSE,ベニヒワ（rostrata／islandica）,benihiwa (rostrata/islandica)
Acanthis flammea hornemanni,Arctic Redpoll,hoared1,203974021,FALSE,,
Loxia pytyopsittacus,Parrot Crossbill,parcro2,610033879,TRUE,ハシブトイスカ,hashibutoisuka
Loxia scotica,Scottish Crossbill,scocro1,441858351,FALSE,スコットランドイスカ,sukottorandoisuka
Loxia curvirostra,Red Crossbill,redcro,64047331,TRUE,イスカ,
Loxia leucoptera,Two-barred Crossbill,whwcro,65099811,FALSE,ナキイスカ,
Loxia megaplaga,Hispaniolan Crossbill,hiscro,12991,FALSE,ヒスパニオライスカ,hisupanioraisuka
Chrysocorythus estherae,Mountain Serin,mouser2,170525531,FALSE,インドネシアハグロヒワ,
Chrysocorythus mindanensis,Mindanao Serin,mouser3,,FALSE,ミンダナオハグロヒワ,
Carduelis carduelis,European Goldfinch,eurgol,616288275,TRUE,ゴシキヒワ／ハイガシラゴシキヒワ,
Carduelis caniceps,Eastern Goldfinch,eurgol2,459383941,FALSE,ハイガシラゴシキヒワ,
Carduelis citrinella,Citril Finch,citfin1,66120171,FALSE,シトロンヒワ,
Carduelis corsicana,Corsican Finch,corfin1,624941503,FALSE,コルシカヒワ,korushikahiwa
Serinus serinus,European Serin,eurser1,203981951,TRUE,セリン,serin
Serinus canaria,Island Canary,comcan,95820321,FALSE,カナリア,kanaria
Serinus syriacus,Syrian Serin,syrser1,444880381,FALSE,シリアセリン,shiriaserin
Serinus pusillus,Red-fronted Serin,fifser1,463303591,TRUE,ベニビタイセりン,benihitaiserin
Serinus alario,Black-headed Canary,bkhcan2,278432,FALSE,クリチャヒワ,
Serinus canicollis,Cape Canary,capcan1,394293651,FALSE,キガシラカナリア,
Serinus flavivertex,Yellow-crowned Canary,yeccan1,1587,FALSE,キクイタダキカナリア,
Serinus nigriceps,Ethiopian Siskin,abysis1,204011681,FALSE,ズキンヒワ,zukinhiwa
Spinus thibetanus,Tibetan Siskin,tibser1,223892181,FALSE,チベットヒワ,chibettohiwa
Spinus spinus,Eurasian Siskin,eursis,203693691,TRUE,マヒワ,mahiwa
Spinus pinus,Pine Siskin,pinsis,89549511,TRUE,マツノキヒワ,matsunokihiwa
Spinus tristis,American Goldfinch,amegfi,94457,TRUE,オウゴンヒワ,ougonhiwa
Spinus psaltria,Lesser Goldfinch,lesgol,22869,FALSE,ヒメキンヒワ,himekinhiwa
Spinus lawrencei,Lawrence's Siskin,lawgol,452293841,FALSE,カオグロキンヒワ,kaogurokinhiwa
Spinus atriceps,Black-capped Siskin,blcsis1,110802401,FALSE,クロズキンヒワ,kurozukinhiwa
Spinus spinescens,Andean Siskin,andsis1,63546,FALSE,アンデスヒワ,andesuhiwa
Spinus yarellii,Yellow-faced Siskin,yefsis1,227190,FALSE,,
Spinus cucullatus,Red Siskin,redsis1,63549,FALSE,ショウジョウヒワ,shoujouhiwa
Spinus crassirostris,Thick-billed Siskin,thbsis1,203960101,FALSE,ハシブトヒワ,hashibutohiwa
Spinus magellanicus,Hooded Siskin,hoosis1,203694471,TRUE,ズグロヒワ,zugurohiwa
Spinus dominicensis,Antillean Siskin,antsis1,204022821,FALSE,ヒスパニオラズグロヒワ,hisupaniorazugurohiwa
Spinus siemiradzkii,Saffron Siskin,safsis1,286091,FALSE,サフランヒワ,safuranhiwa
Spinus olivaceus,Olivaceous Siskin,olisis1,508093531,FALSE,オリーブヒワ,ori-buhiwa
Spinus notatus,Black-headed Siskin,blhsis1,612706552,FALSE,ズグロキバラヒワ,zugurokibarahiwa
Spinus xanthogastrus,Yellow-bellied Siskin,yebsis1,63563,FALSE,キバラクロヒワ,kibarakurohiwa
Spinus atratus,Black Siskin,blasis1,204006781,FALSE,クロヒワ,kurohiwa
Spinus uropygialis,Yellow-rumped Siskin,yersis1,440881211,FALSE,キゴシクロヒワ,kigoshikurohiwa
Spinus barbatus,Black-chinned Siskin,blcsis2,700016,FALSE,ヤッコヒワ,yakkohiwa
CALCARIIDAE,Longspurs,,,FALSE,,
Calcarius lapponicus,Lapland Longspur,laplon,15178,FALSE,ツメナガホオジロ,tsumenagahoojiro
Calcarius ornatus,Chestnut-collared Longspur,chclon,517057,TRUE,アカエリツメナガホオジロ,akaeritsumenagahoojiro
Calcarius pictus,Smith's Longspur,smilon,32239701,FALSE,ヒバリツメナガホオジロ,hibaritsumenagahoojiro
Rhynchophanes mccownii,McCown's Longspur,mcclon,191119,FALSE,シロハラツメナガホオジロ,shiroharatsumenagahoojiro
Plectrophenax nivalis,Snow Bunting,snobun,408255511,TRUE,ユキホオジロ/ベーリングユキホオジロ,yukihoojiro/be-ringuyukihoojiro
Plectrophenax hyperboreus,McKay's Bunting,mckbun,237703,FALSE,ベーリングユキホオジロ,be-ringuyukihoojiro
RHODINOCICHLIDAE,Thrush-tanager,,,FALSE,,
Rhodinocichla rosea,Rosy Thrush-tanager,rottan2,389842151,FALSE,バラムネフウキンチョウ,baramunefuukinchou
EMBERIZIDAE,Old World Buntings,,,FALSE,ホオジロ科（新世界ホオジロ類）,hoojiroka (新世界hoojiro類)
Emberiza affinis,Brown-rumped Bunting,brrbun1,312681861,FALSE,コシアカホオジロ,koshiakahoojiro
Emberiza lathami,Crested Bunting,crebun1,358482241,FALSE,レンジャクノジコ,renjakunojiko
Emberiza melanocephala,Black-headed Bunting,blhbun1,467131771,FALSE,ズグロチャキンチョウ/チャキンチョウ,zugurochakinchou/chakinchou
Emberiza bruniceps,Red-headed Bunting,rehbun1,620103245,FALSE,チャキンチョウ,chakinchou
Emberiza calandra,Corn Bunting,corbun1,203489791,FALSE,ハタホオジロ,hatahoojiro
Emberiza fucata,Chestnut-eared Bunting,chebun2,99003341,FALSE,ホオアカ,hooaka
Emberiza koslowi,Tibetan Bunting,tibbun1,203942291,FALSE,クビワホオジロ,kubiwahoojiro
Emberiza jankowskii,Jankowski's Bunting,rubbun1,48693361,FALSE,コマホオジロ,komahoojiro
Emberiza cia,Rock Bunting,rocbun1,243710551,FALSE,ヒゲホオジロ,
Emberiza cioides,Meadow Bunting,meabun1,44668831,FALSE,ホオジロ,hoojiro
Emberiza godlewski,Godlewski's Bunting,godbun1,204027401,FALSE,ミヤマヒゲホオジロ,higehoojiro
Emberiza buchanani,Grey-necked Bunting,gyhbun1,633279825,FALSE,イワバホオジロ,iwabahoojiro
Emberiza cineracea,Cinereous Bunting,cinbun1,204005021,FALSE,キノドアオジ,kinodoaoji
Emberiza hortulana,Ortolan Bunting,ortbun1,15203,FALSE,ズアオホオジロ,zuaohoojiro
Emberiza caesia,Cretzschmar's Bunting,crebun2,458877771,FALSE,ノドアカホオジロ,nodoakahoojiro
Emberiza cirlus,Cirl Bunting,cirbun1,204027471,FALSE,ノドグロアオジ,nodoguroaoji
Emberiza stewarti,White-capped Bunting,chbbun1,203962911,FALSE,ハイガシラホオジロ,haigashirahoojiro
Emberiza citrinella,Yellowhammer,yellow2,565398141,TRUE,キアオジ,kiaoji
Emberiza leucocephalos,Pine Bunting,pinbun,142023321,FALSE,シラガホオジロ,shiragahoojiro
Emberiza cabanisi,Cabanis's Bunting,cabbun1,1514,FALSE,キンムネホオグロ,kinmunehooguro
Emberiza flaviventris,Golden-breasted Bunting,gobbun1,58483,FALSE,キンムネホオジロ,kinmunehoojiro
Emberiza polipleura,Somali Bunting,sombun1,28129011,FALSE,,
Emberiza capensis,Cape Bunting,capbun1,177674101,FALSE,ケープホオジロ,
Emberiza impetuani,Lark -like Bunting,lalbun1,608539954,FALSE,ヒバリホオジロ,hibarihoojiro
Emberiza socotrana,Socotra Bunting,socbun1,,FALSE,ソコトラホオジロ,sokotorahoojiro
Emberiza sahari,House Bunting,houbun3,608421936,FALSE,イエホオジロ,
Emberiza striolata,Striped Bunting,houbun2,204004951,FALSE,シマホオジロ,
Emberiza goslingi,Grey-throated Bunting,gosbun1,615173652,FALSE,ゴスリングホオジロ,
Emberiza tahapisi,Cinnamon-breasted Bunting,cibbun1,203950151,FALSE,ナナスジホオジロ,
Emberiza elegans,Yellow-throated Bunting,yetbun1,447807051,FALSE,ミヤマホオジロ,miyamahoojiro
Emberiza siemsseni,Slaty Bunting,slabun1,204020561,FALSE,ウスグロホオジロ,usugurohoojiro
Emberiza yessoensis,Ochre-rumped Bunting,ocrbun1,609071081,FALSE,コジュリン,kojurin
Emberiza schoeniclus,Reed Bunting,reebun,345310471,FALSE,シベリアジュリン/オオジュリン,shiberiajurin/oojurin
E. s. intermedia,Dark Reed Bunting,,,FALSE,,
E. s. reiseri,Balkan Reed Bundting,,,FALSE,,
E. s. pyrrhuloides,Southern Reed Bunting,,,FALSE,,
Emberiza pallasi,Pallas's Bunting,palbun,620952614,FALSE,シベリアジュリン,shiberiajurin
Emberiza aureola,Yellow-breasted Bunting,yebbun,169485421,FALSE,シマアオジ,shimaaoji
Emberiza rustica,Rustic Bunting,rusbun,348160741,FALSE,カシラダカ,kashiradaka
Emberiza pusilla,Little Bunting,litbun,203974061,FALSE,コホオアカ,kohooaka
Emberiza spodocephala,Black-faced Bunting,bkfbun1,528327801,FALSE,アオジ／シベリアアオジ,
Emberiza personata,Masked Bunting,bkfbun2,629027473,FALSE,アオジ,Aoji
Emberiza sulphurata,Yellow Bunting,yelbun1,203929281,FALSE,ノジコ,nojiko
Emberiza rutila,Chestnut Bunting,chebun1,203903371,FALSE,シマノジコ,shimanojiko
