Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,sv
Sericulus chrysocephalus,Regent Bowerbird,regbow1,197541121,TRUE,regentlövsalsfågel
Sericulus ardens,Flame Bowerbird,flabow2,609060176,FALSE,flamlövsalsfågel
Sericulus aureus,Masked Bowerbird,flabow3,,FALSE,svartstrupig lövsalsfågel
Sericulus bakeri,Adelbert Bowerbird,fimbow1,,FALSE,eldnackad lövsalsfågel
Ptilonorhynchus violaceus,Satin Bowerbird,satbow1,16236,FALSE,satänglövsalsfågel
Chlamydera maculata,Spotted Bowerbird,spobow1,300286071,FALSE,fläckig lövsalsfågel
Chlamydera guttata,Western Bowerbird,wesbow1,351450701,FALSE,västlig lövsalsfågel
Chlamydera lauterbachi,Yellow breasted Bowerbird,yebbow1,,FALSE,gulbröstad lövsalsfågel
Chlamydera nuchalis,Great Bowerbird,grebow1,363056461,FALSE,större lövsalsfågel
Chlamydera cerviniventris,Fawn-breasted Bowerbird,fabbow1,203989721,FALSE,ockrabukig lövsalsfågel
CLIMACTERIDAE,Australasian Treecreepers,,,FALSE,
Cormobates leucophaea,White-throated Treecreeper,whttre3,233675,FALSE,vitstrupig eukalyptuskrypare
Cormobates placens,Papuan Treecreeper,paptre1,203981561,FALSE,papuansk eukalyptuskrypare
Climacteris erythrops,Red-browed Treecreeper,rebtre1,556706231,FALSE,rödbrynad eukalyptuskrypare
Climacteris affinis,White-browed Treecreeper,whbtre2,612486636,FALSE,vitbrynad eukalyptuskrypare
Climacteris rufus,Rufous Treecreeper,ruftre3,633338050,FALSE,brun eukalyptuskrypare
Climacteris picumnus,Brown Treecreeper,brotre2,100811431,FALSE,brun eukalyptuskrypare
Climacteris melanurus,Black-tailed Treecreeper,bkttre1,203985661,FALSE,svartstjärtad eukalyptuskrypare
MALURIDAE,Fairy-wrens,,,FALSE,
Sipodotus wallacii,Wallace's Fairy-wren,walfai1,252121931,FALSE,wallaceblåsmyg
Clytomyias insignis,Orange-crowned Fairy-wren,orcfai1,203999221,FALSE,rostblåsmyg
Chenorhampus grayi,Broad-billed Fairy-wren,,,FALSE,
Malurus cyanocephalus,Emperor Fairy-wren,empfai1,65940,FALSE,koboltblåsmyg
Malurus coronatus,Purple-crowned Fairy-wren,pucfai2,203985751,FALSE,purpurkronad blåsmyg
Malurus elegans,Red-winged Fairy-wren,rewfai1,384359981,FALSE,rödvingad blåsmyg
Malurus pulcherimus,Blue-brested Fairy-wren,,,FALSE,
Malurus amabilis,Lovely Fairy-wren,lovfai1,239131451,FALSE,kapyorkblåsmyg
Malurus lamberti,Variegated Fairy-wren,varfai5,619569781,FALSE,purpurryggig blåsmy/brokblåsmyg
Malurus cyaneus,Superb Fairy-wren,supfai1,411663071,FALSE,vitbukig blåsmyg
Malurus splendens,Splendid Fairy-wren,splfai1,203930751,TRUE,praktblåsmyg
Malurus alboscapulatus,White-shouldered Fairy-wren,whsfai1,203972481,FALSE,vitskuldrad blåsmyg
Malurus melanocephalus,Red-backed Fairy-wren,rebfai1,58394971,TRUE,rödryggig blåsmyg
Malurus leucopterus,White-winged Fairy-wren,whwfai1,643176737,FALSE,vitvingad blåsmyg
Stipiturus malachurus,Southern Emu-wren,souemu1,182473501,FALSE,sydlig emusmyg
Stipiturus mallee,Mallee Emu-wren,malemu1,78537341,FALSE,brunkronad emusmyg
Stipiturus ruficeps,Rufous-crowned Emu-wren,rucemu1,647119724,FALSE,rostkronad emusmyg
Amytornis barbatus,Grey Grasswren,grygra1,498959931,FALSE,grå grässmyg
Amytornis woodwardi,White-throated Grasswren,whtgra1,250472121,FALSE,vitstrupig grässmyg
Amytornis dorotheae,Carpentarian Grasswren,cargra2,62035621,FALSE,carpentariagrässmyg
Amytornis striatus,Striated Grasswren,strgra2,643917817,FALSE,strimmig grässmyg
Amytornis merrotsyi,Short-tailed Grasswren,shtgra1,463092931,FALSE,kortstjärtad grässmyg
Amytornis housei,Black Grasswren,blagra1,627800327,FALSE,svart grässmyg
Amytornis goyderi,Eyrean Grasswren,eyrgra1,203888281,FALSE,eyregrässmyg
Amytornis ballarae,Kalkadoon Grasswren,kalgra1,203888531,FALSE,kalkadoongrässmyg
Amytornis purnelli,Dusky Grasswren,dusgra1,203888311,FALSE,mörk grässmyg
Amytornis textilis,Western Grasswren,thbgra1,644185244,FALSE,västlig grässmyg
Amytornis modestus,Thick-billed Grasswren,thbgra4,645624039,FALSE,tjocknäbbad grässmyg
Philemon eichhorni,New Ireland Friarbird,neifri1,,FALSE,newirelandmunkskata
Philemon albitorques,White-naped Friarbird,whnfri1,650796160,FALSE,manusmunkskata
Philemon argenticeps,Silver-crowned Friarbird,sicfri1,203978221,FALSE,vitkronad munkskata
Philemon corniculatus,Noisy Friarbird,noifri1,226189,FALSE,skränmunkskata
Philemon diemenensis,New Caledonian Friarbird,necfri1,203908041,FALSE,nyakaledonienmunkskata
Sugomel nigrum,Black Honeyeater,blahon1,180263891,FALSE,svartvit honungsfågel
Vosea whitemanensis,Bismarck Honeyeater,bismel1,,FALSE,gilliardhonungsfågel
Myzomela blasii,Drab Myzomela,sermyz1,518219,FALSE,ambonmyzomela
Myzomela albigula,White-chinned Myzomela,whcmyz1,,FALSE,louisiadmyzomela
Myzomela cineracea,Ashy Myzomela,ashmyz1,,FALSE,askmyzomela
Myzomela eques,Ruby-throated Myzomela,retmyz1,,FALSE,rubinstrupig myzomela
Myzomela simplex,Moluccan Myzomela,dusmyz4,203990311,FALSE,halmaheramyzomela
Myzomela rubrotincta,Obi Myzomela,dusmyz3,,FALSE,rödryggig myzomela
Myzomela rubrobrunnea,Red-brown Myzomela,dusmyz2,,FALSE,biakmyzomela
Myzomela obscura,Dusky Myzomela,dusmyz5,62813261,FALSE,brun myzomela
Myzomela erythrina,Reddish Myzomela,redmyz3,,FALSE,karminmyzomela
Myzomela cruentata,Red Myzomela,redmyz2,139607,FALSE,röd myzomela
Myzomela nigrita,Papuan Black Myzomela,blamyz1,640055149,FALSE,svart myzomela
Myzomela pulchella,New Ireland Myzomela,neimyz1,,FALSE,newirelandmyzomela
Myzomela kuehni,Crimson-hooded Myzomela,crhmyz1,609099749,FALSE,wetarmyzomela
Myzomela erythrocephala,Red-headed Myzomela,rehmyz1,462072941,FALSE,rödhuvad myzomela
Myzomela dammermani,Sumba Myzomela,summyz1,609063408,FALSE,sumbamyzomela
Myzomela adolphinae,Mountain Myzomela,moumyz1,22787,FALSE,bergmyzomela
Myzomela chermesina,Rotuma Myzomela,rotmyz1,626629576,FALSE,rotumamyzomela
Myzomela chloroptera,Sulawesi Myzomela,sulmyz1,203909361,FALSE,sulawesimyzomela
Myzomela batjanensis,Bacan Myzomela,sulmyz3,,FALSE,bacanmyzomela
Myzomela wakoloensis,Wakolo Myzomela,wakmyz1,613382309,FALSE,wakolomyzomela
Myzomela boiei,Banda Myzomela,banmyz1,616087531,FALSE,bandamyzomela
Myzomela sanguinolenta,Scarlet Myzomela,scamyz1,123795021,FALSE,scharlakansmyzomela
Myzomela caledonica,New Caledonian Myzomela,necmyz1,203908011,FALSE,nyakaledonienmyzomela
Myzomela cardinalis,Cardinal Myzomela,carmyz1,141714701,FALSE,kardinalmyzomela
Myzomela rubratra,Micronesian Myzomela,micmyz1,140180,FALSE,mikronesisk myzomela
Myzomela sclateri,Sclater's Myzomela,scbmyz1,203976801,FALSE,rödstrupig myzomela
Myzomela pammelaena,Bismarck Black Myzomela,ebomyz1,650735895,FALSE,amiralitetsmyzomela
Myzomela lafargei,Red-capped Myzomela,scnmyz1,202740,FALSE,rödnackad myzomela
Myzomela eichhorni,Crimson-rumped Myzomela,yevmyz1,68417341,FALSE,newgeorgiamyzomela
Myzomela malaitae,Malaita Myzomela,rebmyz1,122526431,FALSE,malaitamyzomela
Myzomela melanocephala,Black-headed Myzomela,blhmyz1,,FALSE,guadalcanalmyzonela
Myzomela tristrami,Sooty Myzomela,soomyz1,247112,FALSE,makiramyzomela
Myzomela jugularis,Orange-breasted Myzomela,orbmyz1,203908791,FALSE,fijimyzomela
Myzomela erythromelas,Black-bellied Myzomela,blbmyz1,,FALSE,svartbukig myzomela
Myzomela vulnerata,Red-rumped Myzomela,bkbmyz1,577058491,FALSE,timormyzomela
Myzomela rosenbergii,Red-collared Myzomela,recmyz1,203972541,FALSE,rödhalsad myzomela
Myzomela longirostris,Long-billed Myzomela,recmyz3,,FALSE,goodenoughmyzomela
Acanthorhynchus superciliosus,Western Spinebill,wesspi1,14935,FALSE,västlig sylnäbb
Acanthorhynchus tenuirostris,Eastern Spinebill,easspi1,97435051,FALSE,östlig sylnäbb
Certhionyx variegatus,Pied Honeyeater,piehon1,176318211,FALSE,vitvingad honungsfågel
Prosthemadera novaeseelandiae,Tui,tui1,136121,TRUE,tui
Anthornis melanura,Korimako,nezbel1,203921991,TRUE,korimako
†Anthornis melanura,Chatham Bellbird,,,FALSE,
Pycnopygius ixoides,Plain Honeyeater,plahon1,100491,FALSE,bulbylhonungsfågel
Pycnopygius cinereus,Marbled Honeyeater,marhon1,641974249,FALSE,gråbrun honungsfågel
Pycnopygius stictocephalus,Streak-headed Honeyeater,sthhon1,203987991,FALSE,strimhuvad honungsfågel
Gliciphila undulata,Barred Honeyeater,barhon2,33949491,FALSE,hökhonungsfågel
Gliciphila melanops,Tawny-crowned Honeyeater,tachon1,151153591,FALSE,aprikoskronad honungsfågel
Gliciphila notabilis,Vanuatu Honeyeater,nehhon1,515792,FALSE,svartkronad honungsfågel
Glycichaera fallax,Geen-backed Honeyeater,grbhon1,633526401,FALSE,grönryggig honungsfågel
Ptiloprora plumbea,Leaden Honeyeater,leahon1,,FALSE,blygrå honungsfågel
Ptiloprora meekiana,Yellowish-streaked Honeyeater,olshon1,,FALSE,gulstrimmig honungsfågel
Ptiloprora erythropleura,Rufous-sided Honeyeater,rushon1,646136668,FALSE,rostsidig honungsfågel
Ptiloprora guisei,Rufous-backed Honeyeater,rubhon1,166190151,FALSE,rostryggig honungsfågel
Ptiloprora mayri,Mayr's Honeyeater,mayhon1,139633,FALSE,mayrhonungsfågel
Ptiloprora perstriata,Grey-streaked Honeyeater,blbhon1,203968531,FALSE,svartstrimmig honungsfågel
Stresemannia bougainvillei,Bougainville Honeyeater,bouhon1,,FALSE,bougainvillehonungsfågel
Ramsayornis fasciatus,Bar-breasted Honeyaeter,babhon1,502886711,FALSE,tvärbandad honungsfågel
Ramsayornis modestus,Brown-backed Honeyaeter,brbhon1,612178072,FALSE,brunryggig honungsfågel
Conopophila albogularis,Rufous-banded Honeyeater,rubhon2,203888481,TRUE,rostbröstad honungsfågel
Conopophila rufogularis,Rufous-throated Honeyeater,ruthon1,129499481,FALSE,rödstrupig honungsfågel
Conopophila whitei,Grey Honeyeater,gryhon1,95094391,FALSE,grå honungsfågel
Ashbyia lovensis,Gibberbird,descha1,645308716,FALSE,gibberhonungsskvätta
Epthianura crocea,Yellow Chat,yelcha1,195175921,FALSE,gul honungsskvätta
Epthianura tricolor,Crimson Chat,cricha1,448213281,TRUE,röd honungsskvätta
Epthianura albifrons,White-fronted Chat,whfcha1,610056113,FALSE,svartvit honungsskvätta
Epthianura aurifrons,Orange Chat,oracha1,507649841,FALSE,orange honungsskvätta
Melilestes megarhynchus,Long-billed Honeyeater,lobhon2,251446591,FALSE,långnäbbad honungsfågel
Timeliopsis griseigula,Tawny Straightbill,tawstr1,622266236,FALSE,rostraknäbb
Timeliopsis fulvigula,Olive Straightbill,olistr1,,FALSE,olivraknäbb
DASYORNITHIDAE,Bristlebirds,,,FALSE,
Dasyornis brachypterus,Eastern Bristlebird,easbri1,203887731,FALSE,östlig borstsmyg
Dasyornis longirostris,Western Bristlebird,wesbri1,204005391,FALSE,västlig borstsmyg
Dasyornis broadbenti,Rufous Bristlebird,rufbri1,629573422,FALSE,rödbrun borstsmyg
MELIPHAGIDAE,Honeyeaters,,,FALSE,
Myza celebensis,Dark-eared Myza,daehon1,233503191,FALSE,mörkörad honungsfågel
Myza sarasinorum,White-eared Myza,grshon1,203940071,FALSE,ljusörad honungsfågel
Cissomela pectoralis,Banded Honeyeater,banhon1,31671411,FALSE,svartbandad honungsfågel
Trichodere cockerelli,White-streaked Honeyeater,whshon1,62326011,FALSE,vitstrimmig honungsfågel
Phylidonyris pyrrhopterus,Crescent Honeyeater,crehon2,275555871,FALSE,månbröstad honungsfågel
Phylidonyris niger,White-cheeked Honeyeater,whchon2,650471815,FALSE,vitkindad honungsfågel
Phylidonyris novaehollandiae,New Holland Honeyeater,nehhon2,204015991,TRUE,vitögd honungsfågel
Lichmera lombokia,Scaly-crowned Honeyeater,sunhon1,609059323,FALSE,lombokhonungsfågel
Lichmera argentauris,Olive Honeyeater,olihon1,203490151,FALSE,olivhonungsfågel
Lichmera indistincta,Brown Honeyeater,brohon1,248740411,FALSE,brun honungsfågel
L. i. limbata,Indonesian Honeyeater,,,FALSE,
Lichmera incana,Grey-eared Honeyeater,dabhon1,203907991,FALSE,mörkbrun honungsfågel
Lichmera alboauricularis,Silver-eared Honeyeater,siehon1,166547051,FALSE,silverörad honungsfågel
Lichmera squamata,Scaly-breasted Honeyeater,whthon2,203926051,FALSE,fjällbröstad honungsfågel
Lichmera deningeri,Buru Honeyeater,burhon1,218098821,FALSE,buruhonungsfågel
Lichmera monticola,Seram Honeyeater,serhon1,640081108,FALSE,seramhonungsfågel
Lichmera flavicans,Yellow-eared Honeyeater,yeehon1,618204122,FALSE,timorhonungsfågel
Lichmera notabilis,Black-necklaced Honeyeater,blchon1,,FALSE,wetarhonungsfågel
Entomyzon cyanotis,Blue-faced Honeyeater,blfhon1,62324511,FALSE,blåkindad honungsfågel
Entomyzon albipennis,White-quilled Honeyeater,,,FALSE,blåkindad honungsfågel (albipennis)
Melithreptus chloropsis,Gilbert's Honeyeater,whnhon3,29941791,FALSE,swanhonungsfågel
Melithreptus lunatus,White-naped Honeyeater,whnhon2,200727781,FALSE,vitnackad honungsfågel
Melithreptus affinis,Black-headed Honeyeater,blhhon1,250055261,FALSE,svarthuvad honungsfågel
Melithreptus albogularis,White-throated Honeyeater,whthon1,233522,FALSE,vitstrupig honungsfågel
Melithreptus validirostris,Strong-billed Honeyeater,stbhon2,251189411,FALSE,barkhonungsfågel
Melithreptus laetior,Golden-backed Honeyeater,,,FALSE,
Melithreptus gularis,Black-chinned Honeyeater,blchon2,125913,FALSE,svarthakad honungsfågel
Melithreptus brevirostris,Brown-headed Honeyeater,brhhon1,31671791,FALSE,brunhuvad honungsfågel
Nesoptilotis leucotis,White-eared Honeyeater,whehon1,635182264,FALSE,vitörad honungsfågel
Nesoptilotis flavicollis,Yellow-throated Honeyeater,yethon1,110812051,FALSE,gulstrupig honungsfågel
Meliarchus sclateri,Makira Honeyeater,sacmel1,203934431,FALSE,makirahonungsfågel
Guadalcanaria inexpectata,Guadalcanal Honeyeater,guahon1,,FALSE,guadalcanalhonungsfågel
Meliphacator provocator,Kadavu Honeyeater,kanhon1,203908631,FALSE,kadavuhonungsfågel
Gymnomyza viridis,Yellow-billed Honeyeater,chagih1,633941218,FALSE,gulnäbbad honungsfågel
Gymnomyza brunneirostris,Giant Honeyeater,duegih1,203910881,FALSE,jättehonungsfågel
Gymnomyza samoensis,Mao,mao1,182407981,FALSE,samoahonungsfågel
Gymnomyza aubryana,Crow Honeyeater,crohon1,173402091,FALSE,kråkhonungsfågel
Foulehaio procerior,Kikau,weswah1,203983791,FALSE,sydlig flikhonungsfågel
Foulehaio taviunensis,Fiji Wattled Honeyeater,norwah1,204010001,FALSE,nordlig flikhonungsfågel
Foulehaio carunculatus,Polynesian Wattled Honeyeater,easwah1,139815,FALSE,polynesisk flikhonungsfågel
Xanthotis polygrammus,Spotted Honeyeater,spohon3,,FALSE,fläckig honungsfågel
Xanthotis macleayanus,Macleay's Honeyeater,machon2,203981601,FALSE,macleayhonungsfågel
Xanthotis flaviventer,Tawny-breasted Honeyeater,tabhon1,633894532,FALSE,gråhalsad honungsfågel
Plectorhyncha lanceolata,Striped Honeyeater,strhon1,487967281,FALSE,strimmig honungsfågel
Grantiella picta,Painted Honeyeater,paihon1,37957191,FALSE,mistelhonungsfågel
Melitograis gilolensis,White-streaked Friarbird,whsfri1,489527041,FALSE,vitstrimmig munkskata
Philemon meyeri,Meyer's Friarbird,meyfri1,203963061,FALSE,brun munkskata
Philemon brassi,Brass's Friarbird,brafri1,100467,FALSE,mamberamomunkskata
Philemon citreogularis,Little Friarbird,litfri1,277938351,FALSE,mindre munkskata
Philemon kisserensis,Grey Friarbird,gryfri1,,FALSE,kisarmunkskata
Philemon inornatus,Timor Friarbird,timfri1,636457874,FALSE,timormunkskata
Philemon fuscicapillus,Dusky Friarbird,dusfri1,500436451,FALSE,halmaheramunkskata
Philemon subcorniculatus,Seram Friarbird,serfri1,518183,FALSE,serammunkskata
Philemon moluccensis,Black-faced Friarbird,bkffri1,218134081,FALSE,burumunkskata
Philemon plumigenis,Tanimbar Friarbird,bkffri2,203925941,FALSE,tanimbarmunkskata
Philemon buceroides,Helmeted Friarbird,helfri1,203887501,FALSE,hjälmmunkskata
Philemon cockerelli,New Britain Friarbird,nebfri1,621830507,FALSE,newbritainmunkskata
Macgregoria pulchra,Macgregor's Honeyeater,machon3,,FALSE,macgregorhonungsfågel
Melipotes gymnops,Arfak Honeyeater,arfhon1,42751531,FALSE,arfakhonungsfågel
Melipotes fumigatus,Smoky Honeyeater,smohon1,204010781,FALSE,rökfärgad honungsfågel
Melipotes carolae,Foja Honeyeater,washon1,,FALSE,fojahonungsfågel
Melipotes ater,Spangled Honeyeater,spahon1,182770,FALSE,paljetthonungsfågel
Oreonis chrysogenys,Orange-cheeked Honeyeater,orchon1,203981591,FALSE,
Meliphaga aruensis,Puff-backed Honeyeater,pubhon1,247448,FALSE,tjocknäbbad honungsfågel
Meliphaga notata,Yellow-spotted Honeyeater,yeshon1,202041,FALSE,gulfläckig honungsfågel
Meliphaga lewinii,Lewin's Honeyeater,lewhon1,203910301,TRUE,gulörad honungsfågel
Microptilotis albonotatus,Scrub Honeyeater,scrhon1,650865780,FALSE,buskhonungsfågel
Microptilotis orientalis,Hill-forest Honeyeater,,,FALSE,berghonungsfågel
Microptilotis analogus,Mimic Honeyeater,mimhon1,65845,FALSE,
Microptilotis montanus,Forest Honeyeater,forhon1,100426,FALSE,oreadhonungsfågel
Microptilotis mimikae,Mottle-breasted Honeyeater,,,FALSE,
Microptilotis cinereifrons,Elegant Honeyeater,grahon3,628921123,FALSE,elegant honungsfågel
Microptilotis gracilis,Graceful Honeyeater,grahon2,203968721,FALSE,slank honungsfågel/elegant honungsfågel
Microptilotis vicina,Tagula Honeyeater,taghon1,,FALSE,tagulahonungsfågel
Microptilotis flavirictus,Yellow-gaped Honeyeater,yeghon1,203987941,FALSE,gulmunnad honungsfågel
Microptilotis reticulatus,Streak-breasted Honeyeater,stbhon3,376424401,FALSE,streckbröstad honungsfågel
Microptilotis fordianus,Kimberley Honeyeater,kimhon1,204019991,FALSE,kimberleyhonungsfågel
Microptilotis albilineatus,White-lined Honeyeater,whlhon1,203977871,FALSE,arnhemhoungsfågel
Stomiopera unicolor,White-gaped Honeyeater,whghon1,203888391,FALSE,enfärgad honungsfågel
Stomiopera flava,Yellow Honeyeater,yelhon1,612221384,FALSE,gul honungsfågel
Bolemoreus frenatus,Bridled Honeyeater,brihon1,31671771,FALSE,glasögonhonungsfågel
Bolemoreus hindwoodi,Eungella Honeyeater,eunhon1,221031,FALSE,eungellahonungsfågel
Acanthagenys rufogularis,Spiny-cheeked Honeyeater,spchon1,226247,FALSE,rosanäbbad honungsfågel
Anthochaera lunulata,Western Wattlebird,litwat1,175859471,FALSE,dryandrahonungsätare
Anthochaera chrysoptera,Little Wattlebird,bruwat1,264137651,FALSE,banksiahonungsfågel
Anthochaera phrygia,Regent Wattlebird,reghon1,229684,FALSE,regenthonungsfågel
Anthochaera carunculata,Red Wattlebird,redwat1,226048,TRUE,rödflikig honungsfågel
Anthochaera paradoxa,Yellow Wattlebird,yelwat1,112320901,FALSE,gulflikig honungsfågel
Gavicalis versicolor,Varied Honeyeater,varhon1,572439941,FALSE,spräcklig honungsfågel
Gavicalis virescens,Singing Honeyeater,sinhon1,351064471,FALSE,sånghonungsfågel
Gavicalis fasciogularis,Mangrove Honeyeater,manhon1,153683561,FALSE,mangrovehonungsfågel
Ptilotula penicillata,White-plumed Honeyeater,whphon1,226147,FALSE,vitplymad honungsfågel
Ptilotula ornata,Yellow-plumed Honeyeater,yephon1,183968231,FALSE,gulplymad honungsfågel
Ptilotula flavescens,Yellow-tinted Honeyeater,yethon2,484289611,FALSE,gulhuvad honungsfågel
Ptilotula fusca,Fuscous Honeyeater,fushon1,31672041,FALSE,olivbrun honungsfågel
Ptilotula keartlandi,Grey-headed Honeyeater,gyhhon1,614317947,FALSE,gråhuvad honungsfågel
Ptilotula plumula,Grey-fronted Honeyeater,gyfhon1,61964121,FALSE,gråbröstad honungsfågel
Purnella albifrons,White-fronted Honeyeater,whfhon1,645678793,FALSE,vitpannad honungsfågel
Caligavis chrysops,Yellow-faced Honeyeater,yefhon1,372900081,FALSE,gulkindad honungsfågel
Caligavis obscura,Obscure Honeyeater,obshon1,100503,FALSE,lövhonungsfågel
Caligavis subfrenata,Black-throated Honeyeater,blthon1,204010811,FALSE,svartstrupig honungsfågel
Lichenostomus cratitius,Purple-gaped Honeyeater,pughon1,305060901,FALSE,malleehonungsfågel
Lichenostomus melanops,Yellow-tufted Honeyeater,yethon3,31673261,FALSE,gultofsad honungsfågel
Manorina melanophrys,Bell Miner,belmin1,110226311,FALSE,klockhonungsstare
Manorina melanocephala,Noisy Miner,noimin1,229657,TRUE,larmhonungsstare
Manorina melanotis,Black-eared Miner,blemin1,27029521,FALSE,svartörad honungsstare
Manorina flavigula,Yellow-throated Miner,yetmin1,177324061,FALSE,gulstrupig honungsstare
Melidectes fuscus,Sooty Honeyeater,soomel1,203999561,FALSE,sothonungsfågel
Melidectes nouhuysi,Short-bearded Honeyeater,shbmel1,203917381,FALSE,kortskäggig honungsfågel
Melidectes princeps,Long-bearded Honeyeater,lobmel1,,FALSE,långskäggig honungsfågel
Melidectes ochromelas,Cinnamon-browed Honeyeater,cibmel1,139526,FALSE,kanelbrynad honungsfågel
Melidectes leucostephes,Vogelkop Honeyeater,vogmel1,42743351,FALSE,vogelkophonungsfågel
Melidectes belfordi,Belford's Honeyeater,belmel1,22720,FALSE,blåögd honungsfågel
Melidectes rufocrissalis,Yellow-browed Honeyeater,yebmel1,203972471,FALSE,gulbrynad honungsfågel
Melidectes foersteri,Huon Honeyeater,huomel1,182800,FALSE,huonhonungsfågel
Gerygone hypoxantha,Biak Gerygone,biager1,617066154,FALSE,biaksångsmyg
Gerygone magnirostris,Large-billed Gerygone,labger1,203983611,FALSE,långnäbbad sångsmyg
Gerygone dorsalis,Rufous-sided Gerygone,rusger1,629621875,FALSE,rostsidig sångsmyg
Gerygone tenebrosa,Dusky Gerygone,dusger1,176317741,FALSE,vitögd sångsmyg
Gerygone citrina,Rennell Gerygone,fatger3,203934761,FALSE,rennellsångsmyg
Gerygone flavolateralis,Fan-tailed Gerygone,fatger1,628121705,FALSE,solfjäderssångsmyg
Gerygone modesta,Norfolk Gerygone,noiger1,203968451,FALSE,norfolksångsmyg
†Gerygone insularis,Lord Howe Gerygone,lohger1,,FALSE,
Gerygone igata,Grey Warbler,gryger1,613180644,TRUE,grå sångsmyg
Gerygone albofrontata,Chatham Gerygone,chiger2,384306621,FALSE,chathamsångsmyg
Gerygone ruficollis,Brown-breasted Gerygone,brbger1,203988131,FALSE,brunbröstad sångsmyg
Gerygone levigaster,Mangrove Gerygone,manger1,101313331,FALSE,mangrovesångsmyg
Gerygone fusca,Western Gerygone,wesger1,233844,FALSE,vitstjärtad sångsmyg
