Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,sv
Elaenia frantzii,Mountain Elaenia,mouela1,46236231,FALSE,bergelenia
Elaenia martinica,Caribbean Elaenia,carela1,188040,FALSE,karibelenia
Elaenia cherrieri,Hispaniolan Elaenia,graela4,163155001,FALSE,
Elaenia fallax,Greater Antillean Elaenia,graela3,164928,FALSE,större jamaicaelenia
Tyrannulus elatus,Yellow-crowned Tyrannulet,yectyr1,414481161,FALSE,gulkronad dvärgtyrann
Myiopagis caniceps,Atlantic Grey Elaenia,gryela3,244641631,FALSE,gråhuvad elenia
Myiopagis cinerea,Amazonian Grey Elaenia,gryela2,112809,FALSE,amazonelenia
Myiopagis parambae,Choco Grey Elaenia,gryela1,424729841,FALSE,chocóelenia
Myiopagis olallai,Foothill Elaenia,fooela1,69328991,FALSE,gråhuvad elenia
Myiopagis gaimardii,Forest Elaenia,forela1,626223291,FALSE,skogselenia
Myiopagis subplacens,Pacific Elaenia,pacela1,257867301,FALSE,kustelenia
Myiopagis flavivertex,Yellow-crowned Elaenia,yecela1,203932101,FALSE,gulkronad elenia
Myiopagis viridicata,Greenish Elaenia,greela,157755461,FALSE,grönaktig elenia
Myiopagis cotta,Small Jaimaican Elaenia,jamela1,559897721,FALSE,jamaicaelenia
Suiriri suiriri,Suiriri Flycatcher,suifly1,217069,FALSE,chacotyrann
Suiriri affinis,Chapada Flycatcher,chafly3,191473941,FALSE,
Capsiempis flaveola,Yellow Tyrannulet,yeltyr1,249967911,FALSE,gul dvärgtyrann
Phyllomyias fasciatus,Planalto Tyrannulet,platyr2,211886501,FALSE,planaltodvärgtyrann
Phyllomyias weedeni,Yungas Tyrannulet,yuntyr1,132741,FALSE,yungasdvärgtyrann
Phyllomyias burmeisteri,Rough-legged Tyrannulet,roltyr3,172661571,FALSE,
Phyllomyias zeledoni,White-fronted Tyrannulet,roltyr1,171271751,FALSE,vitpannad dvärgtyrann
Phyllomyias virescens,Greenish Tyrannulet,gretyr1,34016,FALSE,grönaktig dvärgtyrann
Phyllomyias reiseri,Reiser's Tyrannulet,reityr1,234699751,FALSE,cerradodvärgtyrann
Phyllomyias urichi,Urich's Tyrannulet,urityr1,344723971,FALSE,sucredvärgtyrann
Phyllomyias sclateri,Sclater's Tyrannulet,scltyr1,218225,FALSE,vitbukig dvärgtyrann
Phyllomyias griseocapilla,Grey-capped Tyrannulet,gyctyr1,288480601,FALSE,gråkronad dvärgtyrann
Phyllomyias griseiceps,Sooty-headed Tyrannulet,sohtyr1,203700721,FALSE,sotkronad dvärgtyrann
Phyllomyias plumbeiceps,Plumbeous-crowned Tyrannulet,plctyr1,69418551,FALSE,blykronad dvärgtyrann
Phyllomyias nigrocapillus,Black-capped Tyrannulet,blctyr1,272846281,FALSE,svartkronad dvärgtyrann
Phyllomyias cinereiceps,Ashy-headed Tyrannulet,ashtyr1,203931981,FALSE,askhuvad dvärgtyrann
Phyllomyias uropygialis,Tawny-rumped Tyrannulet,tartyr1,305835051,FALSE,brungumpad dvärgtyrann
Phaeomyias tumbezana,Tumbes Tyrannulet,,,FALSE,
Phaeomyias murina,Mouse-coloured Tyrannulet,,,FALSE,
Nesotriccus ridgwayi,Cocos Flycatcher,cocfly1,50672,FALSE,cocosflugsnappare
Pseudelaenia leucospodia,Grey-and-white Tyrannulet,gawtyr2,297224,FALSE,ökendvärgtyrann
Mecocerculus poecilocercus,White-tailed Tyrannulet,whttyr1,203933911,FALSE,vitstjärtad dvärgtyrann
Mecocerculus hellmayri,Buff-banded Tyrannulet,bubtyr1,212292,FALSE,beigebandad dvärgtyrann
Mecocerculus stictopterus,White-banded Tyrannulet,whbtyr1,591553671,FALSE,vitbandad dvärgtyrann
Mecocerculus leucophrys,White-throated Tyrannulet,whttyr2,410151331,FALSE,vitstrupig dvärgtyrann
Mecocerculus calopterus,Rufous-winged Tyrannulet,ruwtyr1,65512941,FALSE,rödvingad dvärgtyrann
Mecocerculus minor,Sulphur-bellied Tyrannulet,subtyr1,203958121,FALSE,svavelbukig dvärgtyrann
Anairetes nigrocristatus,Black-crested Tit-tyrant,bkctit1,218525791,FALSE,svarttofsad mestyrann
Anairetes reguloides,Pied-crested Tit-tyrant,pcttyr1,65513151,FALSE,svartvittofsad mestyrann
Anairetes alpinus,Ash-breasted Tit-tyrant,abttyr1,172809791,FALSE,gråbröstad mestyrann
Anairetes flavirostris,Yellow-billed Tit-tyrant,ybttyr1,439745651,FALSE,gulnäbbad mestyrann
Anairetes parulus,Tufted Tit-tyrant,tuttyr1,470502571,FALSE,gulögd mestyrann
Anairetes fernandezianus,Juan Fernandez Tit-tyrant,jfttyr1,82211811,FALSE,robinsoncrusoemestyrann
Polystictus pectoralis,Bearded Tachuri,beatac1,278582321,FALSE,skäggtachuri
Polystictus superciliaris,Grey-backed Tachuri,gybtac1,305810571,FALSE,gråryggig tachuri
Culicivora caudacuta,Sharp-tailed Tyrant,shttyr1,494758911,FALSE,grästyrann
Pseudocolopteryx sclateri,Crested Doradito,credor1,224892,FALSE,tofsdoradito
Pseudocolopteryx acutipennis,Subtropical Doradito,subdor1,203701501,FALSE,subtropisk doradito
Pseudocolopteryx dinelliana,Dinelli's Doradito,dindor2,224885,FALSE,argentinsk doradito
Pseudocolopteryx flaviventris,Warbling Doradito,wardor1,224887,FALSE,sångdoradito/landbeckdoradito
Pseudocolopteryx citreola,Ticking Doradito,ticdor1,430130321,FALSE,landbeckdoradito
Serpophaga cinerea,Torrent Tyrannulet,tortyr1,250234981,FALSE,forsdvärgtyrann
Serpophaga hypoleuca,River Tyrannulet,rivtyr1,370002361,FALSE,floddvärgtyrann
Serpophaga nigricans,Sooty Tyrannulet,sootyr1,371665951,FALSE,sotdvärgtyrann
Serpophaga subcristata,White-crested Tyrannulet,y01036,93852121,FALSE,vittofsad dvärgtyrann
Serpophaga griseicapilla,Straneck's Tyrannulet,gyctyr2,700380,FALSE,straneckdvärgtyrann
Uromyias agilis,Agile Tit-tyrant,agitit1,66616,FALSE,vig mestyrann
Uromyias agraphia,Unstreaked Tit-tyrant,unstit1,203890351,FALSE,perumestyrann
Muscigralla brevicauda,Short-tailed Field-tyrant,stftyr1,54457661,FALSE,kortstjärtad marktyrann
Attila phoenicurus,Rufous-tailed Attila,rutatt1,63627,FALSE,roststjärtad attila
Attila cinnamomeus,Cinnamon Attila,cinatt1,306120871,FALSE,kanelattila
Attila torridus,Ochraceous Attila,ochatt1,203699091,FALSE,ockraattila
Attila citriniventris,Citron-bellied Attila,cibatt1,204008491,FALSE,citronbuksattila
Attila bolivianus,White-eyed Attila,ducatt1,132750,FALSE,vitögd attila
Attila rufus,Grey-hooded Attila,gyhatt1,113229,FALSE,gråhuvad attila
Attila spadiceus,Bright-rumped Attila,brratt1,207693601,FALSE,gulgumpad attila
Legatus leucophaius,Piratic Flycatcher,pirfly1,117170,FALSE,pirattyrann
Ramphotrigon megacephalum,Large-headed Flatbill,lahfla2,229364,FALSE,storhuvad plattnäbb
Ramphotrigon ruficauda,Rufous-tailed Flatbill,rutfla1,203931211,FALSE,roststjärtad plattnäbb
Ramphotrigon fuscicauda,Dusky-tailed Flatbill,dutfla1,126865,FALSE,olivstjärtad plattnäbb
Deltarhynchus flammulatus,Flammulated Flycatcher,flafly1,479271301,FALSE,rödflammig tyrann
Pitangus sulphuratus,Great Kiskadee,grekis,131671181,TRUE,större kiskadi
Philohydor lictor,Lesser Kiskadee,leskis1,270711,FALSE,mindre kiskadi
Machetornis rixosa,Cattle Tyrant,cattyr,69697,FALSE,kotyrann
Tyrannopsis sulphurea,Sulphury Flycatcher,sulfly1,639757417,FALSE,svaveltyrann
Megarynchus pitangua,Boat-billed Flycatcher,bobfly1,640785996,FALSE,båtnäbbstyrann
Myiodynastes hemichrysus,Golden-bellied Flycatcher,gobfly1,80980,FALSE,gulbukig tyrann
Myiodynastes chrysocephalus,Golden-crowned Flycatcher,gocfly1,193175,FALSE,gulkronad tyrann
Myiodynastes bairdii,Baird's Flycatcher,baifly1,43205,FALSE,bairdtyrann
Myiodynastes luteiventris,Sulphur-bellied Flycatcher,subfly,7806,FALSE,tigertyrann
Myiodynastes solitarius,Southern Streaked Flycatcher,,,FALSE,strimmig tyrann (solitarius)
Myiodynastes maculatus,Northern Streaked Flycatcher,strfly1,113357,FALSE,strimmig tyrann
Myiozetetes cayanensis,Rusty-margined Flycatcher,rumfly1,517566971,FALSE,rostvingad tyrann
Myiozetetes similis,Social Flycatcher,socfly1,157772511,FALSE,social tyrann
Myiozetetes granadensis,Grey-capped Flycatcher,grcfly1,165857,FALSE,gråkronad tyrann
Myiozetetes luteiventris,Dusky-chested Flycatcher,ducfly2,203955651,FALSE,gråhalsad tyrann
Conopias albovittatus,White-ringed Flycatcher,whrfly,203007531,FALSE,vitnackad tyrann
Conopias parvus,Yellow-throated Flycatcher,yetfly2,69755,FALSE,gulstrupig tyrann
Conopias trivirgatus,Three-striped Flycatcher,thsfly2,203699451,FALSE,trestrimmig tyrann
Conopias cinchoneti,Lemon-browed Flycatcher,lebfly2,13208,FALSE,citronbrynad tyrann
Phelpsia inornata,White-bearded Flycatcher,whbfly1,361180991,FALSE,vitskäggig tyrann
Empidonomus varius,Variegated Flycatcher,varfly,622578602,FALSE,broktyrann
Griseotyrannus aurantioatrocristatus,Crowned Slaty Flycatcher,croslf1,177045,FALSE,svartkronad tyrann
Tyrannus niveigularis,Snow-throated Kingbird,sntkin1,65511481,FALSE,snöstrupig kungstyrann
Tyrannus albogularis,White-throated Kingbird,whtkin1,371688381,FALSE,vitstrupig kungstyrann
Tyrannus melancholicus,Tropical Kingbird,trokin,7961,TRUE,tropisk kungstyrann/mexikansk kungstyrann
Tyrannus couchii,Couch's Kingbird,coukin,7953,FALSE,mexikansk kungstyrann
Tyrannus vociferans,Cassin's Kingbird,caskin,85511031,FALSE,Cassins kungstyrann
Tyrannus crassirostris,Thick-billed Kingbird,thbkin,392846461,FALSE,tjocknäbbad kungstyrann
Tyrannus verticalis,Western Kingbird,weskin,56905,FALSE,västlig kungstyrann
Tyrannus tyrannus,Eastern Kingbird,easkin,534398,TRUE,östlig kungstyrann
Tyrannus dominicensis,Grey Kingbird,grykin,73900,FALSE,grå kungstyrann
Tyrannus caudifasciatus,Loggerhead Kingbird,logkin,188095,FALSE,karibisk kungstyrann
Tyrannus cubensis,Giant Kingbird,giakin1,62964,FALSE,jättekungstyrann
Tyrannus forficatus,Scissor-tailed Flycatcher,sctfly,105244,TRUE,saxstjärtstyrann
Tyrannus savana,Fork-tailed Flycatcher,fotfly,171774,FALSE,gaffelstjärtstyrann
Rhytipterna holerythra,Rufous Mourner,rufmou1,614988599,FALSE,rödbrun sorgtyrann
Rhytipterna simplex,Greyish Mourner,gramou1,257226211,FALSE,grå sorgtyrann
Rhytipterna immunda,Pale-bellied Mourner,pabmou1,225365,FALSE,ljusbukig sorgtyrann
Casiornis rufus,Rufous Casiornis,rufcas2,116293851,FALSE,sydlig rosttyrann
Casiornis fuscus,Ash-throated Casiornis,astcas2,278863301,FALSE,nordlig rosttyrann
Sirystes albogriseus,Choco Sirystes,siryst3,324632661,FALSE,västlig visseltyrann
Sirystes albocinereus,White-rumped Sirystes,whrsir1,532082101,FALSE,vitgumpad visseltyrann
Sirystes sibilator,Sibilant Sirystes,sibsir1,251717851,FALSE,östlig visseltyrann
Sirystes subcanescens,Todd's Sirystes,todsir1,127365,FALSE,Todds visseltyrann
Myiarchus semirufus,Rufous Flycatcher,ruffly1,19603,FALSE,rosttyrann
Myiarchus swainsoni,Swainson's Flycatcher,swafly1,19144,FALSE,swainsontopptyrann
Myiarchus barbirostris,Sad Flycatcher,sadfly1,18982,FALSE,jamaicatopptyrann
Myiarchus tuberculifer,Dusky-capped Flycatcher,ducfly,40523,FALSE,mörkhättad topptyrann
Myiarchus phaeocephalus,Sooty-crowned Flycatcher,socfly2,19419,FALSE,sotkronad topptyrann
Myiarchus panamensis,Panama Flycatcher,panfly1,203773271,FALSE,panamatopptyrann
Myiarchus ferox,Short-crested Flycatcher,shcfly1,19489,FALSE,korttofsad topptyrann
Myiarchus venezuelensis,Venezuelan Flycatcher,venfly1,19104,FALSE,venezuelatopptyrann
Myiarchus cephalotes,Pale-edged Flycatcher,paefly1,7477,FALSE,andinsk topptyrann
Myiarchus validus,Rufous-tailed Flycatcher,rutfly1,203886171,FALSE,rödstjärtad topptyrann
Myiarchus sagrae,La Sagra's Flycatcher,lasfly,203885381,FALSE,kubansk topptyrann
Myiarchus stolidus,Stolid Flycatcher,stofly1,7735,FALSE,hispaniolatopptyrann
Myiarchus antillarum,Puerto Rican Flycatcher,purfly1,19758,FALSE,puertoricotopptyrann
Myiarchus oberi,Lesser Antillean Flycatcher,leafly1,7733,FALSE,antillertopptyrann
Myiarchus crinitus,Great Crested Flycatcher,grcfly,236839451,TRUE,större topptyrann
Myiarchus yucatanensis,Yucatan Flycatcher,yucfly1,226847931,FALSE,yucatántopptyrann
Myiarchus tyrannulus,Brown-crested Flycatcher,bncfly,232405201,FALSE,brunhättad topptyrann
Myiarchus nugator,Grenada Flycatcher,grefly1,19668,FALSE,grenadatopptyrann
Myiarchus apicalis,Apical Flycatcher,apifly1,203965311,FALSE,colombiatopptyrann
Myiarchus cinerascens,Ash-throated Flycatcher,astfly,416231441,TRUE,gråstrupig/Nuttings topptyrann
Myiarchus nuttingi,Nutting's Flycatcher,nutfly1,452438551,FALSE,ljusstrupig topptyrann/salvadortopptyrann
Myiarchus magnirostris,Galapagos Flycatcher,galfly1,19683,FALSE,galápagostopptyrann
Colonia colonus,Long-tailed Tyrant,lottyr1,69688,FALSE,långstjärtstyrann
Myiophobus crypterythrus,Mouse-grey Flycatcher,brcfly4,131367101,FALSE,ecuadortyrann
Myiophobus fasciatus,Bran-colored Flycatcher,brcfly1,366611101,FALSE,bruntyrann
Myiophobus rufescens,Rufescent Flycatcher,brcfly3,74349341,FALSE,kusttyrann
Myiophobus cryptoxanthus,Olive-chested Flycatcher,olcfly1,613091739,FALSE,olivbröstad tyrann
Myiophobus flavicans,Flavescent Flycatcher,flafly2,387473241,FALSE,gyllentyrann
Myiophobus phoenicomitra,Orange-crested Flycatcher,orcfly1,623304445,FALSE,orangekronad tyrann
Myiophobus inornatus,Unadorned Flycatcher,unafly1,31740881,FALSE,osmyckad tyrann
Myiophobus roraimae,Roraiman Flycatcher,rorfly1,437282151,FALSE,roraimatyrann
Silvicultrix frontalis,Crowned Chat-tyrant,crocht1,222114391,FALSE,gulpannad bergtyrann
Silvicultrix jelskii,Jelski's Chat-tyrant,jelcht1,190140951,FALSE,jelskibergtyrann
Silvicultrix pulchella,Golden-browed Chat-tyrant,gobcht1,647142621,FALSE,gulbrynad bergtyrann
Silvicultrix diadema,Yellow-bellied Chat-tyrant,yebcht1,211742,FALSE,diadembergtyrann
Colorhamphus parvirostris,Patagonian Tyrant,pattyr2,249523721,FALSE,patagonientyrann
Ochthoeca cinnamomeiventris,Slaty-backed Chat-tyrant,slbcht2,203698941,FALSE,skifferryggig bergtyrann
Ochthoeca nigrita,Blackish Chat-tyrant,slbcht1,456811621,FALSE,svart bergtyrann
Ochthoeca thoracica,Chestnut-belted Chat-tyrant,slbcht3,33649,FALSE,kastanjebröstad bergtyrann
Ochthoeca rufipectoralis,Rufous-breasted Chat-tyrant,rbctyr1,69596851,FALSE,rostbröstad bergtyrann
Ochthoeca fumicolor,Brown-backed Chat-tyrant,bbctyr1,69597071,FALSE,brunryggig bergtyrann
Ochthoeca superciliosa,Rufous-browed Chat-tyrant,bnbcht2,69679,FALSE,rostbrynad bergtyrann
Ochthoeca oenanthoides,D'Orbigny's Chat-tyrant,dorcht1,212949,FALSE,d'Orbignys bergtyrann
Ochthoeca piurae,Piura Chat-tyrant,pictyr1,69597511,FALSE,piurabergtyrann
Ochthoeca leucophrys,White-browed Chat-tyrant,wbctyr1,591280581,FALSE,vitbrynad bergtyrann
Ochthoeca salvini,Tumbes Tyrant,tumtyr2,13262,FALSE,tumbestyrann
Sublegatus arenarum,Northern Scrub-flycatcher,nosfly1,51867481,FALSE,nordlig snårtyrann
Sublegatus obscurior,Amazonian Scrub-flycatcher,amsfly1,203934221,FALSE,amazonsnårtyrann
Sublegatus modestus,Southern Scrub-flycatcher,sosfly1,174997,FALSE,sydlig snårtyrann
Pyrocephalus rubinus,Vermilion Flycatcher,verfly,188210,TRUE,rubintyrann
Pyrocephalus nanus,Little Vermilion Flycatcher,brufly1,352838631,FALSE,darwintyrann
†Pyrocephalus dubius,Least Vermilion Flycatcher,,,FALSE,
Fluvicola pica,Pied Water-tyrant,piwtyr1,69691,FALSE,svartvit vattentyrann
Fluvicola albiventer,Black-backed Water-tyrant,bbwtyr1,69264461,FALSE,svartryggig vattentyrann
Fluvicola nengeta,Masked Water-tyrant,mawtyr1,469184481,FALSE,maskvattentyrann
Arundinicola leucocephala,White-headed Marsh-tyrant,whmtyr1,128051,FALSE,kärrtyrann
Gubernetes yetapa,Streamer-tailed Tyrant,stttyr2,224489221,FALSE,serpentinstjärtstyrann
Muscipipra vetula,Shear-tailed Grey Tyrant,shtgrt1,520247411,FALSE,klyvstjärtstyrann
Alectrurus tricolor,Cock-tailed Tyrant,cottyr1,638645707,FALSE,tuppstjärtstyrann
Alectrurus risora,Strange-tailed Tyrant,stttyr1,132886,TRUE,vimpeltyrann
Lessonia rufa,Austral Negrito,ausneg1,612482752,FALSE,patagoniennegrito/andinsk negrito
Lessonia oreas,Andean Negrito,andneg1,301170,FALSE,andinsk negrito
Hymenops perspicillatus,Spectacled Tyrant,spetyr1,640677382,FALSE,glasögontyrann
Knipolegus orenocensis,Riverside Tyrant,rivtyr2,370002561,FALSE,flodsottyrann
Knipolegus sclateri,Sclater's Black-tyrant,,,FALSE,
Knipolegus poecilocercus,Amazonian Black-tyrant,ambtyr1,140575071,FALSE,amazonsottyrann
Knipolegus poecilurus,Rufous-tailed Tyrant,ruttyr1,388751581,FALSE,rödstjärtad sottyrann
Knipolegus franciscanus,Caatinga Black-tyrant,whwblt2,627763358,FALSE,caatingasottyrann
Knipolegus lophotes,Crested Black-tyrant,crbtyr1,113418,FALSE,tofssottyrann
Knipolegus nigerrimus,Velvety Black-tyrant,vebtyr1,169826,FALSE,sammetssottyrann
Knipolegus signatus,Andean Black-tyrant,andtyr3,,FALSE,jelskibergtyrann
Knipolegus cabanisi,Plumbeous Black-tyrant,andtyr2,644811816,FALSE,andinsk sottyrann/blygrå sottyrann
Knipolegus cyanirostris,Blue-billed Black-tyrant,bbbtyr1,203960211,FALSE,blånäbbad sottyrann
Knipolegus striaticeps,Cinereous Black-tyrant,cintyr1,213869,FALSE,grå sottyrann
Knipolegus hudsoni,Hudson's Black-tyrant,hubtyr1,627879307,FALSE,Hudsons sottyrann
Knipolegus aterrimus,White-winged Black-tyrant,whwblt1,244962591,FALSE,vitvingad sottyrann
Knipolegus heterogyna,White-rumped Black-tyrant,,,FALSE,vitvingad sottyrann (heterogyna)
Satrapa icterophrys,Yellow-browed Tyrant,yebtyr2,634327269,FALSE,gulbrynad tyrann
Muscisaxicola fluviatilis,Little Ground-tyrant,ligtyr1,,FALSE,mindre marktyrann
Muscisaxicola maculirostris,Spot-billed Ground-tyrant,sbgtyr1,256227001,FALSE,fläcknäbbad marktyrann
Muscisaxicola griseus,Taczanowski's Ground-tyrant,tacgrt1,643568092,FALSE,altiplanomarktyrann
Muscisaxicola juninensis,Puna Ground-tyrant,pugtyr1,622893305,FALSE,punamarktyrann
Muscisaxicola cinereus,Cinereous Ground-tyrant,cingrt1,456289011,FALSE,grå marktyrann
Muscisaxicola albifrons,White-fronted Ground-tyrant,wfgtyr1,611935584,FALSE,vitpannad marktyrann
Muscisaxicola flavinucha,Ochre-naped Ground-tyrant,ongtyr1,203961761,FALSE,gulkronad marktyrann
Muscisaxicola rufivertex,Rufous-naped Ground-tyrant,rngtyr1,617249812,FALSE,rödnackad marktyrann
Muscisaxicola occipitalis,Chestnut-naped Ground-tyrant,,,FALSE,
Muscisaxicola maclovianus,Dark-faced Ground-tyrant,dafgrt1,34740671,FALSE,svartkindad marktyrann
Muscisaxicola albilora,White-browed Ground-tyrant,wbgtyr1,407831301,FALSE,vitbrynad marktyrann
Muscisaxicola alpinus,Plain-capped Ground-tyrant,plcgrt1,204023381,FALSE,páramomarktyrann
Muscisaxicola capistratus,Cinnamon-bellied Ground-tyrant,cibgrt1,203960251,FALSE,brunbukig marktyrann
Muscisaxicola frontalis,Black-fronted Ground-tyrant,bfgtyr1,632984242,FALSE,svartpannad marktyrann
Cnemarchus erythropygius,Red-rumped Bush-tyrant,rrbtyr1,636320670,FALSE,rödgumpad busktyrann
Polioxolmis rufipennis,Rufous-webbed Bush-tyrant,rwbtyr1,156481681,FALSE,rostvingad busktyrann
Xolmis pyrope,Fire-eyed Diucon,fiediu1,613838890,FALSE,eldögd monjita
Xolmis cinereus,Grey Monjita,,,FALSE,grå monjita
Xolmis coronatus,Black-crowned Monjita,bkcmon1,203963501,FALSE,svartkronad monjita
Xolmis velatus,White-rumped Monjita,whrmon2,69262581,FALSE,vitgumpad monjita
Xolmis irupero,White Monjita,whimon1,700384,FALSE,vit monjita
Xolmis salinarum,Salinas Monjita,salmon1,301550,FALSE,salinasmonjita
Xolmis rubetra,Rusty-backed Monjita,rubmon1,393377701,FALSE,
Xolmis dominicanus,Black-and-white Monjita,bawmon3,612506463,FALSE,svartvit monjita
Agriornis montanus,Black-billed Shrike-tyrant,bkbsht1,410550411,FALSE,svartnäbbad törntyrann
Agriornis albicauda,White-tailed Shrike-tyrant,wtstyr1,243925,FALSE,vitstjärtad törntyrann
Agriornis lividus,Great Shrike-tyrant,gresht1,303936,FALSE,större törntyrann
Agriornis micropterus,Grey-bellied Shrike-tyrant,gybsht1,506652861,FALSE,gråbukig marktyrann
Agriornis murinus,Lesser Shrike-tyrant,lessht1,136949191,FALSE,mindre törntyrann
Neoxolmis rufiventris,Chocolate-vented Tyrant,chvtyr2,33228941,FALSE,kastanjegumpad tyrann
Myiotheretes striaticollis,Streak-throated Bush-tyrant,stbtyr1,591281401,FALSE,strimstrupig busktyrann
Myiotheretes pernix,Santa Marta Bush-tyrant,smbtyr1,203965331,FALSE,santamartabusktyrann
Myiotheretes fumigatus,Smoky Bush-tyrant,smbtyr2,623321650,FALSE,sotbrun busktyrann
Myiotheretes fuscorufus,Rufous-bellied Bush-tyrant,rbbtyr1,35987,FALSE,brunbukig busktyrann
Ochthornis littoralis,Drab Water-tyrant,drwtyr1,227932391,FALSE,blek vattentyrann
Cnemotriccus fuscatus,Fuscous Flycatcher,fusfly1,324434691,FALSE,sotbrun tyrann
Aphanotriccus capitalis,Tawny-chested Flycatcher,tacfly1,550849191,FALSE,brunbröstad tyrann
Aphanotriccus audax,Black-billed Flycatcher,blbfly1,109558401,FALSE,svartnäbbstyrann
Lathrotriccus euleri,Euler's Flycatcher,eulfly1,89009,FALSE,eulertyrann
Lathrotriccus griseipectus,Grey-breasted Flycatcher,gybfly1,203699121,FALSE,gråbröstad tyrann
Mitrephanes phaeocercus,Tufted Flycatcher,tuffly,59322071,FALSE,tofstyrann
Mitrephanes olivaceus,Olive Flycatcher,olifly2,232712061,FALSE,olivtyrann
Sayornis nigricans,Black Phoebe,blkpho,367504221,FALSE,svart fibi
Sayornis phoebe,Eastern Phoebe,easpho,426779621,TRUE,östlig fibi
Sayornis saya,Say's Phoebe,saypho,191105,TRUE,rödbrun fibi
Empidonax virescens,Acadian Flycatcher,acafly,73916,TRUE,akadempid
Empidonax flaviventris,Yellow-bellied Flycatcher,yebfly,100881,FALSE,gulbukig empid
Empidonax flavescens,Yellowish Flycatcher,yelfly1,199518,FALSE,höglandsempid
Empidonax difficilis,Pacific-slope Flycatcher,wesfly,7600,FALSE,västempid
Empidonax occidentalis,Cordilleran Flycatcher,,,FALSE,västempid (occidentalis/hellmayri)
Empidonax albigularis,White-throated Flycatcher,whtfly1,31997351,FALSE,vitstrupig empid
Empidonax traillii,Willow Flycatcher,wilfly,191178,FALSE,alempid/pilempid
Empidonax alnorum,Alder Flycatcher,aldfly,132247,FALSE,alempid
Empidonax fulvifrons,Buff-breasted Flycatcher,bubfly,267308351,FALSE,beigebröstad empid
Empidonax atriceps,Black-capped Flycatcher,blcfly1,46236331,FALSE,svarthättad empid
Empidonax wrightii,American Grey Flycatcher,gryfly,43462551,FALSE,gråempid
Empidonax minimus,Least Flycatcher,leafly,219691,FALSE,dvärgempid
Empidonax hammondii,Hammond's Flycatcher,hamfly,56931,FALSE,hammondempid
Empidonax oberholseri,American Dusky Flycatcher,dusfly,534684,FALSE,bergempid
Empidonax affinis,Pine Flycatcher,pinfly1,518297361,FALSE,tallempid
Contopus cooperi,Olive-sided Flycatcher,olsfly,109254,FALSE,nordlig pivi
Contopus pertinax,Greater Pewee,grepew,267053501,FALSE,större pivi
Contopus lugubris,Dark Pewee,darpew1,622634741,FALSE,mörk pivi
Contopus fumigatus,Smoke-colored Pewee,smcpew1,203932171,FALSE,rökpivi
Contopus ochraceus,Ochraceous Pewee,ochpew1,359027741,FALSE,ockrapivi
Contopus sordidulus,Western Wood-pewee,wewpew,539737,FALSE,västlig pivi
Contopus virens,Eastern Wood-pewee,eawpew,73930,FALSE,östlig pivi
Contopus bogotensis,Northern Tropical Pewee,tropew4,7354,FALSE,brasilienpivi
Contopus punensis,Western Tropical Pewee,tropew2,21547,FALSE,tumbespivi
Contopus cinereus,Southern Tropical Pewee,tropew3,620465604,FALSE,brasilienpivi
Contopus caribeaus,Cuban Pewee,cubpew1,90697,FALSE,
Contopus pallidus,Jamaican Pewee,jampew1,612222748,FALSE,jamaicapivi
Contopus hispaniolensis,Hispaniolan Pewee,hispew1,55802,FALSE,hispaniolapivi
Contopus latirostris,Lesser Antillean Pewee,leapew1,26248971,FALSE,antillerpivi
Contopus albogularis,White-throated Pewee,whtpew1,182585,FALSE,vitstrupig pivi
Contopus nigrescens,Blackish Pewee,blapew1,126665,FALSE,svart pivi
Xenotriccus callizonus,Belted Flycatcher,belfly1,362558261,FALSE,bandtyrann
Xenotriccus mexicanus,Pileated Flycatcher,pilfly1,246466871,FALSE,långtofsad tyrann
MENURIDAE,Lyrebirds,,,FALSE,
Menura alberti,Albert's Lyrebird,alblyr1,624017637,FALSE,albertlyrfågel
Menura novaehollandiae,Superb Lyrebird,suplyr1,8004,TRUE,praktlyrfågel
ATRICHORNITHIDAE,Scrub-birds,,,FALSE,
Atrichornis rufescens,Rufous Scrub-bird,rusbir1,79609861,FALSE,rostsnårfågel
Atrichornis clamosus,Noisy Scrub-bird,nosbir1,177747761,FALSE,sångsnårfågel
PTILONORHYNCHIDAE,Bowerbirds,,,FALSE,
Ailuroedus buccoides,White-eared Catbird,whecat1,608804626,FALSE,vitörad kattfågel
Ailuroedus melanotis,Black-eared Catbird,bkecat4,203997141,FALSE,svartörad kattfågel
Ailuroedus crassirostris,Green Catbird,grecat1,99560781,FALSE,grön kattfågel
Scenopoeetes dentirostris,Tooth-billed Bowerbird,tobcat2,229496,FALSE,tandnäbbad lövsalsfågel
Archboldia papuensis,Archbold's Bowerbird,arcbow1,200929,FALSE,gulkronad lövsalsfågel (papuensis)
Amblyornis macgregoriae,MacGregor's Bowerbird,macbow2,203988121,FALSE,fackellövsalsfågel
Amblyornis subalaris,Streaked Bowerbird,strbow1,310640,FALSE,orangetofsad lövsalsfågel
Amblyornis inornata,Vogelkop Bowerbird,vogbow2,91688211,FALSE,brun lövsalsfågel
Amblyornis flavifrons,Yellow-fronted Bowerbird,gofbow1,139566,FALSE,gultofsad lövsalsfågel
Prionodura newtoniana,Golden Bowerbird,golbow1,71669,FALSE,gyllenlövsalsfågel
